date,공매
2020-03-20,15.32311
2020-03-21,11.02598
2020-03-22,10.82611
2020-03-23,16.80546
2020-03-24,16.27248
2020-03-25,14.60692
2020-03-26,17.15522
2020-03-27,13.45769
2020-03-28,10.17654
2020-03-29,12.27514
2020-03-30,14.57361
2020-03-31,16.15589
2020-04-01,14.49033
2020-04-02,13.99067
2020-04-03,12.57495
2020-04-04,9.56029
2020-04-05,9.09393
2020-04-06,15.97268
2020-04-07,14.92338
2020-04-08,14.52365
2020-04-09,14.45702
2020-04-10,13.60759
2020-04-11,9.69353
2020-04-12,11.45902
2020-04-13,15.30646
2020-04-14,14.42371
2020-04-15,12.5916
2020-04-16,15.90606
2020-04-17,16.97201
2020-04-18,13.60759
2020-04-19,15.1399
2020-04-20,25.11658
2020-04-21,19.68687
2020-04-22,36.89207
2020-04-23,23.38441
2020-04-24,17.47168
2020-04-25,14.70686
2020-04-26,11.20919
2020-04-27,25.01665
2020-04-28,29.91339
2020-04-29,19.45369
2020-04-30,16.42238
2020-05-01,14.59027
2020-05-02,14.27381
2020-05-03,15.75616
2020-05-04,18.55429
2020-05-05,14.52365
2020-05-06,18.68754
2020-05-07,17.988
2020-05-08,15.82278
2020-05-09,12.95802
2020-05-10,12.94137
2020-05-11,18.35443
2020-05-12,17.3884
2020-05-13,17.18854
2020-05-14,15.68954
2020-05-15,15.72285
2020-05-16,13.15789
2020-05-17,13.52431
2020-05-18,17.63824
2020-05-19,19.10393
2020-05-20,18.33777
2020-05-21,18.38774
2020-05-22,17.30512
2020-05-23,12.19187
2020-05-24,11.92538
2020-05-25,17.52165
2020-05-26,17.12191
2020-05-27,17.3884
2020-05-28,15.82278
2020-05-29,15.80612
2020-05-30,9.76015
2020-05-31,10.67621
2020-06-01,16.35576
2020-06-02,16.42238
2020-06-03,19.38707
2020-06-04,17.78814
2020-06-05,17.05529
2020-06-06,11.45902
2020-06-07,13.40772
2020-06-08,20.00333
2020-06-09,17.03864
2020-06-10,17.58827
2020-06-11,18.40439
2020-06-12,16.13924
2020-06-13,10.29313
2020-06-14,10.90939
2020-06-15,15.90606
2020-06-16,15.10659
2020-06-17,15.97268
2020-06-18,16.23917
2020-06-19,14.72351
2020-06-20,10.12658
2020-06-21,10.00999
2020-06-22,19.13724
2020-06-23,16.57228
2020-06-24,15.68954
2020-06-25,14.3904
2020-06-26,13.77415
2020-06-27,9.76015
2020-06-28,9.77681
2020-06-29,15.05662
2020-06-30,14.3904
2020-07-01,15.25649
2020-07-02,14.12391
2020-07-03,12.50832
2020-07-04,9.46035
2020-07-05,9.06062
2020-07-06,13.97401
2020-07-07,15.82278
2020-07-08,15.27315
2020-07-09,16.98867
2020-07-10,13.07461
2020-07-11,10.493
2020-07-12,10.6429
2020-07-13,14.45702
2020-07-14,15.35642
2020-07-15,16.67221
2020-07-16,14.97335
2020-07-17,14.30712
2020-07-18,11.67554
2020-07-19,10.15989
2020-07-20,15.5896
2020-07-21,15.63957
2020-07-22,20.20319
2020-07-23,18.15456
2020-07-24,16.6389
2020-07-25,11.80879
2020-07-26,10.92604
2020-07-27,14.74017
2020-07-28,16.83877
2020-07-29,15.67288
2020-07-30,14.32378
2020-07-31,11.8421
2020-08-01,9.87674
2020-08-02,9.36042
2020-08-03,12.7415
2020-08-04,13.25782
2020-08-05,13.0413
2020-08-06,14.34043
2020-08-07,13.27448
2020-08-08,10.55962
2020-08-09,10.20986
2020-08-10,13.54097
2020-08-11,15.38974
2020-08-12,14.97335
2020-08-13,22.95136
2020-08-14,20.63624
2020-08-15,9.21052
2020-08-16,18.2878
2020-08-17,13.3411
2020-08-18,14.32378
2020-08-19,14.72351
2020-08-20,15.42305
2020-08-21,13.54097
2020-08-22,8.02798
2020-08-23,8.77748
2020-08-24,14.35709
2020-08-25,16.73884
2020-08-26,16.35576
2020-08-27,29.93004
2020-08-28,18.45436
2020-08-29,9.17721
2020-08-30,10.20986
2020-08-31,12.87475
2020-09-01,13.491
2020-09-02,13.70752
2020-09-03,13.27448
2020-09-04,13.54097
2020-09-05,8.46102
2020-09-06,9.16055
2020-09-07,13.42438
2020-09-08,12.67488
2020-09-09,14.29047
2020-09-10,13.74083
2020-09-11,13.47435
2020-09-12,9.86009
2020-09-13,9.01065
2020-09-14,13.27448
2020-09-15,13.69087
2020-09-16,14.29047
2020-09-17,13.9407
2020-09-18,11.70886
2020-09-19,7.47834
2020-09-20,7.7948
2020-09-21,14.02398
2020-09-22,12.62491
2020-09-23,13.17455
2020-09-24,12.55829
2020-09-25,10.74283
2020-09-26,7.21185
2020-09-27,7.52831
2020-09-28,11.77548
2020-09-29,10.40972
2020-09-30,6.72884
2020-10-01,8.01132
2020-10-02,15.52298
2020-10-03,9.72684
2020-10-04,11.77548
2020-10-05,16.9387
2020-10-06,16.12258
2020-10-07,17.27181
2020-10-08,14.67355
2020-10-09,10.20986
2020-10-10,9.54363
2020-10-11,10.12658
2020-10-12,16.17255
2020-10-13,15.02331
2020-10-14,16.22251
2020-10-15,15.5896
2020-10-16,12.4417
2020-10-17,8.19453
2020-10-18,9.99333
2020-10-19,16.75549
2020-10-20,14.17388
2020-10-21,14.29047
2020-10-22,12.97468
2020-10-23,11.95869
2020-10-24,8.31112
2020-10-25,7.59493
2020-10-26,13.42438
2020-10-27,15.97268
2020-10-28,16.1892
2020-10-29,12.25849
2020-10-30,11.37574
2020-10-31,8.46102
2020-11-01,8.52764
2020-11-02,12.09193
2020-11-03,12.07528
2020-11-04,10.42638
2020-11-05,13.54097
2020-11-06,22.05196
2020-11-07,21.65223
2020-11-08,15.30646
2020-11-09,16.82211
2020-11-10,14.45702
2020-11-11,12.97468
2020-11-12,15.17321
2020-11-13,13.12458
2020-11-14,9.07728
2020-11-15,8.92738
2020-11-16,14.05729
2020-11-17,12.37508
2020-11-18,14.10726
2020-11-19,13.77415
2020-11-20,15.17321
2020-11-21,9.24383
2020-11-22,9.09393
2020-11-23,14.30712
2020-11-24,12.90806
2020-11-25,14.2405
2020-11-26,12.99133
2020-11-27,11.89207
2020-11-28,9.37708
2020-11-29,9.1439
2020-11-30,11.8421
2020-12-01,13.39107
2020-12-02,13.70752
2020-12-03,13.70752
2020-12-04,12.52498
2020-12-05,9.86009
2020-12-06,13.95736
2020-12-07,15.70619
2020-12-08,15.75616
2020-12-09,14.67355
2020-12-10,15.62291
2020-12-11,13.17455
2020-12-12,9.21052
2020-12-13,10.10992
2020-12-14,13.82411
2020-12-15,15.62291
2020-12-16,15.33977
2020-12-17,15.32311
2020-12-18,13.40772
2020-12-19,10.09327
2020-12-20,11.49233
2020-12-21,15.27315
2020-12-22,14.92338
2020-12-23,16.07261
2020-12-24,14.89007
2020-12-25,13.90739
2020-12-26,13.60759
2020-12-27,13.59093
2020-12-28,17.40506
2020-12-29,16.12258
2020-12-30,15.95602
2020-12-31,13.54097
2021-01-01,12.5916
2021-01-02,13.55762
2021-01-03,14.65689
2021-01-04,19.80346
2021-01-05,20.76948
2021-01-06,20.56962
2021-01-07,18.93737
2021-01-08,22.73484
2021-01-09,15.37308
2021-01-10,16.3391
2021-01-11,38.67421
2021-01-12,52.98134
2021-01-13,42.27181
2021-01-14,31.21252
2021-01-15,23.43437
2021-01-16,16.38907
2021-01-17,16.88874
2021-01-18,23.50099
2021-01-19,22.85143
2021-01-20,22.28514
2021-01-21,22.28514
2021-01-22,18.72085
2021-01-23,14.64023
2021-01-24,14.34043
2021-01-25,17.73817
2021-01-26,18.87075
2021-01-27,19.32045
2021-01-28,25.0
2021-01-29,27.18187
2021-01-30,19.65356
2021-01-31,14.89007
2021-02-01,28.01465
2021-02-02,22.55163
2021-02-03,35.493
2021-02-04,27.3984
2021-02-05,19.43704
2021-02-06,14.94003
2021-02-07,14.12391
2021-02-08,15.55629
2021-02-09,14.5403
2021-02-10,11.85876
2021-02-11,9.34377
2021-02-12,11.35909
2021-02-13,11.37574
2021-02-14,12.92471
2021-02-15,17.90473
2021-02-16,16.53897
2021-02-17,15.37308
2021-02-18,15.25649
2021-02-19,15.65622
2021-02-20,10.1932
2021-02-21,10.25982
2021-02-22,14.25716
2021-02-23,17.48834
2021-02-24,14.80679
2021-02-25,14.5403
2021-02-26,12.05862
2021-02-27,8.74417
2021-02-28,9.31045
2021-03-01,10.97601
2021-03-02,13.55762
2021-03-03,13.54097
2021-03-04,16.1892
2021-03-05,14.70686
2021-03-06,11.02598
2021-03-07,11.12591
2021-03-08,15.5896
2021-03-09,15.10659
2021-03-10,13.95736
2021-03-11,15.95602
2021-03-12,17.40506
2021-03-13,9.82678
2021-03-14,10.75949
2021-03-15,14.79013
2021-03-16,15.83944
2021-03-17,15.37308
2021-03-18,15.97268
2021-03-19,15.12325
2021-03-20,11.60892
2021-03-21,10.40972
2021-03-22,15.22318
2021-03-23,16.32245
2021-03-24,15.77281
2021-03-25,15.35642
2021-03-26,13.92405
2021-03-27,12.09193
2021-03-28,12.79147
2021-03-29,17.15522
2021-03-30,17.25516
2021-03-31,16.02265
2021-04-01,15.7395
2021-04-02,13.87408
2021-04-03,12.10859
2021-04-04,10.22651
2021-04-05,15.7395
2021-04-06,16.10592
2021-04-07,15.25649
2021-04-08,13.40772
2021-04-09,13.50766
2021-04-10,9.87674
2021-04-11,11.37574
2021-04-12,15.50632
2021-04-13,16.57228
2021-04-14,13.99067
2021-04-15,15.75616
2021-04-16,16.27248
2021-04-17,10.29313
2021-04-18,10.29313
2021-04-19,17.07195
2021-04-20,18.78747
2021-04-21,17.40506
2021-04-22,16.82211
2021-04-23,16.489
2021-04-24,10.10992
2021-04-25,10.14323
2021-04-26,18.47101
2021-04-27,18.18787
2021-04-28,19.02065
2021-04-29,19.45369
2021-04-30,23.66755
2021-05-01,12.02531
2021-05-02,15.55629
2021-05-03,42.67155
2021-05-04,30.67954
2021-05-05,12.07528
2021-05-06,16.08927
2021-05-07,16.60559
2021-05-08,8.71085
2021-05-09,10.14323
2021-05-10,13.80746
2021-05-11,14.8401
2021-05-12,18.72085
2021-05-13,16.80546
2021-05-14,13.72418
2021-05-15,10.55962
2021-05-16,11.77548
2021-05-17,15.12325
2021-05-18,13.89073
2021-05-19,10.09327
2021-05-20,14.02398
2021-05-21,14.04063
2021-05-22,9.2938
2021-05-23,10.50966
2021-05-24,14.32378
2021-05-25,15.20652
2021-05-26,15.17321
2021-05-27,14.6902
2021-05-28,14.25716
2021-05-29,9.07728
2021-05-30,9.2938
2021-05-31,14.49033
2021-06-01,13.52431
2021-06-02,16.07261
2021-06-03,15.17321
2021-06-04,13.491
2021-06-05,8.11125
2021-06-06,8.29447
2021-06-07,13.7908
2021-06-08,14.99
2021-06-09,14.19053
2021-06-10,18.78747
2021-06-11,13.45769
2021-06-12,8.26115
2021-06-13,8.61092
2021-06-14,13.44103
2021-06-15,13.32445
2021-06-16,12.45836
2021-06-17,13.6409
2021-06-18,12.55829
2021-06-19,7.46169
2021-06-20,8.2445
2021-06-21,13.00799
2021-06-22,30.91272
2021-06-23,17.50499
2021-06-24,15.65622
2021-06-25,13.54097
2021-06-26,8.27781
2021-06-27,8.8441
2021-06-28,11.49233
2021-06-29,11.27581
2021-06-30,17.48834
2021-07-01,18.48767
2021-07-02,13.99067
2021-07-03,8.81079
2021-07-04,8.34443
2021-07-05,13.10792
2021-07-06,15.32311
2021-07-07,12.97468
2021-07-08,13.15789
2021-07-09,13.44103
2021-07-10,9.16055
2021-07-11,9.11059
2021-07-12,13.44103
2021-07-13,14.02398
2021-07-14,14.00732
2021-07-15,13.75749
2021-07-16,11.42571
2021-07-17,8.26115
2021-07-18,8.46102
2021-07-19,13.85742
2021-07-20,12.17521
2021-07-21,12.87475
2021-07-22,14.14057
2021-07-23,12.22518
2021-07-24,7.97801
2021-07-25,7.21185
2021-07-26,11.60892
2021-07-27,12.22518
2021-07-28,11.82544
2021-07-29,12.2918
2021-07-30,11.5423
2021-07-31,8.8441
2021-08-01,7.7948
2021-08-02,12.15856
2021-08-03,13.52431
2021-08-04,12.72485
2021-08-05,12.47501
2021-08-06,13.77415
2021-08-07,8.36109
2021-08-08,8.62758
2021-08-09,14.05729
2021-08-10,12.77481
2021-08-11,14.10726
2021-08-12,16.90539
2021-08-13,15.55629
2021-08-14,10.15989
2021-08-15,9.8934
2021-08-16,11.42571
2021-08-17,14.5403
2021-08-18,13.39107
2021-08-19,14.90672
2021-08-20,13.97401
2021-08-21,9.41039
2021-08-22,10.82611
2021-08-23,15.12325
2021-08-24,15.48967
2021-08-25,13.90739
2021-08-26,14.0906
2021-08-27,14.80679
2021-08-28,9.49367
2021-08-29,9.4437
2021-08-30,15.20652
2021-08-31,14.74017
2021-09-01,13.52431
2021-09-02,14.19053
2021-09-03,12.79147
2021-09-04,8.59427
2021-09-05,8.51099
2021-09-06,14.17388
2021-09-07,12.82478
2021-09-08,13.6409
2021-09-09,14.05729
2021-09-10,13.9407
2021-09-11,8.37774
2021-09-12,9.31045
2021-09-13,13.40772
2021-09-14,13.87408
2021-09-15,13.491
2021-09-16,12.84143
2021-09-17,11.00932
2021-09-18,7.82811
2021-09-19,7.01199
2021-09-20,6.8954
2021-09-21,7.71152
2021-09-22,10.00999
2021-09-23,18.12125
2021-09-24,15.35642
2021-09-25,10.30979
2021-09-26,11.62558
2021-09-27,13.17455
2021-09-28,15.07328
2021-09-29,16.62225
2021-09-30,15.05662
2021-10-01,14.14057
2021-10-02,8.994
2021-10-03,9.42704
2021-10-04,10.89273
2021-10-05,14.99
2021-10-06,17.58827
2021-10-07,17.17188
2021-10-08,13.9407
2021-10-09,9.86009
2021-10-10,9.37708
2021-10-11,10.57628
2021-10-12,16.08927
2021-10-13,17.42171
2021-10-14,20.03664
2021-10-15,14.47368
2021-10-16,9.04397
2021-10-17,10.29313
2021-10-18,13.32445
2021-10-19,13.44103
2021-10-20,13.0413
2021-10-21,15.03997
2021-10-22,16.53897
2021-10-23,12.64157
2021-10-24,11.5423
2021-10-25,13.95736
2021-10-26,13.87408
2021-10-27,15.70619
2021-10-28,13.62425
2021-10-29,12.05862
2021-10-30,7.62824
2021-10-31,8.59427
2021-11-01,11.22584
2021-11-02,12.34177
2021-11-03,12.79147
2021-11-04,12.54163
2021-11-05,10.85942
2021-11-06,7.52831
2021-11-07,7.36175
2021-11-08,11.95869
2021-11-09,12.24183
2021-11-10,10.89273
2021-11-11,11.45902
2021-11-12,11.3924
2021-11-13,6.99533
2021-11-14,7.09526
2021-11-15,11.97534
2021-11-16,11.90872
2021-11-17,12.24183
2021-11-18,10.89273
2021-11-19,11.52564
2021-11-20,7.01199
2021-11-21,6.97868
2021-11-22,11.57561
2021-11-23,12.24183
2021-11-24,11.57561
2021-11-25,10.82611
2021-11-26,9.49367
2021-11-27,6.54563
2021-11-28,6.31245
2021-11-29,10.37641
2021-11-30,10.47634
2021-12-01,9.94337
2021-12-02,10.50966
2021-12-03,8.89407
2021-12-04,7.41172
2021-12-05,6.62891
2021-12-06,9.81012
2021-12-07,11.70886
2021-12-08,12.09193
2021-12-09,11.20919
2021-12-10,9.79347
2021-12-11,7.14523
2021-12-12,7.74483
2021-12-13,10.17654
2021-12-14,10.25982
2021-12-15,11.14257
2021-12-16,11.29247
2021-12-17,10.00999
2021-12-18,7.09526
2021-12-19,6.64556
2021-12-20,10.22651
