date,재개발절차
2020-08-12,45.31043
2020-08-13,46.36723
2020-08-14,33.4214
2020-08-15,24.30647
2020-08-16,30.77939
2020-08-17,37.38441
2020-08-18,40.68692
2020-08-19,49.93394
2020-08-20,43.59313
2020-08-21,38.04491
2020-08-22,33.5535
2020-08-23,32.23249
2020-08-24,38.17701
2020-08-25,40.42272
2020-08-26,38.44121
2020-08-27,43.46103
2020-08-28,38.83751
2020-08-29,36.0634
2020-08-30,33.15719
2020-08-31,42.40422
2020-09-01,34.7424
2020-09-02,39.36591
2020-09-03,32.10039
2020-09-04,34.6103
2020-09-05,33.02509
2020-09-06,31.17569
2020-09-07,42.00792
2020-09-08,43.85733
2020-09-09,52.70805
2020-09-10,42.27212
2020-09-11,45.70673
2020-09-12,39.10171
2020-09-13,33.15719
2020-09-14,39.23381
2020-09-15,53.23645
2020-09-16,55.74636
2020-09-17,54.95376
2020-09-18,50.46235
2020-09-19,48.74504
2020-09-20,43.32892
2020-09-21,46.49933
2020-09-22,48.74504
2020-09-23,42.93262
2020-09-24,49.66974
2020-09-25,40.81902
2020-09-26,40.15852
2020-09-27,35.2708
2020-09-28,37.78071
2020-09-29,41.34742
2020-09-30,32.10039
2020-10-01,33.28929
2020-10-02,27.60898
2020-10-03,29.45838
2020-10-04,31.30779
2020-10-05,38.70541
2020-10-06,45.70673
2020-10-07,42.53632
2020-10-08,43.85733
2020-10-09,43.32892
2020-10-10,43.72523
2020-10-11,49.53764
2020-10-12,55.35006
2020-10-13,50.59445
2020-10-14,49.14134
2020-10-15,39.63011
2020-10-16,40.81902
2020-10-17,38.17701
2020-10-18,42.93262
2020-10-19,61.82298
2020-10-20,55.48216
2020-10-21,49.80184
2020-10-22,42.53632
2020-10-23,47.82034
2020-10-24,41.61162
2020-10-25,41.21532
2020-10-26,56.40686
2020-10-27,54.55746
2020-10-28,46.63143
2020-10-29,44.78203
2020-10-30,48.48084
2020-10-31,39.63011
2020-11-01,35.6671
2020-11-02,52.17965
2020-11-03,40.29062
2020-11-04,36.85601
2020-11-05,35.9313
2020-11-06,41.08322
2020-11-07,41.08322
2020-11-08,38.70541
2020-11-09,46.10303
2020-11-10,57.99207
2020-11-11,56.80317
2020-11-12,58.65257
2020-11-13,58.65257
2020-11-14,49.27344
2020-11-15,47.15984
2020-11-16,66.7107
2020-11-17,72.65521
2020-11-18,59.97357
2020-11-19,59.70937
2020-11-20,55.87846
2020-11-21,50.46235
2020-11-22,54.95376
2020-11-23,73.97622
2020-11-24,67.6354
2020-11-25,55.48216
2020-11-26,52.57595
2020-11-27,57.99207
2020-11-28,44.25363
2020-11-29,51.12285
2020-11-30,55.48216
2020-12-01,61.69088
2020-12-02,65.52179
2020-12-03,61.42668
2020-12-04,57.06737
2020-12-05,53.36856
2020-12-06,47.95244
2020-12-07,59.97357
2020-12-08,68.8243
2020-12-09,63.93659
2020-12-10,66.05019
2020-12-11,59.57727
2020-12-12,56.40686
2020-12-13,63.27608
2020-12-14,62.87978
2020-12-15,56.14266
2020-12-16,66.9749
2020-12-17,74.90092
2020-12-18,61.16248
2020-12-19,51.65125
2020-12-20,49.27344
2020-12-21,56.80317
2020-12-22,57.46367
2020-12-23,55.74636
2020-12-24,50.33025
2020-12-25,42.40422
2020-12-26,56.14266
2020-12-27,57.59577
2020-12-28,62.21928
2020-12-29,59.44517
2020-12-30,59.97357
2020-12-31,63.14398
2021-01-01,51.38705
2021-01-02,62.08718
2021-01-03,56.01056
2021-01-04,71.33421
2021-01-05,68.428
2021-01-06,61.82298
2021-01-07,52.57595
2021-01-08,57.46367
2021-01-09,47.02774
2021-01-10,50.59445
2021-01-11,63.80449
2021-01-12,50.19815
2021-01-13,70.14531
2021-01-14,59.18097
2021-01-15,64.59709
2021-01-16,65.12549
2021-01-17,44.78203
2021-01-18,58.38837
2021-01-19,61.95508
2021-01-20,62.08718
2021-01-21,64.33289
2021-01-22,63.67239
2021-01-23,61.42668
2021-01-24,58.25627
2021-01-25,67.6354
2021-01-26,64.72919
2021-01-27,63.40819
2021-01-28,64.46499
2021-01-29,60.89828
2021-01-30,56.93527
2021-01-31,59.04887
2021-02-01,59.84147
2021-02-02,58.38837
2021-02-03,63.14398
2021-02-04,83.75165
2021-02-05,63.27608
2021-02-06,51.78335
2021-02-07,48.61294
2021-02-08,46.63143
2021-02-09,49.27344
2021-02-10,48.34874
2021-02-11,34.0819
2021-02-12,42.80052
2021-02-13,40.68692
2021-02-14,39.63011
2021-02-15,49.53764
2021-02-16,58.38837
2021-02-17,51.78335
2021-02-18,51.12285
2021-02-19,46.23513
2021-02-20,53.36856
2021-02-21,48.61294
2021-02-22,50.33025
2021-02-23,44.38573
2021-02-24,51.65125
2021-02-25,42.00792
2021-02-26,47.15984
2021-02-27,47.95244
2021-02-28,42.14002
2021-03-01,46.36723
2021-03-02,54.02906
2021-03-03,50.06605
2021-03-04,56.40686
2021-03-05,49.00924
2021-03-06,47.95244
2021-03-07,40.68692
2021-03-08,48.87714
2021-03-09,51.25495
2021-03-10,55.61426
2021-03-11,59.04887
2021-03-12,50.33025
2021-03-13,49.40554
2021-03-14,46.36723
2021-03-15,53.76486
2021-03-16,55.87846
2021-03-17,57.33157
2021-03-18,60.36988
2021-03-19,55.35006
2021-03-20,52.57595
2021-03-21,49.53764
2021-03-22,60.23778
2021-03-23,61.69088
2021-03-24,68.5601
2021-03-25,55.61426
2021-03-26,64.46499
2021-03-27,54.68956
2021-03-28,52.31175
2021-03-29,72.52311
2021-03-30,85.33685
2021-03-31,74.24042
2021-04-01,62.48348
2021-04-02,53.36856
2021-04-03,50.59445
2021-04-04,47.02774
2021-04-05,57.85997
2021-04-06,56.93527
2021-04-07,43.06472
2021-04-08,63.93659
2021-04-09,56.14266
2021-04-10,45.04623
2021-04-11,45.97093
2021-04-12,64.59709
2021-04-13,50.59445
2021-04-14,58.38837
2021-04-15,56.27476
2021-04-16,53.76486
2021-04-17,48.74504
2021-04-18,49.66974
2021-04-19,62.61558
2021-04-20,56.14266
2021-04-21,56.80317
2021-04-22,52.04755
2021-04-23,50.06605
2021-04-24,38.44121
2021-04-25,42.14002
2021-04-26,45.97093
2021-04-27,58.65257
2021-04-28,47.15984
2021-04-29,57.33157
2021-04-30,47.15984
2021-05-01,42.66842
2021-05-02,41.61162
2021-05-03,50.46235
2021-05-04,47.42404
2021-05-05,51.12285
2021-05-06,46.36723
2021-05-07,50.85865
2021-05-08,44.64993
2021-05-09,39.36591
2021-05-10,52.04755
2021-05-11,47.15984
2021-05-12,54.55746
2021-05-13,50.72655
2021-05-14,44.78203
2021-05-15,41.34742
2021-05-16,43.85733
2021-05-17,47.15984
2021-05-18,54.82166
2021-05-19,39.89431
2021-05-20,51.25495
2021-05-21,49.66974
2021-05-22,39.76221
2021-05-23,38.83751
2021-05-24,51.78335
2021-05-25,57.46367
2021-05-26,74.24042
2021-05-27,66.9749
2021-05-28,48.34874
2021-05-29,44.91413
2021-05-30,43.72523
2021-05-31,58.12417
2021-06-01,53.76486
2021-06-02,59.57727
2021-06-03,51.78335
2021-06-04,46.76354
2021-06-05,48.34874
2021-06-06,39.89431
2021-06-07,65.91809
2021-06-08,58.12417
2021-06-09,85.46895
2021-06-10,100.0
2021-06-11,85.73315
2021-06-12,70.93791
2021-06-13,61.95508
2021-06-14,69.6169
2021-06-15,68.0317
2021-06-16,66.05019
2021-06-17,65.91809
2021-06-18,60.23778
2021-06-19,53.10435
2021-06-20,51.51915
2021-06-21,59.04887
2021-06-22,55.35006
2021-06-23,63.67239
2021-06-24,60.89828
2021-06-25,52.44385
2021-06-26,47.42404
2021-06-27,43.59313
2021-06-28,59.04887
2021-06-29,62.08718
2021-06-30,59.04887
2021-07-01,59.70937
2021-07-02,51.51915
2021-07-03,41.87582
2021-07-04,40.68692
2021-07-05,59.97357
2021-07-06,64.06869
2021-07-07,60.10568
2021-07-08,58.78467
2021-07-09,48.61294
2021-07-10,40.42272
2021-07-11,45.17833
2021-07-12,60.10568
2021-07-13,61.03038
2021-07-14,58.25627
2021-07-15,54.02906
2021-07-16,53.50066
2021-07-17,46.36723
2021-07-18,46.49933
2021-07-19,58.91677
2021-07-20,56.40686
2021-07-21,44.78203
2021-07-22,55.35006
2021-07-23,52.57595
2021-07-24,45.70673
2021-07-25,42.40422
2021-07-26,56.27476
2021-07-27,55.48216
2021-07-28,47.55614
2021-07-29,54.82166
2021-07-30,43.32892
2021-07-31,34.6103
2021-08-01,35.9313
2021-08-02,48.61294
2021-08-03,52.70805
2021-08-04,53.36856
2021-08-05,50.99075
2021-08-06,57.33157
2021-08-07,44.51783
2021-08-08,37.64861
2021-08-09,51.65125
2021-08-10,53.63276
2021-08-11,56.40686
2021-08-12,59.18097
2021-08-13,52.70805
2021-08-14,51.12285
2021-08-15,49.00924
2021-08-16,57.99207
2021-08-17,64.46499
2021-08-18,62.87978
2021-08-19,63.01188
2021-08-20,59.70937
2021-08-21,48.48084
2021-08-22,52.04755
2021-08-23,72.12681
2021-08-24,61.55878
2021-08-25,61.03038
2021-08-26,63.14398
2021-08-27,61.69088
2021-08-28,48.87714
2021-08-29,52.70805
2021-08-30,73.97622
2021-08-31,71.20211
2021-09-01,59.84147
2021-09-02,60.36988
2021-09-03,54.68956
2021-09-04,51.65125
2021-09-05,47.95244
2021-09-06,53.89696
2021-09-07,58.78467
2021-09-08,50.19815
2021-09-09,55.08586
2021-09-10,47.55614
2021-09-11,50.46235
2021-09-12,45.17833
2021-09-13,57.72787
2021-09-14,57.46367
2021-09-15,58.25627
2021-09-16,60.63408
2021-09-17,60.63408
2021-09-18,49.14134
2021-09-19,48.48084
2021-09-20,46.76354
2021-09-21,54.42536
2021-09-22,61.55878
2021-09-23,68.5601
2021-09-24,64.20079
2021-09-25,61.55878
2021-09-26,52.70805
2021-09-27,72.25891
2021-09-28,68.1638
2021-09-29,64.72919
2021-09-30,57.72787
2021-10-01,56.01056
2021-10-02,51.78335
2021-10-03,45.97093
2021-10-04,63.14398
2021-10-05,78.86393
2021-10-06,66.9749
2021-10-07,67.6354
2021-10-08,61.55878
2021-10-09,56.80317
2021-10-10,47.82034
2021-10-11,56.67107
2021-10-12,58.25627
2021-10-13,61.42668
2021-10-14,56.67107
2021-10-15,59.57727
2021-10-16,53.76486
2021-10-17,44.64993
2021-10-18,58.12417
2021-10-19,60.50198
2021-10-20,54.82166
2021-10-21,68.9564
2021-10-22,60.76618
2021-10-23,54.55746
2021-10-24,52.44385
2021-10-25,65.78599
2021-10-26,59.57727
2021-10-27,63.27608
2021-10-28,73.05151
2021-10-29,67.8996
2021-10-30,49.00924
2021-10-31,43.46103
2021-11-01,60.89828
2021-11-02,52.17965
2021-11-03,54.95376
2021-11-04,60.23778
2021-11-05,51.25495
2021-11-06,43.85733
2021-11-07,43.85733
2021-11-08,50.19815
2021-11-09,53.10435
2021-11-10,49.66974
2021-11-11,52.04755
2021-11-12,52.97225
2021-11-13,42.40422
2021-11-14,42.00792
2021-11-15,58.65257
2021-11-16,59.70937
2021-11-17,60.63408
2021-11-18,54.29326
2021-11-19,50.59445
2021-11-20,43.98943
2021-11-21,47.02774
2021-11-22,51.91545
2021-11-23,51.38705
2021-11-24,50.06605
2021-11-25,50.46235
2021-11-26,55.35006
2021-11-27,40.42272
2021-11-28,48.34874
2021-11-29,58.91677
2021-11-30,57.33157
2021-12-01,45.57463
2021-12-02,46.23513
2021-12-03,47.02774
2021-12-04,39.23381
2021-12-05,47.29194
2021-12-06,54.16116
2021-12-07,54.42536
2021-12-08,56.67107
2021-12-09,55.08586
2021-12-10,45.70673
2021-12-11,46.76354
2021-12-12,43.85733
2021-12-13,54.82166
2021-12-14,49.80184
2021-12-15,48.21664
2021-12-16,49.80184
2021-12-17,49.14134
2021-12-18,38.57331
2021-12-19,38.17701
2021-12-20,54.55746
2021-12-21,50.72655
2021-12-22,50.72655
2021-12-23,52.17965
2021-12-24,41.47952
2021-12-25,31.70409
2021-12-26,38.96961
2021-12-27,49.27344
2021-12-28,90.75297
2021-12-29,92.20607
2021-12-30,82.16644
2021-12-31,71.20211
2022-01-01,53.23645
2022-01-02,50.85865
2022-01-03,63.14398
2022-01-04,68.428
2022-01-05,64.06869
2022-01-06,58.52047
2022-01-07,56.93527
2022-01-08,44.91413
2022-01-09,46.89564
2022-01-10,57.46367
2022-01-11,58.65257
2022-01-12,46.63143
2022-01-13,60.36988
2022-01-14,52.57595
2022-01-15,42.66842
2022-01-16,49.80184
2022-01-17,57.72787
2022-01-18,56.14266
2022-01-19,54.82166
2022-01-20,58.78467
2022-01-21,59.70937
2022-01-22,45.31043
2022-01-23,56.93527
2022-01-24,62.74768
2022-01-25,57.72787
2022-01-26,57.59577
2022-01-27,52.57595
2022-01-28,49.53764
2022-01-29,44.78203
2022-01-30,42.27212
2022-01-31,47.68824
2022-02-01,49.80184
2022-02-02,48.74504
2022-02-03,63.27608
2022-02-04,56.93527
2022-02-05,54.55746
2022-02-06,54.16116
2022-02-07,55.08586
2022-02-08,56.14266
2022-02-09,49.53764
2022-02-10,54.95376
2022-02-11,58.12417
2022-02-12,51.25495
2022-02-13,52.31175
2022-02-14,60.50198
2022-02-15,59.70937
2022-02-16,55.08586
2022-02-17,54.82166
2022-02-18,53.36856
2022-02-19,45.31043
2022-02-20,51.91545
2022-02-21,64.46499
2022-02-22,54.29326
2022-02-23,64.06869
2022-02-24,61.16248
2022-02-25,49.93394
2022-02-26,41.61162
2022-02-27,51.65125
2022-02-28,42.66842
2022-03-01,44.38573
2022-03-02,48.21664
2022-03-03,43.85733
2022-03-04,54.02906
2022-03-05,37.12021
2022-03-06,41.47952
2022-03-07,46.36723
2022-03-08,45.97093
2022-03-09,33.02509
2022-03-10,45.97093
2022-03-11,49.93394
2022-03-12,42.53632
2022-03-13,41.21532
2022-03-14,58.12417
2022-03-15,56.27476
2022-03-16,61.29458
2022-03-17,61.55878
2022-03-18,61.69088
2022-03-19,47.55614
2022-03-20,40.02642
2022-03-21,53.36856
2022-03-22,51.91545
2022-03-23,58.25627
2022-03-24,58.78467
2022-03-25,66.05019
2022-03-26,49.93394
2022-03-27,46.23513
2022-03-28,56.01056
2022-03-29,62.74768
2022-03-30,66.9749
2022-03-31,55.21796
2022-04-01,60.36988
2022-04-02,44.51783
2022-04-03,41.61162
2022-04-04,59.04887
2022-04-05,57.06737
2022-04-06,61.29458
2022-04-07,61.03038
2022-04-08,59.18097
2022-04-09,49.93394
2022-04-10,40.95112
2022-04-11,56.01056
2022-04-12,52.31175
2022-04-13,63.14398
2022-04-14,61.42668
2022-04-15,58.52047
2022-04-16,50.59445
2022-04-17,53.10435
2022-04-18,61.69088
2022-04-19,59.97357
2022-04-20,53.50066
2022-04-21,61.03038
2022-04-22,55.87846
2022-04-23,40.42272
2022-04-24,39.49801
2022-04-25,53.76486
2022-04-26,60.50198
2022-04-27,52.31175
2022-04-28,54.29326
2022-04-29,47.15984
2022-04-30,40.68692
2022-05-01,46.23513
2022-05-02,51.91545
2022-05-03,49.66974
2022-05-04,50.46235
2022-05-05,46.36723
2022-05-06,51.65125
2022-05-07,50.72655
2022-05-08,45.97093
2022-05-09,54.42536
2022-05-10,47.29194
2022-05-11,56.14266
2022-05-12,62.61558
2022-05-13,53.10435
2022-05-14,44.64993
2022-05-15,38.30911
2022-05-16,55.35006
2022-05-17,55.61426
2022-05-18,52.04755
2022-05-19,63.67239
2022-05-20,44.12153
2022-05-21,45.04623
2022-05-22,38.70541
2022-05-23,58.91677
2022-05-24,53.10435
2022-05-25,59.57727
2022-05-26,55.74636
2022-05-27,47.42404
2022-05-28,41.08322
2022-05-29,37.78071
2022-05-30,48.48084
2022-05-31,52.31175
2022-06-01,38.57331
2022-06-02,46.23513
2022-06-03,44.12153
2022-06-04,38.83751
2022-06-05,40.42272
2022-06-06,41.87582
2022-06-07,42.66842
2022-06-08,54.42536
2022-06-09,54.16116
2022-06-10,48.08454
2022-06-11,42.14002
2022-06-12,41.08322
2022-06-13,60.50198
2022-06-14,52.31175
2022-06-15,53.23645
2022-06-16,51.51915
2022-06-17,45.57463
2022-06-18,39.49801
2022-06-19,41.21532
2022-06-20,52.31175
2022-06-21,51.91545
2022-06-22,41.47952
2022-06-23,41.47952
2022-06-24,39.36591
2022-06-25,40.42272
2022-06-26,36.0634
2022-06-27,48.34874
2022-06-28,45.83883
2022-06-29,47.29194
2022-06-30,45.70673
2022-07-01,29.59048
2022-07-02,27.08058
2022-07-03,28.53368
2022-07-04,42.40422
2022-07-05,42.27212
2022-07-06,40.55482
2022-07-07,43.72523
2022-07-08,38.70541
2022-07-09,38.44121
2022-07-10,33.8177
2022-07-11,43.98943
2022-07-12,47.68824
2022-07-13,47.68824
2022-07-14,50.19815
2022-07-15,41.74372
2022-07-16,34.7424
2022-07-17,29.98678
2022-07-18,44.64993
2022-07-19,39.63011
2022-07-20,39.76221
2022-07-21,42.14002
2022-07-22,32.36459
2022-07-23,35.9313
2022-07-24,28.66578
2022-07-25,35.0066
2022-07-26,37.38441
2022-07-27,35.4029
2022-07-28,36.72391
2022-07-29,35.2708
2022-07-30,28.79788
2022-07-31,31.43989
2022-08-01,38.17701
2022-08-02,34.7424
2022-08-03,38.44121
2022-08-04,40.29062
2022-08-05,36.5918
2022-08-06,24.70277
2022-08-07,30.91149
2022-08-08,39.36591
2022-08-09,33.15719
2022-08-10,40.55482
2022-08-11,37.12021
2022-08-12,34.0819
2022-08-13,24.83487
2022-08-14,29.59048
2022-08-15,29.32628
2022-08-16,44.38573
2022-08-17,42.40422
2022-08-18,44.91413
2022-08-19,42.53632
2022-08-20,30.77939
2022-08-21,30.77939
2022-08-22,35.7992
2022-08-23,44.51783
2022-08-24,39.23381
2022-08-25,41.47952
2022-08-26,42.53632
2022-08-27,30.91149
2022-08-28,24.57067
2022-08-29,39.23381
2022-08-30,36.85601
2022-08-31,33.15719
2022-09-01,32.36459
2022-09-02,29.85468
2022-09-03,24.57067
2022-09-04,21.13606
2022-09-05,31.70409
2022-09-06,31.43989
2022-09-07,36.72391
2022-09-08,32.62879
2022-09-09,26.28797
2022-09-10,27.74108
2022-09-11,27.60898
2022-09-12,29.45838
2022-09-13,40.42272
2022-09-14,40.42272
2022-09-15,37.91281
2022-09-16,34.0819
2022-09-17,25.23117
2022-09-18,23.24966
2022-09-19,38.17701
2022-09-20,39.63011
2022-09-21,38.04491
2022-09-22,35.535
2022-09-23,32.10039
2022-09-24,28.13738
2022-09-25,27.47688
2022-09-26,38.04491
2022-09-27,33.8177
2022-09-28,44.51783
2022-09-29,47.02774
2022-09-30,36.85601
2022-10-01,34.214
2022-10-02,29.98678
2022-10-03,31.57199
2022-10-04,36.0634
2022-10-05,36.0634
2022-10-06,36.98811
2022-10-07,34.3461
2022-10-08,24.17437
2022-10-09,30.11889
2022-10-10,25.23117
2022-10-11,35.6671
2022-10-12,41.61162
2022-10-13,40.81902
2022-10-14,39.63011
2022-10-15,23.91017
2022-10-16,31.04359
2022-10-17,37.38441
2022-10-18,33.9498
2022-10-19,42.00792
2022-10-20,46.76354
2022-10-21,36.5918
2022-10-22,28.00528
2022-10-23,25.23117
2022-10-24,32.10039
2022-10-25,37.38441
2022-10-26,40.68692
2022-10-27,33.28929
2022-10-28,37.25231
2022-10-29,29.45838
2022-10-30,25.23117
2022-10-31,32.89299
2022-11-01,32.62879
2022-11-02,37.12021
2022-11-03,37.25231
2022-11-04,28.40158
2022-11-05,26.94848
2022-11-06,26.94848
2022-11-07,34.3461
2022-11-08,35.535
2022-11-09,41.61162
2022-11-10,40.95112
2022-11-11,29.59048
2022-11-12,25.75957
2022-11-13,26.28797
2022-11-14,31.30779
2022-11-15,38.44121
2022-11-16,45.83883
2022-11-17,38.17701
2022-11-18,36.0634
2022-11-19,23.24966
2022-11-20,28.26948
2022-11-21,32.62879
2022-11-22,27.60898
2022-11-23,32.76089
2022-11-24,25.75957
2022-11-25,26.15587
2022-11-26,22.85336
2022-11-27,19.94715
2022-11-28,28.13738
2022-11-29,31.30779
2022-11-30,30.38309
2022-12-01,25.89167
2022-12-02,28.00528
2022-12-03,17.30515
2022-12-04,17.83355
2022-12-05,24.83487
2022-12-06,29.98678
2022-12-07,39.76221
2022-12-08,43.46103
2022-12-09,39.49801
2022-12-10,26.15587
2022-12-11,26.28797
2022-12-12,36.98811
2022-12-13,33.28929
2022-12-14,31.57199
2022-12-15,26.02377
2022-12-16,26.55217
2022-12-17,20.21136
2022-12-18,24.43857
2022-12-19,32.49669
2022-12-20,31.96829
2022-12-21,27.21268
2022-12-22,29.72258
2022-12-23,26.94848
2022-12-24,19.15455
2022-12-25,22.06076
2022-12-26,31.70409
2022-12-27,29.72258
2022-12-28,28.00528
2022-12-29,32.62879
2022-12-30,47.68824
2022-12-31,31.57199
2023-01-01,28.40158
2023-01-02,37.25231
2023-01-03,40.68692
2023-01-04,30.64729
2023-01-05,37.12021
2023-01-06,28.53368
2023-01-07,25.09907
2023-01-08,30.25099
2023-01-09,37.38441
2023-01-10,40.55482
2023-01-11,38.04491
2023-01-12,40.02642
2023-01-13,39.76221
2023-01-14,23.77807
2023-01-15,27.08058
2023-01-16,38.96961
2023-01-17,35.1387
2023-01-18,34.7424
2023-01-19,30.77939
2023-01-20,32.36459
2023-01-21,22.32496
2023-01-22,22.85336
2023-01-23,28.53368
2023-01-24,24.57067
2023-01-25,34.6103
2023-01-26,38.57331
2023-01-27,35.9313
2023-01-28,29.59048
2023-01-29,25.23117
2023-01-30,34.7424
2023-01-31,35.0066
2023-02-01,37.38441
2023-02-02,31.96829
2023-02-03,32.89299
2023-02-04,28.53368
2023-02-05,28.40158
2023-02-06,36.4597
2023-02-07,37.64861
2023-02-08,37.38441
2023-02-09,34.214
2023-02-10,31.70409
2023-02-11,25.75957
2023-02-12,28.92998
2023-02-13,37.38441
2023-02-14,37.78071
2023-02-15,40.81902
2023-02-16,38.96961
2023-02-17,40.15852
2023-02-18,31.04359
2023-02-19,27.47688
2023-02-20,38.70541
2023-02-21,46.36723
2023-02-22,39.23381
2023-02-23,37.25231
2023-02-24,31.04359
2023-02-25,27.21268
2023-02-26,26.28797
2023-02-27,34.0819
2023-02-28,40.15852
2023-03-01,30.64729
2023-03-02,31.70409
2023-03-03,33.5535
2023-03-04,24.17437
2023-03-05,29.19418
2023-03-06,33.8177
2023-03-07,31.70409
2023-03-08,39.63011
2023-03-09,38.83751
2023-03-10,31.17569
2023-03-11,25.62747
2023-03-12,21.79656
2023-03-13,39.23381
2023-03-14,37.78071
2023-03-15,33.8177
2023-03-16,35.1387
2023-03-17,34.214
2023-03-18,27.87318
2023-03-19,24.70277
2023-03-20,39.23381
2023-03-21,38.96961
2023-03-22,31.17569
2023-03-23,35.0066
2023-03-24,30.64729
2023-03-25,26.02377
2023-03-26,26.55217
2023-03-27,40.81902
2023-03-28,40.68692
2023-03-29,38.44121
2023-03-30,38.04491
2023-03-31,34.8745
2023-04-01,22.19286
2023-04-02,24.43857
2023-04-03,42.14002
2023-04-04,36.1955
2023-04-05,35.2708
2023-04-06,43.72523
2023-04-07,38.04491
2023-04-08,23.11756
2023-04-09,23.51387
2023-04-10,34.3461
2023-04-11,40.15852
2023-04-12,37.64861
2023-04-13,36.1955
2023-04-14,37.91281
2023-04-15,34.6103
2023-04-16,30.11889
2023-04-17,39.49801
2023-04-18,41.61162
2023-04-19,38.70541
2023-04-20,35.6671
2023-04-21,41.21532
2023-04-22,24.96697
2023-04-23,24.70277
2023-04-24,30.64729
2023-04-25,35.4029
2023-04-26,33.02509
2023-04-27,31.70409
2023-04-28,35.7992
2023-04-29,27.21268
2023-04-30,22.85336
2023-05-01,30.51519
2023-05-02,36.1955
2023-05-03,38.57331
2023-05-04,28.79788
2023-05-05,24.30647
2023-05-06,22.72126
2023-05-07,26.15587
2023-05-08,33.9498
2023-05-09,32.62879
2023-05-10,37.78071
2023-05-11,30.25099
2023-05-12,30.64729
2023-05-13,22.98546
2023-05-14,23.64597
2023-05-15,34.8745
2023-05-16,32.49669
2023-05-17,34.6103
2023-05-18,36.3276
2023-05-19,28.92998
2023-05-20,26.94848
2023-05-21,21.53236
2023-05-22,32.76089
2023-05-23,34.7424
2023-05-24,37.51651
2023-05-25,31.57199
2023-05-26,35.2708
2023-05-27,29.45838
2023-05-28,27.74108
2023-05-29,29.06208
