date,환테크
2023-05-25,9.20951
2023-05-26,14.81197
2023-05-27,7.44435
2023-05-28,7.75134
2023-05-29,7.13737
2023-05-30,9.97697
2023-05-31,8.74904
2023-06-01,7.36761
2023-06-02,7.36761
2023-06-03,5.21872
2023-06-04,4.52801
2023-06-05,9.59324
2023-06-06,5.60245
2023-06-07,12.04911
2023-06-08,17.57482
2023-06-09,21.18188
2023-06-10,12.58633
2023-06-11,9.59324
2023-06-12,16.42363
2023-06-13,36.45433
2023-06-14,35.76362
2023-06-15,30.85188
2023-06-16,37.60552
2023-06-17,15.65617
2023-06-18,15.1957
2023-06-19,33.00076
2023-06-20,31.08211
2023-06-21,15.65617
2023-06-22,12.81657
2023-06-23,12.97006
2023-06-24,4.91174
2023-06-25,5.14198
2023-06-26,10.89792
2023-06-27,10.97467
2023-06-28,9.97697
2023-06-29,7.82808
2023-06-30,6.13967
2023-07-01,2.76285
2023-07-02,4.6815
2023-07-03,7.06062
2023-07-04,14.198
2023-07-05,12.04911
2023-07-06,10.3607
2023-07-07,6.21642
2023-07-08,2.30237
2023-07-09,3.99079
2023-07-10,4.60475
2023-07-11,6.83039
2023-07-12,7.67459
2023-07-13,9.97697
2023-07-14,10.89792
2023-07-15,6.06293
2023-07-16,4.37452
2023-07-17,11.20491
2023-07-18,11.05141
2023-07-19,7.75134
2023-07-20,6.67689
2023-07-21,6.67689
2023-07-22,4.52801
2023-07-23,3.60706
2023-07-24,7.21412
2023-07-25,8.05832
2023-07-26,7.98158
2023-07-27,6.21642
2023-07-28,5.98618
2023-07-29,4.60475
2023-07-30,3.76055
2023-07-31,16.96085
2023-08-01,14.27475
2023-08-02,7.67459
2023-08-03,7.75134
2023-08-04,6.06293
2023-08-05,4.91174
2023-08-06,4.22102
2023-08-07,4.45126
2023-08-08,6.83039
2023-08-09,5.90943
2023-08-10,6.60015
2023-08-11,5.83269
2023-08-12,5.06523
2023-08-13,3.37682
2023-08-14,5.98618
2023-08-15,3.6838
2023-08-16,5.60245
2023-08-17,7.98158
2023-08-18,7.29086
2023-08-19,3.6838
2023-08-20,4.91174
2023-08-21,6.5234
2023-08-22,7.98158
2023-08-23,6.60015
2023-08-24,7.82808
2023-08-25,6.83039
2023-08-26,5.37221
2023-08-27,4.06753
2023-08-28,7.75134
2023-08-29,7.75134
2023-08-30,6.36991
2023-08-31,5.6792
2023-09-01,4.6815
2023-09-02,4.22102
2023-09-03,4.60475
2023-09-04,7.75134
2023-09-05,5.98618
2023-09-06,6.13967
2023-09-07,5.98618
2023-09-08,3.53031
2023-09-09,2.76285
2023-09-10,3.60706
2023-09-11,4.06753
2023-09-12,6.75364
2023-09-13,5.37221
2023-09-14,7.44435
2023-09-15,7.98158
2023-09-16,3.6838
2023-09-17,3.37682
2023-09-18,10.20721
2023-09-19,18.49577
2023-09-20,8.36531
2023-09-21,7.13737
2023-09-22,5.14198
2023-09-23,3.53031
2023-09-24,2.53261
2023-09-25,5.5257
2023-09-26,4.75825
2023-09-27,4.91174
2023-09-28,3.14658
2023-09-29,3.45356
2023-09-30,3.91404
2023-10-01,3.91404
2023-10-02,4.45126
2023-10-03,5.5257
2023-10-04,6.29316
2023-10-05,7.06062
2023-10-06,4.83499
2023-10-07,4.06753
2023-10-08,3.45356
2023-10-09,5.6792
2023-10-10,5.98618
2023-10-11,7.13737
2023-10-12,6.36991
2023-10-13,6.83039
2023-10-14,4.06753
2023-10-15,5.29547
2023-10-16,7.5211
2023-10-17,5.29547
2023-10-18,6.67689
2023-10-19,5.90943
2023-10-20,8.05832
2023-10-21,4.22102
2023-10-22,5.75594
2023-10-23,6.13967
2023-10-24,9.363
2023-10-25,9.97697
2023-10-26,8.59554
2023-10-27,6.13967
2023-10-28,4.22102
2023-10-29,4.14428
2023-10-30,6.90713
2023-10-31,7.29086
2023-11-01,8.67229
2023-11-02,16.27014
2023-11-03,31.84957
2023-11-04,10.89792
2023-11-05,9.5165
2023-11-06,27.39831
2023-11-07,21.25863
2023-11-08,19.72371
2023-11-09,15.1957
2023-11-10,9.74673
2023-11-11,8.21181
2023-11-12,5.14198
2023-11-13,7.06062
2023-11-14,8.44205
2023-11-15,21.02839
2023-11-16,17.72831
2023-11-17,13.35379
2023-11-18,5.60245
2023-11-19,5.37221
2023-11-20,12.58633
2023-11-21,11.89562
2023-11-22,9.97697
2023-11-23,8.05832
2023-11-24,9.05602
2023-11-25,4.29777
2023-11-26,5.60245
2023-11-27,8.13507
2023-11-28,7.5211
2023-11-29,7.29086
2023-11-30,5.90943
2023-12-01,4.91174
2023-12-02,4.45126
2023-12-03,3.53031
2023-12-04,5.83269
2023-12-05,6.75364
2023-12-06,6.60015
2023-12-07,9.97697
2023-12-08,8.97927
2023-12-09,5.44896
2023-12-10,5.21872
2023-12-11,6.98388
2023-12-12,6.06293
2023-12-13,6.5234
2023-12-14,12.27935
2023-12-15,8.44205
2023-12-16,3.83729
2023-12-17,4.29777
2023-12-18,5.75594
2023-12-19,8.59554
2023-12-20,6.06293
2023-12-21,4.83499
2023-12-22,4.75825
2023-12-23,3.45356
2023-12-24,3.22333
2023-12-25,3.45356
2023-12-26,5.5257
2023-12-27,6.13967
2023-12-28,8.44205
2023-12-29,4.98848
2023-12-30,2.99309
2023-12-31,4.14428
2024-01-01,3.76055
2024-01-02,6.83039
2024-01-03,7.59785
2024-01-04,5.98618
2024-01-05,7.5211
2024-01-06,4.22102
2024-01-07,5.06523
2024-01-08,5.83269
2024-01-09,7.13737
2024-01-10,6.5234
2024-01-11,6.75364
2024-01-12,5.21872
2024-01-13,2.99309
2024-01-14,2.30237
2024-01-15,5.21872
2024-01-16,4.75825
2024-01-17,4.98848
2024-01-18,10.66768
2024-01-19,11.51189
2024-01-20,8.90253
2024-01-21,7.13737
2024-01-22,7.5211
2024-01-23,10.20721
2024-01-24,7.90483
2024-01-25,8.44205
2024-01-26,8.28856
2024-01-27,7.06062
2024-01-28,7.82808
2024-01-29,9.13277
2024-01-30,8.13507
2024-01-31,7.29086
2024-02-01,6.60015
2024-02-02,7.90483
2024-02-03,6.29316
2024-02-04,5.98618
2024-02-05,9.05602
2024-02-06,13.2003
2024-02-07,9.05602
2024-02-08,8.97927
2024-02-09,6.5234
2024-02-10,6.75364
2024-02-11,6.5234
2024-02-12,5.98618
2024-02-13,11.74213
2024-02-14,12.66308
2024-02-15,11.74213
2024-02-16,12.12586
2024-02-17,11.51189
2024-02-18,8.36531
2024-02-19,7.98158
2024-02-20,10.43745
2024-02-21,9.13277
2024-02-22,13.12356
2024-02-23,10.51419
2024-02-24,6.5234
2024-02-25,6.83039
2024-02-26,9.90023
2024-02-27,9.66999
2024-02-28,8.67229
2024-02-29,8.59554
2024-03-01,6.75364
2024-03-02,4.98848
2024-03-03,8.5188
2024-03-04,9.363
2024-03-05,10.82118
2024-03-06,8.97927
2024-03-07,9.66999
2024-03-08,8.5188
2024-03-09,5.44896
2024-03-10,5.5257
2024-03-11,8.36531
2024-03-12,10.20721
2024-03-13,9.363
2024-03-14,7.59785
2024-03-15,6.67689
2024-03-16,4.60475
2024-03-17,6.06293
2024-03-18,9.20951
2024-03-19,12.12586
2024-03-20,14.65848
