date,DC형퇴직연금
2021-09-26,2.14424
2021-09-27,5.84795
2021-09-28,2.92397
2021-09-29,3.50877
2021-09-30,2.92397
2021-10-01,1.94931
2021-10-02,1.16959
2021-10-03,1.36452
2021-10-04,2.92397
2021-10-05,3.7037
2021-10-06,2.33918
2021-10-07,6.04288
2021-10-08,2.72904
2021-10-10,1.36452
2021-10-12,4.48343
2021-10-13,3.7037
2021-10-14,2.92397
2021-10-15,1.94931
2021-10-18,1.36452
2021-10-19,2.14424
2021-10-20,3.1189
2021-10-21,1.36452
2021-10-22,2.72904
2021-10-23,0.97465
2021-10-24,0.97465
2021-10-25,2.72904
2021-10-26,3.50877
2021-10-27,2.14424
2021-10-28,3.50877
2021-10-29,2.72904
2021-10-31,1.36452
2021-11-01,2.53411
2021-11-02,5.45808
2021-11-03,2.92397
2021-11-04,3.7037
2021-11-05,2.14424
2021-11-08,5.06822
2021-11-09,4.48343
2021-11-10,3.1189
2021-11-11,3.1189
2021-11-12,4.28849
2021-11-15,3.89863
2021-11-16,3.31384
2021-11-17,3.7037
2021-11-18,1.75438
2021-11-19,3.1189
2021-11-22,4.09356
2021-11-23,3.7037
2021-11-24,3.89863
2021-11-25,4.87329
2021-11-26,3.1189
2021-11-28,0.97465
2021-11-29,2.72904
2021-11-30,2.72904
2021-12-01,3.31384
2021-12-02,2.92397
2021-12-03,2.53411
2021-12-05,1.36452
2021-12-06,4.09356
2021-12-07,12.47563
2021-12-08,11.89083
2021-12-09,4.48343
2021-12-10,4.87329
2021-12-13,3.7037
2021-12-14,5.45808
2021-12-15,5.84795
2021-12-16,5.45808
2021-12-17,2.14424
2021-12-19,0.97465
2021-12-20,5.45808
2021-12-21,7.21247
2021-12-22,4.28849
2021-12-23,3.89863
2021-12-24,6.23781
2021-12-25,1.16959
2021-12-26,0.97465
2021-12-27,6.04288
2021-12-28,6.04288
2021-12-29,3.31384
2021-12-30,3.89863
2021-12-31,4.48343
2022-01-03,5.65302
2022-01-04,5.26315
2022-01-05,3.89863
2022-01-06,3.7037
2022-01-07,3.1189
2022-01-09,0.97465
2022-01-10,5.65302
2022-01-11,3.7037
2022-01-12,4.28849
2022-01-13,3.31384
2022-01-14,4.28849
2022-01-16,1.36452
2022-01-17,0.97465
2022-01-18,3.89863
2022-01-19,3.50877
2022-01-20,3.7037
2022-01-21,1.94931
2022-01-24,3.1189
2022-01-25,2.53411
2022-01-26,4.28849
2022-01-27,4.09356
2022-01-28,1.16959
2022-02-01,0.97465
2022-02-03,3.1189
2022-02-04,2.33918
2022-02-05,0.97465
2022-02-07,5.65302
2022-02-08,4.28849
2022-02-09,3.31384
2022-02-10,4.67836
2022-02-11,2.14424
2022-02-12,1.16959
2022-02-13,0.97465
2022-02-14,2.33918
2022-02-15,2.92397
2022-02-16,2.53411
2022-02-17,3.1189
2022-02-18,3.31384
2022-02-21,4.48343
2022-02-22,3.50877
2022-02-23,3.1189
2022-02-24,2.33918
2022-02-25,3.7037
2022-02-28,3.89863
2022-03-02,3.31384
2022-03-03,2.33918
2022-03-04,4.67836
2022-03-07,4.67836
2022-03-08,6.82261
2022-03-09,0.97465
2022-03-10,5.45808
2022-03-11,2.92397
2022-03-12,1.16959
2022-03-14,1.75438
2022-03-15,2.53411
2022-03-16,2.33918
2022-03-17,5.06822
2022-03-18,3.31384
2022-03-19,0.97465
2022-03-20,1.36452
2022-03-21,3.7037
2022-03-22,5.84795
2022-03-23,2.14424
2022-03-24,2.92397
2022-03-25,2.72904
2022-03-27,1.75438
2022-03-28,3.7037
2022-03-29,5.84795
2022-03-30,4.28849
2022-03-31,2.33918
2022-04-01,2.33918
2022-04-03,1.16959
2022-04-04,1.75438
2022-04-05,2.53411
2022-04-06,2.72904
2022-04-07,3.89863
2022-04-08,1.75438
2022-04-10,0.97465
2022-04-11,1.94931
2022-04-12,2.72904
2022-04-13,3.7037
2022-04-14,1.55945
2022-04-15,2.14424
2022-04-16,1.16959
2022-04-18,4.67836
2022-04-19,2.33918
2022-04-20,4.09356
2022-04-21,5.06822
2022-04-22,2.72904
2022-04-25,2.92397
2022-04-26,2.72904
2022-04-27,4.48343
2022-04-28,0.97465
2022-04-29,3.1189
2022-05-02,2.72904
2022-05-03,2.72904
2022-05-04,1.94931
2022-05-09,2.92397
2022-05-10,3.7037
2022-05-11,5.06822
2022-05-12,1.94931
2022-05-13,1.94931
2022-05-16,1.55945
2022-05-17,2.72904
2022-05-18,2.92397
2022-05-19,1.16959
2022-05-20,1.75438
2022-05-23,2.72904
2022-05-24,3.1189
2022-05-25,2.92397
2022-05-26,3.89863
2022-05-27,3.50877
2022-05-30,2.92397
2022-05-31,2.92397
2022-06-02,3.7037
2022-06-03,1.75438
2022-06-05,1.16959
2022-06-07,2.72904
2022-06-08,3.7037
2022-06-09,3.7037
2022-06-10,5.45808
2022-06-13,3.31384
2022-06-14,5.26315
2022-06-15,1.94931
2022-06-16,2.72904
2022-06-17,3.7037
2022-06-20,4.87329
2022-06-21,2.53411
2022-06-22,3.1189
2022-06-23,2.53411
2022-06-24,2.92397
2022-06-27,4.67836
2022-06-28,2.53411
2022-06-29,3.89863
2022-06-30,4.28849
2022-07-01,1.16959
2022-07-04,3.50877
2022-07-05,6.82261
2022-07-06,3.7037
2022-07-07,3.7037
2022-07-08,2.14424
2022-07-11,1.55945
2022-07-12,5.45808
2022-07-13,1.94931
2022-07-14,3.7037
2022-07-15,1.75438
2022-07-18,2.53411
2022-07-19,1.94931
2022-07-20,2.33918
2022-07-21,2.72904
2022-07-22,1.36452
2022-07-24,1.36452
2022-07-25,2.53411
2022-07-26,3.7037
2022-07-27,1.75438
2022-07-28,2.33918
2022-07-29,1.75438
2022-08-01,2.14424
2022-08-02,4.28849
2022-08-03,2.72904
2022-08-04,3.7037
2022-08-05,2.33918
2022-08-08,2.92397
2022-08-09,1.75438
2022-08-10,2.92397
2022-08-11,2.14424
2022-08-12,2.92397
2022-08-14,0.97465
2022-08-16,1.75438
2022-08-17,5.06822
2022-08-18,2.72904
2022-08-19,1.36452
2022-08-22,2.53411
2022-08-23,5.45808
2022-08-24,3.50877
2022-08-25,5.65302
2022-08-26,4.09356
2022-08-29,3.7037
2022-08-30,2.33918
2022-08-31,2.53411
2022-09-01,3.31384
2022-09-02,2.53411
2022-09-05,3.89863
2022-09-06,1.94931
2022-09-07,2.33918
2022-09-08,1.55945
2022-09-13,3.7037
2022-09-14,3.50877
2022-09-15,2.33918
2022-09-16,2.92397
2022-09-19,3.1189
2022-09-20,4.09356
2022-09-21,2.92397
2022-09-22,1.55945
2022-09-23,1.55945
2022-09-26,2.72904
2022-09-27,5.65302
2022-09-28,4.28849
2022-09-29,2.33918
2022-09-30,10.13645
2022-10-01,8.18713
2022-10-02,5.65302
2022-10-03,6.62768
2022-10-04,25.92592
2022-10-05,24.95126
2022-10-06,28.2651
2022-10-07,20.46783
2022-10-08,9.94152
2022-10-09,5.84795
2022-10-10,9.16179
2022-10-11,27.48538
2022-10-12,29.62962
2022-10-13,30.21442
2022-10-14,24.5614
2022-10-15,11.30604
2022-10-16,8.18713
2022-10-17,30.40935
2022-10-18,30.01949
2022-10-19,27.87524
2022-10-20,30.21442
2022-10-21,28.07017
2022-10-22,8.57699
2022-10-23,7.9922
2022-10-24,25.14619
2022-10-25,29.43469
2022-10-26,27.68031
2022-10-27,24.36647
2022-10-28,23.9766
2022-10-29,8.57699
2022-10-30,7.21247
2022-10-31,30.60428
2022-11-01,39.57115
2022-11-02,30.79922
2022-11-03,28.8499
2022-11-04,29.23976
2022-11-05,9.55165
2022-11-06,11.6959
2022-11-07,42.30019
2022-11-08,37.03703
2022-11-09,35.08771
2022-11-10,39.96101
2022-11-11,29.23976
2022-11-12,10.91617
2022-11-13,12.08576
2022-11-14,35.86744
2022-11-15,39.76608
2022-11-16,37.62183
2022-11-17,37.62183
2022-11-18,30.99415
2022-11-19,10.52631
2022-11-20,12.67056
2022-11-21,41.52046
2022-11-22,43.85964
2022-11-23,55.36062
2022-11-24,57.115
2022-11-25,43.27485
2022-11-26,14.03508
2022-11-27,13.06042
2022-11-28,44.05458
2022-11-29,54.38596
2022-11-30,46.78362
2022-12-01,40.93567
2022-12-02,39.96101
2022-12-03,12.86549
2022-12-04,13.25536
2022-12-05,39.57115
2022-12-06,43.27485
2022-12-07,39.76608
2022-12-08,56.53021
2022-12-09,40.74074
2022-12-10,15.39961
2022-12-11,11.30604
2022-12-12,46.97855
2022-12-13,57.115
2022-12-14,42.10526
2022-12-15,42.10526
2022-12-16,40.35087
2022-12-17,8.77192
2022-12-18,12.47563
2022-12-19,45.80896
2022-12-20,58.86939
2022-12-21,54.58089
2022-12-22,40.74074
2022-12-23,39.57115
2022-12-24,12.08576
2022-12-25,10.91617
2022-12-26,46.19883
2022-12-27,49.51267
2022-12-28,47.17348
2022-12-29,45.4191
2022-12-30,43.85964
2022-12-31,22.02729
2023-01-01,13.25536
2023-01-02,49.90253
2023-01-03,45.4191
2023-01-04,45.22417
2023-01-05,48.34307
2023-01-06,38.20662
2023-01-07,13.64522
2023-01-08,15.39961
2023-01-09,40.15594
2023-01-10,37.4269
2023-01-11,34.50292
2023-01-12,38.59649
2023-01-13,31.96881
2023-01-14,13.84015
2023-01-15,11.6959
2023-01-16,38.20662
2023-01-17,38.59649
2023-01-18,33.52826
2023-01-19,33.1384
2023-01-20,23.9766
2023-01-21,11.6959
2023-01-22,11.30604
2023-01-23,10.52631
2023-01-24,11.30604
2023-01-25,36.06237
2023-01-26,35.28265
2023-01-27,33.1384
2023-01-28,13.25536
2023-01-29,10.91617
2023-01-30,36.64717
2023-01-31,40.74074
2023-02-01,45.02923
2023-02-02,47.56335
2023-02-03,38.98635
2023-02-04,13.06042
2023-02-05,16.76413
2023-02-06,34.89278
2023-02-07,40.35087
2023-02-08,36.8421
2023-02-09,30.21442
2023-02-10,30.99415
2023-02-11,14.81481
2023-02-12,14.61988
2023-02-13,38.98635
2023-02-14,39.18128
2023-02-15,38.40155
2023-02-16,34.50292
2023-02-17,34.30799
2023-02-18,11.11111
2023-02-19,13.84015
2023-02-20,32.74853
2023-02-21,37.4269
2023-02-22,43.46978
2023-02-23,35.47758
2023-02-24,30.99415
2023-02-25,9.94152
2023-02-26,8.18713
2023-02-27,32.74853
2023-02-28,30.60428
2023-03-01,16.5692
2023-03-02,33.52826
2023-03-03,35.47758
2023-03-04,13.06042
2023-03-05,8.57699
2023-03-06,35.47758
2023-03-07,35.67251
2023-03-08,37.81676
2023-03-09,38.59649
2023-03-10,33.33333
2023-03-11,12.08576
2023-03-12,10.33138
2023-03-13,36.45224
2023-03-14,38.40155
2023-03-15,39.57115
2023-03-16,38.59649
2023-03-17,30.60428
2023-03-18,12.67056
2023-03-19,8.18713
2023-03-20,29.43469
2023-03-21,37.4269
2023-03-22,38.40155
2023-03-23,33.91812
2023-03-24,35.28265
2023-03-25,10.33138
2023-03-26,7.9922
2023-03-27,39.37621
2023-03-28,36.06237
2023-03-29,35.47758
2023-03-30,34.30799
2023-03-31,35.47758
2023-04-01,12.86549
2023-04-02,8.57699
2023-04-03,32.16374
2023-04-04,34.69785
2023-04-05,35.86744
2023-04-06,38.01169
2023-04-07,30.40935
2023-04-08,11.50097
2023-04-09,11.50097
2023-04-10,42.10526
2023-04-11,42.49512
2023-04-12,37.81676
2023-04-13,41.52046
2023-04-14,26.31578
2023-04-15,8.96686
2023-04-16,9.35672
2023-04-17,30.21442
2023-04-18,33.72319
2023-04-19,30.60428
2023-04-20,33.1384
2023-04-21,23.78167
2023-04-22,8.18713
2023-04-23,9.16179
2023-04-24,30.40935
2023-04-25,33.33333
2023-04-26,38.59649
2023-04-27,36.64717
2023-04-28,26.51072
2023-04-29,8.38206
2023-04-30,6.62768
2023-05-01,10.33138
2023-05-02,29.82456
2023-05-03,39.18128
2023-05-04,26.70565
2023-05-05,12.67056
2023-05-06,8.77192
2023-05-07,11.11111
2023-05-08,32.5536
2023-05-09,44.8343
2023-05-10,45.61403
2023-05-11,36.45224
2023-05-12,34.89278
2023-05-13,10.91617
2023-05-14,8.57699
2023-05-15,47.36842
2023-05-16,46.78362
2023-05-17,45.4191
2023-05-18,46.58869
2023-05-19,34.50292
2023-05-20,13.25536
2023-05-21,12.47563
2023-05-22,40.35087
2023-05-23,49.90253
2023-05-24,73.68421
2023-05-25,56.33528
2023-05-26,52.43664
2023-05-27,17.15399
2023-05-28,15.00974
2023-05-29,15.00974
2023-05-30,65.30214
2023-05-31,64.91228
2023-06-01,61.59844
2023-06-02,76.21832
2023-06-03,16.76413
2023-06-04,13.25536
2023-06-05,39.57115
2023-06-06,22.61208
2023-06-07,63.15789
2023-06-08,69.39571
2023-06-09,59.45419
2023-06-10,15.20467
2023-06-11,10.33138
2023-06-12,68.03118
2023-06-13,79.53216
2023-06-14,100.0
2023-06-15,84.79532
2023-06-16,61.01364
2023-06-17,16.95906
2023-06-18,18.51851
2023-06-19,72.31968
2023-06-20,76.41325
2023-06-21,71.53996
2023-06-22,71.73489
2023-06-23,60.81871
2023-06-24,15.9844
2023-06-25,16.76413
2023-06-26,65.10721
2023-06-27,66.66666
2023-06-28,66.08187
2023-06-29,62.18323
2023-06-30,58.47953
2023-07-01,19.88304
2023-07-02,19.29824
2023-07-03,65.692
2023-07-04,74.269
2023-07-05,77.19298
2023-07-06,61.9883
2023-07-07,51.65692
2023-07-08,17.54385
2023-07-09,15.00974
2023-07-10,64.13255
2023-07-11,58.08966
2023-07-12,55.75048
2023-07-13,50.48732
2023-07-14,38.79142
2023-07-15,14.42495
2023-07-16,9.74658
2023-07-17,33.91812
2023-07-18,34.50292
2023-07-19,34.89278
2023-07-20,26.90058
2023-07-21,23.9766
2023-07-22,12.67056
2023-07-23,10.33138
2023-07-24,36.8421
2023-07-25,36.06237
2023-07-26,36.06237
2023-07-27,35.08771
2023-07-28,28.46003
2023-07-29,12.2807
2023-07-30,11.89083
2023-07-31,28.2651
2023-08-01,33.1384
2023-08-02,28.2651
2023-08-03,28.46003
2023-08-04,20.07797
2023-08-05,10.52631
2023-08-06,8.57699
2023-08-07,27.48538
2023-08-08,34.50292
2023-08-09,29.04483
2023-08-10,30.40935
2023-08-11,25.53606
2023-08-12,9.55165
2023-08-13,10.52631
2023-08-14,21.63742
2023-08-15,9.55165
2023-08-16,29.23976
2023-08-17,29.62962
2023-08-18,23.58674
2023-08-19,7.60233
2023-08-20,6.82261
2023-08-21,25.34113
2023-08-22,22.80701
2023-08-23,30.21442
2023-08-24,29.82456
2023-08-25,25.73099
2023-08-26,9.74658
2023-08-27,11.6959
2023-08-28,35.08771
2023-08-29,37.03703
2023-08-30,27.09551
2023-08-31,28.2651
2023-09-01,26.70565
2023-09-02,9.74658
2023-09-03,11.11111
2023-09-04,33.52826
2023-09-05,35.47758
2023-09-06,28.8499
2023-09-07,28.2651
2023-09-08,27.29044
2023-09-09,9.55165
2023-09-10,8.18713
2023-09-11,30.60428
2023-09-12,28.46003
2023-09-13,25.73099
2023-09-14,27.48538
2023-09-15,20.46783
2023-09-16,10.33138
2023-09-17,8.18713
2023-09-18,25.53606
2023-09-19,30.79922
2023-09-20,30.40935
2023-09-21,29.62962
2023-09-22,24.5614
2023-09-23,6.62768
2023-09-24,11.30604
2023-09-25,29.04483
2023-09-26,27.68031
2023-09-27,21.83235
2023-09-28,8.57699
2023-09-29,5.26315
2023-09-30,5.84795
2023-10-01,8.18713
2023-10-02,9.16179
2023-10-03,9.74658
2023-10-04,34.50292
2023-10-05,37.03703
2023-10-06,30.40935
2023-10-07,10.33138
2023-10-08,10.33138
2023-10-09,10.13645
2023-10-10,33.52826
2023-10-11,39.37621
2023-10-12,32.16374
2023-10-13,26.31578
2023-10-14,7.60233
2023-10-15,17.15399
2023-10-16,37.03703
2023-10-17,34.50292
2023-10-18,36.64717
2023-10-19,25.73099
2023-10-20,28.2651
2023-10-21,9.35672
2023-10-22,8.38206
2023-10-23,31.38401
2023-10-24,37.81676
2023-10-25,32.35867
2023-10-26,32.74853
2023-10-27,28.07017
2023-10-28,10.72124
2023-10-29,8.96686
2023-10-30,32.74853
2023-10-31,41.71539
2023-11-01,40.93567
2023-11-02,33.91812
2023-11-03,30.60428
2023-11-04,12.67056
2023-11-05,13.25536
2023-11-06,36.45224
2023-11-07,37.81676
2023-11-08,36.2573
2023-11-09,32.35867
2023-11-10,28.2651
2023-11-11,10.91617
2023-11-12,7.79727
2023-11-13,35.67251
2023-11-14,36.45224
2023-11-15,30.40935
2023-11-16,42.10526
2023-11-17,33.52826
2023-11-18,12.67056
2023-11-19,13.45029
2023-11-20,31.77387
2023-11-21,40.35087
2023-11-22,37.81676
2023-11-23,30.99415
2023-11-24,34.50292
2023-11-25,11.6959
2023-11-26,8.77192
2023-11-27,40.15594
2023-11-28,36.8421
2023-11-29,39.57115
2023-11-30,40.5458
2023-12-01,40.15594
2023-12-02,13.25536
2023-12-03,13.06042
2023-12-04,45.22417
2023-12-05,54.38596
2023-12-06,47.95321
2023-12-07,45.80896
2023-12-08,35.86744
2023-12-09,15.59454
2023-12-10,12.47563
2023-12-11,39.37621
2023-12-12,60.03898
2023-12-13,49.1228
2023-12-14,44.8343
2023-12-15,39.37621
2023-12-16,12.86549
2023-12-17,12.47563
2023-12-18,46.19883
2023-12-19,56.14035
2023-12-20,49.7076
2023-12-21,48.92787
2023-12-22,37.62183
2023-12-23,12.86549
2023-12-24,12.86549
2023-12-25,15.00974
2023-12-26,57.50487
2023-12-27,58.47953
2023-12-28,50.29239
2023-12-29,47.56335
2023-12-30,19.88304
2023-12-31,13.06042
2024-01-01,17.15399
2024-01-02,60.03898
2024-01-03,56.72514
2024-01-04,43.46978
2024-01-05,38.98635
2024-01-06,14.23001
2024-01-07,16.37426
2024-01-08,40.15594
2024-01-09,46.19883
2024-01-10,43.46978
2024-01-11,42.10526
2024-01-12,35.28265
2024-01-13,18.32358
2024-01-14,14.81481
2024-01-15,39.37621
2024-01-16,43.46978
2024-01-17,42.49512
2024-01-18,39.76608
2024-01-19,33.52826
2024-01-20,12.2807
2024-01-21,15.39961
2024-01-22,39.37621
2024-01-23,36.8421
2024-01-24,39.37621
