date,신용정보
2020-03-20,34.86238
2020-03-21,9.63302
2020-03-22,11.62079
2020-03-23,35.474
2020-03-24,31.19266
2020-03-25,36.39143
2020-03-26,30.27522
2020-03-27,30.73394
2020-03-28,10.85626
2020-03-29,13.45565
2020-03-30,36.23853
2020-03-31,34.40366
2020-04-01,34.25076
2020-04-02,31.95718
2020-04-03,31.03975
2020-04-04,7.95107
2020-04-05,7.95107
2020-04-06,33.79204
2020-04-07,39.29663
2020-04-08,38.22629
2020-04-09,28.74617
2020-04-10,26.7584
2020-04-11,11.9266
2020-04-12,10.85626
2020-04-13,34.70948
2020-04-14,31.34556
2020-04-15,13.76146
2020-04-16,33.63914
2020-04-17,34.40366
2020-04-18,10.70336
2020-04-19,9.32721
2020-04-20,36.54434
2020-04-21,34.09785
2020-04-22,29.35779
2020-04-23,34.86238
2020-04-24,31.19266
2020-04-25,9.17431
2020-04-26,13.76146
2020-04-27,34.25076
2020-04-28,30.27522
2020-04-29,29.35779
2020-04-30,14.06727
2020-05-01,14.67889
2020-05-02,4.58715
2020-05-03,9.0214
2020-05-04,33.33333
2020-05-05,12.84403
2020-05-06,31.49847
2020-05-07,28.74617
2020-05-08,25.68807
2020-05-09,13.60856
2020-05-10,8.40978
2020-05-11,31.03975
2020-05-12,28.44036
2020-05-13,25.99388
2020-05-14,29.5107
2020-05-15,28.13455
2020-05-16,10.09174
2020-05-17,8.56269
2020-05-18,34.70948
2020-05-19,37.30886
2020-05-20,30.88685
2020-05-21,27.82874
2020-05-22,24.92354
2020-05-23,9.17431
2020-05-24,8.10397
2020-05-25,36.69724
2020-05-26,28.89908
2020-05-27,26.7584
2020-05-28,27.37003
2020-05-29,26.45259
2020-05-30,10.55045
2020-05-31,8.56269
2020-06-01,31.03975
2020-06-02,27.67584
2020-06-03,26.14678
2020-06-04,29.81651
2020-06-05,27.21712
2020-06-06,12.07951
2020-06-07,10.09174
2020-06-08,31.03975
2020-06-09,29.96941
2020-06-10,33.79204
2020-06-11,24.77064
2020-06-12,28.44036
2020-06-13,12.38532
2020-06-14,20.6422
2020-06-15,69.41896
2020-06-16,42.66055
2020-06-17,35.77981
2020-06-18,34.86238
2020-06-19,25.84097
2020-06-20,8.71559
2020-06-21,11.00917
2020-06-22,33.79204
2020-06-23,28.44036
2020-06-24,32.87461
2020-06-25,25.07645
2020-06-26,26.14678
2020-06-27,10.24464
2020-06-28,9.93883
2020-06-29,43.11926
2020-06-30,31.19266
2020-07-01,29.35779
2020-07-02,24.92354
2020-07-03,25.22935
2020-07-04,6.26911
2020-07-05,7.18654
2020-07-06,29.6636
2020-07-07,29.20489
2020-07-08,31.49847
2020-07-09,28.89908
2020-07-10,29.5107
2020-07-11,12.07951
2020-07-12,9.63302
2020-07-13,27.52293
2020-07-14,26.7584
2020-07-15,30.73394
2020-07-16,30.58103
2020-07-17,27.52293
2020-07-18,10.24464
2020-07-19,7.18654
2020-07-20,29.05198
2020-07-21,30.12232
2020-07-22,35.77981
2020-07-23,27.98165
2020-07-24,24.00611
2020-07-25,8.8685
2020-07-26,8.40978
2020-07-27,25.07645
2020-07-28,28.74617
2020-07-29,29.35779
2020-07-30,27.82874
2020-07-31,24.46483
2020-08-01,7.64525
2020-08-02,9.78593
2020-08-03,27.67584
2020-08-04,29.5107
2020-08-05,25.07645
2020-08-06,30.27522
2020-08-07,23.7003
2020-08-08,7.33944
2020-08-09,11.16207
2020-08-10,29.20489
2020-08-11,29.20489
2020-08-12,27.98165
2020-08-13,24.92354
2020-08-14,22.47706
2020-08-15,8.25688
2020-08-16,9.17431
2020-08-17,14.22018
2020-08-18,28.89908
2020-08-19,26.29969
2020-08-20,29.96941
2020-08-21,30.73394
2020-08-22,9.0214
2020-08-23,9.93883
2020-08-24,33.18042
2020-08-25,27.06422
2020-08-26,31.65137
2020-08-27,29.05198
2020-08-28,26.45259
2020-08-29,8.71559
2020-08-30,9.48012
2020-08-31,31.19266
2020-09-01,28.44036
2020-09-02,32.87461
2020-09-03,29.35779
2020-09-04,26.91131
2020-09-05,10.24464
2020-09-06,7.95107
2020-09-07,29.96941
2020-09-08,28.89908
2020-09-09,29.5107
2020-09-10,27.21712
2020-09-11,28.74617
2020-09-12,9.0214
2020-09-13,10.85626
2020-09-14,35.474
2020-09-15,34.40366
2020-09-16,32.11009
2020-09-17,28.28746
2020-09-18,23.5474
2020-09-19,10.09174
2020-09-20,8.56269
2020-09-21,32.87461
2020-09-22,33.33333
2020-09-23,31.80428
2020-09-24,37.92048
2020-09-25,27.67584
2020-09-26,9.63302
2020-09-27,10.55045
2020-09-28,28.28746
2020-09-29,19.11314
2020-09-30,5.50458
2020-10-01,6.42201
2020-10-02,6.57492
2020-10-03,7.03363
2020-10-04,9.78593
2020-10-05,36.39143
2020-10-06,31.65137
2020-10-07,30.73394
2020-10-08,31.19266
2020-10-09,12.38532
2020-10-10,10.55045
2020-10-11,9.93883
2020-10-12,35.01529
2020-10-13,28.44036
2020-10-14,25.53516
2020-10-15,30.42813
2020-10-16,27.82874
2020-10-17,9.78593
2020-10-18,9.0214
2020-10-19,32.87461
2020-10-20,30.12232
2020-10-21,27.67584
2020-10-22,29.05198
2020-10-23,23.85321
2020-10-24,8.8685
2020-10-25,9.48012
2020-10-26,27.98165
2020-10-27,29.20489
2020-10-28,33.79204
2020-10-29,30.42813
2020-10-30,22.17125
2020-10-31,9.0214
2020-11-01,8.71559
2020-11-02,27.82874
2020-11-03,27.82874
2020-11-04,29.5107
2020-11-05,30.42813
2020-11-06,24.15902
2020-11-07,7.64525
2020-11-08,9.32721
2020-11-09,30.88685
2020-11-10,29.6636
2020-11-11,26.14678
2020-11-12,27.06422
2020-11-13,29.35779
2020-11-14,8.8685
2020-11-15,8.25688
2020-11-16,28.13455
2020-11-17,29.81651
2020-11-18,29.96941
2020-11-19,27.52293
2020-11-20,33.33333
2020-11-21,11.62079
2020-11-22,9.0214
2020-11-23,32.5688
2020-11-24,31.34556
2020-11-25,30.58103
2020-11-26,31.03975
2020-11-27,29.5107
2020-11-28,9.78593
2020-11-29,11.00917
2020-11-30,34.86238
2020-12-01,29.81651
2020-12-02,31.95718
2020-12-03,28.74617
2020-12-04,29.20489
2020-12-05,12.69113
2020-12-06,8.10397
2020-12-07,35.93272
2020-12-08,28.74617
2020-12-09,29.81651
2020-12-10,35.77981
2020-12-11,34.55657
2020-12-12,12.99694
2020-12-13,10.85626
2020-12-14,29.81651
2020-12-15,31.34556
2020-12-16,32.72171
2020-12-17,37.00305
2020-12-18,38.22629
2020-12-19,14.9847
2020-12-20,9.17431
2020-12-21,41.59021
2020-12-22,35.01529
2020-12-23,34.40366
2020-12-24,29.20489
2020-12-25,13.14984
2020-12-26,10.55045
2020-12-27,15.29051
2020-12-28,39.90825
2020-12-29,33.63914
2020-12-30,34.70948
2020-12-31,31.49847
2021-01-01,14.06727
2021-01-02,12.69113
2021-01-03,15.13761
2021-01-04,47.70642
2021-01-05,33.48623
2021-01-06,41.59021
2021-01-07,30.27522
2021-01-08,34.40366
2021-01-09,11.62079
2021-01-10,13.30275
2021-01-11,37.92048
2021-01-12,33.63914
2021-01-13,32.87461
2021-01-14,34.09785
2021-01-15,30.88685
2021-01-16,12.69113
2021-01-17,16.05504
2021-01-18,33.94495
2021-01-19,34.25076
2021-01-20,34.25076
2021-01-21,34.55657
2021-01-22,27.67584
2021-01-23,9.93883
2021-01-24,11.16207
2021-01-25,35.62691
2021-01-26,32.5688
2021-01-27,29.05198
2021-01-28,32.5688
2021-01-29,23.5474
2021-01-30,12.69113
2021-01-31,11.00917
2021-02-01,34.09785
2021-02-02,31.80428
2021-02-03,33.33333
2021-02-04,30.58103
2021-02-05,24.31192
2021-02-06,11.46788
2021-02-07,9.93883
2021-02-08,31.34556
2021-02-09,23.85321
2021-02-10,24.31192
2021-02-11,9.48012
2021-02-12,6.88073
2021-02-13,6.88073
2021-02-14,9.78593
2021-02-15,35.01529
2021-02-16,27.37003
2021-02-17,39.29663
2021-02-18,33.94495
2021-02-19,30.88685
2021-02-20,11.31498
2021-02-21,13.60856
2021-02-22,32.72171
2021-02-23,36.08562
2021-02-24,25.68807
2021-02-25,31.65137
2021-02-26,25.68807
2021-02-27,10.85626
2021-02-28,7.33944
2021-03-01,12.23241
2021-03-02,28.59327
2021-03-03,29.96941
2021-03-04,32.11009
2021-03-05,29.96941
2021-03-06,9.0214
2021-03-07,12.38532
2021-03-08,32.87461
2021-03-09,29.20489
2021-03-10,29.6636
2021-03-11,28.13455
2021-03-12,26.7584
2021-03-13,13.14984
2021-03-14,11.00917
2021-03-15,39.75535
2021-03-16,31.34556
2021-03-17,29.81651
2021-03-18,29.20489
2021-03-19,25.38226
2021-03-20,9.0214
2021-03-21,8.10397
2021-03-22,29.35779
2021-03-23,25.99388
2021-03-24,28.89908
2021-03-25,28.89908
2021-03-26,23.5474
2021-03-27,8.10397
2021-03-28,8.56269
2021-03-29,34.70948
2021-03-30,26.6055
2021-03-31,25.99388
2021-04-01,28.44036
2021-04-02,21.55963
2021-04-03,11.7737
2021-04-04,8.8685
2021-04-05,31.34556
2021-04-06,30.27522
2021-04-07,28.28746
2021-04-08,23.39449
2021-04-09,24.15902
2021-04-10,9.78593
2021-04-11,11.00917
2021-04-12,30.12232
2021-04-13,32.87461
2021-04-14,30.58103
2021-04-15,37.76758
2021-04-16,31.65137
2021-04-17,13.14984
2021-04-18,9.93883
2021-04-19,30.73394
2021-04-20,34.86238
2021-04-21,29.05198
2021-04-22,30.27522
2021-04-23,30.12232
2021-04-24,7.18654
2021-04-25,11.16207
2021-04-26,34.25076
2021-04-27,24.15902
2021-04-28,26.29969
2021-04-29,26.45259
2021-04-30,21.40672
2021-05-01,11.9266
2021-05-02,7.95107
2021-05-03,29.6636
2021-05-04,25.53516
2021-05-05,12.99694
2021-05-06,27.06422
2021-05-07,21.86544
2021-05-08,9.32721
2021-05-09,12.07951
2021-05-10,33.63914
2021-05-11,30.73394
2021-05-12,27.82874
2021-05-13,28.74617
2021-05-14,25.84097
2021-05-15,12.99694
2021-05-16,9.48012
2021-05-17,35.474
2021-05-18,29.96941
2021-05-19,12.99694
2021-05-20,27.52293
2021-05-21,25.07645
2021-05-22,10.24464
2021-05-23,9.63302
2021-05-24,24.00611
2021-05-25,30.12232
2021-05-26,28.44036
2021-05-27,30.58103
2021-05-28,30.58103
2021-05-29,12.38532
2021-05-30,10.09174
