date,1억투자
2020-11-07,36.99633
2020-11-08,38.09523
2020-11-09,61.90476
2020-11-10,47.61904
2020-11-11,40.65934
2020-11-12,45.05494
2020-11-13,38.09523
2020-11-14,32.96703
2020-11-15,41.75824
2020-11-16,50.54945
2020-11-17,57.14285
2020-11-18,51.28205
2020-11-19,54.57875
2020-11-20,35.89743
2020-11-21,32.23443
2020-11-22,34.43223
2020-11-23,41.75824
2020-11-24,46.88644
2020-11-25,53.11355
2020-11-26,46.52014
2020-11-27,50.91575
2020-11-28,32.60073
2020-11-29,50.91575
2020-11-30,59.70695
2020-12-01,40.65934
2020-12-02,50.54945
2020-12-03,49.45054
2020-12-04,42.49084
2020-12-05,35.16483
2020-12-06,43.95604
2020-12-07,46.88644
2020-12-08,56.04395
2020-12-09,43.22344
2020-12-10,45.42124
2020-12-11,38.82783
2020-12-12,35.16483
2020-12-13,33.33333
2020-12-14,43.95604
2020-12-15,47.61904
2020-12-16,41.75824
2020-12-17,40.29304
2020-12-18,37.36263
2020-12-19,43.95604
2020-12-20,29.67032
2020-12-21,48.35164
2020-12-22,53.47985
2020-12-23,45.42124
2020-12-24,52.01465
2020-12-25,38.09523
2020-12-26,55.31135
2020-12-27,45.78754
2020-12-28,57.87545
2020-12-29,67.39926
2020-12-30,61.53846
2020-12-31,60.43956
2021-01-01,41.75824
2021-01-02,43.22344
2021-01-03,61.53846
2021-01-04,64.10256
2021-01-05,56.77655
2021-01-06,60.07326
2021-01-07,54.94505
2021-01-08,56.41025
2021-01-09,56.41025
2021-01-10,62.63736
2021-01-11,56.04395
2021-01-12,54.21245
2021-01-13,52.74725
2021-01-14,55.67765
2021-01-15,47.98534
2021-01-16,59.34065
2021-01-17,60.43956
2021-01-18,61.53846
2021-01-19,59.34065
2021-01-20,63.00366
2021-01-21,53.47985
2021-01-22,54.57875
2021-01-23,47.61904
2021-01-24,55.67765
2021-01-25,56.04395
2021-01-26,64.46886
2021-01-27,52.38095
2021-01-28,64.46886
2021-01-29,50.54945
2021-01-30,56.41025
2021-01-31,42.49084
2021-02-01,57.50915
2021-02-02,62.27106
2021-02-03,45.05494
2021-02-04,48.71794
2021-02-05,45.78754
2021-02-06,46.88644
2021-02-07,55.67765
2021-02-08,56.41025
2021-02-09,67.76556
2021-02-10,45.42124
2021-02-11,46.15384
2021-02-12,41.39194
2021-02-13,52.38095
2021-02-14,80.58608
2021-02-15,82.78388
2021-02-16,76.19047
2021-02-17,61.53846
2021-02-18,69.23076
2021-02-19,51.28205
2021-02-20,64.83516
2021-02-21,70.32967
2021-02-22,65.56776
2021-02-23,47.98534
2021-02-24,51.28205
2021-02-25,50.18315
2021-02-26,45.42124
2021-02-27,47.25274
2021-02-28,50.91575
2021-03-01,55.31135
2021-03-02,61.90476
2021-03-03,57.50915
2021-03-04,51.28205
2021-03-05,45.78754
2021-03-06,44.32234
2021-03-07,45.05494
2021-03-08,52.38095
2021-03-09,48.71794
2021-03-10,58.60805
2021-03-11,52.74725
2021-03-12,58.24175
2021-03-13,40.65934
2021-03-14,60.07326
2021-03-15,60.07326
2021-03-16,58.60805
2021-03-17,49.45054
2021-03-18,54.94505
2021-03-19,59.70695
2021-03-20,59.34065
2021-03-21,56.77655
2021-03-22,62.27106
2021-03-23,52.74725
2021-03-24,56.77655
2021-03-25,61.17216
2021-03-26,59.34065
2021-03-27,64.83516
2021-03-28,52.38095
2021-03-29,71.79487
2021-03-30,72.16117
2021-03-31,71.79487
2021-04-01,63.36996
2021-04-02,53.47985
2021-04-03,58.24175
2021-04-04,50.91575
2021-04-05,62.27106
2021-04-06,63.73626
2021-04-07,61.53846
2021-04-08,57.87545
2021-04-09,40.65934
2021-04-10,45.42124
2021-04-11,50.91575
2021-04-12,57.87545
2021-04-13,61.17216
2021-04-14,56.41025
2021-04-15,62.63736
2021-04-16,51.64835
2021-04-17,39.19413
2021-04-18,50.91575
2021-04-19,51.28205
2021-04-20,49.81684
2021-04-21,38.46153
2021-04-22,50.54945
2021-04-23,47.98534
2021-04-24,46.88644
2021-04-25,55.31135
2021-04-26,61.17216
2021-04-27,53.84615
2021-04-28,38.82783
2021-04-29,40.29304
2021-04-30,46.52014
2021-05-01,35.53113
2021-05-02,37.72893
2021-05-03,56.41025
2021-05-04,51.64835
2021-05-05,57.50915
2021-05-06,53.11355
2021-05-07,52.74725
2021-05-08,57.87545
2021-05-09,52.01465
2021-05-10,72.52747
2021-05-11,56.04395
2021-05-12,51.64835
2021-05-13,53.84615
2021-05-14,52.01465
2021-05-15,46.15384
2021-05-16,59.34065
2021-05-17,50.91575
2021-05-18,63.36996
2021-05-19,67.39926
2021-05-20,78.38827
2021-05-21,57.50915
2021-05-22,52.74725
2021-05-23,43.22344
2021-05-24,60.43956
2021-05-25,67.03296
2021-05-26,51.28205
2021-05-27,48.35164
2021-05-28,45.42124
2021-05-29,37.72893
2021-05-30,47.25274
2021-05-31,55.31135
2021-06-01,47.98534
2021-06-02,44.68864
2021-06-03,40.65934
2021-06-04,36.26373
2021-06-05,37.72893
2021-06-06,37.72893
2021-06-07,71.06227
2021-06-08,64.10256
2021-06-09,52.38095
2021-06-10,39.92673
2021-06-11,40.65934
2021-06-12,26.37362
2021-06-13,37.72893
2021-06-14,51.64835
2021-06-15,46.15384
2021-06-16,43.95604
2021-06-17,44.32234
2021-06-18,41.75824
2021-06-19,29.30402
2021-06-20,39.92673
2021-06-21,36.26373
2021-06-22,52.01465
2021-06-23,46.15384
2021-06-24,47.98534
2021-06-25,43.58974
2021-06-26,36.99633
2021-06-27,38.82783
2021-06-28,43.22344
2021-06-29,42.12454
2021-06-30,44.32234
2021-07-01,32.60073
2021-07-02,43.58974
2021-07-03,49.08424
2021-07-04,46.15384
2021-07-05,48.35164
2021-07-06,40.65934
2021-07-07,46.52014
2021-07-08,40.29304
2021-07-09,35.16483
2021-07-10,33.33333
2021-07-11,39.19413
2021-07-12,47.98534
2021-07-13,44.68864
2021-07-14,46.52014
2021-07-15,34.06593
2021-07-16,34.79853
2021-07-17,31.50183
2021-07-18,45.78754
2021-07-19,47.98534
2021-07-20,50.54945
2021-07-21,40.65934
2021-07-22,46.15384
2021-07-23,43.58974
2021-07-24,41.75824
2021-07-25,36.26373
2021-07-26,42.12454
2021-07-27,47.61904
2021-07-28,39.19413
2021-07-29,44.68864
2021-07-30,52.01465
2021-07-31,40.29304
2021-08-01,49.81684
2021-08-02,57.87545
2021-08-03,49.08424
2021-08-04,35.89743
2021-08-05,52.74725
2021-08-06,45.05494
2021-08-07,40.65934
2021-08-08,47.25274
2021-08-09,50.91575
2021-08-10,51.28205
2021-08-11,50.91575
2021-08-12,63.00366
2021-08-13,61.17216
2021-08-14,50.91575
2021-08-15,43.58974
2021-08-16,48.35164
2021-08-17,67.03296
2021-08-18,52.01465
2021-08-19,52.01465
2021-08-20,44.68864
2021-08-21,43.95604
2021-08-22,49.08424
2021-08-23,53.84615
2021-08-24,59.70695
2021-08-25,46.88644
2021-08-26,54.94505
2021-08-27,40.29304
2021-08-28,46.15384
2021-08-29,48.35164
2021-08-30,54.94505
2021-08-31,58.60805
2021-09-01,47.61904
2021-09-02,59.70695
2021-09-03,64.10256
2021-09-04,47.61904
2021-09-05,50.54945
2021-09-06,43.58974
2021-09-07,63.36996
2021-09-08,63.73626
2021-09-09,51.64835
2021-09-10,41.39194
2021-09-11,31.13553
2021-09-12,41.75824
2021-09-13,50.54945
2021-09-14,47.98534
2021-09-15,57.50915
2021-09-16,47.98534
2021-09-17,33.33333
2021-09-18,38.82783
2021-09-19,32.96703
2021-09-20,28.20512
2021-09-21,35.16483
2021-09-22,56.77655
2021-09-23,75.09157
2021-09-24,60.43956
2021-09-25,63.36996
2021-09-26,47.61904
2021-09-27,62.27106
2021-09-28,61.90476
2021-09-29,67.03296
2021-09-30,44.32234
2021-10-01,50.18315
2021-10-02,40.29304
2021-10-03,57.87545
2021-10-04,56.77655
2021-10-05,59.70695
2021-10-06,45.42124
2021-10-07,41.39194
2021-10-08,39.19413
2021-10-09,38.09523
2021-10-10,58.60805
2021-10-11,53.84615
2021-10-12,53.11355
2021-10-13,43.58974
2021-10-14,42.49084
2021-10-15,41.39194
2021-10-16,31.13553
2021-10-17,41.75824
2021-10-18,46.88644
2021-10-19,45.05494
2021-10-20,47.61904
2021-10-21,41.75824
2021-10-22,41.02564
2021-10-23,35.16483
2021-10-24,75.09157
2021-10-25,76.92307
2021-10-26,70.32967
2021-10-27,65.56776
2021-10-28,52.01465
2021-10-29,49.08424
2021-10-30,46.15384
2021-10-31,53.47985
2021-11-01,44.32234
2021-11-02,64.46886
2021-11-03,49.08424
2021-11-04,58.60805
2021-11-05,56.04395
2021-11-06,32.96703
2021-11-07,39.92673
2021-11-08,57.50915
2021-11-09,45.05494
2021-11-10,38.46153
2021-11-11,40.29304
2021-11-12,31.86813
2021-11-13,45.42124
2021-11-14,44.68864
2021-11-15,43.22344
2021-11-16,51.28205
2021-11-17,50.18315
2021-11-18,49.81684
2021-11-19,45.42124
2021-11-20,40.29304
2021-11-21,45.78754
2021-11-22,52.74725
2021-11-23,47.98534
2021-11-24,36.63003
2021-11-25,63.36996
2021-11-26,42.12454
2021-11-27,29.67032
2021-11-28,44.32234
2021-11-29,43.58974
2021-11-30,40.65934
2021-12-01,35.16483
2021-12-02,38.46153
2021-12-03,27.83882
2021-12-04,24.90842
2021-12-05,29.67032
2021-12-06,41.02564
2021-12-07,50.91575
2021-12-08,39.56043
2021-12-09,32.96703
2021-12-10,27.47252
2021-12-11,35.89743
2021-12-12,35.53113
2021-12-13,39.92673
2021-12-14,45.78754
2021-12-15,41.39194
2021-12-16,30.76923
2021-12-17,35.89743
2021-12-18,33.69963
2021-12-19,38.82783
2021-12-20,31.86813
2021-12-21,40.29304
2021-12-22,44.68864
2021-12-23,41.39194
2021-12-24,35.89743
2021-12-25,33.69963
2021-12-26,45.42124
2021-12-27,44.32234
2021-12-28,49.45054
2021-12-29,43.95604
2021-12-30,48.35164
2021-12-31,36.63003
2022-01-01,39.56043
2022-01-02,53.11355
2022-01-03,57.87545
2022-01-04,49.45054
2022-01-05,49.45054
2022-01-06,49.81684
2022-01-07,46.88644
2022-01-08,44.68864
2022-01-09,46.88644
2022-01-10,46.52014
2022-01-11,42.49084
2022-01-12,42.12454
2022-01-13,41.39194
2022-01-14,43.95604
2022-01-15,43.22344
2022-01-16,71.06227
2022-01-17,52.38095
2022-01-18,47.25274
2022-01-19,51.28205
2022-01-20,46.88644
2022-01-21,45.42124
2022-01-22,27.47252
2022-01-23,52.74725
2022-01-24,52.74725
2022-01-25,39.19413
2022-01-26,38.46153
2022-01-27,31.50183
2022-01-28,32.23443
2022-01-29,35.16483
2022-01-30,30.76923
2022-01-31,28.93772
2022-02-01,45.42124
2022-02-02,58.24175
2022-02-03,66.66666
2022-02-04,65.20146
2022-02-05,56.04395
2022-02-06,42.49084
2022-02-07,56.04395
2022-02-08,42.49084
2022-02-09,50.91575
2022-02-10,49.81684
2022-02-11,44.32234
2022-02-12,41.75824
2022-02-13,50.54945
2022-02-14,40.65934
2022-02-15,43.95604
2022-02-16,45.42124
2022-02-17,41.02564
2022-02-18,43.22344
2022-02-19,34.43223
2022-02-20,30.03663
2022-02-21,42.12454
2022-02-22,39.92673
2022-02-23,50.18315
2022-02-24,37.36263
2022-02-25,39.92673
2022-02-26,42.12454
2022-02-27,35.53113
2022-02-28,34.43223
2022-03-01,39.56043
2022-03-02,47.25274
2022-03-03,39.92673
2022-03-04,37.36263
2022-03-05,25.64102
2022-03-06,39.56043
2022-03-07,36.99633
2022-03-08,35.16483
2022-03-09,38.82783
2022-03-10,44.32234
2022-03-11,32.60073
2022-03-12,40.29304
2022-03-13,47.61904
2022-03-14,47.25274
2022-03-15,48.71794
2022-03-16,43.58974
2022-03-17,46.15384
2022-03-18,52.74725
2022-03-19,48.35164
2022-03-20,61.17216
2022-03-21,42.49084
2022-03-22,53.84615
2022-03-23,45.78754
2022-03-24,48.71794
2022-03-25,46.88644
2022-03-26,39.19413
2022-03-27,46.88644
2022-03-28,41.75824
2022-03-29,49.08424
2022-03-30,49.08424
2022-03-31,41.75824
2022-04-01,43.95604
2022-04-02,36.63003
2022-04-03,42.49084
2022-04-04,54.21245
2022-04-05,40.29304
2022-04-06,48.71794
2022-04-07,47.25274
2022-04-08,49.81684
2022-04-09,41.02564
2022-04-10,45.42124
2022-04-11,51.28205
2022-04-12,48.71794
2022-04-13,36.63003
2022-04-14,45.42124
2022-04-15,39.19413
2022-04-16,41.75824
2022-04-17,41.75824
2022-04-18,56.41025
2022-04-19,61.17216
2022-04-20,59.70695
2022-04-21,57.87545
2022-04-22,57.14285
2022-04-23,41.39194
2022-04-24,40.29304
2022-04-25,50.54945
2022-04-26,52.74725
2022-04-27,38.09523
2022-04-28,41.39194
2022-04-29,35.16483
2022-04-30,42.12454
2022-05-01,36.99633
2022-05-02,39.92673
2022-05-03,37.36263
2022-05-04,33.69963
2022-05-05,39.19413
2022-05-06,32.96703
2022-05-07,23.80952
2022-05-08,35.89743
2022-05-09,39.92673
2022-05-10,45.05494
2022-05-11,50.91575
2022-05-12,33.33333
2022-05-13,29.30402
2022-05-14,38.09523
2022-05-15,38.09523
2022-05-16,44.68864
2022-05-17,39.92673
2022-05-18,43.58974
2022-05-19,32.60073
2022-05-20,34.43223
2022-05-21,30.76923
2022-05-22,35.89743
2022-05-23,45.05494
2022-05-24,43.22344
2022-05-25,44.68864
2022-05-26,55.31135
2022-05-27,39.56043
2022-05-28,34.06593
2022-05-29,38.09523
2022-05-30,45.42124
2022-05-31,34.79853
2022-06-01,37.72893
2022-06-02,47.61904
2022-06-03,45.42124
2022-06-04,27.10622
2022-06-05,30.03663
2022-06-06,47.25274
2022-06-07,42.12454
2022-06-08,49.08424
2022-06-09,42.49084
2022-06-10,36.63003
2022-06-11,25.64102
2022-06-12,35.53113
2022-06-13,42.12454
2022-06-14,33.69963
2022-06-15,31.13553
2022-06-16,30.40293
2022-06-17,37.36263
2022-06-18,23.07692
2022-06-19,31.13553
2022-06-20,31.13553
2022-06-21,38.46153
2022-06-22,28.20512
2022-06-23,35.16483
2022-06-24,26.73992
2022-06-25,17.58241
2022-06-26,24.17582
2022-06-27,31.86813
2022-06-28,32.60073
2022-06-29,32.60073
2022-06-30,25.27472
2022-07-01,16.84981
2022-07-02,25.27472
2022-07-03,21.61172
2022-07-04,24.54212
2022-07-05,34.06593
2022-07-06,22.34432
2022-07-07,22.71062
2022-07-08,27.10622
2022-07-09,19.41391
2022-07-10,24.17582
2022-07-11,37.72893
2022-07-12,20.14652
2022-07-13,28.57142
2022-07-14,33.33333
2022-07-15,21.97802
2022-07-16,12.82051
2022-07-17,23.80952
2022-07-18,26.37362
2022-07-19,21.97802
2022-07-20,19.78021
2022-07-21,24.17582
2022-07-22,23.80952
2022-07-23,19.78021
2022-07-24,15.75091
2022-07-25,23.44322
2022-07-26,28.57142
2022-07-27,28.57142
2022-07-28,22.34432
2022-07-29,16.84981
2022-07-30,22.34432
2022-07-31,26.37362
2022-08-01,22.71062
2022-08-02,31.13553
2022-08-03,27.10622
2022-08-04,21.24542
2022-08-05,22.71062
2022-08-06,22.34432
2022-08-07,31.13553
2022-08-08,28.20512
2022-08-09,25.64102
2022-08-10,23.07692
2022-08-11,25.64102
2022-08-12,31.13553
2022-08-13,21.97802
2022-08-14,28.93772
2022-08-15,27.83882
2022-08-16,30.40293
2022-08-17,35.16483
2022-08-18,31.13553
2022-08-19,28.20512
2022-08-20,26.73992
2022-08-21,38.82783
2022-08-22,32.96703
2022-08-23,35.16483
2022-08-24,37.36263
2022-08-25,40.65934
2022-08-26,33.33333
2022-08-27,16.11721
2022-08-28,22.71062
2022-08-29,23.80952
2022-08-30,23.44322
2022-08-31,30.03663
2022-09-01,17.21611
2022-09-02,24.54212
2022-09-03,20.51282
2022-09-04,17.58241
2022-09-05,16.48351
2022-09-06,23.07692
2022-09-07,15.38461
2022-09-08,17.94871
2022-09-09,9.5238
2022-09-10,16.11721
2022-09-11,16.48351
2022-09-12,25.64102
2022-09-13,38.09523
2022-09-14,27.10622
2022-09-15,27.10622
2022-09-16,25.27472
2022-09-17,17.94871
2022-09-18,23.44322
2022-09-19,22.34432
2022-09-20,19.41391
2022-09-21,23.44322
2022-09-22,20.14652
2022-09-23,24.17582
2022-09-24,15.75091
2022-09-25,20.51282
2022-09-26,16.84981
2022-09-27,24.17582
2022-09-28,21.97802
2022-09-29,21.97802
2022-09-30,15.01831
2022-10-01,10.98901
2022-10-02,12.82051
2022-10-03,20.51282
2022-10-04,22.71062
2022-10-05,12.82051
2022-10-06,15.01831
2022-10-07,11.72161
2022-10-08,10.62271
2022-10-09,11.72161
2022-10-10,13.18681
2022-10-11,23.44322
2022-10-12,15.38461
2022-10-13,28.20512
2022-10-14,12.08791
2022-10-15,10.62271
2022-10-16,10.25641
2022-10-17,19.78021
2022-10-18,16.11721
2022-10-19,19.41391
2022-10-20,13.91941
2022-10-21,13.91941
2022-10-22,10.98901
2022-10-23,12.45421
2022-10-24,17.94871
2022-10-25,24.17582
2022-10-26,15.75091
2022-10-27,21.97802
2022-10-28,16.48351
2022-10-29,12.82051
2022-10-30,8.0586
2022-10-31,16.48351
2022-11-01,18.68131
2022-11-02,11.72161
2022-11-03,6.2271
2022-11-04,12.08791
2022-11-05,13.18681
2022-11-06,13.91941
2022-11-07,19.78021
2022-11-08,15.01831
2022-11-09,12.82051
2022-11-10,17.94871
2022-11-11,18.68131
2022-11-12,7.6923
2022-11-13,11.72161
2022-11-14,13.18681
2022-11-15,11.72161
2022-11-16,9.5238
2022-11-17,15.38461
2022-11-18,12.82051
2022-11-19,15.75091
2022-11-20,15.75091
2022-11-21,20.87912
2022-11-22,16.84981
2022-11-23,8.7912
2022-11-24,13.91941
2022-11-25,16.84981
2022-11-26,13.18681
2022-11-27,13.91941
2022-11-28,10.98901
2022-11-29,13.18681
2022-11-30,13.55311
2022-12-01,12.82051
2022-12-02,21.24542
2022-12-03,10.25641
2022-12-04,14.28571
2022-12-05,16.11721
2022-12-06,22.34432
2022-12-07,15.01831
2022-12-08,13.18681
2022-12-09,15.38461
2022-12-10,11.72161
2022-12-11,17.94871
2022-12-12,17.21611
2022-12-13,18.31501
2022-12-14,13.91941
2022-12-15,14.28571
2022-12-16,15.01831
2022-12-17,19.41391
2022-12-18,14.65201
2022-12-19,17.58241
2022-12-20,13.91941
2022-12-21,10.25641
2022-12-22,16.11721
2022-12-23,13.55311
2022-12-24,10.98901
2022-12-25,7.6923
2022-12-26,22.34432
2022-12-27,16.11721
2022-12-28,20.87912
2022-12-29,13.55311
2022-12-30,12.08791
2022-12-31,6.9597
2023-01-01,14.65201
2023-01-02,12.08791
2023-01-03,17.58241
2023-01-04,16.48351
2023-01-05,17.21611
2023-01-06,13.91941
2023-01-07,10.98901
2023-01-08,16.84981
2023-01-09,24.54212
2023-01-10,15.01831
2023-01-11,18.31501
2023-01-12,19.41391
2023-01-13,21.97802
2023-01-14,12.08791
2023-01-15,18.68131
2023-01-16,21.97802
2023-01-17,20.51282
2023-01-18,16.48351
2023-01-19,18.31501
2023-01-20,14.65201
2023-01-21,16.11721
2023-01-22,15.01831
2023-01-23,22.34432
2023-01-24,17.58241
2023-01-25,23.80952
2023-01-26,24.90842
2023-01-27,17.58241
2023-01-28,15.38461
2023-01-29,18.68131
2023-01-30,21.24542
2023-01-31,26.00732
2023-02-01,28.93772
2023-02-02,27.47252
2023-02-03,21.97802
2023-02-04,23.80952
2023-02-05,24.54212
2023-02-06,21.97802
2023-02-07,27.83882
2023-02-08,18.31501
2023-02-09,19.04761
2023-02-10,17.21611
2023-02-11,22.34432
2023-02-12,30.03663
2023-02-13,33.69963
2023-02-14,26.00732
2023-02-15,35.16483
2023-02-16,24.90842
2023-02-17,20.51282
2023-02-18,27.83882
2023-02-19,20.87912
2023-02-20,33.33333
2023-02-21,24.17582
2023-02-22,27.47252
2023-02-23,28.57142
2023-02-24,22.71062
2023-02-25,20.87912
2023-02-26,32.60073
2023-02-27,30.03663
2023-02-28,27.47252
2023-03-01,26.00732
2023-03-02,24.54212
2023-03-03,20.51282
2023-03-04,23.07692
2023-03-05,19.04761
2023-03-06,27.83882
2023-03-07,24.17582
2023-03-08,18.68131
2023-03-09,24.54212
2023-03-10,27.83882
2023-03-11,14.28571
2023-03-12,23.80952
2023-03-13,27.10622
2023-03-14,25.27472
2023-03-15,25.27472
2023-03-16,24.54212
2023-03-17,20.51282
2023-03-18,23.80952
2023-03-19,21.61172
2023-03-20,33.69963
2023-03-21,23.80952
2023-03-22,27.47252
2023-03-23,33.33333
2023-03-24,27.10622
2023-03-25,25.64102
2023-03-26,24.54212
2023-03-27,30.03663
2023-03-28,29.30402
2023-03-29,25.27472
2023-03-30,29.30402
2023-03-31,26.37362
2023-04-01,18.68131
2023-04-02,22.71062
2023-04-03,28.93772
2023-04-04,30.03663
2023-04-05,30.03663
2023-04-06,26.37362
2023-04-07,20.14652
2023-04-08,22.71062
2023-04-09,27.83882
2023-04-10,32.96703
2023-04-11,32.60073
2023-04-12,52.74725
2023-04-13,28.57142
2023-04-14,29.30402
2023-04-15,27.83882
2023-04-16,28.93772
2023-04-17,30.76923
2023-04-18,30.03663
2023-04-19,34.43223
2023-04-20,24.17582
2023-04-21,27.83882
2023-04-22,21.24542
2023-04-23,27.10622
2023-04-24,40.65934
2023-04-25,32.23443
2023-04-26,35.89743
2023-04-27,38.09523
2023-04-28,26.37362
2023-04-29,26.73992
2023-04-30,21.61172
2023-05-01,32.23443
2023-05-02,33.33333
2023-05-03,28.57142
2023-05-04,26.00732
2023-05-05,26.00732
2023-05-06,26.37362
2023-05-07,34.43223
2023-05-08,28.93772
2023-05-09,40.65934
2023-05-10,28.93772
2023-05-11,32.23443
2023-05-12,26.37362
2023-05-13,26.37362
2023-05-14,19.41391
2023-05-15,40.29304
2023-05-16,33.33333
2023-05-17,35.53113
2023-05-18,34.06593
2023-05-19,30.76923
2023-05-20,24.17582
2023-05-21,26.37362
2023-05-22,30.40293
2023-05-23,31.50183
2023-05-24,27.47252
2023-05-25,24.54212
2023-05-26,19.78021
2023-05-27,19.78021
2023-05-28,27.10622
