date,노터스주가
2020-06-24,1.76991
2020-06-25,2.0692
2020-06-26,1.46631
2020-06-27,0.17656
2020-06-28,0.16794
2020-06-29,1.28975
2020-06-30,1.32205
2020-07-01,1.33927
2020-07-02,1.16486
2020-07-03,1.23161
2020-07-04,0.19378
2020-07-05,0.08182
2020-07-06,1.25099
2020-07-07,1.12395
2020-07-08,1.04644
2020-07-09,1.27037
2020-07-10,0.82466
2020-07-11,0.16794
2020-07-12,0.12057
2020-07-13,0.83973
2020-07-14,0.87849
2020-07-15,0.83973
2020-07-16,0.74499
2020-07-17,0.72777
2020-07-18,0.11196
2020-07-19,0.08612
2020-07-20,0.87634
2020-07-21,0.89787
2020-07-22,0.81174
2020-07-23,1.00553
2020-07-24,1.05936
2020-07-25,0.11627
2020-07-26,0.09689
2020-07-27,1.01414
2020-07-28,0.9517
2020-07-29,0.93878
2020-07-30,0.86342
2020-07-31,0.9151
2020-08-01,0.10765
2020-08-02,0.05167
2020-08-03,0.86127
2020-08-04,0.82897
2020-08-05,1.48569
2020-08-06,1.64287
2020-08-07,1.25099
2020-08-08,0.15933
2020-08-09,0.09904
2020-08-10,1.0529
2020-08-11,0.92155
2020-08-12,0.91294
2020-08-13,0.88495
2020-08-14,0.85481
2020-08-15,0.11627
2020-08-16,0.06028
2020-08-17,0.11842
2020-08-18,1.13041
2020-08-19,0.90648
2020-08-20,1.17778
2020-08-21,1.38449
2020-08-22,0.13134
2020-08-23,0.12273
2020-08-24,1.28329
2020-08-25,1.8668
2020-08-26,1.8991
2020-08-27,2.21346
2020-08-28,1.67086
2020-08-29,0.14426
2020-08-30,0.13134
2020-08-31,1.42325
2020-09-01,3.0209
2020-09-02,2.51275
2020-09-03,2.23715
2020-09-04,1.78283
2020-09-05,0.48231
2020-09-06,0.42202
2020-09-07,2.66563
2020-09-08,1.99384
2020-09-09,1.4254
2020-09-10,1.64287
2020-09-11,1.91848
2020-09-12,0.22823
2020-09-13,0.13995
2020-09-14,1.72254
2020-09-15,1.85388
2020-09-16,2.05413
2020-09-17,1.58904
2020-09-18,1.47061
2020-09-19,0.13995
2020-09-20,0.10119
2020-09-21,1.24453
2020-09-22,1.1584
2020-09-23,1.5955
2020-09-24,1.12395
2020-09-25,1.07874
2020-09-26,0.10335
2020-09-27,0.04952
2020-09-28,0.99907
2020-09-29,0.93017
2020-09-30,0.09043
2020-10-01,0.04952
2020-10-02,0.05598
2020-10-03,0.05813
2020-10-04,0.05813
2020-10-05,0.85481
2020-10-06,1.03137
2020-10-07,0.85911
2020-10-08,0.96247
2020-10-09,0.10335
2020-10-10,0.04736
2020-10-11,0.03875
2020-10-12,0.65241
2020-10-13,0.62657
2020-10-14,0.71916
2020-10-15,0.62011
2020-10-16,0.5792
2020-10-17,0.04091
2020-10-18,0.02368
2020-10-19,0.61365
2020-10-20,0.52968
2020-10-21,0.56843
2020-10-22,0.47369
2020-10-23,0.5426
2020-10-24,0.05382
2020-10-25,0.03875
2020-10-26,0.48231
2020-10-27,0.76437
2020-10-28,0.79882
2020-10-29,0.65671
2020-10-30,0.60934
2020-10-31,0.04736
2020-11-01,0.04736
2020-11-02,0.51245
2020-11-03,0.62226
2020-11-04,0.68686
2020-11-05,0.72992
2020-11-06,0.56413
2020-11-07,0.0366
2020-11-08,0.02153
2020-11-09,0.73423
2020-11-10,0.56197
2020-11-11,0.70193
2020-11-12,0.5469
2020-11-13,0.54044
2020-11-14,0.05813
2020-11-15,0.02799
2020-11-16,0.55121
2020-11-17,0.55121
2020-11-18,0.63088
2020-11-19,0.5146
2020-11-20,0.62011
2020-11-21,0.03875
2020-11-22,0.03875
2020-11-23,0.6115
2020-11-24,0.57489
2020-11-25,0.56197
2020-11-26,0.57059
2020-11-27,0.40479
2020-11-28,0.1055
2020-11-29,0.08828
2020-11-30,0.80959
2020-12-01,0.85696
2020-12-02,0.80098
2020-12-03,0.74069
2020-12-04,0.62442
2020-12-05,0.06028
2020-12-06,0.03875
2020-12-07,0.46939
2020-12-08,0.95385
2020-12-09,0.85265
2020-12-10,0.83112
2020-12-11,0.7816
2020-12-12,0.06028
2020-12-13,0.02799
2020-12-14,0.9194
2020-12-15,0.6804
2020-12-16,0.66533
2020-12-17,0.71054
2020-12-18,0.70839
2020-12-19,0.04736
2020-12-20,0.03014
2020-12-21,1.18855
2020-12-22,1.27468
2020-12-23,1.03352
2020-12-24,0.95816
2020-12-25,0.08397
2020-12-26,0.08182
2020-12-27,0.06244
2020-12-28,1.14764
2020-12-29,2.23499
2020-12-30,1.56535
2020-12-31,0.22608
2021-01-01,0.07105
2021-01-02,0.07751
2021-01-03,0.08828
2021-01-04,1.11534
2021-01-05,5.56811
2021-01-06,6.38847
2021-01-07,3.37618
2021-01-08,2.31251
2021-01-09,0.42417
2021-01-10,0.32297
2021-01-11,1.90125
2021-01-12,2.00676
2021-01-13,1.73976
2021-01-14,1.39095
2021-01-15,1.17994
2021-01-16,0.19593
2021-01-17,0.15502
2021-01-18,1.14979
2021-01-19,1.30482
2021-01-20,1.05505
2021-01-21,1.03998
2021-01-22,1.01629
2021-01-23,0.20455
2021-01-24,0.17656
2021-01-25,1.5266
2021-01-26,1.15194
2021-01-27,0.76007
2021-01-28,0.80744
2021-01-29,0.93663
2021-01-30,0.10765
2021-01-31,0.07536
2021-02-01,1.03352
2021-02-02,0.8182
2021-02-03,0.85696
2021-02-04,1.33496
2021-02-05,1.31128
2021-02-06,0.12057
2021-02-07,0.05382
2021-02-08,0.84835
2021-02-09,0.7127
2021-02-10,0.96462
2021-02-11,0.19593
2021-02-12,0.17871
2021-02-13,0.15718
2021-02-14,0.4457
2021-02-15,2.72161
2021-02-16,1.46846
2021-02-17,1.223
2021-02-18,1.24884
2021-02-19,0.92371
2021-02-20,0.15072
2021-02-21,0.10765
2021-02-22,0.87418
2021-02-23,0.64164
2021-02-24,0.68471
2021-02-25,0.83758
2021-02-26,0.70624
2021-02-27,0.09473
2021-02-28,0.07105
2021-03-01,0.09043
2021-03-02,0.69978
2021-03-03,0.62011
2021-03-04,0.67179
2021-03-05,0.70193
2021-03-06,0.08182
2021-03-07,0.03445
2021-03-08,0.68255
2021-03-09,0.62872
2021-03-10,0.66963
2021-03-11,0.59858
2021-03-12,0.82036
2021-03-13,0.09473
2021-03-14,0.07751
2021-03-15,0.74284
2021-03-16,0.83973
2021-03-17,0.76222
2021-03-18,0.7816
2021-03-19,0.63949
2021-03-20,0.15072
2021-03-21,0.09904
2021-03-22,0.70839
2021-03-23,0.83112
2021-03-24,0.60719
2021-03-25,0.6481
2021-03-26,0.68471
2021-03-27,0.04736
2021-03-28,0.06674
2021-03-29,1.28975
2021-03-30,0.97108
2021-03-31,0.73208
2021-04-01,1.01199
2021-04-02,0.70624
2021-04-03,0.45001
2021-04-04,0.93232
2021-04-05,1.06582
2021-04-06,1.13472
2021-04-07,0.9517
2021-04-08,1.48569
2021-04-09,0.99476
2021-04-10,0.15287
2021-04-11,0.14856
2021-04-12,0.90648
2021-04-13,1.10027
2021-04-14,1.37588
2021-04-15,1.18209
2021-04-16,1.30913
2021-04-17,0.18517
2021-04-18,0.13134
2021-04-19,1.01414
2021-04-20,0.93017
2021-04-21,0.88064
2021-04-22,1.91417
2021-04-23,1.78713
2021-04-24,0.21316
2021-04-25,0.16364
2021-04-26,1.69239
2021-04-27,1.1584
2021-04-28,1.89694
2021-04-29,3.44077
2021-04-30,2.58165
2021-05-01,0.30359
2021-05-02,0.15502
2021-05-03,1.42325
2021-05-04,1.30697
2021-05-05,0.22823
2021-05-06,1.13041
2021-05-07,1.16056
2021-05-08,0.13134
2021-05-09,0.09258
2021-05-10,1.50937
2021-05-11,0.90002
2021-05-12,0.96247
2021-05-13,0.94524
2021-05-14,0.77299
2021-05-15,0.07536
2021-05-16,0.07966
2021-05-17,0.96031
2021-05-18,0.90648
2021-05-19,0.13565
2021-05-20,0.79021
2021-05-21,0.71916
2021-05-22,0.08397
2021-05-23,0.06674
2021-05-24,0.60504
2021-05-25,0.63303
2021-05-26,0.75145
2021-05-27,0.77514
2021-05-28,0.8139
2021-05-29,0.0732
2021-05-30,0.06459
2021-05-31,0.67179
2021-06-01,0.63734
2021-06-02,0.70193
2021-06-03,0.77299
2021-06-04,0.54475
2021-06-05,0.06028
2021-06-06,0.05813
2021-06-07,0.50169
2021-06-08,0.57274
2021-06-09,0.68471
2021-06-10,0.64164
2021-06-11,0.53829
2021-06-12,0.0689
2021-06-13,0.04091
2021-06-14,0.52106
2021-06-15,0.57705
2021-06-16,0.5469
2021-06-17,0.46939
2021-06-18,0.49092
2021-06-19,0.04306
2021-06-20,0.03875
2021-06-21,0.48231
2021-06-22,0.56413
2021-06-23,0.48877
2021-06-24,0.49738
2021-06-25,0.60288
2021-06-26,0.0732
2021-06-27,0.04091
2021-06-28,0.61796
2021-06-29,0.55336
2021-06-30,0.53614
2021-07-01,0.53183
2021-07-02,0.48446
2021-07-03,0.04521
2021-07-04,0.04521
2021-07-05,0.5426
2021-07-06,0.58781
2021-07-07,0.56628
2021-07-08,0.62226
2021-07-09,0.65456
2021-07-10,0.08828
2021-07-11,0.11411
2021-07-12,0.69116
2021-07-13,0.49307
2021-07-14,0.46077
2021-07-15,0.52968
2021-07-16,0.45647
2021-07-17,0.0732
2021-07-18,0.02799
2021-07-19,0.59858
2021-07-20,0.53183
2021-07-21,0.48015
2021-07-22,0.56628
2021-07-23,0.55121
2021-07-24,0.05167
2021-07-25,0.05813
2021-07-26,0.42848
2021-07-27,0.63949
2021-07-28,0.88926
2021-07-29,1.03567
2021-07-30,0.87203
2021-07-31,0.06244
2021-08-01,0.0689
2021-08-02,0.82251
2021-08-03,0.92371
2021-08-04,0.76222
2021-08-05,0.82036
2021-08-06,0.63518
2021-08-07,0.05598
2021-08-08,0.05167
2021-08-09,0.58351
2021-08-10,0.60934
2021-08-11,0.57274
2021-08-12,0.4091
2021-08-13,0.65671
2021-08-14,0.03445
2021-08-15,0.02368
2021-08-16,0.06244
2021-08-17,0.4134
2021-08-18,0.42632
2021-08-19,0.42632
2021-08-20,0.4091
2021-08-21,0.06244
2021-08-22,0.01937
2021-08-23,0.50599
2021-08-24,0.58135
2021-08-25,0.59643
2021-08-26,0.47154
2021-08-27,0.4457
2021-08-28,0.0732
2021-08-29,0.04306
2021-08-30,0.40479
2021-08-31,0.45647
2021-09-01,0.53183
2021-09-02,0.41986
2021-09-03,0.34666
2021-09-04,0.04091
2021-09-05,0.04306
2021-09-06,0.36173
2021-09-07,0.48661
2021-09-08,0.46077
2021-09-09,0.41125
2021-09-10,0.31436
2021-09-11,0.03445
2021-09-12,0.02368
2021-09-13,0.26914
2021-09-14,0.38111
2021-09-15,0.40479
2021-09-16,0.58997
2021-09-17,0.45432
2021-09-18,0.02583
2021-09-19,0.01076
2021-09-20,0.01937
2021-09-21,0.01937
2021-09-22,0.01937
2021-09-23,0.43278
2021-09-24,0.39187
2021-09-25,0.01937
2021-09-26,0.03229
2021-09-27,0.42202
2021-09-28,0.31651
2021-09-29,0.34235
2021-09-30,0.34881
2021-10-01,0.32943
2021-10-02,0.03229
2021-10-03,0.01291
2021-10-04,0.04091
2021-10-05,0.35958
2021-10-06,0.41986
2021-10-07,0.35312
2021-10-08,0.3445
2021-10-09,0.03014
2021-10-11,0.04306
2021-10-12,0.27991
2021-10-13,0.28421
2021-10-14,0.31867
2021-10-15,0.2713
2021-10-16,0.03014
2021-10-18,0.2433
2021-10-19,0.26484
2021-10-20,0.20885
2021-10-21,0.24976
2021-10-22,0.21316
2021-10-24,0.01291
2021-10-25,0.25192
2021-10-26,0.23684
2021-10-27,0.20455
2021-10-28,0.22823
2021-10-29,0.16794
2021-10-30,0.02153
2021-10-31,0.01722
2021-11-01,0.20024
2021-11-02,0.26699
2021-11-03,0.21747
2021-11-04,0.2713
2021-11-05,0.30144
2021-11-06,0.01291
2021-11-08,0.30575
2021-11-09,0.22393
2021-11-10,0.2433
2021-11-11,0.33158
2021-11-12,0.33158
2021-11-13,0.01937
2021-11-14,0.01722
2021-11-15,0.21747
2021-11-16,0.21531
2021-11-17,0.23684
2021-11-18,0.22393
2021-11-19,0.16579
2021-11-20,0.02368
2021-11-21,0.01937
2021-11-22,0.20885
2021-11-23,0.21747
2021-11-24,0.54044
2021-11-25,0.52537
2021-11-26,0.43709
2021-11-27,0.04091
2021-11-28,0.05167
2021-11-29,0.43709
2021-11-30,0.42202
2021-12-01,0.36173
2021-12-02,0.36173
2021-12-03,0.32728
2021-12-04,0.04306
2021-12-05,0.02153
2021-12-06,0.40049
2021-12-07,0.39403
2021-12-08,0.41125
2021-12-09,0.31005
2021-12-10,0.32943
2021-12-11,0.04736
2021-12-12,0.03875
2021-12-13,0.5146
2021-12-14,0.42202
2021-12-15,0.41556
2021-12-16,0.35742
2021-12-17,0.44355
2021-12-18,0.04736
2021-12-19,0.06028
2021-12-20,0.38972
2021-12-21,0.29067
2021-12-22,0.6158
2021-12-23,0.65887
2021-12-24,1.35219
2021-12-25,0.24546
2021-12-26,0.18732
2021-12-27,3.56566
2021-12-28,4.62071
2021-12-29,2.43954
2021-12-30,1.44262
2021-12-31,0.35312
2022-01-01,0.12703
2022-01-02,0.11627
2022-01-03,1.41679
2022-01-04,1.22515
2022-01-05,0.80313
2022-01-06,0.69978
2022-01-07,0.69116
2022-01-08,0.11411
2022-01-09,0.07966
2022-01-10,0.74715
2022-01-11,0.64164
2022-01-12,0.59212
2022-01-13,0.68255
2022-01-14,0.5426
2022-01-15,0.06674
2022-01-16,0.08182
2022-01-17,0.42202
2022-01-18,0.57489
2022-01-19,0.50384
2022-01-20,0.48015
2022-01-21,0.49953
2022-01-22,0.05813
2022-01-23,0.03875
2022-01-24,0.53183
2022-01-25,0.51676
2022-01-26,0.4134
2022-01-27,0.38541
2022-01-28,0.38111
2022-01-29,0.05598
2022-01-30,0.02368
2022-01-31,0.02368
2022-02-01,0.02583
2022-02-02,0.01722
2022-02-03,0.42632
2022-02-04,0.36388
2022-02-05,0.05813
2022-02-06,0.04091
2022-02-07,0.38111
2022-02-08,0.36604
2022-02-09,0.46939
2022-02-10,0.53398
2022-02-11,0.41556
2022-02-12,0.04952
2022-02-13,0.02799
2022-02-14,0.30575
2022-02-15,0.2713
2022-02-16,0.3402
2022-02-17,0.27775
2022-02-18,0.26268
2022-02-19,0.09904
2022-02-20,0.03014
2022-02-21,0.32728
2022-02-22,0.29498
2022-02-23,0.478
2022-02-24,0.35312
2022-02-25,0.49738
2022-02-26,0.09043
2022-02-27,0.03875
2022-02-28,0.45432
2022-03-01,0.04952
2022-03-02,0.36173
2022-03-03,0.42848
2022-03-04,0.38111
2022-03-05,0.07105
2022-03-06,0.03875
2022-03-07,0.32943
2022-03-08,0.36819
2022-03-09,0.04952
2022-03-10,0.63949
2022-03-11,0.57274
2022-03-12,0.1701
2022-03-13,0.30144
2022-03-14,1.21654
2022-03-15,0.76437
2022-03-16,0.84404
2022-03-17,0.72131
2022-03-18,0.61365
2022-03-19,0.09904
2022-03-20,0.08397
2022-03-21,0.60504
2022-03-22,0.54906
2022-03-23,0.75576
2022-03-24,1.40171
2022-03-25,0.79236
2022-03-26,0.07105
2022-03-27,0.06459
2022-03-28,0.66317
2022-03-29,0.97969
2022-03-30,0.88495
2022-03-31,0.8139
2022-04-01,0.73208
2022-04-02,0.10765
2022-04-03,0.10119
2022-04-04,1.48569
2022-04-05,1.14333
2022-04-06,1.06797
2022-04-07,0.77514
2022-04-08,0.86127
2022-04-09,0.15933
2022-04-10,0.09689
2022-04-11,0.68901
2022-04-12,0.72346
2022-04-13,0.74715
2022-04-14,0.65887
2022-04-15,0.67825
2022-04-16,0.10119
2022-04-17,0.06028
2022-04-18,0.69762
2022-04-19,0.79236
2022-04-20,0.85696
2022-04-21,0.80098
2022-04-22,0.71485
2022-04-23,0.08182
2022-04-24,0.03229
2022-04-25,0.65671
2022-04-26,0.67825
2022-04-27,0.64595
2022-04-28,0.64595
2022-04-29,0.66317
2022-04-30,0.06674
2022-05-01,0.03445
2022-05-02,1.2596
2022-05-03,0.94524
2022-05-04,1.22946
2022-05-05,0.19809
2022-05-06,0.95816
2022-05-07,0.09904
2022-05-08,0.1055
2022-05-09,24.55698
2022-05-10,11.91998
2022-05-11,34.92668
2022-05-12,18.91996
2022-05-13,11.84247
2022-05-14,3.21684
2022-05-15,2.60103
2022-05-16,10.70774
2022-05-17,15.33707
2022-05-18,59.28557
2022-05-19,37.29302
2022-05-20,26.47761
2022-05-21,5.9363
2022-05-22,4.55612
2022-05-23,19.525
2022-05-24,19.74893
2022-05-25,22.78491
2022-05-26,28.2303
2022-05-27,25.33428
2022-05-28,4.14701
2022-05-29,4.18362
2022-05-30,22.34351
2022-05-31,51.63103
2022-06-01,16.23495
2022-06-02,52.76144
2022-06-03,56.77066
2022-06-04,13.64468
2022-06-05,11.27403
2022-06-06,12.47981
2022-06-07,75.69493
2022-06-08,88.53648
2022-06-09,100.0
2022-06-10,43.77624
2022-06-11,11.09101
2022-06-12,10.08117
2022-06-13,90.98895
2022-06-14,60.58178
2022-06-15,40.86945
2022-06-16,36.10877
2022-06-17,38.4665
2022-06-18,11.41183
2022-06-19,9.53426
2022-06-20,52.41478
2022-06-21,66.55685
2022-06-22,58.65254
2022-06-23,39.33639
2022-06-24,31.39762
2022-06-25,5.81357
2022-06-26,4.98029
2022-06-27,85.3993
2022-06-28,67.2028
2022-06-29,46.10167
2022-06-30,35.2432
2022-07-01,29.86887
2022-07-02,4.43769
2022-07-03,3.98768
2022-07-04,28.83319
2022-07-05,28.30781
2022-07-06,24.35673
2022-07-07,24.01438
2022-07-08,58.10563
2022-07-09,8.07441
2022-07-10,6.12578
2022-07-11,35.28195
2022-07-12,25.50007
2022-07-13,25.23738
2022-07-14,21.09252
2022-07-15,23.42656
2022-07-16,2.62687
2022-07-17,2.59027
2022-07-18,24.16295
2022-07-19,19.59175
2022-07-20,22.9421
2022-07-21,18.83599
2022-07-22,15.50072
2022-07-23,2.09934
2022-07-24,2.18547
2022-07-25,15.04855
2022-07-26,13.31309
2022-07-27,14.59854
2022-07-28,13.65329
2022-07-29,12.35492
2022-07-30,1.96369
2022-07-31,1.57181
2022-08-01,11.57763
2022-08-02,11.3903
2022-08-03,10.96828
2022-08-04,11.28049
2022-08-05,10.47735
2022-08-06,1.58473
2022-08-07,1.223
2022-08-08,13.02456
2022-08-09,10.74435
2022-08-10,10.06825
2022-08-11,10.03811
2022-08-12,9.81418
2022-08-13,1.3608
2022-08-14,1.0572
2022-08-15,1.26606
2022-08-16,9.47613
2022-08-17,8.7785
2022-08-18,14.62653
2022-08-19,9.29095
2022-08-20,1.3608
2022-08-21,1.22946
2022-08-22,9.50197
2022-08-23,8.06795
2022-08-24,8.63423
2022-08-25,8.37801
2022-08-26,7.98398
2022-08-27,0.96677
2022-08-28,0.79667
2022-08-29,7.03012
2022-08-30,8.13039
2022-08-31,7.93445
2022-09-01,7.63301
2022-09-02,7.02581
2022-09-03,0.94524
2022-09-04,0.75576
2022-09-05,6.79973
2022-09-06,6.74805
2022-09-07,6.07195
2022-09-08,7.17438
2022-09-09,0.92155
2022-09-10,0.61796
2022-09-11,0.79452
2022-09-12,1.0572
2022-09-13,10.89076
2022-09-14,7.34448
2022-09-15,7.05596
2022-09-16,6.54781
2022-09-17,0.79667
2022-09-18,0.69116
2022-09-19,6.54565
2022-09-20,6.60594
2022-09-21,5.86525
2022-09-22,5.87171
2022-09-23,5.16547
2022-09-24,0.65671
2022-09-25,0.6115
2022-09-26,5.07288
2022-09-27,5.25375
2022-09-28,5.54658
2022-09-29,6.6081
2022-09-30,6.35617
2022-10-01,0.76868
2022-10-02,0.6115
2022-10-03,0.69547
2022-10-04,6.98705
2022-10-05,6.55857
2022-10-06,6.31742
2022-10-07,5.61333
2022-10-08,0.60719
2022-10-09,0.4414
2022-10-10,0.58351
2022-10-11,4.70253
2022-10-12,4.85326
2022-10-13,4.36879
2022-10-14,5.72745
2022-10-15,0.82466
2022-10-16,0.58566
2022-10-17,5.13963
2022-10-18,5.61979
2022-10-19,5.21068
2022-10-20,6.11071
2022-10-21,5.39155
2022-10-22,0.55982
2022-10-23,0.50169
2022-10-24,31.16939
2022-10-25,39.18136
2022-10-26,17.84122
2022-10-27,15.0141
2022-10-28,12.45612
2022-10-29,1.65148
2022-10-30,1.41679
2022-10-31,10.74004
2022-11-01,9.0541
2022-11-02,10.19744
2022-11-03,8.80434
2022-11-04,11.97381
2022-11-05,1.28759
2022-11-06,1.06151
2022-11-07,9.54503
2022-11-08,9.63762
2022-11-09,8.17991
2022-11-10,7.26697
2022-11-11,9.93475
2022-11-12,1.61057
2022-11-13,1.17778
2022-11-14,9.36632
2022-11-15,7.97752
2022-11-16,9.73881
2022-11-17,9.27588
2022-11-18,8.85386
2022-11-19,1.61488
2022-11-20,1.5589
2022-11-21,8.70098
2022-11-22,7.1184
2022-11-23,6.82126
2022-11-24,6.31526
2022-11-25,5.50997
2022-11-26,0.62872
2022-11-27,0.55121
2022-11-28,5.23437
2022-11-29,5.81357
2022-11-30,5.07503
2022-12-01,5.86094
2022-12-02,5.16762
2022-12-03,0.52968
2022-12-04,0.46723
2022-12-05,5.24729
2022-12-06,4.12764
2022-12-07,7.65023
2022-12-08,18.83599
2022-12-09,10.87139
2022-12-10,1.21869
2022-12-11,1.15625
2022-12-12,10.17806
2022-12-13,8.47059
2022-12-14,12.16114
2022-12-15,9.65484
2022-12-16,9.78618
2022-12-17,1.26822
2022-12-18,1.31559
2022-12-19,9.23712
2022-12-20,8.48136
2022-12-21,7.43276
2022-12-22,8.0335
2022-12-23,6.38201
2022-12-24,0.88926
2022-12-25,0.76437
2022-12-26,8.43399
2022-12-27,6.7825
2022-12-28,6.69638
2022-12-29,6.33249
2022-12-30,1.67947
2022-12-31,0.49307
2023-01-01,0.50599
2023-01-02,5.63055
2023-01-03,5.98798
2023-01-04,7.08395
2023-01-05,6.8514
2023-01-06,8.80864
2023-01-07,0.8871
2023-01-08,0.83112
2023-01-09,6.73513
2023-01-10,5.6607
2023-01-11,5.37648
2023-01-12,5.34849
2023-01-13,4.72837
2023-01-14,0.57705
2023-01-15,0.4414
2023-01-16,4.59918
2023-01-17,4.40755
2023-01-18,4.05012
2023-01-19,3.91447
2023-01-20,4.24606
2023-01-21,0.49307
2023-01-22,0.33804
2023-01-23,0.32943
2023-01-24,0.46077
2023-01-25,4.26759
2023-01-26,4.30204
2023-01-27,4.60995
2023-01-28,0.59427
2023-01-29,0.58781
2023-01-30,4.47214
2023-01-31,3.68623
2023-02-01,4.6121
2023-02-02,4.23529
2023-02-03,3.94892
2023-02-04,0.49953
2023-02-05,0.44355
2023-02-06,3.51829
2023-02-07,3.33742
2023-02-08,3.30297
2023-02-09,3.11995
2023-02-10,2.95415
2023-02-11,0.45216
2023-02-12,0.47585
2023-02-13,3.43431
2023-02-14,3.47307
2023-02-15,3.94462
2023-02-16,3.79389
2023-02-17,2.96061
2023-02-18,0.53398
2023-02-19,0.48446
2023-02-20,7.71913
2023-02-21,4.93938
2023-02-22,3.55058
2023-02-23,3.59149
2023-02-24,3.23837
2023-02-25,0.48231
2023-02-26,0.48015
2023-02-27,3.03382
2023-02-28,3.42139
2023-03-01,0.73423
2023-03-02,2.86372
2023-03-03,2.82281
2023-03-04,0.63088
2023-03-05,0.53183
2023-03-06,3.16947
2023-03-07,3.47092
2023-03-08,2.84434
2023-03-09,3.46661
2023-03-10,2.81204
2023-03-11,0.63088
2023-03-12,0.54906
2023-03-13,4.35803
2023-03-14,3.53982
2023-03-15,4.14055
2023-03-16,3.39771
2023-03-17,3.02521
2023-03-18,0.55551
2023-03-19,0.47369
2023-03-20,3.1221
2023-03-21,3.22761
2023-03-22,2.97999
2023-03-23,2.7453
2023-03-24,2.80343
2023-03-25,0.43709
2023-03-26,0.58135
2023-03-27,2.71515
2023-03-28,2.59027
2023-03-29,2.34696
2023-03-30,2.84434
2023-03-31,2.42878
2023-04-01,0.45216
2023-04-02,0.37895
2023-04-03,2.39648
2023-04-04,2.59027
2023-04-05,3.3568
2023-04-06,3.24268
2023-04-07,2.713
2023-04-08,0.45432
2023-04-09,0.39833
2023-04-10,2.41586
2023-04-11,2.73238
2023-04-12,2.77329
2023-04-13,2.6118
2023-04-14,3.458
2023-04-15,0.77083
2023-04-16,0.68471
2023-04-17,3.78528
2023-04-18,6.84494
2023-04-19,4.45061
2023-04-20,3.22761
2023-04-21,2.46969
2023-04-22,0.42417
2023-04-23,0.28852
2023-04-24,2.40294
2023-04-25,2.13379
2023-04-26,2.1747
2023-04-27,2.22853
2023-04-28,2.16394
2023-04-29,0.30575
2023-04-30,0.2756
2023-05-01,0.52968
2023-05-02,2.04121
2023-05-03,1.84311
2023-05-04,1.95077
2023-05-05,0.31436
2023-05-06,0.22177
2023-05-07,0.14856
2023-05-08,1.87111
2023-05-09,1.74837
2023-05-10,1.75268
2023-05-11,1.5589
2023-05-12,1.41463
2023-05-13,0.18732
2023-05-14,0.13134
2023-05-15,1.49215
2023-05-16,1.54167
2023-05-17,2.82066
2023-05-18,2.28236
2023-05-19,1.90125
2023-05-20,0.22823
2023-05-21,0.19593
2023-05-22,1.72684
2023-05-23,1.81082
2023-05-24,1.62134
2023-05-25,1.41248
2023-05-26,1.80866
2023-05-27,0.19163
2023-05-28,0.13565
2023-05-29,0.26699
2023-05-30,1.78067
2023-05-31,1.56105
2023-06-01,1.63641
2023-06-02,1.56966
