date,법무사수수료
2021-03-01,28.81944
2021-03-02,70.48611
2021-03-03,61.80555
2021-03-04,58.68055
2021-03-05,61.11111
2021-03-06,32.29166
2021-03-07,18.40277
2021-03-08,66.66666
2021-03-09,77.77777
2021-03-10,55.20833
2021-03-11,55.20833
2021-03-12,61.80555
2021-03-13,30.90277
2021-03-14,20.13888
2021-03-15,68.40277
2021-03-16,71.18055
2021-03-17,61.11111
2021-03-18,56.59722
2021-03-19,59.375
2021-03-20,26.73611
2021-03-21,24.30555
2021-03-22,76.73611
2021-03-23,62.5
2021-03-24,61.11111
2021-03-25,63.88888
2021-03-26,65.97222
2021-03-27,29.86111
2021-03-28,16.66666
2021-03-29,77.43055
2021-03-30,62.5
2021-03-31,65.625
2021-04-01,64.93055
2021-04-02,52.77777
2021-04-03,25.69444
2021-04-04,21.875
2021-04-05,66.31944
2021-04-06,53.81944
2021-04-07,55.55555
2021-04-08,55.55555
2021-04-09,51.73611
2021-04-10,20.83333
2021-04-11,17.01388
2021-04-12,55.20833
2021-04-13,56.59722
2021-04-14,60.41666
2021-04-15,53.47222
2021-04-16,56.59722
2021-04-17,21.875
2021-04-18,26.38888
2021-04-19,67.36111
2021-04-20,60.06944
2021-04-21,64.23611
2021-04-22,53.81944
2021-04-23,54.86111
2021-04-24,22.91666
2021-04-25,17.70833
2021-04-26,69.44444
2021-04-27,69.44444
2021-04-28,61.45833
2021-04-29,54.51388
2021-04-30,67.70833
2021-05-01,22.91666
2021-05-02,26.04166
2021-05-03,63.54166
2021-05-04,51.04166
2021-05-05,27.77777
2021-05-06,64.58333
2021-05-07,52.43055
2021-05-08,31.94444
2021-05-09,16.66666
2021-05-10,72.91666
2021-05-11,68.40277
2021-05-12,60.76388
2021-05-13,57.63888
2021-05-14,60.76388
2021-05-15,29.86111
2021-05-16,23.26388
2021-05-17,58.68055
2021-05-18,55.90277
2021-05-19,28.81944
2021-05-20,63.19444
2021-05-21,61.11111
2021-05-22,30.90277
2021-05-23,22.91666
2021-05-24,69.09722
2021-05-25,62.5
2021-05-26,81.25
2021-05-27,67.36111
2021-05-28,57.98611
2021-05-29,14.93055
2021-05-30,22.22222
2021-05-31,70.83333
2021-06-01,50.34722
2021-06-02,43.40277
2021-06-03,55.55555
2021-06-04,38.54166
2021-06-05,19.44444
2021-06-06,12.5
2021-06-07,48.26388
2021-06-08,45.83333
2021-06-09,45.83333
2021-06-10,56.25
2021-06-11,40.97222
2021-06-12,22.56944
2021-06-13,18.40277
2021-06-14,42.70833
2021-06-15,39.23611
2021-06-16,46.875
2021-06-17,51.38888
2021-06-18,42.01388
2021-06-19,28.125
2021-06-20,15.27777
2021-06-21,52.08333
2021-06-22,53.47222
2021-06-23,42.36111
2021-06-24,56.94444
2021-06-25,36.80555
2021-06-26,18.75
2021-06-27,15.27777
2021-06-28,63.88888
2021-06-29,55.90277
2021-06-30,58.33333
2021-07-01,47.91666
2021-07-02,39.23611
2021-07-03,16.31944
2021-07-04,14.93055
2021-07-05,40.97222
2021-07-06,47.91666
2021-07-07,44.79166
2021-07-08,51.04166
2021-07-09,43.75
2021-07-10,17.36111
2021-07-11,15.27777
2021-07-12,53.47222
2021-07-13,55.55555
2021-07-14,42.01388
2021-07-15,39.58333
2021-07-16,40.625
2021-07-17,16.66666
2021-07-18,15.625
2021-07-19,49.65277
2021-07-20,59.72222
2021-07-21,50.0
2021-07-22,51.04166
2021-07-23,41.66666
2021-07-24,15.625
2021-07-25,13.88888
2021-07-26,51.73611
2021-07-27,48.95833
2021-07-28,56.25
2021-07-29,46.52777
2021-07-30,53.81944
2021-07-31,12.5
2021-08-01,17.36111
2021-08-02,47.22222
2021-08-03,37.84722
2021-08-04,54.16666
2021-08-05,48.26388
2021-08-06,38.54166
2021-08-07,18.05555
2021-08-08,13.88888
2021-08-09,43.75
2021-08-10,52.43055
2021-08-11,43.40277
2021-08-12,53.81944
2021-08-13,44.79166
2021-08-14,19.44444
2021-08-15,13.54166
2021-08-16,26.04166
2021-08-17,49.65277
2021-08-18,56.59722
2021-08-19,42.70833
2021-08-20,51.73611
2021-08-21,20.13888
2021-08-22,20.48611
2021-08-23,55.55555
2021-08-24,52.43055
2021-08-25,50.0
2021-08-26,52.77777
2021-08-27,52.77777
2021-08-28,18.05555
2021-08-29,18.75
2021-08-30,48.61111
2021-08-31,48.95833
2021-09-01,38.88888
2021-09-02,42.01388
2021-09-03,44.09722
2021-09-04,23.26388
2021-09-05,17.36111
2021-09-06,52.43055
2021-09-07,47.22222
2021-09-08,51.38888
2021-09-09,48.95833
2021-09-10,39.93055
2021-09-11,17.36111
2021-09-12,14.23611
2021-09-13,48.95833
2021-09-14,48.95833
2021-09-15,53.47222
2021-09-16,42.36111
2021-09-17,31.25
2021-09-18,11.45833
2021-09-19,10.06944
2021-09-20,8.68055
2021-09-21,11.80555
2021-09-22,11.11111
2021-09-23,56.59722
2021-09-24,45.13888
2021-09-25,18.40277
2021-09-26,19.79166
2021-09-27,52.43055
2021-09-28,56.25
2021-09-29,53.81944
2021-09-30,52.08333
2021-10-01,45.48611
2021-10-02,15.625
2021-10-03,12.5
2021-10-04,17.70833
2021-10-05,50.0
2021-10-06,47.91666
2021-10-07,48.95833
2021-10-08,38.19444
2021-10-09,24.65277
2021-10-10,13.19444
2021-10-11,23.61111
2021-10-12,54.16666
2021-10-13,56.25
2021-10-14,53.47222
2021-10-15,54.86111
2021-10-16,20.83333
2021-10-17,18.05555
2021-10-18,40.625
2021-10-19,49.65277
2021-10-20,42.36111
2021-10-21,45.83333
2021-10-22,40.97222
2021-10-23,18.05555
2021-10-24,14.93055
2021-10-25,42.70833
2021-10-26,59.72222
2021-10-27,47.22222
2021-10-28,42.01388
2021-10-29,43.75
2021-10-30,17.36111
2021-10-31,16.66666
2021-11-01,50.34722
2021-11-02,54.86111
2021-11-03,42.70833
2021-11-04,32.63888
2021-11-05,34.375
2021-11-06,10.06944
2021-11-07,11.80555
2021-11-08,47.22222
2021-11-09,42.01388
2021-11-10,42.01388
2021-11-11,43.40277
2021-11-12,36.11111
2021-11-13,14.23611
2021-11-14,12.5
2021-11-15,54.16666
2021-11-16,53.47222
2021-11-17,42.36111
2021-11-18,39.23611
2021-11-19,36.11111
2021-11-20,16.66666
2021-11-21,16.66666
2021-11-22,43.05555
2021-11-23,52.43055
2021-11-24,50.69444
2021-11-25,44.09722
2021-11-26,32.63888
2021-11-27,14.58333
2021-11-28,18.05555
2021-11-29,47.22222
2021-11-30,45.83333
2021-12-01,33.68055
2021-12-02,43.75
2021-12-03,32.29166
2021-12-04,13.88888
2021-12-05,12.84722
2021-12-06,36.11111
2021-12-07,45.83333
2021-12-08,38.88888
2021-12-09,41.31944
2021-12-10,43.05555
2021-12-11,13.19444
2021-12-12,18.75
2021-12-13,39.23611
2021-12-14,37.84722
2021-12-15,47.91666
2021-12-16,45.48611
2021-12-17,34.375
2021-12-18,12.15277
2021-12-19,12.15277
2021-12-20,48.61111
2021-12-21,47.22222
2021-12-22,42.70833
2021-12-23,45.13888
2021-12-24,30.55555
2021-12-25,7.29166
2021-12-26,18.05555
2021-12-27,44.44444
2021-12-28,45.48611
2021-12-29,37.15277
2021-12-30,29.86111
2021-12-31,27.43055
2022-01-01,8.68055
2022-01-02,10.06944
2022-01-03,38.19444
2022-01-04,35.76388
2022-01-05,37.5
2022-01-06,40.27777
2022-01-07,39.93055
2022-01-08,15.625
2022-01-09,19.09722
2022-01-10,42.70833
2022-01-11,43.40277
2022-01-12,36.45833
2022-01-13,39.23611
2022-01-14,40.27777
2022-01-15,12.15277
2022-01-16,12.84722
2022-01-17,42.70833
2022-01-18,45.48611
2022-01-19,42.36111
2022-01-20,38.19444
2022-01-21,46.18055
2022-01-22,12.5
2022-01-23,16.31944
2022-01-24,41.31944
2022-01-25,33.33333
2022-01-26,36.45833
2022-01-27,35.76388
2022-01-28,25.34722
2022-01-29,8.33333
2022-01-30,8.33333
2022-01-31,8.33333
2022-02-01,8.33333
2022-02-02,10.41666
2022-02-03,43.05555
2022-02-04,42.01388
2022-02-05,17.70833
2022-02-06,12.15277
2022-02-07,48.95833
2022-02-08,45.48611
2022-02-09,45.83333
2022-02-10,53.47222
2022-02-11,43.75
2022-02-12,15.27777
2022-02-13,23.26388
2022-02-14,46.52777
2022-02-15,53.125
2022-02-16,46.18055
2022-02-17,46.875
2022-02-18,42.01388
2022-02-19,17.01388
2022-02-20,15.97222
2022-02-21,48.95833
2022-02-22,48.95833
2022-02-23,42.36111
2022-02-24,39.23611
2022-02-25,48.95833
2022-02-26,20.13888
2022-02-27,13.19444
2022-02-28,45.13888
2022-03-01,20.13888
2022-03-02,33.33333
2022-03-03,49.65277
2022-03-04,37.5
2022-03-05,23.61111
2022-03-06,17.36111
2022-03-07,41.66666
2022-03-08,44.44444
2022-03-09,15.625
2022-03-10,36.11111
2022-03-11,35.06944
2022-03-12,15.27777
2022-03-13,18.75
2022-03-14,44.79166
2022-03-15,48.95833
2022-03-16,44.44444
2022-03-17,36.80555
2022-03-18,38.88888
2022-03-19,23.95833
2022-03-20,14.58333
2022-03-21,38.54166
2022-03-22,50.34722
2022-03-23,39.93055
2022-03-24,48.26388
2022-03-25,44.44444
2022-03-26,15.625
2022-03-27,9.375
2022-03-28,52.08333
2022-03-29,45.13888
2022-03-30,46.875
2022-03-31,50.69444
2022-04-01,42.70833
2022-04-02,19.79166
2022-04-03,16.66666
2022-04-04,46.875
2022-04-05,39.58333
2022-04-06,40.97222
2022-04-07,50.0
2022-04-08,42.36111
2022-04-09,16.66666
2022-04-10,13.88888
2022-04-11,48.61111
2022-04-12,36.80555
2022-04-13,46.52777
2022-04-14,49.65277
2022-04-15,42.01388
2022-04-16,18.40277
2022-04-17,10.76388
2022-04-18,46.875
2022-04-19,53.125
2022-04-20,45.48611
2022-04-21,48.95833
2022-04-22,42.01388
2022-04-23,16.31944
2022-04-24,16.31944
2022-04-25,49.30555
2022-04-26,49.30555
2022-04-27,54.51388
2022-04-28,40.625
2022-04-29,39.93055
2022-04-30,14.93055
2022-05-01,8.33333
2022-05-02,42.01388
2022-05-03,36.80555
2022-05-04,34.02777
2022-05-05,16.31944
2022-05-06,37.84722
2022-05-07,19.44444
2022-05-08,11.11111
2022-05-09,53.125
2022-05-10,44.44444
2022-05-11,46.52777
2022-05-12,52.77777
2022-05-13,45.48611
2022-05-14,14.58333
2022-05-15,23.26388
2022-05-16,48.26388
2022-05-17,54.16666
2022-05-18,52.77777
2022-05-19,46.875
2022-05-20,43.75
2022-05-21,17.01388
2022-05-22,10.76388
2022-05-23,51.38888
2022-05-24,60.06944
2022-05-25,43.75
2022-05-26,42.70833
2022-05-27,39.93055
2022-05-28,19.09722
2022-05-29,16.66666
2022-05-30,52.77777
2022-05-31,44.09722
2022-06-01,21.52777
2022-06-02,39.23611
2022-06-03,37.84722
2022-06-04,9.72222
2022-06-05,10.06944
2022-06-06,17.01388
2022-06-07,47.22222
2022-06-08,42.01388
2022-06-09,48.61111
2022-06-10,37.84722
2022-06-11,15.97222
2022-06-12,14.93055
2022-06-13,40.625
2022-06-14,43.05555
2022-06-15,35.76388
2022-06-16,31.59722
2022-06-17,44.44444
2022-06-18,15.27777
2022-06-19,18.40277
2022-06-20,42.70833
2022-06-21,40.97222
2022-06-22,37.5
2022-06-23,36.45833
2022-06-24,37.5
2022-06-25,13.19444
2022-06-26,12.5
2022-06-27,37.84722
2022-06-28,47.56944
2022-06-29,31.59722
2022-06-30,40.97222
2022-07-01,32.29166
2022-07-02,10.76388
2022-07-03,10.76388
2022-07-04,39.58333
2022-07-05,28.125
2022-07-06,36.45833
2022-07-07,36.80555
2022-07-08,22.22222
2022-07-09,12.5
2022-07-10,9.02777
2022-07-11,35.06944
2022-07-12,34.375
2022-07-13,37.5
2022-07-14,35.41666
2022-07-15,34.72222
2022-07-16,12.84722
2022-07-17,8.33333
2022-07-18,37.5
2022-07-19,40.27777
2022-07-20,46.875
2022-07-21,39.93055
2022-07-22,30.20833
2022-07-23,11.80555
2022-07-24,9.02777
2022-07-25,36.80555
2022-07-26,44.79166
2022-07-27,43.75
2022-07-28,39.58333
2022-07-29,36.11111
2022-07-30,10.41666
2022-07-31,11.11111
2022-08-01,28.81944
2022-08-02,35.41666
2022-08-03,36.45833
2022-08-04,26.04166
2022-08-05,28.47222
2022-08-06,13.88888
2022-08-07,8.33333
2022-08-08,37.5
2022-08-09,27.77777
2022-08-10,37.15277
2022-08-11,40.27777
2022-08-12,29.16666
2022-08-13,9.02777
2022-08-14,9.375
2022-08-15,9.375
2022-08-16,36.11111
2022-08-17,34.375
2022-08-18,28.81944
2022-08-19,27.43055
2022-08-20,8.68055
2022-08-21,9.02777
2022-08-22,31.25
2022-08-23,32.29166
2022-08-24,35.06944
2022-08-25,27.77777
2022-08-26,34.02777
2022-08-27,11.80555
2022-08-28,13.88888
2022-08-29,29.86111
2022-08-30,30.90277
2022-08-31,31.59722
2022-09-01,25.34722
2022-09-02,29.86111
2022-09-03,11.45833
2022-09-04,9.02777
2022-09-05,26.73611
2022-09-06,29.86111
2022-09-07,24.30555
2022-09-08,19.44444
2022-09-09,2.08333
2022-09-10,5.55555
2022-09-11,5.55555
2022-09-12,12.15277
2022-09-13,31.94444
2022-09-14,40.27777
2022-09-15,36.45833
2022-09-16,30.20833
2022-09-17,16.66666
2022-09-18,6.94444
2022-09-19,36.80555
2022-09-20,29.51388
2022-09-21,35.06944
2022-09-22,32.63888
2022-09-23,25.34722
2022-09-24,9.72222
2022-09-25,14.93055
2022-09-26,41.31944
2022-09-27,28.47222
2022-09-28,35.41666
2022-09-29,31.59722
2022-09-30,29.16666
2022-10-01,9.72222
2022-10-02,6.59722
2022-10-03,11.45833
2022-10-04,24.30555
2022-10-05,25.34722
2022-10-06,28.81944
2022-10-07,31.25
2022-10-08,13.19444
2022-10-09,13.54166
2022-10-10,15.27777
2022-10-11,38.19444
2022-10-12,37.15277
2022-10-13,33.33333
2022-10-14,37.84722
2022-10-15,13.54166
2022-10-16,6.25
2022-10-17,31.94444
2022-10-18,36.11111
2022-10-19,37.15277
2022-10-20,35.06944
2022-10-21,28.47222
2022-10-22,13.54166
2022-10-23,7.98611
2022-10-24,32.63888
2022-10-25,33.33333
2022-10-26,34.375
2022-10-27,27.77777
2022-10-28,25.34722
2022-10-29,8.68055
2022-10-30,9.02777
2022-10-31,29.16666
2022-11-01,28.47222
2022-11-02,23.95833
2022-11-03,23.95833
2022-11-04,22.91666
2022-11-05,7.29166
2022-11-06,11.80555
2022-11-07,27.08333
2022-11-08,33.33333
2022-11-09,22.22222
2022-11-10,28.125
2022-11-11,27.08333
2022-11-12,8.33333
2022-11-13,7.63888
2022-11-14,26.04166
2022-11-15,33.33333
2022-11-16,31.59722
2022-11-17,32.63888
2022-11-18,24.30555
2022-11-19,5.55555
2022-11-20,5.90277
2022-11-21,40.625
2022-11-22,28.47222
2022-11-23,28.47222
2022-11-24,27.08333
2022-11-25,21.18055
2022-11-26,9.02777
2022-11-27,7.63888
2022-11-28,23.61111
2022-11-29,38.54166
2022-11-30,30.55555
2022-12-01,24.65277
2022-12-02,27.77777
2022-12-03,7.29166
2022-12-04,8.33333
2022-12-05,26.38888
2022-12-06,36.45833
2022-12-07,27.08333
2022-12-08,29.16666
2022-12-09,24.65277
2022-12-10,10.06944
2022-12-11,9.02777
2022-12-12,29.16666
2022-12-13,29.16666
2022-12-14,29.86111
2022-12-15,32.98611
2022-12-16,36.80555
2022-12-17,16.31944
2022-12-18,7.98611
2022-12-19,26.73611
2022-12-20,33.68055
2022-12-21,28.125
2022-12-22,32.98611
2022-12-23,15.97222
2022-12-24,9.02777
2022-12-25,8.33333
2022-12-26,32.98611
2022-12-27,30.90277
2022-12-28,31.59722
2022-12-29,30.20833
2022-12-30,18.40277
2022-12-31,7.29166
2023-01-01,4.51388
2023-01-02,27.43055
2023-01-03,25.69444
2023-01-04,23.26388
2023-01-05,30.20833
2023-01-06,19.44444
2023-01-07,12.84722
2023-01-08,11.80555
2023-01-09,28.125
2023-01-10,28.125
2023-01-11,25.69444
2023-01-12,34.02777
2023-01-13,29.86111
2023-01-14,10.76388
2023-01-15,7.63888
2023-01-16,31.94444
2023-01-17,32.98611
2023-01-18,24.65277
2023-01-19,27.08333
2023-01-20,17.70833
2023-01-21,8.33333
2023-01-22,7.29166
2023-01-23,5.55555
2023-01-24,5.90277
2023-01-25,30.20833
2023-01-26,37.84722
2023-01-27,32.98611
2023-01-28,13.54166
2023-01-29,16.31944
2023-01-30,33.33333
2023-01-31,31.25
2023-02-01,31.25
2023-02-02,28.125
2023-02-03,22.91666
2023-02-04,13.19444
2023-02-05,15.97222
2023-02-06,34.375
2023-02-07,41.31944
2023-02-08,28.47222
2023-02-09,31.59722
2023-02-10,33.68055
2023-02-11,11.80555
2023-02-12,13.54166
2023-02-13,31.25
2023-02-14,35.41666
2023-02-15,35.76388
2023-02-16,37.84722
2023-02-17,24.65277
2023-02-18,17.36111
2023-02-19,17.70833
2023-02-20,46.52777
2023-02-21,42.36111
2023-02-22,35.06944
2023-02-23,39.93055
2023-02-24,37.15277
2023-02-25,18.05555
2023-02-26,14.58333
2023-02-27,36.45833
2023-02-28,36.45833
2023-03-01,14.23611
2023-03-02,32.98611
2023-03-03,34.72222
2023-03-04,17.70833
2023-03-05,12.15277
2023-03-06,36.11111
2023-03-07,37.15277
2023-03-08,41.31944
2023-03-09,40.625
2023-03-10,27.77777
2023-03-11,14.58333
2023-03-12,16.31944
2023-03-13,43.75
2023-03-14,35.76388
2023-03-15,40.625
2023-03-16,30.90277
2023-03-17,35.06944
2023-03-18,13.88888
2023-03-19,9.72222
2023-03-20,43.05555
2023-03-21,38.54166
2023-03-22,36.11111
2023-03-23,43.75
2023-03-24,40.27777
2023-03-25,17.70833
2023-03-26,16.31944
2023-03-27,37.15277
2023-03-28,38.19444
2023-03-29,39.58333
2023-03-30,42.70833
2023-03-31,30.55555
2023-04-01,13.88888
2023-04-02,11.80555
2023-04-03,41.31944
2023-04-04,42.70833
2023-04-05,32.98611
2023-04-06,38.88888
2023-04-07,36.45833
2023-04-08,20.13888
2023-04-09,10.76388
2023-04-10,38.54166
2023-04-11,40.97222
2023-04-12,44.44444
2023-04-13,38.54166
2023-04-14,36.80555
2023-04-15,15.625
2023-04-16,13.19444
2023-04-17,46.875
2023-04-18,39.23611
2023-04-19,36.11111
2023-04-20,46.18055
2023-04-21,26.73611
2023-04-22,13.19444
2023-04-23,15.27777
2023-04-24,44.44444
2023-04-25,38.54166
2023-04-26,38.54166
2023-04-27,32.98611
2023-04-28,33.33333
2023-04-29,12.5
2023-04-30,9.02777
2023-05-01,27.77777
2023-05-02,45.13888
2023-05-03,36.45833
2023-05-04,36.11111
2023-05-05,15.27777
2023-05-06,9.72222
2023-05-07,9.72222
2023-05-08,35.06944
2023-05-09,43.05555
2023-05-10,35.76388
2023-05-11,37.15277
2023-05-12,28.81944
2023-05-13,13.19444
2023-05-14,11.45833
2023-05-15,38.88888
2023-05-16,41.31944
2023-05-17,42.01388
2023-05-18,36.45833
2023-05-19,39.23611
2023-05-20,11.80555
2023-05-21,11.80555
2023-05-22,44.09722
2023-05-23,40.97222
2023-05-24,43.75
2023-05-25,40.97222
2023-05-26,40.27777
2023-05-27,12.15277
2023-05-28,9.375
2023-05-29,13.54166
2023-05-30,47.91666
2023-05-31,39.93055
2023-06-01,39.23611
2023-06-02,35.06944
2023-06-03,16.31944
2023-06-04,7.63888
2023-06-05,31.94444
2023-06-06,14.93055
2023-06-07,43.75
2023-06-08,37.15277
