date,INVESTMENT
2021-03-10,88.30985
2021-03-11,84.92957
2021-03-12,75.49295
2021-03-13,54.22535
2021-03-14,61.40845
2021-03-15,85.77464
2021-03-16,83.80281
2021-03-17,88.4507
2021-03-18,79.85915
2021-03-19,65.07042
2021-03-20,57.46478
2021-03-21,56.47887
2021-03-22,80.70422
2021-03-23,76.9014
2021-03-24,70.28169
2021-03-25,67.74647
2021-03-26,56.19718
2021-03-27,44.50704
2021-03-28,49.7183
2021-03-29,68.16901
2021-03-30,65.6338
2021-03-31,65.49295
2021-04-01,60.98591
2021-04-02,55.35211
2021-04-03,43.94366
2021-04-04,48.16901
2021-04-05,64.0845
2021-04-06,76.19718
2021-04-07,72.8169
2021-04-08,67.88732
2021-04-09,59.85915
2021-04-10,53.23943
2021-04-11,56.61971
2021-04-12,68.16901
2021-04-13,75.91549
2021-04-14,71.12676
2021-04-15,69.57746
2021-04-16,66.47887
2021-04-17,58.4507
2021-04-18,57.04225
2021-04-19,80.42253
2021-04-20,72.95774
2021-04-21,72.8169
2021-04-22,76.47887
2021-04-23,60.70422
2021-04-24,51.12676
2021-04-25,56.47887
2021-04-26,70.28169
2021-04-27,64.50704
2021-04-28,62.25352
2021-04-29,52.95774
2021-04-30,39.85915
2021-05-01,32.11267
2021-05-02,34.50704
2021-05-03,47.88732
2021-05-04,53.80281
2021-05-05,38.16901
2021-05-06,52.8169
2021-05-07,53.38028
2021-05-08,33.66197
2021-05-09,40.98591
2021-05-10,61.97183
2021-05-11,61.40845
2021-05-12,62.39436
2021-05-13,61.40845
2021-05-14,53.09859
2021-05-15,33.66197
2021-05-16,36.9014
2021-05-17,63.23943
2021-05-18,59.57746
2021-05-19,41.2676
2021-05-20,57.60563
2021-05-21,54.22535
2021-05-22,34.36619
2021-05-23,39.01408
2021-05-24,57.32394
2021-05-25,64.78873
2021-05-26,60.42253
2021-05-27,55.6338
2021-05-28,52.67605
2021-05-29,41.40845
2021-05-30,36.05633
2021-05-31,50.42253
2021-06-01,63.09859
2021-06-02,54.22535
2021-06-03,51.40845
2021-06-04,52.8169
2021-06-05,37.46478
2021-06-06,38.73239
2021-06-07,56.9014
2021-06-08,60.98591
2021-06-09,58.16901
2021-06-10,62.39436
2021-06-11,52.53521
2021-06-12,32.95774
2021-06-13,40.84507
2021-06-14,59.43661
2021-06-15,55.49295
2021-06-16,52.95774
2021-06-17,49.85915
2021-06-18,47.46478
2021-06-19,32.53521
2021-06-20,31.12676
2021-06-21,52.39436
2021-06-22,57.04225
2021-06-23,47.04225
2021-06-24,50.84507
2021-06-25,46.05633
2021-06-26,36.19718
2021-06-27,34.78873
2021-06-28,50.14084
2021-06-29,47.32394
2021-06-30,48.30985
2021-07-01,43.52112
2021-07-02,33.94366
2021-07-03,23.23943
2021-07-04,21.83098
2021-07-05,49.01408
2021-07-06,49.01408
2021-07-07,61.54929
2021-07-08,52.39436
2021-07-09,53.80281
2021-07-10,31.83098
2021-07-11,36.76056
2021-07-12,57.18309
2021-07-13,60.0
2021-07-14,65.77464
2021-07-15,67.32394
2021-07-16,53.38028
2021-07-17,39.01408
2021-07-18,37.04225
2021-07-19,67.60563
2021-07-20,69.7183
2021-07-21,72.39436
2021-07-22,66.61971
2021-07-23,67.74647
2021-07-24,42.95774
2021-07-25,37.18309
2021-07-26,67.74647
2021-07-27,68.16901
2021-07-28,66.61971
2021-07-29,60.42253
2021-07-30,46.61971
2021-07-31,32.25352
2021-08-01,30.28169
2021-08-02,58.73239
2021-08-03,65.77464
2021-08-04,66.05633
2021-08-05,63.09859
2021-08-06,58.30985
2021-08-07,42.95774
2021-08-08,38.30985
2021-08-09,65.91549
2021-08-10,65.07042
2021-08-11,66.76056
2021-08-12,69.7183
2021-08-13,57.74647
2021-08-14,32.53521
2021-08-15,33.80281
2021-08-16,45.07042
2021-08-17,59.85915
2021-08-18,59.29577
2021-08-19,62.95774
2021-08-20,54.64788
2021-08-21,43.09859
2021-08-22,37.32394
2021-08-23,56.76056
2021-08-24,57.04225
2021-08-25,57.32394
2021-08-26,55.07042
2021-08-27,45.49295
2021-08-28,32.25352
2021-08-29,35.49295
2021-08-30,50.0
2021-08-31,46.61971
2021-09-01,47.74647
2021-09-02,56.76056
2021-09-03,52.39436
2021-09-04,37.32394
2021-09-05,32.8169
2021-09-06,52.8169
2021-09-07,62.8169
2021-09-08,58.87323
2021-09-09,48.73239
2021-09-10,46.47887
2021-09-11,37.46478
2021-09-12,33.52112
2021-09-13,64.22535
2021-09-14,53.38028
2021-09-15,55.35211
2021-09-16,43.94366
2021-09-17,42.39436
2021-09-18,28.4507
2021-09-19,24.92957
2021-09-20,25.91549
2021-09-21,24.0845
2021-09-22,35.35211
2021-09-23,50.42253
2021-09-24,47.18309
2021-09-25,32.95774
2021-09-26,33.66197
2021-09-27,48.16901
2021-09-28,55.6338
2021-09-29,51.12676
2021-09-30,52.95774
2021-10-01,35.07042
2021-10-02,33.52112
2021-10-03,34.50704
2021-10-04,43.23943
2021-10-05,52.67605
2021-10-06,47.18309
2021-10-07,50.28169
2021-10-08,44.50704
2021-10-09,34.0845
2021-10-10,30.42253
2021-10-11,43.09859
2021-10-12,58.73239
2021-10-13,57.32394
2021-10-14,64.64788
2021-10-15,44.64788
2021-10-16,35.91549
2021-10-17,40.56338
2021-10-18,62.39436
2021-10-19,59.29577
2021-10-20,57.18309
2021-10-21,57.88732
2021-10-22,44.22535
2021-10-23,33.38028
2021-10-24,37.18309
2021-10-25,56.05633
2021-10-26,52.95774
2021-10-27,56.05633
2021-10-28,47.88732
2021-10-29,40.70422
2021-10-30,27.04225
2021-10-31,31.97183
2021-11-01,48.87323
2021-11-02,50.84507
2021-11-03,61.12676
2021-11-04,60.98591
2021-11-05,46.61971
2021-11-06,30.70422
2021-11-07,33.94366
2021-11-08,52.67605
2021-11-09,48.87323
2021-11-10,46.05633
2021-11-11,62.67605
2021-11-12,42.95774
2021-11-13,28.73239
2021-11-14,34.92957
2021-11-15,54.0845
2021-11-16,53.80281
2021-11-17,54.36619
2021-11-18,51.40845
2021-11-19,35.77464
2021-11-20,27.32394
2021-11-21,24.64788
2021-11-22,42.95774
2021-11-23,48.4507
2021-11-24,48.16901
2021-11-25,44.0845
2021-11-26,37.60563
2021-11-27,24.92957
2021-11-28,31.12676
2021-11-29,47.74647
2021-11-30,42.11267
2021-12-01,43.80281
2021-12-02,47.46478
2021-12-03,45.21126
2021-12-04,36.05633
2021-12-05,39.57746
2021-12-06,51.83098
2021-12-07,48.87323
2021-12-08,49.7183
2021-12-09,45.35211
2021-12-10,41.97183
2021-12-11,30.14084
2021-12-12,29.29577
2021-12-13,46.9014
2021-12-14,47.46478
2021-12-15,48.30985
2021-12-16,42.95774
2021-12-17,39.29577
2021-12-18,27.32394
2021-12-19,26.47887
2021-12-20,41.12676
2021-12-21,43.94366
2021-12-22,41.2676
2021-12-23,41.83098
2021-12-24,34.64788
2021-12-25,22.53521
2021-12-26,29.7183
2021-12-27,48.30985
2021-12-28,50.0
2021-12-29,49.43661
2021-12-30,52.25352
2021-12-31,28.16901
2022-01-01,23.66197
2022-01-02,34.0845
2022-01-03,60.56338
2022-01-04,71.97183
2022-01-05,74.50704
2022-01-06,73.80281
2022-01-07,71.83098
2022-01-08,41.12676
2022-01-09,40.14084
2022-01-10,88.02816
2022-01-11,85.21126
2022-01-12,70.84507
2022-01-13,72.53521
2022-01-14,63.80281
2022-01-15,39.01408
2022-01-16,38.4507
2022-01-17,71.83098
2022-01-18,72.67605
2022-01-19,68.16901
2022-01-20,69.85915
2022-01-21,70.28169
2022-01-22,41.83098
2022-01-23,40.56338
2022-01-24,67.04225
2022-01-25,71.83098
2022-01-26,66.05633
2022-01-27,67.88732
2022-01-28,46.61971
2022-01-29,28.16901
2022-01-30,23.80281
2022-01-31,25.6338
2022-02-01,23.23943
2022-02-02,39.85915
2022-02-03,59.85915
2022-02-04,74.0845
2022-02-05,42.39436
2022-02-06,53.38028
2022-02-07,68.4507
2022-02-08,70.56338
2022-02-09,63.09859
2022-02-10,68.16901
2022-02-11,60.56338
2022-02-12,39.15492
2022-02-13,42.8169
2022-02-14,64.0845
2022-02-15,68.16901
2022-02-16,66.76056
2022-02-17,66.61971
2022-02-18,55.6338
2022-02-19,39.57746
2022-02-20,37.18309
2022-02-21,65.6338
2022-02-22,62.67605
2022-02-23,66.61971
2022-02-24,63.80281
2022-02-25,57.32394
2022-02-26,44.64788
2022-02-27,34.0845
2022-02-28,47.88732
2022-03-01,41.97183
2022-03-02,50.70422
2022-03-03,58.02816
2022-03-04,45.49295
2022-03-05,38.4507
2022-03-06,43.23943
2022-03-07,58.16901
2022-03-08,59.43661
2022-03-09,36.47887
2022-03-10,59.43661
2022-03-11,49.01408
2022-03-12,37.60563
2022-03-13,40.84507
2022-03-14,58.59154
2022-03-15,62.39436
2022-03-16,60.0
2022-03-17,58.4507
2022-03-18,50.28169
2022-03-19,33.66197
2022-03-20,41.54929
2022-03-21,66.05633
2022-03-22,60.56338
2022-03-23,58.73239
2022-03-24,50.28169
2022-03-25,47.04225
2022-03-26,35.21126
2022-03-27,33.09859
2022-03-28,52.39436
2022-03-29,53.66197
2022-03-30,48.87323
2022-03-31,40.28169
2022-04-01,35.77464
2022-04-02,27.88732
2022-04-03,35.6338
2022-04-04,54.64788
2022-04-05,50.14084
2022-04-06,48.59154
2022-04-07,49.15492
2022-04-08,44.64788
2022-04-09,33.94366
2022-04-10,30.42253
2022-04-11,50.98591
2022-04-12,43.66197
2022-04-13,54.92957
2022-04-14,50.70422
2022-04-15,47.60563
2022-04-16,34.22535
2022-04-17,36.47887
2022-04-18,52.67605
2022-04-19,57.88732
2022-04-20,53.23943
2022-04-21,55.07042
2022-04-22,46.47887
2022-04-23,34.92957
2022-04-24,34.50704
2022-04-25,53.80281
2022-04-26,49.57746
2022-04-27,43.09859
2022-04-28,40.98591
2022-04-29,31.97183
2022-04-30,20.0
2022-05-01,25.91549
2022-05-02,37.46478
2022-05-03,43.52112
2022-05-04,34.22535
2022-05-05,23.66197
2022-05-06,30.14084
2022-05-07,25.77464
2022-05-08,27.18309
2022-05-09,40.98591
2022-05-10,49.15492
2022-05-11,45.07042
2022-05-12,41.2676
2022-05-13,42.11267
2022-05-14,28.30985
2022-05-15,25.6338
2022-05-16,48.59154
2022-05-17,47.18309
2022-05-18,40.42253
2022-05-19,43.66197
2022-05-20,37.74647
2022-05-21,32.67605
2022-05-22,25.6338
2022-05-23,47.60563
2022-05-24,42.39436
2022-05-25,46.47887
2022-05-26,46.61971
2022-05-27,40.28169
2022-05-28,25.07042
2022-05-29,31.97183
2022-05-30,42.39436
2022-05-31,37.88732
2022-06-01,26.05633
2022-06-02,41.40845
2022-06-03,34.92957
2022-06-04,26.47887
2022-06-05,20.42253
2022-06-06,27.74647
2022-06-07,44.92957
2022-06-08,46.47887
2022-06-09,39.57746
2022-06-10,40.42253
2022-06-11,29.43661
2022-06-12,36.47887
2022-06-13,54.78873
2022-06-14,50.98591
2022-06-15,49.43661
2022-06-16,51.69014
2022-06-17,43.38028
2022-06-18,26.76056
2022-06-19,32.39436
2022-06-20,44.50704
2022-06-21,43.09859
2022-06-22,44.22535
2022-06-23,43.80281
2022-06-24,39.85915
2022-06-25,30.98591
2022-06-26,33.23943
2022-06-27,39.29577
2022-06-28,41.12676
2022-06-29,40.84507
2022-06-30,41.40845
2022-07-01,27.32394
2022-07-02,16.76056
2022-07-03,23.23943
2022-07-04,42.11267
2022-07-05,40.70422
2022-07-06,44.78873
2022-07-07,45.35211
2022-07-08,32.67605
2022-07-09,24.64788
2022-07-10,27.04225
2022-07-11,45.6338
2022-07-12,48.30985
2022-07-13,47.60563
2022-07-14,46.61971
2022-07-15,40.56338
2022-07-16,30.56338
2022-07-17,28.30985
2022-07-18,47.74647
2022-07-19,46.9014
2022-07-20,48.30985
2022-07-21,48.02816
2022-07-22,45.07042
2022-07-23,26.61971
2022-07-24,31.83098
2022-07-25,50.14084
2022-07-26,54.64788
2022-07-27,51.54929
2022-07-28,54.36619
2022-07-29,38.59154
2022-07-30,24.64788
2022-07-31,27.74647
2022-08-01,50.84507
2022-08-02,47.04225
2022-08-03,49.7183
2022-08-04,50.14084
2022-08-05,49.15492
2022-08-06,27.74647
2022-08-07,31.97183
2022-08-08,57.74647
2022-08-09,51.40845
2022-08-10,48.30985
2022-08-11,55.07042
2022-08-12,46.61971
2022-08-13,28.4507
2022-08-14,25.07042
2022-08-15,31.97183
2022-08-16,49.01408
2022-08-17,54.50704
2022-08-18,52.39436
2022-08-19,41.97183
2022-08-20,29.85915
2022-08-21,29.29577
2022-08-22,43.23943
2022-08-23,42.95774
2022-08-24,49.57746
2022-08-25,47.18309
2022-08-26,37.04225
2022-08-27,25.35211
2022-08-28,24.0845
2022-08-29,41.40845
2022-08-30,46.05633
2022-08-31,37.18309
2022-09-01,40.28169
2022-09-02,31.40845
2022-09-03,23.80281
2022-09-04,20.56338
2022-09-05,34.92957
2022-09-06,49.29577
2022-09-07,43.09859
2022-09-08,39.29577
2022-09-09,17.18309
2022-09-10,14.64788
2022-09-11,17.60563
2022-09-12,27.88732
2022-09-13,50.0
2022-09-14,45.49295
2022-09-15,43.52112
2022-09-16,38.30985
2022-09-17,29.57746
2022-09-18,26.19718
2022-09-19,61.12676
2022-09-20,45.77464
2022-09-21,44.0845
2022-09-22,43.66197
2022-09-23,37.32394
2022-09-24,27.60563
2022-09-25,29.7183
2022-09-26,45.6338
2022-09-27,52.8169
2022-09-28,47.04225
2022-09-29,45.07042
2022-09-30,37.88732
2022-10-01,27.46478
2022-10-02,23.23943
2022-10-03,34.50704
2022-10-04,47.88732
2022-10-05,43.80281
2022-10-06,43.09859
2022-10-07,34.50704
2022-10-08,23.52112
2022-10-09,22.95774
2022-10-10,34.64788
2022-10-11,46.76056
2022-10-12,48.59154
2022-10-13,50.98591
2022-10-14,47.04225
2022-10-15,36.05633
2022-10-16,31.54929
2022-10-17,53.80281
2022-10-18,52.8169
2022-10-19,51.54929
2022-10-20,54.22535
2022-10-21,41.40845
2022-10-22,29.7183
2022-10-23,34.36619
2022-10-24,47.88732
2022-10-25,49.85915
2022-10-26,51.97183
2022-10-27,48.02816
2022-10-28,41.69014
2022-10-29,25.07042
2022-10-30,22.67605
2022-10-31,40.14084
2022-11-01,41.97183
2022-11-02,44.92957
2022-11-03,45.6338
2022-11-04,35.21126
2022-11-05,27.60563
2022-11-06,29.15492
2022-11-07,42.53521
2022-11-08,49.43661
2022-11-09,47.60563
2022-11-10,39.29577
2022-11-11,38.30985
2022-11-12,26.05633
2022-11-13,29.15492
2022-11-14,43.23943
2022-11-15,43.80281
2022-11-16,37.18309
2022-11-17,37.88732
2022-11-18,33.09859
2022-11-19,22.95774
2022-11-20,27.60563
2022-11-21,35.49295
2022-11-22,44.36619
2022-11-23,41.12676
2022-11-24,39.85915
2022-11-25,34.64788
2022-11-26,33.09859
2022-11-27,45.49295
2022-11-28,53.80281
2022-11-29,54.92957
2022-11-30,48.4507
2022-12-01,52.39436
2022-12-02,40.14084
2022-12-03,30.42253
2022-12-04,35.49295
2022-12-05,55.35211
2022-12-06,48.87323
2022-12-07,59.29577
2022-12-08,50.28169
2022-12-09,42.8169
2022-12-10,58.87323
2022-12-11,84.50704
2022-12-12,75.77464
2022-12-13,63.09859
2022-12-14,56.9014
2022-12-15,54.22535
2022-12-16,42.11267
2022-12-17,31.97183
2022-12-18,35.49295
2022-12-19,47.04225
2022-12-20,48.16901
2022-12-21,45.91549
2022-12-22,44.92957
2022-12-23,39.85915
2022-12-24,27.46478
2022-12-25,39.57746
2022-12-26,67.46478
2022-12-27,53.94366
2022-12-28,48.02816
2022-12-29,43.38028
2022-12-30,36.19718
2022-12-31,24.78873
2023-01-01,37.88732
2023-01-02,59.85915
2023-01-03,63.09859
2023-01-04,62.25352
2023-01-05,69.7183
2023-01-06,61.54929
2023-01-07,38.87323
2023-01-08,40.28169
2023-01-09,78.87323
2023-01-10,71.12676
2023-01-11,76.76056
2023-01-12,67.60563
2023-01-13,58.30985
2023-01-14,33.38028
2023-01-15,37.46478
2023-01-16,68.59154
2023-01-17,72.11267
2023-01-18,75.21126
2023-01-19,63.80281
2023-01-20,52.8169
2023-01-21,27.18309
2023-01-22,19.85915
2023-01-23,28.87323
2023-01-24,39.01408
2023-01-25,58.16901
2023-01-26,62.39436
2023-01-27,64.50704
2023-01-28,39.43661
2023-01-29,33.94366
2023-01-30,72.25352
2023-01-31,59.29577
2023-02-01,67.88732
2023-02-02,68.4507
2023-02-03,60.0
2023-02-04,36.76056
2023-02-05,32.67605
2023-02-06,57.18309
2023-02-07,60.56338
2023-02-08,53.80281
2023-02-09,60.98591
2023-02-10,54.36619
2023-02-11,29.43661
2023-02-12,34.36619
2023-02-13,57.18309
2023-02-14,66.19718
2023-02-15,60.98591
2023-02-16,55.91549
2023-02-17,55.35211
2023-02-18,38.02816
2023-02-19,31.69014
2023-02-20,58.02816
2023-02-21,55.91549
2023-02-22,56.19718
2023-02-23,57.32394
2023-02-24,42.53521
2023-02-25,31.69014
2023-02-26,26.05633
2023-02-27,52.39436
2023-02-28,43.23943
2023-03-01,35.07042
2023-03-02,42.8169
2023-03-03,45.49295
2023-03-04,32.53521
2023-03-05,33.52112
2023-03-06,57.60563
2023-03-07,57.04225
2023-03-08,55.91549
2023-03-09,59.15492
2023-03-10,53.94366
2023-03-11,29.01408
2023-03-12,34.50704
2023-03-13,65.91549
2023-03-14,64.64788
2023-03-15,60.0
2023-03-16,57.18309
2023-03-17,50.0
2023-03-18,29.43661
2023-03-19,33.94366
2023-03-20,58.59154
2023-03-21,54.78873
2023-03-22,60.56338
2023-03-23,48.59154
2023-03-24,43.23943
2023-03-25,29.29577
2023-03-26,30.84507
2023-03-27,49.01408
2023-03-28,47.04225
2023-03-29,45.07042
2023-03-30,45.21126
2023-03-31,39.7183
2023-04-01,23.52112
2023-04-02,28.4507
2023-04-03,44.36619
2023-04-04,46.61971
2023-04-05,56.47887
2023-04-06,47.88732
2023-04-07,37.60563
2023-04-08,29.57746
2023-04-09,28.02816
2023-04-10,45.07042
2023-04-11,51.2676
2023-04-12,54.22535
2023-04-13,45.6338
2023-04-14,42.8169
2023-04-15,33.66197
2023-04-16,35.21126
2023-04-17,52.67605
2023-04-18,52.25352
2023-04-19,53.38028
2023-04-20,47.60563
2023-04-21,43.09859
2023-04-22,26.47887
2023-04-23,31.2676
2023-04-24,43.94366
2023-04-25,48.30985
2023-04-26,43.66197
2023-04-27,38.87323
2023-04-28,30.42253
2023-04-29,24.64788
2023-04-30,21.40845
2023-05-01,30.14084
2023-05-02,39.85915
2023-05-03,38.30985
2023-05-04,33.94366
2023-05-05,21.97183
2023-05-06,23.38028
2023-05-07,21.12676
2023-05-08,40.42253
2023-05-09,50.98591
2023-05-10,50.42253
2023-05-11,43.94366
2023-05-12,35.91549
2023-05-13,27.74647
2023-05-14,27.46478
2023-05-15,44.92957
2023-05-16,40.98591
2023-05-17,44.78873
2023-05-18,48.16901
2023-05-19,36.61971
2023-05-20,23.80281
2023-05-21,25.6338
2023-05-22,47.18309
2023-05-23,43.66197
2023-05-24,41.2676
2023-05-25,42.95774
2023-05-26,37.46478
2023-05-27,21.97183
2023-05-28,27.60563
2023-05-29,29.43661
