date,사출
2020-03-20,16.24099
2020-03-21,7.92403
2020-03-22,8.08775
2020-03-23,16.9941
2020-03-24,18.04191
2020-03-25,15.06221
2020-03-26,16.27373
2020-03-27,14.73477
2020-03-28,7.79305
2020-03-29,8.61165
2020-03-30,17.25605
2020-03-31,16.76489
2020-04-01,15.09495
2020-04-02,14.99672
2020-04-03,13.45776
2020-04-04,6.74525
2020-04-05,7.17092
2020-04-06,15.22593
2020-04-07,15.55337
2020-04-08,14.833
2020-04-09,15.97904
2020-04-10,13.98166
2020-04-11,7.8258
2020-04-12,7.03994
2020-04-13,16.30648
2020-04-14,14.40733
2020-04-15,8.80812
2020-04-16,15.29142
2020-04-17,13.91617
2020-04-18,7.98952
2020-04-19,8.31696
2020-04-20,16.92861
2020-04-21,14.86574
2020-04-22,15.16044
2020-04-23,14.27635
2020-04-24,14.24361
2020-04-25,6.61427
2020-04-26,7.33464
2020-04-27,15.38965
2020-04-28,14.27635
2020-04-29,12.18074
2020-04-30,6.77799
2020-05-01,6.02488
2020-05-02,5.63195
2020-05-03,6.38506
2020-05-04,9.49574
2020-05-05,8.84086
2020-05-06,15.84806
2020-05-07,16.37197
2020-05-08,12.54092
2020-05-09,7.72757
2020-05-10,6.61427
2020-05-11,15.3569
2020-05-12,15.06221
2020-05-13,15.88081
2020-05-14,14.93123
2020-05-15,13.88343
2020-05-16,6.15586
2020-05-17,6.28683
2020-05-18,13.55599
2020-05-19,14.57105
2020-05-20,15.38965
2020-05-21,14.21087
2020-05-22,13.09757
2020-05-23,7.89129
2020-05-24,7.5311
2020-05-25,14.80026
2020-05-26,15.09495
2020-05-27,15.02946
2020-05-28,14.3091
2020-05-29,13.29404
2020-05-30,6.22134
2020-05-31,6.61427
2020-06-01,14.73477
2020-06-02,14.63654
2020-06-03,14.80026
2020-06-04,14.96398
2020-06-05,12.54092
2020-06-06,6.4833
2020-06-07,6.38506
2020-06-08,13.94891
2020-06-09,14.96398
2020-06-10,14.3091
2020-06-11,14.27635
2020-06-12,12.73739
2020-06-13,6.58153
2020-06-14,6.64702
2020-06-15,14.89849
2020-06-16,14.833
2020-06-17,15.02946
2020-06-18,16.89587
2020-06-19,11.68958
2020-06-20,7.8258
2020-06-21,7.30189
2020-06-22,13.94891
2020-06-23,16.20825
2020-06-24,15.02946
2020-06-25,15.22593
2020-06-26,12.27897
2020-06-27,6.94171
2020-06-28,7.49836
2020-06-29,14.47282
2020-06-30,14.76751
2020-07-01,14.47282
2020-07-02,14.80026
2020-07-03,12.01702
2020-07-04,6.1886
2020-07-05,6.81074
2020-07-06,13.35952
2020-07-07,15.58611
2020-07-08,13.94891
2020-07-09,13.98166
2020-07-10,11.65684
2020-07-11,7.26915
2020-07-12,6.61427
2020-07-13,14.14538
2020-07-14,14.60379
2020-07-15,14.833
2020-07-16,14.57105
2020-07-17,13.45776
2020-07-18,7.17092
2020-07-19,7.10543
2020-07-20,15.45514
2020-07-21,14.47282
2020-07-22,14.24361
2020-07-23,14.66928
2020-07-24,12.6719
2020-07-25,6.7125
2020-07-26,6.09037
2020-07-27,14.24361
2020-07-28,15.52062
2020-07-29,14.44007
2020-07-30,13.55599
2020-07-31,12.04977
2020-08-01,6.7125
2020-08-02,6.1886
2020-08-03,11.26391
2020-08-04,11.82056
2020-08-05,12.04977
2020-08-06,12.63916
2020-08-07,12.148
2020-08-08,6.61427
2020-08-09,6.90897
2020-08-10,14.04715
2020-08-11,14.80026
2020-08-12,14.76751
2020-08-13,14.37459
2020-08-14,12.6719
2020-08-15,6.41781
2020-08-16,6.25409
2020-08-17,9.88867
2020-08-18,13.85068
2020-08-19,13.42501
2020-08-20,13.85068
2020-08-21,13.13032
2020-08-22,6.67976
2020-08-23,6.54878
2020-08-24,14.70203
2020-08-25,14.76751
2020-08-26,15.16044
2020-08-27,14.27635
2020-08-28,13.26129
2020-08-29,6.87622
2020-08-30,7.17092
2020-08-31,13.06483
2020-09-01,15.61886
2020-09-02,14.73477
2020-09-03,16.11001
2020-09-04,15.16044
2020-09-05,6.25409
2020-09-06,6.84348
2020-09-07,14.66928
2020-09-08,15.97904
2020-09-09,16.73215
2020-09-10,16.27373
2020-09-11,13.55599
2020-09-12,7.66208
2020-09-13,7.49836
2020-09-14,14.50556
2020-09-15,15.91355
2020-09-16,16.53569
2020-09-17,13.71971
2020-09-18,14.04715
2020-09-19,7.13817
2020-09-20,6.38506
2020-09-21,14.0144
2020-09-22,14.96398
2020-09-23,14.0144
2020-09-24,13.45776
2020-09-25,12.24623
2020-09-26,6.97445
2020-09-27,6.12311
2020-09-28,12.80288
2020-09-29,9.33202
2020-09-30,5.86116
2020-10-01,5.40275
2020-10-02,6.38506
2020-10-03,6.7125
2020-10-04,6.87622
2020-10-05,15.22593
2020-10-06,16.14276
2020-10-07,15.3569
2020-10-08,14.57105
2020-10-09,8.41519
2020-10-10,7.13817
2020-10-11,8.15324
2020-10-12,15.22593
2020-10-13,15.81532
2020-10-14,15.61886
2020-10-15,14.50556
2020-10-16,13.03208
2020-10-17,8.15324
2020-10-18,7.8258
2020-10-19,16.07727
2020-10-20,17.77996
2020-10-21,16.92861
2020-10-22,15.48788
2020-10-23,13.4905
2020-10-24,7.23641
2020-10-25,9.23379
2020-10-26,16.40471
2020-10-27,15.84806
2020-10-28,17.41977
2020-10-29,15.29142
2020-10-30,12.83562
2020-10-31,6.51604
2020-11-01,7.13817
2020-11-02,15.61886
2020-11-03,14.21087
2020-11-04,14.93123
2020-11-05,14.07989
2020-11-06,15.29142
2020-11-07,7.23641
2020-11-08,7.0072
2020-11-09,14.40733
2020-11-10,15.52062
2020-11-11,14.63654
2020-11-12,13.78519
2020-11-13,12.27897
2020-11-14,6.54878
2020-11-15,5.76293
2020-11-16,14.80026
2020-11-17,15.29142
2020-11-18,16.11001
2020-11-19,14.04715
2020-11-20,12.99934
2020-11-21,6.41781
2020-11-22,7.33464
2020-11-23,14.80026
2020-11-24,15.45514
2020-11-25,15.25867
2020-11-26,15.16044
2020-11-27,13.91617
2020-11-28,7.33464
2020-11-29,7.72757
2020-11-30,14.833
2020-12-01,15.42239
2020-12-02,15.81532
2020-12-03,15.19318
2020-12-04,13.58873
2020-12-05,7.56385
2020-12-06,7.20366
2020-12-07,14.80026
2020-12-08,15.38965
2020-12-09,16.60117
2020-12-10,16.11001
2020-12-11,15.38965
2020-12-12,9.56123
2020-12-13,7.23641
2020-12-14,14.0144
2020-12-15,15.84806
2020-12-16,15.78258
2020-12-17,16.07727
2020-12-18,14.24361
2020-12-19,8.25147
2020-12-20,7.0072
2020-12-21,13.09757
2020-12-22,21.44728
2020-12-23,16.11001
2020-12-24,12.83562
2020-12-25,7.0072
2020-12-26,6.51604
2020-12-27,6.90897
2020-12-28,12.99934
2020-12-29,14.44007
2020-12-30,12.60641
2020-12-31,9.07007
2021-01-01,5.86116
2021-01-02,6.54878
2021-01-03,6.05762
2021-01-04,15.32416
2021-01-05,16.07727
2021-01-06,16.66666
2021-01-07,14.57105
2021-01-08,15.02946
2021-01-09,7.98952
2021-01-10,9.07007
2021-01-11,16.66666
2021-01-12,17.09233
2021-01-13,16.9941
2021-01-14,15.6516
2021-01-15,14.11263
2021-01-16,7.69482
2021-01-17,7.66208
2021-01-18,15.3569
2021-01-19,15.29142
2021-01-20,16.76489
2021-01-21,16.24099
2021-01-22,14.37459
2021-01-23,8.3497
2021-01-24,8.21872
2021-01-25,15.48788
2021-01-26,17.22331
2021-01-27,14.96398
2021-01-28,16.01178
2021-01-29,13.55599
2021-01-30,7.33464
2021-01-31,7.69482
2021-02-01,14.96398
2021-02-02,17.58349
2021-02-03,15.84806
2021-02-04,15.81532
2021-02-05,13.75245
2021-02-06,8.31696
2021-02-07,7.79305
2021-02-08,14.27635
2021-02-09,14.47282
2021-02-10,11.16568
2021-02-11,4.97707
2021-02-12,6.28683
2021-02-13,5.73018
2021-02-14,7.59659
2021-02-15,14.80026
2021-02-16,15.78258
2021-02-17,15.19318
2021-02-18,15.88081
2021-02-19,13.52324
2021-02-20,6.64702
2021-02-21,7.40013
2021-02-22,14.76751
2021-02-23,16.9941
2021-02-24,14.73477
2021-02-25,14.66928
2021-02-26,12.37721
2021-02-27,7.5311
2021-02-28,6.38506
2021-03-01,7.5311
2021-03-02,15.81532
2021-03-03,16.76489
2021-03-04,14.44007
2021-03-05,13.94891
