date,자산운용사
2020-10-19,4.77958
2020-10-20,4.43155
2020-10-21,6.19489
2020-10-22,6.2877
2020-10-23,4.59396
2020-10-24,3.31786
2020-10-25,2.92343
2020-10-26,5.058
2020-10-27,5.0812
2020-10-28,4.89559
2020-10-29,4.24593
2020-10-30,4.24593
2020-10-31,2.73781
2020-11-01,3.34106
2020-11-02,4.45475
2020-11-03,4.29234
2020-11-04,3.92111
2020-11-05,3.99071
2020-11-06,4.89559
2020-11-07,2.66821
2020-11-08,3.08584
2020-11-09,4.64037
2020-11-10,4.70997
2020-11-11,4.80278
2020-11-12,4.08352
2020-11-13,3.43387
2020-11-14,2.45939
2020-11-15,3.01624
2020-11-16,4.19953
2020-11-17,4.19953
2020-11-18,4.52436
2020-11-19,4.89559
2020-11-20,4.54756
2020-11-21,2.80742
2020-11-22,3.03944
2020-11-23,4.31554
2020-11-24,4.43155
2020-11-25,5.31322
2020-11-26,4.52436
2020-11-27,4.52436
2020-11-28,2.76102
2020-11-29,2.80742
2020-11-30,4.47795
2020-12-01,4.77958
2020-12-02,6.63573
2020-12-03,5.31322
2020-12-04,4.70997
2020-12-05,2.5986
2020-12-06,3.61948
2020-12-07,4.45475
2020-12-08,4.61716
2020-12-09,4.64037
2020-12-10,3.99071
2020-12-11,4.40835
2020-12-12,2.92343
2020-12-13,3.31786
2020-12-14,4.08352
2020-12-15,4.43155
2020-12-16,5.56844
2020-12-17,4.75638
2020-12-18,4.82598
2020-12-19,2.73781
2020-12-20,3.29466
2020-12-21,4.17633
2020-12-22,4.45475
2020-12-23,4.89559
2020-12-24,3.94431
2020-12-25,3.24825
2020-12-26,2.76102
2020-12-27,4.24593
2020-12-28,4.84918
2020-12-29,4.70997
2020-12-30,4.84918
2020-12-31,4.10672
2021-01-01,4.10672
2021-01-02,4.08352
2021-01-03,4.91879
2021-01-04,6.3573
2021-01-05,6.49651
2021-01-06,7.26218
2021-01-07,6.54292
2021-01-08,5.87006
2021-01-09,4.47795
2021-01-10,5.54524
2021-01-11,6.86774
2021-01-12,6.47331
2021-01-13,6.93735
2021-01-14,6.79814
2021-01-15,6.42691
2021-01-16,4.87238
2021-01-17,5.19721
2021-01-18,6.79814
2021-01-19,6.65893
2021-01-20,6.12529
2021-01-21,6.58932
2021-01-22,6.91415
2021-01-23,5.59164
2021-01-24,6.3573
2021-01-25,6.3109
2021-01-26,5.87006
2021-01-27,5.66125
2021-01-28,6.86774
2021-01-29,6.03248
2021-01-30,4.91879
2021-01-31,4.77958
2021-02-01,6.14849
2021-02-02,6.12529
2021-02-03,6.12529
2021-02-04,5.49883
2021-02-05,6.17169
2021-02-06,4.64037
2021-02-07,4.22273
2021-02-08,5.058
2021-02-09,5.61484
2021-02-10,6.42691
2021-02-11,3.89791
2021-02-12,4.43155
2021-02-13,3.89791
2021-02-14,5.12761
2021-02-15,6.72853
2021-02-16,6.68213
2021-02-17,8.12064
2021-02-18,6.65893
2021-02-19,6.2877
2021-02-20,4.75638
2021-02-21,4.52436
2021-02-22,6.3341
2021-02-23,6.21809
2021-02-24,7.09976
2021-02-25,5.98607
2021-02-26,6.38051
2021-02-27,3.64269
2021-02-28,4.33874
2021-03-01,4.38515
2021-03-02,7.05336
2021-03-03,6.79814
2021-03-04,6.65893
2021-03-05,5.84686
2021-03-06,4.22273
2021-03-07,5.058
2021-03-08,6.21809
2021-03-09,6.24129
2021-03-10,5.80046
2021-03-11,5.84686
2021-03-12,7.16937
2021-03-13,4.40835
2021-03-14,5.19721
2021-03-15,6.70533
2021-03-16,6.86774
2021-03-17,5.73085
2021-03-18,7.09976
2021-03-19,4.73317
2021-03-20,4.29234
2021-03-21,4.98839
2021-03-22,5.98607
2021-03-23,5.80046
2021-03-24,7.79582
2021-03-25,6.14849
2021-03-26,5.52204
2021-03-27,3.8051
2021-03-28,3.89791
2021-03-29,6.42691
2021-03-30,5.93967
2021-03-31,6.63573
2021-04-01,6.03248
2021-04-02,6.17169
2021-04-03,3.8051
2021-04-04,3.89791
2021-04-05,5.42923
2021-04-06,6.51972
2021-04-07,6.03248
2021-04-08,6.45011
2021-04-09,5.17401
2021-04-10,3.8747
2021-04-11,3.64269
2021-04-12,6.49651
2021-04-13,6.72853
2021-04-14,6.14849
2021-04-15,6.12529
2021-04-16,5.45243
2021-04-17,3.68909
2021-04-18,3.54988
2021-04-19,6.2877
2021-04-20,6.19489
2021-04-21,6.54292
2021-04-22,6.03248
2021-04-23,6.49651
2021-04-24,3.10904
2021-04-25,3.45707
2021-04-26,5.26682
2021-04-27,6.3109
2021-04-28,7.40139
2021-04-29,6.03248
2021-04-30,5.61484
2021-05-01,3.68909
2021-05-02,3.17865
2021-05-03,5.66125
2021-05-04,5.0348
2021-05-05,3.92111
2021-05-06,6.3573
2021-05-07,6.05568
2021-05-08,3.8747
2021-05-09,4.03712
2021-05-10,6.3341
2021-05-11,6.17169
2021-05-12,5.70765
2021-05-13,5.59164
2021-05-14,5.22041
2021-05-15,3.01624
2021-05-16,4.12993
2021-05-17,6.63573
2021-05-18,5.91647
2021-05-19,4.19953
2021-05-20,4.94199
2021-05-21,5.54524
2021-05-22,3.01624
2021-05-23,4.61716
2021-05-24,5.31322
2021-05-25,5.77726
2021-05-26,6.24129
2021-05-27,6.05568
2021-05-28,6.82134
2021-05-29,3.45707
2021-05-30,3.96751
2021-05-31,6.24129
2021-06-01,6.91415
2021-06-02,12.13457
2021-06-03,8.46867
2021-06-04,6.03248
2021-06-05,4.45475
2021-06-06,4.26914
2021-06-07,6.56612
2021-06-08,7.63341
2021-06-09,6.91415
2021-06-10,7.74941
2021-06-11,5.98607
2021-06-12,4.08352
2021-06-13,5.35962
2021-06-14,6.3341
2021-06-15,6.38051
2021-06-16,5.73085
2021-06-17,5.63805
2021-06-18,5.70765
2021-06-19,3.01624
2021-06-20,3.03944
2021-06-21,5.52204
2021-06-22,7.65661
2021-06-23,7.44779
2021-06-24,7.5406
2021-06-25,6.45011
2021-06-26,4.06032
2021-06-27,5.1044
2021-06-28,13.68909
2021-06-29,6.21809
2021-06-30,6.12529
2021-07-01,5.29002
2021-07-02,5.84686
2021-07-03,3.8515
2021-07-04,3.8515
2021-07-05,6.3109
2021-07-06,6.45011
2021-07-07,6.63573
2021-07-08,6.21809
2021-07-09,4.91879
2021-07-10,3.48027
2021-07-11,3.8515
2021-07-12,4.91879
2021-07-13,6.42691
2021-07-14,5.22041
2021-07-15,6.2645
2021-07-16,5.26682
2021-07-17,2.99303
2021-07-18,3.94431
2021-07-19,5.52204
2021-07-20,5.66125
2021-07-21,6.56612
2021-07-22,6.05568
2021-07-23,6.05568
2021-07-24,3.03944
2021-07-25,3.7587
2021-07-26,9.28074
2021-07-27,7.47099
2021-07-28,6.07888
2021-07-29,6.05568
2021-07-30,4.96519
2021-07-31,3.29466
2021-08-01,3.64269
2021-08-02,5.63805
2021-08-03,5.59164
2021-08-04,5.54524
2021-08-05,6.2877
2021-08-06,5.22041
2021-08-07,3.43387
2021-08-08,3.7587
2021-08-09,5.35962
2021-08-10,6.68213
2021-08-11,6.42691
2021-08-12,15.96287
2021-08-13,21.80974
2021-08-14,7.6102
2021-08-15,5.68445
2021-08-16,4.64037
2021-08-17,6.65893
2021-08-18,6.91415
2021-08-19,6.00928
2021-08-20,6.07888
2021-08-21,3.10904
2021-08-22,4.03712
2021-08-23,5.45243
2021-08-24,6.12529
2021-08-25,5.63805
2021-08-26,6.10208
2021-08-27,5.40603
2021-08-28,3.96751
2021-08-29,3.59628
2021-08-30,5.89327
2021-08-31,5.80046
2021-09-01,6.84454
2021-09-02,8.93271
2021-09-03,7.00696
2021-09-04,4.43155
2021-09-05,3.96751
2021-09-06,100.0
2021-09-07,43.8283
2021-09-08,13.8747
2021-09-09,9.60556
2021-09-10,10.0696
2021-09-11,6.45011
2021-09-12,7.70301
2021-09-13,7.84222
2021-09-14,7.95823
2021-09-15,8.25986
2021-09-16,6.24129
2021-09-17,5.29002
2021-09-18,3.66589
2021-09-19,4.22273
2021-09-20,3.38747
2021-09-21,3.8051
2021-09-22,5.15081
2021-09-23,7.47099
2021-09-24,6.58932
2021-09-25,4.77958
2021-09-26,4.64037
2021-09-27,7.26218
2021-09-28,7.12296
2021-09-29,6.3109
2021-09-30,6.3341
2021-10-01,5.89327
2021-10-02,3.66589
2021-10-03,3.27146
2021-10-04,4.52436
2021-10-05,6.14849
2021-10-06,6.2877
2021-10-07,5.42923
2021-10-08,5.98607
2021-10-09,3.52668
2021-10-10,15.29002
2021-10-11,24.68677
2021-10-12,9.95359
2021-10-13,8.63109
2021-10-14,8.30626
2021-10-15,7.00696
2021-10-16,5.73085
2021-10-17,4.59396
2021-10-18,6.14849
2021-10-19,6.56612
2021-10-20,5.91647
2021-10-21,5.56844
2021-10-22,5.0116
2021-10-23,3.57308
2021-10-24,3.92111
2021-10-25,5.68445
2021-10-26,5.91647
2021-10-27,5.70765
2021-10-28,6.19489
2021-10-29,5.68445
2021-10-30,3.17865
2021-10-31,3.36426
2021-11-01,6.56612
2021-11-02,6.63573
2021-11-03,6.19489
2021-11-04,7.587
2021-11-05,5.91647
2021-11-06,4.10672
2021-11-07,3.43387
2021-11-08,5.82366
2021-11-09,6.49651
2021-11-10,5.68445
2021-11-11,5.12761
2021-11-12,5.058
2021-11-13,3.41067
2021-11-14,4.61716
2021-11-15,5.77726
2021-11-16,6.84454
2021-11-17,5.68445
2021-11-18,6.2645
2021-11-19,5.15081
2021-11-20,3.8283
2021-11-21,4.15313
2021-11-22,6.12529
2021-11-23,5.75406
2021-11-24,5.75406
2021-11-25,6.10208
2021-11-26,5.73085
2021-11-27,3.10904
2021-11-28,3.73549
2021-11-29,5.35962
2021-11-30,6.14849
2021-12-01,6.3573
2021-12-02,6.05568
2021-12-03,5.42923
2021-12-04,3.66589
2021-12-05,4.17633
2021-12-06,5.73085
2021-12-07,7.05336
2021-12-08,7.16937
2021-12-09,8.56148
2021-12-10,5.77726
2021-12-11,3.92111
2021-12-12,3.94431
2021-12-13,7.26218
2021-12-14,5.98607
2021-12-15,6.75174
2021-12-16,6.14849
2021-12-17,5.91647
2021-12-18,3.15545
2021-12-19,3.8747
2021-12-20,5.47563
2021-12-21,6.3341
2021-12-22,5.96287
2021-12-23,5.98607
2021-12-24,4.47795
2021-12-25,3.15545
2021-12-26,3.54988
2021-12-27,4.80278
2021-12-28,5.54524
2021-12-29,6.38051
2021-12-30,6.54292
2021-12-31,4.89559
2022-01-01,3.43387
2022-01-02,4.22273
2022-01-03,6.49651
2022-01-04,7.30858
2022-01-05,6.70533
2022-01-06,6.65893
2022-01-07,5.70765
2022-01-08,4.52436
2022-01-09,5.17401
2022-01-10,7.12296
2022-01-11,6.00928
2022-01-12,9.67517
2022-01-13,9.11832
2022-01-14,7.47099
2022-01-15,5.22041
2022-01-16,6.75174
2022-01-17,7.42459
2022-01-18,7.05336
2022-01-19,6.93735
2022-01-20,6.98375
2022-01-21,6.2645
2022-01-22,5.0116
2022-01-23,5.93967
2022-01-24,6.3573
2022-01-25,6.91415
2022-01-26,5.98607
2022-01-27,6.24129
2022-01-28,5.0348
2022-01-29,3.92111
2022-01-30,3.17865
2022-01-31,3.27146
2022-02-01,3.68909
2022-02-02,4.31554
2022-02-03,6.3341
2022-02-04,6.07888
2022-02-05,4.52436
2022-02-06,4.68677
2022-02-07,6.49651
2022-02-08,6.58932
2022-02-09,6.96055
2022-02-10,7.19257
2022-02-11,5.42923
2022-02-12,4.26914
2022-02-13,5.56844
2022-02-14,6.84454
2022-02-15,6.70533
2022-02-16,6.47331
2022-02-17,5.91647
2022-02-18,5.19721
2022-02-19,4.22273
2022-02-20,4.01392
2022-02-21,6.14849
2022-02-22,6.70533
2022-02-23,6.05568
2022-02-24,7.30858
2022-02-25,5.75406
2022-02-26,3.89791
2022-02-27,3.15545
2022-02-28,5.31322
2022-03-01,3.7819
2022-03-02,5.82366
2022-03-03,5.70765
2022-03-04,5.73085
2022-03-05,3.68909
2022-03-06,3.31786
2022-03-07,6.40371
2022-03-08,5.59164
2022-03-09,3.03944
2022-03-10,5.26682
2022-03-11,5.68445
2022-03-12,3.06264
2022-03-13,3.8283
2022-03-14,6.19489
2022-03-15,5.93967
2022-03-16,6.2645
2022-03-17,6.51972
2022-03-18,5.91647
2022-03-19,3.7587
2022-03-20,3.48027
2022-03-21,5.77726
2022-03-22,6.58932
2022-03-23,5.33642
2022-03-24,6.45011
2022-03-25,5.80046
2022-03-26,3.48027
2022-03-27,3.57308
2022-03-28,5.77726
2022-03-29,6.89095
2022-03-30,7.6102
2022-03-31,6.72853
2022-04-01,5.35962
2022-04-02,3.61948
2022-04-03,3.68909
2022-04-04,5.87006
2022-04-05,6.91415
2022-04-06,6.79814
2022-04-07,5.89327
2022-04-08,5.96287
2022-04-09,2.80742
2022-04-10,3.92111
2022-04-11,6.70533
2022-04-12,6.2645
2022-04-13,5.96287
2022-04-14,6.24129
2022-04-15,5.31322
2022-04-16,3.7587
2022-04-17,3.94431
2022-04-18,7.49419
2022-04-19,6.2877
2022-04-20,7.14617
2022-04-21,6.84454
2022-04-22,5.70765
2022-04-23,4.12993
2022-04-24,4.19953
2022-04-25,6.65893
2022-04-26,5.96287
2022-04-27,6.2877
2022-04-28,6.51972
2022-04-29,5.22041
2022-04-30,3.52668
2022-05-01,3.68909
2022-05-02,6.38051
2022-05-03,6.2877
2022-05-04,6.19489
2022-05-05,3.36426
2022-05-06,4.89559
2022-05-07,3.08584
2022-05-08,4.19953
2022-05-09,5.73085
2022-05-10,5.15081
2022-05-11,6.3109
2022-05-12,5.93967
2022-05-13,5.61484
2022-05-14,3.17865
2022-05-15,3.7819
2022-05-16,6.3341
2022-05-17,6.14849
2022-05-18,6.38051
2022-05-19,6.40371
2022-05-20,5.98607
2022-05-21,2.80742
2022-05-22,3.17865
2022-05-23,5.80046
2022-05-24,6.3341
2022-05-25,6.42691
2022-05-26,5.63805
2022-05-27,6.17169
2022-05-28,2.87703
2022-05-29,3.99071
2022-05-30,6.3341
2022-05-31,5.63805
2022-06-01,3.8747
2022-06-02,10.13921
2022-06-03,6.98375
2022-06-04,3.68909
2022-06-05,2.99303
2022-06-06,3.73549
2022-06-07,5.84686
2022-06-08,8.74709
2022-06-09,7.98143
2022-06-10,6.38051
2022-06-11,3.61948
2022-06-12,4.82598
2022-06-13,6.3341
2022-06-14,6.70533
2022-06-15,7.00696
2022-06-16,5.47563
2022-06-17,5.15081
2022-06-18,3.57308
2022-06-19,3.96751
2022-06-20,6.65893
2022-06-21,5.45243
2022-06-22,6.14849
2022-06-23,6.42691
2022-06-24,4.84918
2022-06-25,2.92343
2022-06-26,3.41067
2022-06-27,4.91879
2022-06-28,5.26682
2022-06-29,6.89095
2022-06-30,6.70533
2022-07-01,5.68445
2022-07-02,3.22505
2022-07-03,2.6218
2022-07-04,6.14849
2022-07-05,5.45243
2022-07-06,6.07888
2022-07-07,6.49651
2022-07-08,4.91879
2022-07-09,3.01624
2022-07-10,3.27146
2022-07-11,5.70765
2022-07-12,5.31322
2022-07-13,5.75406
2022-07-14,5.89327
2022-07-15,5.15081
2022-07-16,3.13225
2022-07-17,3.17865
2022-07-18,5.45243
2022-07-19,4.82598
2022-07-20,5.45243
2022-07-21,6.12529
2022-07-22,5.19721
2022-07-23,2.529
2022-07-24,3.08584
2022-07-25,5.42923
2022-07-26,5.15081
2022-07-27,5.54524
2022-07-28,5.33642
2022-07-29,5.84686
2022-07-30,3.31786
2022-07-31,3.34106
2022-08-01,7.21577
2022-08-02,5.0348
2022-08-03,5.17401
2022-08-04,5.63805
2022-08-05,4.57076
2022-08-06,2.36658
2022-08-07,2.80742
2022-08-08,5.26682
2022-08-09,5.33642
2022-08-10,6.03248
2022-08-11,5.1044
2022-08-12,4.80278
2022-08-13,3.27146
2022-08-14,3.08584
2022-08-15,2.90023
2022-08-16,5.75406
2022-08-17,5.84686
2022-08-18,5.77726
2022-08-19,4.61716
2022-08-20,3.27146
2022-08-21,3.41067
2022-08-22,5.59164
2022-08-23,5.0812
2022-08-24,5.40603
2022-08-25,5.38283
2022-08-26,4.64037
2022-08-27,2.5522
2022-08-28,2.78422
2022-08-29,5.26682
2022-08-30,6.10208
2022-08-31,6.05568
2022-09-01,5.24361
2022-09-02,5.40603
2022-09-03,3.13225
2022-09-04,3.73549
2022-09-05,5.77726
2022-09-06,5.12761
2022-09-07,5.22041
2022-09-08,5.29002
2022-09-09,2.34338
2022-09-10,2.08816
2022-09-11,2.78422
2022-09-12,3.03944
2022-09-13,5.68445
2022-09-14,6.17169
2022-09-15,5.49883
2022-09-16,5.68445
2022-09-17,3.17865
2022-09-18,3.22505
2022-09-19,5.24361
2022-09-20,4.89559
2022-09-21,5.82366
2022-09-22,5.19721
2022-09-23,4.17633
2022-09-24,2.66821
2022-09-25,3.03944
2022-09-26,5.33642
2022-09-27,5.68445
2022-09-28,5.42923
2022-09-29,5.84686
2022-09-30,5.19721
2022-10-01,3.54988
2022-10-02,3.8283
2022-10-03,3.71229
2022-10-04,5.38283
2022-10-05,5.35962
2022-10-06,5.63805
2022-10-07,4.98839
2022-10-08,2.83062
2022-10-09,2.99303
2022-10-10,3.64269
2022-10-11,5.68445
2022-10-12,5.17401
2022-10-13,4.82598
2022-10-14,5.42923
2022-10-15,3.59628
2022-10-16,3.68909
2022-10-17,5.31322
2022-10-18,5.84686
2022-10-19,5.84686
2022-10-20,5.77726
2022-10-21,5.1044
2022-10-22,2.41299
2022-10-23,3.41067
2022-10-24,5.91647
2022-10-25,6.70533
2022-10-26,6.3341
2022-10-27,6.3341
2022-10-28,5.29002
2022-10-29,3.17865
2022-10-30,2.64501
2022-10-31,5.70765
2022-11-01,6.65893
2022-11-02,7.05336
2022-11-03,5.93967
2022-11-04,5.66125
2022-11-05,3.08584
2022-11-06,3.10904
2022-11-07,6.56612
2022-11-08,6.17169
2022-11-09,5.70765
2022-11-10,6.84454
2022-11-11,5.63805
2022-11-12,3.36426
2022-11-13,3.22505
2022-11-14,5.73085
2022-11-15,5.73085
2022-11-16,6.58932
2022-11-17,5.47563
2022-11-18,4.94199
2022-11-19,2.5522
2022-11-20,3.29466
2022-11-21,6.49651
2022-11-22,5.87006
2022-11-23,5.61484
2022-11-24,5.17401
2022-11-25,4.94199
2022-11-26,3.43387
2022-11-27,4.01392
2022-11-28,5.17401
2022-11-29,5.91647
2022-11-30,5.40603
2022-12-01,5.42923
2022-12-02,5.31322
2022-12-03,2.69141
2022-12-04,3.34106
2022-12-05,5.33642
2022-12-06,6.17169
2022-12-07,6.21809
2022-12-08,8.67749
2022-12-09,6.21809
2022-12-10,3.48027
2022-12-11,4.70997
2022-12-12,7.19257
2022-12-13,6.21809
2022-12-14,6.40371
2022-12-15,6.03248
2022-12-16,5.26682
2022-12-17,3.29466
2022-12-18,3.8051
2022-12-19,5.54524
2022-12-20,5.77726
2022-12-21,6.56612
2022-12-22,5.89327
2022-12-23,5.17401
2022-12-24,3.15545
2022-12-25,2.99303
2022-12-26,5.61484
2022-12-27,5.82366
2022-12-28,5.1044
2022-12-29,6.61252
2022-12-30,5.40603
2022-12-31,3.29466
2023-01-01,4.45475
2023-01-02,6.12529
2023-01-03,6.2645
2023-01-04,7.03016
2023-01-05,6.2645
2023-01-06,5.75406
2023-01-07,3.52668
2023-01-08,4.06032
2023-01-09,7.28538
2023-01-10,5.54524
2023-01-11,7.05336
2023-01-12,5.45243
2023-01-13,6.3341
2023-01-14,3.48027
2023-01-15,4.29234
2023-01-16,5.96287
2023-01-17,6.12529
2023-01-18,6.51972
2023-01-19,5.70765
2023-01-20,4.96519
2023-01-21,3.06264
2023-01-22,3.50348
2023-01-23,2.92343
2023-01-24,3.27146
2023-01-25,5.058
2023-01-26,6.05568
2023-01-27,6.2645
2023-01-28,3.61948
2023-01-29,4.82598
2023-01-30,6.86774
2023-01-31,6.19489
2023-02-01,6.70533
2023-02-02,5.98607
2023-02-03,6.21809
2023-02-04,4.77958
2023-02-05,3.8283
2023-02-06,5.66125
2023-02-07,6.3573
2023-02-08,5.31322
2023-02-09,6.24129
2023-02-10,6.21809
2023-02-11,3.96751
2023-02-12,4.98839
2023-02-13,6.38051
2023-02-14,6.14849
2023-02-15,6.68213
2023-02-16,7.16937
2023-02-17,5.26682
2023-02-18,3.73549
2023-02-19,3.68909
2023-02-20,6.54292
2023-02-21,6.61252
2023-02-22,6.93735
2023-02-23,8.39907
2023-02-24,6.91415
2023-02-25,3.7587
2023-02-26,4.29234
2023-02-27,6.49651
2023-02-28,5.80046
2023-03-01,3.8283
2023-03-02,6.17169
2023-03-03,5.70765
2023-03-04,3.29466
2023-03-05,4.08352
2023-03-06,7.70301
2023-03-07,6.56612
2023-03-08,6.61252
2023-03-09,6.2877
2023-03-10,5.61484
2023-03-11,3.36426
2023-03-12,3.7819
2023-03-13,6.82134
2023-03-14,7.00696
2023-03-15,5.96287
2023-03-16,6.3573
2023-03-17,5.59164
2023-03-18,3.99071
2023-03-19,3.8283
2023-03-20,5.87006
2023-03-21,7.19257
2023-03-22,6.56612
2023-03-23,5.29002
2023-03-24,5.68445
2023-03-25,2.96983
2023-03-26,4.01392
2023-03-27,5.96287
2023-03-28,6.17169
2023-03-29,6.00928
2023-03-30,7.67981
2023-03-31,5.82366
2023-04-01,2.92343
2023-04-02,3.15545
2023-04-03,5.77726
2023-04-04,6.3109
2023-04-05,6.17169
2023-04-06,5.66125
2023-04-07,5.91647
2023-04-08,3.61948
2023-04-09,3.8747
2023-04-10,7.6102
2023-04-11,10.0696
2023-04-12,10.92807
2023-04-13,8.53828
2023-04-14,7.26218
2023-04-15,4.66357
2023-04-16,5.0348
2023-04-17,5.87006
2023-04-18,6.3341
2023-04-19,6.12529
2023-04-20,5.61484
2023-04-21,4.80278
2023-04-22,3.13225
2023-04-23,4.15313
2023-04-24,5.35962
2023-04-25,5.77726
2023-04-26,5.49883
2023-04-27,6.17169
2023-04-28,6.2645
2023-04-29,3.13225
2023-04-30,2.29698
2023-05-01,3.38747
2023-05-02,6.3109
2023-05-03,8.25986
2023-05-04,6.10208
2023-05-05,3.24825
2023-05-06,3.61948
2023-05-07,2.90023
2023-05-08,5.75406
2023-05-09,5.56844
2023-05-10,7.12296
2023-05-11,6.61252
2023-05-12,5.31322
2023-05-13,3.43387
2023-05-14,3.27146
2023-05-15,6.98375
2023-05-16,7.14617
2023-05-17,5.98607
2023-05-18,5.70765
2023-05-19,6.42691
2023-05-20,3.43387
2023-05-21,3.36426
2023-05-22,6.07888
2023-05-23,6.70533
2023-05-24,6.75174
2023-05-25,5.75406
2023-05-26,5.26682
2023-05-27,2.43619
2023-05-28,2.71461
2023-05-29,3.45707
