date,금시세18K
2020-09-03,43.69353
2020-09-04,48.4279
2020-09-05,40.36863
2020-09-06,39.176
2020-09-07,47.30755
2020-09-08,45.93422
2020-09-09,49.11456
2020-09-10,45.53668
2020-09-11,47.41597
2020-09-12,42.17564
2020-09-13,37.00758
2020-09-14,48.35561
2020-09-15,46.83773
2020-09-16,40.83845
2020-09-17,44.16335
2020-09-18,42.1395
2020-09-19,37.26057
2020-09-20,34.00795
2020-09-21,41.34441
2020-09-22,41.19985
2020-09-23,39.28442
2020-09-24,41.9588
2020-09-25,41.52511
2020-09-26,33.93567
2020-09-27,29.09288
2020-09-28,39.39284
2020-09-29,32.20093
2020-09-30,24.39465
2020-10-01,27.39428
2020-10-02,29.63498
2020-10-03,33.71882
2020-10-04,32.49006
2020-10-05,42.35634
2020-10-06,40.0795
2020-10-07,36.42934
2020-10-08,37.62197
2020-10-09,35.81496
2020-10-10,32.92374
2020-10-11,28.11709
2020-10-12,38.67003
2020-10-13,37.44127
2020-10-14,41.34441
2020-10-15,38.20021
2020-10-16,35.99566
2020-10-17,34.51391
2020-10-18,28.62305
2020-10-19,38.48933
2020-10-20,36.97144
2020-10-21,36.53776
2020-10-22,35.52584
2020-10-23,36.71846
2020-10-24,29.34586
2020-10-25,28.91217
2020-10-26,36.97144
2020-10-27,33.7911
2020-10-28,35.8511
2020-10-29,34.94759
2020-10-30,40.47705
2020-10-31,31.15287
2020-11-01,30.14094
2020-11-02,39.06758
2020-11-03,33.03216
2020-11-04,37.76653
2020-11-05,37.40513
2020-11-06,40.04336
2020-11-07,32.59848
2020-11-08,29.9241
2020-11-09,37.62197
2020-11-10,45.97036
2020-11-11,39.176
2020-11-12,37.26057
2020-11-13,36.9353
2020-11-14,32.81532
2020-11-15,30.50234
2020-11-16,38.34477
2020-11-17,36.86302
2020-11-18,37.54969
2020-11-19,36.24864
2020-11-20,35.6704
2020-11-21,32.95988
2020-11-22,31.33357
2020-11-23,39.13986
2020-11-24,39.3567
2020-11-25,42.46476
2020-11-26,40.69389
2020-11-27,42.42862
2020-11-28,42.10336
2020-11-29,35.41741
2020-11-30,45.42826
2020-12-01,43.11528
2020-12-02,51.53595
2020-12-03,46.94615
2020-12-04,48.10263
2020-12-05,38.74232
2020-12-06,37.80267
2020-12-07,51.71666
2020-12-08,48.21105
2020-12-09,44.19949
2020-12-10,41.19985
2020-12-11,44.52475
2020-12-12,41.85037
2020-12-13,36.71846
2020-12-14,43.54897
2020-12-15,43.76581
2020-12-16,44.95843
2020-12-17,44.01879
2020-12-18,49.36754
2020-12-19,42.53704
2020-12-20,39.176
2020-12-21,48.93386
2020-12-22,47.92193
2020-12-23,46.0065
2020-12-24,44.34405
2020-12-25,43.18756
2020-12-26,41.92265
2020-12-27,37.15215
2020-12-28,49.22298
2020-12-29,47.23527
2020-12-30,41.45283
2020-12-31,36.35706
2021-01-01,39.50126
2021-01-02,44.38019
2021-01-03,43.58511
2021-01-04,47.70509
2021-01-05,48.53632
2021-01-06,49.6928
2021-01-07,43.51282
2021-01-08,43.98265
2021-01-09,47.27141
2021-01-10,42.5009
2021-01-11,50.01807
2021-01-12,48.6086
2021-01-13,51.24683
2021-01-14,50.48789
2021-01-15,52.33104
2021-01-16,48.82544
2021-01-17,44.81387
2021-01-18,44.52475
2021-01-19,42.75388
2021-01-20,45.78966
2021-01-21,40.47705
2021-01-22,42.75388
2021-01-23,42.10336
2021-01-24,41.41669
2021-01-25,50.23491
2021-01-26,49.3314
2021-01-27,43.043
2021-01-28,40.36863
2021-01-29,43.00686
2021-01-30,45.2837
2021-01-31,37.26057
2021-02-01,43.043
2021-02-02,49.83736
2021-02-03,42.1395
2021-02-04,40.87459
2021-02-05,40.00722
2021-02-06,41.12757
2021-02-07,35.88724
2021-02-08,40.98301
2021-02-09,38.8146
2021-02-10,39.46512
2021-02-11,25.84026
2021-02-12,29.63498
2021-02-13,32.92374
2021-02-14,34.83917
2021-02-15,46.44018
2021-02-16,40.98301
2021-02-17,42.28406
2021-02-18,42.93458
2021-02-19,66.24503
2021-02-20,50.74087
2021-02-21,45.06685
2021-02-22,47.66895
2021-02-23,44.23563
2021-02-24,42.28406
2021-02-25,41.38055
2021-02-26,41.70581
2021-02-27,43.44054
2021-02-28,38.05565
2021-03-01,40.98301
2021-03-02,44.48861
2021-03-03,48.31947
2021-03-04,51.57209
2021-03-05,45.13913
2021-03-06,41.77809
2021-03-07,40.00722
2021-03-08,46.87387
2021-03-09,43.4044
2021-03-10,44.77773
2021-03-11,47.45211
2021-03-12,40.98301
2021-03-13,43.00686
2021-03-14,42.28406
2021-03-15,41.66967
2021-03-16,41.01915
2021-03-17,41.85037
2021-03-18,40.87459
2021-03-19,36.28478
2021-03-20,40.0795
2021-03-21,33.64654
2021-03-22,40.44091
2021-03-23,39.39284
2021-03-24,37.94723
2021-03-25,38.88688
2021-03-26,37.83881
2021-03-27,36.5739
2021-03-28,32.77918
2021-03-29,39.60968
2021-03-30,36.32092
2021-03-31,41.9588
2021-04-01,38.45319
2021-04-02,45.8258
2021-04-03,38.70617
2021-04-04,34.69461
2021-04-05,40.44091
2021-04-06,39.06758
2021-04-07,37.65811
2021-04-08,38.52547
2021-04-09,42.06722
2021-04-10,41.92265
2021-04-11,34.47777
2021-04-12,41.23599
2021-04-13,40.18792
2021-04-14,39.82652
2021-04-15,39.10372
2021-04-16,39.42898
2021-04-17,39.24828
2021-04-18,31.00831
2021-04-19,38.59775
2021-04-20,38.56161
2021-04-21,40.54933
2021-04-22,38.41705
2021-04-23,42.21178
2021-04-24,39.28442
2021-04-25,34.44163
2021-04-26,40.33249
2021-04-27,39.03144
2021-04-28,41.30827
2021-04-29,35.4897
2021-04-30,37.18829
2021-05-01,39.13986
2021-05-02,31.58655
2021-05-03,39.03144
2021-05-04,40.40477
2021-05-05,37.80267
2021-05-06,39.57354
2021-05-07,35.45355
2021-05-08,41.74195
2021-05-09,32.38164
2021-05-10,40.69389
2021-05-11,39.03144
2021-05-12,39.06758
2021-05-13,41.48897
2021-05-14,40.0795
2021-05-15,37.58583
2021-05-16,33.32128
2021-05-17,42.39248
2021-05-18,42.89844
2021-05-19,55.2584
2021-05-20,50.99385
2021-05-21,48.13877
2021-05-22,40.87459
2021-05-23,39.24828
2021-05-24,50.23491
2021-05-25,46.25948
2021-05-26,46.33176
2021-05-27,43.80195
2021-05-28,41.34441
2021-05-29,37.04372
2021-05-30,34.44163
2021-05-31,43.18756
2021-06-01,39.3567
2021-06-02,43.00686
2021-06-03,40.44091
2021-06-04,41.12757
2021-06-05,37.22443
2021-06-06,33.93567
2021-06-07,41.12757
2021-06-08,41.12757
2021-06-09,39.13986
2021-06-10,41.19985
2021-06-11,38.38091
2021-06-12,37.00758
2021-06-13,36.06794
2021-06-14,39.93494
2021-06-15,38.70617
2021-06-16,41.05529
2021-06-17,40.73003
2021-06-18,38.74232
2021-06-19,34.26093
2021-06-20,32.56234
2021-06-21,42.28406
2021-06-22,40.54933
2021-06-23,44.23563
2021-06-24,39.86266
2021-06-25,38.12793
2021-06-26,34.98373
2021-06-27,32.49006
2021-06-28,37.47741
2021-06-29,41.19985
2021-06-30,41.99494
2021-07-01,37.73039
2021-07-02,38.30863
2021-07-03,39.46512
2021-07-04,29.5627
2021-07-05,40.36863
2021-07-06,37.07986
2021-07-07,33.93567
2021-07-08,36.17636
2021-07-09,40.47705
2021-07-10,44.09107
2021-07-11,34.40549
2021-07-12,39.82652
2021-07-13,37.04372
2021-07-14,36.86302
2021-07-15,42.24792
2021-07-16,39.50126
2021-07-17,39.10372
2021-07-18,36.14022
2021-07-19,38.05565
2021-07-20,38.92302
2021-07-21,37.98337
2021-07-22,37.44127
2021-07-23,34.26093
2021-07-24,38.67003
2021-07-25,31.62269
2021-07-26,37.54969
2021-07-27,37.73039
2021-07-28,36.89916
2021-07-29,34.65847
2021-07-30,36.46548
2021-07-31,32.74304
2021-08-01,29.16516
2021-08-02,32.16479
2021-08-03,31.15287
2021-08-04,33.68268
2021-08-05,34.40549
2021-08-06,35.20057
2021-08-07,34.36935
2021-08-08,29.70726
2021-08-09,38.27249
2021-08-10,41.19985
2021-08-11,47.70509
2021-08-12,51.57209
2021-08-13,44.16335
2021-08-14,44.16335
2021-08-15,36.0318
2021-08-16,43.65739
2021-08-17,42.28406
2021-08-18,41.56125
2021-08-19,41.81423
2021-08-20,44.88615
2021-08-21,35.41741
2021-08-22,36.42934
2021-08-23,40.76617
2021-08-24,40.29634
2021-08-25,40.44091
2021-08-26,44.27177
2021-08-27,39.39284
2021-08-28,36.89916
2021-08-29,34.55005
2021-08-30,41.12757
2021-08-31,40.2602
2021-09-01,36.79074
2021-09-02,40.22406
2021-09-03,37.26057
2021-09-04,38.63389
2021-09-05,33.28514
2021-09-06,35.74268
2021-09-07,40.40477
2021-09-08,40.0795
2021-09-09,39.28442
2021-09-10,37.36899
2021-09-11,36.61004
2021-09-12,33.32128
2021-09-13,33.28514
2021-09-14,32.63462
2021-09-15,35.6704
2021-09-16,33.32128
2021-09-17,30.61076
2021-09-18,30.89989
2021-09-19,25.94868
2021-09-20,20.34694
2021-09-21,25.04517
2021-09-22,32.09251
2021-09-23,39.82652
2021-09-24,40.0795
2021-09-25,42.53704
2021-09-26,32.5262
2021-09-27,37.00758
2021-09-28,35.95952
2021-09-29,34.65847
2021-09-30,39.03144
2021-10-01,35.56198
2021-10-02,36.0318
2021-10-03,32.5262
2021-10-04,38.8146
2021-10-05,40.22406
2021-10-06,36.17636
2021-10-07,36.82688
2021-10-08,36.17636
2021-10-09,36.82688
2021-10-10,30.61076
2021-10-11,37.00758
2021-10-12,36.3932
2021-10-13,39.03144
2021-10-14,36.82688
2021-10-15,39.176
2021-10-16,32.56234
2021-10-17,28.22551
2021-10-18,33.97181
2021-10-19,35.05601
2021-10-20,30.32164
2021-10-21,33.71882
2021-10-22,34.44163
2021-10-23,34.87531
2021-10-24,33.71882
2021-10-25,39.32056
2021-10-26,34.76689
2021-10-27,37.44127
2021-10-28,37.94723
2021-10-29,31.98409
2021-10-30,30.2855
2021-10-31,30.2855
2021-11-01,34.58619
2021-11-02,34.08023
2021-11-03,36.17636
2021-11-04,35.34513
2021-11-05,31.36971
2021-11-06,32.27322
2021-11-07,30.03252
2021-11-08,33.57426
2021-11-09,31.40585
2021-11-10,34.65847
2021-11-11,36.7546
2021-11-12,36.68232
2021-11-13,32.81532
2021-11-14,29.67112
2021-11-15,42.64546
2021-11-16,44.05493
2021-11-17,45.57282
2021-11-18,37.58583
2021-11-19,35.99566
2021-11-20,36.14022
2021-11-21,35.74268
2021-11-22,39.10372
2021-11-23,37.26057
2021-11-24,38.23635
2021-11-25,37.58583
2021-11-26,35.01987
2021-11-27,31.65883
2021-11-28,37.40513
2021-11-29,39.60968
2021-11-30,36.5739
2021-12-01,35.95952
2021-12-02,36.82688
2021-12-03,35.59812
2021-12-04,34.58619
2021-12-05,31.18901
2021-12-06,37.94723
2021-12-07,36.24864
2021-12-08,37.11601
2021-12-09,36.3932
2021-12-10,36.7546
2021-12-11,35.34513
2021-12-12,32.23707
2021-12-13,36.32092
2021-12-14,35.41741
2021-12-15,35.74268
2021-12-16,37.36899
2021-12-17,35.99566
2021-12-18,31.18901
2021-12-19,29.09288
2021-12-20,40.0795
2021-12-21,38.59775
2021-12-22,38.30863
2021-12-23,40.15178
2021-12-24,38.8146
2021-12-25,36.0318
2021-12-26,33.50198
2021-12-27,39.64582
2021-12-28,39.82652
2021-12-29,41.01915
2021-12-30,37.80267
2021-12-31,40.04336
2022-01-01,33.75496
2022-01-02,36.82688
2022-01-03,39.75424
2022-01-04,38.92302
2022-01-05,42.57318
2022-01-06,41.19985
2022-01-07,41.88651
2022-01-08,38.48933
2022-01-09,36.42934
2022-01-10,37.62197
2022-01-11,41.48897
2022-01-12,35.52584
2022-01-13,35.30899
2022-01-14,35.63426
2022-01-15,40.54933
2022-01-16,32.99602
2022-01-17,36.61004
2022-01-18,36.68232
2022-01-19,34.83917
2022-01-20,34.83917
2022-01-21,36.71846
2022-01-22,37.18829
2022-01-23,34.44163
2022-01-24,39.60968
2022-01-25,39.24828
2022-01-26,37.58583
2022-01-27,37.07986
2022-01-28,35.23671
2022-01-29,33.7911
2022-01-30,26.7799
2022-01-31,24.53921
2022-02-01,26.38236
2022-02-02,30.43006
2022-02-03,36.61004
2022-02-04,35.30899
2022-02-05,35.4897
2022-02-06,32.8876
2022-02-07,36.06794
2022-02-08,33.93567
2022-02-09,39.46512
2022-02-10,34.94759
2022-02-11,34.62233
2022-02-12,38.16407
2022-02-13,33.86338
2022-02-14,39.64582
2022-02-15,47.56053
2022-02-16,42.60932
2022-02-17,38.67003
2022-02-18,45.6451
2022-02-19,37.07986
2022-02-20,34.04409
2022-02-21,40.83845
2022-02-22,44.99457
2022-02-23,43.54897
2022-02-24,70.76255
2022-02-25,56.23418
2022-02-26,43.4044
2022-02-27,40.11564
2022-02-28,44.70545
2022-03-01,40.69389
2022-03-02,46.44018
2022-03-03,40.98301
2022-03-04,40.91073
2022-03-05,40.54933
2022-03-06,51.68052
2022-03-07,50.95771
2022-03-08,52.4756
2022-03-09,42.79002
2022-03-10,43.25984
2022-03-11,42.39248
2022-03-12,41.19985
2022-03-13,37.26057
2022-03-14,39.5374
2022-03-15,38.85074
2022-03-16,38.45319
2022-03-17,37.91109
2022-03-18,36.82688
2022-03-19,37.54969
2022-03-20,31.98409
2022-03-21,39.3567
2022-03-22,36.64618
2022-03-23,35.41741
2022-03-24,36.10408
2022-03-25,33.93567
2022-03-26,36.5739
2022-03-27,34.08023
2022-03-28,38.27249
2022-03-29,36.14022
2022-03-30,36.3932
2022-03-31,33.75496
2022-04-01,36.06794
2022-04-02,32.38164
2022-04-03,28.18937
2022-04-04,37.62197
2022-04-05,35.09215
2022-04-06,36.68232
2022-04-07,31.91181
2022-04-08,35.59812
2022-04-09,33.71882
2022-04-10,31.69497
2022-04-11,36.61004
2022-04-12,36.17636
2022-04-13,38.30863
2022-04-14,36.3932
2022-04-15,36.2125
2022-04-16,37.91109
2022-04-17,34.40549
2022-04-18,41.9588
2022-04-19,38.23635
2022-04-20,41.59739
2022-04-21,42.21178
2022-04-22,39.32056
2022-04-23,35.01987
2022-04-24,35.99566
2022-04-25,44.12721
2022-04-26,38.8146
2022-04-27,41.88651
2022-04-28,41.09143
2022-04-29,39.39284
2022-04-30,37.40513
2022-05-01,33.6104
2022-05-02,41.23599
2022-05-03,36.32092
2022-05-04,41.09143
2022-05-05,38.9953
2022-05-06,39.46512
2022-05-07,37.87495
2022-05-08,33.7911
2022-05-09,42.10336
2022-05-10,42.93458
2022-05-11,42.28406
2022-05-12,44.66931
2022-05-13,44.70545
2022-05-14,39.42898
2022-05-15,34.44163
2022-05-16,42.06722
2022-05-17,39.60968
2022-05-18,41.99494
2022-05-19,39.79038
2022-05-20,39.28442
2022-05-21,36.35706
2022-05-22,34.22479
2022-05-23,41.48897
2022-05-24,43.76581
2022-05-25,47.70509
2022-05-26,40.51319
2022-05-27,42.1395
2022-05-28,37.07986
2022-05-29,31.73111
2022-05-30,43.65739
2022-05-31,43.94651
2022-06-01,43.11528
2022-06-02,43.11528
2022-06-03,42.24792
2022-06-04,41.30827
2022-06-05,35.56198
2022-06-06,35.56198
2022-06-07,40.87459
2022-06-08,44.16335
2022-06-09,45.60896
2022-06-10,45.89808
2022-06-11,45.2837
2022-06-12,34.47777
2022-06-13,51.24683
2022-06-14,45.06685
2022-06-15,43.76581
2022-06-16,45.86194
2022-06-17,47.30755
2022-06-18,42.60932
2022-06-19,37.91109
2022-06-20,48.10263
2022-06-21,42.42862
2022-06-22,46.25948
2022-06-23,46.29562
2022-06-24,45.17528
2022-06-25,41.16371
2022-06-26,36.28478
2022-06-27,42.46476
2022-06-28,43.2237
2022-06-29,39.79038
2022-06-30,43.18756
2022-07-01,42.89844
2022-07-02,42.24792
2022-07-03,33.10444
2022-07-04,42.5009
2022-07-05,43.54897
2022-07-06,51.21069
2022-07-07,42.06722
2022-07-08,41.63353
2022-07-09,44.77773
2022-07-10,39.10372
2022-07-11,42.60932
2022-07-12,45.03071
2022-07-13,43.15142
2022-07-14,40.54933
2022-07-15,43.2237
2022-07-16,43.47668
2022-07-17,40.44091
2022-07-18,43.69353
2022-07-19,45.6451
2022-07-20,45.89808
2022-07-21,42.03108
2022-07-22,41.12757
2022-07-23,40.76617
2022-07-24,35.99566
2022-07-25,57.93277
2022-07-26,61.47452
2022-07-27,48.28333
2022-07-28,41.23599
2022-07-29,41.45283
2022-07-30,39.03144
2022-07-31,38.45319
2022-08-01,43.76581
2022-08-02,38.77846
2022-08-03,41.34441
2022-08-04,41.05529
2022-08-05,42.10336
2022-08-06,41.34441
2022-08-07,35.09215
2022-08-08,41.48897
2022-08-09,38.01951
2022-08-10,41.92265
2022-08-11,42.03108
2022-08-12,42.64546
2022-08-13,38.27249
2022-08-14,34.18865
2022-08-15,38.23635
2022-08-16,42.24792
2022-08-17,44.48861
2022-08-18,43.65739
2022-08-19,44.66931
2022-08-20,39.8988
2022-08-21,34.44163
2022-08-22,48.21105
2022-08-23,42.57318
2022-08-24,43.80195
2022-08-25,44.88615
2022-08-26,41.16371
2022-08-27,38.56161
2022-08-28,30.93603
2022-08-29,39.68196
2022-08-30,35.23671
2022-08-31,37.94723
2022-09-01,39.60968
2022-09-02,36.46548
2022-09-03,33.10444
2022-09-04,33.46584
2022-09-05,35.20057
2022-09-06,32.56234
2022-09-07,37.00758
2022-09-08,31.51427
2022-09-09,23.70798
2022-09-10,27.53885
2022-09-11,31.55041
2022-09-12,41.38055
2022-09-13,45.53668
2022-09-14,51.06613
2022-09-15,47.45211
2022-09-16,40.83845
2022-09-17,41.70581
2022-09-18,36.61004
2022-09-19,48.35561
2022-09-20,50.56017
2022-09-21,55.29454
2022-09-22,44.56089
2022-09-23,41.99494
2022-09-24,41.81423
2022-09-25,34.18865
2022-09-26,43.65739
2022-09-27,42.97072
2022-09-28,40.98301
2022-09-29,39.60968
2022-09-30,41.34441
2022-10-01,36.14022
2022-10-02,33.249
2022-10-03,37.04372
2022-10-04,40.65775
2022-10-05,42.71774
2022-10-06,38.9953
2022-10-07,37.11601
2022-10-08,32.30936
2022-10-09,29.81568
2022-10-10,35.16443
2022-10-11,57.60751
2022-10-12,57.35453
2022-10-13,48.4279
2022-10-14,41.16371
2022-10-15,36.10408
2022-10-16,33.7911
2022-10-17,43.83809
2022-10-18,41.66967
2022-10-19,37.87495
2022-10-20,42.46476
2022-10-21,38.59775
2022-10-22,34.87531
2022-10-23,30.14094
2022-10-24,43.72967
2022-10-25,41.38055
2022-10-26,42.6816
2022-10-27,42.35634
2022-10-28,38.88688
2022-10-29,36.68232
2022-10-30,27.43043
2022-10-31,39.3567
2022-11-01,39.50126
2022-11-02,42.60932
2022-11-03,41.70581
2022-11-04,39.42898
2022-11-05,38.16407
2022-11-06,29.59884
2022-11-07,40.33249
2022-11-08,39.64582
2022-11-09,43.91037
2022-11-10,43.25984
2022-11-11,45.35598
2022-11-12,38.67003
2022-11-13,31.62269
2022-11-14,42.57318
2022-11-15,41.30827
2022-11-16,41.59739
2022-11-17,41.05529
2022-11-18,41.70581
2022-11-19,37.11601
2022-11-20,29.96024
2022-11-21,41.34441
2022-11-22,44.19949
2022-11-23,43.043
2022-11-24,38.85074
2022-11-25,41.59739
2022-11-26,36.0318
2022-11-27,34.40549
2022-11-28,41.66967
2022-11-29,41.27213
2022-11-30,39.50126
2022-12-01,39.82652
2022-12-02,38.56161
2022-12-03,36.7546
2022-12-04,32.56234
2022-12-05,42.5009
2022-12-06,39.3567
2022-12-07,39.93494
2022-12-08,40.44091
2022-12-09,42.64546
2022-12-10,40.04336
2022-12-11,34.40549
2022-12-12,45.2837
2022-12-13,45.39212
2022-12-14,45.03071
2022-12-15,46.51246
2022-12-16,40.33249
2022-12-17,35.74268
2022-12-18,40.94687
2022-12-19,43.11528
2022-12-20,45.86194
2022-12-21,40.36863
2022-12-22,38.38091
2022-12-23,41.74195
2022-12-24,40.29634
2022-12-25,36.61004
2022-12-26,46.94615
2022-12-27,45.68124
2022-12-28,46.07878
2022-12-29,43.83809
2022-12-30,44.63317
2022-12-31,40.47705
2023-01-01,31.51427
2023-01-02,45.60896
2023-01-03,47.30755
2023-01-04,60.75171
2023-01-05,55.51138
2023-01-06,48.7893
2023-01-07,54.02963
2023-01-08,39.60968
2023-01-09,49.72894
2023-01-10,62.55872
2023-01-11,58.72786
2023-01-12,51.86122
2023-01-13,42.57318
2023-01-14,41.52511
2023-01-15,36.64618
2023-01-16,48.28333
2023-01-17,44.09107
2023-01-18,47.01843
2023-01-19,45.53668
2023-01-20,38.30863
2023-01-21,31.55041
2023-01-22,31.29743
2023-01-23,33.75496
2023-01-24,38.56161
2023-01-25,51.24683
2023-01-26,47.99421
2023-01-27,60.96855
2023-01-28,47.99421
2023-01-29,40.00722
2023-01-30,50.99385
2023-01-31,48.71702
2023-02-01,46.33176
2023-02-02,47.56053
2023-02-03,46.11492
2023-02-04,42.64546
2023-02-05,34.58619
2023-02-06,46.33176
2023-02-07,48.03035
2023-02-08,46.51246
2023-02-09,44.38019
2023-02-10,43.58511
2023-02-11,42.10336
2023-02-12,39.97108
2023-02-13,48.71702
2023-02-14,46.25948
2023-02-15,42.42862
2023-02-16,44.34405
2023-02-17,45.42826
2023-02-18,40.98301
2023-02-19,36.28478
2023-02-20,44.74159
2023-02-21,43.80195
2023-02-22,43.76581
2023-02-23,43.51282
2023-02-24,43.4044
2023-02-25,40.98301
2023-02-26,36.53776
2023-02-27,45.31984
2023-02-28,42.03108
2023-03-01,40.91073
2023-03-02,43.76581
2023-03-03,38.70617
2023-03-04,39.32056
2023-03-05,33.17672
2023-03-06,44.12721
2023-03-07,37.62197
2023-03-08,38.45319
2023-03-09,36.0318
2023-03-10,39.75424
2023-03-11,40.58547
2023-03-12,34.11637
2023-03-13,44.63317
2023-03-14,48.28333
2023-03-15,45.57282
2023-03-16,48.35561
2023-03-17,44.70545
2023-03-18,42.6816
2023-03-19,34.40549
2023-03-20,56.84857
2023-03-21,58.90856
2023-03-22,50.27105
2023-03-23,54.71629
2023-03-24,55.47524
2023-03-25,51.71666
2023-03-26,40.54933
2023-03-27,55.29454
2023-03-28,63.38995
2023-03-29,58.72786
2023-03-30,60.10119
2023-03-31,55.14998
2023-04-01,47.16299
2023-04-02,44.56089
2023-04-03,58.98084
2023-04-04,53.70437
2023-04-05,67.79906
2023-04-06,79.00252
2023-04-07,72.49728
2023-04-08,50.84929
2023-04-09,63.93205
2023-04-10,74.37658
2023-04-11,61.07697
2023-04-12,59.45066
2023-04-13,58.98084
2023-04-14,65.19696
2023-04-15,58.18576
2023-04-16,44.99457
2023-04-17,67.25695
2023-04-18,57.20997
2023-04-19,53.77665
2023-04-20,55.11384
2023-04-21,51.7528
2023-04-22,43.54897
2023-04-23,36.64618
2023-04-24,55.29454
2023-04-25,50.01807
2023-04-26,54.28261
2023-04-27,53.08998
2023-04-28,48.13877
2023-04-29,40.54933
2023-04-30,39.03144
2023-05-01,47.27141
2023-05-02,50.99385
2023-05-03,51.21069
2023-05-04,52.00578
2023-05-05,43.07914
2023-05-06,46.44018
2023-05-07,39.64582
2023-05-08,55.2584
2023-05-09,52.98156
2023-05-10,55.76436
2023-05-11,53.16226
2023-05-12,49.90964
2023-05-13,47.45211
2023-05-14,38.77846
2023-05-15,55.36682
2023-05-16,51.64438
2023-05-17,51.86122
2023-05-18,47.30755
2023-05-19,48.17491
2023-05-20,45.71738
2023-05-21,36.61004
2023-05-22,51.96964
2023-05-23,48.82544
2023-05-24,47.88579
2023-05-25,46.91001
2023-05-26,44.81387
2023-05-27,37.65811
2023-05-28,33.21286
2023-05-29,42.3202
