date,유언공증
2020-03-20,30.51643
2020-03-21,28.63849
2020-03-22,34.74178
2020-03-23,39.43661
2020-03-24,44.60093
2020-03-25,44.60093
2020-03-26,46.94835
2020-03-27,29.57746
2020-03-28,17.84037
2020-03-29,18.77934
2020-03-30,40.37558
2020-03-31,33.33333
2020-04-01,26.29107
2020-04-02,41.31455
2020-04-03,27.69953
2020-04-04,25.82159
2020-04-05,24.41314
2020-04-06,35.68075
2020-04-07,32.86384
2020-04-08,38.96713
2020-04-09,29.57746
2020-04-10,35.21126
2020-04-11,16.9014
2020-04-12,15.02347
2020-04-13,29.57746
2020-04-14,29.10798
2020-04-15,7.04225
2020-04-16,31.45539
2020-04-17,35.68075
2020-04-18,22.06572
2020-04-19,15.96244
2020-04-20,42.723
2020-04-21,36.61971
2020-04-22,32.86384
2020-04-23,47.88732
2020-04-24,46.00938
2020-04-25,18.77934
2020-04-26,21.12676
2020-04-27,50.23474
2020-04-28,52.11267
2020-04-29,37.55868
2020-04-30,25.35211
2020-05-01,23.47417
2020-05-02,13.14553
2020-05-03,22.53521
2020-05-04,33.80281
2020-05-05,16.43192
2020-05-06,36.15023
2020-05-07,27.69953
2020-05-08,30.51643
2020-05-09,24.88262
2020-05-10,22.06572
2020-05-11,29.57746
2020-05-12,36.61971
2020-05-13,23.47417
2020-05-14,33.33333
2020-05-15,25.35211
2020-05-16,14.0845
2020-05-17,24.41314
2020-05-18,34.74178
2020-05-19,34.74178
2020-05-20,26.29107
2020-05-21,38.49765
2020-05-22,30.04694
2020-05-23,16.43192
2020-05-24,23.94366
2020-05-25,35.68075
2020-05-26,35.21126
2020-05-27,38.49765
2020-05-28,34.2723
2020-05-29,28.16901
2020-05-30,17.37089
2020-05-31,21.12676
2020-06-01,32.39436
2020-06-02,33.33333
2020-06-03,29.10798
2020-06-04,40.37558
2020-06-05,26.29107
2020-06-06,15.49295
2020-06-07,18.77934
2020-06-08,38.96713
2020-06-09,36.61971
2020-06-10,21.12676
2020-06-11,24.88262
2020-06-12,30.98591
2020-06-13,14.0845
2020-06-14,15.96244
2020-06-15,31.45539
2020-06-16,36.15023
2020-06-17,32.39436
2020-06-18,32.39436
2020-06-19,17.37089
2020-06-20,8.4507
2020-06-21,15.02347
2020-06-22,37.0892
2020-06-23,41.78403
2020-06-24,37.55868
2020-06-25,30.98591
2020-06-26,27.23004
2020-06-27,21.59624
2020-06-28,19.24882
2020-06-29,35.21126
2020-06-30,36.61971
2020-07-01,36.15023
2020-07-02,25.35211
2020-07-03,33.80281
2020-07-04,16.9014
2020-07-05,20.18779
2020-07-06,37.0892
2020-07-07,23.00469
2020-07-08,31.92488
2020-07-09,30.51643
2020-07-10,22.53521
2020-07-11,15.49295
2020-07-12,17.37089
2020-07-13,44.13145
2020-07-14,33.80281
2020-07-15,33.80281
2020-07-16,31.45539
2020-07-17,24.41314
2020-07-18,19.24882
2020-07-19,25.35211
2020-07-20,36.15023
2020-07-21,39.43661
2020-07-22,35.21126
2020-07-23,30.04694
2020-07-24,25.82159
2020-07-25,13.14553
2020-07-26,19.7183
2020-07-27,30.98591
2020-07-28,30.04694
2020-07-29,26.76056
2020-07-30,39.9061
2020-07-31,29.10798
2020-08-01,15.49295
2020-08-02,20.65727
2020-08-03,30.98591
2020-08-04,34.2723
2020-08-05,22.06572
2020-08-06,26.29107
2020-08-07,25.82159
2020-08-08,21.59624
2020-08-09,28.63849
2020-08-10,32.39436
2020-08-11,32.39436
2020-08-12,34.74178
2020-08-13,31.92488
2020-08-14,29.10798
2020-08-15,12.20657
2020-08-16,13.61502
2020-08-17,23.94366
2020-08-18,29.57746
2020-08-19,36.15023
2020-08-20,30.51643
2020-08-21,28.63849
2020-08-22,18.77934
2020-08-23,16.43192
2020-08-24,31.45539
2020-08-25,24.88262
2020-08-26,29.57746
2020-08-27,26.29107
2020-08-28,14.55399
2020-08-29,12.20657
2020-08-30,17.37089
2020-08-31,29.10798
2020-09-01,26.29107
2020-09-02,26.29107
2020-09-03,29.10798
2020-09-04,19.7183
2020-09-05,15.96244
2020-09-06,22.53521
2020-09-07,29.57746
2020-09-08,31.92488
2020-09-09,35.68075
2020-09-10,27.69953
2020-09-11,29.57746
2020-09-12,18.30985
2020-09-13,15.49295
2020-09-14,39.9061
2020-09-15,31.45539
2020-09-16,24.88262
2020-09-17,31.45539
2020-09-18,37.0892
2020-09-19,13.61502
2020-09-20,15.49295
2020-09-21,38.49765
2020-09-22,27.23004
2020-09-23,30.51643
2020-09-24,24.88262
2020-09-25,23.94366
2020-09-26,7.51173
2020-09-27,14.0845
2020-09-28,26.76056
2020-09-29,22.53521
2020-09-30,15.96244
2020-10-01,26.76056
2020-10-02,25.82159
2020-10-03,34.74178
2020-10-04,28.63849
2020-10-05,40.37558
2020-10-06,31.45539
2020-10-07,37.0892
2020-10-08,30.04694
2020-10-09,71.3615
2020-10-10,25.82159
2020-10-11,27.23004
2020-10-12,48.3568
2020-10-13,44.60093
2020-10-14,39.43661
2020-10-15,29.57746
2020-10-16,30.98591
2020-10-17,23.94366
2020-10-18,18.77934
2020-10-19,27.23004
2020-10-20,34.2723
2020-10-21,37.55868
2020-10-22,24.41314
2020-10-23,31.45539
2020-10-24,16.43192
2020-10-25,23.47417
2020-10-26,50.23474
2020-10-27,57.74647
2020-10-28,49.29577
2020-10-29,46.47887
2020-10-30,34.74178
2020-10-31,17.37089
2020-11-01,18.30985
2020-11-02,29.57746
2020-11-03,39.9061
2020-11-04,42.25352
2020-11-05,45.5399
2020-11-06,32.86384
2020-11-07,16.9014
2020-11-08,14.0845
2020-11-09,27.23004
2020-11-10,33.80281
2020-11-11,31.45539
2020-11-12,45.5399
2020-11-13,29.57746
2020-11-14,22.06572
2020-11-15,12.20657
2020-11-16,30.98591
2020-11-17,30.51643
2020-11-18,30.04694
2020-11-19,31.45539
2020-11-20,25.35211
2020-11-21,19.7183
2020-11-22,25.82159
2020-11-23,30.98591
2020-11-24,39.9061
2020-11-25,29.10798
2020-11-26,31.45539
2020-11-27,24.88262
2020-11-28,18.30985
2020-11-29,20.65727
2020-11-30,29.57746
2020-12-01,31.45539
2020-12-02,48.82629
2020-12-03,39.9061
2020-12-04,25.82159
2020-12-05,29.57746
2020-12-06,21.12676
2020-12-07,34.74178
2020-12-08,45.07042
2020-12-09,33.80281
2020-12-10,36.61971
2020-12-11,31.92488
2020-12-12,9.38967
2020-12-13,18.77934
2020-12-14,29.10798
2020-12-15,43.19248
2020-12-16,28.16901
2020-12-17,39.9061
2020-12-18,26.29107
2020-12-19,21.59624
2020-12-20,16.9014
2020-12-21,38.96713
2020-12-22,33.33333
2020-12-23,29.10798
2020-12-24,20.65727
2020-12-25,17.84037
2020-12-26,30.51643
2020-12-27,25.35211
2020-12-28,36.61971
2020-12-29,37.55868
2020-12-30,30.51643
2020-12-31,21.59624
2021-01-01,22.06572
2021-01-02,27.69953
2021-01-03,13.61502
2021-01-04,39.43661
2021-01-05,41.31455
2021-01-06,22.06572
2021-01-07,26.29107
2021-01-08,22.53521
2021-01-09,21.12676
2021-01-10,15.49295
2021-01-11,30.04694
2021-01-12,33.33333
2021-01-13,29.57746
2021-01-14,28.63849
2021-01-15,22.53521
2021-01-16,15.49295
2021-01-17,28.63849
2021-01-18,29.57746
2021-01-19,30.98591
2021-01-20,39.9061
2021-01-21,40.84507
2021-01-22,38.02816
2021-01-23,23.47417
2021-01-24,33.33333
2021-01-25,63.38028
2021-01-26,53.52112
2021-01-27,48.3568
2021-01-28,54.46009
2021-01-29,40.84507
2021-01-30,29.10798
2021-01-31,51.1737
2021-02-01,51.1737
2021-02-02,47.88732
2021-02-03,53.05164
2021-02-04,38.96713
2021-02-05,42.723
2021-02-06,26.29107
2021-02-07,38.96713
2021-02-08,61.03286
2021-02-09,50.23474
2021-02-10,39.9061
2021-02-11,31.45539
2021-02-12,50.23474
2021-02-13,76.05633
2021-02-14,59.15492
2021-02-15,79.34272
2021-02-16,75.58685
2021-02-17,76.05633
2021-02-18,72.30046
2021-02-19,58.21596
2021-02-20,55.86854
2021-02-21,38.02816
2021-02-22,71.83098
2021-02-23,64.31924
2021-02-24,59.15492
2021-02-25,49.29577
2021-02-26,36.61971
2021-02-27,40.84507
2021-02-28,49.76525
2021-03-01,55.86854
2021-03-02,55.39906
2021-03-03,58.21596
2021-03-04,55.86854
2021-03-05,53.99061
2021-03-06,48.82629
2021-03-07,48.3568
2021-03-08,65.72769
2021-03-09,71.83098
2021-03-10,54.46009
2021-03-11,63.38028
2021-03-12,64.78873
2021-03-13,39.9061
2021-03-14,51.1737
2021-03-15,82.15962
2021-03-16,75.58685
2021-03-17,71.3615
2021-03-18,50.70422
2021-03-19,40.84507
2021-03-20,35.21126
2021-03-21,49.29577
2021-03-22,78.40375
2021-03-23,59.15492
2021-03-24,71.3615
2021-03-25,69.01408
2021-03-26,42.25352
2021-03-27,43.66197
2021-03-28,42.25352
2021-03-29,57.27699
2021-03-30,53.99061
2021-03-31,74.1784
2021-04-01,63.84976
2021-04-02,72.30046
2021-04-03,47.41784
2021-04-04,39.43661
2021-04-05,77.93427
2021-04-06,54.92957
2021-04-07,73.23943
2021-04-08,53.05164
2021-04-09,61.50234
2021-04-10,46.47887
2021-04-11,58.21596
2021-04-12,79.8122
2021-04-13,68.07511
2021-04-14,60.56338
2021-04-15,61.97183
2021-04-16,41.31455
2021-04-17,29.10798
2021-04-18,36.61971
2021-04-19,67.13615
2021-04-20,66.19718
2021-04-21,63.38028
2021-04-22,72.30046
2021-04-23,53.05164
2021-04-24,38.96713
2021-04-25,34.2723
2021-04-26,58.68544
2021-04-27,72.76995
2021-04-28,50.70422
2021-04-29,61.50234
2021-04-30,47.88732
2021-05-01,31.92488
2021-05-02,39.43661
2021-05-03,54.46009
2021-05-04,51.64319
2021-05-05,42.25352
2021-05-06,59.15492
2021-05-07,50.23474
2021-05-08,35.68075
2021-05-09,41.31455
2021-05-10,66.19718
2021-05-11,64.31924
2021-05-12,60.09389
2021-05-13,50.23474
2021-05-14,47.41784
2021-05-15,37.55868
2021-05-16,50.70422
2021-05-17,58.68544
2021-05-18,44.13145
2021-05-19,34.2723
2021-05-20,45.5399
2021-05-21,48.3568
2021-05-22,45.07042
2021-05-23,29.57746
2021-05-24,51.1737
2021-05-25,46.94835
2021-05-26,54.92957
2021-05-27,62.44131
2021-05-28,57.74647
2021-05-29,33.33333
2021-05-30,42.25352
2021-05-31,59.15492
2021-06-01,60.09389
2021-06-02,57.74647
2021-06-03,38.02816
2021-06-04,48.3568
2021-06-05,30.51643
2021-06-06,31.92488
2021-06-07,58.21596
2021-06-08,50.23474
2021-06-09,47.41784
2021-06-10,48.82629
