date,주식단타
2020-06-18,33.20683
2020-06-19,32.38456
2020-06-20,20.3036
2020-06-21,19.79759
2020-06-22,27.32447
2020-06-23,30.99304
2020-06-24,34.15559
2020-06-25,32.82732
2020-06-26,27.45098
2020-06-27,14.23149
2020-06-28,16.31878
2020-06-29,23.2764
2020-06-30,28.52624
2020-07-01,25.8697
2020-07-02,29.22201
2020-07-03,29.47501
2020-07-04,15.49652
2020-07-05,18.08981
2020-07-06,31.05629
2020-07-07,35.16761
2020-07-08,33.01707
2020-07-09,54.4592
2020-07-10,41.30297
2020-07-11,20.87286
2020-07-12,20.3036
2020-07-13,37.88741
2020-07-14,36.49588
2020-07-15,38.01391
2020-07-16,37.06514
2020-07-17,33.20683
2020-07-18,16.12903
2020-07-19,17.4573
2020-07-20,33.71283
2020-07-21,37.95066
2020-07-22,37.31815
2020-07-23,41.23972
2020-07-24,39.72169
2020-07-25,20.5566
2020-07-26,21.75838
2020-07-27,38.39342
2020-07-28,39.27893
2020-07-29,43.39025
2020-07-30,39.72169
2020-07-31,36.05313
2020-08-01,19.10183
2020-08-02,19.35483
2020-08-03,34.34535
2020-08-04,37.82416
2020-08-05,37.6344
2020-08-06,42.56799
2020-08-07,42.18848
2020-08-08,24.09867
2020-08-09,20.49335
2020-08-10,39.72169
2020-08-11,45.73055
2020-08-12,41.87223
2020-08-13,44.27577
2020-08-14,34.21884
2020-08-15,16.95129
2020-08-16,19.67109
2020-08-17,19.67109
2020-08-18,30.86654
2020-08-19,37.31815
2020-08-20,38.20366
2020-08-21,35.16761
2020-08-22,18.65907
2020-08-23,20.36685
2020-08-24,35.16761
2020-08-25,47.69133
2020-08-26,47.37507
2020-08-27,58.57052
2020-08-28,53.06767
2020-08-29,26.56546
2020-08-30,26.31246
2020-08-31,48.19734
2020-09-01,51.67615
2020-09-02,58.63377
2020-09-03,62.17583
2020-09-04,50.85388
2020-09-05,29.91777
2020-09-06,33.27008
2020-09-07,55.02846
2020-09-08,58.63377
2020-09-09,52.81467
2020-09-10,57.36875
2020-09-11,52.49841
2020-09-12,30.61353
2020-09-13,30.23402
2020-09-14,55.53447
2020-09-15,59.96204
2020-09-16,56.29348
2020-09-17,48.38709
2020-09-18,46.93232
2020-09-19,26.18595
2020-09-20,22.51739
2020-09-21,39.91144
2020-09-22,36.62239
2020-09-23,38.70967
2020-09-24,36.87539
2020-09-25,32.76407
2020-09-26,21.18912
2020-09-27,18.84882
2020-09-28,28.90575
2020-09-29,28.20999
2020-09-30,16.12903
2020-10-01,13.40923
2020-10-02,14.92726
2020-10-03,15.37001
2020-10-04,18.91208
2020-10-05,33.64958
2020-10-06,37.69765
2020-10-07,36.74889
2020-10-08,38.14041
2020-10-09,22.39089
2020-10-10,17.96331
2020-10-11,19.79759
2020-10-12,31.05629
2020-10-13,37.69765
2020-10-14,40.41745
2020-10-15,36.11638
2020-10-16,34.85135
2020-10-17,18.02656
2020-10-18,17.3308
2020-10-19,28.77925
2020-10-20,32.51106
2020-10-21,31.49905
2020-10-22,32.00506
2020-10-23,24.92093
2020-10-24,16.00253
2020-10-25,14.54775
2020-10-26,24.47817
2020-10-27,25.61669
2020-10-28,26.94497
2020-10-29,24.09867
2020-10-30,22.26438
2020-10-31,17.07779
2020-11-01,14.54775
2020-11-02,22.58064
2020-11-03,27.32447
2020-11-04,30.17077
2020-11-05,31.24604
2020-11-06,30.29728
2020-11-07,18.27956
2020-11-08,17.64705
2020-11-09,33.27008
2020-11-10,38.33017
2020-11-11,38.20366
2020-11-12,46.55281
2020-11-13,41.04996
2020-11-14,23.90891
2020-11-15,20.24035
2020-11-16,44.97153
2020-11-17,47.24857
2020-11-18,46.29981
2020-11-19,44.02277
2020-11-20,42.69449
2020-11-21,23.84566
2020-11-22,24.85768
2020-11-23,42.69449
2020-11-24,45.66729
2020-11-25,47.24857
2020-11-26,45.66729
2020-11-27,41.11321
2020-11-28,23.46616
2020-11-29,28.08349
2020-11-30,42.88425
2020-12-01,49.96837
2020-12-02,53.70018
2020-12-03,53.63693
2020-12-04,52.68817
2020-12-05,31.62555
2020-12-06,28.39974
2020-12-07,53.00442
2020-12-08,54.07969
2020-12-09,53.51043
2020-12-10,54.14294
2020-12-11,51.23339
2020-12-12,27.32447
2020-12-13,26.18595
2020-12-14,51.6129
2020-12-15,45.73055
2020-12-16,50.53763
2020-12-17,52.30866
2020-12-18,53.70018
2020-12-19,35.73687
2020-12-20,33.20683
2020-12-21,54.4592
2020-12-22,50.47438
2020-12-23,53.25743
2020-12-24,48.82985
2020-12-25,27.89373
2020-12-26,24.22517
2020-12-27,28.20999
2020-12-28,49.77862
2020-12-29,53.76344
2020-12-30,58.25426
2020-12-31,31.87855
2021-01-01,26.2492
2021-01-02,28.969
2021-01-03,34.21884
2021-01-04,73.30803
2021-01-05,84.81973
2021-01-06,89.18406
2021-01-07,77.10309
2021-01-08,100.0
2021-01-09,57.24225
2021-01-10,50.85388
2021-01-11,96.90069
2021-01-12,89.69006
2021-01-13,86.46426
2021-01-14,77.79886
2021-01-15,68.88045
2021-01-16,36.43263
2021-01-17,34.09234
2021-01-18,53.06767
2021-01-19,62.36559
2021-01-20,56.35673
2021-01-21,57.74826
2021-01-22,46.0468
2021-01-23,31.8153
2021-01-24,27.13472
2021-01-25,46.42631
2021-01-26,48.07084
2021-01-27,42.50474
2021-01-28,41.30297
2021-01-29,34.59835
2021-01-30,19.48134
2021-01-31,24.41492
2021-02-01,34.7881
2021-02-02,43.39025
2021-02-03,42.9475
2021-02-04,40.03795
2021-02-05,39.34218
2021-02-06,26.31246
2021-02-07,33.39658
2021-02-08,42.12523
2021-02-09,42.56799
2021-02-10,33.96584
2021-02-11,22.83364
2021-02-12,21.44212
2021-02-13,23.65591
2021-02-14,25.61669
2021-02-15,45.66729
2021-02-16,48.7666
2021-02-17,55.21821
2021-02-18,47.88108
2021-02-19,43.2005
2021-02-20,29.60151
2021-02-21,29.47501
2021-02-22,46.11005
2021-02-23,43.76976
2021-02-24,41.61922
2021-02-25,44.21252
2021-02-26,37.3814
2021-02-27,26.2492
2021-02-28,21.50537
2021-03-01,23.2764
2021-03-02,32.95382
2021-03-03,34.7881
2021-03-04,30.99304
2021-03-05,28.65275
2021-03-06,20.74636
2021-03-07,21.50537
2021-03-08,26.75521
2021-03-09,26.50221
2021-03-10,27.76723
2021-03-11,28.39974
2021-03-12,31.9418
2021-03-13,21.63187
2021-03-14,18.91208
2021-03-15,26.50221
2021-03-16,31.62555
2021-03-17,29.85452
2021-03-18,32.25806
2021-03-19,30.36053
2021-03-20,19.92409
2021-03-21,17.52055
2021-03-22,25.8697
2021-03-23,25.17394
2021-03-24,25.11068
2021-03-25,24.92093
2021-03-26,23.0234
2021-03-27,15.68627
2021-03-28,16.88804
2021-03-29,26.2492
2021-03-30,25.8697
2021-03-31,27.00822
2021-04-01,28.969
2021-04-02,28.27324
2021-04-03,17.64705
2021-04-04,16.95129
2021-04-05,21.82163
2021-04-06,28.02024
2021-04-07,28.33649
2021-04-08,29.72802
2021-04-09,23.21315
2021-04-10,14.04174
2021-04-11,13.59898
2021-04-12,24.03542
2021-04-13,29.79127
2021-04-14,32.19481
2021-04-15,32.63757
2021-04-16,24.35167
2021-04-17,16.63504
2021-04-18,13.78874
2021-04-19,26.94497
2021-04-20,28.969
2021-04-21,25.8697
2021-04-22,27.70398
2021-04-23,26.1227
2021-04-24,14.29475
2021-04-25,14.16824
2021-04-26,24.54142
2021-04-27,26.81846
2021-04-28,25.49019
2021-04-29,23.4029
2021-04-30,19.35483
2021-05-01,11.13219
2021-05-02,11.44845
2021-05-03,17.4573
2021-05-04,18.34282
2021-05-05,13.47248
2021-05-06,19.79759
2021-05-07,20.93611
2021-05-08,11.57495
2021-05-09,11.5117
2021-05-10,24.92093
2021-05-11,20.36685
2021-05-12,21.50537
2021-05-13,23.4029
2021-05-14,20.99936
2021-05-15,12.52371
2021-05-16,10.62618
2021-05-17,20.1771
2021-05-18,19.60784
2021-05-19,14.29475
2021-05-20,22.77039
2021-05-21,17.14104
2021-05-22,13.91524
2021-05-23,11.7647
2021-05-24,19.29158
2021-05-25,21.82163
2021-05-26,21.12586
2021-05-27,21.75838
2021-05-28,20.74636
2021-05-29,10.81593
2021-05-30,10.12017
2021-05-31,21.56862
2021-06-01,19.10183
2021-06-02,25.80645
2021-06-03,24.60468
2021-06-04,23.1499
2021-06-05,15.05376
2021-06-06,12.33396
2021-06-07,23.52941
2021-06-08,24.66793
2021-06-09,25.80645
2021-06-10,21.75838
2021-06-11,23.2764
2021-06-12,13.34598
2021-06-13,12.20746
2021-06-14,21.44212
2021-06-15,23.1499
2021-06-16,20.4301
2021-06-17,19.35483
2021-06-18,19.22833
2021-06-19,13.21948
2021-06-20,12.01771
2021-06-21,17.26755
2021-06-22,19.03858
2021-06-23,21.37887
2021-06-24,20.11385
2021-06-25,15.37001
2021-06-26,10.56293
2021-06-27,10.94244
2021-06-28,15.68627
2021-06-29,17.14104
2021-06-30,17.2043
2021-07-01,15.18026
2021-07-02,17.52055
2021-07-03,9.67741
2021-07-04,10.94244
2021-07-05,19.10183
2021-07-06,18.34282
2021-07-07,20.24035
2021-07-08,18.72232
2021-07-09,14.7375
2021-07-10,8.28589
2021-07-11,10.12017
2021-07-12,18.08981
2021-07-13,17.83681
2021-07-14,20.24035
2021-07-15,19.60784
2021-07-16,19.16508
2021-07-17,10.43643
2021-07-18,10.68943
2021-07-19,13.40923
2021-07-20,12.96647
2021-07-21,15.81277
2021-07-22,17.3308
2021-07-23,15.30676
2021-07-24,10.49968
2021-07-25,10.43643
2021-07-26,14.42125
2021-07-27,16.69829
2021-07-28,16.57179
2021-07-29,17.64705
2021-07-30,13.97849
2021-07-31,8.9184
2021-08-01,8.47564
2021-08-02,12.01771
2021-08-03,15.93927
2021-08-04,18.78557
2021-08-05,20.0506
2021-08-06,21.06261
2021-08-07,16.69829
2021-08-08,13.85199
2021-08-09,23.59266
2021-08-10,25.36369
2021-08-11,27.07147
2021-08-12,23.21315
2021-08-13,20.5566
2021-08-14,15.24351
2021-08-15,13.59898
2021-08-16,14.23149
2021-08-17,20.74636
2021-08-18,23.97216
2021-08-19,22.70714
2021-08-20,17.64705
2021-08-21,12.01771
2021-08-22,9.93042
2021-08-23,18.08981
2021-08-24,21.82163
2021-08-25,21.37887
2021-08-26,21.44212
2021-08-27,18.78557
2021-08-28,13.85199
2021-08-29,11.5117
2021-08-30,18.84882
2021-08-31,20.5566
2021-09-01,20.24035
2021-09-02,23.59266
2021-09-03,19.92409
2021-09-04,12.27071
2021-09-05,13.02972
2021-09-06,17.39405
2021-09-07,18.21631
2021-09-08,19.35483
2021-09-09,19.03858
2021-09-10,17.52055
2021-09-11,11.57495
2021-09-12,10.37318
2021-09-13,19.48134
2021-09-14,18.78557
2021-09-15,19.03858
2021-09-16,18.15306
2021-09-17,18.15306
2021-09-18,8.28589
2021-09-19,7.77988
2021-09-20,8.41239
2021-09-21,8.03289
2021-09-22,7.77988
2021-09-23,15.30676
2021-09-24,16.12903
2021-09-25,11.8912
2021-09-26,8.9184
2021-09-27,16.44528
2021-09-28,17.4573
2021-09-29,16.19228
2021-09-30,16.76154
2021-10-01,14.80075
2021-10-02,7.21062
2021-10-03,7.96963
2021-10-04,9.55091
2021-10-05,11.82795
2021-10-06,12.96647
2021-10-07,16.57179
2021-10-08,14.10499
2021-10-09,9.23466
2021-10-10,8.09614
2021-10-11,9.42441
2021-10-12,12.20746
2021-10-13,14.86401
2021-10-14,16.31878
2021-10-15,16.69829
2021-10-16,10.30993
2021-10-17,7.27387
2021-10-18,11.8912
2021-10-19,13.85199
2021-10-20,14.4845
2021-10-21,12.33396
2021-10-22,12.46046
2021-10-23,8.41239
2021-10-24,7.59013
2021-10-25,14.358
2021-10-26,16.00253
2021-10-27,17.39405
2021-10-28,17.96331
2021-10-29,12.39721
2021-10-30,7.46363
2021-10-31,7.77988
2021-11-01,12.52371
2021-11-02,16.82479
2021-11-03,16.38203
2021-11-04,17.01454
2021-11-05,13.91524
2021-11-06,8.98165
2021-11-07,6.95762
2021-11-08,15.05376
2021-11-09,14.7375
2021-11-10,14.23149
2021-11-11,14.99051
2021-11-12,15.37001
2021-11-13,8.9184
2021-11-14,9.86717
2021-11-15,17.77356
2021-11-16,20.5566
2021-11-17,22.83364
2021-11-18,18.40607
2021-11-19,19.10183
2021-11-20,12.83997
2021-11-21,9.93042
2021-11-22,17.26755
2021-11-23,16.63504
2021-11-24,16.19228
2021-11-25,18.08981
2021-11-26,13.15623
2021-11-27,7.40037
2021-11-28,6.51486
2021-11-29,11.6382
2021-11-30,11.95445
2021-12-01,12.83997
2021-12-02,14.04174
2021-12-03,13.59898
2021-12-04,10.56293
2021-12-05,9.36116
2021-12-06,12.65022
2021-12-07,12.01771
2021-12-08,15.30676
2021-12-09,15.24351
2021-12-10,15.55977
2021-12-11,9.36116
2021-12-12,8.98165
2021-12-13,13.97849
2021-12-14,13.53573
2021-12-15,12.14421
2021-12-16,11.5117
2021-12-17,9.86717
2021-12-18,7.96963
2021-12-19,8.41239
2021-12-20,12.01771
2021-12-21,14.4845
2021-12-22,17.39405
2021-12-23,19.35483
2021-12-24,17.77356
2021-12-25,9.23466
2021-12-26,10.49968
2021-12-27,15.68627
2021-12-28,17.96331
2021-12-29,18.34282
2021-12-30,17.39405
2021-12-31,9.61416
2022-01-01,8.7919
2022-01-02,10.05692
2022-01-03,18.15306
2022-01-04,22.58064
2022-01-05,23.84566
2022-01-06,22.58064
2022-01-07,21.31562
2022-01-08,11.57495
2022-01-09,15.55977
2022-01-10,18.91208
2022-01-11,19.98734
2022-01-12,23.84566
2022-01-13,19.92409
2022-01-14,17.77356
2022-01-15,10.68943
2022-01-16,12.46046
2022-01-17,14.7375
2022-01-18,19.67109
2022-01-19,19.35483
2022-01-20,19.73434
2022-01-21,18.59582
2022-01-22,12.46046
2022-01-23,10.24667
2022-01-24,15.05376
2022-01-25,16.88804
2022-01-26,18.84882
2022-01-27,30.80328
2022-01-28,24.22517
2022-01-29,12.83997
2022-01-30,12.52371
2022-01-31,7.96963
2022-02-01,10.68943
2022-02-02,12.65022
2022-02-03,29.03225
2022-02-04,27.13472
2022-02-05,16.12903
2022-02-06,17.07779
2022-02-07,21.88488
2022-02-08,26.43896
2022-02-09,25.67994
2022-02-10,25.23719
2022-02-11,21.69512
2022-02-12,11.70145
2022-02-13,11.19544
2022-02-14,16.06578
2022-02-15,16.38203
2022-02-16,20.24035
2022-02-17,21.94813
2022-02-18,16.44528
2022-02-19,11.00569
2022-02-20,10.37318
2022-02-21,17.39405
2022-02-22,16.38203
2022-02-23,22.07463
2022-02-24,18.59582
2022-02-25,20.74636
2022-02-26,13.15623
2022-02-27,11.38519
2022-02-28,16.44528
2022-03-01,12.20746
2022-03-02,16.69829
2022-03-03,18.53257
2022-03-04,17.7103
2022-03-05,11.38519
2022-03-06,11.6382
2022-03-07,13.85199
2022-03-08,15.24351
2022-03-09,8.60215
2022-03-10,16.95129
2022-03-11,15.24351
2022-03-12,11.8912
2022-03-13,10.62618
2022-03-14,15.55977
2022-03-15,18.08981
2022-03-16,19.35483
2022-03-17,23.21315
2022-03-18,22.32764
2022-03-19,15.37001
2022-03-20,11.57495
2022-03-21,17.77356
2022-03-22,21.12586
2022-03-23,26.18595
2022-03-24,25.17394
2022-03-25,24.47817
2022-03-26,14.10499
2022-03-27,14.4845
2022-03-28,16.38203
2022-03-29,25.55344
2022-03-30,23.97216
2022-03-31,24.54142
2022-04-01,20.3036
2022-04-02,11.38519
2022-04-03,11.38519
2022-04-04,18.40607
2022-04-05,22.77039
2022-04-06,20.24035
2022-04-07,21.88488
2022-04-08,14.86401
2022-04-09,9.42441
2022-04-10,10.12017
2022-04-11,14.4845
2022-04-12,15.81277
2022-04-13,16.76154
2022-04-14,21.12586
2022-04-15,14.86401
2022-04-16,8.9184
2022-04-17,9.48766
2022-04-18,17.64705
2022-04-19,18.46932
2022-04-20,20.87286
2022-04-21,20.0506
2022-04-22,19.98734
2022-04-23,10.75268
2022-04-24,8.85515
2022-04-25,14.99051
2022-04-26,21.06261
2022-04-27,16.44528
2022-04-28,20.1771
2022-04-29,17.07779
2022-04-30,10.12017
2022-05-01,9.61416
2022-05-02,14.7375
2022-05-03,18.65907
2022-05-04,11.95445
2022-05-05,9.0449
2022-05-06,11.25869
2022-05-07,10.43643
2022-05-08,7.02087
2022-05-09,9.42441
2022-05-10,13.53573
2022-05-11,13.53573
2022-05-12,12.33396
2022-05-13,14.23149
2022-05-14,8.53889
2022-05-15,8.41239
2022-05-16,15.11701
2022-05-17,16.25553
2022-05-18,15.81277
2022-05-19,15.37001
2022-05-20,15.93927
2022-05-21,8.6654
2022-05-22,8.9184
2022-05-23,12.65022
2022-05-24,15.05376
2022-05-25,13.91524
2022-05-26,13.53573
2022-05-27,13.28273
2022-05-28,8.60215
2022-05-29,8.7919
2022-05-30,15.87602
2022-05-31,15.11701
2022-06-01,11.06894
2022-06-02,13.40923
2022-06-03,14.29475
2022-06-04,7.84313
2022-06-05,9.17141
2022-06-06,8.60215
2022-06-07,11.70145
2022-06-08,15.68627
2022-06-09,15.24351
2022-06-10,12.90322
2022-06-11,9.61416
2022-06-12,7.84313
2022-06-13,13.72549
2022-06-14,14.86401
2022-06-15,11.57495
2022-06-16,14.54775
2022-06-17,14.29475
2022-06-18,9.86717
2022-06-19,7.21062
2022-06-20,11.6382
2022-06-21,11.6382
2022-06-22,12.14421
2022-06-23,11.19544
2022-06-24,13.40923
2022-06-25,8.47564
2022-06-26,8.47564
2022-06-27,13.97849
2022-06-28,12.71347
2022-06-29,11.19544
2022-06-30,10.68943
2022-07-01,10.05692
2022-07-02,6.32511
2022-07-03,6.13535
2022-07-04,8.98165
2022-07-05,9.48766
2022-07-06,9.36116
2022-07-07,10.49968
2022-07-08,11.25869
2022-07-09,6.57811
2022-07-10,6.51486
2022-07-11,12.77672
2022-07-12,11.6382
2022-07-13,13.28273
2022-07-14,11.25869
2022-07-15,11.6382
2022-07-16,5.37634
2022-07-17,6.51486
2022-07-18,11.7647
2022-07-19,11.70145
2022-07-20,12.14421
2022-07-21,11.38519
2022-07-22,11.70145
2022-07-23,8.09614
2022-07-24,7.33712
2022-07-25,9.93042
2022-07-26,11.25869
2022-07-27,11.38519
2022-07-28,11.7647
2022-07-29,12.77672
2022-07-30,9.74067
2022-07-31,9.42441
2022-08-01,19.10183
2022-08-02,15.68627
2022-08-03,15.30676
2022-08-04,16.76154
2022-08-05,13.66223
2022-08-06,5.69259
2022-08-07,7.84313
2022-08-08,10.49968
2022-08-09,12.90322
2022-08-10,12.46046
2022-08-11,16.19228
2022-08-12,14.29475
2022-08-13,8.03289
2022-08-14,6.1986
2022-08-15,6.89437
2022-08-16,13.34598
2022-08-17,13.40923
2022-08-18,13.40923
2022-08-19,12.08096
2022-08-20,6.89437
2022-08-21,7.02087
2022-08-22,10.18342
2022-08-23,11.19544
2022-08-24,11.95445
2022-08-25,9.93042
2022-08-26,11.06894
2022-08-27,5.8191
2022-08-28,5.56609
2022-08-29,9.80392
2022-08-30,13.34598
2022-08-31,12.39721
2022-09-01,7.40037
2022-09-02,9.0449
2022-09-03,6.76786
2022-09-04,5.69259
2022-09-05,9.36116
2022-09-06,9.48766
2022-09-07,10.18342
2022-09-08,8.15939
2022-09-09,4.30107
2022-09-10,5.12333
2022-09-11,5.06008
2022-09-12,7.52688
2022-09-13,13.72549
2022-09-14,10.05692
2022-09-15,10.87919
2022-09-16,10.18342
2022-09-17,6.64136
2022-09-18,6.13535
2022-09-19,9.0449
2022-09-20,9.86717
2022-09-21,9.29791
2022-09-22,9.74067
2022-09-23,7.65338
2022-09-24,5.31309
2022-09-25,5.31309
2022-09-26,7.77988
2022-09-27,8.72865
2022-09-28,10.62618
2022-09-29,10.87919
2022-09-30,8.7919
2022-10-01,4.17457
2022-10-02,4.11132
2022-10-03,4.80708
2022-10-04,6.38836
2022-10-05,6.57811
2022-10-06,8.85515
2022-10-07,5.9456
2022-10-08,2.65654
2022-10-09,4.42757
2022-10-10,3.66856
2022-10-11,5.24984
2022-10-12,5.06008
2022-10-13,6.76786
2022-10-14,5.9456
2022-10-15,4.04807
2022-10-16,4.55407
2022-10-17,8.60215
2022-10-18,9.48766
2022-10-19,7.52688
2022-10-20,6.51486
2022-10-21,6.38836
2022-10-22,2.90955
2022-10-23,3.98481
2022-10-24,7.33712
2022-10-25,6.38836
2022-10-26,6.83111
2022-10-27,7.40037
2022-10-28,4.80708
2022-10-29,3.60531
2022-10-30,2.59329
2022-10-31,6.1986
2022-11-01,7.77988
2022-11-02,7.08412
2022-11-03,6.95762
2022-11-04,6.26185
2022-11-05,3.92156
2022-11-06,4.55407
2022-11-07,6.0721
2022-11-08,7.52688
2022-11-09,7.77988
2022-11-10,10.62618
2022-11-11,12.33396
2022-11-12,6.76786
2022-11-13,5.62934
2022-11-14,10.05692
2022-11-15,11.82795
2022-11-16,10.56293
2022-11-17,7.46363
2022-11-18,8.60215
2022-11-19,3.60531
2022-11-20,4.36432
2022-11-21,6.13535
2022-11-22,8.9184
2022-11-23,6.89437
2022-11-24,6.13535
2022-11-25,6.57811
2022-11-26,4.04807
2022-11-27,3.92156
2022-11-28,5.8191
2022-11-29,7.08412
2022-11-30,7.71663
2022-12-01,7.21062
2022-12-02,5.75585
2022-12-03,2.59329
2022-12-04,3.92156
2022-12-05,6.0721
2022-12-06,5.43959
2022-12-07,7.14737
2022-12-08,5.18659
2022-12-09,6.0721
2022-12-10,4.49082
2022-12-11,3.73181
2022-12-12,6.89437
2022-12-13,7.71663
2022-12-14,6.70461
2022-12-15,6.45161
2022-12-16,6.70461
2022-12-17,2.78304
2022-12-18,2.53004
2022-12-19,5.69259
2022-12-20,5.24984
2022-12-21,6.32511
2022-12-22,5.37634
2022-12-23,5.88235
2022-12-24,2.40354
2022-12-25,2.71979
2022-12-26,5.24984
2022-12-27,5.62934
2022-12-28,5.8191
2022-12-29,5.75585
2022-12-30,4.87033
2022-12-31,2.34029
2023-01-01,2.84629
2023-01-02,4.36432
2023-01-03,7.02087
2023-01-04,6.57811
2023-01-05,6.89437
2023-01-06,5.75585
2023-01-07,5.50284
2023-01-08,3.3523
2023-01-09,6.83111
2023-01-10,7.40037
2023-01-11,7.90638
2023-01-12,8.60215
2023-01-13,6.26185
2023-01-14,4.80708
2023-01-15,4.11132
2023-01-16,5.62934
2023-01-17,6.45161
2023-01-18,6.45161
2023-01-19,7.52688
2023-01-20,5.75585
2023-01-21,3.41555
2023-01-22,4.74383
2023-01-23,3.2258
2023-01-24,6.0721
2023-01-25,9.23466
2023-01-26,8.85515
2023-01-27,9.29791
2023-01-28,6.70461
2023-01-29,5.37634
2023-01-30,8.47564
2023-01-31,9.36116
2023-02-01,10.56293
2023-02-02,11.00569
2023-02-03,10.30993
2023-02-04,6.45161
2023-02-05,7.46363
2023-02-06,10.30993
2023-02-07,11.13219
2023-02-08,9.42441
2023-02-09,10.37318
2023-02-10,11.06894
2023-02-11,5.37634
2023-02-12,6.00885
2023-02-13,9.29791
2023-02-14,9.10815
2023-02-15,11.8912
2023-02-16,11.7647
2023-02-17,7.59013
2023-02-18,5.43959
2023-02-19,5.56609
2023-02-20,8.53889
2023-02-21,11.25869
2023-02-22,8.53889
2023-02-23,10.30993
2023-02-24,9.93042
2023-02-25,3.28905
2023-02-26,5.18659
2023-02-27,7.40037
2023-02-28,8.15939
2023-03-01,6.70461
2023-03-02,8.98165
2023-03-03,10.56293
2023-03-04,6.13535
2023-03-05,6.32511
2023-03-06,11.32194
2023-03-07,10.12017
2023-03-08,10.62618
2023-03-09,8.60215
2023-03-10,7.59013
2023-03-11,4.80708
2023-03-12,5.75585
2023-03-13,7.46363
2023-03-14,9.99367
2023-03-15,9.67741
2023-03-16,10.05692
2023-03-17,9.99367
2023-03-18,5.9456
2023-03-19,6.76786
2023-03-20,9.36116
2023-03-21,10.62618
2023-03-22,11.32194
2023-03-23,12.14421
2023-03-24,10.18342
2023-03-25,5.88235
2023-03-26,6.89437
2023-03-27,12.01771
2023-03-28,10.81593
2023-03-29,12.20746
2023-03-30,13.47248
2023-03-31,10.75268
2023-04-01,6.64136
2023-04-02,5.50284
2023-04-03,10.81593
2023-04-04,12.90322
2023-04-05,11.32194
2023-04-06,11.82795
2023-04-07,9.48766
2023-04-08,7.21062
2023-04-09,6.0721
2023-04-10,10.68943
2023-04-11,13.97849
2023-04-12,13.28273
2023-04-13,15.74952
2023-04-14,11.70145
2023-04-15,7.33712
2023-04-16,7.65338
2023-04-17,14.10499
2023-04-18,12.52371
2023-04-19,13.78874
2023-04-20,11.06894
2023-04-21,9.99367
2023-04-22,5.75585
2023-04-23,6.45161
2023-04-24,9.55091
2023-04-25,10.12017
2023-04-26,8.47564
2023-04-27,9.55091
2023-04-28,10.87919
2023-04-29,5.69259
2023-04-30,4.49082
2023-05-01,6.89437
2023-05-02,10.05692
2023-05-03,9.42441
2023-05-04,7.08412
2023-05-05,4.74383
2023-05-06,6.45161
2023-05-07,6.1986
2023-05-08,7.77988
2023-05-09,9.0449
2023-05-10,8.15939
2023-05-11,10.49968
2023-05-12,9.29791
2023-05-13,4.74383
2023-05-14,5.24984
2023-05-15,7.08412
2023-05-16,9.80392
2023-05-17,6.32511
2023-05-18,10.12017
2023-05-19,9.86717
2023-05-20,5.18659
2023-05-21,4.23782
2023-05-22,8.98165
2023-05-23,8.7919
2023-05-24,10.49968
2023-05-25,12.08096
2023-05-26,8.53889
2023-05-27,6.00885
2023-05-28,4.68058
2023-05-29,3.73181
