date,SNS마케터
2020-03-21,5.35714
2020-03-22,6.25
2020-03-23,7.14285
2020-03-24,4.46428
2020-03-25,9.82142
2020-03-29,8.92857
2020-04-02,4.46428
2020-04-03,5.35714
2020-04-05,4.46428
2020-04-07,10.71428
2020-04-09,5.35714
2020-04-10,16.07142
2020-04-11,4.46428
2020-04-13,5.35714
2020-04-14,4.46428
2020-04-16,6.25
2020-04-17,14.28571
2020-04-21,4.46428
2020-04-22,4.46428
2020-04-27,12.5
2020-04-28,7.14285
2020-05-04,8.92857
2020-05-07,4.46428
2020-05-08,5.35714
2020-05-12,4.46428
2020-05-14,4.46428
2020-05-15,6.25
2020-05-20,9.82142
2020-05-21,4.46428
2020-05-28,4.46428
2020-05-29,4.46428
2020-06-02,5.35714
2020-06-03,7.14285
2020-06-04,8.92857
2020-06-05,4.46428
2020-06-08,5.35714
2020-06-10,8.92857
2020-06-14,4.46428
2020-06-15,7.14285
2020-06-18,4.46428
2020-06-22,20.53571
2020-06-23,6.25
2020-06-25,6.25
2020-06-29,8.92857
2020-06-30,11.60714
2020-07-01,8.92857
2020-07-05,16.96428
2020-07-06,4.46428
2020-07-07,8.92857
2020-07-08,4.46428
2020-07-09,15.17857
2020-07-10,10.71428
2020-07-11,5.35714
2020-07-12,4.46428
2020-07-13,12.5
2020-07-14,8.92857
2020-07-15,8.03571
2020-07-16,13.39285
2020-07-17,10.71428
2020-07-18,7.14285
2020-07-19,8.03571
2020-07-20,6.25
2020-07-21,12.5
2020-07-24,8.92857
2020-07-25,4.46428
2020-07-26,5.35714
2020-07-27,11.60714
2020-07-28,12.5
2020-07-30,15.17857
2020-07-31,4.46428
2020-08-03,11.60714
2020-08-04,9.82142
2020-08-05,6.25
2020-08-06,8.92857
2020-08-11,11.60714
2020-08-12,12.5
2020-08-13,8.03571
2020-08-18,12.5
2020-08-19,12.5
2020-08-28,13.39285
2020-08-31,8.92857
2020-09-02,18.75
2020-09-03,17.85714
2020-09-04,11.60714
2020-09-06,5.35714
2020-09-07,5.35714
2020-09-08,6.25
2020-09-10,4.46428
2020-09-11,4.46428
2020-09-14,8.92857
2020-09-15,9.82142
2020-09-16,7.14285
2020-09-17,4.46428
2020-09-18,4.46428
2020-09-22,5.35714
2020-09-23,14.28571
2020-09-24,11.60714
2020-09-25,9.82142
2020-09-26,7.14285
2020-09-28,8.92857
2020-09-29,13.39285
2020-10-01,4.46428
2020-10-04,4.46428
2020-10-05,16.07142
2020-10-06,8.03571
2020-10-07,13.39285
2020-10-08,7.14285
2020-10-10,6.25
2020-10-12,6.25
2020-10-13,11.60714
2020-10-14,9.82142
2020-10-15,4.46428
2020-10-16,6.25
2020-10-18,6.25
2020-10-19,14.28571
2020-10-20,4.46428
2020-10-21,12.5
2020-10-22,12.5
2020-10-23,4.46428
2020-10-25,9.82142
2020-10-26,12.5
2020-10-27,12.5
2020-10-28,4.46428
2020-10-30,16.96428
2020-10-31,8.92857
2020-11-01,15.17857
2020-11-02,4.46428
2020-11-04,9.82142
2020-11-05,5.35714
2020-11-06,8.92857
2020-11-09,6.25
2020-11-10,8.03571
2020-11-12,12.5
2020-11-13,8.92857
2020-11-14,5.35714
2020-11-15,4.46428
2020-11-16,6.25
2020-11-17,5.35714
2020-11-18,5.35714
2020-11-19,8.92857
2020-11-20,10.71428
2020-11-23,10.71428
2020-11-24,9.82142
2020-11-25,8.92857
2020-11-26,7.14285
2020-11-27,5.35714
2020-11-28,12.5
2020-12-02,14.28571
2020-12-03,13.39285
2020-12-04,4.46428
2020-12-08,12.5
2020-12-11,4.46428
2020-12-14,5.35714
2020-12-15,6.25
2020-12-16,9.82142
2020-12-18,6.25
2020-12-19,7.14285
2020-12-20,5.35714
2020-12-22,11.60714
2020-12-25,5.35714
2020-12-27,5.35714
2020-12-28,7.14285
2020-12-29,4.46428
2020-12-30,16.96428
2021-01-03,4.46428
2021-01-04,11.60714
2021-01-05,11.60714
2021-01-06,4.46428
2021-01-07,5.35714
2021-01-08,4.46428
2021-01-10,5.35714
2021-01-13,4.46428
2021-01-14,4.46428
2021-01-15,4.46428
2021-01-16,4.46428
2021-01-20,4.46428
2021-01-21,4.46428
2021-01-22,4.46428
2021-01-24,4.46428
2021-01-25,5.35714
2021-01-26,9.82142
2021-01-27,6.25
2021-02-01,6.25
2021-02-06,5.35714
2021-02-09,9.82142
2021-02-14,28.57142
2021-02-17,6.25
2021-02-19,4.46428
2021-02-22,6.25
2021-02-23,9.82142
2021-02-24,17.85714
2021-02-26,5.35714
2021-02-27,4.46428
2021-02-28,6.25
2021-03-01,4.46428
2021-03-02,7.14285
2021-03-03,4.46428
2021-03-04,6.25
2021-03-05,5.35714
2021-03-08,7.14285
2021-03-09,14.28571
2021-03-10,10.71428
2021-03-11,16.07142
2021-03-12,9.82142
2021-03-13,4.46428
2021-03-15,11.60714
2021-03-16,5.35714
2021-03-18,5.35714
2021-03-19,4.46428
2021-03-22,10.71428
2021-03-24,13.39285
2021-03-25,17.85714
2021-03-27,7.14285
2021-03-29,5.35714
2021-03-30,13.39285
2021-03-31,5.35714
2021-04-01,4.46428
2021-04-02,11.60714
2021-04-05,5.35714
2021-04-06,5.35714
2021-04-07,6.25
2021-04-08,4.46428
2021-04-11,10.71428
2021-04-12,4.46428
2021-04-14,5.35714
2021-04-15,4.46428
2021-04-16,10.71428
2021-04-19,11.60714
2021-04-20,12.5
2021-04-21,5.35714
2021-04-22,9.82142
2021-04-24,7.14285
2021-04-26,5.35714
2021-04-28,4.46428
2021-05-01,7.14285
2021-05-02,7.14285
2021-05-03,15.17857
2021-05-04,16.96428
2021-05-05,10.71428
2021-05-06,14.28571
2021-05-07,6.25
2021-05-08,7.14285
2021-05-10,13.39285
2021-05-11,9.82142
2021-05-12,12.5
2021-05-13,6.25
2021-05-14,6.25
2021-05-15,4.46428
2021-05-16,4.46428
2021-05-17,11.60714
2021-05-18,7.14285
2021-05-20,5.35714
2021-05-23,4.46428
2021-05-24,6.25
2021-05-25,5.35714
2021-05-26,5.35714
2021-05-28,7.14285
2021-05-29,4.46428
2021-05-30,5.35714
2021-05-31,9.82142
2021-06-01,14.28571
2021-06-02,6.25
2021-06-03,5.35714
2021-06-04,6.25
2021-06-07,5.35714
2021-06-08,7.14285
2021-06-10,8.03571
2021-06-12,4.46428
2021-06-15,4.46428
2021-06-17,13.39285
2021-06-18,12.5
2021-06-21,4.46428
2021-06-23,6.25
2021-06-30,4.46428
2021-07-01,7.14285
2021-07-04,7.14285
2021-07-05,4.46428
2021-07-10,5.35714
2021-07-11,8.92857
2021-07-12,5.35714
2021-07-14,6.25
2021-07-16,4.46428
2021-07-19,4.46428
2021-07-21,6.25
2021-07-22,9.82142
2021-07-25,4.46428
2021-07-29,4.46428
2021-07-30,13.39285
2021-08-01,7.14285
2021-08-02,5.35714
2021-08-04,8.92857
2021-08-05,17.85714
2021-08-07,9.82142
2021-08-08,5.35714
2021-08-09,8.03571
2021-08-10,6.25
2021-08-11,4.46428
2021-08-12,7.14285
2021-08-13,5.35714
2021-08-14,30.35714
2021-08-17,5.35714
2021-08-19,4.46428
2021-08-21,6.25
2021-08-22,4.46428
2021-08-23,8.92857
2021-08-24,4.46428
2021-08-25,5.35714
2021-08-26,6.25
2021-08-27,7.14285
2021-08-28,5.35714
2021-08-30,7.14285
2021-09-01,5.35714
2021-09-02,5.35714
2021-09-06,12.5
2021-09-07,4.46428
2021-09-08,5.35714
2021-09-13,4.46428
2021-09-14,5.35714
2021-09-15,10.71428
2021-09-17,4.46428
2021-09-24,4.46428
2021-09-28,8.03571
2021-09-30,4.46428
2021-10-04,4.46428
2021-10-06,5.35714
2021-10-07,4.46428
2021-10-09,4.46428
2021-10-14,8.92857
2021-10-18,10.71428
2021-10-22,13.39285
2021-10-25,4.46428
2021-10-26,5.35714
2021-10-28,5.35714
2021-10-29,6.25
2021-11-02,7.14285
2021-11-03,5.35714
2021-11-04,4.46428
2021-11-08,5.35714
2021-11-12,5.35714
2021-11-20,6.25
2021-11-23,6.25
2021-11-30,5.35714
2021-12-06,5.35714
2021-12-07,4.46428
2021-12-08,10.71428
2021-12-13,11.60714
2021-12-14,4.46428
2021-12-20,4.46428
2021-12-21,6.25
2021-12-26,5.35714
2021-12-27,6.25
2021-12-28,11.60714
2021-12-29,4.46428
2021-12-30,5.35714
2022-01-01,4.46428
2022-01-05,8.03571
2022-01-06,14.28571
2022-01-07,5.35714
2022-01-10,5.35714
2022-01-11,4.46428
2022-01-12,8.92857
2022-01-13,5.35714
2022-01-17,5.35714
2022-01-21,6.25
2022-01-23,4.46428
2022-01-24,9.82142
2022-01-28,13.39285
2022-02-08,9.82142
2022-02-09,5.35714
2022-02-15,8.92857
2022-02-16,4.46428
2022-02-17,4.46428
2022-02-22,5.35714
2022-02-23,9.82142
2022-02-24,4.46428
2022-02-27,5.35714
2022-02-28,4.46428
2022-03-01,4.46428
2022-03-02,8.03571
2022-03-06,7.14285
2022-03-08,5.35714
2022-03-10,11.60714
2022-03-11,5.35714
2022-03-14,10.71428
2022-03-15,31.25
2022-03-16,14.28571
2022-03-17,16.96428
2022-03-18,23.21428
2022-03-19,6.25
2022-03-20,5.35714
2022-03-21,24.10714
2022-03-22,19.64285
2022-03-23,30.35714
2022-03-24,25.0
2022-03-25,19.64285
2022-03-26,14.28571
2022-03-27,16.07142
2022-03-28,30.35714
2022-03-29,26.78571
2022-03-30,36.60714
2022-03-31,15.17857
2022-04-01,25.89285
2022-04-02,9.82142
2022-04-03,19.64285
2022-04-04,34.82142
2022-04-05,43.75
2022-04-06,37.5
2022-04-07,51.78571
2022-04-08,50.89285
2022-04-09,8.03571
2022-04-10,7.14285
2022-04-11,28.57142
2022-04-12,25.89285
2022-04-13,24.10714
2022-04-14,29.46428
2022-04-15,26.78571
2022-04-16,14.28571
2022-04-17,16.07142
2022-04-18,34.82142
2022-04-19,22.32142
2022-04-20,27.67857
2022-04-21,34.82142
2022-04-22,43.75
2022-04-23,72.32142
2022-04-24,41.07142
2022-04-25,46.42857
2022-04-26,20.53571
2022-04-27,17.85714
2022-04-28,11.60714
2022-04-29,14.28571
2022-04-30,9.82142
2022-05-02,17.85714
2022-05-03,19.64285
2022-05-04,13.39285
2022-05-05,6.25
2022-05-06,8.03571
2022-05-08,21.42857
2022-05-09,25.0
2022-05-10,20.53571
2022-05-11,13.39285
2022-05-12,29.46428
2022-05-13,53.57142
2022-05-14,15.17857
2022-05-15,19.64285
2022-05-16,16.07142
2022-05-17,26.78571
2022-05-18,23.21428
2022-05-19,15.17857
2022-05-20,21.42857
2022-05-21,18.75
2022-05-22,8.03571
2022-05-23,18.75
2022-05-24,25.0
2022-05-25,21.42857
2022-05-26,11.60714
2022-05-27,16.07142
2022-05-28,12.5
2022-05-29,8.03571
2022-05-30,30.35714
2022-05-31,19.64285
2022-06-02,17.85714
2022-06-03,16.96428
2022-06-05,10.71428
2022-06-06,10.71428
2022-06-07,18.75
2022-06-08,17.85714
2022-06-09,16.96428
2022-06-10,8.03571
2022-06-12,10.71428
2022-06-13,18.75
2022-06-14,10.71428
2022-06-15,5.35714
2022-06-16,19.64285
2022-06-17,10.71428
2022-06-19,4.46428
2022-06-20,17.85714
2022-06-21,15.17857
2022-06-22,16.96428
2022-06-23,6.25
2022-06-24,6.25
2022-06-25,10.71428
2022-06-26,8.03571
2022-06-27,23.21428
2022-06-28,15.17857
2022-06-29,8.92857
2022-06-30,21.42857
2022-07-01,16.96428
2022-07-02,8.92857
2022-07-03,11.60714
2022-07-04,16.07142
2022-07-05,25.89285
2022-07-06,12.5
2022-07-07,13.39285
2022-07-08,20.53571
2022-07-09,8.92857
2022-07-10,4.46428
2022-07-11,15.17857
2022-07-12,20.53571
2022-07-13,15.17857
2022-07-14,20.53571
2022-07-15,24.10714
2022-07-16,14.28571
2022-07-17,15.17857
2022-07-18,58.03571
2022-07-19,48.21428
2022-07-20,37.5
2022-07-21,27.67857
2022-07-22,18.75
2022-07-23,18.75
2022-07-24,16.07142
2022-07-25,41.07142
2022-07-26,47.32142
2022-07-27,45.53571
2022-07-28,45.53571
2022-07-29,43.75
2022-07-30,15.17857
2022-07-31,9.82142
2022-08-01,31.25
2022-08-02,25.89285
2022-08-03,18.75
2022-08-04,24.10714
2022-08-05,16.96428
2022-08-06,14.28571
2022-08-07,11.60714
2022-08-08,19.64285
2022-08-09,23.21428
2022-08-10,25.0
2022-08-11,18.75
2022-08-12,14.28571
2022-08-13,7.14285
2022-08-14,16.07142
2022-08-15,11.60714
2022-08-16,32.14285
2022-08-17,33.03571
2022-08-18,17.85714
2022-08-19,21.42857
2022-08-20,9.82142
2022-08-21,20.53571
2022-08-22,28.57142
2022-08-23,27.67857
2022-08-24,22.32142
2022-08-25,37.5
2022-08-26,33.03571
2022-08-27,73.21428
2022-08-28,41.07142
2022-08-29,93.75
2022-08-30,50.0
2022-08-31,23.21428
2022-09-01,16.96428
2022-09-02,9.82142
2022-09-03,5.35714
2022-09-04,8.92857
2022-09-05,6.25
2022-09-06,25.0
2022-09-07,22.32142
2022-09-08,7.14285
2022-09-10,5.35714
2022-09-12,9.82142
2022-09-13,20.53571
2022-09-14,31.25
2022-09-15,24.10714
2022-09-16,61.60714
2022-09-17,12.5
2022-09-18,21.42857
2022-09-19,12.5
2022-09-20,22.32142
2022-09-21,28.57142
2022-09-22,24.10714
2022-09-23,13.39285
2022-09-25,10.71428
2022-09-26,8.92857
2022-09-27,26.78571
2022-09-28,25.89285
2022-09-29,18.75
2022-09-30,11.60714
2022-10-01,9.82142
2022-10-02,13.39285
2022-10-03,14.28571
2022-10-04,12.5
2022-10-05,21.42857
2022-10-06,13.39285
2022-10-07,11.60714
2022-10-08,16.96428
2022-10-09,11.60714
2022-10-10,32.14285
2022-10-11,12.5
2022-10-12,15.17857
2022-10-13,4.46428
2022-10-14,12.5
