date,일용직실업급여
2020-03-20,53.30188
2020-03-21,29.33962
2020-03-22,32.73584
2020-03-23,64.15094
2020-03-24,60.66037
2020-03-25,58.86792
2020-03-26,62.07547
2020-03-27,61.60377
2020-03-28,32.6415
2020-03-29,31.13207
2020-03-30,100.0
2020-03-31,96.79245
2020-04-01,91.60377
2020-04-02,72.83018
2020-04-03,72.16981
2020-04-04,35.18867
2020-04-05,30.75471
2020-04-06,63.30188
2020-04-07,70.0
2020-04-08,58.67924
2020-04-09,56.32075
2020-04-10,53.01886
2020-04-11,28.67924
2020-04-12,25.28301
2020-04-13,82.45283
2020-04-14,78.86792
2020-04-15,32.6415
2020-04-16,56.22641
2020-04-17,61.03773
2020-04-18,34.81132
2020-04-19,36.69811
2020-04-20,66.22641
2020-04-21,53.96226
2020-04-22,66.79245
2020-04-23,65.28301
2020-04-24,46.79245
2020-04-25,26.79245
2020-04-26,41.79245
2020-04-27,69.33962
2020-04-28,55.28301
2020-04-29,48.77358
2020-04-30,27.92452
2020-05-01,32.54716
2020-05-02,20.0
2020-05-03,24.0566
2020-05-04,45.84905
2020-05-05,27.16981
2020-05-06,56.69811
2020-05-07,54.24528
2020-05-08,42.07547
2020-05-09,20.75471
2020-05-10,31.13207
2020-05-11,74.0566
2020-05-12,63.20754
2020-05-13,67.16981
2020-05-14,55.37735
2020-05-15,49.43396
2020-05-16,23.20754
2020-05-17,28.30188
2020-05-18,55.75471
2020-05-19,50.94339
2020-05-20,48.5849
2020-05-21,49.62264
2020-05-22,37.92452
2020-05-23,21.88679
2020-05-24,26.69811
2020-05-25,49.90566
2020-05-26,46.60377
2020-05-27,43.96226
2020-05-28,39.43396
2020-05-29,38.01886
2020-05-30,21.03773
2020-05-31,26.32075
2020-06-01,57.92452
2020-06-02,51.69811
2020-06-03,48.1132
2020-06-04,48.30188
2020-06-05,41.69811
2020-06-06,22.16981
2020-06-07,19.62264
2020-06-08,47.26415
2020-06-09,48.49056
2020-06-10,50.47169
2020-06-11,41.32075
2020-06-12,32.6415
2020-06-13,15.84905
2020-06-14,26.60377
2020-06-15,50.0
2020-06-16,41.60377
2020-06-17,49.15094
2020-06-18,41.03773
2020-06-19,37.54716
2020-06-20,19.43396
2020-06-21,24.15094
2020-06-22,48.49056
2020-06-23,42.6415
2020-06-24,40.94339
2020-06-25,42.45283
2020-06-26,35.28301
2020-06-27,21.98113
2020-06-28,18.20754
2020-06-29,46.69811
2020-06-30,44.62264
2020-07-01,42.83018
2020-07-02,44.62264
2020-07-03,35.0
2020-07-04,21.22641
2020-07-05,20.47169
2020-07-06,46.32075
2020-07-07,44.71698
2020-07-08,39.33962
2020-07-09,34.62264
2020-07-10,34.71698
2020-07-11,16.03773
2020-07-12,15.0
2020-07-13,50.47169
2020-07-14,49.71698
2020-07-15,42.35849
2020-07-16,37.54716
2020-07-17,37.92452
2020-07-18,16.79245
2020-07-19,21.41509
2020-07-20,46.41509
2020-07-21,40.09433
2020-07-22,37.83018
2020-07-23,35.0
2020-07-24,28.96226
2020-07-25,18.30188
2020-07-26,19.90566
2020-07-27,37.73584
2020-07-28,40.18867
2020-07-29,37.16981
2020-07-30,35.0
2020-07-31,31.98113
2020-08-01,17.26415
2020-08-02,17.26415
2020-08-03,40.56603
2020-08-04,27.6415
2020-08-05,30.94339
2020-08-06,25.66037
2020-08-07,25.66037
2020-08-08,13.5849
2020-08-09,22.07547
2020-08-10,42.73584
2020-08-11,41.32075
2020-08-12,38.20754
2020-08-13,30.47169
2020-08-14,32.16981
2020-08-15,15.84905
2020-08-16,18.30188
2020-08-17,28.30188
2020-08-18,40.47169
2020-08-19,37.45283
2020-08-20,39.71698
2020-08-21,30.09433
2020-08-22,16.03773
2020-08-23,17.83018
2020-08-24,42.07547
2020-08-25,36.50943
2020-08-26,37.35849
2020-08-27,37.6415
2020-08-28,38.96226
2020-08-29,21.79245
2020-08-30,23.20754
2020-08-31,44.62264
2020-09-01,48.49056
2020-09-02,41.79245
2020-09-03,33.20754
2020-09-04,32.45283
2020-09-05,20.94339
2020-09-06,22.45283
2020-09-07,46.41509
2020-09-08,50.18867
2020-09-09,50.09433
2020-09-10,52.07547
2020-09-11,38.77358
2020-09-12,19.71698
2020-09-13,24.62264
2020-09-14,35.09433
2020-09-15,35.0
2020-09-16,39.0566
2020-09-17,28.86792
2020-09-18,28.39622
2020-09-19,18.86792
2020-09-20,18.77358
2020-09-21,29.24528
2020-09-22,37.26415
2020-09-23,36.22641
2020-09-24,31.60377
2020-09-25,26.98113
2020-09-26,13.86792
2020-09-27,16.32075
2020-09-28,34.62264
2020-09-29,24.0566
2020-09-30,11.60377
2020-10-01,10.47169
2020-10-02,9.81132
2020-10-03,12.26415
2020-10-04,16.41509
2020-10-05,39.5283
2020-10-06,38.86792
2020-10-07,35.56603
2020-10-08,37.92452
2020-10-09,19.15094
2020-10-10,19.24528
2020-10-11,18.49056
2020-10-12,48.67924
2020-10-13,44.24528
2020-10-14,37.92452
2020-10-15,35.94339
2020-10-16,29.5283
2020-10-17,22.07547
2020-10-18,20.28301
2020-10-19,40.0
2020-10-20,43.39622
2020-10-21,37.6415
2020-10-22,34.71698
2020-10-23,29.5283
2020-10-24,19.33962
2020-10-25,19.62264
2020-10-26,39.0566
2020-10-27,39.0566
2020-10-28,40.37735
2020-10-29,33.96226
2020-10-30,32.54716
2020-10-31,15.94339
2020-11-01,19.5283
2020-11-02,42.83018
2020-11-03,40.75471
2020-11-04,36.88679
2020-11-05,32.07547
2020-11-06,28.30188
2020-11-07,15.0
2020-11-08,19.24528
2020-11-09,38.49056
2020-11-10,41.41509
2020-11-11,38.86792
2020-11-12,33.86792
2020-11-13,35.37735
2020-11-14,20.84905
2020-11-15,21.79245
2020-11-16,41.22641
2020-11-17,42.26415
2020-11-18,37.92452
2020-11-19,35.28301
2020-11-20,30.09433
2020-11-21,16.98113
2020-11-22,18.39622
2020-11-23,36.50943
2020-11-24,38.01886
2020-11-25,36.79245
2020-11-26,38.77358
2020-11-27,31.41509
2020-11-28,21.03773
2020-11-29,22.26415
2020-11-30,46.03773
2020-12-01,44.43396
2020-12-02,39.81132
2020-12-03,40.75471
2020-12-04,34.62264
2020-12-05,21.60377
2020-12-06,20.28301
2020-12-07,47.07547
2020-12-08,40.28301
2020-12-09,39.81132
2020-12-10,41.22641
2020-12-11,36.69811
2020-12-12,19.62264
2020-12-13,23.77358
2020-12-14,51.60377
2020-12-15,48.1132
2020-12-16,44.15094
2020-12-17,45.28301
2020-12-18,34.33962
2020-12-19,22.83018
2020-12-20,24.43396
2020-12-21,45.84905
2020-12-22,47.16981
2020-12-23,46.22641
2020-12-24,43.86792
2020-12-25,21.69811
2020-12-26,24.43396
2020-12-27,31.50943
2020-12-28,60.75471
2020-12-29,65.56603
2020-12-30,50.47169
2020-12-31,40.37735
2021-01-01,25.28301
2021-01-02,25.47169
2021-01-03,29.71698
2021-01-04,68.49056
2021-01-05,60.84905
2021-01-06,56.69811
2021-01-07,43.1132
2021-01-08,42.73584
2021-01-09,21.32075
2021-01-10,32.35849
2021-01-11,61.69811
2021-01-12,47.83018
2021-01-13,56.22641
2021-01-14,50.84905
2021-01-15,45.84905
2021-01-16,23.30188
2021-01-17,26.03773
2021-01-18,43.67924
2021-01-19,41.13207
2021-01-20,48.20754
2021-01-21,39.90566
2021-01-22,43.5849
2021-01-23,20.37735
2021-01-24,25.56603
2021-01-25,47.07547
2021-01-26,46.13207
2021-01-27,42.07547
2021-01-28,40.09433
2021-01-29,43.30188
2021-01-30,26.88679
2021-01-31,26.22641
2021-02-01,52.26415
2021-02-02,43.01886
2021-02-03,46.79245
2021-02-04,37.54716
2021-02-05,35.75471
2021-02-06,24.24528
2021-02-07,21.50943
2021-02-08,41.32075
2021-02-09,35.66037
2021-02-10,30.28301
2021-02-11,11.79245
2021-02-12,14.33962
2021-02-13,13.1132
2021-02-14,21.98113
2021-02-15,60.09433
2021-02-16,46.88679
2021-02-17,46.98113
2021-02-18,45.18867
2021-02-19,39.0566
2021-02-20,23.20754
2021-02-21,22.92452
2021-02-22,49.43396
2021-02-23,43.67924
2021-02-24,43.86792
2021-02-25,44.43396
2021-02-26,29.90566
2021-02-27,22.07547
2021-02-28,23.20754
2021-03-01,28.67924
2021-03-02,48.49056
2021-03-03,42.07547
2021-03-04,43.96226
2021-03-05,38.49056
2021-03-06,20.94339
2021-03-07,22.73584
2021-03-08,41.50943
2021-03-09,36.88679
2021-03-10,39.5283
2021-03-11,34.24528
2021-03-12,39.62264
2021-03-13,20.84905
2021-03-14,19.81132
2021-03-15,41.69811
2021-03-16,41.41509
2021-03-17,39.62264
2021-03-18,41.60377
2021-03-19,35.09433
2021-03-20,20.56603
2021-03-21,18.77358
2021-03-22,38.1132
2021-03-23,38.1132
2021-03-24,35.84905
2021-03-25,35.94339
2021-03-26,30.56603
2021-03-27,16.13207
2021-03-28,20.0
2021-03-29,40.09433
2021-03-30,33.39622
2021-03-31,40.09433
2021-04-01,40.09433
2021-04-02,34.0566
2021-04-03,18.77358
2021-04-04,19.43396
2021-04-05,41.22641
2021-04-06,36.60377
2021-04-07,37.83018
2021-04-08,36.88679
2021-04-09,27.6415
2021-04-10,17.54716
2021-04-11,16.22641
2021-04-12,42.92452
2021-04-13,35.37735
2021-04-14,39.43396
2021-04-15,35.94339
2021-04-16,34.24528
2021-04-17,17.54716
2021-04-18,19.0566
2021-04-19,37.83018
2021-04-20,35.84905
2021-04-21,33.86792
2021-04-22,32.6415
2021-04-23,31.03773
2021-04-24,17.16981
2021-04-25,22.26415
2021-04-26,40.94339
2021-04-27,35.28301
2021-04-28,39.0566
2021-04-29,37.6415
2021-04-30,33.5849
2021-05-01,17.16981
2021-05-02,19.33962
2021-05-03,44.15094
2021-05-04,37.92452
2021-05-05,21.50943
2021-05-06,33.96226
2021-05-07,32.35849
2021-05-08,16.41509
2021-05-09,22.45283
2021-05-10,42.54716
2021-05-11,40.84905
2021-05-12,36.50943
2021-05-13,29.90566
2021-05-14,26.41509
2021-05-15,16.88679
2021-05-16,25.0
2021-05-17,40.56603
2021-05-18,34.43396
2021-05-19,19.33962
2021-05-20,35.75471
2021-05-21,31.13207
2021-05-22,16.41509
2021-05-23,17.45283
2021-05-24,42.16981
2021-05-25,33.5849
2021-05-26,34.43396
2021-05-27,32.6415
2021-05-28,30.09433
2021-05-29,15.09433
2021-05-30,15.37735
2021-05-31,44.43396
2021-06-01,33.30188
2021-06-02,37.92452
2021-06-03,35.94339
2021-06-04,30.56603
2021-06-05,16.41509
2021-06-06,17.16981
2021-06-07,42.07547
2021-06-08,38.39622
2021-06-09,36.03773
2021-06-10,34.15094
2021-06-11,27.54716
2021-06-12,16.03773
2021-06-13,16.69811
2021-06-14,41.79245
2021-06-15,40.09433
2021-06-16,37.54716
2021-06-17,39.71698
2021-06-18,35.56603
2021-06-19,16.13207
2021-06-20,20.09433
2021-06-21,42.26415
2021-06-22,38.86792
2021-06-23,38.5849
2021-06-24,32.54716
2021-06-25,34.0566
2021-06-26,21.50943
2021-06-27,21.41509
2021-06-28,37.83018
2021-06-29,41.13207
2021-06-30,39.62264
2021-07-01,45.37735
2021-07-02,35.56603
2021-07-03,16.22641
2021-07-04,18.67924
2021-07-05,39.71698
2021-07-06,40.09433
2021-07-07,30.84905
2021-07-08,35.75471
2021-07-09,32.92452
2021-07-10,17.73584
2021-07-11,18.39622
2021-07-12,39.43396
2021-07-13,36.60377
2021-07-14,33.77358
2021-07-15,33.96226
2021-07-16,31.03773
2021-07-17,16.32075
2021-07-18,23.5849
2021-07-19,40.0
2021-07-20,33.67924
2021-07-21,33.5849
2021-07-22,29.33962
2021-07-23,35.47169
2021-07-24,18.39622
2021-07-25,17.16981
2021-07-26,33.30188
2021-07-27,35.47169
2021-07-28,31.88679
2021-07-29,30.56603
2021-07-30,30.37735
2021-07-31,18.20754
2021-08-01,18.20754
2021-08-02,38.39622
2021-08-03,31.69811
2021-08-04,32.26415
2021-08-05,33.39622
2021-08-06,27.92452
2021-08-07,18.5849
2021-08-08,20.09433
2021-08-09,42.07547
2021-08-10,35.18867
2021-08-11,36.13207
2021-08-12,33.86792
2021-08-13,31.13207
2021-08-14,16.60377
2021-08-15,21.60377
2021-08-16,24.90566
2021-08-17,36.03773
2021-08-18,33.67924
2021-08-19,29.0566
2021-08-20,28.01886
2021-08-21,15.84905
2021-08-22,19.62264
2021-08-23,36.22641
2021-08-24,33.30188
2021-08-25,32.35849
2021-08-26,34.71698
2021-08-27,30.94339
2021-08-28,16.13207
2021-08-29,16.32075
2021-08-30,37.92452
2021-08-31,31.98113
2021-09-01,39.5283
2021-09-02,35.0
2021-09-03,31.13207
2021-09-04,16.98113
2021-09-05,17.92452
2021-09-06,32.73584
2021-09-07,30.94339
2021-09-08,29.81132
2021-09-09,28.30188
2021-09-10,28.86792
2021-09-11,12.83018
2021-09-12,17.73584
2021-09-13,29.5283
2021-09-14,30.28301
2021-09-15,27.35849
2021-09-16,26.88679
2021-09-17,18.49056
2021-09-18,12.16981
2021-09-19,8.30188
2021-09-20,6.98113
2021-09-21,10.47169
2021-09-22,12.92452
2021-09-23,31.69811
2021-09-24,27.92452
2021-09-25,14.0566
2021-09-26,18.1132
2021-09-27,32.83018
2021-09-28,36.13207
2021-09-29,32.6415
2021-09-30,33.01886
2021-10-01,35.75471
2021-10-02,16.32075
2021-10-03,14.5283
2021-10-04,21.98113
2021-10-05,41.32075
2021-10-06,33.86792
2021-10-07,34.15094
2021-10-08,23.67924
2021-10-09,15.28301
2021-10-10,14.71698
2021-10-11,18.30188
2021-10-12,36.50943
2021-10-13,33.86792
2021-10-14,33.30188
2021-10-15,32.54716
2021-10-16,14.81132
2021-10-17,14.81132
2021-10-18,31.22641
2021-10-19,31.03773
2021-10-20,27.07547
2021-10-21,29.62264
2021-10-22,27.16981
