date,신용카드이벤트
2020-11-06,11.6959
2020-11-07,11.11111
2020-11-08,8.18713
2020-11-09,7.60233
2020-11-10,12.2807
2020-11-11,22.80701
2020-11-12,12.2807
2020-11-13,4.67836
2020-11-14,6.43274
2020-11-15,8.18713
2020-11-16,4.67836
2020-11-17,12.86549
2020-11-18,11.11111
2020-11-19,8.77192
2020-11-20,13.45029
2020-11-21,5.84795
2020-11-22,8.77192
2020-11-23,10.52631
2020-11-24,13.45029
2020-11-25,7.01754
2020-11-26,9.94152
2020-11-27,18.71345
2020-11-28,8.18713
2020-11-29,10.52631
2020-11-30,12.86549
2020-12-01,16.37426
2020-12-02,21.63742
2020-12-03,10.52631
2020-12-04,14.61988
2020-12-05,7.01754
2020-12-06,10.52631
2020-12-07,14.61988
2020-12-08,9.94152
2020-12-09,13.45029
2020-12-10,11.11111
2020-12-11,15.78947
2020-12-12,8.18713
2020-12-13,9.94152
2020-12-14,6.43274
2020-12-15,8.18713
2020-12-16,13.45029
2020-12-17,12.2807
2020-12-18,14.61988
2020-12-19,7.60233
2020-12-20,18.12865
2020-12-21,10.52631
2020-12-22,9.94152
2020-12-23,7.01754
2020-12-24,19.29824
2020-12-25,7.01754
2020-12-26,7.01754
2020-12-27,7.60233
2020-12-28,10.52631
2020-12-29,14.03508
2020-12-30,16.95906
2020-12-31,15.78947
2021-01-01,22.80701
2021-01-02,11.11111
2021-01-03,11.11111
2021-01-04,22.22222
2021-01-05,15.78947
2021-01-06,21.63742
2021-01-07,20.46783
2021-01-08,22.22222
2021-01-09,20.46783
2021-01-10,12.86549
2021-01-11,16.95906
2021-01-12,28.07017
2021-01-13,15.20467
2021-01-14,24.5614
2021-01-15,18.71345
2021-01-16,18.71345
2021-01-17,8.18713
2021-01-18,12.2807
2021-01-19,19.29824
2021-01-20,10.52631
2021-01-21,17.54385
2021-01-22,19.88304
2021-01-23,12.86549
2021-01-24,15.78947
2021-01-25,15.20467
2021-01-26,16.95906
2021-01-27,18.71345
2021-01-28,22.22222
2021-01-29,14.61988
2021-01-30,17.54385
2021-01-31,13.45029
2021-02-01,30.40935
2021-02-02,24.5614
2021-02-03,21.63742
2021-02-04,14.61988
2021-02-05,11.6959
2021-02-06,7.01754
2021-02-07,11.6959
2021-02-08,18.71345
2021-02-09,16.95906
2021-02-10,9.94152
2021-02-11,4.67836
2021-02-12,8.18713
2021-02-13,4.09356
2021-02-14,10.52631
2021-02-15,15.20467
2021-02-16,20.46783
2021-02-17,14.03508
2021-02-18,18.12865
2021-02-19,8.18713
2021-02-20,7.60233
2021-02-21,12.86549
2021-02-22,11.6959
2021-02-23,13.45029
2021-02-24,11.11111
2021-02-25,9.94152
2021-02-26,7.01754
2021-02-27,8.77192
2021-02-28,9.35672
2021-03-01,13.45029
2021-03-02,22.22222
2021-03-03,18.71345
2021-03-04,10.52631
2021-03-05,14.61988
2021-03-06,4.67836
2021-03-07,13.45029
2021-03-08,21.05263
2021-03-09,21.63742
2021-03-10,19.29824
2021-03-11,12.86549
2021-03-12,15.20467
2021-03-13,4.67836
2021-03-14,8.18713
2021-03-15,12.2807
2021-03-16,15.78947
2021-03-17,7.01754
2021-03-18,19.29824
2021-03-19,6.43274
2021-03-20,2.92397
2021-03-21,8.77192
2021-03-22,11.11111
2021-03-23,15.78947
2021-03-24,16.95906
2021-03-25,9.35672
2021-03-26,8.18713
2021-03-27,6.43274
2021-03-28,10.52631
2021-03-29,8.77192
2021-03-30,5.26315
2021-03-31,11.6959
2021-04-01,15.20467
2021-04-02,16.95906
2021-04-03,12.86549
2021-04-04,8.77192
2021-04-05,16.95906
2021-04-06,15.78947
2021-04-07,12.2807
2021-04-08,10.52631
2021-04-09,9.94152
2021-04-10,9.35672
2021-04-11,15.20467
2021-04-12,21.63742
2021-04-13,13.45029
2021-04-14,12.2807
2021-04-15,11.6959
2021-04-16,20.46783
2021-04-17,5.84795
2021-04-18,7.01754
2021-04-19,10.52631
2021-04-20,13.45029
2021-04-21,12.86549
2021-04-22,11.6959
2021-04-23,11.6959
2021-04-24,8.77192
2021-04-25,8.77192
2021-04-26,13.45029
2021-04-27,13.45029
2021-04-28,18.12865
2021-04-29,9.35672
2021-04-30,8.18713
2021-05-01,16.37426
2021-05-02,12.2807
2021-05-03,16.95906
2021-05-04,16.95906
2021-05-05,11.6959
2021-05-06,21.63742
2021-05-07,8.77192
2021-05-08,14.03508
2021-05-09,13.45029
2021-05-10,14.61988
2021-05-11,18.12865
2021-05-12,16.95906
2021-05-13,12.86549
2021-05-14,12.86549
2021-05-15,5.26315
2021-05-16,7.60233
2021-05-17,16.95906
2021-05-18,17.54385
2021-05-19,14.03508
2021-05-20,25.14619
2021-05-21,15.20467
2021-05-22,8.18713
2021-05-23,7.60233
2021-05-24,11.11111
2021-05-25,22.22222
2021-05-26,15.78947
2021-05-27,19.29824
2021-05-28,14.03508
2021-05-29,11.6959
2021-05-30,15.78947
2021-05-31,9.35672
2021-06-01,22.80701
2021-06-02,21.63742
2021-06-03,16.37426
2021-06-04,16.95906
2021-06-05,12.86549
2021-06-06,9.94152
2021-06-07,25.14619
2021-06-08,20.46783
2021-06-09,21.63742
2021-06-10,21.63742
2021-06-11,15.78947
2021-06-12,7.01754
2021-06-13,5.26315
2021-06-14,12.2807
2021-06-15,15.78947
2021-06-16,16.95906
2021-06-17,10.52631
2021-06-18,14.61988
2021-06-19,12.2807
2021-06-20,12.86549
2021-06-21,22.22222
2021-06-22,13.45029
2021-06-23,15.20467
2021-06-24,18.71345
2021-06-25,18.71345
2021-06-26,11.11111
2021-06-27,16.95906
2021-06-28,16.95906
2021-06-29,10.52631
2021-06-30,14.61988
2021-07-01,29.23976
2021-07-02,16.95906
2021-07-03,14.03508
2021-07-04,13.45029
2021-07-05,18.12865
2021-07-06,20.46783
2021-07-07,15.20467
2021-07-08,18.12865
2021-07-09,12.2807
2021-07-10,4.09356
2021-07-11,12.86549
2021-07-12,13.45029
2021-07-13,16.95906
2021-07-14,16.95906
2021-07-15,15.78947
2021-07-16,8.77192
2021-07-17,11.11111
2021-07-18,14.61988
2021-07-19,19.29824
2021-07-20,14.03508
2021-07-21,16.95906
2021-07-22,16.37426
2021-07-23,13.45029
2021-07-24,9.94152
2021-07-25,17.54385
2021-07-26,22.22222
2021-07-27,21.63742
2021-07-28,22.80701
2021-07-29,14.03508
2021-07-30,14.03508
2021-07-31,7.60233
2021-08-01,16.95906
2021-08-02,28.07017
2021-08-03,23.9766
2021-08-04,14.03508
2021-08-05,26.31578
2021-08-06,14.03508
2021-08-07,15.20467
2021-08-08,18.12865
2021-08-09,25.73099
2021-08-10,17.54385
2021-08-11,20.46783
2021-08-12,25.14619
2021-08-13,15.20467
2021-08-14,16.95906
2021-08-15,12.86549
2021-08-16,17.54385
2021-08-17,26.90058
2021-08-18,28.07017
2021-08-19,22.80701
2021-08-20,20.46783
2021-08-21,9.94152
2021-08-22,20.46783
2021-08-23,21.63742
2021-08-24,25.73099
2021-08-25,8.77192
2021-08-26,23.9766
2021-08-27,24.5614
2021-08-28,23.9766
2021-08-29,17.54385
2021-08-30,18.12865
2021-08-31,23.9766
2021-09-01,36.8421
2021-09-02,29.23976
2021-09-03,18.12865
2021-09-04,16.95906
2021-09-05,19.29824
2021-09-06,25.73099
2021-09-07,28.07017
2021-09-08,36.8421
2021-09-09,25.14619
2021-09-10,16.95906
2021-09-11,22.80701
2021-09-12,14.03508
2021-09-13,11.6959
2021-09-14,11.6959
2021-09-15,15.20467
2021-09-16,11.6959
2021-09-17,8.18713
2021-09-18,6.43274
2021-09-19,11.6959
2021-09-20,9.35672
2021-09-21,11.11111
2021-09-22,8.18713
2021-09-23,22.80701
2021-09-24,24.5614
2021-09-25,8.18713
2021-09-26,15.78947
2021-09-27,30.40935
2021-09-28,29.82456
2021-09-29,21.63742
2021-09-30,30.99415
2021-10-01,29.82456
2021-10-02,20.46783
2021-10-03,25.14619
2021-10-04,21.63742
2021-10-05,15.78947
2021-10-06,18.12865
2021-10-07,22.80701
2021-10-08,18.71345
2021-10-09,12.86549
2021-10-10,11.11111
2021-10-11,15.20467
2021-10-12,11.6959
2021-10-13,17.54385
2021-10-14,9.94152
2021-10-15,19.88304
2021-10-16,8.18713
2021-10-17,7.60233
2021-10-18,21.63742
2021-10-19,16.37426
2021-10-20,11.6959
2021-10-21,19.29824
2021-10-22,14.61988
2021-10-23,12.86549
2021-10-24,10.52631
2021-10-25,13.45029
2021-10-26,21.63742
2021-10-27,12.86549
2021-10-28,14.61988
2021-10-29,12.86549
2021-10-30,13.45029
2021-10-31,12.2807
2021-11-01,25.73099
2021-11-02,26.31578
2021-11-03,27.48538
2021-11-04,18.71345
2021-11-05,15.20467
2021-11-06,8.77192
2021-11-07,12.86549
2021-11-08,19.29824
2021-11-09,20.46783
2021-11-10,14.03508
2021-11-11,25.73099
2021-11-12,16.95906
2021-11-13,10.52631
2021-11-14,20.46783
2021-11-15,22.80701
2021-11-16,19.29824
2021-11-17,21.63742
2021-11-18,12.2807
2021-11-19,15.78947
2021-11-20,8.18713
2021-11-21,14.03508
2021-11-22,21.63742
2021-11-23,15.78947
2021-11-24,15.20467
2021-11-25,11.11111
2021-11-26,15.20467
2021-11-27,19.29824
2021-11-28,12.2807
2021-11-29,11.11111
2021-11-30,16.37426
2021-12-01,33.33333
2021-12-02,22.22222
2021-12-03,15.78947
2021-12-04,11.11111
2021-12-05,12.86549
2021-12-06,22.22222
2021-12-07,16.37426
2021-12-08,12.86549
2021-12-09,14.61988
2021-12-10,15.78947
2021-12-11,11.11111
2021-12-12,9.35672
2021-12-13,15.20467
2021-12-14,15.20467
2021-12-15,16.37426
2021-12-16,14.03508
2021-12-17,9.35672
2021-12-18,8.77192
2021-12-19,9.35672
2021-12-20,9.35672
2021-12-21,16.37426
2021-12-22,9.35672
2021-12-23,9.35672
2021-12-24,5.26315
2021-12-25,6.43274
2021-12-26,16.37426
2021-12-27,15.20467
2021-12-28,21.63742
2021-12-29,21.05263
2021-12-30,8.77192
2021-12-31,8.77192
2022-01-01,19.29824
2022-01-02,16.95906
2022-01-03,26.90058
2022-01-04,20.46783
2022-01-05,33.33333
2022-01-06,20.46783
2022-01-07,24.5614
2022-01-08,15.20467
2022-01-09,13.45029
2022-01-10,22.22222
2022-01-11,24.5614
2022-01-12,25.73099
2022-01-13,14.61988
2022-01-14,15.20467
2022-01-15,11.11111
2022-01-16,15.78947
2022-01-17,22.22222
2022-01-18,23.9766
2022-01-19,18.71345
2022-01-20,23.9766
2022-01-21,19.88304
2022-01-22,5.84795
2022-01-23,12.86549
2022-01-24,25.14619
2022-01-25,19.29824
2022-01-26,23.9766
2022-01-27,15.78947
2022-01-28,17.54385
2022-01-29,15.20467
2022-01-30,9.94152
2022-01-31,13.45029
2022-02-01,19.29824
2022-02-02,23.39181
2022-02-03,39.18128
2022-02-04,33.33333
2022-02-05,17.54385
2022-02-06,21.63742
2022-02-07,23.9766
2022-02-08,28.65497
2022-02-09,33.33333
2022-02-10,19.88304
2022-02-11,19.29824
2022-02-12,17.54385
2022-02-13,22.80701
2022-02-14,33.33333
2022-02-15,24.5614
2022-02-16,22.22222
2022-02-17,21.63742
2022-02-18,11.11111
2022-02-19,15.20467
2022-02-20,18.12865
2022-02-21,21.63742
2022-02-22,25.73099
2022-02-23,19.29824
2022-02-24,23.39181
2022-02-25,15.20467
2022-02-26,17.54385
2022-02-27,16.95906
2022-02-28,19.29824
2022-03-01,49.7076
2022-03-02,31.57894
2022-03-03,26.90058
2022-03-04,33.91812
2022-03-05,21.63742
2022-03-06,12.86549
2022-03-07,20.46783
2022-03-08,22.80701
2022-03-09,12.2807
2022-03-10,18.71345
2022-03-11,19.88304
2022-03-12,14.03508
2022-03-13,15.78947
2022-03-14,21.63742
2022-03-15,17.54385
2022-03-16,17.54385
2022-03-17,15.78947
2022-03-18,12.86549
2022-03-19,11.11111
2022-03-20,7.60233
2022-03-21,16.95906
2022-03-22,21.05263
2022-03-23,15.78947
2022-03-24,19.29824
2022-03-25,18.12865
2022-03-26,11.11111
2022-03-27,9.94152
2022-03-28,19.29824
2022-03-29,14.61988
2022-03-30,12.86549
2022-03-31,9.94152
2022-04-01,26.90058
2022-04-02,16.37426
2022-04-03,22.80701
2022-04-04,16.37426
2022-04-05,23.39181
2022-04-06,19.88304
2022-04-07,29.23976
2022-04-08,16.37426
2022-04-09,15.20467
2022-04-10,16.95906
2022-04-11,19.88304
2022-04-12,18.12865
2022-04-13,17.54385
2022-04-14,21.63742
2022-04-15,12.2807
2022-04-16,8.18713
2022-04-17,15.78947
2022-04-18,15.20467
2022-04-19,24.5614
2022-04-20,19.88304
2022-04-21,20.46783
2022-04-22,14.61988
2022-04-23,15.20467
2022-04-24,13.45029
2022-04-25,33.33333
2022-04-26,21.05263
2022-04-27,27.48538
2022-04-28,16.37426
2022-04-29,18.12865
2022-04-30,11.11111
2022-05-01,21.05263
2022-05-02,25.73099
2022-05-03,22.80701
2022-05-04,16.95906
2022-05-05,14.03508
2022-05-06,14.61988
2022-05-07,6.43274
2022-05-08,7.60233
2022-05-09,26.31578
2022-05-10,21.05263
2022-05-11,20.46783
2022-05-12,20.46783
2022-05-13,19.88304
2022-05-14,11.11111
2022-05-15,10.52631
2022-05-16,19.88304
2022-05-17,12.2807
2022-05-18,19.29824
2022-05-19,11.11111
2022-05-20,16.37426
2022-05-21,10.52631
2022-05-22,49.1228
2022-05-23,31.57894
2022-05-24,24.5614
2022-05-25,33.91812
2022-05-26,21.63742
2022-05-27,29.23976
2022-05-28,12.86549
2022-05-29,19.88304
2022-05-30,26.90058
2022-05-31,26.90058
2022-06-01,30.40935
2022-06-02,40.35087
2022-06-03,22.80701
2022-06-04,21.05263
2022-06-05,18.12865
2022-06-06,27.48538
2022-06-07,28.07017
2022-06-08,20.46783
2022-06-09,24.5614
2022-06-10,18.71345
2022-06-11,16.37426
2022-06-12,9.35672
2022-06-13,23.9766
2022-06-14,23.39181
2022-06-15,26.90058
2022-06-16,26.90058
2022-06-17,15.78947
2022-06-18,15.20467
2022-06-19,19.88304
2022-06-20,16.95906
2022-06-21,25.14619
2022-06-22,16.37426
2022-06-23,16.95906
2022-06-24,23.9766
2022-06-25,7.60233
2022-06-26,11.6959
2022-06-27,16.37426
2022-06-28,18.71345
2022-06-29,18.12865
2022-06-30,17.54385
2022-07-01,30.99415
2022-07-02,21.05263
2022-07-03,18.12865
2022-07-04,26.31578
2022-07-05,14.61988
2022-07-06,24.5614
2022-07-07,17.54385
2022-07-08,19.88304
2022-07-09,16.95906
2022-07-10,15.78947
2022-07-11,32.16374
2022-07-12,21.63742
2022-07-13,18.12865
2022-07-14,26.90058
2022-07-15,25.73099
2022-07-16,8.77192
2022-07-17,13.45029
2022-07-18,18.71345
2022-07-19,16.37426
2022-07-20,17.54385
2022-07-21,19.29824
2022-07-22,24.5614
2022-07-23,9.94152
2022-07-24,28.07017
2022-07-25,29.82456
2022-07-26,30.99415
2022-07-27,30.40935
2022-07-28,22.80701
2022-07-29,16.95906
2022-07-30,14.61988
2022-07-31,19.88304
2022-08-01,46.19883
2022-08-02,29.82456
2022-08-03,39.76608
2022-08-04,30.40935
2022-08-05,22.22222
2022-08-06,20.46783
2022-08-07,21.05263
2022-08-08,28.07017
2022-08-09,22.80701
2022-08-10,30.99415
2022-08-11,29.82456
2022-08-12,27.48538
2022-08-13,18.12865
2022-08-14,16.37426
2022-08-15,24.5614
2022-08-16,25.73099
2022-08-17,29.82456
2022-08-18,28.07017
2022-08-19,18.71345
2022-08-20,22.80701
2022-08-21,29.23976
2022-08-22,28.07017
2022-08-23,21.63742
2022-08-24,25.73099
2022-08-25,30.99415
2022-08-26,15.78947
2022-08-27,18.12865
2022-08-28,28.07017
2022-08-29,29.82456
2022-08-30,33.91812
2022-08-31,33.33333
2022-09-01,41.52046
2022-09-02,40.35087
2022-09-03,28.65497
2022-09-04,25.14619
2022-09-05,28.07017
2022-09-06,30.40935
2022-09-07,25.14619
2022-09-08,29.82456
2022-09-09,12.2807
2022-09-10,11.6959
2022-09-11,15.78947
2022-09-12,21.05263
2022-09-13,39.18128
2022-09-14,43.85964
2022-09-15,36.2573
2022-09-16,28.07017
2022-09-17,32.74853
2022-09-18,32.16374
2022-09-19,29.82456
2022-09-20,47.95321
2022-09-21,32.16374
2022-09-22,30.40935
2022-09-23,32.16374
2022-09-24,16.95906
2022-09-25,22.80701
2022-09-26,23.9766
2022-09-27,23.39181
2022-09-28,25.73099
2022-09-29,32.16374
2022-09-30,28.07017
2022-10-01,46.19883
2022-10-02,27.48538
2022-10-03,29.23976
2022-10-04,51.46198
2022-10-05,26.31578
2022-10-06,28.07017
2022-10-07,39.76608
2022-10-08,17.54385
2022-10-09,22.22222
2022-10-10,23.9766
2022-10-11,36.8421
2022-10-12,46.78362
2022-10-13,31.57894
2022-10-14,21.63742
2022-10-15,14.03508
2022-10-16,20.46783
2022-10-17,32.16374
2022-10-18,29.82456
2022-10-19,26.90058
2022-10-20,30.99415
2022-10-21,34.50292
2022-10-22,14.03508
2022-10-23,18.12865
2022-10-24,33.91812
2022-10-25,26.31578
2022-10-26,30.40935
2022-10-27,24.5614
2022-10-28,19.88304
2022-10-29,12.86549
2022-10-30,19.88304
2022-10-31,30.40935
2022-11-01,67.25146
2022-11-02,51.46198
2022-11-03,32.74853
2022-11-04,44.44444
2022-11-05,24.5614
2022-11-06,19.29824
2022-11-07,32.74853
2022-11-08,33.91812
2022-11-09,26.31578
2022-11-10,28.65497
2022-11-11,23.9766
2022-11-12,17.54385
2022-11-13,24.5614
2022-11-14,26.31578
2022-11-15,40.93567
2022-11-16,37.4269
2022-11-17,33.91812
2022-11-18,22.80701
2022-11-19,16.37426
2022-11-20,26.31578
2022-11-21,32.16374
2022-11-22,38.59649
2022-11-23,29.82456
2022-11-24,24.5614
2022-11-25,31.57894
2022-11-26,28.65497
2022-11-27,37.4269
2022-11-28,23.39181
2022-11-29,29.82456
2022-11-30,32.16374
2022-12-01,75.43859
2022-12-02,40.35087
2022-12-03,23.9766
2022-12-04,35.67251
2022-12-05,39.76608
2022-12-06,37.4269
2022-12-07,33.33333
2022-12-08,29.82456
2022-12-09,29.23976
2022-12-10,22.22222
2022-12-11,25.14619
2022-12-12,32.16374
2022-12-13,33.91812
2022-12-14,35.67251
2022-12-15,23.9766
2022-12-16,24.5614
2022-12-17,19.29824
2022-12-18,17.54385
2022-12-19,29.82456
2022-12-20,33.33333
2022-12-21,21.63742
2022-12-22,28.65497
2022-12-23,25.14619
2022-12-24,14.61988
2022-12-25,21.63742
2022-12-26,24.5614
2022-12-27,30.99415
2022-12-28,40.93567
2022-12-29,38.59649
2022-12-30,33.33333
2022-12-31,24.5614
2023-01-01,57.30994
2023-01-02,71.92982
2023-01-03,64.91228
2023-01-04,54.38596
2023-01-05,49.1228
2023-01-06,33.33333
2023-01-07,35.08771
2023-01-08,30.99415
2023-01-09,38.59649
2023-01-10,43.85964
2023-01-11,46.78362
2023-01-12,36.8421
2023-01-13,40.93567
2023-01-14,25.14619
2023-01-15,28.65497
2023-01-16,40.35087
2023-01-17,38.59649
2023-01-18,28.65497
2023-01-19,42.10526
2023-01-20,33.91812
2023-01-21,14.61988
2023-01-22,19.29824
2023-01-23,22.80701
2023-01-24,27.48538
2023-01-25,44.44444
2023-01-26,36.2573
2023-01-27,39.18128
2023-01-28,28.07017
2023-01-29,39.18128
2023-01-30,45.02923
2023-01-31,44.44444
2023-02-01,85.96491
2023-02-02,59.06432
2023-02-03,51.46198
2023-02-04,33.33333
2023-02-05,42.69005
2023-02-06,51.46198
2023-02-07,50.87719
2023-02-08,39.18128
2023-02-09,33.33333
2023-02-10,42.10526
2023-02-11,32.16374
2023-02-12,28.65497
2023-02-13,38.01169
2023-02-14,33.91812
2023-02-15,23.9766
2023-02-16,49.1228
2023-02-17,27.48538
2023-02-18,18.12865
2023-02-19,19.88304
2023-02-20,39.18128
2023-02-21,46.19883
2023-02-22,38.59649
2023-02-23,40.93567
2023-02-24,21.05263
2023-02-25,26.31578
2023-02-26,30.40935
2023-02-27,38.01169
2023-02-28,33.91812
2023-03-01,50.87719
2023-03-02,50.29239
2023-03-03,43.27485
2023-03-04,32.16374
2023-03-05,29.82456
2023-03-06,36.2573
2023-03-07,33.91812
2023-03-08,34.50292
2023-03-09,21.63742
2023-03-10,29.23976
2023-03-11,17.54385
2023-03-12,23.39181
2023-03-13,33.33333
2023-03-14,37.4269
2023-03-15,26.90058
2023-03-16,33.33333
2023-03-17,26.90058
2023-03-18,10.52631
2023-03-19,24.5614
2023-03-20,28.07017
2023-03-21,42.69005
2023-03-22,32.74853
2023-03-23,29.23976
2023-03-24,22.80701
2023-03-25,21.05263
2023-03-26,24.5614
2023-03-27,21.05263
2023-03-28,25.73099
2023-03-29,23.39181
2023-03-30,22.80701
2023-03-31,29.23976
2023-04-01,30.99415
2023-04-02,30.99415
2023-04-03,40.35087
2023-04-04,33.33333
2023-04-05,30.99415
2023-04-06,24.5614
2023-04-07,29.82456
2023-04-08,19.88304
2023-04-09,20.46783
2023-04-10,26.31578
2023-04-11,30.99415
2023-04-12,32.16374
2023-04-13,21.05263
2023-04-14,22.22222
2023-04-15,22.80701
2023-04-16,20.46783
2023-04-17,23.9766
2023-04-18,34.50292
2023-04-19,23.9766
2023-04-20,19.29824
2023-04-21,25.14619
2023-04-22,19.29824
2023-04-23,12.86549
2023-04-24,28.65497
2023-04-25,17.54385
2023-04-26,21.05263
2023-04-27,21.05263
2023-04-28,19.29824
2023-04-29,15.78947
2023-04-30,23.9766
2023-05-01,50.87719
2023-05-02,38.01169
2023-05-03,32.16374
2023-05-04,30.99415
2023-05-05,22.80701
2023-05-06,19.29824
2023-05-07,22.22222
2023-05-08,37.4269
2023-05-09,25.73099
2023-05-10,29.23976
2023-05-11,31.57894
2023-05-12,19.29824
2023-05-13,12.2807
2023-05-14,19.88304
2023-05-15,33.91812
2023-05-16,25.73099
2023-05-17,26.31578
2023-05-18,23.39181
2023-05-19,23.9766
2023-05-20,15.20467
2023-05-21,12.86549
2023-05-22,20.46783
2023-05-23,18.71345
2023-05-24,23.9766
2023-05-25,21.63742
2023-05-26,21.63742
2023-05-27,17.54385
2023-05-28,18.71345
2023-05-29,19.29824
2023-05-30,24.5614
2023-05-31,35.67251
2023-06-01,54.97076
2023-06-02,33.91812
2023-06-03,23.9766
2023-06-04,35.08771
