date,근저당
2020-11-07,12.27611
2020-11-08,10.97014
2020-11-09,23.50746
2020-11-10,21.71641
2020-11-11,20.67164
2020-11-12,22.5
2020-11-13,19.29104
2020-11-14,12.35074
2020-11-15,13.73134
2020-11-16,24.77611
2020-11-17,35.89552
2020-11-18,30.93283
2020-11-19,23.69402
2020-11-20,26.08208
2020-11-21,20.5597
2020-11-22,19.21641
2020-11-23,27.42537
2020-11-24,26.56716
2020-11-25,26.97761
2020-11-26,25.33582
2020-11-27,23.17164
2020-11-28,16.56716
2020-11-29,14.29104
2020-11-30,25.52238
2020-12-01,24.51492
2020-12-02,24.25373
2020-12-03,22.46268
2020-12-04,21.90298
2020-12-05,16.23134
2020-12-06,12.7985
2020-12-07,24.29104
2020-12-08,25.5597
2020-12-09,25.11194
2020-12-10,22.31343
2020-12-11,22.83582
2020-12-12,14.62686
2020-12-13,13.20895
2020-12-14,24.66417
2020-12-15,25.14925
2020-12-16,25.0
2020-12-17,21.97761
2020-12-18,21.00746
2020-12-19,14.88805
2020-12-20,13.43283
2020-12-21,23.32089
2020-12-22,23.43283
2020-12-23,22.35074
2020-12-24,16.94029
2020-12-25,10.67164
2020-12-26,12.38805
2020-12-27,14.14179
2020-12-28,27.53731
2020-12-29,25.89552
2020-12-30,26.49253
2020-12-31,18.69402
2021-01-01,10.63432
2021-01-02,15.44776
2021-01-03,15.44776
2021-01-04,25.52238
2021-01-05,26.23134
2021-01-06,28.13432
2021-01-07,24.55223
2021-01-08,21.00746
2021-01-09,19.81343
2021-01-10,19.96268
2021-01-11,31.38059
2021-01-12,27.61194
2021-01-13,30.11194
2021-01-14,29.55223
2021-01-15,24.55223
2021-01-16,19.14179
2021-01-17,22.16417
2021-01-18,28.69402
2021-01-19,28.17164
2021-01-20,27.98507
2021-01-21,27.72388
2021-01-22,23.3582
2021-01-23,18.84328
2021-01-24,18.0597
2021-01-25,30.22388
2021-01-26,27.87313
2021-01-27,28.91791
2021-01-28,25.14925
2021-01-29,22.94776
2021-01-30,17.2388
2021-01-31,14.1791
2021-02-01,26.94029
2021-02-02,26.56716
2021-02-03,24.88805
2021-02-04,22.57462
2021-02-05,21.19402
2021-02-06,16.15671
2021-02-07,12.61194
2021-02-08,23.02238
2021-02-09,22.20149
2021-02-10,16.64179
2021-02-11,10.07462
2021-02-12,9.06716
2021-02-13,11.45522
2021-02-14,10.8582
2021-02-15,23.39552
2021-02-16,23.13432
2021-02-17,24.36567
2021-02-18,22.7985
2021-02-19,23.13432
2021-02-20,16.45522
2021-02-21,12.27611
2021-02-22,24.51492
2021-02-23,22.38805
2021-02-24,20.26119
2021-02-25,19.88805
2021-02-26,18.28358
2021-02-27,11.6791
2021-02-28,10.22388
2021-03-01,11.71641
2021-03-02,20.74626
2021-03-03,21.00746
2021-03-04,21.60447
2021-03-05,21.45522
2021-03-06,11.90298
2021-03-07,11.23134
2021-03-08,22.91044
2021-03-09,22.68656
2021-03-10,26.6791
2021-03-11,23.02238
2021-03-12,19.92537
2021-03-13,13.32089
2021-03-14,10.97014
2021-03-15,22.38805
2021-03-16,21.49253
2021-03-17,21.26865
2021-03-18,22.20149
2021-03-19,16.15671
2021-03-20,12.57462
2021-03-21,10.33582
2021-03-22,19.40298
2021-03-23,21.04477
2021-03-24,18.84328
2021-03-25,20.22388
2021-03-26,16.41791
2021-03-27,11.23134
2021-03-28,11.60447
2021-03-29,21.52985
2021-03-30,21.94029
2021-03-31,17.53731
2021-04-01,17.31343
2021-04-02,19.1791
2021-04-03,12.53731
2021-04-04,11.60447
2021-04-05,20.63432
2021-04-06,20.41044
2021-04-07,17.91044
2021-04-08,18.84328
2021-04-09,16.75373
2021-04-10,9.81343
2021-04-11,10.67164
2021-04-12,19.10447
2021-04-13,19.62686
2021-04-14,19.81343
2021-04-15,18.28358
2021-04-16,20.2985
2021-04-17,12.46268
2021-04-18,11.94029
2021-04-19,22.76119
2021-04-20,19.29104
2021-04-21,19.47761
2021-04-22,17.76119
2021-04-23,15.78358
2021-04-24,10.48507
2021-04-25,9.88805
2021-04-26,22.61194
2021-04-27,20.89552
2021-04-28,18.73134
2021-04-29,20.93283
2021-04-30,18.02238
2021-05-01,9.70149
2021-05-02,10.07462
2021-05-03,18.69402
2021-05-04,17.76119
2021-05-05,10.44776
2021-05-06,18.54477
2021-05-07,16.30597
2021-05-08,9.58955
2021-05-09,10.07462
2021-05-10,35.03731
2021-05-11,24.62686
2021-05-12,21.60447
2021-05-13,19.77611
2021-05-14,17.01492
2021-05-15,12.72388
2021-05-16,13.47014
2021-05-17,24.25373
2021-05-18,20.52238
2021-05-19,13.0597
2021-05-20,20.33582
2021-05-21,17.31343
2021-05-22,12.72388
2021-05-23,10.82089
2021-05-24,22.08955
2021-05-25,21.15671
2021-05-26,20.48507
2021-05-27,20.70895
2021-05-28,18.09701
2021-05-29,13.0597
2021-05-30,9.92537
2021-05-31,22.35074
2021-06-01,19.92537
2021-06-02,19.70149
2021-06-03,20.44776
2021-06-04,19.70149
2021-06-05,11.26865
2021-06-06,11.49253
2021-06-07,21.79104
2021-06-08,23.13432
2021-06-09,23.3582
2021-06-10,18.91791
2021-06-11,17.35074
2021-06-12,11.52985
2021-06-13,10.18656
2021-06-14,21.30597
2021-06-15,20.37313
2021-06-16,20.18656
2021-06-17,24.06716
2021-06-18,21.82835
2021-06-19,11.38059
2021-06-20,11.15671
2021-06-21,23.17164
2021-06-22,19.88805
2021-06-23,21.45522
2021-06-24,19.92537
2021-06-25,15.74626
2021-06-26,10.78358
2021-06-27,12.16417
2021-06-28,21.97761
2021-06-29,20.44776
2021-06-30,18.95522
2021-07-01,18.39552
2021-07-02,18.65671
2021-07-03,12.83582
2021-07-04,9.66417
2021-07-05,21.52985
2021-07-06,21.60447
2021-07-07,19.58955
2021-07-08,19.06716
2021-07-09,19.40298
2021-07-10,17.5
2021-07-11,11.64179
2021-07-12,24.51492
2021-07-13,22.7985
2021-07-14,22.05223
2021-07-15,20.03731
2021-07-16,20.67164
2021-07-17,16.00746
2021-07-18,13.88059
2021-07-19,21.86567
2021-07-20,22.76119
2021-07-21,20.07462
2021-07-22,23.0597
2021-07-23,20.82089
2021-07-24,12.57462
2021-07-25,10.41044
2021-07-26,21.64179
2021-07-27,20.22388
2021-07-28,19.88805
2021-07-29,20.18656
2021-07-30,17.7985
2021-07-31,11.86567
2021-08-01,9.96268
2021-08-02,19.14179
2021-08-03,19.88805
2021-08-04,20.22388
2021-08-05,19.92537
2021-08-06,17.61194
2021-08-07,12.42537
2021-08-08,10.44776
2021-08-09,20.59701
2021-08-10,21.04477
2021-08-11,21.90298
2021-08-12,19.02985
2021-08-13,20.67164
2021-08-14,13.3582
2021-08-15,9.88805
2021-08-16,15.03731
2021-08-17,22.12686
2021-08-18,22.12686
2021-08-19,21.19402
2021-08-20,22.27611
2021-08-21,16.45522
2021-08-22,12.46268
2021-08-23,25.67164
2021-08-24,24.55223
2021-08-25,21.56716
2021-08-26,21.60447
2021-08-27,18.99253
2021-08-28,12.42537
2021-08-29,13.17164
2021-08-30,22.57462
2021-08-31,18.76865
2021-09-01,19.7388
2021-09-02,17.61194
2021-09-03,17.2388
2021-09-04,12.20149
2021-09-05,10.97014
2021-09-06,21.23134
2021-09-07,20.59701
2021-09-08,21.41791
2021-09-09,19.77611
2021-09-10,17.87313
2021-09-11,12.27611
2021-09-12,10.82089
2021-09-13,23.54477
2021-09-14,30.78358
2021-09-15,22.91044
2021-09-16,21.94029
2021-09-17,16.94029
2021-09-18,8.09701
2021-09-19,7.72388
2021-09-20,6.71641
2021-09-21,7.61194
2021-09-22,11.04477
2021-09-23,22.53731
2021-09-24,19.92537
2021-09-25,13.3582
2021-09-26,11.1194
2021-09-27,25.5597
2021-09-28,22.01492
2021-09-29,23.47014
2021-09-30,19.44029
2021-10-01,20.59701
2021-10-02,13.58208
2021-10-03,10.74626
2021-10-04,16.94029
2021-10-05,23.58208
2021-10-06,20.97014
2021-10-07,23.76865
2021-10-08,20.63432
2021-10-09,10.74626
2021-10-10,11.71641
2021-10-11,15.67164
2021-10-12,18.99253
2021-10-13,23.20895
2021-10-14,23.76865
2021-10-15,22.35074
2021-10-16,13.09701
2021-10-17,12.31343
2021-10-18,20.5597
2021-10-19,21.97761
2021-10-20,20.8582
2021-10-21,20.48507
2021-10-22,17.31343
2021-10-23,10.48507
2021-10-24,11.94029
2021-10-25,20.5597
2021-10-26,22.61194
2021-10-27,21.71641
2021-10-28,19.10447
2021-10-29,18.3582
2021-10-30,12.35074
2021-10-31,10.18656
2021-11-01,18.50746
2021-11-02,20.59701
2021-11-03,21.64179
2021-11-04,19.25373
2021-11-05,17.72388
2021-11-06,12.31343
2021-11-07,10.44776
2021-11-08,20.63432
2021-11-09,17.64925
2021-11-10,17.12686
2021-11-11,18.32089
2021-11-12,16.97761
2021-11-13,11.64179
2021-11-14,9.85074
2021-11-15,19.14179
2021-11-16,20.59701
2021-11-17,19.25373
2021-11-18,17.98507
2021-11-19,17.16417
2021-11-20,11.60447
2021-11-21,9.25373
2021-11-22,20.33582
2021-11-23,18.28358
2021-11-24,17.42537
2021-11-25,19.10447
2021-11-26,16.64179
2021-11-27,11.34328
2021-11-28,11.00746
2021-11-29,21.30597
2021-11-30,20.93283
2021-12-01,19.62686
2021-12-02,22.64925
2021-12-03,19.40298
2021-12-04,12.35074
2021-12-05,16.71641
2021-12-06,22.72388
2021-12-07,18.54477
2021-12-08,21.15671
2021-12-09,20.14925
2021-12-10,19.96268
2021-12-11,14.92537
2021-12-12,12.91044
2021-12-13,20.22388
2021-12-14,19.62686
2021-12-15,21.79104
2021-12-16,20.18656
2021-12-17,18.13432
2021-12-18,11.71641
2021-12-19,11.38059
2021-12-20,19.51492
2021-12-21,21.00746
2021-12-22,19.51492
2021-12-23,19.51492
2021-12-24,38.02238
2021-12-25,15.97014
2021-12-26,18.99253
2021-12-27,20.5597
2021-12-28,19.62686
2021-12-29,20.41044
2021-12-30,18.84328
2021-12-31,14.36567
2022-01-01,13.3582
2022-01-02,13.20895
2022-01-03,20.78358
2022-01-04,23.0597
2022-01-05,24.7388
2022-01-06,23.20895
2022-01-07,20.48507
2022-01-08,15.22388
2022-01-09,15.74626
2022-01-10,24.44029
2022-01-11,24.44029
2022-01-12,23.3582
2022-01-13,23.69402
2022-01-14,22.27611
2022-01-15,16.04477
2022-01-16,12.94776
2022-01-17,21.45522
2022-01-18,23.28358
2022-01-19,21.23134
2022-01-20,21.56716
2022-01-21,19.85074
2022-01-22,15.82089
2022-01-23,13.80597
2022-01-24,26.04477
2022-01-25,26.6791
2022-01-26,26.6791
2022-01-27,25.37313
2022-01-28,18.28358
2022-01-29,11.97761
2022-01-30,9.62686
2022-01-31,8.43283
2022-02-01,8.50746
2022-02-02,10.78358
2022-02-03,27.27611
2022-02-04,24.1791
2022-02-05,18.65671
2022-02-06,16.6791
2022-02-07,25.67164
2022-02-08,23.95522
2022-02-09,25.52238
2022-02-10,24.29104
2022-02-11,22.38805
2022-02-12,17.16417
2022-02-13,13.91791
2022-02-14,23.84328
2022-02-15,24.21641
2022-02-16,24.70149
2022-02-17,25.0
2022-02-18,20.93283
2022-02-19,14.32835
2022-02-20,14.55223
2022-02-21,23.20895
2022-02-22,21.49253
2022-02-23,21.82835
2022-02-24,18.99253
2022-02-25,18.17164
2022-02-26,13.6194
2022-02-27,9.96268
2022-02-28,18.47014
2022-03-01,13.43283
2022-03-02,18.6194
2022-03-03,18.73134
2022-03-04,17.12686
2022-03-05,13.28358
2022-03-06,11.08208
2022-03-07,20.78358
2022-03-08,18.32089
2022-03-09,13.80597
2022-03-10,20.22388
2022-03-11,17.46268
2022-03-12,13.73134
2022-03-13,12.05223
2022-03-14,20.26119
2022-03-15,19.44029
2022-03-16,21.64179
2022-03-17,19.25373
2022-03-18,18.58208
2022-03-19,12.05223
2022-03-20,11.82835
2022-03-21,20.82089
2022-03-22,18.43283
2022-03-23,19.62686
2022-03-24,20.2985
2022-03-25,17.91044
2022-03-26,11.86567
2022-03-27,10.97014
2022-03-28,18.6194
2022-03-29,18.50746
2022-03-30,18.24626
2022-03-31,18.13432
2022-04-01,17.31343
2022-04-02,10.11194
2022-04-03,9.29104
2022-04-04,20.41044
2022-04-05,18.24626
2022-04-06,19.32835
2022-04-07,19.58955
2022-04-08,16.71641
2022-04-09,10.74626
2022-04-10,11.75373
2022-04-11,19.36567
2022-04-12,20.70895
2022-04-13,21.75373
2022-04-14,17.46268
2022-04-15,16.30597
2022-04-16,10.22388
2022-04-17,10.18656
2022-04-18,20.11194
2022-04-19,20.82089
2022-04-20,24.14179
2022-04-21,23.20895
2022-04-22,19.62686
2022-04-23,10.97014
2022-04-24,11.56716
2022-04-25,22.16417
2022-04-26,20.8582
2022-04-27,20.33582
2022-04-28,17.7985
2022-04-29,16.15671
2022-04-30,9.29104
2022-05-01,10.41044
2022-05-02,20.52238
2022-05-03,17.27611
2022-05-04,17.83582
2022-05-05,11.23134
2022-05-06,14.36567
2022-05-07,10.8582
2022-05-08,17.53731
2022-05-09,30.78358
2022-05-10,24.70149
2022-05-11,21.49253
2022-05-12,19.02985
2022-05-13,16.82835
2022-05-14,12.87313
2022-05-15,10.33582
2022-05-16,20.93283
2022-05-17,17.7985
2022-05-18,19.66417
2022-05-19,17.83582
2022-05-20,16.56716
2022-05-21,9.77611
2022-05-22,9.14179
2022-05-23,18.09701
2022-05-24,19.21641
2022-05-25,20.97014
2022-05-26,21.97761
2022-05-27,16.71641
2022-05-28,10.37313
2022-05-29,10.82089
2022-05-30,20.44776
2022-05-31,20.48507
2022-06-01,13.95522
2022-06-02,21.19402
2022-06-03,20.26119
2022-06-04,12.5
2022-06-05,10.2985
2022-06-06,12.61194
2022-06-07,19.96268
2022-06-08,21.19402
2022-06-09,19.81343
2022-06-10,17.12686
2022-06-11,10.82089
2022-06-12,11.26865
2022-06-13,20.41044
2022-06-14,19.25373
2022-06-15,20.5597
2022-06-16,19.55223
2022-06-17,16.64179
2022-06-18,11.6791
2022-06-19,10.07462
2022-06-20,23.32089
2022-06-21,25.14925
2022-06-22,22.5
2022-06-23,19.77611
2022-06-24,18.28358
2022-06-25,12.38805
2022-06-26,10.18656
2022-06-27,18.6194
2022-06-28,20.26119
2022-06-29,20.63432
2022-06-30,18.13432
2022-07-01,16.90298
2022-07-02,12.46268
2022-07-03,11.23134
2022-07-04,19.32835
2022-07-05,20.5597
2022-07-06,18.54477
2022-07-07,17.68656
2022-07-08,17.91044
2022-07-09,11.30597
2022-07-10,8.32089
2022-07-11,20.33582
2022-07-12,21.41791
2022-07-13,19.96268
2022-07-14,19.88805
2022-07-15,17.7985
2022-07-16,11.97761
2022-07-17,9.55223
2022-07-18,20.11194
2022-07-19,19.66417
2022-07-20,20.0
2022-07-21,16.60447
2022-07-22,20.33582
2022-07-23,14.51492
2022-07-24,10.74626
2022-07-25,21.56716
2022-07-26,18.39552
2022-07-27,17.31343
2022-07-28,18.3582
2022-07-29,14.06716
2022-07-30,9.62686
2022-07-31,8.28358
2022-08-01,19.32835
2022-08-02,18.28358
2022-08-03,18.91791
2022-08-04,19.14179
2022-08-05,19.44029
2022-08-06,11.41791
2022-08-07,9.14179
2022-08-08,19.77611
2022-08-09,17.61194
2022-08-10,20.18656
2022-08-11,19.06716
2022-08-12,16.49253
2022-08-13,9.10447
2022-08-14,9.51492
2022-08-15,12.05223
2022-08-16,21.30597
2022-08-17,20.67164
2022-08-18,20.52238
2022-08-19,17.2388
2022-08-20,14.1791
2022-08-21,17.68656
2022-08-22,36.52985
2022-08-23,31.90298
2022-08-24,26.56716
2022-08-25,23.13432
2022-08-26,24.40298
2022-08-27,12.5
2022-08-28,14.62686
2022-08-29,26.23134
2022-08-30,22.83582
2022-08-31,20.89552
2022-09-01,21.52985
2022-09-02,20.82089
2022-09-03,14.96268
2022-09-04,11.15671
2022-09-05,17.68656
2022-09-06,17.5
2022-09-07,16.38059
2022-09-08,14.02985
2022-09-09,6.86567
2022-09-10,6.34328
2022-09-11,7.2388
2022-09-12,8.69402
2022-09-13,26.08208
2022-09-14,33.99253
2022-09-15,25.89552
2022-09-16,20.89552
2022-09-17,14.81343
2022-09-18,12.27611
2022-09-19,26.38059
2022-09-20,24.92537
2022-09-21,21.6791
2022-09-22,19.77611
2022-09-23,18.20895
2022-09-24,10.82089
2022-09-25,9.77611
2022-09-26,20.03731
2022-09-27,20.52238
2022-09-28,19.29104
2022-09-29,21.26865
2022-09-30,18.09701
2022-10-01,8.95522
2022-10-02,7.94776
2022-10-03,12.46268
2022-10-04,21.94029
2022-10-05,20.48507
2022-10-06,21.75373
2022-10-07,24.85074
2022-10-08,11.6791
2022-10-09,10.5597
2022-10-10,12.2388
2022-10-11,19.96268
2022-10-12,21.26865
2022-10-13,21.26865
2022-10-14,19.40298
2022-10-15,11.04477
2022-10-16,10.11194
2022-10-17,22.27611
2022-10-18,22.57462
2022-10-19,20.48507
2022-10-20,17.87313
2022-10-21,19.81343
2022-10-22,12.35074
2022-10-23,11.41791
2022-10-24,23.69402
2022-10-25,21.86567
2022-10-26,21.38059
2022-10-27,21.45522
2022-10-28,19.7388
2022-10-29,11.45522
2022-10-30,9.25373
2022-10-31,19.40298
2022-11-01,19.81343
2022-11-02,19.02985
2022-11-03,20.18656
2022-11-04,20.70895
2022-11-05,13.24626
2022-11-06,9.44029
2022-11-07,19.47761
2022-11-08,21.75373
2022-11-09,23.20895
2022-11-10,19.62686
2022-11-11,16.79104
2022-11-12,10.48507
2022-11-13,10.70895
2022-11-14,19.66417
2022-11-15,20.41044
2022-11-16,19.58955
2022-11-17,19.85074
2022-11-18,18.73134
2022-11-19,10.93283
2022-11-20,10.89552
2022-11-21,26.71641
2022-11-22,27.05223
2022-11-23,20.74626
2022-11-24,21.52985
2022-11-25,20.37313
2022-11-26,13.58208
2022-11-27,13.24626
2022-11-28,22.98507
2022-11-29,21.60447
2022-11-30,21.64179
2022-12-01,20.22388
2022-12-02,17.98507
2022-12-03,8.84328
2022-12-04,12.38805
2022-12-05,21.75373
2022-12-06,22.5
2022-12-07,22.76119
2022-12-08,22.27611
2022-12-09,18.58208
2022-12-10,11.64179
2022-12-11,13.09701
2022-12-12,22.87313
2022-12-13,24.85074
2022-12-14,21.90298
2022-12-15,21.75373
2022-12-16,20.59701
2022-12-17,12.72388
2022-12-18,13.88059
2022-12-19,28.24626
2022-12-20,25.07462
2022-12-21,23.91791
2022-12-22,20.63432
2022-12-23,21.45522
2022-12-24,12.2388
2022-12-25,9.62686
2022-12-26,22.38805
2022-12-27,23.24626
2022-12-28,24.06716
2022-12-29,21.04477
2022-12-30,19.96268
2022-12-31,11.34328
2023-01-01,8.91791
2023-01-02,21.04477
2023-01-03,25.11194
2023-01-04,24.92537
2023-01-05,22.57462
2023-01-06,20.70895
2023-01-07,15.78358
2023-01-08,14.32835
2023-01-09,24.58955
2023-01-10,25.26119
2023-01-11,27.01492
2023-01-12,25.44776
2023-01-13,24.21641
2023-01-14,16.86567
2023-01-15,14.66417
2023-01-16,32.01492
2023-01-17,25.74626
2023-01-18,24.81343
2023-01-19,25.18656
2023-01-20,19.44029
2023-01-21,10.67164
2023-01-22,9.47761
2023-01-23,9.96268
2023-01-24,13.58208
2023-01-25,27.35074
2023-01-26,24.44029
2023-01-27,24.7388
2023-01-28,18.0597
2023-01-29,14.36567
2023-01-30,25.70895
2023-01-31,27.53731
2023-02-01,27.42537
2023-02-02,27.61194
2023-02-03,25.11194
2023-02-04,14.44029
2023-02-05,14.36567
2023-02-06,26.23134
2023-02-07,25.97014
2023-02-08,26.30597
2023-02-09,23.65671
2023-02-10,23.88059
2023-02-11,14.81343
2023-02-12,14.36567
2023-02-13,84.92537
2023-02-14,100.0
2023-02-15,48.0597
2023-02-16,33.76865
2023-02-17,28.80597
2023-02-18,21.15671
2023-02-19,16.04477
2023-02-20,28.13432
2023-02-21,23.95522
2023-02-22,24.40298
2023-02-23,23.20895
2023-02-24,21.30597
2023-02-25,13.28358
2023-02-26,12.76119
2023-02-27,24.29104
2023-02-28,22.46268
2023-03-01,15.82089
2023-03-02,23.09701
2023-03-03,21.64179
2023-03-04,15.8582
2023-03-05,13.76865
2023-03-06,25.78358
2023-03-07,23.99253
2023-03-08,27.46268
2023-03-09,29.51492
2023-03-10,22.12686
2023-03-11,13.95522
2023-03-12,10.74626
2023-03-13,24.62686
2023-03-14,25.93283
2023-03-15,23.0597
2023-03-16,24.21641
2023-03-17,25.37313
2023-03-18,14.02985
2023-03-19,13.47014
2023-03-20,24.66417
2023-03-21,25.14925
2023-03-22,22.91044
2023-03-23,22.94776
2023-03-24,22.64925
2023-03-25,16.38059
2023-03-26,13.43283
2023-03-27,25.07462
2023-03-28,28.39552
2023-03-29,28.20895
2023-03-30,23.84328
2023-03-31,20.03731
2023-04-01,10.74626
2023-04-02,10.22388
2023-04-03,22.68656
2023-04-04,21.45522
2023-04-05,23.17164
2023-04-06,22.5
2023-04-07,19.55223
2023-04-08,11.56716
2023-04-09,9.7388
2023-04-10,21.52985
2023-04-11,28.47014
2023-04-12,25.5597
2023-04-13,22.01492
2023-04-14,19.58955
2023-04-15,12.16417
2023-04-16,12.35074
2023-04-17,28.76865
2023-04-18,57.64925
2023-04-19,71.23134
2023-04-20,64.81343
2023-04-21,60.44776
2023-04-22,24.85074
2023-04-23,33.99253
2023-04-24,49.7388
2023-04-25,42.61194
2023-04-26,52.76119
2023-04-27,46.75373
2023-04-28,30.11194
2023-04-29,19.14179
2023-04-30,20.93283
2023-05-01,26.23134
2023-05-02,31.41791
2023-05-03,29.66417
2023-05-04,25.14925
2023-05-05,13.58208
2023-05-06,12.76119
2023-05-07,13.0597
2023-05-08,26.34328
2023-05-09,26.56716
2023-05-10,26.04477
2023-05-11,26.90298
2023-05-12,22.42537
2023-05-13,15.8582
2023-05-14,13.13432
2023-05-15,34.81343
2023-05-16,32.76119
2023-05-17,30.70895
2023-05-18,25.63432
2023-05-19,22.72388
2023-05-20,14.55223
2023-05-21,13.73134
2023-05-22,27.20149
2023-05-23,27.76119
2023-05-24,26.90298
2023-05-25,27.57462
2023-05-26,22.27611
2023-05-27,14.58955
2023-05-28,10.78358
2023-05-29,16.86567
2023-05-30,25.70895
