date,한국증시거래시간
2020-03-20,13.44625
2020-03-21,8.0411
2020-03-22,3.71128
2020-03-23,11.52638
2020-03-24,8.89042
2020-03-25,12.67783
2020-03-26,11.26231
2020-03-27,14.92601
2020-03-28,6.873
2020-03-29,3.82071
2020-03-30,10.09183
2020-03-31,7.76038
2020-04-01,7.66046
2020-04-02,6.52091
2020-04-03,6.83494
2020-04-04,4.20611
2020-04-05,2.21249
2020-04-06,7.14183
2020-04-07,7.04191
2020-04-08,6.86349
2020-04-09,6.3853
2020-04-10,8.39082
2020-04-11,4.21325
2020-04-12,2.77632
2020-04-13,7.09663
2020-04-14,5.58357
2020-04-15,6.50901
2020-04-16,4.21563
2020-04-17,5.90474
2020-04-18,3.39962
2020-04-19,2.20059
2020-04-20,6.26159
2020-04-21,5.11966
2020-04-22,5.31712
2020-04-23,4.52728
2020-04-24,4.51777
2020-04-25,2.70733
2020-04-26,1.78664
2020-04-27,4.75567
2020-04-28,4.85559
2020-04-29,12.95855
2020-04-30,13.0894
2020-05-01,17.88076
2020-05-02,2.56696
2020-05-03,1.96983
2020-05-04,6.18308
2020-05-05,2.67878
2020-05-06,3.91111
2020-05-07,3.01184
2020-05-08,3.07608
2020-05-09,2.07689
2020-05-10,1.14906
2020-05-11,3.26164
2020-05-12,2.71209
2020-05-13,2.71922
2020-05-14,3.15696
2020-05-15,2.87624
2020-05-16,1.64628
2020-05-17,0.83028
2020-05-18,2.73825
2020-05-19,3.402
2020-05-20,2.68592
2020-05-21,2.66926
2020-05-22,2.99043
2020-05-23,1.67007
2020-05-24,1.02298
2020-05-25,5.1149
2020-05-26,4.25607
2020-05-27,3.107
2020-05-28,2.60265
2020-05-29,3.03325
2020-05-30,1.64628
2020-05-31,1.15382
2020-06-01,3.29257
2020-06-02,2.96902
2020-06-03,3.58995
2020-06-04,3.63277
2020-06-05,4.20373
2020-06-06,3.09273
2020-06-07,1.57253
2020-06-08,4.51539
2020-06-09,4.52015
2020-06-10,3.72317
2020-06-11,6.22115
2020-06-12,5.7168
2020-06-13,2.50273
2020-06-14,1.64152
2020-06-15,9.28296
2020-06-16,4.61055
2020-06-17,3.6637
2020-06-18,3.24023
2020-06-19,3.46624
2020-06-20,2.11019
2020-06-21,1.07769
2020-06-22,3.16172
2020-06-23,2.55031
2020-06-24,2.56696
2020-06-25,3.04277
2020-06-26,2.9143
2020-06-27,2.09592
2020-06-28,1.17286
2020-06-29,3.32825
2020-06-30,2.69305
2020-07-01,2.47894
2020-07-02,3.09273
2020-07-03,4.4797
2020-07-04,2.32192
2020-07-05,1.48451
2020-07-06,4.08716
2020-07-07,3.79454
2020-07-08,3.49003
2020-07-09,3.81833
2020-07-10,3.8445
2020-07-11,2.70971
2020-07-12,1.74144
2020-07-13,4.37265
2020-07-14,4.22039
2020-07-15,3.53761
2020-07-16,3.14269
2020-07-17,3.24261
2020-07-18,2.04596
2020-07-19,1.14906
2020-07-20,2.88813
2020-07-21,3.5495
2020-07-22,3.24499
2020-07-23,3.53999
2020-07-24,4.35599
2020-07-25,2.26959
2020-07-26,1.38459
2020-07-27,3.8564
2020-07-28,3.11176
2020-07-29,2.99519
2020-07-30,2.89527
2020-07-31,3.70652
2020-08-01,2.1768
2020-08-02,1.18713
2020-08-03,3.42341
2020-08-04,3.4139
2020-08-05,3.21168
2020-08-06,3.63515
2020-08-07,4.44877
2020-08-08,2.40995
2020-08-09,1.55112
2020-08-10,4.29176
2020-08-11,4.30365
2020-08-12,6.47333
2020-08-13,5.46224
2020-08-14,5.0245
2020-08-15,2.54555
2020-08-16,1.91035
2020-08-17,6.94199
2020-08-18,5.24337
2020-08-19,2.55269
2020-08-20,2.77394
2020-08-21,3.15458
2020-08-22,2.63358
2020-08-23,1.51068
2020-08-24,3.61374
2020-08-25,2.71446
2020-08-26,2.64309
2020-08-27,3.15221
2020-08-28,3.51858
2020-08-29,2.75491
2020-08-30,1.70338
2020-08-31,4.66051
2020-09-01,5.11252
2020-09-02,4.59152
2020-09-03,4.03007
2020-09-04,7.8484
2020-09-05,4.81277
2020-09-06,2.24342
2020-09-07,7.40353
2020-09-08,8.80001
2020-09-09,7.57957
2020-09-10,5.24099
2020-09-11,5.34091
2020-09-12,2.99995
2020-09-13,1.65342
2020-09-14,3.76599
2020-09-15,3.35918
2020-09-16,3.02374
2020-09-17,2.7668
2020-09-18,3.00946
2020-09-19,2.39567
2020-09-20,1.31322
2020-09-21,3.14983
2020-09-22,3.10938
2020-09-23,2.52414
2020-09-24,3.53047
2020-09-25,3.33539
2020-09-26,2.16491
2020-09-27,1.18237
2020-09-28,2.93809
2020-09-29,2.66926
2020-09-30,1.9841
2020-10-01,1.56777
2020-10-02,2.46942
2020-10-03,2.08878
2020-10-04,1.30608
2020-10-05,3.04991
2020-10-06,2.1768
2020-10-07,2.25531
2020-10-08,2.6193
2020-10-09,1.99124
2020-10-10,1.59632
2020-10-11,1.12052
2020-10-12,2.46705
2020-10-13,2.36713
2020-10-14,1.96745
2020-10-15,1.96745
2020-10-16,1.97459
2020-10-17,1.42503
2020-10-18,0.75177
2020-10-19,1.69862
2020-10-20,1.4631
2020-10-21,1.4512
2020-10-22,1.32035
2020-10-23,1.42741
2020-10-24,1.06104
2020-10-25,0.72084
2020-10-26,1.94842
2020-10-27,1.23471
2020-10-28,1.37507
2020-10-29,1.6558
2020-10-30,1.85326
2020-10-31,1.23233
2020-11-01,0.78983
2020-11-02,6.38768
2020-11-03,2.80249
2020-11-04,2.57648
2020-11-05,2.71209
2020-11-06,2.36237
2020-11-07,1.44644
2020-11-08,0.88023
2020-11-09,3.83736
2020-11-10,3.86353
2020-11-11,3.0737
2020-11-12,3.10938
2020-11-13,2.81914
2020-11-14,1.78189
2020-11-15,1.02536
2020-11-16,3.51858
2020-11-17,3.05229
2020-11-18,2.21011
2020-11-19,2.25769
2020-11-20,2.69305
2020-11-21,2.05309
2020-11-22,1.26088
2020-11-23,2.69305
2020-11-24,3.00471
2020-11-25,3.26878
2020-11-26,4.50111
2020-11-27,6.82542
2020-11-28,4.08003
2020-11-29,1.98886
2020-11-30,4.30365
2020-12-01,3.63515
2020-12-02,4.42974
2020-12-03,25.84574
2020-12-04,5.5693
2020-12-05,4.57962
2020-12-06,2.45039
2020-12-07,4.38692
2020-12-08,5.34329
2020-12-09,4.35599
2020-12-10,4.81514
2020-12-11,4.82704
2020-12-12,3.86353
2020-12-13,2.14588
2020-12-14,3.90874
2020-12-15,2.93809
2020-12-16,2.79059
2020-12-17,2.7335
2020-12-18,4.48684
2020-12-19,4.27511
2020-12-20,2.3933
2020-12-21,5.05781
2020-12-22,4.70571
2020-12-23,4.48684
2020-12-24,7.33691
2020-12-25,5.68825
2020-12-26,3.12841
2020-12-27,3.07846
2020-12-28,8.44316
2020-12-29,12.56363
2020-12-30,18.11866
2020-12-31,16.55564
2021-01-01,4.55821
2021-01-02,3.33301
2021-01-03,6.02845
2021-01-04,86.5585
2021-01-05,9.06409
2021-01-06,7.04191
2021-01-07,6.1926
2021-01-08,15.09968
2021-01-09,15.24004
2021-01-10,7.12518
2021-01-11,14.03149
2021-01-12,9.11405
2021-01-13,8.53118
2021-01-14,8.23143
2021-01-15,8.45506
2021-01-16,6.9301
2021-01-17,3.03563
2021-01-18,8.34562
2021-01-19,12.67545
2021-01-20,6.2045
2021-01-21,6.27825
2021-01-22,7.79844
2021-01-23,7.76276
2021-01-24,3.74696
2021-01-25,7.37736
2021-01-26,6.61845
2021-01-27,6.25921
2021-01-28,10.04187
2021-01-29,12.17109
2021-01-30,8.7453
2021-01-31,4.29652
2021-02-01,8.37417
2021-02-02,5.43369
2021-02-03,4.71998
2021-02-04,4.26083
2021-02-05,5.37659
2021-02-06,5.21006
2021-02-07,2.99995
2021-02-08,6.86111
2021-02-09,6.58038
2021-02-10,8.53118
2021-02-11,8.2005
2021-02-12,5.36708
2021-02-13,6.50187
2021-02-14,4.59627
2021-02-15,18.07108
2021-02-16,13.7817
2021-02-17,7.05381
2021-02-18,5.3647
2021-02-19,6.23067
2021-02-20,7.52248
2021-02-21,3.65894
2021-02-22,5.66208
2021-02-23,5.16962
2021-02-24,5.2743
2021-02-25,5.47413
2021-02-26,7.00385
2021-02-27,4.75805
2021-02-28,3.39487
2021-03-01,6.64937
2021-03-02,4.89365
2021-03-03,3.402
2021-03-04,3.55426
2021-03-05,4.3441
2021-03-06,4.20373
2021-03-07,2.75729
2021-03-08,4.81277
2021-03-09,4.27748
2021-03-10,5.2743
2021-03-11,5.84526
2021-03-12,6.66841
2021-03-13,5.03877
2021-03-14,2.99043
2021-03-15,5.3528
2021-03-16,3.61849
2021-03-17,3.05942
2021-03-18,3.4472
2021-03-19,4.21087
2021-03-20,3.10462
2021-03-21,1.7581
2021-03-22,3.06894
2021-03-23,2.07926
2021-03-24,2.14826
2021-03-25,2.18394
2021-03-26,2.87862
2021-03-27,2.56934
2021-03-28,1.51781
2021-03-29,3.33539
2021-03-30,2.15063
2021-03-31,2.20535
2021-04-01,2.30289
2021-04-02,5.81196
2021-04-03,3.5495
2021-04-04,2.02693
2021-04-05,4.45115
2021-04-06,2.79535
2021-04-07,2.37902
2021-04-08,2.56459
2021-04-09,2.812
2021-04-10,2.50749
2021-04-11,1.3037
2021-04-12,2.40519
2021-04-13,2.23866
2021-04-14,2.85245
2021-04-15,2.70733
2021-04-16,3.29495
2021-04-17,2.7216
2021-04-18,1.50116
2021-04-19,2.60265
2021-04-20,2.19584
2021-04-21,2.26007
2021-04-22,2.07926
2021-04-23,3.09749
2021-04-24,2.80487
2021-04-25,1.26564
2021-04-26,2.40519
2021-04-27,2.20773
2021-04-28,2.00551
2021-04-29,1.87467
2021-04-30,2.14112
2021-05-01,1.7462
2021-05-02,0.99205
2021-05-03,1.96745
2021-05-04,2.87862
2021-05-05,2.89051
2021-05-06,1.66056
2021-05-07,1.9508
2021-05-08,1.72955
2021-05-09,1.06342
2021-05-10,2.07926
2021-05-11,2.97616
2021-05-12,3.0166
2021-05-13,3.24975
2021-05-14,2.55507
2021-05-15,2.02217
