date,의료실비
2020-06-14,13.63636
2020-06-15,33.33333
2020-06-16,24.74747
2020-06-17,28.53535
2020-06-18,27.52525
2020-06-19,22.72727
2020-06-20,16.41414
2020-06-21,9.59595
2020-06-22,26.51515
2020-06-23,28.0303
2020-06-24,26.26262
2020-06-25,29.0404
2020-06-26,23.48484
2020-06-27,14.14141
2020-06-28,11.61616
2020-06-29,28.78787
2020-06-30,31.0606
2020-07-01,27.0202
2020-07-02,21.46464
2020-07-03,24.49494
2020-07-04,13.13131
2020-07-05,7.32323
2020-07-06,29.0404
2020-07-07,24.74747
2020-07-08,26.0101
2020-07-09,28.28282
2020-07-10,28.53535
2020-07-11,16.16161
2020-07-12,11.36363
2020-07-13,35.35353
2020-07-14,20.70707
2020-07-15,29.79797
2020-07-16,27.77777
2020-07-17,23.48484
2020-07-18,11.86868
2020-07-19,13.13131
2020-07-20,30.55555
2020-07-21,27.27272
2020-07-22,28.28282
2020-07-23,22.72727
2020-07-24,18.68686
2020-07-25,13.63636
2020-07-26,12.37373
2020-07-27,32.32323
2020-07-28,31.0606
2020-07-29,25.75757
2020-07-30,22.97979
2020-07-31,21.71717
2020-08-01,11.11111
2020-08-02,11.11111
2020-08-03,23.48484
2020-08-04,24.24242
2020-08-05,19.19191
2020-08-06,26.0101
2020-08-07,22.22222
2020-08-08,12.37373
2020-08-09,12.62626
2020-08-10,34.84848
2020-08-11,27.27272
2020-08-12,27.0202
2020-08-13,27.0202
2020-08-14,29.0404
2020-08-15,11.86868
2020-08-16,11.86868
2020-08-17,19.44444
2020-08-18,28.78787
2020-08-19,26.26262
2020-08-20,33.0808
2020-08-21,27.27272
2020-08-22,12.87878
2020-08-23,9.0909
2020-08-24,34.59595
2020-08-25,31.56565
2020-08-26,34.0909
2020-08-27,27.0202
2020-08-28,29.0404
2020-08-29,16.41414
2020-08-30,12.87878
2020-08-31,28.53535
2020-09-01,29.0404
2020-09-02,31.0606
2020-09-03,27.0202
2020-09-04,20.70707
2020-09-05,11.86868
2020-09-06,10.10101
2020-09-07,23.98989
2020-09-08,31.0606
2020-09-09,17.42424
2020-09-10,26.51515
2020-09-11,23.23232
2020-09-12,12.62626
2020-09-13,9.0909
2020-09-14,25.75757
2020-09-15,34.59595
2020-09-16,30.0505
2020-09-17,20.20202
2020-09-18,19.44444
2020-09-19,15.90909
2020-09-20,8.83838
2020-09-21,25.25252
2020-09-22,32.82828
2020-09-23,26.26262
2020-09-24,22.47474
2020-09-25,28.53535
2020-09-26,14.89898
2020-09-27,7.32323
2020-09-28,25.50505
2020-09-29,20.95959
2020-09-30,7.0707
2020-10-01,4.79797
2020-10-02,7.82828
2020-10-03,10.35353
2020-10-04,9.59595
2020-10-05,39.89898
2020-10-06,34.59595
2020-10-07,24.49494
2020-10-08,25.0
2020-10-09,10.10101
2020-10-10,16.91919
2020-10-11,7.32323
2020-10-12,35.35353
2020-10-13,36.11111
2020-10-14,36.61616
2020-10-15,32.82828
2020-10-16,25.50505
2020-10-17,9.59595
2020-10-18,11.36363
2020-10-19,25.25252
2020-10-20,27.27272
2020-10-21,33.58585
2020-10-22,27.52525
2020-10-23,21.96969
2020-10-24,14.89898
2020-10-25,11.86868
2020-10-26,21.71717
2020-10-27,41.16161
2020-10-28,33.83838
2020-10-29,32.0707
2020-10-30,26.0101
2020-10-31,12.12121
2020-11-01,13.13131
2020-11-02,33.83838
2020-11-03,32.82828
2020-11-04,29.79797
2020-11-05,25.50505
2020-11-06,25.75757
2020-11-07,12.87878
2020-11-08,12.87878
2020-11-09,32.82828
2020-11-10,38.63636
2020-11-11,31.31313
2020-11-12,33.0808
2020-11-13,22.72727
2020-11-14,10.85858
2020-11-15,9.84848
2020-11-16,25.0
2020-11-17,28.28282
2020-11-18,30.80808
2020-11-19,30.80808
2020-11-20,21.71717
2020-11-21,15.40404
2020-11-22,8.83838
2020-11-23,25.50505
2020-11-24,30.30303
2020-11-25,26.26262
2020-11-26,23.23232
2020-11-27,28.0303
2020-11-28,16.41414
2020-11-29,14.64646
2020-11-30,30.30303
2020-12-01,30.30303
2020-12-02,28.53535
2020-12-03,29.54545
2020-12-04,24.24242
2020-12-05,12.87878
2020-12-06,13.13131
2020-12-07,31.31313
2020-12-08,31.0606
2020-12-09,48.98989
2020-12-10,62.37373
2020-12-11,43.68686
2020-12-12,21.96969
2020-12-13,18.93939
2020-12-14,39.64646
2020-12-15,36.61616
2020-12-16,35.35353
2020-12-17,40.65656
2020-12-18,33.58585
2020-12-19,22.47474
2020-12-20,13.88888
2020-12-21,35.10101
2020-12-22,38.13131
2020-12-23,40.15151
2020-12-24,26.51515
2020-12-25,12.12121
2020-12-26,17.17171
2020-12-27,15.90909
2020-12-28,46.96969
2020-12-29,43.68686
2020-12-30,39.39393
2020-12-31,24.24242
2021-01-01,13.13131
2021-01-02,11.36363
2021-01-03,11.36363
2021-01-04,21.21212
2021-01-05,30.80808
2021-01-06,30.30303
2021-01-07,30.55555
2021-01-08,26.0101
2021-01-09,11.61616
2021-01-10,10.35353
2021-01-11,22.97979
2021-01-12,29.79797
2021-01-13,25.75757
2021-01-14,33.33333
2021-01-15,36.11111
2021-01-16,14.39393
2021-01-17,12.62626
2021-01-18,32.32323
2021-01-19,39.39393
2021-01-20,39.39393
2021-01-21,33.0808
2021-01-22,27.0202
2021-01-23,13.38383
2021-01-24,14.39393
2021-01-25,29.79797
2021-01-26,37.37373
2021-01-27,37.12121
2021-01-28,33.0808
2021-01-29,41.41414
2021-01-30,16.91919
2021-01-31,12.62626
2021-02-01,30.30303
2021-02-02,30.30303
2021-02-03,29.29292
2021-02-04,26.0101
2021-02-05,33.0808
2021-02-06,13.38383
2021-02-07,9.84848
2021-02-08,32.0707
2021-02-09,26.0101
2021-02-10,23.98989
2021-02-11,12.12121
2021-02-12,8.33333
2021-02-13,9.0909
2021-02-14,12.62626
2021-02-15,35.85858
2021-02-16,30.80808
2021-02-17,31.31313
2021-02-18,37.12121
2021-02-19,38.13131
2021-02-20,17.17171
2021-02-21,12.37373
2021-02-22,33.0808
2021-02-23,45.45454
2021-02-24,41.16161
2021-02-25,39.14141
2021-02-26,37.12121
2021-02-27,20.95959
2021-02-28,17.17171
2021-03-01,27.77777
2021-03-02,42.17171
2021-03-03,37.62626
2021-03-04,35.10101
2021-03-05,24.49494
2021-03-06,15.65656
2021-03-07,13.13131
2021-03-08,29.54545
2021-03-09,32.82828
2021-03-10,31.56565
2021-03-11,31.81818
2021-03-12,21.21212
2021-03-13,10.60606
2021-03-14,8.33333
2021-03-15,27.0202
2021-03-16,31.56565
2021-03-17,33.33333
2021-03-18,29.29292
2021-03-19,23.73737
2021-03-20,10.60606
2021-03-21,7.32323
2021-03-22,27.0202
2021-03-23,36.61616
2021-03-24,29.54545
2021-03-25,28.53535
2021-03-26,24.49494
2021-03-27,10.60606
2021-03-28,12.87878
2021-03-29,32.0707
2021-03-30,34.34343
2021-03-31,29.79797
2021-04-01,26.76767
2021-04-02,25.25252
2021-04-03,13.13131
2021-04-04,10.35353
2021-04-05,21.46464
2021-04-06,30.80808
2021-04-07,26.26262
2021-04-08,22.97979
2021-04-09,25.75757
2021-04-10,9.84848
2021-04-11,8.83838
2021-04-12,27.27272
2021-04-13,30.80808
2021-04-14,29.79797
2021-04-15,34.84848
2021-04-16,24.49494
2021-04-17,12.37373
2021-04-18,11.36363
2021-04-19,32.0707
2021-04-20,29.29292
2021-04-21,31.0606
2021-04-22,27.0202
2021-04-23,22.47474
2021-04-24,12.87878
2021-04-25,5.0505
2021-04-26,22.47474
2021-04-27,27.77777
2021-04-28,25.25252
2021-04-29,22.47474
2021-04-30,20.70707
2021-05-01,12.62626
2021-05-02,9.59595
2021-05-03,22.47474
2021-05-04,21.71717
2021-05-05,11.11111
2021-05-06,23.48484
2021-05-07,22.47474
2021-05-08,11.61616
2021-05-09,11.11111
2021-05-10,20.95959
2021-05-11,28.53535
2021-05-12,26.0101
2021-05-13,22.22222
2021-05-14,25.50505
2021-05-15,7.82828
2021-05-16,13.13131
2021-05-17,31.56565
2021-05-18,35.35353
2021-05-19,9.34343
2021-05-20,25.25252
2021-05-21,25.25252
2021-05-22,13.63636
2021-05-23,6.56565
2021-05-24,31.0606
2021-05-25,30.30303
2021-05-26,26.26262
2021-05-27,30.30303
2021-05-28,20.95959
2021-05-29,12.87878
2021-05-30,11.11111
2021-05-31,31.31313
2021-06-01,30.80808
2021-06-02,31.81818
2021-06-03,31.0606
2021-06-04,25.50505
2021-06-05,10.60606
2021-06-06,10.35353
2021-06-07,22.22222
2021-06-08,26.51515
2021-06-09,25.50505
2021-06-10,30.55555
2021-06-11,27.27272
2021-06-12,14.64646
2021-06-13,18.43434
2021-06-14,35.10101
2021-06-15,33.83838
2021-06-16,29.54545
2021-06-17,33.58585
2021-06-18,30.30303
2021-06-19,9.0909
2021-06-20,12.12121
2021-06-21,40.90909
2021-06-22,42.92929
2021-06-23,40.40404
2021-06-24,43.93939
2021-06-25,49.49494
2021-06-26,18.93939
2021-06-27,16.16161
2021-06-28,56.56565
2021-06-29,70.20202
2021-06-30,100.0
2021-07-01,40.65656
2021-07-02,28.53535
2021-07-03,10.85858
2021-07-04,10.35353
2021-07-05,26.51515
2021-07-06,28.78787
2021-07-07,29.29292
2021-07-08,21.71717
2021-07-09,19.19191
2021-07-10,9.59595
2021-07-11,9.84848
2021-07-12,21.46464
2021-07-13,20.70707
2021-07-14,25.75757
2021-07-15,21.71717
2021-07-16,26.0101
2021-07-17,8.83838
2021-07-18,4.54545
2021-07-19,21.71717
2021-07-20,22.22222
2021-07-21,24.74747
2021-07-22,20.70707
2021-07-23,19.19191
2021-07-24,8.58585
2021-07-25,8.58585
2021-07-26,22.47474
2021-07-27,18.18181
2021-07-28,12.87878
2021-07-29,21.21212
2021-07-30,14.14141
2021-07-31,8.33333
2021-08-01,4.79797
2021-08-02,17.67676
2021-08-03,19.44444
2021-08-04,18.43434
2021-08-05,15.65656
2021-08-06,13.88888
2021-08-07,8.33333
2021-08-08,8.58585
2021-08-09,22.97979
2021-08-10,22.22222
2021-08-11,26.51515
2021-08-12,24.74747
2021-08-13,16.41414
2021-08-14,9.59595
2021-08-15,9.0909
2021-08-16,15.65656
2021-08-17,21.46464
2021-08-18,18.93939
2021-08-19,14.89898
2021-08-20,19.69696
2021-08-21,9.59595
2021-08-22,8.33333
2021-08-23,18.43434
2021-08-24,14.89898
2021-08-25,13.38383
2021-08-26,16.66666
2021-08-27,18.93939
2021-08-28,13.63636
2021-08-29,7.57575
2021-08-30,26.0101
2021-08-31,23.98989
2021-09-01,15.40404
2021-09-02,18.93939
2021-09-03,14.89898
2021-09-04,12.37373
2021-09-05,6.81818
2021-09-06,20.45454
2021-09-07,17.67676
2021-09-08,17.42424
2021-09-09,16.91919
2021-09-10,20.70707
2021-09-11,11.86868
2021-09-12,4.29292
2021-09-13,17.17171
2021-09-14,18.43434
2021-09-15,22.47474
2021-09-16,14.64646
2021-09-17,13.13131
2021-09-18,9.59595
2021-09-19,4.54545
2021-09-20,3.78787
2021-09-21,7.57575
2021-09-22,5.30303
2021-09-23,20.20202
2021-09-24,18.68686
2021-09-25,10.35353
2021-09-26,5.80808
2021-09-27,20.45454
2021-09-28,20.20202
2021-09-29,19.69696
2021-09-30,18.18181
2021-10-01,14.14141
2021-10-02,9.34343
2021-10-03,4.79797
2021-10-04,13.13131
2021-10-05,15.90909
2021-10-06,21.46464
2021-10-07,16.16161
2021-10-08,20.95959
2021-10-09,7.0707
2021-10-10,7.57575
2021-10-11,11.36363
2021-10-12,15.15151
2021-10-13,14.89898
2021-10-14,17.42424
2021-10-15,16.91919
2021-10-16,8.33333
2021-10-17,7.32323
2021-10-18,17.42424
2021-10-19,14.64646
2021-10-20,15.90909
2021-10-21,14.14141
2021-10-22,14.14141
2021-10-23,4.29292
2021-10-24,6.31313
2021-10-25,18.18181
2021-10-26,23.48484
2021-10-27,16.41414
2021-10-28,13.38383
2021-10-29,17.92929
2021-10-30,6.56565
2021-10-31,8.33333
2021-11-01,11.36363
2021-11-02,17.92929
2021-11-03,14.64646
2021-11-04,16.16161
2021-11-05,12.12121
2021-11-06,5.80808
2021-11-07,3.53535
2021-11-08,14.14141
2021-11-09,18.43434
2021-11-10,15.90909
2021-11-11,13.88888
2021-11-12,15.40404
2021-11-13,7.32323
2021-11-14,6.31313
2021-11-15,15.65656
2021-11-16,15.15151
2021-11-17,14.14141
2021-11-18,14.14141
2021-11-19,11.61616
2021-11-20,4.29292
2021-11-21,7.0707
2021-11-22,19.19191
2021-11-23,16.41414
2021-11-24,12.12121
2021-11-25,15.90909
2021-11-26,10.10101
2021-11-27,9.84848
2021-11-28,7.82828
2021-11-29,14.39393
2021-11-30,15.65656
2021-12-01,11.86868
2021-12-02,17.42424
2021-12-03,16.16161
2021-12-04,6.31313
2021-12-05,6.81818
2021-12-06,16.91919
2021-12-07,16.91919
2021-12-08,14.89898
2021-12-09,14.89898
2021-12-10,12.37373
2021-12-11,6.56565
2021-12-12,8.83838
2021-12-13,18.68686
2021-12-14,19.19191
2021-12-15,17.17171
2021-12-16,21.46464
2021-12-17,12.87878
2021-12-18,7.32323
2021-12-19,6.81818
2021-12-20,24.24242
2021-12-21,17.42424
2021-12-22,19.19191
2021-12-23,15.90909
2021-12-24,17.67676
2021-12-25,5.55555
2021-12-26,10.60606
2021-12-27,27.27272
2021-12-28,27.27272
2021-12-29,25.25252
2021-12-30,21.46464
2021-12-31,24.49494
2022-01-01,11.11111
2022-01-02,7.32323
2022-01-03,23.23232
2022-01-04,21.96969
2022-01-05,22.47474
2022-01-06,21.71717
2022-01-07,18.68686
2022-01-08,8.83838
2022-01-09,7.82828
2022-01-10,29.54545
2022-01-11,29.79797
2022-01-12,23.98989
2022-01-13,26.76767
2022-01-14,17.67676
2022-01-15,14.89898
2022-01-16,6.0606
2022-01-17,16.91919
2022-01-18,19.19191
2022-01-19,22.97979
2022-01-20,27.0202
2022-01-21,22.22222
2022-01-22,7.57575
2022-01-23,7.0707
2022-01-24,20.95959
2022-01-25,20.45454
2022-01-26,19.69696
2022-01-27,11.61616
2022-01-28,12.12121
2022-01-29,7.32323
2022-01-30,3.28282
2022-01-31,6.0606
2022-02-01,7.57575
2022-02-02,7.82828
2022-02-03,21.21212
2022-02-04,19.19191
2022-02-05,8.33333
2022-02-06,9.84848
2022-02-07,15.40404
2022-02-08,17.17171
2022-02-09,20.45454
2022-02-10,15.15151
2022-02-11,16.16161
2022-02-12,8.83838
2022-02-13,9.59595
2022-02-14,16.91919
2022-02-15,21.71717
2022-02-16,19.94949
2022-02-17,14.14141
2022-02-18,17.17171
2022-02-19,6.81818
2022-02-20,8.58585
2022-02-21,16.66666
2022-02-22,17.42424
2022-02-23,16.16161
2022-02-24,17.67676
2022-02-25,15.40404
2022-02-26,8.33333
2022-02-27,7.57575
2022-02-28,11.86868
2022-03-01,8.0808
2022-03-02,14.89898
2022-03-03,14.64646
2022-03-04,14.14141
2022-03-05,5.80808
2022-03-06,6.0606
2022-03-07,13.13131
2022-03-08,16.16161
2022-03-09,6.56565
2022-03-10,14.14141
2022-03-11,13.63636
2022-03-12,6.56565
2022-03-13,8.33333
2022-03-14,19.69696
2022-03-15,19.19191
2022-03-16,17.67676
2022-03-17,17.42424
2022-03-18,12.62626
2022-03-19,6.56565
2022-03-20,4.54545
2022-03-21,16.16161
2022-03-22,19.69696
2022-03-23,14.89898
2022-03-24,12.62626
2022-03-25,15.40404
2022-03-26,11.11111
2022-03-27,8.83838
2022-03-28,9.0909
2022-03-29,14.14141
2022-03-30,17.67676
2022-03-31,15.90909
2022-04-01,7.82828
2022-04-02,5.0505
2022-04-03,4.29292
2022-04-04,15.40404
2022-04-05,21.96969
2022-04-06,16.91919
2022-04-07,17.17171
2022-04-08,15.15151
2022-04-09,8.33333
2022-04-10,5.55555
2022-04-11,16.16161
2022-04-12,17.42424
2022-04-13,15.15151
2022-04-14,15.40404
2022-04-15,16.66666
2022-04-16,6.81818
2022-04-17,3.0303
2022-04-18,19.44444
2022-04-19,13.88888
2022-04-20,19.69696
2022-04-21,12.87878
2022-04-22,18.93939
2022-04-23,7.82828
2022-04-24,5.30303
2022-04-25,14.89898
2022-04-26,14.39393
2022-04-27,14.89898
2022-04-28,14.14141
2022-04-29,12.37373
2022-04-30,5.80808
2022-05-01,5.0505
2022-05-02,21.46464
2022-05-03,14.89898
2022-05-04,14.89898
2022-05-05,3.53535
2022-05-06,15.40404
2022-05-07,6.31313
2022-05-08,5.80808
2022-05-09,16.16161
2022-05-10,22.97979
2022-05-11,17.67676
2022-05-12,22.22222
2022-05-13,19.44444
2022-05-14,7.32323
2022-05-15,6.0606
2022-05-16,17.17171
2022-05-17,15.40404
2022-05-18,16.16161
2022-05-19,12.12121
2022-05-20,16.16161
2022-05-21,5.0505
2022-05-22,5.0505
2022-05-23,15.15151
2022-05-24,15.40404
2022-05-25,15.65656
2022-05-26,16.66666
2022-05-27,14.89898
2022-05-28,8.0808
2022-05-29,5.0505
2022-05-30,18.68686
2022-05-31,13.88888
2022-06-01,6.0606
2022-06-02,11.61616
2022-06-03,12.12121
2022-06-04,8.58585
2022-06-05,5.30303
2022-06-06,5.0505
2022-06-07,16.16161
2022-06-08,14.14141
2022-06-09,17.17171
2022-06-10,16.66666
2022-06-11,5.30303
2022-06-12,6.31313
2022-06-13,13.88888
2022-06-14,16.66666
2022-06-15,15.65656
2022-06-16,15.15151
2022-06-17,11.61616
2022-06-18,6.56565
2022-06-19,5.0505
2022-06-20,13.88888
2022-06-21,15.65656
2022-06-22,19.19191
2022-06-23,17.42424
2022-06-24,13.13131
2022-06-25,7.82828
2022-06-26,7.32323
2022-06-27,22.47474
2022-06-28,20.20202
2022-06-29,17.67676
2022-06-30,13.13131
2022-07-01,12.12121
2022-07-02,5.55555
2022-07-03,4.29292
2022-07-04,11.36363
2022-07-05,18.43434
2022-07-06,17.42424
2022-07-07,17.92929
2022-07-08,14.14141
2022-07-09,5.55555
2022-07-10,5.55555
2022-07-11,12.87878
2022-07-12,9.84848
2022-07-13,14.64646
2022-07-14,12.62626
2022-07-15,12.37373
2022-07-16,5.80808
2022-07-17,5.80808
2022-07-18,16.16161
2022-07-19,16.16161
2022-07-20,11.36363
2022-07-21,14.89898
2022-07-22,11.11111
2022-07-23,10.35353
2022-07-24,3.53535
2022-07-25,13.63636
2022-07-26,16.16161
2022-07-27,12.12121
2022-07-28,13.13131
2022-07-29,12.87878
2022-07-30,5.0505
2022-07-31,4.0404
2022-08-01,14.14141
2022-08-02,9.0909
2022-08-03,11.11111
2022-08-04,13.63636
2022-08-05,13.63636
2022-08-06,5.80808
2022-08-07,3.78787
2022-08-08,12.62626
2022-08-09,13.13131
2022-08-10,13.13131
2022-08-11,14.89898
2022-08-12,11.86868
2022-08-13,7.0707
2022-08-14,5.0505
2022-08-15,8.0808
2022-08-16,16.66666
2022-08-17,17.17171
2022-08-18,10.60606
2022-08-19,14.14141
2022-08-20,8.83838
2022-08-21,4.29292
2022-08-22,16.41414
2022-08-23,12.37373
2022-08-24,10.85858
2022-08-25,16.66666
2022-08-26,15.40404
2022-08-27,4.54545
2022-08-28,10.60606
2022-08-29,16.16161
2022-08-30,15.15151
2022-08-31,14.39393
2022-09-01,12.87878
2022-09-02,14.39393
2022-09-03,5.55555
2022-09-04,6.31313
2022-09-05,10.85858
2022-09-06,10.10101
2022-09-07,18.43434
2022-09-08,8.83838
2022-09-09,2.0202
2022-09-10,2.52525
2022-09-11,3.78787
2022-09-12,7.32323
2022-09-13,22.97979
2022-09-14,13.38383
2022-09-15,16.66666
2022-09-16,11.86868
2022-09-17,9.34343
2022-09-18,4.54545
2022-09-19,18.93939
2022-09-20,14.89898
2022-09-21,17.17171
2022-09-22,12.62626
2022-09-23,13.38383
2022-09-24,6.31313
2022-09-25,4.79797
2022-09-26,10.60606
2022-09-27,17.92929
2022-09-28,13.38383
2022-09-29,14.39393
2022-09-30,12.12121
2022-10-01,7.82828
2022-10-02,6.31313
2022-10-03,5.55555
2022-10-04,18.68686
2022-10-05,10.35353
2022-10-06,12.62626
2022-10-07,12.87878
2022-10-08,5.80808
2022-10-09,4.79797
2022-10-10,6.0606
2022-10-11,12.62626
2022-10-12,15.65656
2022-10-13,17.92929
2022-10-14,12.87878
2022-10-15,8.33333
2022-10-16,4.29292
2022-10-17,18.93939
2022-10-18,13.88888
2022-10-19,14.14141
2022-10-20,9.59595
2022-10-21,9.59595
2022-10-22,6.81818
2022-10-23,6.81818
2022-10-24,13.13131
2022-10-25,14.39393
2022-10-26,15.90909
2022-10-27,10.60606
2022-10-28,11.11111
2022-10-29,6.56565
2022-10-30,4.29292
2022-10-31,13.63636
2022-11-01,15.15151
2022-11-02,12.37373
2022-11-03,12.12121
2022-11-04,14.89898
2022-11-05,6.81818
2022-11-06,4.54545
2022-11-07,14.89898
2022-11-08,17.92929
2022-11-09,15.65656
2022-11-10,17.67676
2022-11-11,12.62626
2022-11-12,4.54545
2022-11-13,8.0808
2022-11-14,14.14141
2022-11-15,12.37373
2022-11-16,16.16161
2022-11-17,14.14141
2022-11-18,15.65656
2022-11-19,6.81818
2022-11-20,6.31313
2022-11-21,13.63636
2022-11-22,9.59595
2022-11-23,8.83838
2022-11-24,16.66666
2022-11-25,8.83838
2022-11-26,7.0707
2022-11-27,6.0606
2022-11-28,14.64646
2022-11-29,16.41414
2022-11-30,13.63636
2022-12-01,9.84848
2022-12-02,10.85858
2022-12-03,7.32323
2022-12-04,6.31313
2022-12-05,11.11111
2022-12-06,16.16161
2022-12-07,11.61616
2022-12-08,14.64646
2022-12-09,13.38383
2022-12-10,8.0808
2022-12-11,9.34343
2022-12-12,16.16161
2022-12-13,15.15151
2022-12-14,15.90909
2022-12-15,17.42424
2022-12-16,12.37373
2022-12-17,7.32323
2022-12-18,4.29292
2022-12-19,17.17171
2022-12-20,14.89898
2022-12-21,14.14141
2022-12-22,16.91919
2022-12-23,15.90909
2022-12-24,6.0606
2022-12-25,4.29292
2022-12-26,14.14141
2022-12-27,18.43434
2022-12-28,17.17171
2022-12-29,19.69696
2022-12-30,12.37373
2022-12-31,8.58585
2023-01-01,7.0707
2023-01-02,13.13131
2023-01-03,18.68686
2023-01-04,14.89898
2023-01-05,14.64646
2023-01-06,14.14141
2023-01-07,12.12121
2023-01-08,6.56565
2023-01-09,14.14141
2023-01-10,12.37373
2023-01-11,12.37373
2023-01-12,14.39393
2023-01-13,10.35353
2023-01-14,6.56565
2023-01-15,5.55555
2023-01-16,19.19191
2023-01-17,14.39393
2023-01-18,13.13131
2023-01-19,17.17171
2023-01-20,11.11111
2023-01-21,6.31313
2023-01-22,7.57575
2023-01-23,8.0808
2023-01-24,5.0505
2023-01-25,16.91919
2023-01-26,20.45454
2023-01-27,13.38383
2023-01-28,9.59595
2023-01-29,7.32323
2023-01-30,18.43434
2023-01-31,17.92929
2023-02-01,12.62626
2023-02-02,13.63636
2023-02-03,11.36363
2023-02-04,8.83838
2023-02-05,7.32323
2023-02-06,16.41414
2023-02-07,15.40404
2023-02-08,14.89898
2023-02-09,15.15151
2023-02-10,14.89898
2023-02-11,6.56565
2023-02-12,2.27272
2023-02-13,14.14141
2023-02-14,19.19191
2023-02-15,12.12121
2023-02-16,13.13131
2023-02-17,19.94949
2023-02-18,6.56565
2023-02-19,7.32323
2023-02-20,15.15151
2023-02-21,15.40404
2023-02-22,13.63636
2023-02-23,16.16161
2023-02-24,9.0909
2023-02-25,5.55555
2023-02-26,7.32323
2023-02-27,14.64646
2023-02-28,13.13131
2023-03-01,7.82828
2023-03-02,11.11111
2023-03-03,11.36363
2023-03-04,10.10101
2023-03-05,5.80808
2023-03-06,15.15151
2023-03-07,12.87878
2023-03-08,11.36363
2023-03-09,13.88888
2023-03-10,13.13131
2023-03-11,8.0808
2023-03-12,6.31313
2023-03-13,13.88888
2023-03-14,16.16161
2023-03-15,22.72727
2023-03-16,9.59595
2023-03-17,12.37373
2023-03-18,8.58585
2023-03-19,5.0505
2023-03-20,15.40404
2023-03-21,16.91919
2023-03-22,14.14141
2023-03-23,11.61616
2023-03-24,9.84848
2023-03-25,5.55555
2023-03-26,6.56565
2023-03-27,14.64646
2023-03-28,14.89898
2023-03-29,13.63636
2023-03-30,12.87878
2023-03-31,10.60606
2023-04-01,7.0707
2023-04-02,7.32323
2023-04-03,14.14141
2023-04-04,10.10101
2023-04-05,8.58585
2023-04-06,14.14141
2023-04-07,9.59595
2023-04-08,6.81818
2023-04-09,3.78787
2023-04-10,13.63636
2023-04-11,12.37373
2023-04-12,14.64646
2023-04-13,19.19191
2023-04-14,13.38383
2023-04-15,6.0606
2023-04-16,4.29292
2023-04-17,13.63636
2023-04-18,14.14141
2023-04-19,12.62626
2023-04-20,12.12121
2023-04-21,11.61616
2023-04-22,10.35353
2023-04-23,3.78787
2023-04-24,15.65656
2023-04-25,14.39393
2023-04-26,13.38383
2023-04-27,11.86868
2023-04-28,10.85858
2023-04-29,7.32323
2023-04-30,4.79797
2023-05-01,7.57575
2023-05-02,13.63636
2023-05-03,11.11111
2023-05-04,16.66666
2023-05-05,2.77777
2023-05-06,3.78787
2023-05-07,6.56565
2023-05-08,17.92929
2023-05-09,14.39393
2023-05-10,14.39393
2023-05-11,11.36363
2023-05-12,14.89898
2023-05-13,5.30303
2023-05-14,6.56565
2023-05-15,11.61616
2023-05-16,19.69696
2023-05-17,18.18181
2023-05-18,15.40404
2023-05-19,12.37373
2023-05-20,5.80808
2023-05-21,7.82828
2023-05-22,13.63636
2023-05-23,13.13131
2023-05-24,15.15151
2023-05-25,12.62626
2023-05-26,6.31313
2023-05-27,9.34343
2023-05-28,6.81818
