date,저축은행예금
2020-08-15,0.01092
2020-08-16,0.0042
2020-08-17,0.00756
2020-08-18,0.02604
2020-08-19,0.02436
2020-08-20,0.03108
2020-08-21,0.021
2020-08-22,0.0168
2020-08-23,0.01176
2020-08-24,0.02688
2020-08-25,0.0252
2020-08-26,0.042
2020-08-27,0.03024
2020-08-28,0.02436
2020-08-29,0.01344
2020-08-30,0.01596
2020-08-31,0.02352
2020-09-01,0.03192
2020-09-02,0.03024
2020-09-03,0.02268
2020-09-04,0.01848
2020-09-05,0.00672
2020-09-06,0.0126
2020-09-07,0.04284
2020-09-08,0.03024
2020-09-09,0.02016
2020-09-10,0.021
2020-09-11,0.02856
2020-09-12,0.00672
2020-09-13,0.021
2020-09-14,0.0252
2020-09-15,0.03696
2020-09-16,0.04536
2020-09-17,0.02856
2020-09-18,0.03444
2020-09-19,0.01428
2020-09-20,0.02184
2020-09-21,0.04452
2020-09-22,0.04116
2020-09-23,0.0336
2020-09-24,0.05292
2020-09-25,0.04368
2020-09-26,0.01596
2020-09-27,0.0378
2020-09-28,0.06888
2020-09-29,0.05544
2020-09-30,0.0252
2020-10-01,0.02772
2020-10-02,0.02352
2020-10-03,0.01932
2020-10-04,0.03276
2020-10-05,0.08484
2020-10-06,0.04956
2020-10-07,0.03444
2020-10-08,0.04872
2020-10-09,0.03276
2020-10-10,0.03612
2020-10-11,0.01428
2020-10-12,0.0462
2020-10-13,0.04788
2020-10-14,0.04704
2020-10-15,0.03528
2020-10-16,0.03276
2020-10-17,0.01932
2020-10-18,0.02184
2020-10-19,0.03948
2020-10-20,0.04704
2020-10-21,0.06552
2020-10-22,0.042
2020-10-23,0.03864
2020-10-24,0.02016
2020-10-25,0.03528
2020-10-26,0.0378
2020-10-27,0.05964
2020-10-28,0.03528
2020-10-29,0.0336
2020-10-30,0.0378
2020-10-31,0.02688
2020-11-01,0.03612
2020-11-02,0.0336
2020-11-03,0.04284
2020-11-04,0.0336
2020-11-05,0.03108
2020-11-06,0.021
2020-11-07,0.01764
2020-11-08,0.01848
2020-11-09,0.042
2020-11-10,0.05208
2020-11-11,0.03192
2020-11-12,0.02856
2020-11-13,0.04284
2020-11-14,0.03024
2020-11-15,0.0252
2020-11-16,0.0504
2020-11-17,0.04872
2020-11-18,0.03444
2020-11-19,0.04872
2020-11-20,0.04116
2020-11-21,0.021
2020-11-22,0.02184
2020-11-23,0.03528
2020-11-24,0.03108
2020-11-25,0.0546
2020-11-26,0.05376
2020-11-27,0.02604
2020-11-28,0.021
2020-11-29,0.03024
2020-11-30,0.04788
2020-12-01,0.04788
2020-12-02,0.0504
2020-12-03,0.04368
2020-12-04,0.03948
2020-12-05,0.0168
2020-12-06,0.0294
2020-12-07,0.04368
2020-12-08,0.04116
2020-12-09,0.042
2020-12-10,0.04872
2020-12-11,0.04536
2020-12-12,0.04116
2020-12-13,0.03696
2020-12-14,0.0462
2020-12-15,0.04452
2020-12-16,0.04536
2020-12-17,0.03444
2020-12-18,0.06132
2020-12-19,0.0294
2020-12-20,0.02772
2020-12-21,0.06888
2020-12-22,0.06048
2020-12-23,0.04452
2020-12-24,0.05376
2020-12-25,0.03948
2020-12-26,0.02772
2020-12-27,0.04956
2020-12-28,0.0588
2020-12-29,0.05712
2020-12-30,0.0672
2020-12-31,0.0378
2021-01-01,0.03192
2021-01-02,0.04956
2021-01-03,0.04704
2021-01-04,0.07812
2021-01-05,0.06216
2021-01-06,0.0714
2021-01-07,0.05796
2021-01-08,0.042
2021-01-09,0.0336
2021-01-10,0.0336
2021-01-11,0.07812
2021-01-12,0.063
2021-01-13,0.06972
2021-01-14,0.06384
2021-01-15,0.07812
2021-01-16,0.04704
2021-01-17,0.0336
2021-01-18,0.07224
2021-01-19,0.06216
2021-01-20,0.0546
2021-01-21,0.0546
2021-01-22,0.05292
2021-01-23,0.0504
2021-01-24,0.04536
2021-01-25,0.0882
2021-01-26,0.05292
2021-01-27,0.04116
2021-01-28,0.05208
2021-01-29,0.06972
2021-01-30,0.03948
2021-01-31,0.03696
2021-02-01,0.07728
2021-02-02,0.06384
2021-02-03,0.0672
2021-02-04,0.05964
2021-02-05,0.07728
2021-02-06,0.04032
2021-02-07,0.03276
2021-02-08,0.05544
2021-02-09,0.05292
2021-02-10,0.05292
2021-02-11,0.021
2021-02-12,0.01932
2021-02-13,0.03024
2021-02-14,0.0462
2021-02-15,0.08232
2021-02-16,0.04788
2021-02-17,0.04956
2021-02-18,0.05964
2021-02-19,0.05796
2021-02-20,0.03948
2021-02-21,0.03444
2021-02-22,0.063
2021-02-23,0.0462
2021-02-24,0.0546
2021-02-25,0.06468
2021-02-26,0.05376
2021-02-27,0.03444
2021-02-28,0.02688
2021-03-01,0.04704
2021-03-02,0.05376
2021-03-03,0.042
2021-03-04,0.0714
2021-03-05,0.03864
2021-03-06,0.03024
2021-03-07,0.0294
2021-03-08,0.02604
2021-03-09,0.04368
2021-03-10,0.04452
2021-03-11,0.03612
2021-03-12,0.042
2021-03-13,0.0252
2021-03-14,0.02184
2021-03-15,0.03276
2021-03-16,0.0378
2021-03-17,0.05376
2021-03-18,0.0378
2021-03-19,0.03444
2021-03-20,0.0168
2021-03-21,0.02436
2021-03-22,0.04872
2021-03-23,0.03528
2021-03-24,0.03108
2021-03-25,0.03192
2021-03-26,0.02772
2021-03-27,0.0126
2021-03-28,0.03024
2021-03-29,0.05124
2021-03-30,0.03948
2021-03-31,0.03864
2021-04-01,0.03948
2021-04-02,0.0378
2021-04-03,0.01596
2021-04-04,0.01932
2021-04-05,0.0504
2021-04-06,0.03528
2021-04-07,0.04368
2021-04-08,0.02856
2021-04-09,0.03108
2021-04-10,0.021
2021-04-11,0.01596
2021-04-12,0.05376
2021-04-13,0.03696
2021-04-14,0.02604
2021-04-15,0.0252
2021-04-16,0.02436
2021-04-17,0.0336
2021-04-18,0.01764
2021-04-19,0.03696
2021-04-20,0.02772
2021-04-21,0.03612
2021-04-22,0.02016
2021-04-23,0.03192
2021-04-24,0.02016
2021-04-25,0.01596
2021-04-26,0.03024
2021-04-27,0.02268
2021-04-28,0.02184
2021-04-29,0.02436
2021-04-30,0.02184
2021-05-01,0.01512
2021-05-02,0.021
2021-05-03,0.02352
2021-05-04,0.02772
2021-05-05,0.01428
2021-05-06,0.02184
2021-05-07,0.0294
2021-05-08,0.01932
2021-05-09,0.01344
2021-05-10,0.02436
2021-05-11,0.02772
2021-05-12,0.02604
2021-05-13,0.01932
2021-05-14,0.021
2021-05-15,0.01848
2021-05-16,0.021
2021-05-17,0.03024
2021-05-18,0.02352
2021-05-19,0.02856
2021-05-20,0.04032
2021-05-21,0.03108
2021-05-22,0.01176
2021-05-23,0.01932
2021-05-24,0.04116
2021-05-25,0.04116
2021-05-26,0.03444
2021-05-27,0.04704
2021-05-28,0.0294
2021-05-29,0.01764
2021-05-30,0.01428
2021-05-31,0.03444
2021-06-01,0.02016
2021-06-02,0.0294
2021-06-03,0.03864
2021-06-04,0.02184
2021-06-05,0.01176
2021-06-06,0.01092
2021-06-07,0.0252
2021-06-08,0.01344
2021-06-09,0.0252
2021-06-10,0.02016
2021-06-11,0.01764
2021-06-12,0.0126
2021-06-13,0.0084
2021-06-14,0.02772
2021-06-15,0.0252
2021-06-16,0.02688
2021-06-17,0.0168
2021-06-18,0.02016
2021-06-19,0.02016
2021-06-20,0.00588
2021-06-21,0.02352
2021-06-22,0.021
2021-06-23,0.02268
2021-06-24,0.01848
2021-06-25,0.02436
2021-06-26,0.01344
2021-06-27,0.01092
2021-06-28,0.02016
2021-06-29,0.0336
2021-06-30,0.0378
2021-07-01,0.0336
2021-07-02,0.04788
2021-07-03,0.01428
2021-07-04,0.02436
2021-07-05,0.03948
2021-07-06,0.04704
2021-07-07,0.02688
2021-07-08,0.02688
2021-07-09,0.02856
2021-07-10,0.01344
2021-07-11,0.02604
2021-07-12,0.03612
2021-07-13,0.02436
2021-07-14,0.03612
2021-07-15,0.0294
2021-07-16,0.0294
2021-07-17,0.03276
2021-07-18,0.04284
2021-07-19,0.06468
2021-07-20,0.063
2021-07-21,0.04704
2021-07-22,0.05796
2021-07-23,0.06216
2021-07-24,0.04872
2021-07-25,0.03948
2021-07-26,0.0714
2021-07-27,0.08904
2021-07-28,0.05292
2021-07-29,2.6765
2021-07-30,3.53674
2021-07-31,1.98007
2021-08-01,2.22873
2021-08-02,4.28861
2021-08-03,4.16596
2021-08-04,3.74676
2021-08-05,3.7434
2021-08-06,3.32672
2021-08-07,1.6642
2021-08-08,1.80869
2021-08-09,3.78204
2021-08-10,3.59387
2021-08-11,3.45441
2021-08-12,3.16626
2021-08-13,2.79915
2021-08-14,1.54407
2021-08-15,1.4819
2021-08-16,2.30938
2021-08-17,3.55186
2021-08-18,3.36452
2021-08-19,3.12678
2021-08-20,2.96044
2021-08-21,1.67764
2021-08-22,1.88094
2021-08-23,3.5191
2021-08-24,3.12342
2021-08-25,3.28808
2021-08-26,5.29335
2021-08-27,4.71117
2021-08-28,2.27998
2021-08-29,2.65381
2021-08-30,5.08837
2021-08-31,4.79686
2021-09-01,5.66467
2021-09-02,4.586
2021-09-03,4.44319
2021-09-04,3.52666
2021-09-05,2.54376
2021-09-06,5.53698
2021-09-07,4.39026
2021-09-08,3.97694
2021-09-09,3.82741
2021-09-10,3.90806
2021-09-11,2.18001
2021-09-12,3.47205
2021-09-13,3.82657
2021-09-14,3.57118
2021-09-15,3.64343
2021-09-16,3.53002
2021-09-17,3.67115
2021-09-18,1.90278
2021-09-19,1.79525
2021-09-20,1.58607
2021-09-21,2.12456
2021-09-22,2.91088
2021-09-23,5.83016
2021-09-24,4.9884
2021-09-25,2.69666
2021-09-26,2.56225
2021-09-27,4.90943
2021-09-28,4.38354
2021-09-29,3.9761
2021-09-30,4.57928
2021-10-01,4.43395
2021-10-02,2.37323
2021-10-03,2.117
2021-10-04,2.89744
2021-10-05,5.07661
2021-10-06,4.55912
2021-10-07,4.48351
2021-10-08,3.89209
2021-10-09,2.1086
2021-10-10,1.97251
2021-10-11,2.52024
2021-10-12,4.48099
2021-10-13,4.02147
2021-10-14,3.79381
2021-10-15,3.81481
2021-10-16,2.01619
2021-10-17,2.2699
2021-10-18,3.77532
2021-10-19,3.68291
2021-10-20,3.24859
2021-10-21,3.32672
2021-10-22,2.88148
2021-10-23,1.58523
2021-10-24,1.78937
2021-10-25,3.84841
2021-10-26,3.58378
2021-10-27,3.40485
2021-10-28,3.08394
2021-10-29,3.45861
2021-10-30,1.80533
2021-10-31,2.07836
2021-11-01,3.93914
2021-11-02,3.95006
2021-11-03,3.51742
2021-11-04,3.1755
2021-11-05,2.92012
2021-11-06,1.69444
2021-11-07,1.70536
2021-11-08,3.44937
2021-11-09,3.55102
2021-11-10,3.31748
2021-11-11,3.50482
2021-11-12,4.3197
2021-11-13,1.96747
2021-11-14,2.11952
2021-11-15,4.12144
2021-11-16,4.42891
2021-11-17,3.68627
2021-11-18,3.47625
2021-11-19,3.3452
2021-11-20,2.01619
2021-11-21,2.4606
2021-11-22,3.89209
2021-11-23,3.55018
2021-11-24,3.88201
2021-11-25,6.37538
2021-11-26,6.35185
2021-11-27,3.39561
2021-11-28,3.01589
2021-11-29,5.51933
2021-11-30,5.79908
2021-12-01,5.7932
2021-12-02,5.14466
2021-12-03,5.19758
2021-12-04,3.89798
2021-12-05,3.3536
2021-12-06,5.2127
2021-12-07,4.55828
2021-12-08,4.37262
2021-12-09,3.70224
2021-12-10,3.63167
2021-12-11,2.3329
2021-12-12,2.37911
2021-12-13,4.09539
2021-12-14,3.87613
2021-12-15,3.51574
2021-12-16,3.56446
2021-12-17,3.39561
2021-12-18,2.22285
2021-12-19,2.38751
2021-12-20,4.12816
2021-12-21,4.13572
2021-12-22,3.60815
2021-12-23,3.52666
2021-12-24,3.34856
2021-12-25,2.15817
2021-12-26,2.60761
2021-12-27,4.07439
2021-12-28,3.9719
2021-12-29,4.03323
2021-12-30,4.06683
2021-12-31,3.72324
2022-01-01,2.73782
2022-01-02,2.94448
2022-01-03,5.54034
2022-01-04,5.02453
2022-01-05,4.56752
2022-01-06,4.22057
2022-01-07,3.71652
2022-01-08,2.42279
2022-01-09,2.60929
2022-01-10,4.84139
2022-01-11,4.36674
2022-01-12,4.00047
2022-01-13,3.90218
2022-01-14,6.42578
2022-01-15,4.04667
2022-01-16,3.53086
2022-01-17,7.94045
2022-01-18,6.70637
2022-01-19,7.19698
2022-01-20,6.39554
2022-01-21,6.10487
2022-01-22,3.96098
2022-01-23,3.79633
2022-01-24,6.20148
2022-01-25,6.71645
2022-01-26,5.77052
2022-01-27,6.26869
2022-01-28,6.44594
2022-01-29,3.91898
2022-01-30,2.96884
2022-01-31,2.76891
2022-02-01,4.07859
2022-02-02,4.55156
2022-02-03,8.89814
2022-02-04,6.92311
2022-02-05,3.86017
2022-02-06,3.88789
2022-02-07,6.66689
2022-02-08,5.90409
2022-02-09,5.73776
2022-02-10,5.53446
2022-02-11,4.62969
2022-02-12,2.82855
2022-02-13,3.4855
2022-02-14,5.50505
2022-02-15,5.77808
2022-02-16,4.68009
2022-02-17,4.54904
2022-02-18,4.28273
2022-02-19,2.7017
2022-02-20,3.52078
2022-02-21,6.02758
2022-02-22,5.57058
2022-02-23,5.13374
2022-02-24,5.12113
2022-02-25,5.05225
2022-02-26,2.76975
2022-02-27,2.7227
2022-02-28,5.13374
2022-03-01,3.56782
2022-03-02,5.07157
2022-03-03,5.09677
2022-03-04,5.04553
2022-03-05,2.88316
2022-03-06,3.04781
2022-03-07,5.02117
2022-03-08,4.62549
2022-03-09,2.68994
2022-03-10,4.77334
2022-03-11,4.90523
2022-03-12,2.87308
2022-03-13,3.25363
2022-03-14,5.13374
2022-03-15,5.25135
2022-03-16,5.48909
2022-03-17,5.88477
2022-03-18,5.12786
2022-03-19,3.55354
2022-03-20,3.25615
2022-03-21,5.87049
2022-03-22,5.83352
2022-03-23,5.42272
2022-03-24,4.92792
2022-03-25,5.1623
2022-03-26,3.10746
2022-03-27,2.98985
2022-03-28,5.70163
2022-03-29,5.44037
2022-03-30,5.98558
2022-03-31,6.34933
2022-04-01,6.10739
2022-04-02,3.35444
2022-04-03,3.93746
2022-04-04,6.08639
2022-04-05,6.27121
2022-04-06,5.59662
2022-04-07,5.30175
2022-04-08,5.06317
2022-04-09,2.98145
2022-04-10,3.20239
2022-04-11,5.53025
2022-04-12,5.64535
2022-04-13,5.73523
2022-04-14,8.24372
2022-04-15,7.58342
2022-04-16,4.95228
2022-04-17,4.59188
2022-04-18,8.53103
2022-04-19,8.94519
2022-04-20,7.13649
2022-04-21,6.21576
2022-04-22,6.30565
2022-04-23,3.78456
2022-04-24,3.74256
2022-04-25,7.32803
2022-04-26,7.16253
2022-04-27,6.26533
2022-04-28,5.94778
2022-04-29,5.36056
2022-04-30,3.19987
2022-05-01,3.52666
2022-05-02,6.02254
2022-05-03,5.73776
2022-05-04,5.56554
2022-05-05,4.5398
2022-05-06,6.03934
2022-05-07,3.46197
2022-05-08,3.7014
2022-05-09,6.94579
2022-05-10,6.5854
2022-05-11,6.09395
2022-05-12,6.2166
2022-05-13,5.1665
2022-05-14,2.90164
2022-05-15,3.08142
2022-05-16,6.22332
2022-05-17,6.36194
2022-05-18,6.43502
2022-05-19,5.73944
2022-05-20,6.40058
2022-05-21,4.0996
2022-05-22,5.57226
2022-05-23,9.44084
2022-05-24,9.08128
2022-05-25,9.21821
2022-05-26,13.24557
2022-05-27,12.19715
2022-05-28,6.60472
2022-05-29,6.32077
2022-05-30,12.95742
2022-05-31,12.1501
2022-06-01,8.54615
2022-06-02,11.27642
2022-06-03,10.76733
2022-06-04,5.95114
2022-06-05,5.37484
2022-06-06,6.92731
2022-06-07,11.90984
2022-06-08,11.93084
2022-06-09,10.19439
2022-06-10,9.89616
2022-06-11,5.44709
2022-06-12,5.21942
2022-06-13,10.94794
2022-06-14,10.40441
2022-06-15,10.31704
2022-06-16,12.66927
2022-06-17,10.748
2022-06-18,6.45014
2022-06-19,6.92815
2022-06-20,12.91458
2022-06-21,13.2002
2022-06-22,12.14002
2022-06-23,11.3243
2022-06-24,11.30834
2022-06-25,6.22416
2022-06-26,6.35942
2022-06-27,11.77962
2022-06-28,12.18958
2022-06-29,10.84629
2022-06-30,10.6892
2022-07-01,10.58335
2022-07-02,5.50505
2022-07-03,7.05332
2022-07-04,11.90396
2022-07-05,11.08068
2022-07-06,10.12802
2022-07-07,9.0586
2022-07-08,8.59571
2022-07-09,4.83467
2022-07-10,4.92708
2022-07-11,9.4484
2022-07-12,10.54386
2022-07-13,21.806
2022-07-14,22.1706
2022-07-15,15.94979
2022-07-16,9.34339
2022-07-17,8.53103
2022-07-18,18.83799
2022-07-19,15.79354
2022-07-20,14.87617
2022-07-21,14.41916
2022-07-22,12.16858
2022-07-23,6.63496
2022-07-24,6.81642
2022-07-25,14.98706
2022-07-26,13.14476
2022-07-27,11.62505
2022-07-28,12.49957
2022-07-29,11.91572
2022-07-30,6.36194
2022-07-31,6.71141
2022-08-01,14.49729
2022-08-02,15.23656
2022-08-03,13.75634
2022-08-04,12.43489
2022-08-05,11.6847
2022-08-06,6.9752
2022-08-07,7.02056
2022-08-08,13.29261
2022-08-09,10.41197
2022-08-10,12.13498
2022-08-11,12.1207
2022-08-12,11.28398
2022-08-13,6.0091
2022-08-14,6.27961
2022-08-15,6.88699
2022-08-16,13.18004
2022-08-17,12.64995
2022-08-18,11.85019
2022-08-19,10.06166
2022-08-20,6.33757
2022-08-21,7.01804
2022-08-22,14.72327
2022-08-23,11.69226
2022-08-24,10.9135
2022-08-25,18.48768
2022-08-26,16.34295
2022-08-27,7.75479
2022-08-28,7.95641
2022-08-29,16.61514
2022-08-30,15.4323
2022-08-31,14.3906
2022-09-01,13.89243
2022-09-02,11.85103
2022-09-03,7.53469
2022-09-04,7.61534
2022-09-05,13.99996
2022-09-06,13.4161
2022-09-07,13.49675
2022-09-08,11.65361
2022-09-09,5.85033
2022-09-10,4.80526
2022-09-11,6.42998
2022-09-12,8.47894
2022-09-13,16.91253
2022-09-14,15.96743
2022-09-15,14.13353
2022-09-16,12.43489
2022-09-17,6.93571
2022-09-18,7.01636
2022-09-19,13.82774
2022-09-20,13.32706
2022-09-21,14.91481
2022-09-22,18.60697
2022-09-23,16.35387
2022-09-24,9.18629
2022-09-25,9.14849
2022-09-26,17.96599
2022-09-27,17.45606
2022-09-28,17.15363
2022-09-29,16.63782
2022-09-30,18.27598
2022-10-01,9.39715
2022-10-02,8.82086
2022-10-03,10.54134
2022-10-04,17.56695
2022-10-05,17.95759
2022-10-06,17.47454
2022-10-07,19.18243
2022-10-08,12.3114
2022-10-09,11.79727
2022-10-10,14.835
2022-10-11,27.96716
2022-10-12,41.68906
2022-10-13,57.80604
2022-10-14,60.84629
2022-10-15,31.84666
2022-10-16,30.23959
2022-10-17,66.88312
2022-10-18,72.34114
2022-10-19,87.80452
2022-10-20,93.43139
2022-10-21,90.48271
2022-10-22,48.16526
2022-10-23,45.08131
2022-10-24,95.82059
2022-10-25,100.0
2022-10-26,80.58738
2022-10-27,74.02214
2022-10-28,74.30189
2022-10-29,37.3156
2022-10-30,32.2457
2022-10-31,79.49611
2022-11-01,73.91713
2022-11-02,60.79421
2022-11-03,58.06814
2022-11-04,52.4858
2022-11-05,30.51933
2022-11-06,30.92593
2022-11-07,61.17309
2022-11-08,54.20461
2022-11-09,51.06102
2022-11-10,45.11156
2022-11-11,38.39426
2022-11-12,19.50754
2022-11-13,21.16586
2022-11-14,52.65129
2022-11-15,44.16227
2022-11-16,39.21082
2022-11-17,34.20393
2022-11-18,31.40982
2022-11-19,17.04274
2022-11-20,17.49302
2022-11-21,37.62223
2022-11-22,34.29046
2022-11-23,33.93679
2022-11-24,47.92079
2022-11-25,43.55657
2022-11-26,21.96226
2022-11-27,22.02442
2022-11-28,45.89115
2022-11-29,45.7097
2022-11-30,38.39846
2022-12-01,34.86172
2022-12-02,28.1209
2022-12-03,13.24305
2022-12-04,14.20578
2022-12-05,30.48657
2022-12-06,27.54208
2022-12-07,26.65076
2022-12-08,25.48304
2022-12-09,21.58926
2022-12-10,11.4856
2022-12-11,11.84431
2022-12-12,23.9793
2022-12-13,23.70711
2022-12-14,21.05161
2022-12-15,22.06895
2022-12-16,19.47058
2022-12-17,10.29184
2022-12-18,11.54524
2022-12-19,21.743
2022-12-20,21.70519
2022-12-21,19.7016
2022-12-22,17.4863
2022-12-23,17.56443
2022-12-24,9.77687
2022-12-25,10.32964
2022-12-26,21.07093
2022-12-27,19.90994
2022-12-28,18.84387
2022-12-29,18.5028
2022-12-30,16.76803
2022-12-31,9.17285
2023-01-01,11.83087
2023-01-02,23.8432
2023-01-03,20.74834
2023-01-04,18.01135
2023-01-05,18.60613
2023-01-06,16.94781
2023-01-07,9.77435
2023-01-08,10.17591
2023-01-09,18.12896
2023-01-10,19.98891
2023-01-11,19.51762
2023-01-12,15.76833
2023-01-13,20.98188
2023-01-14,10.28008
2023-01-15,9.88524
2023-01-16,19.61507
2023-01-17,18.23145
2023-01-18,16.68318
2023-01-19,15.38358
2023-01-20,16.18753
2023-01-21,8.4235
2023-01-22,8.04798
2023-01-23,7.90685
2023-01-24,10.74464
2023-01-25,21.50945
2023-01-26,17.33509
2023-01-27,15.73221
2023-01-28,9.36187
2023-01-29,8.4949
2023-01-30,16.78903
2023-01-31,16.28246
2023-02-01,15.77253
2023-02-02,14.24947
2023-02-03,12.66087
2023-02-04,7.19362
2023-02-05,7.2583
2023-02-06,14.47125
2023-02-07,12.80368
2023-02-08,12.12658
2023-02-09,10.94038
2023-02-10,10.90174
2023-02-11,6.43754
2023-02-12,6.30145
2023-02-13,12.72052
2023-02-14,10.8883
2023-02-15,10.97231
2023-02-16,10.11122
2023-02-17,9.94825
2023-02-18,6.06203
2023-02-19,6.39134
2023-02-20,11.61077
2023-02-21,12.27023
2023-02-22,10.72448
2023-02-23,11.079
2023-02-24,10.68836
2023-02-25,6.06371
2023-02-26,6.34429
2023-02-27,11.15208
2023-02-28,11.0748
2023-03-01,7.70271
2023-03-02,9.9138
2023-03-03,8.97795
2023-03-04,5.59578
2023-03-05,6.07211
2023-03-06,9.78275
2023-03-07,8.8637
2023-03-08,8.53103
2023-03-09,8.13787
2023-03-10,7.76571
2023-03-11,4.42555
2023-03-12,4.83299
2023-03-13,8.86454
2023-03-14,8.39829
2023-03-15,8.03034
2023-03-16,7.93205
2023-03-17,7.05416
2023-03-18,4.30374
2023-03-19,4.49107
2023-03-20,8.8931
2023-03-21,8.66124
2023-03-22,7.60778
2023-03-23,8.94603
2023-03-24,8.25128
2023-03-25,5.08585
2023-03-26,5.00688
2023-03-27,9.24174
2023-03-28,8.37477
2023-03-29,7.69347
2023-03-30,7.80184
2023-03-31,7.65902
2023-04-01,4.81198
2023-04-02,5.03125
2023-04-03,8.14879
2023-04-04,7.63298
2023-04-05,7.27006
2023-04-06,6.70973
2023-04-07,6.02842
2023-04-08,3.55522
2023-04-09,3.95174
2023-04-10,7.44732
2023-04-11,7.95977
2023-04-12,7.52797
2023-04-13,6.46359
2023-04-14,6.10487
2023-04-15,3.75852
2023-04-16,4.1626
2023-04-17,7.09281
2023-04-18,7.38264
2023-04-19,6.58456
2023-04-20,6.77862
2023-04-21,6.08387
2023-04-22,3.43425
2023-04-23,4.18696
2023-04-24,7.91273
2023-04-25,8.70072
2023-04-26,7.35743
2023-04-27,6.8097
2023-04-28,6.07463
2023-04-29,3.99963
2023-04-30,3.65099
2023-05-01,5.41852
2023-05-02,7.8598
2023-05-03,7.14489
2023-05-04,6.87943
2023-05-05,3.96014
2023-05-06,3.29228
2023-05-07,3.63923
2023-05-08,7.24318
2023-05-09,6.68957
2023-05-10,6.82398
2023-05-11,6.27289
2023-05-12,5.68567
2023-05-13,3.40065
2023-05-14,3.60563
2023-05-15,7.0088
2023-05-16,6.51903
2023-05-17,6.54171
2023-05-18,6.29725
2023-05-19,5.69407
2023-05-20,3.36368
2023-05-21,3.71736
2023-05-22,7.33979
2023-05-23,7.61702
2023-05-24,6.65428
2023-05-25,7.2289
2023-05-26,5.78312
2023-05-27,3.37208
2023-05-28,3.29564
2023-05-29,4.52972
2023-05-30,8.0463
2023-05-31,7.54477
