date,미국달러환율
2023-05-30,34.2187
2023-05-31,34.75558
2023-06-01,32.69285
2023-06-02,33.73834
2023-06-03,18.05594
2023-06-04,14.10002
2023-06-05,33.34275
2023-06-06,21.30545
2023-06-07,37.29867
2023-06-08,34.07742
2023-06-09,37.0161
2023-06-10,18.70584
2023-06-11,14.38259
2023-06-12,36.1684
2023-06-13,48.31873
2023-06-14,45.91692
2023-06-15,43.11952
2023-06-16,38.14636
2023-06-17,18.79061
2023-06-18,16.36055
2023-06-19,39.47442
2023-06-20,43.11952
2023-06-21,40.06781
2023-06-22,36.62051
2023-06-23,38.03334
2023-06-24,19.69482
2023-06-25,16.16275
2023-06-26,37.49646
2023-06-27,38.99406
2023-06-28,37.83554
2023-06-29,40.91551
2023-06-30,37.666
2023-07-01,17.26476
2023-07-02,15.089
2023-07-03,36.30969
2023-07-04,38.62673
2023-07-05,40.4634
2023-07-06,36.53574
2023-07-07,35.9141
2023-07-08,17.4343
2023-07-09,13.61966
2023-07-10,39.72873
2023-07-11,38.11811
2023-07-12,38.06159
2023-07-13,46.56682
2023-07-14,47.89488
2023-07-15,20.14693
2023-07-16,16.92568
2023-07-17,44.39107
2023-07-18,41.14156
2023-07-19,40.23735
2023-07-20,37.18564
2023-07-21,37.94857
2023-07-22,18.11246
2023-07-23,15.23029
2023-07-24,38.17462
2023-07-25,38.14636
2023-07-26,39.58745
2023-07-27,39.58745
2023-07-28,36.02712
2023-07-29,19.66657
2023-07-30,15.7389
2023-07-31,35.9141
2023-08-01,38.06159
2023-08-02,47.07544
2023-08-03,45.88866
2023-08-04,41.28284
2023-08-05,18.5363
2023-08-06,16.33229
2023-08-07,37.0161
2023-08-08,43.71291
2023-08-09,43.48686
2023-08-10,37.0161
2023-08-11,40.94376
2023-08-12,19.5818
2023-08-13,16.7844
2023-08-14,46.0582
2023-08-15,27.69143
2023-08-16,50.43797
2023-08-17,46.9059
2023-08-18,44.22153
2023-08-19,20.79683
2023-08-20,15.7389
2023-08-21,39.98304
2023-08-22,43.20429
2023-08-23,38.9658
2023-08-24,43.88245
2023-08-25,42.44136
2023-08-26,18.81887
2023-08-27,15.42808
2023-08-28,37.12913
2023-08-29,38.45719
2023-08-30,36.14015
2023-08-31,38.76801
2023-09-01,35.7163
2023-09-02,19.41226
2023-09-03,16.10624
2023-09-04,35.09465
2023-09-05,35.65979
2023-09-06,40.74597
2023-09-07,34.64255
2023-09-08,35.00988
2023-09-09,17.2365
2023-09-10,16.41706
2023-09-11,33.96439
2023-09-12,32.32551
2023-09-13,33.59706
2023-09-14,32.7211
2023-09-15,31.50607
2023-09-16,15.59762
2023-09-17,13.987
2023-09-18,32.01469
2023-09-19,32.12771
2023-09-20,31.50607
2023-09-21,41.28284
2023-09-22,30.9692
2023-09-23,16.72788
2023-09-24,15.11726
2023-09-25,34.13393
2023-09-26,45.54959
2023-09-27,41.19807
2023-09-28,21.7293
2023-09-29,19.89262
2023-09-30,17.40604
2023-10-01,17.17999
2023-10-02,21.44673
2023-10-03,25.23311
2023-10-04,48.34699
2023-10-05,43.74116
2023-10-06,36.564
2023-10-07,19.27098
2023-10-08,16.61486
2023-10-09,23.56597
2023-10-10,39.84176
2023-10-11,40.20909
2023-10-12,36.45097
2023-10-13,38.48544
2023-10-14,20.14693
2023-10-15,16.86917
2023-10-16,36.59225
2023-10-17,33.31449
2023-10-18,33.48403
2023-10-19,38.65498
2023-10-20,50.91833
2023-10-21,20.79683
2023-10-22,18.02769
2023-10-23,40.43515
2023-10-24,50.09889
2023-10-25,45.57784
2023-10-26,50.72054
2023-10-27,42.58265
2023-10-28,19.97739
2023-10-29,16.67137
2023-10-30,41.7632
2023-10-31,43.54337
2023-11-01,48.09268
2023-11-02,58.20853
2023-11-03,64.62277
2023-11-04,29.49985
2023-11-05,24.49844
2023-11-06,84.1198
2023-11-07,69.45464
2023-11-08,63.49251
2023-11-09,55.43938
2023-11-10,50.15541
2023-11-11,26.4764
2023-11-12,19.83611
2023-11-13,48.03616
2023-11-14,54.05481
2023-11-15,77.423
2023-11-16,71.31958
2023-11-17,65.44221
2023-11-18,27.63492
2023-11-19,21.67278
2023-11-20,64.39672
2023-11-21,69.70895
2023-11-22,62.47527
2023-11-23,54.47866
2023-11-24,49.02514
2023-11-25,23.0291
2023-11-26,19.21446
2023-11-27,49.2512
2023-11-28,52.58547
2023-11-29,61.71234
2023-11-30,59.42356
2023-12-01,55.86323
2023-12-02,23.53772
2023-12-03,20.74032
2023-12-04,53.8005
2023-12-05,53.1506
2023-12-06,57.53037
2023-12-07,56.42836
2023-12-08,51.25741
2023-12-09,25.09183
2023-12-10,19.89262
2023-12-11,51.56823
2023-12-12,47.66883
2023-12-13,49.98587
2023-12-14,74.82339
2023-12-15,57.53037
2023-12-16,25.76999
2023-12-17,20.76857
2023-12-18,51.08787
2023-12-19,47.95139
2023-12-20,48.4035
2023-12-21,48.68606
2023-12-22,48.09268
2023-12-23,21.81407
2023-12-24,17.66035
2023-12-25,20.40124
2023-12-26,46.22774
2023-12-27,47.58406
2023-12-28,54.67646
2023-12-29,42.55439
2023-12-30,21.58801
2023-12-31,16.5866
2024-01-01,18.76236
2024-01-02,51.73777
2024-01-03,51.28567
2024-01-04,49.50551
2024-01-05,48.06442
2024-01-06,22.15315
2024-01-07,18.84713
2024-01-08,45.26702
2024-01-09,47.95139
2024-01-10,49.13817
2024-01-11,45.23876
2024-01-12,43.71291
2024-01-13,20.93811
2024-01-14,20.2317
2024-01-15,42.78044
2024-01-16,52.89629
2024-01-17,64.59451
2024-01-18,60.38428
2024-01-19,51.25741
2024-01-20,28.03051
2024-01-21,21.16417
2024-01-22,53.82876
2024-01-23,57.38909
2024-01-24,57.38909
2024-01-25,49.64679
2024-01-26,46.4538
2024-01-27,21.67278
2024-01-28,19.55354
2024-01-29,46.62333
2024-01-30,49.50551
2024-01-31,43.96722
2024-02-01,47.64057
2024-02-02,48.54478
2024-02-03,24.92229
2024-02-04,17.4343
2024-02-05,51.03136
2024-02-06,49.59027
2024-02-07,44.92794
2024-02-08,39.64396
2024-02-09,22.91607
2024-02-10,17.71686
2024-02-11,16.30404
2024-02-12,20.62729
2024-02-13,44.92794
2024-02-14,47.7536
2024-02-15,40.88725
2024-02-16,37.80729
2024-02-17,19.89262
2024-02-18,19.15795
2024-02-19,36.93133
2024-02-20,39.61571
2024-02-21,39.92653
2024-02-22,41.98926
2024-02-23,40.80248
2024-02-24,19.61005
2024-02-25,17.06696
2024-02-26,36.25317
2024-02-27,37.75077
2024-02-28,37.77903
2024-02-29,37.75077
2024-03-01,23.45295
2024-03-02,19.75134
2024-03-03,16.47358
2024-03-04,39.53094
2024-03-05,37.666
2024-03-06,37.77903
2024-03-07,36.62051
2024-03-08,42.86521
2024-03-09,23.679
2024-03-10,19.07318
2024-03-11,46.65159
2024-03-12,47.83837
2024-03-13,46.56682
2024-03-14,44.22153
2024-03-15,45.6061
2024-03-16,21.75755
2024-03-17,19.15795
2024-03-18,41.5089
2024-03-19,45.35179
2024-03-20,42.1588
