date,국고채금리
2020-06-17,23.73678
2020-06-18,22.91421
2020-06-19,18.44888
2020-06-20,6.22796
2020-06-21,4.93537
2020-06-22,16.92126
2020-06-23,19.97649
2020-06-24,20.094
2020-06-25,19.38895
2020-06-26,17.62632
2020-06-27,5.87544
2020-06-28,3.99529
2020-06-29,16.68625
2020-06-30,19.38895
2020-07-01,19.27144
2020-07-02,19.15393
2020-07-03,18.80141
2020-07-04,4.81786
2020-07-05,4.1128
2020-07-06,16.68625
2020-07-07,16.92126
2020-07-08,17.62632
2020-07-09,15.86368
2020-07-10,14.33607
2020-07-11,5.28789
2020-07-12,5.28789
2020-07-13,19.03642
2020-07-14,17.50881
2020-07-15,17.86133
2020-07-16,17.50881
2020-07-17,18.80141
2020-07-18,4.1128
2020-07-19,4.46533
2020-07-20,14.92361
2020-07-21,15.86368
2020-07-22,16.68625
2020-07-23,19.03642
2020-07-24,20.32902
2020-07-25,6.58049
2020-07-26,5.64042
2020-07-27,16.21621
2020-07-28,15.27614
2020-07-29,16.21621
2020-07-30,18.09635
2020-07-31,18.21386
2020-08-01,5.99294
2020-08-02,4.23031
2020-08-03,15.74618
2020-08-04,15.98119
2020-08-05,17.27379
2020-08-06,15.51116
2020-08-07,13.396
2020-08-08,5.05287
2020-08-09,5.64042
2020-08-10,18.56639
2020-08-11,18.80141
2020-08-12,19.62397
2020-08-13,17.86133
2020-08-14,19.50646
2020-08-15,4.70035
2020-08-16,2.58519
2020-08-17,3.99529
2020-08-18,18.21386
2020-08-19,19.03642
2020-08-20,17.15628
2020-08-21,16.56874
2020-08-22,5.87544
2020-08-23,4.58284
2020-08-24,15.04112
2020-08-25,19.03642
2020-08-26,16.56874
2020-08-27,20.91656
2020-08-28,22.44418
2020-08-29,5.87544
2020-08-30,5.28789
2020-08-31,26.08695
2020-09-01,35.84018
2020-09-02,38.42538
2020-09-03,35.48766
2020-09-04,32.31492
2020-09-05,11.63337
2020-09-06,8.57814
2020-09-07,27.14453
2020-09-08,41.48061
2020-09-09,38.66039
2020-09-10,30.43478
2020-09-11,25.49941
2020-09-12,7.52056
2020-09-13,7.99059
2020-09-14,20.91656
2020-09-15,23.03172
2020-09-16,22.32667
2020-09-17,21.85663
2020-09-18,17.74383
2020-09-19,5.4054
2020-09-20,6.698
2020-09-21,17.03877
2020-09-22,16.68625
2020-09-23,17.74383
2020-09-24,18.56639
2020-09-25,17.62632
2020-09-26,7.99059
2020-09-27,6.11045
2020-09-28,15.15863
2020-09-29,12.80846
2020-09-30,5.99294
2020-10-01,4.23031
2020-10-02,4.93537
2020-10-03,3.40775
2020-10-04,5.4054
2020-10-05,15.04112
2020-10-06,22.7967
2020-10-07,22.32667
2020-10-08,17.27379
2020-10-09,3.87779
2020-10-10,4.46533
2020-10-11,4.46533
2020-10-12,16.0987
2020-10-13,15.39365
2020-10-14,18.56639
2020-10-15,19.74148
2020-10-16,13.27849
2020-10-17,3.87779
2020-10-18,3.99529
2020-10-19,15.74618
2020-10-20,17.27379
2020-10-21,16.92126
2020-10-22,16.68625
2020-10-23,18.6839
2020-10-24,5.64042
2020-10-25,7.16803
2020-10-26,13.04347
2020-10-27,12.92596
2020-10-28,13.74853
2020-10-29,15.98119
2020-10-30,13.86603
2020-10-31,4.81786
2020-11-01,4.46533
2020-11-02,16.56874
2020-11-03,20.32902
2020-11-04,17.86133
2020-11-05,17.74383
2020-11-06,14.6886
2020-11-07,5.28789
2020-11-08,5.17038
2020-11-09,20.21151
2020-11-10,21.50411
2020-11-11,26.55699
2020-11-12,25.26439
2020-11-13,18.33137
2020-11-14,7.99059
2020-11-15,6.93301
2020-11-16,20.44653
2020-11-17,18.09635
2020-11-18,17.62632
2020-11-19,20.91656
2020-11-20,15.86368
2020-11-21,5.28789
2020-11-22,6.58049
2020-11-23,17.50881
2020-11-24,15.98119
2020-11-25,15.98119
2020-11-26,17.74383
2020-11-27,17.86133
2020-11-28,5.28789
2020-11-29,5.17038
2020-11-30,14.57109
2020-12-01,16.56874
2020-12-02,21.62162
2020-12-03,23.38425
2020-12-04,19.85898
2020-12-05,7.87309
2020-12-06,7.28554
2020-12-07,17.27379
2020-12-08,20.79905
2020-12-09,17.27379
2020-12-10,19.38895
2020-12-11,17.74383
2020-12-12,6.698
2020-12-13,5.52291
2020-12-14,18.6839
2020-12-15,19.38895
2020-12-16,18.6839
2020-12-17,15.74618
2020-12-18,15.39365
2020-12-19,7.28554
2020-12-20,6.11045
2020-12-21,19.27144
2020-12-22,21.15158
2020-12-23,17.50881
2020-12-24,13.04347
2020-12-25,7.63807
2020-12-26,6.34547
2020-12-27,6.58049
2020-12-28,17.50881
2020-12-29,14.33607
2020-12-30,23.26674
2020-12-31,22.91421
2021-01-01,13.98354
2021-01-02,10.34077
2021-01-03,13.63102
2021-01-04,40.54054
2021-01-05,43.12573
2021-01-06,40.42303
2021-01-07,45.71092
2021-01-08,44.65334
2021-01-09,21.15158
2021-01-10,19.85898
2021-01-11,43.94829
2021-01-12,51.70387
2021-01-13,45.59341
2021-01-14,39.13043
2021-01-15,34.90011
2021-01-16,12.80846
2021-01-17,12.69095
2021-01-18,33.01997
2021-01-19,37.25029
2021-01-20,35.01762
2021-01-21,27.84958
2021-01-22,25.73443
2021-01-23,16.33372
2021-01-24,15.04112
2021-01-25,36.66274
2021-01-26,58.51938
2021-01-27,46.53349
2021-01-28,35.37015
2021-01-29,31.60987
2021-01-30,17.3913
2021-01-31,12.57344
2021-02-01,34.19506
2021-02-02,31.49236
2021-02-03,37.01527
2021-02-04,27.61457
2021-02-05,25.49941
2021-02-06,8.34312
2021-02-07,7.75558
2021-02-08,30.31727
2021-02-09,29.3772
2021-02-10,23.85428
2021-02-11,10.6933
2021-02-12,8.22561
2021-02-13,8.22561
2021-02-14,9.87074
2021-02-15,28.55464
2021-02-16,30.6698
2021-02-17,44.0658
2021-02-18,38.42538
2021-02-19,27.73207
2021-02-20,14.57109
2021-02-21,12.22091
2021-02-22,34.66509
2021-02-23,50.41128
2021-02-24,43.24324
2021-02-25,36.66274
2021-02-26,67.80258
2021-02-27,27.02702
2021-02-28,17.50881
2021-03-01,18.80141
2021-03-02,31.72737
2021-03-03,28.43713
2021-03-04,33.49001
2021-03-05,36.31022
2021-03-06,15.15863
2021-03-07,10.81081
2021-03-08,47.35605
2021-03-09,58.7544
2021-03-10,49.82373
2021-03-11,32.66745
2021-03-12,37.3678
2021-03-13,14.6886
2021-03-14,15.62867
2021-03-15,40.65804
2021-03-16,37.25029
2021-03-17,27.26204
2021-03-18,28.55464
2021-03-19,31.60987
2021-03-20,13.16098
2021-03-21,9.4007
2021-03-22,30.90481
2021-03-23,24.20681
2021-03-24,27.02702
2021-03-25,26.90951
2021-03-26,20.91656
2021-03-27,6.46298
2021-03-28,5.75793
2021-03-29,18.44888
2021-03-30,20.79905
2021-03-31,22.91421
2021-04-01,18.33137
2021-04-02,15.39365
2021-04-03,6.34547
2021-04-04,5.28789
2021-04-05,15.15863
2021-04-06,19.27144
2021-04-07,16.21621
2021-04-08,15.27614
2021-04-09,13.396
2021-04-10,4.70035
2021-04-11,4.34782
2021-04-12,14.57109
2021-04-13,11.98589
2021-04-14,12.92596
2021-04-15,13.63102
2021-04-16,12.57344
2021-04-17,5.64042
2021-04-18,4.70035
2021-04-19,12.22091
2021-04-20,13.396
2021-04-21,11.75088
2021-04-22,12.1034
2021-04-23,9.87074
2021-04-24,4.93537
2021-04-25,5.17038
2021-04-26,8.69565
2021-04-27,12.69095
2021-04-28,11.75088
2021-04-29,11.51586
2021-04-30,12.22091
2021-05-01,5.64042
2021-05-02,2.93772
2021-05-03,11.98589
2021-05-04,9.75323
2021-05-05,5.64042
2021-05-06,11.28084
2021-05-07,9.87074
2021-05-08,4.58284
2021-05-09,4.93537
2021-05-10,13.27849
2021-05-11,13.396
2021-05-12,16.92126
2021-05-13,23.38425
2021-05-14,20.79905
2021-05-15,7.99059
2021-05-16,9.04817
2021-05-17,21.03407
2021-05-18,15.74618
2021-05-19,7.52056
2021-05-20,15.15863
2021-05-21,12.57344
2021-05-22,5.17038
2021-05-23,5.75793
2021-05-24,14.80611
2021-05-25,15.15863
2021-05-26,15.04112
2021-05-27,14.33607
2021-05-28,16.45123
2021-05-29,5.75793
2021-05-30,7.40305
2021-05-31,20.56404
2021-06-01,22.7967
2021-06-02,20.44653
2021-06-03,17.3913
2021-06-04,14.6886
2021-06-05,4.70035
2021-06-06,4.34782
2021-06-07,15.98119
2021-06-08,19.50646
2021-06-09,13.396
2021-06-10,15.74618
2021-06-11,15.86368
2021-06-12,5.28789
2021-06-13,3.64277
2021-06-14,15.15863
2021-06-15,16.0987
2021-06-16,12.22091
2021-06-17,11.51586
2021-06-18,10.6933
2021-06-19,5.17038
2021-06-20,5.4054
2021-06-21,14.80611
2021-06-22,12.45593
2021-06-23,11.98589
2021-06-24,15.04112
2021-06-25,13.396
2021-06-26,3.99529
2021-06-27,4.23031
2021-06-28,11.51586
2021-06-29,14.6886
2021-06-30,14.6886
2021-07-01,10.57579
2021-07-02,10.81081
2021-07-03,3.05522
2021-07-04,4.93537
2021-07-05,12.45593
2021-07-06,10.6933
2021-07-07,11.16333
2021-07-08,9.98824
2021-07-09,9.4007
2021-07-10,3.52526
2021-07-11,6.22796
2021-07-12,11.63337
2021-07-13,12.45593
2021-07-14,10.92831
2021-07-15,14.57109
2021-07-16,11.39835
2021-07-17,4.70035
2021-07-18,3.52526
2021-07-19,12.33842
2021-07-20,11.98589
2021-07-21,12.33842
2021-07-22,10.92831
2021-07-23,9.04817
2021-07-24,2.93772
2021-07-25,2.82021
2021-07-26,9.98824
2021-07-27,9.4007
2021-07-28,9.51821
2021-07-29,9.16568
2021-07-30,8.81316
2021-07-31,2.58519
2021-08-01,4.23031
2021-08-02,7.63807
2021-08-03,11.16333
2021-08-04,9.98824
2021-08-05,9.28319
2021-08-06,9.75323
2021-08-07,4.23031
2021-08-08,3.17273
2021-08-09,11.04582
2021-08-10,10.57579
2021-08-11,12.33842
2021-08-12,9.63572
2021-08-13,10.6933
2021-08-14,3.76028
2021-08-15,1.88014
2021-08-16,3.87779
2021-08-17,12.57344
2021-08-18,11.75088
2021-08-19,13.51351
2021-08-20,8.46063
2021-08-21,3.76028
2021-08-22,3.99529
2021-08-23,10.22326
2021-08-24,12.92596
2021-08-25,12.1034
2021-08-26,26.20446
2021-08-27,14.33607
2021-08-28,3.99529
2021-08-29,3.76028
2021-08-30,10.57579
2021-08-31,8.93066
2021-09-01,8.57814
2021-09-02,9.75323
2021-09-03,4.70035
2021-09-04,3.05522
2021-09-05,3.29024
2021-09-06,9.75323
2021-09-07,11.04582
2021-09-08,8.69565
2021-09-09,8.22561
2021-09-10,7.63807
2021-09-11,3.05522
2021-09-12,3.64277
2021-09-13,8.46063
2021-09-14,10.45828
2021-09-15,9.75323
2021-09-16,7.52056
2021-09-17,5.52291
2021-09-18,1.4101
2021-09-19,1.17508
2021-09-20,2.23266
2021-09-21,2.23266
2021-09-22,3.87779
2021-09-23,10.6933
2021-09-24,9.4007
2021-09-25,3.64277
2021-09-26,3.87779
2021-09-27,11.16333
2021-09-28,16.92126
2021-09-29,19.62397
2021-09-30,13.51351
2021-10-01,11.75088
2021-10-02,4.34782
2021-10-03,4.70035
2021-10-04,4.23031
2021-10-05,15.51116
2021-10-06,20.79905
2021-10-07,15.86368
2021-10-08,9.98824
2021-10-09,3.29024
2021-10-10,5.05287
2021-10-11,3.64277
2021-10-12,18.91891
2021-10-13,14.10105
2021-10-14,11.63337
2021-10-15,10.10575
2021-10-16,3.64277
2021-10-17,4.70035
2021-10-18,15.98119
2021-10-19,13.51351
2021-10-20,13.74853
2021-10-21,12.92596
2021-10-22,12.45593
2021-10-23,8.93066
2021-10-24,5.99294
2021-10-25,14.21856
2021-10-26,17.86133
2021-10-27,28.0846
2021-10-28,29.61222
2021-10-29,35.13513
2021-10-30,15.04112
2021-10-31,7.87309
2021-11-01,28.0846
2021-11-02,29.84723
2021-11-03,34.54759
2021-11-04,24.55934
2021-11-05,17.50881
2021-11-06,7.75558
2021-11-07,7.05052
2021-11-08,17.50881
2021-11-09,17.27379
2021-11-10,16.0987
2021-11-11,13.04347
2021-11-12,11.28084
2021-11-13,4.93537
2021-11-14,5.64042
2021-11-15,15.04112
2021-11-16,12.1034
2021-11-17,13.27849
2021-11-18,12.1034
2021-11-19,12.57344
2021-11-20,3.29024
2021-11-21,2.93772
2021-11-22,11.16333
2021-11-23,13.74853
2021-11-24,11.98589
2021-11-25,20.32902
2021-11-26,13.27849
2021-11-27,4.1128
2021-11-28,4.81786
2021-11-29,13.04347
2021-11-30,13.51351
2021-12-01,13.396
2021-12-02,11.28084
2021-12-03,9.04817
2021-12-04,3.64277
2021-12-05,4.46533
2021-12-06,8.46063
2021-12-07,10.6933
2021-12-08,11.51586
2021-12-09,10.6933
2021-12-10,7.75558
2021-12-11,2.7027
2021-12-12,2.35017
2021-12-13,12.22091
2021-12-14,7.63807
2021-12-15,9.04817
2021-12-16,11.16333
2021-12-17,10.81081
2021-12-18,4.1128
2021-12-19,3.52526
2021-12-20,9.16568
2021-12-21,8.34312
2021-12-22,8.34312
2021-12-23,12.22091
2021-12-24,9.16568
2021-12-25,2.46768
2021-12-26,2.82021
2021-12-27,9.16568
2021-12-28,7.28554
2021-12-29,7.16803
2021-12-30,8.46063
2021-12-31,3.76028
2022-01-01,3.05522
2022-01-02,3.29024
2022-01-03,12.1034
2022-01-04,14.6886
2022-01-05,11.86839
2022-01-06,17.15628
2022-01-07,13.98354
2022-01-08,5.87544
2022-01-09,4.58284
2022-01-10,15.74618
2022-01-11,16.21621
2022-01-12,14.57109
2022-01-13,9.75323
2022-01-14,19.74148
2022-01-15,6.698
2022-01-16,3.87779
2022-01-17,17.27379
2022-01-18,16.68625
2022-01-19,16.92126
2022-01-20,13.74853
2022-01-21,14.10105
2022-01-22,4.1128
2022-01-23,5.87544
2022-01-24,15.39365
2022-01-25,16.21621
2022-01-26,15.74618
2022-01-27,15.62867
2022-01-28,8.93066
2022-01-29,3.76028
2022-01-30,5.28789
2022-01-31,4.34782
2022-02-01,5.05287
2022-02-02,4.34782
2022-02-03,13.86603
2022-02-04,15.51116
2022-02-05,7.40305
2022-02-06,5.75793
2022-02-07,14.21856
2022-02-08,17.97884
2022-02-09,20.44653
2022-02-10,15.51116
2022-02-11,16.56874
2022-02-12,6.93301
2022-02-13,6.46298
2022-02-14,21.03407
2022-02-15,16.56874
2022-02-16,13.98354
2022-02-17,13.86603
2022-02-18,11.04582
2022-02-19,4.81786
2022-02-20,4.93537
2022-02-21,10.6933
2022-02-22,13.86603
2022-02-23,12.69095
2022-02-24,17.27379
2022-02-25,13.74853
2022-02-26,3.76028
2022-02-27,3.40775
2022-02-28,11.28084
2022-03-01,3.99529
2022-03-02,13.04347
2022-03-03,10.22326
2022-03-04,9.63572
2022-03-05,2.58519
2022-03-06,4.70035
2022-03-07,11.86839
2022-03-08,11.75088
2022-03-09,3.05522
2022-03-10,8.81316
2022-03-11,6.22796
2022-03-12,2.82021
2022-03-13,3.76028
2022-03-14,10.81081
2022-03-15,11.75088
2022-03-16,7.63807
2022-03-17,11.86839
2022-03-18,8.34312
2022-03-19,5.05287
2022-03-20,3.99529
2022-03-21,8.81316
2022-03-22,20.094
2022-03-23,15.04112
2022-03-24,10.92831
2022-03-25,11.04582
2022-03-26,5.17038
2022-03-27,5.4054
2022-03-28,45.12338
2022-03-29,62.7497
2022-03-30,39.48296
2022-03-31,30.55229
2022-04-01,21.73913
2022-04-02,8.46063
2022-04-03,6.93301
2022-04-04,32.54994
2022-04-05,41.01057
2022-04-06,38.42538
2022-04-07,26.792
2022-04-08,22.44418
2022-04-09,7.16803
2022-04-10,8.22561
2022-04-11,38.7779
2022-04-12,49.82373
2022-04-13,26.32197
2022-04-14,30.6698
2022-04-15,30.19976
2022-04-16,5.4054
2022-04-17,8.34312
2022-04-18,20.79905
2022-04-19,21.26909
2022-04-20,21.50411
2022-04-21,16.21621
2022-04-22,15.62867
2022-04-23,7.87309
2022-04-24,5.17038
2022-04-25,18.44888
2022-04-26,17.74383
2022-04-27,18.21386
2022-04-28,15.62867
2022-04-29,15.27614
2022-04-30,6.46298
2022-05-01,5.28789
2022-05-02,20.68155
2022-05-03,22.6792
2022-05-04,18.56639
2022-05-05,8.34312
2022-05-06,16.56874
2022-05-07,4.93537
2022-05-08,6.81551
2022-05-09,16.92126
2022-05-10,16.33372
2022-05-11,14.10105
2022-05-12,18.44888
2022-05-13,14.45358
2022-05-14,5.28789
2022-05-15,5.52291
2022-05-16,17.86133
2022-05-17,25.49941
2022-05-18,16.68625
2022-05-19,14.10105
2022-05-20,10.92831
2022-05-21,4.1128
2022-05-22,6.22796
2022-05-23,15.27614
2022-05-24,13.86603
2022-05-25,16.21621
2022-05-26,21.03407
2022-05-27,13.51351
2022-05-28,3.52526
2022-05-29,3.99529
2022-05-30,13.98354
2022-05-31,15.51116
2022-06-01,5.4054
2022-06-02,17.03877
2022-06-03,17.15628
2022-06-04,4.1128
2022-06-05,3.17273
2022-06-06,5.87544
2022-06-07,29.49471
2022-06-08,25.14688
2022-06-09,17.50881
2022-06-10,16.68625
2022-06-11,7.87309
2022-06-12,5.87544
2022-06-13,33.96004
2022-06-14,37.83783
2022-06-15,29.02467
2022-06-16,36.54524
2022-06-17,28.78965
2022-06-18,6.22796
2022-06-19,10.22326
2022-06-20,30.31727
2022-06-21,24.20681
2022-06-22,22.91421
2022-06-23,20.68155
2022-06-24,17.03877
2022-06-25,5.52291
2022-06-26,4.46533
2022-06-27,17.15628
2022-06-28,19.62397
2022-06-29,20.094
2022-06-30,15.86368
2022-07-01,16.33372
2022-07-02,4.58284
2022-07-03,7.52056
2022-07-04,19.50646
2022-07-05,21.62162
2022-07-06,22.6792
2022-07-07,19.50646
2022-07-08,12.80846
2022-07-09,3.99529
2022-07-10,5.87544
2022-07-11,14.10105
2022-07-12,17.15628
2022-07-13,32.66745
2022-07-14,22.56169
2022-07-15,17.74383
2022-07-16,4.81786
2022-07-17,7.16803
2022-07-18,20.79905
2022-07-19,15.27614
2022-07-20,16.80376
2022-07-21,11.98589
2022-07-22,12.80846
2022-07-23,4.58284
2022-07-24,5.4054
2022-07-25,14.45358
2022-07-26,13.86603
2022-07-27,14.92361
2022-07-28,18.09635
2022-07-29,12.57344
2022-07-30,4.23031
2022-07-31,4.34782
2022-08-01,18.21386
2022-08-02,14.92361
2022-08-03,20.44653
2022-08-04,15.27614
2022-08-05,10.92831
2022-08-06,4.23031
2022-08-07,5.87544
2022-08-08,17.86133
2022-08-09,17.3913
2022-08-10,13.86603
2022-08-11,13.86603
2022-08-12,11.28084
2022-08-13,4.70035
2022-08-14,2.82021
2022-08-15,4.34782
2022-08-16,14.45358
2022-08-17,13.98354
2022-08-18,11.98589
2022-08-19,11.51586
2022-08-20,4.1128
2022-08-21,5.28789
2022-08-22,16.45123
2022-08-23,12.69095
2022-08-24,14.45358
2022-08-25,26.20446
2022-08-26,16.68625
2022-08-27,5.75793
2022-08-28,4.1128
2022-08-29,22.56169
2022-08-30,20.44653
2022-08-31,15.74618
2022-09-01,17.50881
2022-09-02,15.86368
2022-09-03,4.81786
2022-09-04,3.87779
2022-09-05,16.56874
2022-09-06,14.33607
2022-09-07,16.45123
2022-09-08,11.28084
2022-09-09,5.17038
2022-09-10,3.52526
2022-09-11,3.17273
2022-09-12,3.87779
2022-09-13,16.21621
2022-09-14,19.15393
2022-09-15,21.97414
2022-09-16,15.51116
2022-09-17,5.64042
2022-09-18,3.87779
2022-09-19,16.33372
2022-09-20,16.80376
2022-09-21,19.74148
2022-09-22,29.84723
2022-09-23,30.08225
2022-09-24,7.87309
2022-09-25,8.22561
2022-09-26,39.60047
2022-09-27,40.0705
2022-09-28,44.65334
2022-09-29,36.19271
2022-09-30,25.96944
2022-10-01,6.58049
2022-10-02,6.81551
2022-10-03,10.34077
2022-10-04,25.73443
2022-10-05,22.20916
2022-10-06,19.27144
2022-10-07,15.74618
2022-10-08,5.64042
2022-10-09,5.17038
2022-10-10,6.22796
2022-10-11,23.03172
2022-10-12,31.02232
2022-10-13,30.6698
2022-10-14,22.91421
2022-10-15,10.57579
2022-10-16,9.04817
2022-10-17,24.55934
2022-10-18,20.44653
2022-10-19,19.85898
2022-10-20,30.7873
2022-10-21,30.19976
2022-10-22,13.51351
2022-10-23,10.22326
2022-10-24,39.24794
2022-10-25,36.66274
2022-10-26,31.25734
2022-10-27,29.14218
2022-10-28,20.91656
2022-10-29,6.46298
2022-10-30,5.87544
2022-10-31,18.56639
2022-11-01,20.68155
2022-11-02,20.32902
2022-11-03,27.02702
2022-11-04,19.62397
2022-11-05,5.17038
2022-11-06,9.04817
2022-11-07,22.56169
2022-11-08,21.62162
2022-11-09,20.094
2022-11-10,18.56639
2022-11-11,24.0893
2022-11-12,8.57814
2022-11-13,8.22561
2022-11-14,22.6792
2022-11-15,23.97179
2022-11-16,22.32667
2022-11-17,17.62632
2022-11-18,12.33842
2022-11-19,4.34782
2022-11-20,6.698
2022-11-21,19.62397
2022-11-22,16.21621
2022-11-23,15.39365
2022-11-24,21.50411
2022-11-25,15.98119
2022-11-26,5.99294
2022-11-27,6.22796
2022-11-28,16.68625
2022-11-29,17.74383
2022-11-30,16.56874
2022-12-01,18.6839
2022-12-02,14.92361
2022-12-03,4.1128
2022-12-04,7.28554
2022-12-05,19.15393
2022-12-06,16.45123
2022-12-07,14.80611
2022-12-08,13.04347
2022-12-09,10.45828
2022-12-10,6.58049
2022-12-11,6.11045
2022-12-12,14.21856
2022-12-13,20.32902
2022-12-14,16.80376
2022-12-15,14.57109
2022-12-16,15.27614
2022-12-17,5.4054
2022-12-18,6.34547
2022-12-19,17.50881
2022-12-20,20.32902
2022-12-21,17.3913
2022-12-22,14.57109
2022-12-23,15.27614
2022-12-24,7.28554
2022-12-25,8.22561
2022-12-26,18.09635
2022-12-27,14.6886
2022-12-28,13.16098
2022-12-29,18.6839
2022-12-30,10.81081
2022-12-31,6.11045
2023-01-01,8.57814
2023-01-02,21.50411
2023-01-03,23.26674
2023-01-04,17.74383
2023-01-05,19.03642
2023-01-06,13.98354
2023-01-07,8.69565
2023-01-08,8.34312
2023-01-09,18.91891
2023-01-10,16.68625
2023-01-11,21.03407
2023-01-12,19.85898
2023-01-13,22.20916
2023-01-14,8.69565
2023-01-15,8.1081
2023-01-16,24.79435
2023-01-17,19.38895
2023-01-18,23.50176
2023-01-19,21.03407
2023-01-20,14.33607
2023-01-21,8.57814
2023-01-22,4.23031
2023-01-23,7.16803
2023-01-24,6.698
2023-01-25,19.50646
2023-01-26,19.15393
2023-01-27,16.56874
2023-01-28,8.34312
2023-01-29,5.4054
2023-01-30,15.74618
2023-01-31,13.86603
2023-02-01,16.45123
2023-02-02,21.03407
2023-02-03,18.21386
2023-02-04,10.6933
2023-02-05,4.46533
2023-02-06,20.68155
2023-02-07,26.43948
2023-02-08,14.33607
2023-02-09,19.27144
2023-02-10,15.04112
2023-02-11,4.93537
2023-02-12,5.87544
2023-02-13,20.79905
2023-02-14,18.33137
2023-02-15,17.03877
2023-02-16,19.85898
2023-02-17,21.73913
2023-02-18,7.05052
2023-02-19,7.40305
2023-02-20,22.09165
2023-02-21,25.61692
2023-02-22,23.61927
2023-02-23,24.79435
2023-02-24,17.50881
2023-02-25,7.28554
2023-02-26,7.05052
2023-02-27,22.20916
2023-02-28,27.49706
2023-03-01,9.87074
2023-03-02,28.67215
2023-03-03,25.49941
2023-03-04,7.16803
2023-03-05,7.28554
2023-03-06,24.32432
2023-03-07,22.32667
2023-03-08,23.26674
2023-03-09,21.97414
2023-03-10,22.91421
2023-03-11,6.93301
2023-03-12,5.28789
2023-03-13,31.84488
2023-03-14,35.60517
2023-03-15,24.91186
2023-03-16,26.6745
2023-03-17,16.80376
2023-03-18,3.99529
2023-03-19,5.87544
2023-03-20,22.09165
2023-03-21,17.62632
2023-03-22,18.6839
2023-03-23,25.02937
2023-03-24,18.21386
2023-03-25,6.81551
2023-03-26,6.81551
2023-03-27,23.38425
2023-03-28,18.44888
2023-03-29,18.09635
2023-03-30,19.50646
2023-03-31,17.27379
2023-04-01,6.22796
2023-04-02,6.81551
2023-04-03,20.56404
2023-04-04,17.86133
2023-04-05,16.68625
2023-04-06,14.57109
2023-04-07,13.27849
2023-04-08,7.16803
2023-04-09,3.40775
2023-04-10,13.396
2023-04-11,23.03172
2023-04-12,18.33137
2023-04-13,16.68625
2023-04-14,17.27379
2023-04-15,5.75793
2023-04-16,4.58284
2023-04-17,17.74383
2023-04-18,13.63102
2023-04-19,15.39365
2023-04-20,17.50881
2023-04-21,14.21856
2023-04-22,3.05522
2023-04-23,5.28789
2023-04-24,11.98589
2023-04-25,14.21856
2023-04-26,14.45358
2023-04-27,10.45828
2023-04-28,14.10105
2023-04-29,5.17038
2023-04-30,2.58519
2023-05-01,4.81786
2023-05-02,13.396
2023-05-03,11.39835
2023-05-04,13.86603
2023-05-05,5.17038
2023-05-06,4.46533
2023-05-07,3.99529
2023-05-08,17.15628
2023-05-09,13.04347
2023-05-10,11.98589
2023-05-11,11.51586
2023-05-12,8.81316
2023-05-13,3.76028
2023-05-14,3.17273
2023-05-15,12.22091
2023-05-16,10.45828
2023-05-17,9.51821
2023-05-18,11.75088
2023-05-19,16.0987
2023-05-20,4.23031
2023-05-21,3.99529
2023-05-22,11.63337
2023-05-23,14.6886
2023-05-24,16.56874
2023-05-25,26.43948
2023-05-26,23.73678
2023-05-27,6.58049
2023-05-28,6.58049
2023-05-29,9.16568
2023-05-30,28.90716
