date,부동산매매
2020-07-23,67.57215
2020-07-24,63.83701
2020-07-25,55.00848
2020-07-26,58.06451
2020-07-27,79.62648
2020-07-28,80.64516
2020-07-29,71.47707
2020-07-30,81.15449
2020-07-31,61.29032
2020-08-01,69.94906
2020-08-02,62.98811
2020-08-03,69.77928
2020-08-04,74.5331
2020-08-05,68.76061
2020-08-06,65.5348
2020-08-07,58.57385
2020-08-08,53.48047
2020-08-09,54.8387
2020-08-10,70.79796
2020-08-11,74.36332
2020-08-12,60.78098
2020-08-13,62.13921
2020-08-14,53.98981
2020-08-15,44.82173
2020-08-16,47.70797
2020-08-17,57.38539
2020-08-18,66.21392
2020-08-19,59.93208
2020-08-20,63.15789
2020-08-21,69.94906
2020-08-22,64.6859
2020-08-23,67.91171
2020-08-24,72.49575
2020-08-25,61.12054
2020-08-26,55.51782
2020-08-27,61.96943
2020-08-28,55.00848
2020-08-29,64.6859
2020-08-30,61.79966
2020-08-31,66.89303
2020-09-01,60.44142
2020-09-02,67.91171
2020-09-03,58.57385
2020-09-04,51.27334
2020-09-05,49.91511
2020-09-06,62.47877
2020-09-07,81.83361
2020-09-08,64.85568
2020-09-09,58.74363
2020-09-10,56.70628
2020-09-11,55.6876
2020-09-12,57.89473
2020-09-13,55.85738
2020-09-14,73.17487
2020-09-15,69.26994
2020-09-16,66.21392
2020-09-17,60.78098
2020-09-18,55.00848
2020-09-19,51.44312
2020-09-20,54.15959
2020-09-21,59.42275
2020-09-22,62.81833
2020-09-23,56.36672
2020-09-24,55.51782
2020-09-25,43.97283
2020-09-26,43.29371
2020-09-27,54.32937
2020-09-28,59.7623
2020-09-29,45.50084
2020-09-30,39.21901
2020-10-01,41.59592
2020-10-02,56.87606
2020-10-03,56.36672
2020-10-04,55.51782
2020-10-05,66.21392
2020-10-06,60.27164
2020-10-07,65.70458
2020-10-08,55.6876
2020-10-09,55.00848
2020-10-10,59.59252
2020-10-11,71.81663
2020-10-12,70.96774
2020-10-13,74.02376
2020-10-14,73.85398
2020-10-15,66.21392
2020-10-16,50.42444
2020-10-17,50.25466
2020-10-18,65.5348
2020-10-19,80.13582
2020-10-20,65.19524
2020-10-21,73.68421
2020-10-22,66.21392
2020-10-23,58.91341
2020-10-24,49.91511
2020-10-25,55.17826
2020-10-26,62.81833
2020-10-27,66.55348
2020-10-28,69.77928
2020-10-29,63.83701
2020-10-30,56.02716
2020-10-31,49.57555
2020-11-01,58.74363
2020-11-02,65.87436
2020-11-03,67.40237
2020-11-04,55.00848
2020-11-05,59.59252
2020-11-06,64.85568
2020-11-07,46.85908
2020-11-08,48.21731
2020-11-09,78.6078
2020-11-10,62.81833
2020-11-11,68.93039
2020-11-12,63.66723
2020-11-13,62.64855
2020-11-14,53.14091
2020-11-15,60.6112
2020-11-16,76.74023
2020-11-17,90.49235
2020-11-18,81.49405
2020-11-19,85.2292
2020-11-20,74.19354
2020-11-21,68.93039
2020-11-22,64.34634
2020-11-23,80.81494
2020-11-24,70.62818
2020-11-25,74.5331
2020-11-26,76.06112
2020-11-27,68.59083
2020-11-28,53.31069
2020-11-29,55.51782
2020-11-30,73.00509
2020-12-01,60.78098
2020-12-02,68.93039
2020-12-03,64.51612
2020-12-04,57.04584
2020-12-05,57.72495
2020-12-06,66.89303
2020-12-07,74.70288
2020-12-08,70.96774
2020-12-09,70.28862
2020-12-10,64.34634
2020-12-11,77.58913
2020-12-12,57.21561
2020-12-13,64.6859
2020-12-14,80.3056
2020-12-15,64.85568
2020-12-16,68.76061
2020-12-17,74.70288
2020-12-18,72.49575
2020-12-19,56.87606
2020-12-20,59.42275
2020-12-21,68.08149
2020-12-22,76.40067
2020-12-23,66.04414
2020-12-24,57.72495
2020-12-25,51.95246
2020-12-26,61.12054
2020-12-27,67.40237
2020-12-28,73.85398
2020-12-29,74.19354
2020-12-30,68.93039
2020-12-31,57.55517
2021-01-01,56.36672
2021-01-02,66.21392
2021-01-03,65.19524
2021-01-04,79.79626
2021-01-05,71.81663
2021-01-06,70.28862
2021-01-07,67.91171
2021-01-08,65.70458
2021-01-09,60.27164
2021-01-10,63.15789
2021-01-11,84.3803
2021-01-12,81.32427
2021-01-13,73.34465
2021-01-14,86.75721
2021-01-15,85.39898
2021-01-16,77.07979
2021-01-17,63.49745
2021-01-18,81.66383
2021-01-19,80.13582
2021-01-20,71.98641
2021-01-21,74.87266
2021-01-22,73.85398
2021-01-23,67.23259
2021-01-24,78.09847
2021-01-25,85.73853
2021-01-26,73.00509
2021-01-27,85.2292
2021-01-28,68.59083
2021-01-29,65.70458
2021-01-30,58.40407
2021-01-31,70.28862
2021-02-01,75.04244
2021-02-02,76.57045
2021-02-03,81.32427
2021-02-04,74.02376
2021-02-05,69.77928
2021-02-06,79.4567
2021-02-07,76.91001
2021-02-08,80.47538
2021-02-09,62.81833
2021-02-10,63.83701
2021-02-11,50.42444
2021-02-12,56.36672
2021-02-13,60.44142
2021-02-14,79.96604
2021-02-15,89.64346
2021-02-16,76.91001
2021-02-17,65.02546
2021-02-18,75.89134
2021-02-19,73.34465
2021-02-20,68.76061
2021-02-21,74.70288
2021-02-22,100.0
2021-02-23,72.66553
2021-02-24,72.66553
2021-02-25,71.13752
2021-02-26,58.23429
2021-02-27,58.74363
2021-02-28,61.4601
2021-03-01,78.26825
2021-03-02,73.34465
2021-03-03,63.32767
2021-03-04,66.55348
2021-03-05,60.44142
2021-03-06,61.79966
2021-03-07,68.59083
2021-03-08,76.40067
2021-03-09,65.02546
2021-03-10,69.43972
2021-03-11,71.64685
2021-03-12,70.62818
2021-03-13,54.66893
2021-03-14,56.70628
2021-03-15,79.4567
2021-03-16,80.47538
2021-03-17,72.32597
2021-03-18,71.3073
2021-03-19,61.12054
2021-03-20,57.72495
2021-03-21,67.57215
2021-03-22,83.70118
2021-03-23,75.21222
2021-03-24,69.43972
2021-03-25,61.96943
2021-03-26,65.70458
2021-03-27,64.34634
2021-03-28,59.42275
2021-03-29,74.36332
2021-03-30,69.43972
2021-03-31,65.70458
2021-04-01,59.93208
2021-04-02,58.23429
2021-04-03,56.70628
2021-04-04,52.46179
2021-04-05,71.64685
2021-04-06,65.02546
2021-04-07,62.13921
2021-04-08,60.95076
2021-04-09,46.51952
2021-04-10,50.42444
2021-04-11,49.23599
2021-04-12,57.21561
2021-04-13,58.91341
2021-04-14,67.23259
2021-04-15,59.59252
2021-04-16,55.17826
2021-04-17,50.08488
2021-04-18,53.48047
2021-04-19,65.36502
2021-04-20,70.28862
2021-04-21,62.64855
2021-04-22,54.66893
2021-04-23,46.34974
2021-04-24,54.8387
2021-04-25,57.38539
2021-04-26,67.57215
2021-04-27,65.70458
2021-04-28,58.40407
2021-04-29,56.87606
2021-04-30,54.66893
2021-05-01,48.72665
2021-05-02,53.48047
2021-05-03,58.06451
2021-05-04,57.55517
2021-05-05,50.25466
2021-05-06,60.10186
2021-05-07,55.6876
2021-05-08,51.6129
2021-05-09,51.44312
2021-05-10,69.77928
2021-05-11,62.81833
2021-05-12,58.40407
2021-05-13,59.08319
2021-05-14,59.59252
2021-05-15,46.6893
2021-05-16,65.87436
2021-05-17,69.94906
2021-05-18,57.04584
2021-05-19,54.15959
2021-05-20,65.5348
2021-05-21,58.57385
2021-05-22,50.93378
2021-05-23,51.44312
2021-05-24,68.25127
2021-05-25,66.21392
2021-05-26,65.87436
2021-05-27,63.49745
2021-05-28,59.93208
2021-05-29,56.19694
2021-05-30,59.42275
2021-05-31,77.92869
2021-06-01,71.81663
2021-06-02,66.72325
2021-06-03,61.29032
2021-06-04,56.02716
2021-06-05,51.6129
2021-06-06,48.72665
2021-06-07,71.64685
2021-06-08,64.17657
2021-06-09,61.4601
2021-06-10,54.49915
2021-06-11,59.59252
2021-06-12,54.66893
2021-06-13,59.25297
2021-06-14,62.13921
2021-06-15,66.04414
2021-06-16,64.34634
2021-06-17,62.13921
2021-06-18,57.89473
2021-06-19,50.08488
2021-06-20,54.66893
2021-06-21,67.57215
2021-06-22,69.6095
2021-06-23,66.72325
2021-06-24,68.25127
2021-06-25,58.06451
2021-06-26,51.44312
2021-06-27,52.63157
2021-06-28,74.19354
2021-06-29,57.89473
2021-06-30,65.02546
2021-07-01,60.95076
2021-07-02,50.59422
2021-07-03,53.14091
2021-07-04,68.25127
2021-07-05,78.77758
2021-07-06,66.89303
2021-07-07,65.36502
2021-07-08,68.93039
2021-07-09,61.12054
2021-07-10,59.08319
2021-07-11,61.12054
2021-07-12,68.93039
2021-07-13,64.6859
2021-07-14,74.70288
2021-07-15,69.10016
2021-07-16,64.51612
2021-07-17,58.40407
2021-07-18,57.72495
2021-07-19,70.4584
2021-07-20,64.51612
2021-07-21,62.81833
2021-07-22,65.87436
2021-07-23,50.42444
2021-07-24,49.23599
2021-07-25,51.27334
2021-07-26,57.55517
2021-07-27,65.02546
2021-07-28,67.23259
2021-07-29,68.76061
2021-07-30,56.87606
2021-07-31,61.79966
2021-08-01,49.23599
2021-08-02,64.00679
2021-08-03,72.49575
2021-08-04,62.30899
2021-08-05,68.93039
2021-08-06,57.21561
2021-08-07,55.85738
2021-08-08,57.21561
2021-08-09,71.98641
2021-08-10,74.36332
2021-08-11,71.3073
2021-08-12,70.96774
2021-08-13,61.62988
2021-08-14,64.17657
2021-08-15,57.04584
2021-08-16,71.13752
2021-08-17,74.36332
2021-08-18,75.04244
2021-08-19,70.28862
2021-08-20,80.81494
2021-08-21,71.64685
2021-08-22,74.70288
2021-08-23,75.21222
2021-08-24,77.07979
2021-08-25,84.04074
2021-08-26,70.62818
2021-08-27,64.51612
2021-08-28,59.25297
2021-08-29,66.55348
2021-08-30,72.49575
2021-08-31,69.26994
2021-09-01,63.66723
2021-09-02,69.77928
2021-09-03,65.87436
2021-09-04,60.27164
2021-09-05,58.06451
2021-09-06,68.59083
2021-09-07,62.64855
2021-09-08,57.72495
2021-09-09,68.08149
2021-09-10,63.83701
2021-09-11,55.34804
2021-09-12,61.12054
2021-09-13,61.12054
2021-09-14,63.32767
2021-09-15,57.89473
2021-09-16,56.70628
2021-09-17,52.63157
2021-09-18,47.87775
2021-09-19,41.93548
2021-09-20,44.48217
2021-09-21,54.66893
2021-09-22,56.70628
2021-09-23,74.5331
2021-09-24,69.10016
2021-09-25,61.62988
2021-09-26,55.51782
2021-09-27,76.23089
2021-09-28,63.66723
2021-09-29,66.04414
2021-09-30,63.66723
2021-10-01,74.36332
2021-10-02,54.32937
2021-10-03,56.02716
2021-10-04,71.64685
2021-10-05,73.17487
2021-10-06,75.21222
2021-10-07,71.47707
2021-10-08,69.26994
2021-10-09,56.36672
2021-10-10,59.08319
2021-10-11,69.94906
2021-10-12,61.4601
2021-10-13,63.83701
2021-10-14,68.08149
2021-10-15,62.64855
2021-10-16,46.85908
2021-10-17,51.95246
2021-10-18,64.85568
2021-10-19,70.11884
2021-10-20,54.15959
2021-10-21,58.40407
2021-10-22,52.12224
2021-10-23,55.34804
2021-10-24,56.19694
2021-10-25,68.42105
2021-10-26,64.85568
2021-10-27,62.47877
2021-10-28,60.6112
2021-10-29,51.6129
2021-10-30,53.98981
2021-10-31,59.59252
2021-11-01,65.19524
2021-11-02,69.77928
2021-11-03,66.89303
2021-11-04,50.08488
2021-11-05,55.34804
2021-11-06,49.74533
2021-11-07,53.82003
2021-11-08,59.42275
2021-11-09,60.10186
2021-11-10,53.98981
2021-11-11,61.12054
2021-11-12,64.17657
2021-11-13,55.85738
2021-11-14,53.31069
2021-11-15,64.51612
2021-11-16,62.13921
2021-11-17,51.10356
2021-11-18,53.65025
2021-11-19,50.93378
2021-11-20,42.95415
2021-11-21,55.17826
2021-11-22,57.72495
2021-11-23,52.29202
2021-11-24,48.38709
2021-11-25,52.29202
2021-11-26,57.04584
2021-11-27,44.82173
2021-11-28,47.19864
2021-11-29,65.5348
2021-11-30,59.08319
2021-12-01,50.25466
2021-12-02,47.87775
2021-12-03,48.72665
2021-12-04,40.23769
2021-12-05,45.50084
2021-12-06,55.6876
2021-12-07,55.00848
2021-12-08,60.95076
2021-12-09,54.66893
2021-12-10,50.08488
2021-12-11,47.02886
2021-12-12,47.36842
2021-12-13,56.19694
2021-12-14,53.82003
2021-12-15,54.66893
2021-12-16,62.64855
2021-12-17,51.78268
2021-12-18,34.97453
2021-12-19,42.95415
2021-12-20,57.55517
2021-12-21,51.44312
2021-12-22,50.25466
2021-12-23,50.93378
2021-12-24,46.34974
2021-12-25,42.27504
2021-12-26,40.57724
2021-12-27,50.08488
2021-12-28,51.6129
2021-12-29,55.34804
2021-12-30,46.6893
2021-12-31,45.50084
2022-01-01,34.97453
2022-01-02,46.51952
2022-01-03,51.10356
2022-01-04,56.87606
2022-01-05,56.02716
2022-01-06,52.12224
2022-01-07,60.44142
2022-01-08,53.98981
2022-01-09,46.01018
2022-01-10,63.32767
2022-01-11,52.12224
2022-01-12,56.70628
2022-01-13,60.10186
2022-01-14,55.6876
2022-01-15,52.12224
2022-01-16,56.87606
2022-01-17,58.40407
2022-01-18,58.23429
2022-01-19,59.25297
2022-01-20,53.98981
2022-01-21,50.25466
2022-01-22,50.42444
2022-01-23,56.19694
2022-01-24,65.70458
2022-01-25,60.44142
2022-01-26,62.64855
2022-01-27,53.98981
2022-01-28,41.25636
2022-01-29,42.95415
2022-01-30,42.27504
2022-01-31,41.93548
2022-02-01,50.08488
2022-02-02,47.87775
2022-02-03,68.76061
2022-02-04,62.98811
2022-02-05,57.55517
2022-02-06,60.10186
2022-02-07,75.21222
2022-02-08,65.70458
2022-02-09,65.19524
2022-02-10,62.81833
2022-02-11,64.34634
2022-02-12,58.06451
2022-02-13,61.4601
2022-02-14,63.15789
2022-02-15,70.4584
2022-02-16,65.36502
2022-02-17,62.47877
2022-02-18,66.3837
2022-02-19,55.85738
2022-02-20,52.29202
2022-02-21,60.95076
2022-02-22,59.93208
2022-02-23,61.4601
2022-02-24,56.87606
2022-02-25,51.44312
2022-02-26,55.00848
2022-02-27,47.19864
2022-02-28,49.40577
2022-03-01,57.55517
2022-03-02,65.70458
2022-03-03,55.6876
2022-03-04,43.80305
2022-03-05,40.57724
2022-03-06,47.70797
2022-03-07,57.72495
2022-03-08,52.29202
2022-03-09,45.67062
2022-03-10,60.6112
2022-03-11,57.04584
2022-03-12,55.17826
2022-03-13,49.06621
2022-03-14,69.6095
2022-03-15,64.51612
2022-03-16,68.59083
2022-03-17,63.15789
2022-03-18,60.44142
2022-03-19,60.10186
2022-03-20,57.55517
2022-03-21,67.23259
2022-03-22,66.55348
2022-03-23,66.04414
2022-03-24,57.38539
2022-03-25,60.78098
2022-03-26,54.49915
2022-03-27,59.93208
2022-03-28,73.17487
2022-03-29,68.93039
2022-03-30,65.36502
2022-03-31,69.10016
2022-04-01,52.97113
2022-04-02,51.27334
2022-04-03,58.91341
2022-04-04,71.64685
2022-04-05,61.29032
2022-04-06,64.17657
2022-04-07,66.21392
2022-04-08,57.55517
2022-04-09,51.95246
2022-04-10,51.27334
2022-04-11,61.29032
2022-04-12,63.49745
2022-04-13,63.15789
2022-04-14,59.08319
2022-04-15,59.08319
2022-04-16,51.78268
2022-04-17,54.32937
2022-04-18,80.3056
2022-04-19,63.66723
2022-04-20,73.68421
2022-04-21,69.43972
2022-04-22,66.04414
2022-04-23,57.04584
2022-04-24,64.85568
2022-04-25,68.76061
2022-04-26,74.19354
2022-04-27,68.42105
2022-04-28,57.04584
2022-04-29,60.95076
2022-04-30,49.91511
2022-05-01,43.63327
2022-05-02,64.6859
2022-05-03,62.64855
2022-05-04,61.12054
2022-05-05,58.06451
2022-05-06,61.96943
2022-05-07,61.4601
2022-05-08,58.40407
2022-05-09,74.19354
2022-05-10,68.42105
2022-05-11,71.98641
2022-05-12,67.57215
2022-05-13,64.85568
2022-05-14,52.97113
2022-05-15,62.98811
2022-05-16,78.09847
2022-05-17,67.23259
2022-05-18,71.81663
2022-05-19,73.68421
2022-05-20,63.83701
2022-05-21,47.70797
2022-05-22,56.02716
2022-05-23,66.55348
2022-05-24,67.91171
2022-05-25,68.93039
2022-05-26,65.02546
2022-05-27,64.51612
2022-05-28,54.32937
2022-05-29,58.57385
2022-05-30,69.43972
2022-05-31,60.10186
2022-06-01,48.89643
2022-06-02,55.51782
2022-06-03,53.31069
2022-06-04,51.27334
2022-06-05,42.78438
2022-06-06,54.66893
2022-06-07,54.49915
2022-06-08,67.06281
2022-06-09,65.36502
2022-06-10,56.02716
2022-06-11,51.10356
2022-06-12,51.44312
2022-06-13,65.5348
2022-06-14,68.93039
2022-06-15,58.91341
2022-06-16,63.32767
2022-06-17,60.27164
2022-06-18,43.12393
2022-06-19,50.59422
2022-06-20,80.81494
2022-06-21,70.79796
2022-06-22,55.34804
2022-06-23,50.93378
2022-06-24,56.87606
2022-06-25,44.65195
2022-06-26,59.7623
2022-06-27,59.7623
2022-06-28,59.08319
2022-06-29,58.06451
2022-06-30,57.21561
2022-07-01,49.74533
2022-07-02,42.78438
2022-07-03,52.46179
2022-07-04,60.10186
2022-07-05,57.38539
2022-07-06,56.02716
2022-07-07,59.42275
2022-07-08,57.38539
2022-07-09,47.70797
2022-07-10,53.14091
2022-07-11,66.72325
2022-07-12,63.66723
2022-07-13,64.34634
2022-07-14,53.48047
2022-07-15,52.46179
2022-07-16,41.7657
2022-07-17,43.12393
2022-07-18,65.19524
2022-07-19,56.02716
2022-07-20,62.30899
2022-07-21,56.87606
2022-07-22,52.63157
2022-07-23,47.02886
2022-07-24,50.08488
2022-07-25,62.98811
2022-07-26,58.74363
2022-07-27,59.59252
2022-07-28,54.8387
2022-07-29,61.29032
2022-07-30,48.55687
2022-07-31,44.31239
2022-08-01,54.49915
2022-08-02,63.15789
2022-08-03,53.31069
2022-08-04,49.06621
2022-08-05,52.97113
2022-08-06,48.04753
2022-08-07,45.67062
2022-08-08,56.70628
2022-08-09,54.8387
2022-08-10,57.89473
2022-08-11,56.36672
2022-08-12,53.65025
2022-08-13,48.72665
2022-08-14,44.48217
2022-08-15,53.82003
2022-08-16,65.70458
2022-08-17,58.23429
2022-08-18,58.74363
2022-08-19,54.32937
2022-08-20,47.87775
2022-08-21,48.38709
2022-08-22,73.51443
2022-08-23,64.85568
2022-08-24,65.70458
2022-08-25,65.87436
2022-08-26,62.13921
2022-08-27,46.34974
2022-08-28,37.86078
2022-08-29,55.6876
2022-08-30,54.32937
2022-08-31,65.02546
2022-09-01,59.08319
2022-09-02,52.29202
2022-09-03,44.14261
2022-09-04,50.25466
2022-09-05,46.51952
2022-09-06,50.93378
2022-09-07,48.72665
2022-09-08,42.44482
2022-09-09,33.95585
2022-09-10,38.70967
2022-09-11,39.55857
2022-09-12,60.6112
2022-09-13,65.19524
2022-09-14,68.76061
2022-09-15,61.62988
2022-09-16,67.06281
2022-09-17,54.32937
2022-09-18,52.29202
2022-09-19,73.85398
2022-09-20,63.15789
2022-09-21,67.40237
2022-09-22,59.08319
2022-09-23,50.42444
2022-09-24,49.06621
2022-09-25,52.12224
2022-09-26,69.94906
2022-09-27,59.93208
2022-09-28,68.59083
2022-09-29,60.95076
2022-09-30,62.13921
2022-10-01,53.65025
2022-10-02,53.48047
2022-10-03,62.30899
2022-10-04,57.55517
2022-10-05,61.96943
2022-10-06,70.62818
2022-10-07,45.8404
2022-10-08,38.53989
2022-10-09,49.57555
2022-10-10,59.7623
2022-10-11,65.70458
2022-10-12,68.59083
2022-10-13,66.04414
2022-10-14,54.15959
2022-10-15,50.59422
2022-10-16,51.44312
2022-10-17,64.00679
2022-10-18,56.19694
2022-10-19,62.13921
2022-10-20,64.85568
2022-10-21,55.00848
2022-10-22,52.63157
2022-10-23,58.91341
2022-10-24,69.6095
2022-10-25,61.96943
2022-10-26,57.21561
2022-10-27,56.5365
2022-10-28,54.8387
2022-10-29,46.51952
2022-10-30,37.52122
2022-10-31,59.59252
2022-11-01,57.38539
2022-11-02,58.91341
2022-11-03,56.02716
2022-11-04,48.72665
2022-11-05,51.78268
2022-11-06,49.06621
2022-11-07,59.93208
2022-11-08,54.8387
2022-11-09,51.27334
2022-11-10,62.81833
2022-11-11,51.10356
2022-11-12,48.55687
2022-11-13,52.12224
2022-11-14,68.08149
2022-11-15,66.72325
2022-11-16,61.29032
2022-11-17,61.62988
2022-11-18,54.66893
2022-11-19,50.59422
2022-11-20,51.44312
2022-11-21,68.76061
2022-11-22,61.12054
2022-11-23,65.02546
2022-11-24,53.82003
2022-11-25,62.81833
2022-11-26,46.17996
2022-11-27,49.40577
2022-11-28,67.23259
2022-11-29,58.74363
2022-11-30,55.17826
2022-12-01,57.04584
2022-12-02,55.00848
2022-12-03,35.48387
2022-12-04,40.40747
2022-12-05,61.29032
2022-12-06,59.42275
2022-12-07,61.12054
2022-12-08,63.49745
2022-12-09,60.6112
2022-12-10,50.08488
2022-12-11,53.14091
2022-12-12,78.6078
2022-12-13,69.43972
2022-12-14,59.25297
2022-12-15,59.25297
2022-12-16,62.30899
2022-12-17,50.42444
2022-12-18,54.66893
2022-12-19,69.6095
2022-12-20,64.6859
2022-12-21,57.89473
2022-12-22,59.93208
2022-12-23,50.764
2022-12-24,43.63327
2022-12-25,44.48217
2022-12-26,59.7623
2022-12-27,60.78098
2022-12-28,59.25297
2022-12-29,56.87606
2022-12-30,57.72495
2022-12-31,43.80305
2023-01-01,53.65025
2023-01-02,65.36502
2023-01-03,72.32597
2023-01-04,65.87436
2023-01-05,66.3837
2023-01-06,61.62988
2023-01-07,48.72665
2023-01-08,58.74363
2023-01-09,66.72325
2023-01-10,67.74193
2023-01-11,75.89134
2023-01-12,59.93208
2023-01-13,60.27164
2023-01-14,52.63157
2023-01-15,50.59422
2023-01-16,71.13752
2023-01-17,67.40237
2023-01-18,59.93208
2023-01-19,57.89473
2023-01-20,50.08488
2023-01-21,44.99151
2023-01-22,44.48217
2023-01-23,62.64855
2023-01-24,75.89134
2023-01-25,72.32597
2023-01-26,73.00509
2023-01-27,71.98641
2023-01-28,64.51612
2023-01-29,61.12054
2023-01-30,90.83191
2023-01-31,76.57045
2023-02-01,78.43803
2023-02-02,76.91001
2023-02-03,77.24957
2023-02-04,58.06451
2023-02-05,69.94906
2023-02-06,86.58743
2023-02-07,82.51273
2023-02-08,76.40067
2023-02-09,85.90831
2023-02-10,78.94736
2023-02-11,55.51782
2023-02-12,67.74193
2023-02-13,79.11714
2023-02-14,77.24957
2023-02-15,76.23089
2023-02-16,75.21222
2023-02-17,68.59083
2023-02-18,61.79966
2023-02-19,67.23259
2023-02-20,74.02376
2023-02-21,77.41935
2023-02-22,71.3073
2023-02-23,69.26994
2023-02-24,69.43972
2023-02-25,58.57385
2023-02-26,68.93039
2023-02-27,68.25127
2023-02-28,66.21392
2023-03-01,59.7623
2023-03-02,67.06281
2023-03-03,67.74193
2023-03-04,58.57385
2023-03-05,60.10186
2023-03-06,78.26825
2023-03-07,78.26825
2023-03-08,71.98641
2023-03-09,68.42105
2023-03-10,62.47877
2023-03-11,52.12224
2023-03-12,58.23429
2023-03-13,73.00509
2023-03-14,69.26994
2023-03-15,65.5348
2023-03-16,65.87436
2023-03-17,59.93208
2023-03-18,44.48217
2023-03-19,52.63157
2023-03-20,71.3073
2023-03-21,72.49575
2023-03-22,72.32597
2023-03-23,71.81663
2023-03-24,55.85738
2023-03-25,58.57385
2023-03-26,57.38539
2023-03-27,74.19354
2023-03-28,66.72325
2023-03-29,63.32767
2023-03-30,64.17657
2023-03-31,62.98811
2023-04-01,52.97113
2023-04-02,50.764
2023-04-03,64.17657
2023-04-04,73.00509
2023-04-05,64.6859
2023-04-06,58.40407
2023-04-07,58.91341
2023-04-08,57.89473
2023-04-09,55.00848
2023-04-10,80.81494
2023-04-11,68.25127
2023-04-12,63.66723
2023-04-13,59.59252
2023-04-14,59.7623
2023-04-15,63.32767
2023-04-16,54.8387
2023-04-17,79.62648
2023-04-18,74.19354
2023-04-19,65.19524
2023-04-20,71.98641
2023-04-21,65.36502
2023-04-22,59.42275
2023-04-23,58.91341
2023-04-24,79.28692
2023-04-25,72.49575
2023-04-26,65.70458
2023-04-27,64.85568
2023-04-28,61.4601
2023-04-29,55.17826
2023-04-30,54.32937
2023-05-01,69.6095
2023-05-02,67.91171
2023-05-03,60.44142
2023-05-04,72.66553
2023-05-05,56.87606
2023-05-06,54.66893
2023-05-07,57.89473
2023-05-08,69.10016
2023-05-09,75.04244
2023-05-10,60.44142
2023-05-11,57.72495
2023-05-12,56.02716
2023-05-13,57.55517
2023-05-14,45.50084
2023-05-15,70.28862
2023-05-16,61.79966
2023-05-17,66.55348
2023-05-18,58.91341
2023-05-19,58.06451
2023-05-20,44.14261
2023-05-21,52.12224
2023-05-22,71.3073
2023-05-23,66.55348
2023-05-24,58.06451
2023-05-25,55.85738
2023-05-26,48.72665
2023-05-27,44.31239
2023-05-28,48.21731
