date,아이폰매입
2021-02-01,30.07915
2021-02-02,36.67546
2021-02-03,40.10554
2021-02-04,31.66226
2021-02-05,38.52242
2021-02-06,32.45382
2021-02-07,25.59366
2021-02-08,44.85488
2021-02-09,26.64907
2021-02-10,37.20316
2021-02-11,19.52506
2021-02-12,14.77572
2021-02-13,27.70448
2021-02-14,27.17678
2021-02-15,37.99472
2021-02-16,41.16094
2021-02-17,34.82849
2021-02-18,38.78627
2021-02-19,34.03693
2021-02-20,17.41424
2021-02-21,21.37203
2021-02-22,27.70448
2021-02-23,32.98153
2021-02-24,29.28759
2021-02-25,29.8153
2021-02-26,26.12137
2021-02-27,20.31662
2021-02-28,17.94195
2021-03-01,25.06596
2021-03-02,33.24538
2021-03-03,32.45382
2021-03-04,24.53825
2021-03-05,22.16358
2021-03-06,21.10817
2021-03-07,17.41424
2021-03-08,22.69129
2021-03-09,27.44063
2021-03-10,26.12137
2021-03-11,25.59366
2021-03-12,28.75989
2021-03-13,20.58047
2021-03-14,21.10817
2021-03-15,26.64907
2021-03-16,24.80211
2021-03-17,23.21899
2021-03-18,20.05277
2021-03-19,20.05277
2021-03-20,22.69129
2021-03-21,21.37203
2021-03-22,25.59366
2021-03-23,25.59366
2021-03-24,25.85751
2021-03-25,20.05277
2021-03-26,19.78891
2021-03-27,16.09498
2021-03-28,17.94195
2021-03-29,26.38522
2021-03-30,30.343
2021-03-31,19.78891
2021-04-01,21.63588
2021-04-02,21.63588
2021-04-03,11.34564
2021-04-04,12.92875
2021-04-05,30.343
2021-04-06,23.21899
2021-04-07,24.80211
2021-04-08,24.80211
2021-04-09,21.37203
2021-04-10,20.58047
2021-04-11,21.89973
2021-04-12,27.17678
2021-04-13,24.53825
2021-04-14,18.46965
2021-04-15,22.42744
2021-04-16,23.7467
2021-04-17,18.46965
2021-04-18,11.08179
2021-04-19,23.7467
2021-04-20,21.37203
2021-04-21,23.7467
2021-04-22,20.84432
2021-04-23,20.84432
2021-04-24,20.84432
2021-04-25,16.62269
2021-04-26,31.39841
2021-04-27,30.60686
2021-04-28,27.17678
2021-04-29,22.95514
2021-04-30,27.44063
2021-05-01,18.46965
2021-05-02,20.05277
2021-05-03,26.38522
2021-05-04,27.17678
2021-05-05,19.78891
2021-05-06,25.32981
2021-05-07,18.46965
2021-05-08,21.63588
2021-05-09,21.63588
2021-05-10,27.17678
2021-05-11,24.53825
2021-05-12,21.10817
2021-05-13,24.01055
2021-05-14,22.69129
2021-05-15,10.55408
2021-05-16,17.6781
2021-05-17,22.16358
2021-05-18,30.343
2021-05-19,15.83113
2021-05-20,26.12137
2021-05-21,21.89973
2021-05-22,22.69129
2021-05-23,21.37203
2021-05-24,22.95514
2021-05-25,24.80211
2021-05-26,28.75989
2021-05-27,30.343
2021-05-28,24.53825
2021-05-29,20.58047
2021-05-30,18.46965
2021-05-31,18.99736
2021-06-01,23.21899
2021-06-02,25.32981
2021-06-03,18.7335
2021-06-04,22.69129
2021-06-05,9.76253
2021-06-06,14.24802
2021-06-07,22.16358
2021-06-08,22.42744
2021-06-09,20.05277
2021-06-10,18.2058
2021-06-11,19.26121
2021-06-12,15.30343
2021-06-13,13.19261
2021-06-14,24.53825
2021-06-15,21.37203
2021-06-16,23.7467
2021-06-17,16.88654
2021-06-18,17.6781
2021-06-19,11.08179
2021-06-20,11.87335
2021-06-21,20.05277
2021-06-22,15.83113
2021-06-23,21.10817
2021-06-24,16.62269
2021-06-25,21.89973
2021-06-26,11.60949
2021-06-27,14.24802
2021-06-28,20.58047
2021-06-29,15.83113
2021-06-30,20.05277
2021-07-01,17.15039
2021-07-02,16.62269
2021-07-03,18.7335
2021-07-04,12.1372
2021-07-05,22.69129
2021-07-06,16.09498
2021-07-07,18.99736
2021-07-08,21.10817
2021-07-09,16.09498
2021-07-10,16.35883
2021-07-11,14.24802
2021-07-12,21.37203
2021-07-13,19.78891
2021-07-14,15.56728
2021-07-15,21.89973
2021-07-16,13.45646
2021-07-17,17.41424
2021-07-18,16.09498
2021-07-19,22.42744
2021-07-20,20.58047
2021-07-21,24.80211
2021-07-22,14.77572
2021-07-23,22.69129
2021-07-24,13.72031
2021-07-25,13.72031
2021-07-26,16.35883
2021-07-27,20.58047
2021-07-28,23.21899
2021-07-29,17.41424
2021-07-30,16.62269
2021-07-31,15.03957
2021-08-01,16.35883
2021-08-02,14.24802
2021-08-03,19.26121
2021-08-04,25.06596
2021-08-05,19.78891
2021-08-06,16.88654
2021-08-07,20.31662
2021-08-08,14.77572
2021-08-09,20.84432
2021-08-10,18.46965
2021-08-11,24.80211
2021-08-12,22.42744
2021-08-13,19.78891
2021-08-14,14.51187
2021-08-15,15.83113
2021-08-16,18.2058
2021-08-17,30.87071
2021-08-18,30.07915
2021-08-19,28.49604
2021-08-20,29.55145
2021-08-21,19.26121
2021-08-22,23.7467
2021-08-23,33.77308
2021-08-24,27.96833
2021-08-25,35.62005
2021-08-26,24.80211
2021-08-27,25.85751
2021-08-28,24.53825
2021-08-29,26.64907
2021-08-30,35.8839
2021-08-31,32.45382
2021-09-01,33.50923
2021-09-02,30.07915
2021-09-03,24.80211
2021-09-04,22.16358
2021-09-05,17.94195
2021-09-06,26.91292
2021-09-07,30.60686
2021-09-08,30.87071
2021-09-09,21.10817
2021-09-10,25.32981
2021-09-11,13.45646
2021-09-12,20.84432
2021-09-13,25.32981
2021-09-14,28.75989
2021-09-15,53.562
2021-09-16,27.96833
2021-09-17,25.59366
2021-09-18,22.69129
2021-09-19,19.52506
2021-09-20,11.08179
2021-09-21,11.08179
2021-09-22,23.7467
2021-09-23,38.25857
2021-09-24,37.20316
2021-09-25,27.96833
2021-09-26,24.2744
2021-09-27,34.30079
2021-09-28,37.99472
2021-09-29,25.06596
2021-09-30,36.14775
2021-10-01,61.21372
2021-10-02,28.75989
2021-10-03,27.44063
2021-10-04,32.45382
2021-10-05,37.20316
2021-10-06,47.4934
2021-10-07,31.66226
2021-10-08,66.49076
2021-10-09,61.21372
2021-10-10,40.63324
2021-10-11,40.36939
2021-10-12,50.92348
2021-10-13,49.86807
2021-10-14,47.75725
2021-10-15,49.60422
2021-10-16,40.63324
2021-10-17,31.13456
2021-10-18,50.65963
2021-10-19,48.28496
2021-10-20,44.32717
2021-10-21,47.75725
2021-10-22,40.36939
2021-10-23,31.92612
2021-10-24,35.3562
2021-10-25,48.81266
2021-10-26,46.96569
2021-10-27,49.34036
2021-10-28,36.14775
2021-10-29,37.99472
2021-10-30,30.87071
2021-10-31,25.59366
2021-11-01,39.84168
2021-11-02,36.93931
2021-11-03,40.63324
2021-11-04,41.16094
2021-11-05,37.46701
2021-11-06,38.78627
2021-11-07,31.13456
2021-11-08,27.96833
2021-11-09,29.55145
2021-11-10,34.30079
2021-11-11,35.09234
2021-11-12,27.70448
2021-11-13,29.02374
2021-11-14,26.12137
2021-11-15,32.98153
2021-11-16,40.36939
2021-11-17,37.46701
2021-11-18,28.23218
2021-11-19,33.24538
2021-11-20,24.2744
2021-11-21,27.44063
2021-11-22,32.71767
2021-11-23,39.05013
2021-11-24,23.48284
2021-11-25,29.55145
2021-11-26,25.59366
2021-11-27,22.42744
2021-11-28,18.7335
2021-11-29,29.02374
2021-11-30,26.38522
2021-12-01,22.69129
2021-12-02,28.75989
2021-12-03,21.89973
2021-12-04,18.99736
2021-12-05,24.01055
2021-12-06,22.95514
2021-12-07,22.95514
2021-12-08,22.95514
2021-12-09,27.44063
2021-12-10,23.48284
2021-12-11,24.2744
2021-12-12,14.24802
2021-12-13,28.23218
2021-12-14,25.59366
2021-12-15,28.75989
2021-12-16,24.53825
2021-12-17,24.01055
2021-12-18,15.30343
2021-12-19,23.21899
2021-12-20,28.75989
2021-12-21,25.85751
2021-12-22,26.12137
2021-12-23,24.53825
2021-12-24,20.84432
2021-12-25,13.45646
2021-12-26,22.95514
2021-12-27,22.95514
2021-12-28,33.50923
2021-12-29,21.63588
2021-12-30,29.02374
2021-12-31,17.41424
2022-01-01,21.89973
2022-01-02,22.42744
2022-01-03,26.64907
2022-01-04,26.38522
2022-01-05,27.44063
2022-01-06,28.49604
2022-01-07,26.91292
2022-01-08,20.58047
2022-01-09,21.10817
2022-01-10,34.30079
2022-01-11,26.64907
2022-01-12,18.2058
2022-01-13,17.6781
2022-01-14,25.59366
2022-01-15,19.78891
2022-01-16,20.58047
2022-01-17,28.23218
2022-01-18,23.21899
2022-01-19,18.99736
2022-01-20,21.63588
2022-01-21,21.63588
2022-01-22,13.45646
2022-01-23,19.26121
2022-01-24,18.99736
2022-01-25,18.7335
2022-01-26,21.89973
2022-01-27,20.58047
2022-01-28,18.7335
2022-01-29,16.09498
2022-01-30,9.76253
2022-01-31,12.40105
2022-02-01,10.02638
2022-02-02,17.94195
2022-02-03,26.91292
2022-02-04,16.62269
2022-02-05,20.31662
2022-02-06,20.05277
2022-02-07,24.53825
2022-02-08,20.05277
2022-02-09,22.16358
2022-02-10,20.84432
2022-02-11,19.78891
2022-02-12,17.15039
2022-02-13,13.72031
2022-02-14,27.17678
2022-02-15,29.8153
2022-02-16,19.78891
2022-02-17,21.89973
2022-02-18,24.01055
2022-02-19,16.09498
2022-02-20,19.26121
2022-02-21,24.01055
2022-02-22,21.89973
2022-02-23,20.58047
2022-02-24,20.58047
2022-02-25,22.95514
2022-02-26,19.78891
2022-02-27,16.35883
2022-02-28,24.80211
2022-03-01,13.72031
2022-03-02,21.37203
2022-03-03,16.35883
2022-03-04,16.88654
2022-03-05,24.2744
2022-03-06,18.2058
2022-03-07,19.26121
2022-03-08,17.41424
2022-03-09,18.46965
2022-03-10,21.10817
2022-03-11,17.15039
2022-03-12,13.45646
2022-03-13,17.94195
2022-03-14,22.95514
2022-03-15,20.05277
2022-03-16,16.88654
2022-03-17,21.37203
2022-03-18,20.84432
2022-03-19,15.56728
2022-03-20,16.09498
2022-03-21,23.7467
2022-03-22,20.58047
2022-03-23,17.6781
2022-03-24,19.26121
2022-03-25,20.84432
2022-03-26,14.77572
2022-03-27,16.09498
2022-03-28,21.10817
2022-03-29,20.31662
2022-03-30,24.01055
2022-03-31,21.89973
2022-04-01,22.69129
2022-04-02,18.2058
2022-04-03,14.24802
2022-04-04,20.58047
2022-04-05,20.58047
2022-04-06,22.16358
2022-04-07,14.51187
2022-04-08,19.26121
2022-04-09,14.24802
2022-04-10,10.02638
2022-04-11,21.63588
2022-04-12,20.84432
2022-04-13,15.83113
2022-04-14,16.09498
2022-04-15,15.83113
2022-04-16,15.83113
2022-04-17,9.49868
2022-04-18,19.52506
2022-04-19,17.15039
2022-04-20,15.83113
2022-04-21,18.99736
2022-04-22,13.19261
2022-04-23,15.03957
2022-04-24,13.98416
2022-04-25,12.6649
2022-04-26,15.03957
2022-04-27,12.6649
2022-04-28,17.15039
2022-04-29,17.6781
2022-04-30,12.92875
2022-05-01,8.97097
2022-05-02,19.78891
2022-05-03,20.58047
2022-05-04,25.59366
2022-05-05,25.06596
2022-05-06,29.02374
2022-05-07,24.80211
2022-05-08,24.01055
2022-05-09,27.96833
2022-05-10,26.12137
2022-05-11,29.28759
2022-05-12,28.49604
2022-05-13,25.06596
2022-05-14,29.28759
2022-05-15,25.85751
2022-05-16,27.96833
2022-05-17,35.8839
2022-05-18,27.44063
2022-05-19,29.28759
2022-05-20,23.48284
2022-05-21,26.38522
2022-05-22,24.01055
2022-05-23,27.96833
2022-05-24,29.02374
2022-05-25,29.8153
2022-05-26,28.49604
2022-05-27,29.55145
2022-05-28,27.44063
2022-05-29,30.07915
2022-05-30,24.01055
2022-05-31,25.59366
2022-06-01,24.01055
2022-06-02,27.70448
2022-06-03,20.58047
2022-06-04,20.05277
2022-06-05,13.72031
2022-06-06,18.2058
2022-06-07,22.42744
2022-06-08,23.7467
2022-06-09,26.91292
2022-06-10,20.05277
2022-06-11,16.09498
2022-06-12,17.94195
2022-06-13,22.95514
2022-06-14,22.16358
2022-06-15,21.10817
2022-06-16,24.2744
2022-06-17,20.31662
2022-06-18,17.41424
2022-06-19,21.63588
2022-06-20,26.91292
2022-06-21,18.7335
2022-06-22,17.6781
2022-06-23,15.30343
2022-06-24,17.41424
2022-06-25,16.09498
2022-06-26,18.2058
2022-06-27,21.89973
2022-06-28,20.31662
2022-06-29,18.46965
2022-06-30,16.09498
2022-07-01,20.84432
2022-07-02,18.7335
2022-07-03,8.97097
2022-07-04,13.72031
2022-07-05,19.26121
2022-07-06,17.15039
2022-07-07,18.2058
2022-07-08,18.99736
2022-07-09,15.83113
2022-07-10,15.56728
2022-07-11,20.31662
2022-07-12,21.89973
2022-07-13,19.26121
2022-07-14,14.24802
2022-07-15,18.7335
2022-07-16,14.77572
2022-07-17,10.29023
2022-07-18,20.05277
2022-07-19,17.94195
2022-07-20,16.62269
2022-07-21,21.89973
2022-07-22,18.7335
2022-07-23,14.51187
2022-07-24,15.03957
2022-07-25,22.95514
2022-07-26,19.78891
2022-07-27,12.92875
2022-07-28,15.30343
2022-07-29,16.88654
2022-07-30,11.34564
2022-07-31,8.97097
2022-08-01,16.62269
2022-08-02,17.94195
2022-08-03,22.42744
2022-08-04,17.41424
2022-08-05,14.77572
2022-08-06,13.19261
2022-08-07,7.12401
2022-08-08,16.09498
2022-08-09,17.6781
2022-08-10,17.94195
2022-08-11,22.16358
2022-08-12,16.09498
2022-08-13,15.56728
2022-08-14,11.08179
2022-08-15,8.97097
2022-08-16,30.60686
2022-08-17,28.49604
2022-08-18,22.95514
2022-08-19,21.10817
2022-08-20,11.87335
2022-08-21,15.83113
2022-08-22,24.2744
2022-08-23,24.01055
2022-08-24,24.80211
2022-08-25,19.52506
2022-08-26,20.05277
2022-08-27,12.92875
2022-08-28,13.45646
2022-08-29,20.31662
2022-08-30,17.6781
2022-08-31,19.78891
2022-09-01,21.37203
2022-09-02,16.09498
2022-09-03,14.24802
2022-09-04,12.1372
2022-09-05,17.41424
2022-09-06,17.15039
2022-09-07,17.6781
2022-09-08,45.38258
2022-09-09,17.94195
2022-09-10,15.56728
2022-09-11,23.48284
2022-09-12,30.343
2022-09-13,29.8153
2022-09-14,28.23218
2022-09-15,30.87071
2022-09-16,23.7467
2022-09-17,22.42744
2022-09-18,20.58047
2022-09-19,19.26121
2022-09-20,22.42744
2022-09-21,20.58047
2022-09-22,17.94195
2022-09-23,17.94195
2022-09-24,17.41424
2022-09-25,15.56728
2022-09-26,24.01055
2022-09-27,29.28759
2022-09-28,24.80211
2022-09-29,30.343
2022-09-30,50.92348
2022-10-01,31.13456
2022-10-02,23.48284
2022-10-03,24.53825
2022-10-04,47.75725
2022-10-05,33.50923
2022-10-06,48.28496
2022-10-07,72.29551
2022-10-08,53.29815
2022-10-09,39.05013
2022-10-10,45.64643
2022-10-11,67.01846
2022-10-12,49.07651
2022-10-13,51.45118
2022-10-14,38.52242
2022-10-15,40.36939
2022-10-16,27.17678
2022-10-17,49.07651
2022-10-18,50.92348
2022-10-19,51.18733
2022-10-20,41.16094
2022-10-21,38.25857
2022-10-22,42.48021
2022-10-23,29.02374
2022-10-24,50.65963
2022-10-25,42.48021
2022-10-26,49.34036
2022-10-27,49.60422
2022-10-28,48.81266
2022-10-29,45.91029
2022-10-30,20.84432
2022-10-31,39.31398
2022-11-01,48.81266
2022-11-02,51.97889
2022-11-03,46.70184
2022-11-04,27.96833
2022-11-05,30.07915
2022-11-06,29.8153
2022-11-07,47.4934
2022-11-08,31.39841
2022-11-09,38.25857
2022-11-10,38.25857
2022-11-11,33.24538
2022-11-12,31.39841
2022-11-13,27.44063
2022-11-14,35.3562
2022-11-15,28.49604
2022-11-16,31.66226
2022-11-17,33.77308
2022-11-18,22.69129
2022-11-19,17.15039
2022-11-20,16.35883
2022-11-21,29.28759
2022-11-22,30.60686
2022-11-23,21.89973
2022-11-24,28.23218
2022-11-25,24.80211
2022-11-26,16.88654
2022-11-27,18.7335
2022-11-28,23.7467
2022-11-29,25.85751
2022-11-30,22.16358
2022-12-01,30.87071
2022-12-02,20.58047
2022-12-03,15.30343
2022-12-04,17.15039
2022-12-05,22.69129
2022-12-06,24.53825
2022-12-07,27.44063
2022-12-08,23.48284
2022-12-09,26.38522
2022-12-10,18.2058
2022-12-11,23.21899
2022-12-12,29.8153
2022-12-13,26.91292
2022-12-14,24.2744
2022-12-15,19.26121
2022-12-16,26.38522
2022-12-17,18.7335
2022-12-18,16.88654
2022-12-19,30.87071
2022-12-20,22.69129
2022-12-21,18.99736
2022-12-22,17.94195
2022-12-23,18.7335
2022-12-24,21.63588
2022-12-25,14.24802
2022-12-26,24.01055
2022-12-27,35.3562
2022-12-28,32.18997
2022-12-29,20.58047
2022-12-30,25.06596
2022-12-31,16.62269
2023-01-01,12.40105
2023-01-02,34.03693
2023-01-03,30.60686
2023-01-04,27.17678
2023-01-05,27.44063
2023-01-06,27.96833
2023-01-07,23.21899
2023-01-08,26.64907
2023-01-09,22.42744
2023-01-10,29.02374
2023-01-11,24.01055
2023-01-12,26.91292
2023-01-13,31.39841
2023-01-14,25.32981
2023-01-15,17.41424
2023-01-16,32.98153
2023-01-17,26.91292
2023-01-18,23.21899
2023-01-19,24.53825
2023-01-20,24.01055
2023-01-21,15.83113
2023-01-22,12.40105
2023-01-23,19.52506
2023-01-24,26.12137
2023-01-25,32.18997
2023-01-26,27.70448
2023-01-27,27.70448
2023-01-28,22.42744
2023-01-29,22.69129
2023-01-30,34.03693
2023-01-31,35.3562
2023-02-01,26.12137
2023-02-02,30.60686
2023-02-03,28.23218
2023-02-04,21.10817
2023-02-05,22.16358
2023-02-06,24.80211
2023-02-07,22.16358
2023-02-08,31.66226
2023-02-09,33.50923
2023-02-10,27.44063
2023-02-11,20.05277
2023-02-12,18.99736
2023-02-13,26.91292
2023-02-14,29.55145
2023-02-15,28.49604
2023-02-16,23.21899
2023-02-17,28.23218
2023-02-18,19.52506
2023-02-19,19.78891
2023-02-20,31.13456
2023-02-21,27.96833
2023-02-22,25.59366
2023-02-23,23.7467
2023-02-24,29.28759
2023-02-25,24.01055
2023-02-26,17.41424
2023-02-27,19.78891
2023-02-28,19.26121
2023-03-01,19.26121
2023-03-02,19.52506
2023-03-03,18.46965
2023-03-04,17.6781
2023-03-05,16.62269
2023-03-06,22.95514
2023-03-07,21.10817
2023-03-08,18.46965
2023-03-09,16.62269
2023-03-10,18.46965
2023-03-11,13.98416
2023-03-12,16.35883
2023-03-13,23.48284
2023-03-14,28.49604
2023-03-15,18.99736
2023-03-16,19.78891
2023-03-17,17.15039
2023-03-18,12.40105
2023-03-19,12.40105
2023-03-20,20.05277
2023-03-21,19.26121
2023-03-22,13.72031
2023-03-23,17.6781
2023-03-24,14.51187
2023-03-25,14.77572
2023-03-26,15.56728
2023-03-27,19.52506
2023-03-28,21.89973
2023-03-29,20.84432
2023-03-30,20.05277
2023-03-31,12.40105
2023-04-01,14.77572
2023-04-02,10.02638
2023-04-03,22.16358
2023-04-04,16.88654
2023-04-05,13.19261
2023-04-06,16.35883
2023-04-07,18.7335
2023-04-08,13.98416
2023-04-09,11.34564
2023-04-10,19.78891
2023-04-11,17.6781
2023-04-12,21.37203
2023-04-13,15.83113
2023-04-14,15.56728
2023-04-15,12.6649
2023-04-16,14.24802
2023-04-17,27.17678
2023-04-18,14.24802
2023-04-19,21.63588
2023-04-20,13.98416
2023-04-21,19.26121
2023-04-22,16.62269
2023-04-23,9.76253
2023-04-24,21.89973
2023-04-25,18.99736
2023-04-26,19.26121
2023-04-27,22.69129
2023-04-28,17.41424
2023-04-29,9.76253
2023-04-30,12.1372
2023-05-01,16.35883
2023-05-02,19.26121
2023-05-03,18.99736
2023-05-04,16.88654
2023-05-05,8.70712
2023-05-06,13.72031
2023-05-07,9.49868
2023-05-08,16.09498
2023-05-09,17.41424
2023-05-10,17.15039
2023-05-11,21.37203
2023-05-12,22.42744
2023-05-13,19.52506
2023-05-14,10.02638
2023-05-15,21.89973
2023-05-16,16.88654
2023-05-17,21.10817
2023-05-18,23.48284
2023-05-19,21.89973
2023-05-20,11.87335
2023-05-21,15.83113
2023-05-22,17.94195
2023-05-23,17.6781
2023-05-24,19.52506
2023-05-25,21.89973
2023-05-26,16.62269
2023-05-27,12.6649
2023-05-28,8.97097
