date,아이폰매입
2023-05-29,13.98416
2023-05-30,19.26121
2023-05-31,21.37203
2023-06-01,16.09498
2023-06-02,17.6781
2023-06-03,17.41424
2023-06-04,17.15039
2023-06-05,15.03957
2023-06-06,10.81794
2023-06-07,16.62269
2023-06-08,14.24802
2023-06-09,14.24802
2023-06-10,15.30343
2023-06-11,11.87335
2023-06-12,22.95514
2023-06-13,20.58047
2023-06-14,15.56728
2023-06-15,20.31662
2023-06-16,17.6781
2023-06-17,13.19261
2023-06-18,13.19261
2023-06-19,23.7467
2023-06-20,20.05277
2023-06-21,15.30343
2023-06-22,16.35883
2023-06-23,17.41424
2023-06-24,10.81794
2023-06-25,11.34564
2023-06-26,21.63588
2023-06-27,17.41424
2023-06-28,19.78891
2023-06-29,16.09498
2023-06-30,23.7467
2023-07-01,13.98416
2023-07-02,19.26121
2023-07-03,18.2058
2023-07-04,11.34564
2023-07-05,23.48284
2023-07-06,26.38522
2023-07-07,22.42744
2023-07-08,18.99736
2023-07-09,23.7467
2023-07-10,26.91292
2023-07-11,24.80211
2023-07-12,32.71767
2023-07-13,53.82585
2023-07-14,25.59366
2023-07-15,20.84432
2023-07-16,24.53825
2023-07-17,29.55145
2023-07-18,30.87071
2023-07-19,29.28759
2023-07-20,31.13456
2023-07-21,26.12137
2023-07-22,18.2058
2023-07-23,22.42744
2023-07-24,30.87071
2023-07-25,33.50923
2023-07-26,31.39841
2023-07-27,39.31398
2023-07-28,26.64907
2023-07-29,24.01055
2023-07-30,23.21899
2023-07-31,30.343
2023-08-01,30.87071
2023-08-02,31.92612
2023-08-03,30.343
2023-08-04,26.38522
2023-08-05,21.10817
2023-08-06,22.69129
2023-08-07,41.9525
2023-08-08,30.87071
2023-08-09,31.92612
2023-08-10,32.71767
2023-08-11,28.75989
2023-08-12,24.01055
2023-08-13,24.80211
2023-08-14,32.98153
2023-08-15,32.71767
2023-08-16,31.39841
2023-08-17,31.39841
2023-08-18,26.64907
2023-08-19,23.21899
2023-08-20,22.42744
2023-08-21,30.60686
2023-08-22,36.4116
2023-08-23,33.24538
2023-08-24,31.66226
2023-08-25,25.59366
2023-08-26,26.38522
2023-08-27,24.2744
2023-08-28,32.18997
2023-08-29,22.69129
2023-08-30,33.77308
2023-08-31,24.80211
2023-09-01,21.63588
2023-09-02,22.95514
2023-09-03,19.78891
2023-09-04,31.92612
2023-09-05,36.93931
2023-09-06,27.44063
2023-09-07,22.42744
2023-09-08,17.6781
2023-09-09,21.10817
2023-09-10,21.63588
2023-09-11,26.38522
2023-09-12,31.13456
2023-09-13,56.20052
2023-09-14,41.16094
2023-09-15,31.39841
2023-09-16,20.58047
2023-09-17,21.89973
2023-09-18,35.8839
2023-09-19,23.21899
2023-09-20,28.23218
2023-09-21,25.59366
2023-09-22,27.96833
2023-09-23,20.84432
2023-09-24,18.2058
2023-09-25,30.07915
2023-09-26,29.8153
2023-09-27,19.26121
2023-09-28,15.83113
2023-09-29,18.99736
2023-09-30,12.6649
2023-10-01,16.62269
2023-10-02,18.7335
2023-10-03,21.63588
2023-10-04,42.74406
2023-10-05,46.43799
2023-10-06,72.29551
2023-10-07,31.13456
2023-10-08,31.66226
2023-10-09,23.21899
2023-10-10,51.71503
2023-10-11,43.00791
2023-10-12,49.60422
2023-10-13,85.48812
2023-10-14,78.36411
2023-10-15,65.96306
2023-10-16,77.83641
2023-10-17,74.14248
2023-10-18,70.44854
2023-10-19,84.96042
2023-10-20,78.62796
2023-10-21,51.18733
2023-10-22,44.85488
2023-10-23,82.32189
2023-10-24,78.10026
2023-10-25,86.54353
2023-10-26,72.03166
2023-10-27,68.07387
2023-10-28,46.43799
2023-10-29,47.4934
2023-10-30,55.40897
2023-10-31,60.15831
2023-11-01,61.47757
2023-11-02,52.24274
2023-11-03,44.32717
2023-11-04,40.10554
2023-11-05,39.57783
2023-11-06,54.35356
2023-11-07,53.82585
2023-11-08,43.27176
2023-11-09,50.39577
2023-11-10,40.36939
2023-11-11,32.98153
2023-11-12,35.62005
2023-11-13,46.43799
2023-11-14,38.78627
2023-11-15,35.09234
2023-11-16,27.70448
2023-11-17,30.60686
2023-11-18,27.17678
2023-11-19,26.91292
2023-11-20,32.98153
2023-11-21,29.28759
2023-11-22,41.16094
2023-11-23,36.14775
2023-11-24,32.98153
2023-11-25,27.70448
2023-11-26,29.55145
2023-11-27,45.38258
2023-11-28,36.67546
2023-11-29,32.18997
2023-11-30,26.12137
2023-12-01,28.49604
2023-12-02,26.91292
2023-12-03,20.58047
2023-12-04,35.09234
2023-12-05,31.66226
2023-12-06,33.50923
2023-12-07,45.64643
2023-12-08,38.25857
2023-12-09,43.27176
2023-12-10,30.343
2023-12-11,45.38258
2023-12-12,36.67546
2023-12-13,43.00791
2023-12-14,34.82849
2023-12-15,43.27176
2023-12-16,36.93931
2023-12-17,27.96833
2023-12-18,39.84168
2023-12-19,53.0343
2023-12-20,47.75725
2023-12-21,46.17414
2023-12-22,35.09234
2023-12-23,32.45382
2023-12-24,25.32981
2023-12-25,29.55145
2023-12-26,42.21635
2023-12-27,45.11873
2023-12-28,36.93931
2023-12-29,36.67546
2023-12-30,32.98153
2023-12-31,27.96833
2024-01-01,32.18997
2024-01-02,51.97889
2024-01-03,50.13192
2024-01-04,48.28496
2024-01-05,39.57783
2024-01-06,34.30079
2024-01-07,38.25857
2024-01-08,34.82849
2024-01-09,34.30079
2024-01-10,30.87071
2024-01-11,34.03693
2024-01-12,34.82849
2024-01-13,30.07915
2024-01-14,28.23218
2024-01-15,37.46701
2024-01-16,50.92348
2024-01-17,42.21635
2024-01-18,54.35356
2024-01-19,59.89445
2024-01-20,50.92348
2024-01-21,45.91029
2024-01-22,42.21635
2024-01-23,47.75725
2024-01-24,45.11873
2024-01-25,47.4934
2024-01-26,62.00527
2024-01-27,57.78364
2024-01-28,45.11873
2024-01-29,62.79683
2024-01-30,49.07651
2024-01-31,47.4934
2024-02-01,55.67282
2024-02-02,56.99208
2024-02-03,33.24538
2024-02-04,37.73087
2024-02-05,57.25593
2024-02-06,52.77044
2024-02-07,52.24274
2024-02-08,52.50659
2024-02-09,38.52242
2024-02-10,23.48284
2024-02-11,46.70184
2024-02-12,58.04749
2024-02-13,62.26912
2024-02-14,47.75725
2024-02-15,51.97889
2024-02-16,43.79947
2024-02-17,45.11873
2024-02-18,43.79947
2024-02-19,49.86807
2024-02-20,48.54881
2024-02-21,50.92348
2024-02-22,51.71503
2024-02-23,49.60422
2024-02-24,32.98153
2024-02-25,33.50923
2024-02-26,45.64643
2024-02-27,43.79947
2024-02-28,44.85488
2024-02-29,40.89709
2024-03-01,36.14775
2024-03-02,51.97889
2024-03-03,46.70184
2024-03-04,53.29815
2024-03-05,38.25857
2024-03-06,41.16094
2024-03-07,44.06332
2024-03-08,36.93931
2024-03-09,32.18997
2024-03-10,30.87071
2024-03-11,43.53562
2024-03-12,38.78627
2024-03-13,35.3562
2024-03-14,43.53562
2024-03-15,37.20316
2024-03-16,37.99472
2024-03-17,33.77308
2024-03-18,40.63324
2024-03-19,40.63324
2024-03-20,39.05013
