date,3D프린터가격
2020-07-31,12.15277
2020-08-01,8.33333
2020-08-02,10.41666
2020-08-03,9.375
2020-08-04,15.27777
2020-08-05,17.36111
2020-08-06,15.97222
2020-08-07,15.27777
2020-08-08,9.02777
2020-08-09,11.80555
2020-08-10,15.625
2020-08-11,15.27777
2020-08-12,15.27777
2020-08-13,11.80555
2020-08-14,20.13888
2020-08-15,12.15277
2020-08-16,14.23611
2020-08-17,9.375
2020-08-18,13.19444
2020-08-19,13.54166
2020-08-20,14.58333
2020-08-21,9.375
2020-08-22,7.63888
2020-08-23,9.375
2020-08-24,17.01388
2020-08-25,10.76388
2020-08-26,11.11111
2020-08-27,9.72222
2020-08-28,7.29166
2020-08-29,3.47222
2020-08-30,11.45833
2020-08-31,13.88888
2020-09-01,12.5
2020-09-02,10.76388
2020-09-03,14.58333
2020-09-04,10.76388
2020-09-05,10.06944
2020-09-06,5.90277
2020-09-07,13.54166
2020-09-08,15.625
2020-09-09,12.15277
2020-09-10,11.45833
2020-09-11,16.31944
2020-09-12,10.41666
2020-09-13,4.51388
2020-09-14,13.19444
2020-09-15,15.97222
2020-09-16,15.97222
2020-09-17,12.15277
2020-09-18,13.88888
2020-09-19,5.20833
2020-09-20,6.94444
2020-09-21,11.11111
2020-09-22,13.54166
2020-09-23,12.15277
2020-09-24,11.80555
2020-09-25,11.45833
2020-09-26,6.94444
2020-09-27,7.98611
2020-09-28,17.70833
2020-09-29,9.02777
2020-09-30,10.41666
2020-10-01,5.90277
2020-10-02,6.25
2020-10-03,6.25
2020-10-04,10.76388
2020-10-05,12.5
2020-10-06,13.54166
2020-10-07,11.80555
2020-10-08,14.58333
2020-10-09,10.76388
2020-10-10,6.94444
2020-10-11,12.84722
2020-10-12,14.23611
2020-10-13,15.625
2020-10-14,17.70833
2020-10-15,14.58333
2020-10-16,14.23611
2020-10-17,10.06944
2020-10-18,11.45833
2020-10-19,11.11111
2020-10-20,12.84722
2020-10-21,17.36111
2020-10-22,15.625
2020-10-23,13.54166
2020-10-24,6.59722
2020-10-25,7.98611
2020-10-26,16.31944
2020-10-27,18.05555
2020-10-28,17.01388
2020-10-29,17.36111
2020-10-30,12.5
2020-10-31,7.63888
2020-11-01,8.33333
2020-11-02,11.11111
2020-11-03,9.375
2020-11-04,11.80555
2020-11-05,12.5
2020-11-06,13.88888
2020-11-07,10.06944
2020-11-08,11.45833
2020-11-09,17.36111
2020-11-10,14.23611
2020-11-11,17.01388
2020-11-12,15.27777
2020-11-13,18.40277
2020-11-14,9.72222
2020-11-15,10.41666
2020-11-16,18.75
2020-11-17,20.83333
2020-11-18,26.04166
2020-11-19,28.81944
2020-11-20,17.36111
2020-11-21,17.70833
2020-11-22,17.70833
2020-11-23,19.09722
2020-11-24,18.05555
2020-11-25,13.54166
2020-11-26,19.79166
2020-11-27,13.54166
2020-11-28,10.76388
2020-11-29,17.36111
2020-11-30,15.625
2020-12-01,17.70833
2020-12-02,17.70833
2020-12-03,18.40277
2020-12-04,18.75
2020-12-05,11.80555
2020-12-06,15.625
2020-12-07,20.83333
2020-12-08,18.40277
2020-12-09,28.47222
2020-12-10,25.34722
2020-12-11,22.22222
2020-12-12,13.54166
2020-12-13,15.625
2020-12-14,19.44444
2020-12-15,21.875
2020-12-16,22.56944
2020-12-17,22.22222
2020-12-18,24.65277
2020-12-19,15.27777
2020-12-20,23.61111
2020-12-21,18.40277
2020-12-22,27.43055
2020-12-23,27.08333
2020-12-24,18.75
2020-12-25,23.26388
2020-12-26,22.22222
2020-12-27,44.79166
2020-12-28,26.73611
2020-12-29,22.22222
2020-12-30,19.09722
2020-12-31,17.01388
2021-01-01,14.58333
2021-01-02,11.11111
2021-01-03,21.18055
2021-01-04,16.31944
2021-01-05,20.83333
2021-01-06,15.97222
2021-01-07,21.52777
2021-01-08,15.625
2021-01-09,16.31944
2021-01-10,11.11111
2021-01-11,15.97222
2021-01-12,11.80555
2021-01-13,14.93055
2021-01-14,24.30555
2021-01-15,15.625
2021-01-16,12.5
2021-01-17,15.27777
2021-01-18,17.01388
2021-01-19,13.88888
2021-01-20,23.26388
2021-01-21,20.13888
2021-01-22,17.36111
2021-01-23,22.56944
2021-01-24,12.84722
2021-01-25,22.22222
2021-01-26,13.88888
2021-01-27,18.05555
2021-01-28,13.88888
2021-01-29,17.01388
2021-01-30,10.76388
2021-01-31,16.66666
2021-02-01,15.97222
2021-02-02,17.36111
2021-02-03,19.09722
2021-02-04,18.05555
2021-02-05,19.79166
2021-02-06,15.97222
2021-02-07,22.22222
2021-02-08,17.01388
2021-02-09,17.36111
2021-02-10,13.54166
2021-02-11,14.93055
2021-02-12,12.84722
2021-02-13,9.72222
2021-02-14,14.23611
2021-02-15,18.40277
2021-02-16,23.61111
2021-02-17,18.40277
2021-02-18,11.80555
2021-02-19,17.01388
2021-02-20,16.31944
2021-02-21,20.13888
2021-02-22,16.31944
2021-02-23,14.58333
2021-02-24,18.75
2021-02-25,17.70833
2021-02-26,10.76388
2021-02-27,10.76388
2021-02-28,11.11111
2021-03-01,12.5
2021-03-02,20.13888
2021-03-03,11.80555
2021-03-04,24.30555
2021-03-05,13.19444
2021-03-06,11.45833
2021-03-07,13.54166
2021-03-08,17.70833
2021-03-09,26.38888
2021-03-10,14.23611
2021-03-11,17.01388
2021-03-12,21.18055
2021-03-13,15.27777
2021-03-14,11.11111
2021-03-15,16.66666
2021-03-16,18.05555
2021-03-17,17.01388
2021-03-18,19.44444
2021-03-19,15.27777
2021-03-20,17.36111
2021-03-21,12.5
2021-03-22,24.30555
2021-03-23,17.36111
2021-03-24,18.40277
2021-03-25,23.61111
2021-03-26,15.625
2021-03-27,17.36111
2021-03-28,16.31944
2021-03-29,10.06944
2021-03-30,22.56944
2021-03-31,18.40277
2021-04-01,12.84722
2021-04-02,19.79166
2021-04-03,15.27777
2021-04-04,18.05555
2021-04-05,13.88888
2021-04-06,21.18055
2021-04-07,21.875
2021-04-08,18.05555
2021-04-09,18.40277
2021-04-10,9.72222
2021-04-11,13.88888
2021-04-12,18.75
2021-04-13,17.70833
2021-04-14,14.58333
2021-04-15,21.875
2021-04-16,23.61111
2021-04-17,12.15277
2021-04-18,12.5
2021-04-19,21.52777
2021-04-20,21.875
2021-04-21,25.69444
2021-04-22,31.59722
2021-04-23,24.30555
2021-04-24,19.44444
2021-04-25,17.01388
2021-04-26,19.09722
2021-04-27,22.56944
2021-04-28,22.91666
2021-04-29,24.30555
2021-04-30,26.04166
2021-05-01,23.61111
2021-05-02,16.66666
2021-05-03,26.73611
2021-05-04,29.16666
2021-05-05,21.52777
2021-05-06,25.34722
2021-05-07,23.95833
2021-05-08,33.68055
2021-05-09,26.04166
2021-05-10,23.95833
2021-05-11,25.69444
2021-05-12,25.69444
2021-05-13,28.81944
2021-05-14,22.91666
2021-05-15,20.83333
2021-05-16,24.30555
2021-05-17,21.875
2021-05-18,27.08333
2021-05-19,19.09722
2021-05-20,30.20833
2021-05-21,23.95833
2021-05-22,21.52777
2021-05-23,20.83333
2021-05-24,28.81944
2021-05-25,22.22222
2021-05-26,20.13888
2021-05-27,22.22222
2021-05-28,20.83333
2021-05-29,17.36111
2021-05-30,28.47222
2021-05-31,37.5
2021-06-01,28.47222
2021-06-02,23.61111
2021-06-03,25.69444
2021-06-04,22.56944
2021-06-05,21.875
2021-06-06,18.05555
2021-06-07,29.16666
2021-06-08,21.18055
2021-06-09,22.91666
2021-06-10,17.36111
2021-06-11,18.40277
2021-06-12,20.13888
2021-06-13,19.44444
2021-06-14,23.61111
2021-06-15,23.61111
2021-06-16,21.52777
2021-06-17,17.70833
2021-06-18,12.84722
2021-06-19,12.15277
2021-06-20,18.40277
2021-06-21,14.23611
2021-06-22,15.27777
2021-06-23,23.61111
2021-06-24,19.44444
2021-06-25,19.44444
2021-06-26,11.45833
2021-06-27,17.36111
2021-06-28,12.84722
2021-06-29,18.75
2021-06-30,14.93055
2021-07-01,22.22222
2021-07-02,18.05555
2021-07-03,16.66666
2021-07-04,16.66666
2021-07-05,18.40277
2021-07-06,25.0
2021-07-07,21.52777
2021-07-08,14.58333
2021-07-09,19.44444
2021-07-10,15.97222
2021-07-11,18.40277
2021-07-12,25.34722
2021-07-13,21.18055
2021-07-14,22.22222
2021-07-15,20.48611
2021-07-16,24.65277
2021-07-17,10.06944
2021-07-18,17.01388
2021-07-19,19.09722
2021-07-20,25.34722
2021-07-21,25.0
2021-07-22,21.18055
2021-07-23,20.13888
2021-07-24,16.66666
2021-07-25,18.05555
2021-07-26,14.23611
2021-07-27,21.875
2021-07-28,18.40277
2021-07-29,25.69444
2021-07-30,18.40277
2021-07-31,22.91666
2021-08-01,13.88888
2021-08-02,17.36111
2021-08-03,23.26388
2021-08-04,16.31944
2021-08-05,21.52777
2021-08-06,18.40277
2021-08-07,15.97222
2021-08-08,15.27777
2021-08-09,20.13888
2021-08-10,19.09722
2021-08-11,21.18055
2021-08-12,24.30555
2021-08-13,19.79166
2021-08-14,15.97222
2021-08-15,9.02777
2021-08-16,19.09722
2021-08-17,17.36111
2021-08-18,21.52777
2021-08-19,22.56944
2021-08-20,22.22222
2021-08-21,22.56944
2021-08-22,19.79166
2021-08-23,30.20833
2021-08-24,28.81944
2021-08-25,31.25
2021-08-26,28.81944
2021-08-27,26.38888
2021-08-28,23.61111
2021-08-29,21.52777
2021-08-30,32.63888
2021-08-31,27.08333
2021-09-01,25.34722
2021-09-02,18.05555
2021-09-03,26.38888
2021-09-04,23.95833
2021-09-05,19.09722
2021-09-06,22.22222
2021-09-07,22.91666
2021-09-08,19.09722
2021-09-09,23.95833
2021-09-10,15.97222
2021-09-11,12.15277
2021-09-12,14.58333
2021-09-13,28.47222
2021-09-14,29.51388
2021-09-15,27.43055
2021-09-16,33.33333
2021-09-17,18.75
2021-09-18,16.66666
2021-09-19,13.19444
2021-09-20,16.31944
2021-09-21,12.5
2021-09-22,19.09722
2021-09-23,27.43055
2021-09-24,18.40277
2021-09-25,18.75
2021-09-26,20.13888
2021-09-27,20.13888
2021-09-28,23.26388
2021-09-29,29.86111
2021-09-30,23.61111
2021-10-01,14.58333
2021-10-02,15.625
2021-10-03,12.84722
2021-10-04,16.31944
2021-10-05,16.31944
2021-10-06,19.09722
2021-10-07,22.91666
2021-10-08,16.31944
2021-10-09,15.625
2021-10-10,12.5
2021-10-11,19.79166
2021-10-12,19.44444
2021-10-13,19.09722
2021-10-14,20.48611
2021-10-15,15.27777
2021-10-16,11.80555
2021-10-17,13.19444
2021-10-18,14.23611
2021-10-19,12.5
2021-10-20,22.91666
2021-10-21,15.97222
2021-10-22,15.27777
2021-10-23,14.93055
2021-10-24,16.31944
2021-10-25,19.44444
2021-10-26,18.05555
2021-10-27,15.97222
2021-10-28,17.01388
2021-10-29,22.91666
2021-10-30,12.84722
2021-10-31,19.44444
2021-11-01,18.05555
2021-11-02,14.58333
2021-11-03,25.69444
2021-11-04,20.48611
2021-11-05,19.79166
2021-11-06,12.5
2021-11-07,12.84722
2021-11-08,17.70833
2021-11-09,16.31944
2021-11-10,17.01388
2021-11-11,14.93055
2021-11-12,15.625
2021-11-13,10.76388
2021-11-14,12.84722
2021-11-15,14.23611
2021-11-16,20.13888
2021-11-17,13.88888
2021-11-18,15.625
2021-11-19,14.23611
2021-11-20,13.54166
2021-11-21,17.36111
2021-11-22,14.23611
2021-11-23,21.52777
2021-11-24,15.97222
2021-11-25,15.27777
2021-11-26,16.31944
2021-11-27,8.33333
2021-11-28,6.25
2021-11-29,11.45833
2021-11-30,18.75
2021-12-01,19.44444
2021-12-02,24.65277
2021-12-03,19.44444
2021-12-04,14.93055
2021-12-05,20.48611
2021-12-06,15.27777
2021-12-07,19.09722
2021-12-08,29.86111
2021-12-09,34.375
2021-12-10,27.43055
2021-12-11,21.52777
2021-12-12,14.23611
2021-12-13,17.36111
2021-12-14,27.08333
2021-12-15,16.66666
2021-12-16,17.36111
2021-12-17,11.80555
2021-12-18,17.01388
2021-12-19,12.15277
2021-12-20,19.44444
2021-12-21,16.31944
2021-12-22,10.76388
2021-12-23,20.83333
2021-12-24,9.02777
2021-12-25,8.33333
2021-12-26,10.41666
2021-12-27,12.84722
2021-12-28,14.23611
2021-12-29,15.27777
2021-12-30,6.59722
2021-12-31,10.41666
2022-01-01,6.94444
2022-01-02,13.54166
2022-01-03,14.58333
2022-01-04,9.72222
2022-01-05,13.19444
2022-01-06,14.93055
2022-01-07,11.11111
2022-01-08,9.02777
2022-01-09,9.72222
2022-01-10,11.80555
2022-01-11,9.375
2022-01-12,14.93055
2022-01-13,10.41666
2022-01-14,12.15277
2022-01-15,6.94444
2022-01-16,6.94444
2022-01-17,18.75
2022-01-18,12.15277
2022-01-19,10.41666
2022-01-20,8.68055
2022-01-21,12.5
2022-01-22,8.68055
2022-01-23,9.02777
2022-01-24,10.76388
2022-01-25,14.23611
2022-01-26,14.93055
2022-01-27,12.84722
2022-01-28,13.54166
2022-01-29,4.51388
2022-01-30,6.94444
2022-01-31,6.25
2022-02-01,18.40277
2022-02-02,12.5
2022-02-03,11.80555
2022-02-04,14.93055
2022-02-05,10.76388
2022-02-06,9.375
2022-02-07,13.88888
2022-02-08,13.88888
2022-02-09,11.11111
2022-02-10,18.05555
2022-02-11,13.19444
2022-02-12,15.97222
2022-02-13,5.90277
2022-02-14,18.05555
2022-02-15,17.01388
2022-02-16,15.97222
2022-02-17,12.15277
2022-02-18,15.625
2022-02-19,9.375
2022-02-20,7.63888
2022-02-21,11.11111
2022-02-22,11.80555
2022-02-23,11.80555
2022-02-24,15.625
2022-02-25,19.79166
2022-02-26,6.59722
2022-02-27,10.41666
2022-02-28,12.5
2022-03-01,6.59722
2022-03-02,13.54166
2022-03-03,17.01388
2022-03-04,14.58333
2022-03-05,17.01388
2022-03-06,15.27777
2022-03-07,16.31944
2022-03-08,15.625
2022-03-09,13.54166
2022-03-10,18.05555
2022-03-11,14.93055
2022-03-12,4.86111
2022-03-13,10.06944
2022-03-14,14.23611
2022-03-15,18.75
2022-03-16,17.01388
2022-03-17,15.625
2022-03-18,22.22222
2022-03-19,13.54166
2022-03-20,14.23611
2022-03-21,15.97222
2022-03-22,20.83333
2022-03-23,15.27777
2022-03-24,21.875
2022-03-25,15.625
2022-03-26,9.375
2022-03-27,15.625
2022-03-28,14.58333
2022-03-29,16.66666
2022-03-30,21.52777
2022-03-31,20.13888
2022-04-01,11.45833
2022-04-02,14.58333
2022-04-03,9.72222
2022-04-04,16.66666
2022-04-05,12.84722
2022-04-06,14.93055
2022-04-07,22.56944
2022-04-08,14.58333
2022-04-09,9.02777
2022-04-10,15.97222
2022-04-11,13.19444
2022-04-12,15.625
2022-04-13,18.40277
2022-04-14,19.09722
2022-04-15,19.44444
2022-04-16,11.11111
2022-04-17,10.06944
2022-04-18,12.15277
2022-04-19,22.22222
2022-04-20,18.05555
2022-04-21,19.09722
2022-04-22,15.625
2022-04-23,15.97222
2022-04-24,17.01388
2022-04-25,21.52777
2022-04-26,17.01388
2022-04-27,18.05555
2022-04-28,22.22222
2022-04-29,17.01388
2022-04-30,12.15277
2022-05-01,19.79166
2022-05-02,17.36111
2022-05-03,19.44444
2022-05-04,16.66666
2022-05-05,11.45833
2022-05-06,9.375
2022-05-07,13.54166
2022-05-08,15.97222
2022-05-09,22.91666
2022-05-10,21.18055
2022-05-11,20.13888
2022-05-12,23.61111
2022-05-13,17.70833
2022-05-14,14.58333
2022-05-15,12.15277
2022-05-16,18.75
2022-05-17,16.31944
2022-05-18,17.70833
2022-05-19,12.5
2022-05-20,12.84722
2022-05-21,5.20833
2022-05-22,13.88888
2022-05-23,11.11111
2022-05-24,15.27777
2022-05-25,12.5
2022-05-26,10.76388
2022-05-27,16.31944
2022-05-28,9.02777
2022-05-29,5.55555
2022-05-30,16.66666
2022-05-31,10.06944
2022-06-01,4.86111
2022-06-02,9.72222
2022-06-03,9.72222
2022-06-04,8.68055
2022-06-05,9.72222
2022-06-06,9.02777
2022-06-07,10.06944
2022-06-08,10.41666
2022-06-09,17.70833
2022-06-10,12.5
2022-06-11,10.41666
2022-06-12,6.59722
2022-06-13,10.76388
2022-06-14,12.5
2022-06-15,13.88888
2022-06-16,7.63888
2022-06-17,11.45833
2022-06-18,5.55555
2022-06-19,14.23611
2022-06-20,11.11111
2022-06-21,17.70833
2022-06-22,11.80555
2022-06-23,11.45833
2022-06-24,11.45833
2022-06-25,13.19444
2022-06-26,9.02777
2022-06-27,7.98611
2022-06-28,13.19444
2022-06-29,12.5
2022-06-30,14.58333
2022-07-01,11.11111
2022-07-02,11.80555
2022-07-03,10.41666
2022-07-04,11.80555
2022-07-05,13.88888
2022-07-06,14.93055
2022-07-07,15.27777
2022-07-08,56.59722
2022-07-09,29.51388
2022-07-10,21.875
2022-07-11,27.08333
2022-07-12,21.18055
2022-07-13,19.09722
2022-07-14,18.75
2022-07-15,16.31944
2022-07-16,10.41666
2022-07-17,11.45833
2022-07-18,16.31944
2022-07-19,15.625
2022-07-20,19.79166
2022-07-21,12.15277
2022-07-22,19.44444
2022-07-23,12.15277
2022-07-24,13.88888
2022-07-25,14.23611
2022-07-26,23.26388
2022-07-27,19.44444
2022-07-28,18.40277
2022-07-29,14.93055
2022-07-30,13.54166
2022-07-31,13.19444
2022-08-01,20.83333
2022-08-02,20.13888
2022-08-03,18.40277
2022-08-04,18.40277
2022-08-05,13.19444
2022-08-06,15.97222
2022-08-07,12.84722
2022-08-08,19.09722
2022-08-09,14.58333
2022-08-10,15.625
2022-08-11,17.01388
2022-08-12,18.05555
2022-08-13,12.84722
2022-08-14,11.45833
2022-08-15,15.97222
2022-08-16,17.36111
2022-08-17,18.40277
2022-08-18,12.15277
2022-08-19,14.93055
2022-08-20,10.06944
2022-08-21,9.72222
2022-08-22,12.15277
2022-08-23,13.19444
2022-08-24,14.23611
2022-08-25,16.31944
2022-08-26,12.15277
2022-08-27,14.23611
2022-08-28,14.23611
2022-08-29,15.97222
2022-08-30,19.09722
2022-08-31,15.625
2022-09-01,19.79166
2022-09-02,20.83333
2022-09-03,13.54166
2022-09-04,13.19444
2022-09-05,16.66666
2022-09-06,14.58333
2022-09-07,18.05555
2022-09-08,14.58333
2022-09-09,13.54166
2022-09-10,13.54166
2022-09-11,9.02777
2022-09-12,10.06944
2022-09-13,18.40277
2022-09-14,20.83333
2022-09-15,17.01388
2022-09-16,15.27777
2022-09-17,14.23611
2022-09-18,17.36111
2022-09-19,18.40277
2022-09-20,17.01388
2022-09-21,17.01388
2022-09-22,17.70833
2022-09-23,17.36111
2022-09-24,16.66666
2022-09-25,15.97222
2022-09-26,18.40277
2022-09-27,21.18055
2022-09-28,16.66666
2022-09-29,18.40277
2022-09-30,13.54166
2022-10-01,12.15277
2022-10-02,12.5
2022-10-03,14.58333
2022-10-04,16.31944
2022-10-05,17.36111
2022-10-06,17.01388
2022-10-07,12.5
2022-10-08,14.93055
2022-10-09,12.15277
2022-10-10,14.93055
2022-10-11,14.93055
2022-10-12,12.5
2022-10-13,19.79166
2022-10-14,17.01388
2022-10-15,10.06944
2022-10-16,13.88888
2022-10-17,12.5
2022-10-18,18.75
2022-10-19,16.31944
2022-10-20,19.44444
2022-10-21,14.23611
2022-10-22,9.375
2022-10-23,7.98611
2022-10-24,17.70833
2022-10-25,10.41666
2022-10-26,12.15277
2022-10-27,19.44444
2022-10-28,12.84722
2022-10-29,11.80555
2022-10-30,14.58333
2022-10-31,14.23611
2022-11-01,17.01388
2022-11-02,12.84722
2022-11-03,17.70833
2022-11-04,9.72222
2022-11-05,9.72222
2022-11-06,9.72222
2022-11-07,13.54166
2022-11-08,14.93055
2022-11-09,19.09722
2022-11-10,11.11111
2022-11-11,9.375
2022-11-12,8.33333
2022-11-13,9.72222
2022-11-14,11.80555
2022-11-15,9.72222
2022-11-16,14.58333
2022-11-17,14.23611
2022-11-18,21.875
2022-11-19,11.45833
2022-11-20,15.27777
2022-11-21,21.52777
2022-11-22,11.80555
2022-11-23,20.13888
2022-11-24,14.23611
2022-11-25,16.66666
2022-11-26,10.41666
2022-11-27,11.11111
2022-11-28,16.66666
2022-11-29,16.31944
2022-11-30,16.66666
2022-12-01,11.80555
2022-12-02,15.625
2022-12-03,9.02777
2022-12-04,7.98611
2022-12-05,9.72222
2022-12-06,12.15277
2022-12-07,11.11111
2022-12-08,13.54166
2022-12-09,10.41666
2022-12-10,7.63888
2022-12-11,7.63888
2022-12-12,11.80555
2022-12-13,10.06944
2022-12-14,10.41666
2022-12-15,8.33333
2022-12-16,8.33333
2022-12-17,7.63888
2022-12-18,8.68055
2022-12-19,18.75
2022-12-20,21.52777
2022-12-21,8.68055
2022-12-22,10.06944
2022-12-23,10.41666
2022-12-24,10.76388
2022-12-25,5.90277
2022-12-26,6.94444
2022-12-27,9.375
2022-12-28,12.15277
2022-12-29,6.59722
2022-12-30,13.88888
2022-12-31,7.63888
2023-01-01,11.80555
2023-01-02,15.625
2023-01-03,20.83333
2023-01-04,23.26388
2023-01-05,19.79166
2023-01-06,17.01388
2023-01-07,12.5
2023-01-08,13.19444
2023-01-09,14.58333
2023-01-10,17.01388
2023-01-11,7.63888
2023-01-12,14.93055
2023-01-13,11.45833
2023-01-14,8.33333
2023-01-15,10.06944
2023-01-16,11.80555
2023-01-17,10.41666
2023-01-18,11.45833
2023-01-19,10.76388
2023-01-20,11.11111
2023-01-21,8.68055
2023-01-22,5.55555
2023-01-23,11.11111
2023-01-24,9.72222
2023-01-25,18.05555
2023-01-26,13.88888
2023-01-27,13.88888
2023-01-28,7.98611
2023-01-29,5.20833
2023-01-30,9.72222
2023-01-31,9.02777
2023-02-01,12.15277
2023-02-02,9.375
2023-02-03,15.27777
2023-02-04,6.59722
2023-02-05,9.02777
2023-02-06,13.88888
2023-02-07,10.76388
2023-02-08,10.06944
2023-02-09,12.15277
2023-02-10,11.45833
2023-02-11,6.59722
2023-02-12,8.33333
2023-02-13,15.625
2023-02-14,13.54166
2023-02-15,13.88888
2023-02-16,13.88888
2023-02-17,12.15277
2023-02-18,5.90277
2023-02-19,8.33333
2023-02-20,12.84722
2023-02-21,16.66666
2023-02-22,15.97222
2023-02-23,15.27777
2023-02-24,14.93055
2023-02-25,9.02777
2023-02-26,7.29166
2023-02-27,10.41666
2023-02-28,14.23611
2023-03-01,13.88888
2023-03-02,13.54166
2023-03-03,14.23611
2023-03-04,10.76388
2023-03-05,10.76388
2023-03-06,18.40277
2023-03-07,23.95833
2023-03-08,23.95833
2023-03-09,21.875
2023-03-10,21.875
2023-03-11,16.31944
2023-03-12,18.75
2023-03-13,25.69444
2023-03-14,26.38888
2023-03-15,24.65277
2023-03-16,20.13888
2023-03-17,24.65277
2023-03-18,25.34722
2023-03-19,24.65277
2023-03-20,28.81944
2023-03-21,20.13888
2023-03-22,21.875
2023-03-23,31.59722
2023-03-24,31.94444
2023-03-25,15.27777
2023-03-26,17.36111
2023-03-27,27.77777
2023-03-28,26.04166
2023-03-29,26.38888
2023-03-30,20.48611
2023-03-31,18.40277
2023-04-01,10.06944
2023-04-02,9.02777
2023-04-03,21.18055
2023-04-04,15.625
2023-04-05,18.75
2023-04-06,24.65277
2023-04-07,21.875
2023-04-08,13.54166
2023-04-09,11.80555
2023-04-10,19.79166
2023-04-11,17.01388
2023-04-12,10.76388
2023-04-13,15.625
2023-04-14,10.76388
2023-04-15,11.45833
2023-04-16,13.19444
2023-04-17,18.40277
2023-04-18,22.91666
2023-04-19,19.79166
2023-04-20,15.27777
2023-04-21,13.54166
2023-04-22,8.33333
2023-04-23,9.02777
2023-04-24,15.27777
2023-04-25,17.36111
2023-04-26,12.84722
2023-04-27,18.40277
2023-04-28,16.31944
2023-04-29,10.41666
2023-04-30,9.02777
2023-05-01,12.15277
2023-05-02,15.625
2023-05-03,18.75
2023-05-04,17.70833
2023-05-05,10.41666
2023-05-06,13.54166
2023-05-07,10.76388
2023-05-08,13.19444
2023-05-09,18.75
2023-05-10,13.88888
2023-05-11,15.625
2023-05-12,14.58333
2023-05-13,7.98611
2023-05-14,9.72222
2023-05-15,12.15277
2023-05-16,15.27777
2023-05-17,15.625
2023-05-18,14.93055
2023-05-19,16.31944
2023-05-20,7.98611
2023-05-21,15.27777
2023-05-22,20.83333
2023-05-23,20.13888
2023-05-24,17.36111
2023-05-25,21.52777
2023-05-26,13.88888
2023-05-27,12.84722
2023-05-28,10.41666
2023-05-29,17.01388
2023-05-30,19.44444
2023-05-31,15.97222
2023-06-01,16.66666
2023-06-02,12.5
2023-06-03,11.80555
2023-06-04,12.15277
2023-06-05,15.625
2023-06-06,12.84722
2023-06-07,14.58333
