date,카드발급이벤트
2020-11-24,5.74712
2020-11-26,10.34482
2020-11-29,8.04597
2020-11-30,8.04597
2020-12-01,14.94252
2020-12-02,10.34482
2020-12-03,11.49425
2020-12-04,10.34482
2020-12-05,14.94252
2020-12-06,17.24137
2020-12-07,22.9885
2020-12-08,11.49425
2020-12-09,6.89655
2020-12-10,8.04597
2020-12-11,10.34482
2020-12-12,9.1954
2020-12-13,10.34482
2020-12-14,9.1954
2020-12-16,17.24137
2020-12-17,9.1954
2020-12-18,8.04597
2020-12-19,5.74712
2020-12-21,5.74712
2020-12-22,20.68965
2020-12-23,9.1954
2020-12-24,5.74712
2020-12-25,8.04597
2020-12-27,11.49425
2020-12-28,9.1954
2020-12-29,10.34482
2020-12-30,18.3908
2020-12-31,5.74712
2021-01-01,13.7931
2021-01-02,16.09195
2021-01-03,21.83908
2021-01-04,10.34482
2021-01-05,11.49425
2021-01-06,19.54022
2021-01-07,14.94252
2021-01-08,16.09195
2021-01-09,10.34482
2021-01-11,12.64367
2021-01-12,14.94252
2021-01-13,19.54022
2021-01-14,9.1954
2021-01-15,5.74712
2021-01-16,6.89655
2021-01-17,16.09195
2021-01-18,21.83908
2021-01-19,6.89655
2021-01-20,24.13793
2021-01-21,10.34482
2021-01-22,13.7931
2021-01-23,14.94252
2021-01-24,5.74712
2021-01-25,6.89655
2021-01-26,12.64367
2021-01-27,14.94252
2021-01-28,21.83908
2021-01-29,14.94252
2021-01-30,10.34482
2021-02-01,25.28735
2021-02-02,11.49425
2021-02-04,8.04597
2021-02-06,11.49425
2021-02-07,6.89655
2021-02-08,14.94252
2021-02-09,8.04597
2021-02-10,6.89655
2021-02-12,6.89655
2021-02-14,10.34482
2021-02-15,14.94252
2021-02-16,9.1954
2021-02-17,20.68965
2021-02-18,9.1954
2021-02-19,11.49425
2021-02-20,8.04597
2021-02-24,14.94252
2021-02-26,14.94252
2021-02-27,8.04597
2021-02-28,13.7931
2021-03-01,18.3908
2021-03-02,9.1954
2021-03-03,17.24137
2021-03-04,10.34482
2021-03-06,5.74712
2021-03-08,8.04597
2021-03-09,5.74712
2021-03-10,17.24137
2021-03-11,12.64367
2021-03-12,6.89655
2021-03-13,8.04597
2021-03-15,5.74712
2021-03-16,5.74712
2021-03-17,11.49425
2021-03-18,11.49425
2021-03-19,6.89655
2021-03-20,5.74712
2021-03-21,5.74712
2021-03-22,5.74712
2021-03-24,8.04597
2021-03-25,16.09195
2021-03-27,5.74712
2021-03-29,8.04597
2021-03-30,18.3908
2021-03-31,5.74712
2021-04-01,26.43678
2021-04-02,8.04597
2021-04-03,6.89655
2021-04-04,5.74712
2021-04-05,16.09195
2021-04-06,12.64367
2021-04-07,13.7931
2021-04-08,12.64367
2021-04-09,17.24137
2021-04-10,9.1954
2021-04-11,13.7931
2021-04-12,6.89655
2021-04-14,5.74712
2021-04-15,21.83908
2021-04-16,11.49425
2021-04-17,9.1954
2021-04-18,6.89655
2021-04-19,5.74712
2021-04-20,6.89655
2021-04-21,6.89655
2021-04-25,10.34482
2021-04-26,13.7931
2021-04-27,10.34482
2021-04-28,5.74712
2021-04-29,16.09195
2021-04-30,11.49425
2021-05-01,13.7931
2021-05-02,20.68965
2021-05-03,16.09195
2021-05-04,12.64367
2021-05-05,6.89655
2021-05-06,9.1954
2021-05-07,11.49425
2021-05-08,9.1954
2021-05-09,9.1954
2021-05-10,14.94252
2021-05-11,5.74712
2021-05-12,9.1954
2021-05-13,18.3908
2021-05-14,5.74712
2021-05-15,8.04597
2021-05-16,17.24137
2021-05-17,13.7931
2021-05-18,13.7931
2021-05-20,8.04597
2021-05-21,10.34482
2021-05-22,19.54022
2021-05-24,9.1954
2021-05-25,8.04597
2021-05-26,5.74712
2021-05-27,8.04597
2021-05-28,6.89655
2021-05-29,6.89655
2021-06-01,26.43678
2021-06-02,28.73563
2021-06-03,14.94252
2021-06-04,8.04597
2021-06-05,11.49425
2021-06-06,10.34482
2021-06-07,11.49425
2021-06-08,18.3908
2021-06-10,8.04597
2021-06-14,8.04597
2021-06-16,10.34482
2021-06-17,8.04597
2021-06-18,6.89655
2021-06-20,10.34482
2021-06-21,18.3908
2021-06-22,9.1954
2021-06-23,5.74712
2021-06-24,8.04597
2021-06-27,8.04597
2021-06-28,9.1954
2021-07-01,17.24137
2021-07-02,12.64367
2021-07-03,6.89655
2021-07-04,14.94252
2021-07-05,9.1954
2021-07-06,6.89655
2021-07-07,9.1954
2021-07-08,14.94252
2021-07-09,12.64367
2021-07-10,9.1954
2021-07-11,6.89655
2021-07-13,8.04597
2021-07-18,10.34482
2021-07-21,12.64367
2021-07-23,5.74712
2021-07-26,6.89655
2021-07-29,6.89655
2021-07-30,6.89655
2021-07-31,6.89655
2021-08-01,16.09195
2021-08-02,11.49425
2021-08-03,11.49425
2021-08-04,12.64367
2021-08-05,16.09195
2021-08-06,9.1954
2021-08-07,14.94252
2021-08-08,10.34482
2021-08-09,6.89655
2021-08-11,5.74712
2021-08-12,12.64367
2021-08-13,14.94252
2021-08-14,9.1954
2021-08-15,6.89655
2021-08-16,13.7931
2021-08-17,8.04597
2021-08-18,18.3908
2021-08-20,5.74712
2021-08-22,8.04597
2021-08-23,8.04597
2021-08-24,9.1954
2021-08-25,12.64367
2021-08-26,16.09195
2021-08-28,5.74712
2021-08-29,14.94252
2021-08-30,13.7931
2021-08-31,10.34482
2021-09-01,33.33333
2021-09-02,24.13793
2021-09-03,13.7931
2021-09-04,10.34482
2021-09-05,11.49425
2021-09-06,18.3908
2021-09-07,11.49425
2021-09-08,28.73563
2021-09-09,14.94252
2021-09-10,29.88505
2021-09-11,12.64367
2021-09-12,11.49425
2021-09-13,17.24137
2021-09-14,16.09195
2021-09-15,18.3908
2021-09-16,9.1954
2021-09-17,10.34482
2021-09-18,5.74712
2021-09-19,10.34482
2021-09-20,11.49425
2021-09-21,9.1954
2021-09-22,11.49425
2021-09-23,11.49425
2021-09-24,14.94252
2021-09-25,6.89655
2021-09-26,18.3908
2021-09-27,20.68965
2021-09-28,14.94252
2021-09-29,11.49425
2021-09-30,26.43678
2021-10-01,40.22988
2021-10-02,14.94252
2021-10-03,16.09195
2021-10-04,41.37931
2021-10-05,27.5862
2021-10-06,22.9885
2021-10-08,24.13793
2021-10-09,11.49425
2021-10-11,19.54022
2021-10-13,27.5862
2021-10-14,12.64367
2021-10-15,14.94252
2021-10-16,14.94252
2021-10-17,5.74712
2021-10-19,24.13793
2021-10-20,11.49425
2021-10-21,18.3908
2021-10-22,10.34482
2021-10-23,9.1954
2021-10-24,9.1954
2021-10-25,22.9885
2021-10-26,16.09195
2021-10-27,21.83908
2021-10-28,11.49425
2021-10-29,13.7931
2021-10-30,12.64367
2021-10-31,6.89655
2021-11-01,27.5862
2021-11-02,25.28735
2021-11-03,8.04597
2021-11-04,9.1954
2021-11-05,18.3908
2021-11-06,9.1954
2021-11-07,21.83908
2021-11-08,8.04597
2021-11-09,12.64367
2021-11-10,10.34482
2021-11-11,6.89655
2021-11-12,14.94252
2021-11-13,8.04597
2021-11-14,6.89655
2021-11-15,14.94252
2021-11-16,27.5862
2021-11-17,9.1954
2021-11-18,26.43678
2021-11-19,12.64367
2021-11-20,10.34482
2021-11-21,9.1954
2021-11-22,10.34482
2021-11-23,5.74712
2021-11-24,11.49425
2021-11-25,12.64367
2021-11-26,8.04597
2021-11-27,13.7931
2021-11-28,6.89655
2021-11-29,5.74712
2021-11-30,16.09195
2021-12-01,27.5862
2021-12-02,21.83908
2021-12-03,17.24137
2021-12-04,12.64367
2021-12-05,16.09195
2021-12-06,18.3908
2021-12-07,9.1954
2021-12-08,12.64367
2021-12-09,20.68965
2021-12-10,10.34482
2021-12-11,11.49425
2021-12-12,6.89655
2021-12-13,10.34482
2021-12-14,11.49425
2021-12-15,8.04597
2021-12-16,9.1954
2021-12-18,10.34482
2021-12-19,8.04597
2021-12-20,21.83908
2021-12-21,5.74712
2021-12-22,11.49425
2021-12-23,8.04597
2021-12-24,17.24137
2021-12-25,6.89655
2021-12-27,6.89655
2021-12-28,20.68965
2021-12-29,24.13793
2021-12-30,24.13793
2021-12-31,17.24137
2022-01-01,22.9885
2022-01-02,14.94252
2022-01-03,28.73563
2022-01-04,16.09195
2022-01-05,10.34482
2022-01-06,16.09195
2022-01-07,18.3908
2022-01-08,21.83908
2022-01-09,18.3908
2022-01-10,19.54022
2022-01-11,21.83908
2022-01-12,20.68965
2022-01-13,11.49425
2022-01-14,21.83908
2022-01-15,8.04597
2022-01-16,14.94252
2022-01-17,13.7931
2022-01-18,25.28735
2022-01-19,22.9885
2022-01-20,25.28735
2022-01-21,27.5862
2022-01-22,24.13793
2022-01-23,13.7931
2022-01-24,26.43678
2022-01-25,22.9885
2022-01-26,34.48275
2022-01-27,16.09195
2022-01-28,14.94252
2022-01-29,12.64367
2022-01-30,5.74712
2022-01-31,6.89655
2022-02-01,22.9885
2022-02-02,18.3908
2022-02-03,25.28735
2022-02-04,29.88505
2022-02-05,13.7931
2022-02-06,12.64367
2022-02-07,14.94252
2022-02-08,21.83908
2022-02-09,20.68965
2022-02-10,12.64367
2022-02-11,14.94252
2022-02-12,13.7931
2022-02-13,19.54022
2022-02-14,25.28735
2022-02-15,17.24137
2022-02-16,13.7931
2022-02-17,26.43678
2022-02-18,11.49425
2022-02-19,18.3908
2022-02-20,14.94252
2022-02-21,24.13793
2022-02-22,16.09195
2022-02-23,28.73563
2022-02-24,12.64367
2022-02-25,18.3908
2022-02-26,22.9885
2022-02-27,17.24137
2022-02-28,13.7931
2022-03-01,37.93103
2022-03-02,22.9885
2022-03-03,29.88505
2022-03-04,19.54022
2022-03-05,12.64367
2022-03-06,21.83908
2022-03-07,13.7931
2022-03-08,35.63218
2022-03-09,14.94252
2022-03-10,25.28735
2022-03-11,22.9885
2022-03-12,20.68965
2022-03-13,10.34482
2022-03-14,21.83908
2022-03-15,19.54022
2022-03-16,19.54022
2022-03-17,27.5862
2022-03-18,19.54022
2022-03-19,14.94252
2022-03-20,20.68965
2022-03-21,11.49425
2022-03-22,14.94252
2022-03-23,25.28735
2022-03-24,6.89655
2022-03-26,12.64367
2022-03-27,20.68965
2022-03-28,26.43678
2022-03-29,13.7931
2022-03-30,13.7931
2022-03-31,12.64367
2022-04-01,20.68965
2022-04-02,13.7931
2022-04-03,12.64367
2022-04-04,10.34482
2022-04-05,19.54022
2022-04-06,17.24137
2022-04-07,17.24137
2022-04-08,5.74712
2022-04-09,5.74712
2022-04-10,14.94252
2022-04-11,14.94252
2022-04-12,16.09195
2022-04-13,18.3908
2022-04-14,6.89655
2022-04-15,12.64367
2022-04-17,6.89655
2022-04-18,8.04597
2022-04-19,10.34482
2022-04-20,19.54022
2022-04-22,8.04597
2022-04-23,5.74712
2022-04-24,10.34482
2022-04-26,12.64367
2022-04-27,9.1954
2022-04-28,9.1954
2022-04-29,12.64367
2022-04-30,14.94252
2022-05-01,17.24137
2022-05-02,32.1839
2022-05-03,14.94252
2022-05-04,11.49425
2022-05-05,11.49425
2022-05-06,11.49425
2022-05-07,10.34482
2022-05-08,5.74712
2022-05-09,8.04597
2022-05-10,13.7931
2022-05-11,12.64367
2022-05-12,20.68965
2022-05-13,8.04597
2022-05-14,5.74712
2022-05-15,6.89655
2022-05-17,17.24137
2022-05-19,5.74712
2022-05-20,12.64367
2022-05-21,5.74712
2022-05-22,24.13793
2022-05-23,20.68965
2022-05-24,26.43678
2022-05-25,27.5862
2022-05-26,6.89655
2022-05-27,8.04597
2022-05-29,11.49425
2022-05-30,9.1954
2022-05-31,17.24137
2022-06-01,20.68965
2022-06-02,36.7816
2022-06-03,14.94252
2022-06-04,10.34482
2022-06-05,13.7931
2022-06-06,14.94252
2022-06-07,12.64367
2022-06-08,18.3908
2022-06-09,33.33333
2022-06-10,24.13793
2022-06-11,12.64367
2022-06-12,12.64367
2022-06-13,9.1954
2022-06-14,14.94252
2022-06-16,8.04597
2022-06-17,12.64367
2022-06-18,8.04597
2022-06-20,20.68965
2022-06-21,21.83908
2022-06-22,9.1954
2022-06-23,5.74712
2022-06-24,13.7931
2022-06-25,9.1954
2022-06-26,6.89655
2022-06-27,8.04597
2022-06-28,18.3908
2022-06-29,10.34482
2022-06-30,19.54022
2022-07-01,31.03448
2022-07-02,8.04597
2022-07-03,14.94252
2022-07-04,9.1954
2022-07-05,24.13793
2022-07-06,24.13793
2022-07-08,9.1954
2022-07-09,9.1954
2022-07-10,11.49425
2022-07-11,16.09195
2022-07-12,10.34482
2022-07-13,10.34482
2022-07-14,8.04597
2022-07-15,5.74712
2022-07-16,24.13793
2022-07-17,11.49425
2022-07-18,10.34482
2022-07-19,6.89655
2022-07-20,10.34482
2022-07-21,9.1954
2022-07-22,14.94252
2022-07-23,5.74712
2022-07-24,21.83908
2022-07-25,27.5862
2022-07-26,21.83908
2022-07-27,26.43678
2022-07-28,17.24137
2022-07-29,9.1954
2022-07-30,9.1954
2022-07-31,8.04597
2022-08-01,20.68965
2022-08-02,29.88505
2022-08-03,25.28735
2022-08-04,20.68965
2022-08-05,16.09195
2022-08-06,22.9885
2022-08-07,11.49425
2022-08-08,13.7931
2022-08-09,8.04597
2022-08-10,12.64367
2022-08-11,9.1954
2022-08-12,25.28735
2022-08-13,11.49425
2022-08-14,11.49425
2022-08-15,10.34482
2022-08-16,18.3908
2022-08-17,20.68965
2022-08-18,16.09195
2022-08-19,17.24137
2022-08-20,11.49425
2022-08-21,6.89655
2022-08-22,21.83908
2022-08-23,18.3908
2022-08-24,18.3908
2022-08-25,12.64367
2022-08-26,20.68965
2022-08-27,11.49425
2022-08-28,20.68965
2022-08-29,12.64367
2022-08-30,9.1954
2022-08-31,21.83908
2022-09-01,34.48275
2022-09-02,20.68965
2022-09-03,25.28735
2022-09-04,11.49425
2022-09-05,25.28735
2022-09-06,31.03448
2022-09-07,27.5862
2022-09-08,9.1954
2022-09-09,16.09195
2022-09-10,11.49425
2022-09-11,16.09195
2022-09-12,11.49425
2022-09-13,28.73563
2022-09-14,27.5862
2022-09-15,34.48275
2022-09-16,25.28735
2022-09-17,22.9885
2022-09-18,21.83908
2022-09-19,33.33333
2022-09-20,40.22988
2022-09-21,24.13793
2022-09-22,26.43678
2022-09-23,21.83908
2022-09-24,14.94252
2022-09-25,20.68965
2022-09-26,24.13793
2022-09-27,19.54022
2022-09-28,18.3908
2022-09-29,14.94252
2022-09-30,20.68965
2022-10-01,40.22988
2022-10-02,27.5862
2022-10-03,27.5862
2022-10-04,33.33333
2022-10-05,36.7816
2022-10-06,40.22988
2022-10-07,20.68965
2022-10-08,12.64367
2022-10-09,12.64367
2022-10-10,26.43678
2022-10-11,28.73563
2022-10-12,31.03448
2022-10-13,35.63218
2022-10-14,17.24137
2022-10-15,17.24137
2022-10-16,21.83908
2022-10-17,31.03448
2022-10-18,32.1839
2022-10-19,13.7931
2022-10-20,33.33333
2022-10-21,18.3908
2022-10-22,17.24137
2022-10-23,12.64367
2022-10-24,19.54022
2022-10-25,17.24137
2022-10-26,11.49425
2022-10-27,29.88505
2022-10-28,6.89655
2022-10-29,14.94252
2022-10-30,14.94252
2022-10-31,21.83908
2022-11-01,74.71264
2022-11-02,36.7816
2022-11-03,17.24137
2022-11-04,26.43678
2022-11-05,22.9885
2022-11-06,19.54022
2022-11-07,48.27586
2022-11-08,5.74712
2022-11-09,22.9885
2022-11-10,29.88505
2022-11-11,13.7931
2022-11-12,22.9885
2022-11-13,12.64367
2022-11-14,32.1839
2022-11-15,41.37931
2022-11-16,34.48275
2022-11-17,25.28735
2022-11-18,10.34482
2022-11-19,16.09195
2022-11-20,32.1839
2022-11-21,42.52873
2022-11-22,26.43678
2022-11-23,31.03448
2022-11-24,31.03448
2022-11-25,24.13793
2022-11-26,25.28735
2022-11-27,12.64367
2022-11-28,24.13793
2022-11-29,28.73563
2022-11-30,28.73563
2022-12-01,80.45977
2022-12-02,37.93103
2022-12-03,12.64367
2022-12-04,34.48275
2022-12-05,34.48275
2022-12-06,33.33333
2022-12-07,29.88505
2022-12-08,37.93103
2022-12-09,21.83908
2022-12-10,16.09195
2022-12-11,22.9885
2022-12-12,37.93103
2022-12-13,73.56321
2022-12-14,55.17241
2022-12-15,28.73563
2022-12-16,16.09195
2022-12-17,12.64367
2022-12-18,21.83908
2022-12-19,36.7816
2022-12-20,41.37931
2022-12-21,39.08045
2022-12-22,17.24137
2022-12-23,20.68965
2022-12-24,28.73563
2022-12-25,13.7931
2022-12-26,28.73563
2022-12-27,35.63218
2022-12-28,34.48275
2022-12-29,60.91954
2022-12-30,48.27586
2022-12-31,11.49425
2023-01-01,82.75862
2023-01-02,79.31034
2023-01-03,51.72413
2023-01-04,73.56321
2023-01-05,54.02298
2023-01-06,49.42528
2023-01-07,21.83908
2023-01-08,39.08045
2023-01-09,40.22988
2023-01-10,34.48275
2023-01-11,22.9885
2023-01-12,44.82758
2023-01-13,27.5862
2023-01-14,12.64367
2023-01-15,11.49425
2023-01-16,29.88505
2023-01-17,37.93103
2023-01-18,20.68965
2023-01-19,36.7816
2023-01-20,18.3908
2023-01-21,20.68965
2023-01-22,20.68965
2023-01-23,12.64367
2023-01-24,19.54022
2023-01-25,26.43678
2023-01-26,21.83908
2023-01-27,12.64367
2023-01-28,18.3908
2023-01-29,12.64367
2023-01-30,24.13793
2023-01-31,31.03448
2023-02-01,81.60919
2023-02-02,48.27586
2023-02-03,60.91954
2023-02-04,34.48275
2023-02-05,17.24137
2023-02-06,40.22988
2023-02-07,37.93103
2023-02-08,47.12643
2023-02-09,27.5862
2023-02-10,34.48275
2023-02-11,26.43678
2023-02-12,25.28735
2023-02-13,37.93103
2023-02-14,11.49425
2023-02-15,18.3908
2023-02-16,27.5862
2023-02-17,17.24137
2023-02-18,16.09195
2023-02-19,18.3908
2023-02-20,36.7816
2023-02-21,31.03448
2023-02-22,20.68965
2023-02-23,28.73563
2023-02-24,48.27586
2023-02-25,19.54022
2023-02-26,16.09195
2023-02-27,28.73563
2023-02-28,25.28735
2023-03-01,64.36781
2023-03-02,64.36781
2023-03-03,41.37931
2023-03-04,22.9885
2023-03-05,28.73563
2023-03-06,35.63218
2023-03-07,42.52873
2023-03-08,41.37931
2023-03-09,16.09195
2023-03-10,26.43678
2023-03-11,22.9885
2023-03-12,12.64367
2023-03-13,40.22988
2023-03-14,36.7816
2023-03-15,28.73563
2023-03-16,29.88505
2023-03-17,26.43678
2023-03-18,17.24137
2023-03-19,26.43678
2023-03-20,25.28735
2023-03-21,50.57471
2023-03-22,43.67816
2023-03-23,37.93103
2023-03-24,24.13793
2023-03-25,14.94252
2023-03-26,28.73563
2023-03-27,27.5862
2023-03-28,32.1839
2023-03-29,17.24137
2023-03-30,20.68965
2023-03-31,18.3908
2023-04-01,33.33333
2023-04-02,14.94252
2023-04-03,31.03448
2023-04-04,35.63218
2023-04-05,48.27586
2023-04-06,16.09195
2023-04-07,34.48275
2023-04-08,9.1954
2023-04-09,28.73563
2023-04-10,22.9885
2023-04-11,39.08045
2023-04-12,43.67816
2023-04-13,28.73563
2023-04-14,28.73563
2023-04-15,19.54022
2023-04-16,9.1954
2023-04-17,32.1839
2023-04-18,25.28735
2023-04-19,19.54022
2023-04-20,18.3908
2023-04-21,13.7931
2023-04-22,18.3908
2023-04-23,16.09195
2023-04-24,19.54022
2023-04-25,16.09195
2023-04-26,21.83908
2023-04-27,18.3908
2023-04-28,24.13793
2023-04-29,6.89655
2023-04-30,8.04597
2023-05-01,45.97701
2023-05-02,39.08045
2023-05-03,40.22988
2023-05-04,32.1839
2023-05-05,12.64367
2023-05-06,40.22988
2023-05-07,6.89655
2023-05-08,39.08045
2023-05-09,34.48275
2023-05-10,18.3908
2023-05-11,29.88505
2023-05-12,28.73563
2023-05-13,18.3908
2023-05-14,19.54022
2023-05-15,25.28735
2023-05-16,28.73563
2023-05-17,33.33333
2023-05-18,32.1839
2023-05-19,42.52873
2023-05-20,25.28735
2023-05-21,13.7931
2023-05-22,26.43678
2023-05-23,17.24137
2023-05-24,26.43678
2023-05-25,13.7931
2023-05-26,18.3908
2023-05-27,12.64367
2023-05-28,14.94252
2023-05-29,13.7931
2023-05-30,24.13793
2023-05-31,17.24137
2023-06-01,66.66666
2023-06-02,43.67816
2023-06-03,19.54022
2023-06-04,28.73563
2023-06-05,39.08045
2023-06-06,29.88505
2023-06-07,42.52873
2023-06-08,16.09195
2023-06-09,28.73563
2023-06-10,17.24137
2023-06-11,14.94252
2023-06-12,29.88505
2023-06-13,9.1954
2023-06-14,27.5862
2023-06-15,19.54022
2023-06-16,12.64367
2023-06-17,16.09195
2023-06-18,9.1954
2023-06-19,21.83908
2023-06-20,24.13793
2023-06-21,29.88505
2023-06-22,12.64367
2023-06-23,26.43678
2023-06-25,10.34482
2023-06-26,26.43678
2023-06-27,31.03448
2023-06-28,33.33333
2023-06-29,22.9885
2023-06-30,17.24137
2023-07-01,62.06896
2023-07-02,32.1839
2023-07-03,43.67816
2023-07-04,41.37931
2023-07-05,39.08045
2023-07-06,33.33333
2023-07-07,11.49425
2023-07-08,11.49425
2023-07-09,17.24137
2023-07-10,39.08045
2023-07-11,21.83908
2023-07-12,25.28735
2023-07-13,18.3908
2023-07-14,20.68965
2023-07-15,21.83908
2023-07-16,13.7931
2023-07-17,19.54022
2023-07-18,28.73563
2023-07-19,21.83908
2023-07-20,22.9885
2023-07-21,14.94252
2023-07-22,12.64367
2023-07-23,6.89655
2023-07-24,28.73563
2023-07-25,24.13793
2023-07-26,19.54022
2023-07-27,17.24137
2023-07-28,12.64367
2023-07-29,10.34482
2023-07-30,13.7931
2023-07-31,20.68965
2023-08-01,52.87356
2023-08-02,34.48275
2023-08-03,33.33333
2023-08-04,24.13793
2023-08-05,25.28735
2023-08-06,20.68965
2023-08-07,25.28735
2023-08-08,32.1839
2023-08-09,21.83908
2023-08-10,22.9885
2023-08-11,27.5862
2023-08-12,16.09195
2023-08-13,14.94252
2023-08-14,27.5862
2023-08-15,27.5862
2023-08-16,19.54022
2023-08-17,39.08045
2023-08-18,22.9885
2023-08-19,20.68965
2023-08-20,17.24137
2023-08-21,31.03448
2023-08-22,22.9885
2023-08-23,26.43678
2023-08-24,31.03448
2023-08-25,16.09195
2023-08-26,9.1954
2023-08-27,13.7931
2023-08-28,28.73563
2023-08-29,24.13793
2023-08-30,18.3908
2023-08-31,28.73563
2023-09-01,77.01149
2023-09-02,21.83908
2023-09-03,40.22988
2023-09-04,36.7816
2023-09-05,37.93103
2023-09-06,35.63218
2023-09-07,36.7816
2023-09-08,43.67816
2023-09-09,14.94252
2023-09-10,20.68965
2023-09-11,26.43678
2023-09-12,34.48275
2023-09-13,19.54022
2023-09-14,36.7816
2023-09-15,26.43678
2023-09-16,24.13793
2023-09-17,25.28735
2023-09-18,26.43678
2023-09-19,43.67816
2023-09-20,35.63218
2023-09-21,31.03448
2023-09-22,22.9885
2023-09-23,13.7931
2023-09-24,12.64367
2023-09-25,27.5862
2023-09-26,28.73563
2023-09-27,34.48275
2023-09-28,13.7931
2023-09-30,14.94252
2023-10-01,66.66666
2023-10-02,40.22988
2023-10-03,44.82758
2023-10-04,52.87356
2023-10-05,54.02298
2023-10-06,48.27586
2023-10-07,24.13793
2023-10-08,16.09195
2023-10-09,25.28735
2023-10-10,55.17241
2023-10-11,44.82758
2023-10-12,45.97701
2023-10-13,39.08045
2023-10-14,25.28735
2023-10-15,18.3908
2023-10-16,35.63218
2023-10-17,58.62068
2023-10-18,31.03448
2023-10-19,40.22988
2023-10-20,49.42528
2023-10-21,22.9885
2023-10-22,36.7816
2023-10-23,29.88505
2023-10-24,29.88505
2023-10-25,43.67816
2023-10-26,33.33333
2023-10-27,35.63218
2023-10-28,19.54022
2023-10-29,22.9885
2023-10-30,29.88505
2023-10-31,40.22988
2023-11-01,97.70114
2023-11-02,57.47126
2023-11-03,47.12643
2023-11-04,31.03448
2023-11-05,26.43678
2023-11-06,44.82758
2023-11-07,75.86206
2023-11-08,49.42528
2023-11-09,35.63218
2023-11-10,24.13793
2023-11-11,19.54022
2023-11-12,28.73563
2023-11-13,26.43678
2023-11-14,42.52873
2023-11-15,39.08045
2023-11-16,29.88505
2023-11-17,28.73563
2023-11-18,12.64367
2023-11-19,27.5862
2023-11-20,37.93103
2023-11-21,35.63218
2023-11-22,34.48275
