date,메리츠화재보험
2020-07-28,43.71257
2020-07-29,38.12375
2020-07-30,40.91816
2020-07-31,37.52495
2020-08-01,13.37325
2020-08-02,15.56886
2020-08-03,49.70059
2020-08-04,39.72055
2020-08-05,38.92215
2020-08-06,36.72654
2020-08-07,33.13373
2020-08-08,16.56686
2020-08-09,16.56686
2020-08-10,50.6986
2020-08-11,45.50898
2020-08-12,41.91616
2020-08-13,44.51097
2020-08-14,36.92614
2020-08-15,15.36926
2020-08-16,10.57884
2020-08-17,27.1457
2020-08-18,37.92415
2020-08-19,39.92015
2020-08-20,39.52095
2020-08-21,45.70858
2020-08-22,17.96407
2020-08-23,11.97604
2020-08-24,40.31936
2020-08-25,46.30738
2020-08-26,51.497
2020-08-27,41.71656
2020-08-28,33.93213
2020-08-29,17.16566
2020-08-30,11.77644
2020-08-31,49.70059
2020-09-01,44.11177
2020-09-02,39.52095
2020-09-03,46.90618
2020-09-04,37.12574
2020-09-05,14.57085
2020-09-06,14.57085
2020-09-07,46.90618
2020-09-08,46.70658
2020-09-09,35.92814
2020-09-10,47.10578
2020-09-11,37.72455
2020-09-12,19.16167
2020-09-13,13.97205
2020-09-14,41.71656
2020-09-15,39.52095
2020-09-16,42.91417
2020-09-17,37.72455
2020-09-18,36.72654
2020-09-19,14.57085
2020-09-20,10.57884
2020-09-21,40.11976
2020-09-22,40.11976
2020-09-23,40.31936
2020-09-24,37.72455
2020-09-25,38.72255
2020-09-26,14.97005
2020-09-27,8.38323
2020-09-28,46.70658
2020-09-29,31.73652
2020-09-30,7.78443
2020-10-01,7.18562
2020-10-02,11.57684
2020-10-03,7.78443
2020-10-04,10.57884
2020-10-05,45.30938
2020-10-06,43.71257
2020-10-07,38.72255
2020-10-08,39.72055
2020-10-09,42.71457
2020-10-10,44.91017
2020-10-11,37.12574
2020-10-12,87.42514
2020-10-13,61.47704
2020-10-14,53.09381
2020-10-15,54.69061
2020-10-16,49.50099
2020-10-17,17.16566
2020-10-18,11.97604
2020-10-19,48.50299
2020-10-20,40.51896
2020-10-21,52.2954
2020-10-22,42.71457
2020-10-23,32.33532
2020-10-24,16.96606
2020-10-25,11.97604
2020-10-26,45.30938
2020-10-27,41.91616
2020-10-28,37.32534
2020-10-29,42.31536
2020-10-30,38.92215
2020-10-31,13.57285
2020-11-01,14.17165
2020-11-02,43.71257
2020-11-03,38.12375
2020-11-04,40.31936
2020-11-05,30.93812
2020-11-06,36.72654
2020-11-07,11.17764
2020-11-08,7.58483
2020-11-09,45.50898
2020-11-10,42.31536
2020-11-11,39.72055
2020-11-12,49.30139
2020-11-13,41.11776
2020-11-14,13.17365
2020-11-15,15.76846
2020-11-16,42.31536
2020-11-17,43.31337
2020-11-18,44.71057
2020-11-19,42.11576
2020-11-20,37.12574
2020-11-21,10.77844
2020-11-22,13.57285
2020-11-23,43.51297
2020-11-24,38.92215
2020-11-25,40.91816
2020-11-26,44.31137
2020-11-27,41.91616
2020-11-28,12.77445
2020-11-29,11.57684
2020-11-30,49.70059
2020-12-01,44.51097
2020-12-02,49.10179
2020-12-03,40.51896
2020-12-04,42.71457
2020-12-05,15.16966
2020-12-06,12.77445
2020-12-07,46.90618
2020-12-08,47.50499
2020-12-09,49.10179
2020-12-10,51.8962
2020-12-11,50.0998
2020-12-12,13.57285
2020-12-13,14.17165
2020-12-14,45.90818
2020-12-15,47.50499
2020-12-16,46.50698
2020-12-17,47.90419
2020-12-18,39.92015
2020-12-19,15.76846
2020-12-20,18.76247
2020-12-21,47.50499
2020-12-22,47.90419
2020-12-23,43.31337
2020-12-24,41.51696
2020-12-25,14.97005
2020-12-26,12.97405
2020-12-27,10.77844
2020-12-28,62.87425
2020-12-29,54.89021
2020-12-30,56.28742
2020-12-31,38.92215
2021-01-01,9.38123
2021-01-02,10.57884
2021-01-03,14.57085
2021-01-04,40.51896
2021-01-05,38.72255
2021-01-06,36.52694
2021-01-07,33.13373
2021-01-08,43.51297
2021-01-09,16.76646
2021-01-10,13.77245
2021-01-11,44.31137
2021-01-12,40.51896
2021-01-13,38.92215
2021-01-14,46.50698
2021-01-15,43.71257
2021-01-16,17.16566
2021-01-17,15.56886
2021-01-18,37.92415
2021-01-19,37.32534
2021-01-20,41.31736
2021-01-21,40.31936
2021-01-22,32.73453
2021-01-23,17.76447
2021-01-24,14.17165
2021-01-25,45.50898
2021-01-26,40.51896
2021-01-27,39.32135
2021-01-28,42.51497
2021-01-29,41.31736
2021-01-30,10.97804
2021-01-31,10.17964
2021-02-01,39.32135
2021-02-02,40.31936
2021-02-03,41.11776
2021-02-04,31.53692
2021-02-05,28.14371
2021-02-06,11.97604
2021-02-07,12.77445
2021-02-08,37.32534
2021-02-09,37.52495
2021-02-10,30.33932
2021-02-11,10.17964
2021-02-12,5.78842
2021-02-13,7.98403
2021-02-14,12.57485
2021-02-15,44.31137
2021-02-16,43.91217
2021-02-17,41.51696
2021-02-18,43.11377
2021-02-19,36.32734
2021-02-20,13.77245
2021-02-21,10.57884
2021-02-22,48.50299
2021-02-23,36.92614
2021-02-24,43.91217
2021-02-25,47.30538
2021-02-26,33.93213
2021-02-27,11.77644
2021-02-28,9.38123
2021-03-01,12.97405
2021-03-02,41.71656
2021-03-03,31.73652
2021-03-04,37.72455
2021-03-05,31.53692
2021-03-06,13.57285
2021-03-07,11.77644
2021-03-08,42.11576
2021-03-09,38.72255
2021-03-10,34.93013
2021-03-11,32.53493
2021-03-12,39.52095
2021-03-13,13.17365
2021-03-14,12.97405
2021-03-15,40.51896
2021-03-16,41.11776
2021-03-17,37.52495
2021-03-18,33.13373
2021-03-19,38.92215
2021-03-20,9.38123
2021-03-21,14.97005
2021-03-22,33.73253
2021-03-23,31.13772
2021-03-24,34.73053
2021-03-25,37.72455
2021-03-26,36.12774
2021-03-27,9.98003
2021-03-28,13.57285
2021-03-29,32.33532
2021-03-30,40.31936
2021-03-31,42.31536
2021-04-01,32.33532
2021-04-02,30.53892
2021-04-03,9.38123
2021-04-04,9.18163
2021-04-05,33.73253
2021-04-06,33.93213
2021-04-07,32.13572
2021-04-08,32.33532
2021-04-09,30.53892
2021-04-10,11.97604
2021-04-11,11.17764
2021-04-12,34.93013
2021-04-13,34.73053
2021-04-14,32.33532
2021-04-15,40.51896
2021-04-16,32.73453
2021-04-17,12.77445
2021-04-18,12.97405
2021-04-19,32.13572
2021-04-20,36.92614
2021-04-21,39.72055
2021-04-22,31.53692
2021-04-23,29.34131
2021-04-24,11.17764
2021-04-25,9.38123
2021-04-26,33.73253
2021-04-27,34.53093
2021-04-28,33.13373
2021-04-29,36.32734
2021-04-30,30.93812
2021-05-01,11.57684
2021-05-02,10.77844
2021-05-03,36.32734
2021-05-04,29.54091
2021-05-05,11.37724
2021-05-06,35.12974
2021-05-07,27.94411
2021-05-08,12.17564
2021-05-09,8.38323
2021-05-10,38.72255
2021-05-11,34.73053
2021-05-12,32.93413
2021-05-13,27.54491
2021-05-14,33.53293
2021-05-15,10.37924
2021-05-16,9.18163
2021-05-17,37.72455
2021-05-18,41.11776
2021-05-19,13.17365
2021-05-20,36.72654
2021-05-21,30.13972
2021-05-22,11.97604
2021-05-23,11.97604
2021-05-24,42.71457
2021-05-25,37.12574
2021-05-26,34.13173
2021-05-27,32.13572
2021-05-28,26.7465
2021-05-29,11.77644
2021-05-30,7.98403
2021-05-31,36.92614
2021-06-01,29.74051
2021-06-02,27.1457
2021-06-03,26.7465
2021-06-04,26.3473
2021-06-05,7.38522
2021-06-06,10.57884
2021-06-07,38.52295
2021-06-08,33.13373
2021-06-09,28.54291
2021-06-10,30.93812
2021-06-11,36.92614
2021-06-12,14.37125
2021-06-13,9.18163
2021-06-14,41.31736
2021-06-15,32.93413
2021-06-16,33.53293
2021-06-17,31.73652
2021-06-18,30.13972
2021-06-19,8.38323
2021-06-20,9.78043
2021-06-21,44.31137
2021-06-22,43.51297
2021-06-23,32.73453
2021-06-24,33.13373
2021-06-25,30.33932
2021-06-26,13.57285
2021-06-27,13.57285
2021-06-28,42.91417
2021-06-29,41.71656
2021-06-30,46.90618
2021-07-01,33.53293
2021-07-02,25.5489
2021-07-03,12.57485
2021-07-04,12.37524
2021-07-05,34.13173
2021-07-06,31.53692
2021-07-07,24.75049
2021-07-08,27.3453
2021-07-09,29.74051
2021-07-10,9.18163
2021-07-11,8.38323
2021-07-12,33.13373
2021-07-13,33.13373
2021-07-14,27.74451
2021-07-15,28.14371
2021-07-16,34.13173
2021-07-17,10.77844
2021-07-18,11.77644
2021-07-19,36.32734
2021-07-20,33.13373
2021-07-21,29.74051
2021-07-22,32.13572
2021-07-23,26.3473
2021-07-24,12.17564
2021-07-25,12.77445
2021-07-26,36.72654
2021-07-27,36.72654
2021-07-28,33.93213
2021-07-29,44.71057
2021-07-30,36.72654
2021-07-31,13.37325
2021-08-01,7.18562
2021-08-02,36.52694
2021-08-03,36.32734
2021-08-04,32.33532
2021-08-05,38.32335
2021-08-06,33.53293
2021-08-07,12.17564
2021-08-08,6.58682
2021-08-09,40.31936
2021-08-10,37.72455
2021-08-11,39.72055
2021-08-12,42.31536
2021-08-13,31.53692
2021-08-14,15.36926
2021-08-15,14.37125
2021-08-16,25.9481
2021-08-17,51.6966
2021-08-18,51.2974
2021-08-19,40.71856
2021-08-20,41.51696
2021-08-21,19.96007
2021-08-22,12.17564
2021-08-23,47.10578
2021-08-24,45.10978
2021-08-25,48.90219
2021-08-26,43.51297
2021-08-27,41.31736
2021-08-28,15.16966
2021-08-29,10.37924
2021-08-30,45.50898
2021-08-31,49.10179
2021-09-01,38.12375
2021-09-02,43.71257
2021-09-03,36.12774
2021-09-04,13.77245
2021-09-05,15.16966
2021-09-06,38.72255
2021-09-07,43.31337
2021-09-08,37.92415
2021-09-09,42.51497
2021-09-10,40.51896
2021-09-11,13.37325
2021-09-12,11.17764
2021-09-13,38.72255
2021-09-14,37.12574
2021-09-15,40.51896
2021-09-16,34.73053
2021-09-17,32.13572
2021-09-18,7.98403
2021-09-19,9.58083
2021-09-20,6.78642
2021-09-21,6.98602
2021-09-22,12.57485
2021-09-23,44.31137
2021-09-24,45.90818
2021-09-25,17.36526
2021-09-26,12.57485
2021-09-27,53.29341
2021-09-28,46.50698
2021-09-29,44.51097
2021-09-30,49.70059
2021-10-01,39.12175
2021-10-02,11.97604
2021-10-03,8.38323
2021-10-04,20.75848
2021-10-05,52.495
2021-10-06,41.51696
2021-10-07,44.71057
2021-10-08,45.30938
2021-10-09,13.97205
2021-10-10,17.36526
2021-10-11,16.96606
2021-10-12,51.8962
2021-10-13,46.30738
2021-10-14,44.11177
2021-10-15,49.90019
2021-10-16,14.37125
2021-10-17,13.97205
2021-10-18,41.91616
2021-10-19,42.11576
2021-10-20,39.52095
2021-10-21,37.12574
2021-10-22,41.51696
2021-10-23,9.18163
2021-10-24,13.57285
2021-10-25,48.70259
2021-10-26,40.11976
2021-10-27,43.51297
2021-10-28,37.92415
2021-10-29,33.13373
2021-10-30,12.57485
2021-10-31,13.97205
2021-11-01,48.90219
2021-11-02,44.11177
2021-11-03,37.12574
2021-11-04,36.72654
2021-11-05,31.13772
2021-11-06,12.57485
2021-11-07,10.17964
2021-11-08,41.51696
2021-11-09,44.71057
2021-11-10,40.71856
2021-11-11,45.30938
2021-11-12,36.32734
2021-11-13,13.77245
2021-11-14,10.37924
2021-11-15,41.91616
2021-11-16,37.32534
2021-11-17,33.93213
2021-11-18,35.32934
2021-11-19,36.52694
2021-11-20,11.37724
2021-11-21,10.57884
2021-11-22,49.50099
2021-11-23,38.32335
2021-11-24,39.12175
2021-11-25,37.92415
2021-11-26,40.91816
2021-11-27,15.96806
2021-11-28,15.76846
2021-11-29,39.52095
2021-11-30,50.499
2021-12-01,36.32734
2021-12-02,36.12774
2021-12-03,36.92614
2021-12-04,11.97604
2021-12-05,10.97804
2021-12-06,52.89421
2021-12-07,49.70059
2021-12-08,46.70658
2021-12-09,44.11177
2021-12-10,49.90019
2021-12-11,14.57085
2021-12-12,14.17165
2021-12-13,44.31137
2021-12-14,50.0998
2021-12-15,46.90618
2021-12-16,41.91616
2021-12-17,39.12175
2021-12-18,19.16167
2021-12-19,13.37325
2021-12-20,52.2954
2021-12-21,44.11177
2021-12-22,47.70459
2021-12-23,43.31337
2021-12-24,40.11976
2021-12-25,11.97604
2021-12-26,18.56287
2021-12-27,55.08982
2021-12-28,56.48702
2021-12-29,59.08183
2021-12-30,47.30538
2021-12-31,45.30938
2022-01-01,13.97205
2022-01-02,15.76846
2022-01-03,55.28942
2022-01-04,53.89221
2022-01-05,53.49301
2022-01-06,44.51097
2022-01-07,42.31536
2022-01-08,15.36926
2022-01-09,15.96806
2022-01-10,61.27744
2022-01-11,53.29341
2022-01-12,59.48103
2022-01-13,53.09381
2022-01-14,51.8962
2022-01-15,22.75449
2022-01-16,18.76247
2022-01-17,54.89021
2022-01-18,49.70059
2022-01-19,47.70459
2022-01-20,51.2974
2022-01-21,58.28343
2022-01-22,16.76646
2022-01-23,20.55888
2022-01-24,56.28742
2022-01-25,59.48103
2022-01-26,52.69461
2022-01-27,48.90219
2022-01-28,43.11377
2022-01-29,12.57485
2022-01-30,11.77644
2022-01-31,17.76447
2022-02-01,12.37524
2022-02-02,16.96606
2022-02-03,60.07984
2022-02-04,51.6966
2022-02-05,17.16566
2022-02-06,15.96806
2022-02-07,54.29141
2022-02-08,47.10578
2022-02-09,53.29341
2022-02-10,54.89021
2022-02-11,55.28942
2022-02-12,19.76047
2022-02-13,19.76047
2022-02-14,49.30139
2022-02-15,44.71057
2022-02-16,49.90019
2022-02-17,40.31936
2022-02-18,43.31337
2022-02-19,14.37125
2022-02-20,17.96407
2022-02-21,50.8982
2022-02-22,55.28942
2022-02-23,50.2994
2022-02-24,47.70459
2022-02-25,46.50698
2022-02-26,21.35728
2022-02-27,15.16966
2022-02-28,51.8962
2022-03-01,15.76846
2022-03-02,49.50099
2022-03-03,42.71457
2022-03-04,49.70059
2022-03-05,14.77045
2022-03-06,12.77445
2022-03-07,56.08782
2022-03-08,34.93013
2022-03-09,16.16766
2022-03-10,49.50099
2022-03-11,50.2994
2022-03-12,20.55888
2022-03-13,16.56686
2022-03-14,55.48902
2022-03-15,54.49101
2022-03-16,42.31536
2022-03-17,41.31736
2022-03-18,45.30938
2022-03-19,17.16566
2022-03-20,11.97604
2022-03-21,51.497
2022-03-22,52.2954
2022-03-23,42.31536
2022-03-24,36.32734
2022-03-25,40.31936
2022-03-26,16.16766
2022-03-27,14.97005
2022-03-28,60.47904
2022-03-29,47.50499
2022-03-30,53.09381
2022-03-31,53.89221
2022-04-01,46.70658
2022-04-02,16.56686
2022-04-03,14.17165
2022-04-04,43.51297
2022-04-05,45.50898
2022-04-06,44.71057
2022-04-07,43.11377
2022-04-08,44.51097
2022-04-09,11.97604
2022-04-10,8.58283
2022-04-11,47.30538
2022-04-12,46.90618
2022-04-13,45.30938
2022-04-14,100.0
2022-04-15,40.31936
2022-04-16,12.37524
2022-04-17,11.57684
2022-04-18,47.30538
2022-04-19,42.71457
2022-04-20,44.11177
2022-04-21,46.30738
2022-04-22,32.33532
2022-04-23,12.57485
2022-04-24,12.97405
2022-04-25,46.10778
2022-04-26,54.89021
2022-04-27,43.91217
2022-04-28,37.72455
2022-04-29,41.91616
2022-04-30,15.36926
2022-05-01,12.57485
2022-05-02,44.31137
2022-05-03,44.31137
2022-05-04,45.70858
2022-05-05,17.16566
2022-05-06,42.11576
2022-05-07,15.56886
2022-05-08,15.16966
2022-05-09,55.08982
2022-05-10,50.8982
2022-05-11,45.70858
2022-05-12,46.50698
2022-05-13,42.31536
2022-05-14,13.57285
2022-05-15,14.77045
2022-05-16,56.08782
2022-05-17,47.70459
2022-05-18,38.72255
2022-05-19,50.2994
2022-05-20,41.31736
2022-05-21,12.37524
2022-05-22,11.77644
2022-05-23,41.71656
2022-05-24,41.11776
2022-05-25,48.90219
2022-05-26,44.51097
2022-05-27,44.51097
2022-05-28,14.77045
2022-05-29,12.77445
2022-05-30,51.497
2022-05-31,46.70658
2022-06-01,19.16167
2022-06-02,42.71457
2022-06-03,44.51097
2022-06-04,14.97005
2022-06-05,10.77844
2022-06-06,16.76646
2022-06-07,49.10179
2022-06-08,40.71856
2022-06-09,46.10778
2022-06-10,43.71257
2022-06-11,15.16966
2022-06-12,14.17165
2022-06-13,48.10379
2022-06-14,44.51097
2022-06-15,50.499
2022-06-16,45.70858
2022-06-17,38.72255
2022-06-18,13.37325
2022-06-19,13.77245
2022-06-20,47.50499
2022-06-21,40.31936
2022-06-22,42.11576
2022-06-23,35.12974
2022-06-24,39.92015
2022-06-25,12.37524
2022-06-26,12.57485
2022-06-27,48.30339
2022-06-28,55.28942
2022-06-29,45.50898
2022-06-30,40.71856
2022-07-01,35.12974
2022-07-02,13.97205
2022-07-03,13.97205
2022-07-04,44.31137
2022-07-05,49.50099
2022-07-06,41.51696
2022-07-07,44.11177
2022-07-08,42.51497
2022-07-09,12.57485
2022-07-10,9.18163
2022-07-11,43.11377
2022-07-12,39.12175
2022-07-13,42.11576
2022-07-14,42.31536
2022-07-15,35.52894
2022-07-16,13.97205
2022-07-17,12.57485
2022-07-18,53.49301
2022-07-19,43.31337
2022-07-20,46.10778
2022-07-21,42.71457
2022-07-22,37.72455
2022-07-23,17.76447
2022-07-24,14.77045
2022-07-25,60.27944
2022-07-26,45.50898
2022-07-27,48.70259
2022-07-28,44.91017
2022-07-29,44.51097
2022-07-30,16.56686
2022-07-31,14.57085
2022-08-01,48.50299
2022-08-02,41.51696
2022-08-03,45.30938
2022-08-04,37.32534
2022-08-05,40.51896
2022-08-06,14.77045
2022-08-07,10.77844
2022-08-08,43.31337
2022-08-09,58.68263
2022-08-10,56.68662
2022-08-11,50.8982
2022-08-12,52.69461
2022-08-13,14.97005
2022-08-14,13.97205
2022-08-15,14.77045
2022-08-16,54.49101
2022-08-17,47.50499
2022-08-18,54.29141
2022-08-19,46.10778
2022-08-20,13.77245
2022-08-21,15.36926
2022-08-22,62.27544
2022-08-23,55.28942
2022-08-24,53.69261
2022-08-25,54.89021
2022-08-26,53.29341
2022-08-27,16.76646
2022-08-28,15.16966
2022-08-29,54.09181
2022-08-30,55.88822
2022-08-31,58.88223
2022-09-01,52.0958
2022-09-02,47.30538
2022-09-03,20.55888
2022-09-04,19.76047
2022-09-05,56.48702
2022-09-06,52.2954
2022-09-07,48.10379
2022-09-08,37.12574
2022-09-09,8.78243
2022-09-10,12.57485
2022-09-11,9.98003
2022-09-12,14.97005
2022-09-13,56.28742
2022-09-14,56.08782
2022-09-15,56.28742
2022-09-16,41.31736
2022-09-17,13.97205
2022-09-18,17.96407
2022-09-19,51.8962
2022-09-20,52.69461
2022-09-21,46.30738
2022-09-22,50.0998
2022-09-23,44.91017
2022-09-24,15.76846
2022-09-25,14.77045
2022-09-26,63.67265
2022-09-27,50.8982
2022-09-28,52.0958
2022-09-29,48.70259
2022-09-30,47.70459
2022-10-01,9.38123
2022-10-02,14.17165
2022-10-03,16.36726
2022-10-04,47.10578
2022-10-05,46.50698
2022-10-06,47.50499
2022-10-07,37.92415
2022-10-08,12.77445
2022-10-09,10.77844
2022-10-10,14.17165
2022-10-11,46.30738
2022-10-12,46.70658
2022-10-13,46.50698
2022-10-14,39.72055
2022-10-15,18.36327
2022-10-16,10.57884
2022-10-17,46.50698
2022-10-18,43.51297
2022-10-19,45.50898
2022-10-20,35.32934
2022-10-21,35.72854
2022-10-22,15.16966
2022-10-23,13.97205
2022-10-24,43.91217
2022-10-25,49.10179
2022-10-26,43.71257
2022-10-27,41.91616
2022-10-28,30.73852
2022-10-29,13.17365
2022-10-30,12.17564
2022-10-31,46.10778
2022-11-01,45.50898
2022-11-02,41.91616
2022-11-03,38.32335
2022-11-04,36.12774
2022-11-05,17.76447
2022-11-06,14.17165
2022-11-07,41.51696
2022-11-08,44.11177
2022-11-09,42.91417
2022-11-10,40.31936
2022-11-11,41.71656
2022-11-12,13.37325
2022-11-13,12.77445
2022-11-14,43.11377
2022-11-15,42.71457
2022-11-16,43.11377
2022-11-17,36.12774
2022-11-18,39.92015
2022-11-19,12.97405
2022-11-20,11.57684
2022-11-21,52.89421
2022-11-22,68.06387
2022-11-23,54.09181
2022-11-24,40.71856
2022-11-25,39.52095
2022-11-26,15.96806
2022-11-27,13.97205
2022-11-28,44.71057
2022-11-29,47.90419
2022-11-30,52.2954
2022-12-01,44.51097
2022-12-02,47.70459
2022-12-03,15.56886
2022-12-04,10.17964
2022-12-05,47.90419
2022-12-06,43.51297
2022-12-07,42.71457
2022-12-08,43.51297
2022-12-09,38.92215
2022-12-10,13.17365
2022-12-11,14.97005
2022-12-12,52.69461
2022-12-13,48.50299
2022-12-14,46.10778
2022-12-15,40.91816
2022-12-16,37.52495
2022-12-17,14.57085
2022-12-18,14.77045
2022-12-19,48.90219
2022-12-20,50.2994
2022-12-21,53.69261
2022-12-22,47.70459
2022-12-23,39.92015
2022-12-24,21.35728
2022-12-25,18.36327
2022-12-26,58.88223
2022-12-27,61.47704
2022-12-28,51.6966
2022-12-29,53.69261
2022-12-30,46.90618
2022-12-31,18.76247
2023-01-01,15.76846
2023-01-02,45.90818
2023-01-03,46.30738
2023-01-04,47.50499
2023-01-05,45.50898
2023-01-06,51.2974
2023-01-07,19.56087
2023-01-08,19.96007
2023-01-09,58.28343
2023-01-10,57.48502
2023-01-11,52.89421
2023-01-12,49.10179
2023-01-13,45.50898
2023-01-14,20.55888
2023-01-15,17.16566
2023-01-16,62.87425
2023-01-17,58.68263
2023-01-18,43.71257
2023-01-19,45.10978
2023-01-20,42.31536
2023-01-21,10.37924
2023-01-22,13.37325
2023-01-23,9.78043
2023-01-24,18.36327
2023-01-25,69.46107
2023-01-26,48.30339
2023-01-27,59.28143
2023-01-28,20.75848
2023-01-29,15.56886
2023-01-30,63.47305
2023-01-31,62.67465
2023-02-01,45.10978
2023-02-02,53.89221
2023-02-03,53.09381
2023-02-04,18.76247
2023-02-05,15.56886
2023-02-06,52.0958
2023-02-07,55.28942
2023-02-08,54.49101
2023-02-09,47.50499
2023-02-10,43.51297
2023-02-11,17.76447
2023-02-12,18.76247
2023-02-13,58.48303
2023-02-14,45.50898
2023-02-15,51.497
2023-02-16,50.2994
2023-02-17,44.51097
2023-02-18,16.16766
2023-02-19,14.57085
2023-02-20,52.69461
2023-02-21,50.2994
2023-02-22,48.90219
2023-02-23,47.70459
2023-02-24,47.30538
2023-02-25,18.56287
2023-02-26,18.76247
2023-02-27,59.48103
2023-02-28,55.68862
2023-03-01,23.15369
2023-03-02,47.50499
2023-03-03,42.71457
2023-03-04,14.97005
2023-03-05,14.57085
2023-03-06,50.0998
2023-03-07,42.91417
2023-03-08,47.30538
2023-03-09,44.31137
2023-03-10,50.499
2023-03-11,15.76846
2023-03-12,13.17365
2023-03-13,54.69061
2023-03-14,45.70858
2023-03-15,50.6986
2023-03-16,50.2994
2023-03-17,39.72055
2023-03-18,16.96606
2023-03-19,17.16566
2023-03-20,49.90019
2023-03-21,48.50299
2023-03-22,41.71656
2023-03-23,46.10778
2023-03-24,43.11377
2023-03-25,13.37325
2023-03-26,10.97804
2023-03-27,55.48902
2023-03-28,46.10778
2023-03-29,49.70059
2023-03-30,36.92614
2023-03-31,39.72055
2023-04-01,16.96606
2023-04-02,13.57285
2023-04-03,42.11576
2023-04-04,44.11177
2023-04-05,50.0998
2023-04-06,42.51497
2023-04-07,40.31936
2023-04-08,18.76247
2023-04-09,9.58083
2023-04-10,57.28542
2023-04-11,56.28742
2023-04-12,45.90818
2023-04-13,55.28942
2023-04-14,39.52095
2023-04-15,19.16167
2023-04-16,11.17764
2023-04-17,45.90818
2023-04-18,41.31736
2023-04-19,40.11976
2023-04-20,44.91017
2023-04-21,43.31337
2023-04-22,16.36726
2023-04-23,9.58083
2023-04-24,48.50299
2023-04-25,47.70459
2023-04-26,50.0998
2023-04-27,46.90618
2023-04-28,36.92614
2023-04-29,15.76846
2023-04-30,10.77844
2023-05-01,26.5469
2023-05-02,52.495
2023-05-03,46.90618
2023-05-04,40.11976
2023-05-05,14.77045
2023-05-06,13.97205
2023-05-07,14.97005
2023-05-08,42.91417
2023-05-09,46.30738
2023-05-10,51.8962
2023-05-11,50.0998
2023-05-12,45.70858
2023-05-13,16.96606
2023-05-14,11.37724
2023-05-15,43.31337
2023-05-16,49.30139
2023-05-17,48.70259
2023-05-18,39.32135
2023-05-19,39.92015
2023-05-20,18.56287
2023-05-21,16.76646
2023-05-22,54.09181
2023-05-23,46.50698
2023-05-24,54.49101
2023-05-25,54.89021
2023-05-26,43.31337
2023-05-27,14.97005
2023-05-28,16.16766
