date,신혼희망타운
2020-08-16,0.73875
2020-08-17,1.02099
2020-08-18,1.19205
2020-08-19,1.1557
2020-08-20,1.23588
2020-08-21,0.96754
2020-08-22,0.78258
2020-08-23,0.86597
2020-08-24,1.16318
2020-08-25,1.10224
2020-08-26,1.19419
2020-08-27,1.09476
2020-08-28,0.91515
2020-08-29,0.7302
2020-08-30,0.77296
2020-08-31,1.22198
2020-09-01,1.53951
2020-09-02,1.15784
2020-09-03,1.28506
2020-09-04,1.22092
2020-09-05,0.76013
2020-09-06,0.86276
2020-09-07,1.24123
2020-09-08,1.75868
2020-09-09,1.68491
2020-09-10,1.12042
2020-09-11,1.08086
2020-09-12,0.80183
2020-09-13,0.90232
2020-09-14,1.35028
2020-09-15,1.2455
2020-09-16,1.25299
2020-09-17,1.1418
2020-09-18,1.15035
2020-09-19,0.8927
2020-09-20,0.9237
2020-09-21,1.1867
2020-09-22,1.1867
2020-09-23,1.12363
2020-09-24,1.28613
2020-09-25,0.91087
2020-09-26,0.68636
2020-09-27,0.79541
2020-09-28,1.10118
2020-09-29,0.9825
2020-09-30,0.65536
2020-10-01,0.72057
2020-10-02,0.82962
2020-10-03,0.93119
2020-10-04,1.26368
2020-10-05,1.67742
2020-10-06,1.71805
2020-10-07,1.72981
2020-10-08,1.43153
2020-10-09,0.82428
2020-10-10,0.81572
2020-10-11,0.95578
2020-10-12,1.45398
2020-10-13,1.26475
2020-10-14,2.9967
2020-10-15,1.66139
2020-10-16,1.13966
2020-10-17,0.79755
2020-10-18,0.98357
2020-10-19,1.60686
2020-10-20,1.47964
2020-10-21,3.1421
2020-10-22,2.55944
2020-10-23,1.81748
2020-10-24,1.15463
2020-10-25,1.17174
2020-10-26,1.74799
2020-10-27,1.841
2020-10-28,1.73195
2020-10-29,1.4636
2020-10-30,1.12149
2020-10-31,0.8478
2020-11-01,1.08621
2020-11-02,1.77257
2020-11-03,1.77899
2020-11-04,2.15959
2020-11-05,1.92866
2020-11-06,1.49888
2020-11-07,1.22305
2020-11-08,1.26154
2020-11-09,1.98426
2020-11-10,1.76295
2020-11-11,1.93615
2020-11-12,2.23977
2020-11-13,1.76509
2020-11-14,1.36311
2020-11-15,1.54379
2020-11-16,2.19594
2020-11-17,2.12431
2020-11-18,1.81962
2020-11-19,2.0591
2020-11-20,1.53096
2020-11-21,1.10759
2020-11-22,1.49674
2020-11-23,2.34775
2020-11-24,2.03985
2020-11-25,1.8581
2020-11-26,1.71912
2020-11-27,2.41938
2020-11-28,1.48178
2020-11-29,1.83993
2020-11-30,2.97211
2020-12-01,3.19769
2020-12-02,2.79464
2020-12-03,3.97066
2020-12-04,3.2458
2020-12-05,2.1211
2020-12-06,2.55088
2020-12-07,3.59326
2020-12-08,3.2009
2020-12-09,3.55905
2020-12-10,3.52056
2020-12-11,3.42862
2020-12-12,2.85772
2020-12-13,2.97532
2020-12-14,4.56401
2020-12-15,3.56333
2020-12-16,3.70231
2020-12-17,3.4778
2020-12-18,3.64137
2020-12-19,2.32637
2020-12-20,2.5744
2020-12-21,3.91827
2020-12-22,3.27788
2020-12-23,3.19235
2020-12-24,2.59258
2020-12-25,1.83993
2020-12-26,2.10934
2020-12-27,2.5295
2020-12-28,5.75393
2020-12-29,12.53528
2020-12-30,7.20791
2020-12-31,6.61456
2021-01-01,4.09895
2021-01-02,3.89689
2021-01-03,4.08078
2021-01-04,5.79669
2021-01-05,5.18303
2021-01-06,4.14492
2021-01-07,3.56012
2021-01-08,3.45749
2021-01-09,2.68132
2021-01-10,4.1492
2021-01-11,6.7204
2021-01-12,7.26992
2021-01-13,7.25496
2021-01-14,5.13171
2021-01-15,3.82847
2021-01-16,2.53699
2021-01-17,2.85986
2021-01-18,5.88008
2021-01-19,3.81029
2021-01-20,4.03908
2021-01-21,5.96989
2021-01-22,4.79708
2021-01-23,2.71232
2021-01-24,2.7754
2021-01-25,4.07329
2021-01-26,2.94752
2021-01-27,2.72515
2021-01-28,2.63855
2021-01-29,2.2943
2021-01-30,1.70629
2021-01-31,1.81748
2021-02-01,2.2216
2021-02-02,2.32103
2021-02-03,1.96074
2021-02-04,3.27788
2021-02-05,1.72019
2021-02-06,1.2562
2021-02-07,1.47322
2021-02-08,1.67315
2021-02-09,1.47536
2021-02-10,1.18884
2021-02-11,0.93119
2021-02-12,1.02527
2021-02-13,1.25513
2021-02-14,1.54913
2021-02-15,2.01205
2021-02-16,1.76509
2021-02-17,1.5812
2021-02-18,1.50316
2021-02-19,1.24444
2021-02-20,0.9376
2021-02-21,1.10652
2021-02-22,1.54379
2021-02-23,1.39946
2021-02-24,1.41763
2021-02-25,1.23161
2021-02-26,0.96112
2021-02-27,0.82641
2021-02-28,0.92477
2021-03-01,1.08835
2021-03-02,1.49995
2021-03-03,1.47857
2021-03-04,1.33959
2021-03-05,1.1279
2021-03-06,0.90767
2021-03-07,1.14822
2021-03-08,1.57158
2021-03-09,1.40159
2021-03-10,1.80679
2021-03-11,1.7854
2021-03-12,1.59083
2021-03-13,1.08835
2021-03-14,1.37807
2021-03-15,1.95646
2021-03-16,1.55768
2021-03-17,1.2145
2021-03-18,1.33317
2021-03-19,1.09155
2021-03-20,0.94722
2021-03-21,0.99106
2021-03-22,1.40587
2021-03-23,1.46146
2021-03-24,1.2145
2021-03-25,1.37914
2021-03-26,1.15142
2021-03-27,0.80289
2021-03-28,1.01137
2021-03-29,1.5363
2021-03-30,1.29682
2021-03-31,1.53737
2021-04-01,1.47216
2021-04-02,1.07659
2021-04-03,0.82
2021-04-04,0.90018
2021-04-05,1.4636
2021-04-06,1.34172
2021-04-07,1.36311
2021-04-08,1.15677
2021-04-09,0.9932
2021-04-10,0.74623
2021-04-11,0.8649
2021-04-12,1.2423
2021-04-13,1.29575
2021-04-14,1.4187
2021-04-15,1.21236
2021-04-16,1.04344
2021-04-17,0.76868
2021-04-18,0.9205
2021-04-19,1.22519
2021-04-20,1.80892
2021-04-21,6.50765
2021-04-22,5.7999
2021-04-23,2.28575
2021-04-24,1.86238
2021-04-25,2.25902
2021-04-26,3.01915
2021-04-27,2.70056
2021-04-28,1.96288
2021-04-29,1.61969
2021-04-30,1.26475
2021-05-01,0.98357
2021-05-02,1.28613
2021-05-03,2.21091
2021-05-04,1.54699
2021-05-05,1.17494
2021-05-06,1.68598
2021-05-07,1.73195
2021-05-08,1.27009
2021-05-09,1.41549
2021-05-10,2.21198
2021-05-11,1.99923
2021-05-12,1.89552
2021-05-13,1.53951
2021-05-14,1.75975
2021-05-15,1.13218
2021-05-16,1.24016
2021-05-17,1.65497
2021-05-18,1.76509
2021-05-19,1.33424
2021-05-20,1.66459
2021-05-21,1.5812
2021-05-22,1.02741
2021-05-23,1.40908
2021-05-24,2.46963
2021-05-25,2.10507
2021-05-26,1.87842
2021-05-27,1.73302
2021-05-28,1.47322
2021-05-29,1.0552
2021-05-30,1.11614
2021-05-31,1.74478
2021-06-01,1.50851
2021-06-02,2.00992
2021-06-03,2.16814
2021-06-04,2.48353
2021-06-05,1.21985
2021-06-06,2.40976
2021-06-07,2.89514
2021-06-08,2.07299
2021-06-09,1.78113
2021-06-10,1.60579
2021-06-11,1.33959
2021-06-12,0.98144
2021-06-13,1.31072
2021-06-14,1.80144
2021-06-15,1.93936
2021-06-16,1.53203
2021-06-17,1.59938
2021-06-18,1.33959
2021-06-19,1.06376
2021-06-20,1.31927
2021-06-21,2.06658
2021-06-22,1.79609
2021-06-23,1.69988
2021-06-24,1.66673
2021-06-25,1.67956
2021-06-26,1.15035
2021-06-27,1.50744
2021-06-28,2.08048
2021-06-29,1.81962
2021-06-30,1.87628
2021-07-01,1.89125
2021-07-02,1.71805
2021-07-03,1.27544
2021-07-04,2.50812
2021-07-05,3.96745
2021-07-06,3.60502
2021-07-07,2.99349
2021-07-08,2.46749
2021-07-09,2.29858
2021-07-10,1.54913
2021-07-11,2.75295
2021-07-12,3.45856
2021-07-13,3.20304
2021-07-14,3.35058
2021-07-15,5.4332
2021-07-16,5.51873
2021-07-17,2.48888
2021-07-18,2.39266
2021-07-19,2.95608
2021-07-20,2.42473
2021-07-21,2.19701
2021-07-22,1.73943
2021-07-23,1.47536
2021-07-24,1.31072
2021-07-25,1.48071
2021-07-26,2.05161
2021-07-27,2.47177
2021-07-28,4.90827
2021-07-29,2.75722
2021-07-30,1.56196
2021-07-31,1.06483
2021-08-01,1.26368
2021-08-02,2.01526
2021-08-03,2.69842
2021-08-04,3.60823
2021-08-05,2.34562
2021-08-06,1.41549
2021-08-07,0.99533
2021-08-08,1.09583
2021-08-09,1.80465
2021-08-10,1.54913
2021-08-11,1.578
2021-08-12,1.67849
2021-08-13,2.14676
2021-08-14,1.27009
2021-08-15,1.17387
2021-08-16,1.39625
2021-08-17,1.89873
2021-08-18,1.8132
2021-08-19,1.69988
2021-08-20,1.34814
2021-08-21,1.07979
2021-08-22,1.38877
2021-08-23,2.11148
2021-08-24,1.87628
2021-08-25,1.76937
2021-08-26,1.5812
2021-08-27,1.56089
2021-08-28,1.11187
2021-08-29,1.36631
2021-08-30,2.8652
2021-08-31,3.48528
2021-09-01,4.6752
2021-09-02,2.61182
2021-09-03,1.76937
2021-09-04,1.18884
2021-09-05,1.27972
2021-09-06,1.83031
2021-09-07,1.53416
2021-09-08,1.40694
2021-09-09,1.21771
2021-09-10,0.86597
2021-09-11,0.74409
2021-09-12,0.851
2021-09-13,1.51064
2021-09-14,1.63466
2021-09-15,2.5573
2021-09-16,1.56944
2021-09-17,1.09583
2021-09-18,0.68636
2021-09-19,0.68529
2021-09-20,0.87666
2021-09-21,0.98464
2021-09-22,1.20809
2021-09-23,1.5812
2021-09-24,1.36631
2021-09-25,1.00816
2021-09-26,1.38663
2021-09-27,3.55478
2021-09-28,2.40442
2021-09-29,1.73836
2021-09-30,1.62397
2021-10-01,1.09262
2021-10-02,0.87559
2021-10-03,0.92157
2021-10-04,1.15784
2021-10-05,1.53951
2021-10-06,2.54768
2021-10-07,1.64214
2021-10-08,1.20488
2021-10-09,0.88735
2021-10-10,1.29575
2021-10-11,1.50851
2021-10-12,2.21625
2021-10-13,2.24405
2021-10-14,2.43221
2021-10-15,3.36768
2021-10-16,1.48498
2021-10-17,1.31607
2021-10-18,1.80144
2021-10-19,1.87628
2021-10-20,1.77578
2021-10-21,1.41656
2021-10-22,1.38128
2021-10-23,0.94509
2021-10-24,1.67849
2021-10-25,4.09147
2021-10-26,2.47605
2021-10-27,1.71591
2021-10-28,1.8859
2021-10-29,1.50209
2021-10-30,1.19526
2021-10-31,1.41442
2021-11-01,2.06016
2021-11-02,1.58762
2021-11-03,1.41122
2021-11-04,1.19098
2021-11-05,1.11614
2021-11-06,0.83497
2021-11-07,0.89591
2021-11-08,1.52454
2021-11-09,1.32569
2021-11-10,2.07299
2021-11-11,1.08514
2021-11-12,0.87452
2021-11-13,0.78151
2021-11-14,0.90232
2021-11-15,1.52561
2021-11-16,1.31393
2021-11-17,1.52454
2021-11-18,1.48071
2021-11-19,1.39946
2021-11-20,0.90981
2021-11-21,1.12042
2021-11-22,1.39411
2021-11-23,1.2145
2021-11-24,1.29361
2021-11-25,3.59113
2021-11-26,1.7854
2021-11-27,1.09048
2021-11-28,1.16425
2021-11-29,1.76509
2021-11-30,1.60152
2021-12-01,1.99067
2021-12-02,1.55875
2021-12-03,1.51278
2021-12-04,1.5502
2021-12-05,1.51813
2021-12-06,2.67811
2021-12-07,3.75363
2021-12-08,2.43756
2021-12-09,2.04413
2021-12-10,1.63252
2021-12-11,1.10545
2021-12-12,1.42511
2021-12-13,1.81962
2021-12-14,1.55555
2021-12-15,1.54592
2021-12-16,1.30324
2021-12-17,1.1247
2021-12-18,0.75372
2021-12-19,0.96005
2021-12-20,1.34279
2021-12-21,2.04413
2021-12-22,1.18243
2021-12-23,2.04306
2021-12-24,1.09369
2021-12-25,0.94295
2021-12-26,1.28934
2021-12-27,2.31568
2021-12-28,3.81778
2021-12-29,3.48101
2021-12-30,1.90621
2021-12-31,1.31179
2022-01-01,1.03489
2022-01-02,1.27972
2022-01-03,1.95218
2022-01-04,2.02916
2022-01-05,1.61542
2022-01-06,1.74264
2022-01-07,1.90514
2022-01-08,1.35776
2022-01-09,2.20556
2022-01-10,4.6891
2022-01-11,3.0555
2022-01-12,2.20449
2022-01-13,2.08368
2022-01-14,1.72981
2022-01-15,1.22947
2022-01-16,1.77044
2022-01-17,2.6022
2022-01-18,1.83993
2022-01-19,1.57051
2022-01-20,1.29682
2022-01-21,1.13325
2022-01-22,0.81145
2022-01-23,1.04131
2022-01-24,2.62038
2022-01-25,1.77151
2022-01-26,1.315
2022-01-27,1.29361
2022-01-28,0.79648
2022-01-29,0.7195
2022-01-30,0.68957
2022-01-31,0.66712
2022-02-01,0.76654
2022-02-02,1.00175
2022-02-03,1.30751
2022-02-04,1.1247
2022-02-05,0.81572
2022-02-06,0.89163
2022-02-07,1.38556
2022-02-08,1.32996
2022-02-09,1.06696
2022-02-10,1.00709
2022-02-11,1.2145
2022-02-12,0.75906
2022-02-13,0.85742
2022-02-14,1.32569
2022-02-15,1.40694
2022-02-16,1.43474
2022-02-17,5.51659
2022-02-18,2.51347
2022-02-19,1.57265
2022-02-20,1.35562
2022-02-21,2.35096
2022-02-22,2.08903
2022-02-23,1.59296
2022-02-24,1.36418
2022-02-25,1.27544
2022-02-26,0.94402
2022-02-27,1.6229
2022-02-28,3.69376
2022-03-01,2.16601
2022-03-02,2.16066
2022-03-03,1.61862
2022-03-04,1.53523
2022-03-05,1.04986
2022-03-06,1.2006
2022-03-07,2.26543
2022-03-08,1.58976
2022-03-09,1.26047
2022-03-10,2.05482
2022-03-11,1.47643
2022-03-12,1.0691
2022-03-13,2.03344
2022-03-14,2.09117
2022-03-15,1.72553
2022-03-16,2.03557
2022-03-17,1.64214
2022-03-18,1.4914
2022-03-19,1.18777
2022-03-20,1.19846
2022-03-21,1.97143
2022-03-22,1.57372
2022-03-23,1.48392
2022-03-24,1.61007
2022-03-25,1.33745
2022-03-26,0.99854
2022-03-27,0.99106
2022-03-28,1.79609
2022-03-29,2.03023
2022-03-30,1.79609
2022-03-31,2.88658
2022-04-01,1.46895
2022-04-02,0.92584
2022-04-03,0.96326
2022-04-04,1.37059
2022-04-05,1.23054
2022-04-06,1.10224
2022-04-07,0.94615
2022-04-08,0.91087
2022-04-09,0.67353
2022-04-10,0.83817
2022-04-11,1.50744
2022-04-12,1.04558
2022-04-13,1.05307
2022-04-14,1.02634
2022-04-15,0.87666
2022-04-16,0.62542
2022-04-17,0.74196
2022-04-18,1.09797
2022-04-19,0.95685
2022-04-20,0.97074
2022-04-21,1.01885
2022-04-22,0.98037
2022-04-23,0.6468
2022-04-24,0.78686
2022-04-25,1.02955
2022-04-26,1.05627
2022-04-27,0.9066
2022-04-28,0.84138
2022-04-29,0.76548
2022-04-30,0.69491
2022-05-01,0.83817
2022-05-02,1.083
2022-05-03,0.91515
2022-05-04,0.73768
2022-05-05,0.55379
2022-05-06,0.72592
2022-05-07,0.54096
2022-05-08,0.8617
2022-05-09,1.19205
2022-05-10,1.083
2022-05-11,0.98785
2022-05-12,0.84031
2022-05-13,0.77724
2022-05-14,0.83924
2022-05-15,0.85635
2022-05-16,1.20274
2022-05-17,1.11935
2022-05-18,0.9932
2022-05-19,0.93012
2022-05-20,0.789
2022-05-21,0.5848
2022-05-22,0.74196
2022-05-23,1.07017
2022-05-24,1.07338
2022-05-25,1.42084
2022-05-26,1.2006
2022-05-27,0.89056
2022-05-28,0.64467
2022-05-29,0.78472
2022-05-30,1.11507
2022-05-31,0.82
2022-06-01,0.62435
2022-06-02,0.80183
2022-06-03,0.85849
2022-06-04,0.51744
2022-06-05,0.60832
2022-06-06,0.85956
2022-06-07,0.95257
2022-06-08,1.26368
2022-06-09,1.29575
2022-06-10,0.96326
2022-06-11,0.67246
2022-06-12,0.83711
2022-06-13,1.1418
2022-06-14,0.96647
2022-06-15,0.86383
2022-06-16,0.93333
2022-06-17,0.74516
2022-06-18,0.63398
2022-06-19,0.82855
2022-06-20,1.15035
2022-06-21,1.16425
2022-06-22,0.95791
2022-06-23,0.98144
2022-06-24,0.7922
2022-06-25,0.59549
2022-06-26,0.74302
2022-06-27,1.06376
2022-06-28,1.3909
2022-06-29,1.46574
2022-06-30,1.04451
2022-07-01,0.79007
2022-07-02,0.60083
2022-07-03,0.74302
2022-07-04,1.13432
2022-07-05,1.06589
2022-07-06,0.83604
2022-07-07,0.76013
2022-07-08,0.77617
2022-07-09,0.6297
2022-07-10,0.81679
2022-07-11,1.05734
2022-07-12,0.91194
2022-07-13,0.84673
2022-07-14,0.80824
2022-07-15,0.66712
2022-07-16,0.64894
2022-07-17,0.6297
2022-07-18,0.93867
2022-07-19,0.80717
2022-07-20,0.82107
2022-07-21,0.77937
2022-07-22,0.6297
2022-07-23,0.42443
2022-07-24,0.53882
2022-07-25,0.84566
2022-07-26,0.75478
2022-07-27,1.04451
2022-07-28,1.33317
2022-07-29,0.87132
2022-07-30,0.54952
2022-07-31,0.6436
2022-08-01,0.81465
2022-08-02,0.77403
2022-08-03,0.71309
2022-08-04,0.67888
2022-08-05,0.60939
2022-08-06,0.45757
2022-08-07,0.57197
2022-08-08,0.83604
2022-08-09,0.81786
2022-08-10,0.78686
2022-08-11,0.68743
2022-08-12,0.67567
2022-08-13,0.4843
2022-08-14,0.50141
2022-08-15,0.63825
2022-08-16,0.98357
2022-08-17,0.86597
2022-08-18,0.74516
2022-08-19,0.63398
2022-08-20,0.52706
2022-08-21,0.62542
2022-08-22,0.91943
2022-08-23,0.789
2022-08-24,0.8339
2022-08-25,0.71416
2022-08-26,0.6746
2022-08-27,0.46185
2022-08-28,0.60083
2022-08-29,0.68957
2022-08-30,0.6746
2022-08-31,0.64146
2022-09-01,0.61473
2022-09-02,0.56128
2022-09-03,0.38487
2022-09-04,0.5153
2022-09-05,0.57838
2022-09-06,0.54631
2022-09-07,0.58159
2022-09-08,0.43085
2022-09-09,0.30683
2022-09-10,0.35494
2022-09-11,0.38808
2022-09-12,0.57517
2022-09-13,0.89163
2022-09-14,0.76654
2022-09-15,0.72057
2022-09-16,0.60404
2022-09-17,0.43726
2022-09-18,0.50461
2022-09-19,0.83069
2022-09-20,0.70881
2022-09-21,0.73875
2022-09-22,0.70988
2022-09-23,0.59976
2022-09-24,0.41481
2022-09-25,0.52386
2022-09-26,0.72699
2022-09-27,0.67246
2022-09-28,0.588
2022-09-29,0.63932
2022-09-30,0.55379
2022-10-01,0.40732
2022-10-02,0.43191
2022-10-03,0.65215
2022-10-04,0.84352
2022-10-05,0.72164
2022-10-06,0.60832
2022-10-07,0.48644
2022-10-08,0.31004
2022-10-09,0.40626
2022-10-10,0.50141
2022-10-11,0.8649
2022-10-12,0.69705
2022-10-13,0.63291
2022-10-14,0.52706
2022-10-15,0.37098
2022-10-16,0.40732
2022-10-17,0.54203
2022-10-18,0.56341
2022-10-19,0.54738
2022-10-20,0.54845
2022-10-21,0.48002
2022-10-22,0.32287
2022-10-23,0.37739
2022-10-24,0.67033
2022-10-25,0.58373
2022-10-26,1.19526
2022-10-27,1.21129
2022-10-28,0.78258
2022-10-29,0.44154
2022-10-30,0.33035
2022-10-31,0.64146
2022-11-01,0.68315
2022-11-02,0.72271
2022-11-03,0.66498
2022-11-04,0.58052
2022-11-05,0.45009
2022-11-06,0.56555
2022-11-07,1.50637
2022-11-08,1.06162
2022-11-09,0.83283
2022-11-10,0.74516
2022-11-11,0.52813
2022-11-12,0.37525
2022-11-13,0.48323
2022-11-14,0.67995
2022-11-15,0.62115
2022-11-16,1.12149
2022-11-17,0.79113
2022-11-18,0.56235
2022-11-19,0.44261
2022-11-20,0.43833
2022-11-21,0.68636
2022-11-22,0.56662
2022-11-23,0.526
2022-11-24,0.50568
2022-11-25,0.46719
2022-11-26,0.35601
2022-11-27,0.41908
2022-11-28,0.68636
2022-11-29,0.54952
2022-11-30,0.54631
2022-12-01,0.69491
2022-12-02,0.55486
2022-12-03,0.32073
2022-12-04,0.4394
2022-12-05,0.64787
2022-12-06,0.63611
2022-12-07,0.57838
2022-12-08,0.52706
2022-12-09,0.46719
2022-12-10,0.39343
2022-12-11,0.43405
2022-12-12,0.64787
2022-12-13,0.65215
2022-12-14,0.56341
2022-12-15,0.60404
2022-12-16,0.45223
2022-12-17,0.31538
2022-12-18,0.36135
2022-12-19,0.53882
2022-12-20,0.51744
2022-12-21,0.46719
2022-12-22,0.55272
2022-12-23,0.42015
2022-12-24,0.25765
2022-12-25,0.34318
2022-12-26,0.52172
2022-12-27,0.55379
2022-12-28,0.51851
2022-12-29,0.51424
2022-12-30,0.3945
2022-12-31,0.32073
2023-01-01,0.39663
2023-01-02,0.65643
2023-01-03,0.65001
2023-01-04,0.68636
2023-01-05,0.65108
2023-01-06,0.57731
2023-01-07,0.41374
2023-01-08,0.61259
2023-01-09,0.77403
2023-01-10,0.65429
2023-01-11,0.65643
2023-01-12,0.67033
2023-01-13,0.55059
2023-01-14,0.35387
2023-01-15,0.48751
2023-01-16,0.57838
2023-01-17,0.46613
2023-01-18,0.46933
2023-01-19,0.42764
2023-01-20,0.37525
2023-01-21,0.2491
2023-01-22,0.38808
2023-01-23,0.44581
2023-01-24,0.45543
2023-01-25,0.65963
2023-01-26,0.69598
2023-01-27,0.59763
2023-01-28,0.41267
2023-01-29,0.48858
2023-01-30,0.68636
2023-01-31,0.64039
2023-02-01,0.59976
2023-02-02,0.53241
2023-02-03,0.5121
2023-02-04,0.44688
2023-02-05,0.48751
2023-02-06,0.62435
2023-02-07,0.49285
2023-02-08,0.54631
2023-02-09,0.47254
2023-02-10,0.48002
2023-02-11,0.3528
2023-02-12,0.49499
2023-02-13,0.7163
2023-02-14,0.56876
2023-02-15,0.44688
2023-02-16,0.51103
2023-02-17,0.42871
2023-02-18,0.34425
2023-02-19,0.4255
2023-02-20,0.54952
2023-02-21,0.48965
2023-02-22,0.47254
2023-02-23,0.47575
2023-02-24,0.37953
2023-02-25,0.3079
2023-02-26,0.37418
2023-02-27,0.51317
2023-02-28,0.45757
2023-03-01,0.40305
2023-03-02,0.4843
2023-03-03,0.40732
2023-03-04,0.36563
2023-03-05,0.77937
2023-03-06,0.67888
2023-03-07,0.57411
2023-03-08,0.48323
2023-03-09,0.44261
2023-03-10,0.40732
2023-03-11,0.25979
2023-03-12,0.33463
2023-03-13,0.55059
2023-03-14,0.51958
2023-03-15,0.51744
2023-03-16,0.44047
2023-03-17,0.40198
2023-03-18,0.31111
2023-03-19,0.39022
2023-03-20,0.61687
2023-03-21,0.62435
2023-03-22,0.51851
2023-03-23,0.43085
2023-03-24,0.40732
2023-03-25,0.33569
2023-03-26,0.36456
2023-03-27,0.67674
2023-03-28,0.51637
2023-03-29,0.52493
2023-03-30,0.53027
2023-03-31,0.46185
2023-04-01,0.31752
2023-04-02,0.40946
2023-04-03,0.70561
2023-04-04,0.59656
2023-04-05,0.53669
2023-04-06,0.55272
2023-04-07,0.42978
2023-04-08,0.31752
2023-04-09,0.39556
2023-04-10,0.57304
2023-04-11,0.53882
2023-04-12,0.61046
2023-04-13,0.52813
2023-04-14,0.46506
2023-04-15,0.36563
2023-04-16,0.4116
2023-04-17,0.64894
2023-04-18,0.60083
2023-04-19,0.59656
2023-04-20,0.62222
2023-04-21,0.50996
2023-04-22,0.3945
2023-04-23,0.39236
2023-04-24,0.58266
2023-04-25,0.6158
2023-04-26,0.48965
2023-04-27,0.45116
2023-04-28,0.34745
2023-04-29,0.28972
2023-04-30,0.37739
2023-05-01,0.46185
2023-05-02,0.52706
2023-05-03,0.43619
2023-05-04,0.40305
2023-05-05,0.28117
2023-05-06,0.29507
2023-05-07,0.39877
2023-05-08,0.53241
2023-05-09,0.4982
2023-05-10,0.54203
2023-05-11,0.4533
2023-05-12,0.37739
2023-05-13,0.32073
2023-05-14,0.36349
2023-05-15,0.54738
2023-05-16,0.49713
2023-05-17,0.48109
2023-05-18,0.48537
2023-05-19,0.40626
2023-05-20,0.2523
2023-05-21,0.32928
2023-05-22,0.54845
2023-05-23,0.47254
2023-05-24,0.53134
2023-05-25,0.43085
2023-05-26,0.3389
2023-05-27,0.23734
2023-05-28,0.29507
2023-05-29,0.39663
