date,풍동실험
2020-03-20,30.98591
2020-03-22,7.04225
2020-03-23,42.25352
2020-03-24,45.07042
2020-03-25,66.19718
2020-03-26,39.43661
2020-03-27,32.39436
2020-03-28,12.67605
2020-03-30,30.98591
2020-03-31,25.35211
2020-04-01,36.61971
2020-04-02,28.16901
2020-04-03,49.29577
2020-04-05,25.35211
2020-04-06,30.98591
2020-04-07,54.92957
2020-04-08,56.33802
2020-04-09,56.33802
2020-04-10,38.02816
2020-04-11,33.80281
2020-04-12,33.80281
2020-04-13,42.25352
2020-04-14,71.83098
2020-04-15,14.0845
2020-04-16,43.66197
2020-04-17,33.80281
2020-04-18,22.53521
2020-04-19,21.12676
2020-04-20,74.64788
2020-04-21,69.01408
2020-04-22,76.05633
2020-04-23,38.02816
2020-04-24,30.98591
2020-04-25,22.53521
2020-04-26,7.04225
2020-04-27,38.02816
2020-04-28,39.43661
2020-04-29,33.80281
2020-04-30,8.4507
2020-05-01,14.0845
2020-05-02,7.04225
2020-05-03,11.2676
2020-05-04,16.9014
2020-05-05,9.85915
2020-05-06,50.70422
2020-05-07,39.43661
2020-05-08,26.76056
2020-05-09,19.7183
2020-05-10,25.35211
2020-05-11,42.25352
2020-05-12,32.39436
2020-05-13,47.88732
2020-05-14,29.57746
2020-05-15,25.35211
2020-05-16,7.04225
2020-05-18,40.84507
2020-05-19,29.57746
2020-05-20,52.11267
2020-05-21,26.76056
2020-05-22,33.80281
2020-05-23,19.7183
2020-05-24,7.04225
2020-05-25,42.25352
2020-05-26,49.29577
2020-05-27,53.52112
2020-05-28,30.98591
2020-05-29,60.56338
2020-05-30,18.30985
2020-05-31,16.9014
2020-06-01,35.21126
2020-06-02,39.43661
2020-06-03,42.25352
2020-06-04,21.12676
2020-06-05,29.57746
2020-06-06,21.12676
2020-06-07,16.9014
2020-06-08,45.07042
2020-06-09,64.78873
2020-06-10,100.0
2020-06-11,30.98591
2020-06-12,45.07042
2020-06-14,9.85915
2020-06-15,32.39436
2020-06-16,36.61971
2020-06-17,39.43661
2020-06-18,35.21126
2020-06-19,61.97183
2020-06-20,14.0845
2020-06-21,15.49295
2020-06-22,30.98591
2020-06-23,53.52112
2020-06-24,43.66197
2020-06-25,30.98591
2020-06-26,54.92957
2020-06-27,8.4507
2020-06-28,21.12676
2020-06-29,23.94366
2020-06-30,36.61971
2020-07-01,40.84507
2020-07-02,60.56338
2020-07-03,25.35211
2020-07-05,32.39436
2020-07-06,67.60563
2020-07-07,33.80281
2020-07-08,56.33802
2020-07-09,67.60563
2020-07-10,42.25352
2020-07-11,26.76056
2020-07-12,8.4507
2020-07-13,46.47887
2020-07-14,42.25352
2020-07-15,33.80281
2020-07-16,38.02816
2020-07-17,33.80281
2020-07-18,7.04225
2020-07-19,16.9014
2020-07-20,39.43661
2020-07-21,45.07042
2020-07-22,46.47887
2020-07-23,22.53521
2020-07-24,19.7183
2020-07-26,8.4507
2020-07-27,43.66197
2020-07-28,28.16901
2020-07-29,39.43661
2020-07-30,38.02816
2020-07-31,23.94366
2020-08-01,8.4507
2020-08-02,9.85915
2020-08-03,36.61971
2020-08-04,23.94366
2020-08-05,42.25352
2020-08-06,33.80281
2020-08-07,28.16901
2020-08-08,14.0845
2020-08-09,11.2676
2020-08-10,49.29577
2020-08-11,52.11267
2020-08-12,40.84507
2020-08-13,33.80281
2020-08-14,29.57746
2020-08-15,7.04225
2020-08-16,16.9014
2020-08-17,9.85915
2020-08-18,43.66197
2020-08-19,30.98591
2020-08-20,47.88732
2020-08-21,21.12676
2020-08-22,26.76056
2020-08-23,8.4507
2020-08-24,33.80281
2020-08-25,16.9014
2020-08-26,49.29577
2020-08-27,50.70422
2020-08-28,42.25352
2020-08-29,15.49295
2020-08-30,9.85915
2020-08-31,29.57746
2020-09-01,30.98591
2020-09-02,49.29577
2020-09-03,52.11267
2020-09-04,74.64788
2020-09-05,25.35211
2020-09-06,45.07042
2020-09-07,45.07042
2020-09-08,57.74647
2020-09-09,43.66197
2020-09-10,87.32394
2020-09-11,46.47887
2020-09-12,33.80281
2020-09-13,29.57746
2020-09-14,77.46478
2020-09-15,42.25352
2020-09-16,43.66197
2020-09-17,59.15492
2020-09-18,33.80281
2020-09-19,21.12676
2020-09-20,32.39436
2020-09-21,59.15492
2020-09-22,64.78873
2020-09-23,59.15492
2020-09-24,40.84507
2020-09-25,52.11267
2020-09-26,12.67605
2020-09-27,15.49295
2020-09-28,54.92957
2020-09-29,35.21126
2020-10-01,7.04225
2020-10-04,21.12676
2020-10-05,39.43661
2020-10-06,71.83098
2020-10-07,83.09859
2020-10-08,45.07042
2020-10-09,21.12676
2020-10-11,7.04225
2020-10-12,33.80281
2020-10-13,52.11267
2020-10-14,26.76056
2020-10-15,30.98591
2020-10-16,38.02816
2020-10-17,21.12676
2020-10-18,8.4507
2020-10-19,97.18309
2020-10-20,52.11267
2020-10-21,60.56338
2020-10-22,53.52112
2020-10-23,50.70422
2020-10-25,16.9014
2020-10-26,47.88732
2020-10-27,33.80281
2020-10-28,57.74647
2020-10-29,47.88732
2020-10-30,47.88732
2020-10-31,18.30985
2020-11-01,16.9014
2020-11-02,50.70422
2020-11-03,21.12676
2020-11-04,53.52112
2020-11-05,38.02816
2020-11-06,43.66197
2020-11-07,7.04225
2020-11-08,7.04225
2020-11-09,26.76056
2020-11-10,59.15492
2020-11-11,45.07042
2020-11-12,40.84507
2020-11-13,40.84507
2020-11-15,23.94366
2020-11-16,32.39436
2020-11-17,52.11267
2020-11-18,25.35211
2020-11-19,53.52112
2020-11-20,43.66197
2020-11-21,12.67605
2020-11-23,35.21126
2020-11-24,30.98591
2020-11-25,45.07042
2020-11-26,36.61971
2020-11-27,42.25352
2020-11-28,7.04225
2020-11-29,12.67605
2020-11-30,21.12676
2020-12-01,32.39436
2020-12-02,42.25352
2020-12-03,40.84507
2020-12-04,42.25352
2020-12-05,15.49295
2020-12-06,32.39436
2020-12-07,32.39436
2020-12-08,63.38028
2020-12-09,43.66197
2020-12-10,60.56338
2020-12-11,46.47887
2020-12-12,8.4507
2020-12-13,21.12676
2020-12-14,22.53521
2020-12-15,59.15492
2020-12-16,53.52112
2020-12-17,18.30985
2020-12-18,63.38028
2020-12-19,23.94366
2020-12-20,18.30985
2020-12-21,35.21126
2020-12-22,40.84507
2020-12-23,38.02816
2020-12-24,33.80281
2020-12-27,16.9014
2020-12-28,25.35211
2020-12-29,49.29577
2020-12-30,81.69014
2020-12-31,21.12676
2021-01-03,7.04225
2021-01-04,32.39436
2021-01-05,19.7183
2021-01-06,40.84507
2021-01-07,30.98591
2021-01-08,19.7183
2021-01-10,18.30985
2021-01-11,46.47887
2021-01-12,42.25352
2021-01-13,36.61971
2021-01-14,36.61971
2021-01-15,28.16901
2021-01-16,7.04225
2021-01-17,7.04225
2021-01-18,9.85915
2021-01-19,29.57746
2021-01-20,14.0845
2021-01-21,21.12676
2021-01-22,26.76056
2021-01-24,8.4507
2021-01-25,9.85915
2021-01-26,8.4507
2021-01-27,25.35211
2021-01-28,36.61971
2021-01-29,7.04225
2021-01-31,8.4507
2021-02-01,8.4507
2021-02-02,32.39436
2021-02-03,28.16901
2021-02-04,29.57746
2021-02-05,23.94366
2021-02-06,7.04225
2021-02-08,46.47887
2021-02-09,33.80281
2021-02-10,14.0845
2021-02-14,8.4507
2021-02-15,22.53521
2021-02-16,33.80281
