date,실비보험비갱신
2020-08-13,11.54614
2020-08-14,13.42389
2020-08-15,7.39113
2020-08-16,5.95285
2020-08-17,8.46983
2020-08-18,11.38633
2020-08-19,13.34398
2020-08-20,12.82461
2020-08-21,12.70475
2020-08-22,8.54974
2020-08-23,6.63204
2020-08-24,14.06312
2020-08-25,17.05952
2020-08-26,15.86096
2020-08-27,13.50379
2020-08-28,13.10427
2020-08-29,8.8294
2020-08-30,6.51218
2020-08-31,13.86336
2020-09-01,13.90331
2020-09-02,11.7459
2020-09-03,11.78585
2020-09-04,12.14542
2020-09-05,6.31242
2020-09-06,7.35117
2020-09-07,11.8258
2020-09-08,14.98202
2020-09-09,12.98441
2020-09-10,13.02437
2020-09-11,11.7459
2020-09-12,8.38993
2020-09-13,7.55093
2020-09-14,14.02317
2020-09-15,15.30163
2020-09-16,11.62604
2020-09-17,11.86576
2020-09-18,12.6648
2020-09-19,7.43108
2020-09-20,5.07391
2020-09-21,11.06671
2020-09-22,15.86096
2020-09-23,14.54254
2020-09-24,12.6648
2020-09-25,12.7447
2020-09-26,6.75189
2020-09-27,5.95285
2020-09-28,8.54974
2020-09-29,8.19017
2020-09-30,5.07391
2020-10-01,5.95285
2020-10-02,5.27367
2020-10-03,5.9129
2020-10-04,6.71194
2020-10-05,12.94446
2020-10-06,11.62604
2020-10-07,11.34638
2020-10-08,9.94806
2020-10-09,6.67199
2020-10-10,7.23132
2020-10-11,5.51338
2020-10-12,14.94206
2020-10-13,17.69876
2020-10-14,16.34039
2020-10-15,15.30163
2020-10-16,12.62485
2020-10-17,7.39113
2020-10-18,6.9117
2020-10-19,14.22293
2020-10-20,14.34278
2020-10-21,15.98082
2020-10-22,18.37794
2020-10-23,11.58609
2020-10-24,6.8318
2020-10-25,6.9117
2020-10-26,12.94446
2020-10-27,14.90211
2020-10-28,20.4155
2020-10-29,14.98202
2020-10-30,14.82221
2020-10-31,7.35117
2020-11-01,10.14782
2020-11-02,21.69396
2020-11-03,16.85976
2020-11-04,14.14302
2020-11-05,16.38034
2020-11-06,14.22293
2020-11-07,9.06911
2020-11-08,9.42868
2020-11-09,20.4155
2020-11-10,15.70115
2020-11-11,15.50139
2020-11-12,18.89732
2020-11-13,15.5813
2020-11-14,8.8294
2020-11-15,6.63204
2020-11-16,14.78226
2020-11-17,13.02437
2020-11-18,14.62245
2020-11-19,13.06432
2020-11-20,11.54614
2020-11-21,6.67199
2020-11-22,6.9117
2020-11-23,12.94446
2020-11-24,13.30403
2020-11-25,14.86216
2020-11-26,12.22532
2020-11-27,12.82461
2020-11-28,7.87055
2020-11-29,8.42988
2020-11-30,15.90091
2020-12-01,18.97722
2020-12-02,15.6612
2020-12-03,15.34159
2020-12-04,13.58369
2020-12-05,7.47103
2020-12-06,7.03156
2020-12-07,14.62245
2020-12-08,15.10187
2020-12-09,28.2461
2020-12-10,42.10946
2020-12-11,27.00759
2020-12-12,14.6624
2020-12-13,18.13823
2020-12-14,24.17099
2020-12-15,24.37075
2020-12-16,21.81382
2020-12-17,20.93487
2020-12-18,17.93847
2020-12-19,13.30403
2020-12-20,10.66719
2020-12-21,18.09828
2020-12-22,27.16739
2020-12-23,24.53056
2020-12-24,19.17698
2020-12-25,10.98681
2020-12-26,11.98561
2020-12-27,13.18417
2020-12-28,26.84778
2020-12-29,23.45185
2020-12-30,23.81142
2020-12-31,19.69636
2021-01-01,7.75069
2021-01-02,9.62844
2021-01-03,9.54854
2021-01-04,15.5813
2021-01-05,15.90091
2021-01-06,15.38154
2021-01-07,16.54015
2021-01-08,14.30283
2021-01-09,9.46863
2021-01-10,7.43108
2021-01-11,15.46144
2021-01-12,20.37554
2021-01-13,16.81981
2021-01-14,18.97722
2021-01-15,16.10067
2021-01-16,9.78825
2021-01-17,10.66719
2021-01-18,16.5801
2021-01-19,20.17578
2021-01-20,20.61526
2021-01-21,19.85617
2021-01-22,16.18058
2021-01-23,11.94566
2021-01-24,8.42988
2021-01-25,16.62005
2021-01-26,25.04994
2021-01-27,19.65641
2021-01-28,17.93847
2021-01-29,14.70235
2021-01-30,10.26767
2021-01-31,9.46863
2021-02-01,13.46384
2021-02-02,14.7423
2021-02-03,21.4143
2021-02-04,18.73751
2021-02-05,17.41909
2021-02-06,12.34518
2021-02-07,10.10787
2021-02-08,18.05833
2021-02-09,15.34159
2021-02-10,13.54374
2021-02-11,8.54974
2021-02-12,9.26887
2021-02-13,7.75069
2021-02-14,8.03036
2021-02-15,17.13943
2021-02-16,21.73391
2021-02-17,19.81622
2021-02-18,21.57411
2021-02-19,28.00639
2021-02-20,20.53535
2021-02-21,13.10427
2021-02-22,22.13343
2021-02-23,48.82141
2021-02-24,45.50539
2021-02-25,54.13503
2021-02-26,44.62644
2021-02-27,22.65281
2021-02-28,22.73272
2021-03-01,33.32001
2021-03-02,37.83459
2021-03-03,32.80063
2021-03-04,29.80423
2021-03-05,23.29204
2021-03-06,16.69996
2021-03-07,19.77626
2021-03-08,29.60447
2021-03-09,29.40471
2021-03-10,28.56572
2021-03-11,27.64682
2021-03-12,22.25329
2021-03-13,13.14422
2021-03-14,12.22532
2021-03-15,26.12864
2021-03-16,25.60926
2021-03-17,25.92888
2021-03-18,24.81022
2021-03-19,21.25449
2021-03-20,15.10187
2021-03-21,12.50499
2021-03-22,25.00998
2021-03-23,26.28845
2021-03-24,27.96644
2021-03-25,25.20974
2021-03-26,20.45545
2021-03-27,13.82341
2021-03-28,12.02556
2021-03-29,21.93367
2021-03-30,21.61406
2021-03-31,20.89492
2021-04-01,15.34159
2021-04-02,15.38154
2021-04-03,10.50739
2021-04-04,9.22892
2021-04-05,17.17938
2021-04-06,16.81981
2021-04-07,17.13943
2021-04-08,16.06072
2021-04-09,14.22293
2021-04-10,8.86935
2021-04-11,7.07151
2021-04-12,14.42269
2021-04-13,21.01478
2021-04-14,19.09708
2021-04-15,18.69756
2021-04-16,14.46264
2021-04-17,9.06911
2021-04-18,8.58969
2021-04-19,15.86096
2021-04-20,16.34039
2021-04-21,18.01837
2021-04-22,17.45904
2021-04-23,14.14302
2021-04-24,8.38993
2021-04-25,6.43228
2021-04-26,14.42269
2021-04-27,20.4954
2021-04-28,16.93967
2021-04-29,14.86216
2021-04-30,12.58489
2021-05-01,8.78945
2021-05-02,6.31242
2021-05-03,12.58489
2021-05-04,13.62365
2021-05-05,11.14662
2021-05-06,22.21334
2021-05-07,17.29924
2021-05-08,10.30763
2021-05-09,7.19137
2021-05-10,17.5789
2021-05-11,18.61765
2021-05-12,15.82101
2021-05-13,19.09708
2021-05-14,17.6588
2021-05-15,8.27007
2021-05-16,8.98921
2021-05-17,17.37914
2021-05-18,16.42029
2021-05-19,10.94686
2021-05-20,18.13823
2021-05-21,16.46024
2021-05-22,10.34758
2021-05-23,8.8294
2021-05-24,16.93967
2021-05-25,24.29085
2021-05-26,20.21574
2021-05-27,18.41789
2021-05-28,16.18058
2021-05-29,10.46743
2021-05-30,12.6648
2021-05-31,23.13224
2021-06-01,22.01358
2021-06-02,19.4966
2021-06-03,21.45425
2021-06-04,19.05713
2021-06-05,13.6636
2021-06-06,8.8294
2021-06-07,22.73272
2021-06-08,27.84658
2021-06-09,26.00878
2021-06-10,28.20615
2021-06-11,28.36596
2021-06-12,15.6612
2021-06-13,16.30043
2021-06-14,41.11066
2021-06-15,34.0791
2021-06-16,32.88054
2021-06-17,28.1662
2021-06-18,22.65281
2021-06-19,15.5813
2021-06-20,17.25928
2021-06-21,33.24011
2021-06-22,34.75829
2021-06-23,39.95205
2021-06-24,38.9133
2021-06-25,41.9097
2021-06-26,22.01358
2021-06-27,20.89492
2021-06-28,50.29964
2021-06-29,68.51777
2021-06-30,100.0
2021-07-01,34.71833
2021-07-02,17.53895
2021-07-03,10.827
2021-07-04,10.18777
2021-07-05,17.77866
2021-07-06,15.34159
2021-07-07,15.02197
2021-07-08,12.98441
2021-07-09,11.70595
2021-07-10,6.99161
2021-07-11,6.99161
2021-07-12,11.18657
2021-07-13,11.94566
2021-07-14,13.14422
2021-07-15,12.70475
2021-07-16,11.86576
2021-07-17,6.95165
2021-07-18,7.35117
2021-07-19,11.86576
2021-07-20,11.06671
2021-07-21,13.18417
2021-07-22,10.58729
2021-07-23,10.06791
2021-07-24,7.19137
2021-07-25,6.79184
2021-07-26,12.70475
2021-07-27,11.54614
2021-07-28,9.70834
2021-07-29,11.26648
2021-07-30,11.42628
2021-07-31,6.95165
2021-08-01,5.71314
2021-08-02,11.34638
2021-08-03,10.26767
2021-08-04,10.34758
2021-08-05,9.38873
2021-08-06,8.8294
2021-08-07,5.87295
2021-08-08,5.55333
2021-08-09,10.54734
2021-08-10,11.62604
2021-08-11,15.74111
2021-08-12,14.98202
2021-08-13,9.54854
2021-08-14,5.79304
2021-08-15,5.11386
2021-08-16,6.35237
2021-08-17,10.30763
2021-08-18,11.86576
2021-08-19,12.38513
2021-08-20,12.10547
2021-08-21,7.87055
2021-08-22,5.51338
2021-08-23,14.18298
2021-08-24,11.50619
2021-08-25,17.01957
2021-08-26,14.38274
2021-08-27,10.70715
2021-08-28,8.11026
2021-08-29,5.71314
2021-08-30,12.14542
2021-08-31,10.70715
2021-09-01,9.90811
2021-09-02,10.46743
2021-09-03,10.14782
2021-09-04,6.15261
2021-09-05,5.15381
2021-09-06,11.94566
2021-09-07,11.30643
2021-09-08,10.90691
2021-09-09,10.90691
2021-09-10,10.46743
2021-09-11,7.23132
2021-09-12,5.43347
2021-09-13,10.58729
2021-09-14,9.54854
2021-09-15,10.46743
2021-09-16,9.06911
2021-09-17,8.38993
2021-09-18,5.51338
2021-09-19,3.51578
2021-09-20,4.9141
2021-09-21,4.11506
2021-09-22,5.43347
2021-09-23,11.46624
2021-09-24,14.02317
2021-09-25,7.51098
2021-09-26,5.71314
2021-09-27,12.18537
2021-09-28,13.10427
2021-09-29,11.50619
2021-09-30,10.827
2021-10-01,9.90811
2021-10-02,5.39352
2021-10-03,4.9141
2021-10-04,6.8318
2021-10-05,9.86815
2021-10-06,10.34758
2021-10-07,9.66839
2021-10-08,9.10906
2021-10-09,4.39472
2021-10-10,4.79424
2021-10-11,5.833
2021-10-12,10.7471
2021-10-13,10.26767
2021-10-14,9.54854
2021-10-15,10.42748
2021-10-16,4.67439
2021-10-17,4.35477
2021-10-18,8.94926
2021-10-19,8.50978
2021-10-20,11.98561
2021-10-21,10.98681
2021-10-22,7.87055
2021-10-23,7.47103
2021-10-24,5.31362
2021-10-25,11.10667
2021-10-26,10.50739
2021-10-27,10.22772
2021-10-28,9.7483
2021-10-29,10.42748
2021-10-30,5.15381
2021-10-31,4.83419
2021-11-01,9.22892
2021-11-02,9.66839
2021-11-03,8.31002
2021-11-04,8.50978
2021-11-05,9.70834
2021-11-06,6.03276
2021-11-07,4.39472
2021-11-08,8.15021
2021-11-09,11.54614
2021-11-10,10.10787
2021-11-11,8.7495
2021-11-12,11.78585
2021-11-13,5.63324
2021-11-14,3.95525
2021-11-15,9.78825
2021-11-16,9.42868
2021-11-17,8.9093
2021-11-18,9.54854
2021-11-19,8.50978
2021-11-20,4.67439
2021-11-21,5.59328
2021-11-22,8.86935
2021-11-23,9.98801
2021-11-24,10.98681
2021-11-25,9.86815
2021-11-26,10.50739
2021-11-27,10.10787
2021-11-28,5.47343
2021-11-29,10.50739
2021-11-30,11.02676
2021-12-01,8.66959
2021-12-02,8.50978
2021-12-03,7.59089
2021-12-04,5.07391
2021-12-05,4.75429
2021-12-06,9.38873
2021-12-07,9.46863
2021-12-08,7.99041
2021-12-09,10.58729
2021-12-10,9.86815
2021-12-11,5.63324
2021-12-12,5.67319
2021-12-13,12.38513
2021-12-14,14.18298
2021-12-15,18.25809
2021-12-16,23.85137
2021-12-17,11.78585
2021-12-18,8.23012
2021-12-19,5.9928
2021-12-20,16.26048
2021-12-21,15.10187
2021-12-22,15.90091
2021-12-23,13.94326
2021-12-24,10.58729
2021-12-25,9.02916
2021-12-26,14.06312
2021-12-27,32.40111
2021-12-28,30.92289
2021-12-29,26.92768
2021-12-30,21.61406
2021-12-31,19.13703
2022-01-01,16.77986
2022-01-02,12.82461
2022-01-03,20.4155
2022-01-04,21.21454
2022-01-05,18.4978
2022-01-06,15.5813
2022-01-07,14.38274
2022-01-08,10.02796
2022-01-09,10.827
2022-01-10,34.79824
2022-01-11,27.2473
2022-01-12,24.65041
2022-01-13,20.89492
2022-01-14,17.53895
2022-01-15,9.58849
2022-01-16,9.38873
2022-01-17,16.42029
2022-01-18,14.86216
2022-01-19,15.46144
2022-01-20,16.38034
2022-01-21,12.38513
2022-01-22,8.23012
2022-01-23,7.35117
2022-01-24,14.38274
2022-01-25,22.77267
2022-01-26,15.38154
2022-01-27,12.34518
2022-01-28,11.06671
2022-01-29,7.99041
2022-01-30,5.71314
2022-01-31,5.19376
2022-02-01,7.8306
2022-02-02,6.63204
2022-02-03,10.90691
2022-02-04,13.14422
2022-02-05,6.95165
2022-02-06,6.07271
2022-02-07,11.58609
2022-02-08,15.42149
2022-02-09,14.54254
2022-02-10,14.78226
2022-02-11,15.38154
2022-02-12,7.03156
2022-02-13,7.27127
2022-02-14,13.38393
2022-02-15,11.90571
2022-02-16,11.94566
2022-02-17,10.50739
2022-02-18,10.02796
2022-02-19,8.11026
2022-02-20,6.51218
2022-02-21,12.46504
2022-02-22,14.22293
2022-02-23,16.50019
2022-02-24,12.30523
2022-02-25,12.34518
2022-02-26,9.10906
2022-02-27,8.07031
2022-02-28,10.30763
2022-03-01,7.23132
2022-03-02,8.54974
2022-03-03,8.42988
2022-03-04,8.7495
2022-03-05,6.19256
2022-03-06,5.11386
2022-03-07,9.94806
2022-03-08,10.70715
2022-03-09,5.35357
2022-03-10,10.58729
2022-03-11,9.78825
2022-03-12,5.19376
2022-03-13,5.31362
2022-03-14,10.34758
2022-03-15,13.78345
2022-03-16,10.94686
2022-03-17,9.8282
2022-03-18,7.95045
2022-03-19,6.07271
2022-03-20,4.994
2022-03-21,10.18777
2022-03-22,12.98441
2022-03-23,14.22293
2022-03-24,10.18777
2022-03-25,10.38753
2022-03-26,7.95045
2022-03-27,5.51338
2022-03-28,9.50858
2022-03-29,8.66959
2022-03-30,10.54734
2022-03-31,9.34878
2022-04-01,7.63084
2022-04-02,4.35477
2022-04-03,4.0751
2022-04-04,8.86935
2022-04-05,10.54734
2022-04-06,8.34998
2022-04-07,10.66719
2022-04-08,6.51218
2022-04-09,3.75549
2022-04-10,3.83539
2022-04-11,8.34998
2022-04-12,9.22892
2022-04-13,9.86815
2022-04-14,10.22772
2022-04-15,8.62964
2022-04-16,5.07391
2022-04-17,3.79544
2022-04-18,9.18897
2022-04-19,8.86935
2022-04-20,8.9093
2022-04-21,8.98921
2022-04-22,7.75069
2022-04-23,7.31122
2022-04-24,5.23371
2022-04-25,12.18537
2022-04-26,11.10667
2022-04-27,8.54974
2022-04-28,9.34878
2022-04-29,7.87055
2022-04-30,4.9141
2022-05-01,3.35597
2022-05-02,7.71074
2022-05-03,7.55093
2022-05-04,7.43108
2022-05-05,4.31482
2022-05-06,5.9928
2022-05-07,4.39472
2022-05-08,3.87534
2022-05-09,8.11026
2022-05-10,11.58609
2022-05-11,9.90811
2022-05-12,11.10667
2022-05-13,11.86576
2022-05-14,5.9928
2022-05-15,4.75429
2022-05-16,9.70834
2022-05-17,10.30763
2022-05-18,8.66959
2022-05-19,7.8306
2022-05-20,8.86935
2022-05-21,5.27367
2022-05-22,4.27487
2022-05-23,10.46743
2022-05-24,10.78705
2022-05-25,12.42508
2022-05-26,10.26767
2022-05-27,9.14902
2022-05-28,4.95405
2022-05-29,5.23371
2022-05-30,12.10547
2022-05-31,9.38873
2022-06-01,4.95405
2022-06-02,7.31122
2022-06-03,7.79065
2022-06-04,4.71434
2022-06-05,4.15501
2022-06-06,4.0751
2022-06-07,9.18897
2022-06-08,8.8294
2022-06-09,8.27007
2022-06-10,9.54854
2022-06-11,5.55333
2022-06-12,4.11506
2022-06-13,10.26767
2022-06-14,10.90691
2022-06-15,11.7459
2022-06-16,10.66719
2022-06-17,9.90811
2022-06-18,4.23491
2022-06-19,4.19496
2022-06-20,9.62844
2022-06-21,9.50858
2022-06-22,12.86456
2022-06-23,9.94806
2022-06-24,9.7483
2022-06-25,5.75309
2022-06-26,4.63443
2022-06-27,10.90691
2022-06-28,13.62365
2022-06-29,12.86456
2022-06-30,9.70834
2022-07-01,6.75189
2022-07-02,4.51458
2022-07-03,3.47582
2022-07-04,7.27127
2022-07-05,8.42988
2022-07-06,8.50978
2022-07-07,9.38873
2022-07-08,6.87175
2022-07-09,4.03515
2022-07-10,3.19616
2022-07-11,9.34878
2022-07-12,7.75069
2022-07-13,9.10906
2022-07-14,9.02916
2022-07-15,7.27127
2022-07-16,4.27487
2022-07-17,4.23491
2022-07-18,8.11026
2022-07-19,8.58969
2022-07-20,9.34878
2022-07-21,7.59089
2022-07-22,10.26767
2022-07-23,5.19376
2022-07-24,3.67558
2022-07-25,9.8282
2022-07-26,10.18777
2022-07-27,10.02796
2022-07-28,8.86935
2022-07-29,7.79065
2022-07-30,4.47463
2022-07-31,4.87415
2022-08-01,8.38993
2022-08-02,7.31122
2022-08-03,7.71074
2022-08-04,7.31122
2022-08-05,7.51098
2022-08-06,4.55453
2022-08-07,3.9153
2022-08-08,7.31122
2022-08-09,7.99041
2022-08-10,9.02916
2022-08-11,9.10906
2022-08-12,8.7495
2022-08-13,4.87415
2022-08-14,4.63443
2022-08-15,3.87534
2022-08-16,7.43108
2022-08-17,7.99041
2022-08-18,6.95165
2022-08-19,7.11146
2022-08-20,5.15381
2022-08-21,4.31482
2022-08-22,8.42988
2022-08-23,11.02676
2022-08-24,10.98681
2022-08-25,9.7483
2022-08-26,9.46863
2022-08-27,5.27367
2022-08-28,4.03515
2022-08-29,7.59089
2022-08-30,8.70954
2022-08-31,8.15021
2022-09-01,7.75069
2022-09-02,6.95165
2022-09-03,4.39472
2022-09-04,3.23611
2022-09-05,6.27247
2022-09-06,6.15261
2022-09-07,5.75309
2022-09-08,6.31242
2022-09-09,2.83659
2022-09-10,2.9165
2022-09-11,3.11626
2022-09-12,3.55573
2022-09-13,8.38993
2022-09-14,9.38873
2022-09-15,9.38873
2022-09-16,9.38873
2022-09-17,5.03395
2022-09-18,4.39472
2022-09-19,8.31002
2022-09-20,9.22892
2022-09-21,9.94806
2022-09-22,11.38633
2022-09-23,7.71074
2022-09-24,4.994
2022-09-25,3.87534
2022-09-26,10.34758
2022-09-27,10.02796
2022-09-28,9.30882
2022-09-29,8.50978
2022-09-30,7.59089
2022-10-01,4.15501
2022-10-02,3.19616
2022-10-03,3.95525
2022-10-04,6.79184
2022-10-05,6.55213
2022-10-06,6.55213
2022-10-07,5.9928
2022-10-08,3.51578
2022-10-09,3.51578
2022-10-10,2.87654
2022-10-11,7.19137
2022-10-12,7.59089
2022-10-13,7.8306
2022-10-14,7.31122
2022-10-15,4.55453
2022-10-16,2.87654
2022-10-17,7.79065
2022-10-18,8.94926
2022-10-19,8.19017
2022-10-20,7.8306
2022-10-21,8.46983
2022-10-22,9.10906
2022-10-23,5.43347
2022-10-24,9.90811
2022-10-25,11.14662
2022-10-26,8.54974
2022-10-27,9.02916
2022-10-28,7.55093
2022-10-29,4.39472
2022-10-30,3.03635
2022-10-31,8.27007
2022-11-01,6.95165
2022-11-02,8.15021
2022-11-03,7.07151
2022-11-04,6.99161
2022-11-05,4.11506
2022-11-06,3.75549
2022-11-07,7.71074
2022-11-08,7.31122
2022-11-09,7.43108
2022-11-10,9.42868
2022-11-11,9.06911
2022-11-12,4.11506
2022-11-13,3.55573
2022-11-14,8.34998
2022-11-15,9.46863
2022-11-16,8.46983
2022-11-17,8.03036
2022-11-18,5.87295
2022-11-19,3.59568
2022-11-20,3.79544
2022-11-21,7.95045
2022-11-22,7.87055
2022-11-23,8.62964
2022-11-24,7.15141
2022-11-25,7.67079
2022-11-26,4.63443
2022-11-27,4.59448
2022-11-28,8.66959
2022-11-29,12.90451
2022-11-30,9.58849
2022-12-01,7.71074
2022-12-02,7.23132
2022-12-03,2.95645
2022-12-04,4.35477
2022-12-05,8.19017
2022-12-06,9.02916
2022-12-07,8.70954
2022-12-08,9.06911
2022-12-09,9.8282
2022-12-10,6.03276
2022-12-11,4.95405
2022-12-12,9.66839
2022-12-13,11.06671
2022-12-14,13.34398
2022-12-15,10.86695
2022-12-16,9.94806
2022-12-17,5.11386
2022-12-18,8.03036
2022-12-19,11.70595
2022-12-20,11.58609
2022-12-21,14.10307
2022-12-22,19.81622
2022-12-23,12.94446
2022-12-24,7.23132
2022-12-25,6.07271
2022-12-26,13.94326
2022-12-27,13.46384
2022-12-28,11.7459
2022-12-29,11.86576
2022-12-30,11.54614
2022-12-31,6.19256
2023-01-01,4.27487
2023-01-02,8.27007
2023-01-03,8.31002
2023-01-04,9.38873
2023-01-05,9.50858
2023-01-06,7.43108
2023-01-07,5.75309
2023-01-08,4.994
2023-01-09,10.18777
2023-01-10,12.02556
2023-01-11,11.18657
2023-01-12,11.78585
2023-01-13,10.58729
2023-01-14,5.35357
2023-01-15,4.31482
2023-01-16,8.9093
2023-01-17,10.30763
2023-01-18,9.02916
2023-01-19,8.94926
2023-01-20,14.82221
2023-01-21,6.75189
2023-01-22,5.11386
2023-01-23,5.31362
2023-01-24,6.79184
2023-01-25,13.94326
2023-01-26,12.18537
2023-01-27,10.54734
2023-01-28,6.11266
2023-01-29,5.11386
2023-01-30,10.14782
2023-01-31,11.50619
2023-02-01,8.8294
2023-02-02,9.70834
2023-02-03,8.27007
2023-02-04,5.35357
2023-02-05,6.03276
2023-02-06,9.54854
2023-02-07,11.7459
2023-02-08,10.10787
2023-02-09,12.30523
2023-02-10,12.54494
2023-02-11,6.63204
2023-02-12,6.19256
2023-02-13,11.54614
2023-02-14,10.42748
2023-02-15,12.26528
2023-02-16,10.38753
2023-02-17,8.27007
2023-02-18,4.59448
2023-02-19,5.27367
2023-02-20,9.94806
2023-02-21,15.10187
2023-02-22,12.30523
2023-02-23,9.58849
2023-02-24,8.58969
2023-02-25,4.75429
2023-02-26,5.07391
2023-02-27,11.30643
2023-02-28,10.18777
2023-03-01,5.67319
2023-03-02,9.22892
2023-03-03,7.47103
2023-03-04,5.27367
2023-03-05,4.31482
2023-03-06,9.54854
2023-03-07,8.50978
2023-03-08,8.15021
2023-03-09,7.59089
2023-03-10,9.18897
2023-03-11,4.994
2023-03-12,4.27487
2023-03-13,8.8294
2023-03-14,11.18657
2023-03-15,10.7471
2023-03-16,11.18657
2023-03-17,8.31002
2023-03-18,3.9952
2023-03-19,3.39592
2023-03-20,8.7495
2023-03-21,14.22293
2023-03-22,11.10667
2023-03-23,9.78825
2023-03-24,9.18897
2023-03-25,5.03395
2023-03-26,3.63563
2023-03-27,10.66719
2023-03-28,9.7483
2023-03-29,9.18897
2023-03-30,8.66959
2023-03-31,8.54974
2023-04-01,3.95525
2023-04-02,4.19496
2023-04-03,7.55093
2023-04-04,6.67199
2023-04-05,9.26887
2023-04-06,7.99041
2023-04-07,6.71194
2023-04-08,3.19616
2023-04-09,3.19616
2023-04-10,7.71074
2023-04-11,8.07031
2023-04-12,11.46624
2023-04-13,12.14542
2023-04-14,7.63084
2023-04-15,4.59448
2023-04-16,3.59568
2023-04-17,9.34878
2023-04-18,8.78945
2023-04-19,8.7495
2023-04-20,8.78945
2023-04-21,11.98561
2023-04-22,5.833
2023-04-23,4.63443
2023-04-24,8.66959
2023-04-25,10.62724
2023-04-26,8.78945
2023-04-27,7.47103
2023-04-28,8.11026
2023-04-29,4.43467
2023-04-30,3.35597
2023-05-01,4.67439
2023-05-02,6.8318
2023-05-03,7.31122
2023-05-04,5.75309
2023-05-05,3.9952
2023-05-06,4.15501
2023-05-07,4.27487
2023-05-08,6.9117
2023-05-09,9.22892
2023-05-10,9.7483
2023-05-11,8.15021
2023-05-12,7.47103
2023-05-13,4.27487
2023-05-14,3.9153
2023-05-15,9.06911
2023-05-16,9.58849
2023-05-17,8.9093
2023-05-18,7.19137
2023-05-19,7.67079
2023-05-20,3.59568
2023-05-21,3.55573
2023-05-22,10.70715
2023-05-23,12.10547
2023-05-24,12.38513
2023-05-25,9.90811
2023-05-26,8.54974
2023-05-27,3.9952
2023-05-28,3.79544
