date,주식시간외거래
2020-03-20,21.33965
2020-03-21,3.97154
2020-03-22,2.78601
2020-03-23,29.66804
2020-03-24,28.30468
2020-03-25,47.42145
2020-03-26,42.50148
2020-03-27,39.47836
2020-03-28,5.27563
2020-03-29,4.94961
2020-03-30,41.79016
2020-03-31,49.8518
2020-04-01,37.1962
2020-04-02,29.93479
2020-04-03,21.54712
2020-04-04,2.75637
2020-04-05,2.22288
2020-04-06,24.65915
2020-04-07,28.15649
2020-04-08,28.42323
2020-04-09,23.3847
2020-04-10,19.20569
2020-04-11,2.60818
2020-04-12,2.90456
2020-04-13,18.31653
2020-04-14,13.51511
2020-04-15,2.57854
2020-04-16,12.38885
2020-04-17,14.01896
2020-04-18,2.1636
2020-04-19,2.28215
2020-04-20,16.09365
2020-04-21,14.70065
2020-04-22,18.64256
2020-04-23,23.23651
2020-04-24,13.0409
2020-04-25,1.68938
2020-04-26,1.65975
2020-04-27,10.49199
2020-04-28,10.31416
2020-04-29,8.71369
2020-04-30,2.10432
2020-05-01,0.91879
2020-05-02,1.0077
2020-05-03,1.18553
2020-05-04,7.49851
2020-05-05,1.57083
2020-05-06,8.65441
2020-05-07,8.15056
2020-05-08,7.11321
2020-05-09,1.24481
2020-05-10,0.74096
2020-05-11,7.97273
2020-05-12,9.21754
2020-05-13,11.70717
2020-05-14,11.05512
2020-05-15,11.79608
2020-05-16,1.92649
2020-05-17,1.71902
2020-05-18,7.88381
2020-05-19,11.08476
2020-05-20,10.40308
2020-05-21,16.24184
2020-05-22,27.68227
2020-05-23,4.44576
2020-05-24,4.86069
2020-05-25,32.54297
2020-05-26,38.41138
2020-05-27,48.36988
2020-05-28,42.67931
2020-05-29,40.42679
2020-05-30,6.22406
2020-05-31,4.86069
2020-06-01,33.96561
2020-06-02,50.35566
2020-06-03,58.86188
2020-06-04,51.63011
2020-06-05,41.58269
2020-06-06,6.87611
2020-06-07,6.07587
2020-06-08,42.17545
2020-06-09,45.79134
2020-06-10,45.22821
2020-06-11,45.64315
2020-06-12,52.34143
2020-06-13,5.60165
2020-06-14,5.63129
2020-06-15,34.79549
2020-06-16,100.0
2020-06-17,57.76526
2020-06-18,35.83283
2020-06-19,34.85477
2020-06-20,3.73443
2020-06-21,6.07587
2020-06-22,29.81624
2020-06-23,28.33432
2020-06-24,32.60225
2020-06-25,26.79312
2020-06-26,23.74036
2020-06-27,2.72673
2020-06-28,2.75637
2020-06-29,17.24955
2020-06-30,20.18375
2020-07-01,19.59098
2020-07-02,25.10373
2020-07-03,24.86662
2020-07-04,2.99347
2020-07-05,2.96384
2020-07-06,22.94013
2020-07-07,24.68879
2020-07-08,19.59098
2020-07-09,24.42205
2020-07-10,19.20569
2020-07-11,3.26022
2020-07-12,4.11973
2020-07-13,24.1553
2020-07-14,26.4671
2020-07-15,25.6965
2020-07-16,19.08713
2020-07-17,19.11677
2020-07-18,2.81564
2020-07-19,3.20094
2020-07-20,23.14759
2020-07-21,34.82513
2020-07-22,35.50681
2020-07-23,30.97213
2020-07-24,58.12092
2020-07-25,6.57972
2020-07-26,7.85417
2020-07-27,39.38944
2020-07-28,36.30705
2020-07-29,31.83165
2020-07-30,25.45939
2020-07-31,33.01719
2020-08-01,3.88263
2020-08-02,4.77178
2020-08-03,28.92708
2020-08-04,26.49673
2020-08-05,22.46591
2020-08-06,19.79845
2020-08-07,21.75459
2020-08-08,2.69709
2020-08-09,3.9419
2020-08-10,22.88085
2020-08-11,20.09484
2020-08-12,16.41967
2020-08-13,17.9016
2020-08-14,21.78423
2020-08-15,2.96384
2020-08-16,2.10432
2020-08-17,2.81564
2020-08-18,13.21873
2020-08-19,11.29223
2020-08-20,11.97391
2020-08-21,16.95317
2020-08-22,1.30409
2020-08-23,1.71902
2020-08-24,12.8927
2020-08-25,10.90693
2020-08-26,10.78838
2020-08-27,11.35151
2020-08-28,18.46473
2020-08-29,2.63781
2020-08-30,2.07468
2020-08-31,11.41078
2020-09-01,8.8026
2020-09-02,9.15826
2020-09-03,8.53586
2020-09-04,11.91464
2020-09-05,2.9342
2020-09-06,1.74866
2020-09-07,9.45465
2020-09-08,9.72139
2020-09-09,10.19561
2020-09-10,12.62596
2020-09-11,8.12092
2020-09-12,0.74096
2020-09-13,1.0077
2020-09-14,6.87611
2020-09-15,6.2537
2020-09-16,7.76526
2020-09-17,7.88381
2020-09-18,6.55008
2020-09-19,0.47421
2020-09-20,0.94842
2020-09-21,6.78719
2020-09-22,8.1802
2020-09-23,7.70598
2020-09-24,6.07587
2020-09-25,5.92768
2020-09-26,1.21517
2020-09-27,1.09662
2020-09-28,5.21636
2020-09-29,4.11973
2020-09-30,0.56312
2020-10-01,0.32602
2020-10-02,0.47421
2020-10-03,0.56312
2020-10-04,0.38529
2020-10-05,4.7125
2020-10-06,4.77178
2020-10-07,4.0901
2020-10-08,4.59395
2020-10-09,0.47421
2020-10-10,0.20746
2020-10-11,0.38529
2020-10-12,3.82335
2020-10-13,4.0901
2020-10-14,3.37877
2020-10-15,3.76407
2020-10-16,3.5566
2020-10-17,0.35566
2020-10-19,3.7048
2020-10-20,4.0901
2020-10-21,3.61588
2020-10-22,3.11203
2020-10-23,3.23058
2020-10-24,0.41493
2020-10-25,0.50385
2020-10-26,3.11203
2020-10-27,2.51926
2020-10-28,3.61588
2020-10-29,3.43805
2020-10-30,3.26022
2020-10-31,0.41493
2020-11-01,0.26674
2020-11-02,1.80794
2020-11-03,3.28986
2020-11-04,3.64552
2020-11-05,3.91227
2020-11-06,2.99347
2020-11-07,0.17783
2020-11-08,0.20746
2020-11-09,4.17901
2020-11-10,4.56431
2020-11-11,4.0901
2020-11-12,5.30527
2020-11-13,5.00889
2020-11-14,1.33372
2020-11-15,0.65204
2020-11-16,5.0978
2020-11-17,6.01659
2020-11-18,4.41612
2020-11-19,5.33491
2020-11-20,4.4754
2020-11-21,0.82987
2020-11-22,0.80023
2020-11-23,5.80912
2020-11-24,6.639
2020-11-25,5.03852
2020-11-26,4.53467
2020-11-27,3.23058
2020-11-28,0.71132
2020-11-29,0.41493
2020-11-30,6.87611
2020-12-01,6.49081
2020-12-02,6.10551
2020-12-03,7.14285
2020-12-04,5.69057
2020-12-05,1.12625
2020-12-06,0.85951
2020-12-07,7.67634
2020-12-08,8.12092
2020-12-09,7.37996
2020-12-10,8.77296
2020-12-11,7.70598
2020-12-12,0.91879
2020-12-13,1.12625
2020-12-14,6.28334
2020-12-15,6.22406
2020-12-16,6.49081
2020-12-17,7.64671
2020-12-18,7.32068
2020-12-19,0.82987
2020-12-20,0.88915
2020-12-21,8.65441
2020-12-22,8.20983
2020-12-23,6.96502
2020-12-24,6.40189
2020-12-25,0.91879
2020-12-26,0.91879
2020-12-27,0.97806
2020-12-28,8.9508
2020-12-29,7.73562
2020-12-30,7.08358
2020-12-31,1.18553
2021-01-01,0.88915
2021-01-02,0.38529
2021-01-03,1.24481
2021-01-04,8.29875
2021-01-05,11.17368
2021-01-06,11.29223
2021-01-07,12.06283
2021-01-08,13.30764
2021-01-09,2.57854
2021-01-10,3.14167
2021-01-11,15.14522
2021-01-12,11.64789
2021-01-13,14.67101
2021-01-14,15.38233
2021-01-15,10.46235
2021-01-16,1.27445
2021-01-17,1.03734
2021-01-18,9.89922
2021-01-19,23.94783
2021-01-20,15.29342
2021-01-21,24.00711
2021-01-22,12.80379
2021-01-23,1.68938
2021-01-24,1.54119
2021-01-25,8.71369
2021-01-26,8.92116
2021-01-27,9.78067
2021-01-28,7.64671
2021-01-29,6.46117
2021-01-30,0.94842
2021-01-31,0.65204
2021-02-01,4.83106
2021-02-02,5.39419
2021-02-03,5.74985
2021-02-04,6.43153
2021-02-05,4.80142
2021-02-06,1.51155
2021-02-07,0.85951
2021-02-08,5.30527
2021-02-09,5.83876
2021-02-10,5.89804
2021-02-11,1.06698
2021-02-12,0.85951
2021-02-13,0.74096
2021-02-14,1.45228
2021-02-15,8.8026
2021-02-16,10.28452
2021-02-17,8.62477
2021-02-18,7.67634
2021-02-19,7.70598
2021-02-20,1.24481
2021-02-21,1.27445
2021-02-22,8.26911
2021-02-23,7.49851
2021-02-24,6.37225
2021-02-25,9.98814
2021-02-26,9.54356
2021-02-27,1.74866
2021-02-28,0.91879
2021-03-01,0.91879
2021-03-02,5.95732
2021-03-03,6.639
2021-03-04,6.31298
2021-03-05,4.97925
2021-03-06,0.74096
2021-03-07,0.68168
2021-03-08,5.18672
2021-03-09,4.89033
2021-03-10,4.89033
