date,걷기어플
2020-03-20,16.41285
2020-03-21,17.9357
2020-03-22,20.47377
2020-03-23,22.33502
2020-03-24,21.15059
2020-03-25,24.02707
2020-03-26,18.1049
2020-03-27,15.56683
2020-03-28,16.75126
2020-03-29,22.16582
2020-03-30,23.68866
2020-03-31,24.02707
2020-04-01,17.42808
2020-04-02,24.87309
2020-04-03,16.58206
2020-04-04,17.76649
2020-04-05,16.58206
2020-04-06,28.25719
2020-04-07,28.93401
2020-04-08,22.67343
2020-04-09,22.16582
2020-04-10,19.79695
2020-04-11,19.12013
2020-04-12,20.13536
2020-04-13,30.79526
2020-04-14,25.38071
2020-04-15,25.2115
2020-04-16,23.51945
2020-04-17,16.41285
2020-04-18,21.489
2020-04-19,17.25888
2020-04-20,24.70389
2020-04-21,25.38071
2020-04-22,19.96615
2020-04-23,19.12013
2020-04-24,15.22842
2020-04-25,19.45854
2020-04-26,21.31979
2020-04-27,25.88832
2020-04-28,18.1049
2020-04-29,17.9357
2020-04-30,19.79695
2020-05-01,16.58206
2020-05-02,16.07445
2020-05-03,19.96615
2020-05-04,19.12013
2020-05-05,28.25719
2020-05-06,29.94923
2020-05-07,24.36548
2020-05-08,14.72081
2020-05-09,12.85956
2020-05-10,18.78172
2020-05-11,18.61252
2020-05-12,25.71912
2020-05-13,18.78172
2020-05-14,19.28934
2020-05-15,8.46023
2020-05-16,13.02876
2020-05-17,16.24365
2020-05-18,14.21319
2020-05-19,12.85956
2020-05-20,18.1049
2020-05-21,18.44331
2020-05-22,13.70558
2020-05-23,9.64467
2020-05-24,16.07445
2020-05-25,18.78172
2020-05-26,14.89001
2020-05-27,16.75126
2020-05-28,15.90524
2020-05-29,17.08967
2020-05-30,13.87478
2020-05-31,17.25888
2020-06-01,21.82741
2020-06-02,17.76649
2020-06-03,20.47377
2020-06-04,15.22842
2020-06-05,15.22842
2020-06-06,13.53637
2020-06-07,14.89001
2020-06-08,19.96615
2020-06-09,18.1049
2020-06-10,15.05922
2020-06-11,16.07445
2020-06-12,11.67512
2020-06-13,9.13705
2020-06-14,12.52115
2020-06-15,15.22842
2020-06-16,17.76649
2020-06-17,14.3824
2020-06-18,13.19796
2020-06-19,14.21319
2020-06-20,10.32148
2020-06-21,15.73604
2020-06-22,18.1049
2020-06-23,14.21319
2020-06-24,10.9983
2020-06-25,7.95262
2020-06-26,10.49069
2020-06-27,8.29103
2020-06-28,12.69035
2020-06-29,9.47546
2020-06-30,14.04399
2020-07-01,16.92047
2020-07-02,12.35194
2020-07-03,9.98307
2020-07-04,9.64467
2020-07-05,11.67512
2020-07-06,12.18274
2020-07-07,13.02876
2020-07-08,12.52115
2020-07-09,14.04399
2020-07-10,7.95262
2020-07-11,10.8291
2020-07-12,10.49069
2020-07-13,7.61421
2020-07-14,9.98307
2020-07-15,10.49069
2020-07-16,15.73604
2020-07-17,10.49069
2020-07-18,10.8291
2020-07-19,13.02876
2020-07-20,15.90524
2020-07-21,18.95093
2020-07-22,15.56683
2020-07-23,8.29103
2020-07-24,6.76818
2020-07-25,10.15228
2020-07-26,14.21319
2020-07-27,9.81387
2020-07-28,8.62944
2020-07-29,6.76818
2020-07-30,8.62944
2020-07-31,7.61421
2020-08-01,7.61421
2020-08-02,7.2758
2020-08-03,8.79864
2020-08-04,9.30626
2020-08-05,9.81387
2020-08-06,9.47546
2020-08-07,7.95262
2020-08-08,6.59898
2020-08-09,5.92216
2020-08-10,9.13705
2020-08-11,7.61421
2020-08-12,8.12182
2020-08-13,8.12182
2020-08-14,9.47546
2020-08-15,7.61421
2020-08-16,10.65989
2020-08-17,10.49069
2020-08-18,10.65989
2020-08-19,11.67512
2020-08-20,12.52115
2020-08-21,9.81387
2020-08-22,10.9983
2020-08-23,9.13705
2020-08-24,15.39763
2020-08-25,11.84433
2020-08-26,8.62944
2020-08-27,8.96785
2020-08-28,7.78341
2020-08-29,9.81387
2020-08-30,9.81387
2020-08-31,13.36717
2020-09-01,15.05922
2020-09-02,7.61421
2020-09-03,11.50592
2020-09-04,14.5516
2020-09-05,14.21319
2020-09-06,13.53637
2020-09-07,7.445
2020-09-08,15.56683
2020-09-09,15.90524
2020-09-10,18.44331
2020-09-11,13.87478
2020-09-12,16.24365
2020-09-13,18.27411
2020-09-14,19.45854
2020-09-15,16.58206
2020-09-16,19.28934
2020-09-17,18.1049
2020-09-18,14.04399
2020-09-19,17.9357
2020-09-20,20.81218
2020-09-21,18.61252
2020-09-22,19.79695
2020-09-23,18.61252
2020-09-24,16.75126
2020-09-25,14.5516
2020-09-26,12.85956
2020-09-27,14.89001
2020-09-28,16.07445
2020-09-29,11.16751
2020-09-30,17.42808
2020-10-01,14.3824
2020-10-02,16.58206
2020-10-03,15.56683
2020-10-04,18.78172
2020-10-05,26.22673
2020-10-06,21.99661
2020-10-07,19.28934
2020-10-08,14.72081
2020-10-09,13.19796
2020-10-10,15.39763
2020-10-11,17.76649
2020-10-12,15.90524
2020-10-13,16.07445
2020-10-14,17.9357
2020-10-15,15.90524
2020-10-16,13.19796
2020-10-17,12.01353
2020-10-18,16.92047
2020-10-19,15.73604
2020-10-20,18.1049
2020-10-21,12.18274
2020-10-22,15.56683
2020-10-23,11.84433
2020-10-24,12.01353
2020-10-25,15.73604
2020-10-26,16.75126
2020-10-27,19.28934
2020-10-28,14.3824
2020-10-29,11.67512
2020-10-30,11.16751
2020-10-31,7.61421
2020-11-01,9.81387
2020-11-02,17.08967
2020-11-03,12.35194
2020-11-04,8.96785
2020-11-05,10.32148
2020-11-06,8.96785
2020-11-07,7.445
2020-11-08,13.19796
2020-11-09,14.5516
2020-11-10,13.53637
2020-11-11,10.9983
2020-11-12,11.33671
2020-11-13,12.01353
2020-11-14,10.8291
2020-11-15,14.72081
2020-11-16,16.24365
2020-11-17,17.25888
2020-11-18,10.65989
2020-11-19,9.30626
2020-11-20,8.62944
2020-11-21,9.64467
2020-11-22,7.10659
2020-11-23,12.01353
2020-11-24,13.02876
2020-11-25,15.90524
2020-11-26,13.70558
2020-11-27,9.81387
2020-11-28,10.65989
2020-11-29,10.15228
2020-11-30,9.98307
2020-12-01,12.01353
2020-12-02,12.85956
2020-12-03,10.49069
2020-12-04,9.98307
2020-12-05,9.13705
2020-12-06,15.05922
2020-12-07,13.87478
2020-12-08,16.24365
2020-12-09,15.39763
2020-12-10,9.30626
2020-12-11,4.39932
2020-12-12,7.95262
2020-12-13,9.64467
2020-12-14,9.81387
2020-12-15,11.33671
2020-12-16,9.98307
2020-12-17,9.64467
2020-12-18,8.29103
2020-12-19,6.59898
2020-12-20,11.67512
2020-12-21,10.8291
2020-12-22,9.47546
2020-12-23,8.46023
2020-12-24,8.46023
2020-12-25,7.61421
2020-12-26,13.70558
2020-12-27,14.5516
2020-12-28,19.96615
2020-12-29,15.22842
2020-12-30,16.24365
2020-12-31,14.3824
2021-01-01,26.73434
2021-01-02,28.08798
2021-01-03,26.73434
2021-01-04,22.33502
2021-01-05,23.68866
2021-01-06,22.33502
2021-01-07,15.56683
2021-01-08,13.02876
2021-01-09,15.39763
2021-01-10,17.59729
2021-01-11,21.489
2021-01-12,18.1049
2021-01-13,20.30456
2021-01-14,23.85786
2021-01-15,23.68866
2021-01-16,23.85786
2021-01-17,23.35025
2021-01-18,19.12013
2021-01-19,17.25888
2021-01-20,20.81218
2021-01-21,22.33502
2021-01-22,26.22673
2021-01-23,39.25549
2021-01-24,37.22504
2021-01-25,34.85617
2021-01-26,27.74957
2021-01-27,31.13367
2021-01-28,30.28764
2021-01-29,25.88832
2021-01-30,29.44162
2021-01-31,33.50253
2021-02-01,37.05583
2021-02-02,26.56514
2021-02-03,24.53468
2021-02-04,21.489
2021-02-05,16.92047
2021-02-06,14.21319
2021-02-07,24.70389
2021-02-08,26.05752
2021-02-09,20.98138
2021-02-10,19.28934
2021-02-11,21.15059
2021-02-12,23.18104
2021-02-13,28.93401
2021-02-14,28.5956
2021-02-15,33.33333
2021-02-16,25.2115
2021-02-17,24.87309
2021-02-18,22.33502
2021-02-19,21.6582
2021-02-20,25.88832
2021-02-21,28.08798
2021-02-22,31.13367
2021-02-23,29.94923
2021-02-24,25.54991
2021-02-25,28.7648
2021-02-26,21.489
2021-02-27,22.67343
2021-02-28,25.71912
2021-03-01,20.81218
2021-03-02,29.44162
2021-03-03,26.90355
2021-03-04,28.5956
2021-03-05,28.7648
2021-03-06,24.19627
2021-03-07,32.82571
2021-03-08,35.8714
2021-03-09,28.25719
2021-03-10,38.57868
2021-03-11,34.34856
2021-03-12,21.99661
2021-03-13,27.41116
2021-03-14,23.85786
2021-03-15,38.40947
2021-03-16,32.4873
2021-03-17,36.71742
2021-03-18,32.3181
2021-03-19,26.05752
2021-03-20,19.79695
2021-03-21,27.74957
2021-03-22,30.11844
2021-03-23,32.99492
2021-03-24,38.07106
2021-03-25,29.78003
2021-03-26,23.35025
2021-03-27,23.68866
2021-03-28,33.84094
2021-03-29,23.01184
2021-03-30,31.13367
2021-03-31,32.82571
2021-04-01,36.0406
2021-04-02,29.94923
2021-04-03,21.99661
2021-04-04,25.38071
2021-04-05,39.08629
2021-04-06,42.47038
2021-04-07,31.97969
2021-04-08,38.40947
2021-04-09,26.22673
2021-04-10,25.0423
2021-04-11,30.62605
2021-04-12,23.85786
2021-04-13,30.62605
2021-04-14,34.51776
2021-04-15,29.94923
2021-04-16,24.87309
2021-04-17,20.98138
2021-04-18,32.3181
2021-04-19,34.34856
2021-04-20,35.8714
2021-04-21,39.25549
2021-04-22,33.67174
2021-04-23,22.67343
2021-04-24,25.38071
2021-04-25,35.53299
2021-04-26,31.64128
2021-04-27,33.16412
2021-04-28,32.3181
2021-04-29,26.05752
2021-04-30,24.87309
2021-05-01,21.489
2021-05-02,32.1489
2021-05-03,31.30287
2021-05-04,22.16582
2021-05-05,32.3181
2021-05-06,26.56514
2021-05-07,25.88832
2021-05-08,23.01184
2021-05-09,29.44162
2021-05-10,31.64128
2021-05-11,27.58037
2021-05-12,29.94923
2021-05-13,27.41116
2021-05-14,20.30456
2021-05-15,21.489
2021-05-16,17.42808
2021-05-17,25.0423
2021-05-18,24.36548
2021-05-19,34.85617
2021-05-20,25.88832
2021-05-21,20.13536
2021-05-22,29.27241
2021-05-23,33.84094
2021-05-24,41.11675
2021-05-25,22.16582
2021-05-26,26.22673
2021-05-27,26.56514
2021-05-28,22.50423
2021-05-29,24.53468
2021-05-30,21.99661
2021-05-31,28.25719
2021-06-01,36.37901
