date,미국채권ETF
2021-01-03,25.37878
2021-01-04,38.63636
2021-01-05,24.8106
2021-01-06,34.46969
2021-01-07,30.11363
2021-01-08,35.60606
2021-01-09,25.0
2021-01-10,27.65151
2021-01-11,38.06818
2021-01-12,48.29545
2021-01-13,33.14393
2021-01-14,29.35606
2021-01-15,26.13636
2021-01-16,21.02272
2021-01-17,25.94696
2021-01-18,23.48484
2021-01-19,24.62121
2021-01-20,26.13636
2021-01-21,29.54545
2021-01-22,24.24242
2021-01-23,19.31818
2021-01-24,22.34848
2021-01-25,27.65151
2021-01-26,29.16666
2021-01-27,26.70454
2021-01-28,27.46212
2021-01-29,26.32575
2021-01-30,25.0
2021-01-31,18.37121
2021-02-01,16.66666
2021-02-02,19.12878
2021-02-03,23.10606
2021-02-04,22.72727
2021-02-05,22.15909
2021-02-06,17.61363
2021-02-07,19.12878
2021-02-08,21.5909
2021-02-09,19.88636
2021-02-10,20.83333
2021-02-11,16.66666
2021-02-12,21.5909
2021-02-13,20.07575
2021-02-14,21.5909
2021-02-15,23.29545
2021-02-16,29.35606
2021-02-17,47.72727
2021-02-18,38.63636
2021-02-19,30.30303
2021-02-20,30.30303
2021-02-21,26.51515
2021-02-22,42.23484
2021-02-23,48.29545
2021-02-24,43.18181
2021-02-25,44.50757
2021-02-26,100.0
2021-02-27,36.36363
2021-02-28,28.0303
2021-03-01,24.05303
2021-03-02,27.8409
2021-03-03,25.75757
2021-03-04,28.40909
2021-03-05,30.87121
2021-03-06,18.75
2021-03-07,16.28787
2021-03-08,24.8106
2021-03-09,24.62121
2021-03-10,15.90909
2021-03-11,13.06818
2021-03-12,16.28787
2021-03-13,14.20454
2021-03-14,15.90909
2021-03-15,17.99242
2021-03-16,20.83333
2021-03-17,15.90909
2021-03-18,20.64393
2021-03-19,21.7803
2021-03-20,12.87878
2021-03-21,14.39393
2021-03-22,14.01515
2021-03-23,16.66666
2021-03-24,9.46969
2021-03-25,11.17424
2021-03-26,11.36363
2021-03-27,5.87121
2021-03-28,10.22727
2021-03-29,11.36363
2021-03-30,13.25757
2021-03-31,11.55303
2021-04-01,6.81818
2021-04-02,7.19696
2021-04-03,10.98484
2021-04-04,9.65909
2021-04-05,9.65909
2021-04-06,14.58333
2021-04-07,15.90909
2021-04-08,8.71212
2021-04-09,13.82575
2021-04-10,9.65909
2021-04-11,10.98484
2021-04-12,11.55303
2021-04-13,18.5606
2021-04-14,19.12878
2021-04-15,18.93939
2021-04-16,20.07575
2021-04-17,23.10606
2021-04-18,21.40151
2021-04-19,20.07575
2021-04-20,24.62121
2021-04-21,25.75757
2021-04-22,18.75
2021-04-23,13.82575
2021-04-24,11.93181
2021-04-25,18.75
2021-04-26,19.31818
2021-04-27,19.31818
2021-04-28,18.93939
2021-04-29,12.87878
2021-04-30,14.77272
2021-05-01,14.77272
2021-05-02,20.83333
2021-05-03,22.91666
2021-05-04,16.66666
2021-05-05,23.29545
2021-05-06,18.75
2021-05-07,17.04545
2021-05-08,14.39393
2021-05-09,23.48484
2021-05-10,23.86363
2021-05-11,21.21212
2021-05-12,23.48484
2021-05-13,32.57575
2021-05-14,20.83333
2021-05-15,17.42424
2021-05-16,13.82575
2021-05-17,13.06818
2021-05-18,17.42424
2021-05-19,16.85606
2021-05-20,26.51515
2021-05-21,17.99242
2021-05-22,10.60606
2021-05-23,17.61363
2021-05-24,20.64393
2021-05-25,20.83333
2021-05-26,19.50757
2021-05-27,20.26515
2021-05-28,16.66666
2021-05-29,9.65909
2021-05-30,12.12121
2021-05-31,10.98484
2021-06-01,15.15151
2021-06-02,15.15151
2021-06-03,13.06818
2021-06-04,14.01515
2021-06-05,9.0909
2021-06-06,16.66666
2021-06-07,17.23484
2021-06-08,13.63636
2021-06-09,16.47727
2021-06-10,16.85606
2021-06-11,18.37121
2021-06-12,10.98484
2021-06-13,12.12121
2021-06-14,14.58333
2021-06-15,14.77272
2021-06-16,14.96212
2021-06-17,16.28787
2021-06-18,14.20454
2021-06-19,34.0909
2021-06-20,21.7803
2021-06-21,21.40151
2021-06-22,17.42424
2021-06-23,14.96212
2021-06-24,17.80303
2021-06-25,18.37121
2021-06-26,16.66666
2021-06-27,15.3409
2021-06-28,18.75
2021-06-29,18.75
2021-06-30,16.28787
2021-07-01,14.01515
2021-07-02,11.93181
2021-07-03,13.44696
2021-07-04,14.20454
2021-07-05,15.71969
2021-07-06,13.25757
2021-07-07,18.18181
2021-07-08,22.34848
2021-07-09,20.26515
2021-07-10,16.28787
2021-07-11,16.85606
2021-07-12,17.61363
2021-07-13,19.31818
2021-07-14,14.77272
2021-07-15,16.09848
2021-07-16,21.5909
2021-07-17,20.83333
2021-07-18,21.02272
2021-07-19,21.40151
2021-07-20,34.46969
2021-07-21,23.86363
2021-07-22,19.50757
2021-07-23,17.42424
2021-07-24,14.20454
2021-07-25,12.3106
2021-07-26,14.39393
2021-07-27,16.85606
2021-07-28,13.06818
2021-07-29,19.31818
2021-07-30,11.17424
2021-07-31,8.71212
2021-08-01,10.79545
2021-08-02,14.96212
2021-08-03,17.04545
2021-08-04,17.61363
2021-08-05,17.42424
2021-08-06,16.66666
2021-08-07,17.42424
2021-08-08,16.28787
2021-08-09,23.29545
2021-08-10,22.91666
2021-08-11,29.73484
2021-08-12,24.43181
2021-08-13,24.62121
2021-08-14,18.5606
2021-08-15,17.99242
2021-08-16,25.94696
2021-08-17,24.62121
2021-08-18,25.56818
2021-08-19,34.65909
2021-08-20,23.67424
2021-08-21,22.72727
2021-08-22,21.02272
2021-08-23,22.34848
2021-08-24,25.0
2021-08-25,27.27272
2021-08-26,25.94696
2021-08-27,21.02272
2021-08-28,13.82575
2021-08-29,15.15151
2021-08-30,15.71969
2021-08-31,19.12878
2021-09-01,18.75
2021-09-02,20.45454
2021-09-03,20.83333
2021-09-04,11.93181
2021-09-05,20.07575
2021-09-06,14.96212
2021-09-07,18.75
2021-09-08,20.45454
2021-09-09,18.93939
2021-09-10,19.69696
2021-09-11,14.96212
2021-09-12,18.37121
2021-09-13,25.18939
2021-09-14,15.3409
2021-09-15,18.37121
2021-09-16,21.7803
2021-09-17,16.09848
2021-09-18,16.85606
2021-09-19,10.79545
2021-09-20,13.44696
2021-09-21,20.45454
2021-09-22,17.23484
2021-09-23,27.27272
2021-09-24,29.73484
2021-09-25,31.81818
2021-09-26,25.75757
2021-09-27,25.37878
2021-09-28,42.42424
2021-09-29,51.13636
2021-09-30,29.92424
2021-10-01,24.05303
2021-10-02,13.63636
2021-10-03,19.12878
2021-10-04,18.93939
2021-10-05,27.46212
2021-10-06,25.94696
2021-10-07,20.26515
2021-10-08,18.75
2021-10-09,14.39393
2021-10-10,18.37121
2021-10-11,19.12878
2021-10-12,29.16666
2021-10-13,18.37121
2021-10-14,18.37121
2021-10-15,18.93939
2021-10-16,15.5303
2021-10-17,20.64393
2021-10-18,22.91666
2021-10-19,21.02272
2021-10-20,21.5909
2021-10-21,21.7803
2021-10-22,14.96212
2021-10-23,13.06818
2021-10-24,20.45454
2021-10-25,22.34848
2021-10-26,30.87121
2021-10-27,32.19696
2021-10-28,28.21969
2021-10-29,23.67424
2021-10-30,21.7803
2021-10-31,20.83333
2021-11-01,18.75
2021-11-02,21.5909
2021-11-03,19.50757
2021-11-04,23.86363
2021-11-05,21.02272
2021-11-06,16.28787
2021-11-07,19.12878
2021-11-08,23.67424
2021-11-09,20.83333
2021-11-10,23.29545
2021-11-11,23.48484
2021-11-12,20.83333
2021-11-13,21.02272
2021-11-14,15.5303
2021-11-15,21.40151
2021-11-16,22.91666
2021-11-17,16.47727
2021-11-18,14.96212
2021-11-19,20.26515
2021-11-20,10.60606
2021-11-21,12.3106
2021-11-22,17.23484
2021-11-23,24.62121
2021-11-24,18.93939
2021-11-25,18.18181
2021-11-26,18.5606
2021-11-27,16.47727
2021-11-28,16.85606
2021-11-29,20.45454
2021-11-30,26.51515
2021-12-01,19.69696
2021-12-02,16.28787
2021-12-03,14.39393
2021-12-04,17.42424
2021-12-05,11.55303
2021-12-06,14.77272
2021-12-07,16.85606
2021-12-08,23.10606
2021-12-09,17.42424
2021-12-10,15.71969
2021-12-11,18.37121
2021-12-12,16.66666
2021-12-13,20.26515
2021-12-14,13.44696
2021-12-15,13.06818
2021-12-16,16.28787
2021-12-17,16.28787
2021-12-18,14.39393
2021-12-19,13.44696
2021-12-20,14.39393
2021-12-21,21.5909
2021-12-22,16.85606
2021-12-23,18.75
2021-12-24,15.5303
2021-12-25,14.77272
2021-12-26,13.44696
2021-12-27,17.61363
2021-12-28,20.83333
2021-12-29,19.50757
2021-12-30,21.40151
2021-12-31,14.20454
2022-01-01,11.93181
2022-01-02,14.77272
2022-01-03,23.86363
2022-01-04,30.30303
2022-01-05,25.56818
2022-01-06,39.39393
2022-01-07,31.43939
2022-01-08,25.0
2022-01-09,77.27272
2022-01-10,74.62121
2022-01-11,47.91666
2022-01-12,33.52272
2022-01-13,33.71212
2022-01-14,35.03787
2022-01-15,24.05303
2022-01-16,22.91666
2022-01-17,25.37878
2022-01-18,25.56818
2022-01-19,51.70454
2022-01-20,36.17424
2022-01-21,37.3106
2022-01-22,45.45454
2022-01-23,31.43939
2022-01-24,41.85606
2022-01-25,39.01515
2022-01-26,36.55303
2022-01-27,41.85606
2022-01-28,28.0303
2022-01-29,19.31818
2022-01-30,16.47727
2022-01-31,15.3409
2022-02-01,33.52272
2022-02-02,31.43939
2022-02-03,29.73484
2022-02-04,29.92424
2022-02-05,33.52272
2022-02-06,28.21969
2022-02-07,25.0
2022-02-08,25.18939
2022-02-09,27.08333
2022-02-10,28.0303
2022-02-11,38.82575
2022-02-12,23.86363
2022-02-13,23.29545
2022-02-14,25.56818
2022-02-15,20.45454
2022-02-16,19.88636
2022-02-17,23.29545
2022-02-18,29.73484
2022-02-19,20.07575
2022-02-20,23.10606
2022-02-21,21.40151
2022-02-22,17.80303
2022-02-23,17.23484
2022-02-24,22.53787
2022-02-25,19.69696
2022-02-26,13.63636
2022-02-27,19.69696
2022-02-28,14.96212
2022-03-01,13.63636
2022-03-02,15.15151
2022-03-03,17.99242
2022-03-04,12.87878
2022-03-05,11.55303
2022-03-06,10.79545
2022-03-07,16.28787
2022-03-08,17.99242
2022-03-09,12.68939
2022-03-10,13.06818
2022-03-11,15.5303
2022-03-12,10.03787
2022-03-13,12.87878
2022-03-14,17.61363
2022-03-15,23.67424
2022-03-16,13.63636
2022-03-17,19.31818
2022-03-18,19.88636
2022-03-19,21.5909
2022-03-20,12.68939
2022-03-21,11.36363
2022-03-22,20.64393
2022-03-23,30.30303
2022-03-24,18.93939
2022-03-25,23.10606
2022-03-26,18.5606
2022-03-27,19.88636
2022-03-28,21.96969
2022-03-29,26.89393
2022-03-30,26.89393
2022-03-31,24.43181
2022-04-01,22.53787
2022-04-02,18.75
2022-04-03,17.23484
2022-04-04,22.91666
2022-04-05,25.94696
2022-04-06,42.04545
2022-04-07,41.47727
2022-04-08,31.43939
2022-04-09,27.27272
2022-04-10,13.63636
2022-04-11,18.18181
2022-04-12,49.62121
2022-04-13,31.81818
2022-04-14,22.53787
2022-04-15,30.11363
2022-04-16,24.8106
2022-04-17,31.81818
2022-04-18,31.25
2022-04-19,37.3106
2022-04-20,41.28787
2022-04-21,26.51515
2022-04-22,24.05303
2022-04-23,17.99242
2022-04-24,20.07575
2022-04-25,38.06818
2022-04-26,32.95454
2022-04-27,36.55303
2022-04-28,22.72727
2022-04-29,16.47727
2022-04-30,21.40151
2022-05-01,28.97727
2022-05-02,26.13636
2022-05-03,38.44696
2022-05-04,32.95454
2022-05-05,20.83333
2022-05-06,63.63636
2022-05-07,27.8409
2022-05-08,18.75
2022-05-09,27.8409
2022-05-10,43.37121
2022-05-11,27.27272
2022-05-12,47.15909
2022-05-13,27.8409
2022-05-14,20.45454
2022-05-15,19.31818
2022-05-16,16.47727
2022-05-17,20.07575
2022-05-18,20.45454
2022-05-19,24.62121
2022-05-20,23.48484
2022-05-21,13.44696
2022-05-22,22.34848
2022-05-23,15.71969
2022-05-24,27.46212
2022-05-25,31.25
2022-05-26,14.96212
2022-05-27,15.15151
2022-05-28,13.25757
2022-05-29,13.25757
2022-05-30,11.36363
2022-05-31,17.80303
2022-06-01,30.30303
2022-06-02,24.62121
2022-06-03,20.64393
2022-06-04,18.93939
2022-06-05,11.74242
2022-06-06,19.31818
2022-06-07,19.31818
2022-06-08,17.99242
2022-06-09,22.15909
2022-06-10,19.50757
2022-06-11,31.0606
2022-06-12,21.02272
2022-06-13,54.16666
2022-06-14,60.41666
2022-06-15,35.41666
2022-06-16,36.74242
2022-06-17,29.73484
2022-06-18,18.37121
2022-06-19,15.5303
2022-06-20,17.99242
2022-06-21,18.75
2022-06-22,22.34848
2022-06-23,23.10606
2022-06-24,21.40151
2022-06-25,13.25757
2022-06-26,12.3106
2022-06-27,15.90909
2022-06-28,18.18181
2022-06-29,16.47727
2022-06-30,15.15151
2022-07-01,19.50757
2022-07-02,15.90909
2022-07-03,13.06818
2022-07-04,19.50757
2022-07-05,19.88636
2022-07-06,23.67424
2022-07-07,18.93939
2022-07-08,20.45454
2022-07-09,11.55303
2022-07-10,10.98484
2022-07-11,16.47727
2022-07-12,17.61363
2022-07-13,22.72727
2022-07-14,24.05303
2022-07-15,15.90909
2022-07-16,13.82575
2022-07-17,9.65909
2022-07-18,14.20454
2022-07-19,12.12121
2022-07-20,17.42424
2022-07-21,12.87878
2022-07-22,12.12121
2022-07-23,9.2803
2022-07-24,10.79545
2022-07-25,15.71969
2022-07-26,12.68939
2022-07-27,17.42424
2022-07-28,16.85606
2022-07-29,16.47727
2022-07-30,15.5303
2022-07-31,14.20454
2022-08-01,16.09848
2022-08-02,19.50757
2022-08-03,18.75
2022-08-04,14.20454
2022-08-05,17.23484
2022-08-06,12.68939
2022-08-07,13.06818
2022-08-08,18.75
2022-08-09,12.87878
2022-08-10,14.39393
2022-08-11,15.3409
2022-08-12,15.5303
2022-08-13,10.60606
2022-08-14,10.98484
2022-08-15,17.61363
2022-08-16,18.75
2022-08-17,15.71969
2022-08-18,14.58333
2022-08-19,14.01515
2022-08-20,10.98484
2022-08-21,15.15151
2022-08-22,17.61363
2022-08-23,20.83333
2022-08-24,16.66666
2022-08-25,19.50757
2022-08-26,10.60606
2022-08-27,13.25757
2022-08-28,10.98484
2022-08-29,27.46212
2022-08-30,16.85606
2022-08-31,15.3409
2022-09-01,17.04545
2022-09-02,13.82575
2022-09-03,11.55303
2022-09-04,12.5
2022-09-05,15.5303
2022-09-06,16.85606
2022-09-07,25.37878
2022-09-08,16.66666
2022-09-09,11.93181
2022-09-10,11.36363
2022-09-11,12.12121
2022-09-12,19.69696
2022-09-13,26.32575
2022-09-14,45.26515
2022-09-15,43.93939
2022-09-16,35.79545
2022-09-17,26.70454
2022-09-18,22.72727
2022-09-19,33.90151
2022-09-20,46.7803
2022-09-21,47.53787
2022-09-22,66.28787
2022-09-23,43.75
2022-09-24,30.68181
2022-09-25,51.89393
2022-09-26,52.8409
2022-09-27,58.90151
2022-09-28,82.19696
2022-09-29,40.15151
2022-09-30,31.25
2022-10-01,17.42424
2022-10-02,21.02272
2022-10-03,26.51515
2022-10-04,21.5909
2022-10-05,14.77272
2022-10-06,21.96969
2022-10-07,17.99242
2022-10-08,14.58333
2022-10-09,14.01515
2022-10-10,17.61363
2022-10-11,30.30303
2022-10-12,21.02272
2022-10-13,26.89393
2022-10-14,16.66666
2022-10-15,16.66666
2022-10-16,22.53787
2022-10-17,26.51515
2022-10-18,27.27272
2022-10-19,49.05303
2022-10-20,31.81818
2022-10-21,32.95454
2022-10-22,21.7803
2022-10-23,17.42424
2022-10-24,21.40151
2022-10-25,17.99242
2022-10-26,18.5606
2022-10-27,20.26515
2022-10-28,21.5909
2022-10-29,18.5606
2022-10-30,8.90151
2022-10-31,21.40151
2022-11-01,17.23484
2022-11-02,28.59848
2022-11-03,28.21969
2022-11-04,19.12878
2022-11-05,13.63636
2022-11-06,23.10606
2022-11-07,19.50757
2022-11-08,26.32575
2022-11-09,23.10606
2022-11-10,19.69696
2022-11-11,18.37121
2022-11-12,14.77272
2022-11-13,15.71969
2022-11-14,14.77272
2022-11-15,21.40151
2022-11-16,26.89393
2022-11-17,25.94696
2022-11-18,18.75
2022-11-19,14.39393
2022-11-20,12.5
2022-11-21,18.37121
2022-11-22,18.5606
2022-11-23,15.90909
2022-11-24,19.88636
2022-11-25,21.21212
2022-11-26,16.28787
2022-11-27,15.71969
2022-11-28,24.62121
2022-11-29,23.29545
2022-11-30,14.77272
2022-12-01,18.93939
2022-12-02,20.07575
2022-12-03,12.5
2022-12-04,13.44696
2022-12-05,14.58333
2022-12-06,13.82575
2022-12-07,17.80303
2022-12-08,24.05303
2022-12-09,17.99242
2022-12-10,9.46969
2022-12-11,8.52272
2022-12-12,17.42424
2022-12-13,25.56818
2022-12-14,21.02272
2022-12-15,20.83333
2022-12-16,20.07575
2022-12-17,12.87878
2022-12-18,17.61363
2022-12-19,18.37121
2022-12-20,21.5909
2022-12-21,17.23484
2022-12-22,29.73484
2022-12-23,26.89393
2022-12-24,15.3409
2022-12-25,18.5606
2022-12-26,18.37121
2022-12-27,21.7803
2022-12-28,21.5909
2022-12-29,20.64393
2022-12-30,15.5303
2022-12-31,11.93181
2023-01-01,11.36363
2023-01-02,16.09848
2023-01-03,19.12878
2023-01-04,17.61363
2023-01-05,12.5
2023-01-06,13.63636
2023-01-07,27.27272
2023-01-08,29.73484
2023-01-09,29.35606
2023-01-10,25.94696
2023-01-11,35.41666
2023-01-12,35.41666
2023-01-13,27.65151
2023-01-14,19.88636
2023-01-15,20.83333
2023-01-16,22.91666
2023-01-17,19.88636
2023-01-18,20.45454
2023-01-19,14.96212
2023-01-20,18.18181
2023-01-21,12.12121
2023-01-22,7.38636
2023-01-23,14.20454
2023-01-24,22.53787
2023-01-25,23.29545
2023-01-26,20.64393
2023-01-27,18.37121
2023-01-28,17.23484
2023-01-29,16.47727
2023-01-30,19.88636
2023-01-31,16.09848
2023-02-01,17.61363
2023-02-02,19.50757
2023-02-03,38.44696
2023-02-04,34.2803
2023-02-05,22.72727
2023-02-06,29.16666
2023-02-07,32.76515
2023-02-08,39.58333
2023-02-09,24.62121
2023-02-10,21.02272
2023-02-11,23.48484
2023-02-12,23.10606
2023-02-13,23.67424
2023-02-14,16.28787
2023-02-15,32.38636
2023-02-16,33.14393
2023-02-17,31.43939
2023-02-18,18.75
2023-02-19,22.72727
2023-02-20,22.34848
2023-02-21,32.95454
2023-02-22,47.53787
2023-02-23,33.71212
2023-02-24,26.89393
2023-02-25,26.13636
2023-02-26,25.18939
2023-02-27,30.49242
2023-02-28,41.85606
2023-03-01,33.33333
2023-03-02,49.8106
2023-03-03,43.5606
2023-03-04,17.99242
2023-03-05,21.21212
2023-03-06,23.48484
2023-03-07,23.48484
2023-03-08,44.12878
2023-03-09,32.95454
2023-03-10,29.92424
2023-03-11,22.53787
2023-03-12,23.67424
2023-03-13,44.69696
2023-03-14,71.02272
2023-03-15,83.52272
2023-03-16,66.28787
2023-03-17,41.85606
2023-03-18,41.66666
2023-03-19,40.5303
2023-03-20,58.90151
2023-03-21,41.66666
2023-03-22,45.26515
2023-03-23,65.71969
2023-03-24,60.03787
2023-03-25,34.0909
2023-03-26,61.55303
2023-03-27,68.75
2023-03-28,67.23484
2023-03-29,53.97727
2023-03-30,38.63636
2023-03-31,52.27272
2023-04-01,25.18939
2023-04-02,31.81818
2023-04-03,43.37121
2023-04-04,43.18181
2023-04-05,50.0
2023-04-06,33.33333
2023-04-07,24.05303
2023-04-08,23.10606
2023-04-09,24.8106
2023-04-10,30.49242
2023-04-11,37.87878
2023-04-12,30.11363
2023-04-13,28.59848
2023-04-14,27.65151
2023-04-15,18.18181
2023-04-16,24.24242
2023-04-17,28.40909
2023-04-18,25.75757
2023-04-19,24.62121
2023-04-20,25.18939
2023-04-21,21.02272
2023-04-22,16.47727
2023-04-23,17.04545
2023-04-24,22.72727
2023-04-25,23.86363
2023-04-26,19.50757
2023-04-27,18.93939
2023-04-28,15.3409
2023-04-29,13.06818
2023-04-30,12.5
2023-05-01,15.5303
2023-05-02,21.5909
2023-05-03,21.21212
2023-05-04,25.75757
2023-05-05,18.75
2023-05-06,17.42424
2023-05-07,13.44696
2023-05-08,18.93939
2023-05-09,21.40151
2023-05-10,22.34848
2023-05-11,18.18181
2023-05-12,16.09848
2023-05-13,11.55303
2023-05-14,13.25757
2023-05-15,17.04545
2023-05-16,16.66666
2023-05-17,21.02272
2023-05-18,20.64393
2023-05-19,22.91666
2023-05-20,18.5606
2023-05-21,14.39393
2023-05-22,26.32575
2023-05-23,29.35606
2023-05-24,28.59848
2023-05-25,28.59848
2023-05-26,28.21969
2023-05-27,19.88636
2023-05-28,13.63636
2023-05-29,18.18181
2023-05-30,26.13636
2023-05-31,22.15909
