date,종합주가
2020-03-20,100.0
2020-03-21,5.29065
2020-03-22,2.87393
2020-03-23,89.54931
2020-03-24,74.59177
2020-03-25,68.5173
2020-03-26,74.85303
2020-03-27,67.27629
2020-03-28,4.11495
2020-03-29,2.7433
2020-03-30,74.06923
2020-03-31,56.69497
2020-04-01,63.74918
2020-04-02,54.67015
2020-04-03,46.83213
2020-04-04,3.72305
2020-04-05,2.22077
2020-04-06,37.88373
2020-04-07,42.65186
2020-04-08,42.39059
2020-04-09,36.44676
2020-04-10,37.55715
2020-04-11,3.39647
2020-04-12,2.41672
2020-04-13,44.21946
2020-04-14,31.1561
2020-04-15,4.18027
2020-04-16,35.66296
2020-04-17,38.21032
2020-04-18,3.00457
2020-04-19,1.37165
2020-04-20,40.1045
2020-04-21,55.12736
2020-04-22,36.90398
2020-04-23,33.70346
2020-04-24,32.7237
2020-04-25,1.76355
2020-04-26,1.5676
2020-04-27,29.00065
2020-04-28,32.65839
2020-04-29,25.53886
2020-04-30,2.67798
2020-05-01,4.96407
2020-05-02,1.37165
2020-05-03,1.43696
2020-05-04,34.87916
2020-05-05,4.24559
2020-05-06,30.3723
2020-05-07,25.73481
2020-05-08,20.18288
2020-05-09,2.28608
2020-05-10,2.02482
2020-05-11,27.75963
2020-05-12,27.82495
2020-05-13,26.32266
2020-05-14,30.96015
2020-05-15,34.29131
2020-05-16,1.89418
2020-05-17,1.43696
2020-05-18,22.86087
2020-05-19,26.19203
2020-05-20,23.3834
2020-05-21,23.44872
2020-05-22,31.41737
2020-05-23,1.76355
2020-05-24,0.45721
2020-05-25,24.68974
2020-05-26,22.73024
2020-05-27,28.93533
2020-05-28,28.0209
2020-05-29,28.67406
2020-05-30,1.50228
2020-05-31,0.91443
2020-06-01,24.03657
2020-06-02,25.53886
2020-06-03,28.73938
2020-06-04,33.37687
2020-06-05,30.63357
2020-06-06,2.41672
2020-06-07,1.37165
2020-06-08,34.03004
2020-06-09,33.63814
2020-06-10,30.11103
2020-06-11,29.00065
2020-06-12,42.39059
2020-06-13,1.43696
2020-06-14,0.71848
2020-06-15,57.80535
2020-06-16,43.95819
2020-06-17,43.37034
2020-06-18,31.9399
2020-06-19,26.91051
2020-06-20,1.37165
2020-06-21,0.91443
2020-06-22,29.39255
2020-06-23,27.36773
2020-06-24,24.42847
2020-06-25,32.85434
2020-06-26,24.68974
2020-06-27,1.1757
2020-06-28,0.91443
2020-06-29,30.50293
2020-06-30,21.8158
2020-07-01,25.34291
2020-07-02,21.88112
2020-07-03,20.31352
2020-07-04,0.91443
2020-07-05,0.71848
2020-07-06,20.77073
2020-07-07,24.75506
2020-07-08,22.33834
2020-07-09,21.48922
2020-07-10,21.22795
2020-07-11,1.50228
2020-07-12,0.7838
2020-07-13,18.2887
2020-07-14,22.86087
2020-07-15,18.74591
2020-07-16,22.07707
2020-07-17,16.32919
2020-07-18,2.3514
2020-07-19,1.30633
2020-07-20,20.96668
2020-07-21,18.35401
2020-07-22,20.11757
2020-07-23,20.05225
2020-07-24,20.18288
2020-07-25,1.1757
2020-07-26,0.58785
2020-07-27,17.17831
2020-07-28,18.48465
2020-07-29,20.83605
2020-07-30,18.15806
2020-07-31,17.96211
2020-08-01,0.52253
2020-08-02,1.1757
2020-08-03,17.17831
2020-08-04,18.09274
2020-08-05,16.59046
2020-08-06,17.70084
2020-08-07,22.53429
2020-08-08,1.50228
2020-08-09,0.71848
2020-08-10,21.29327
2020-08-11,28.21685
2020-08-12,31.61332
2020-08-13,23.51404
2020-08-14,30.3723
2020-08-15,1.76355
2020-08-16,0.71848
2020-08-17,5.16002
2020-08-18,33.63814
2020-08-19,26.64924
2020-08-20,41.54147
2020-08-21,28.54343
2020-08-22,2.15545
2020-08-23,1.76355
2020-08-24,28.47811
2020-08-25,22.53429
2020-08-26,23.90594
2020-08-27,24.68974
2020-08-28,21.75048
2020-08-29,0.97975
2020-08-30,1.5676
2020-08-31,22.86087
2020-09-01,21.61985
2020-09-02,21.4239
2020-09-03,17.04768
2020-09-04,27.82495
2020-09-05,1.69823
2020-09-06,1.50228
2020-09-07,22.40365
2020-09-08,19.20313
2020-09-09,26.64924
2020-09-10,19.8563
2020-09-11,20.37883
2020-09-12,1.43696
2020-09-13,1.11038
2020-09-14,18.6806
2020-09-15,19.79098
2020-09-16,23.90594
2020-09-17,29.91508
2020-09-18,22.86087
2020-09-19,1.69823
2020-09-20,0.7838
2020-09-21,26.06139
2020-09-22,34.81384
2020-09-23,33.37687
2020-09-24,38.66753
2020-09-25,25.14696
2020-09-26,1.50228
2020-09-27,1.1757
2020-09-28,22.40365
2020-09-29,20.2482
2020-09-30,1.24101
2020-10-01,0.7838
2020-10-02,0.58785
2020-10-03,0.71848
2020-10-04,0.7838
2020-10-05,18.2887
2020-10-06,18.22338
2020-10-07,18.48465
2020-10-08,16.52514
2020-10-09,0.58785
2020-10-10,0.91443
2020-10-11,0.71848
2020-10-12,17.24363
2020-10-13,16.91704
2020-10-14,16.52514
2020-10-15,21.68517
2020-10-16,20.96668
2020-10-17,1.50228
2020-10-18,0.58785
2020-10-19,16.72109
2020-10-20,21.4239
2020-10-21,17.76616
2020-10-22,20.18288
2020-10-23,17.17831
2020-10-24,0.7838
2020-10-25,0.71848
2020-10-26,22.92619
2020-10-27,17.43958
2020-10-28,19.92161
2020-10-29,23.31809
2020-10-30,24.10189
2020-10-31,1.24101
2020-11-01,0.91443
