date,월드메르디앙
2023-05-29,6.19189
2023-05-30,7.50332
2023-05-31,7.33731
2023-06-01,6.3413
2023-06-02,6.90571
2023-06-03,7.07171
2023-06-04,6.6069
2023-06-05,7.50332
2023-06-06,7.13811
2023-06-07,7.98472
2023-06-08,6.5571
2023-06-09,6.7065
2023-06-10,7.00531
2023-06-11,7.63612
2023-06-12,6.5903
2023-06-13,7.08831
2023-06-14,7.12151
2023-06-15,6.92231
2023-06-16,6.7563
2023-06-17,7.15471
2023-06-18,7.13811
2023-06-19,6.93891
2023-06-20,7.95152
2023-06-21,7.60292
2023-06-22,6.8725
2023-06-23,6.4243
2023-06-24,6.90571
2023-06-25,6.22509
2023-06-26,6.4575
2023-06-27,6.8725
2023-06-28,7.23771
2023-06-29,6.5239
2023-06-30,6.5903
2023-07-01,7.38711
2023-07-02,6.93891
2023-07-03,8.08432
2023-07-04,7.73572
2023-07-05,7.25431
2023-07-06,6.7231
2023-07-07,6.7065
2023-07-08,8.41633
2023-07-09,7.81872
2023-07-10,7.13811
2023-07-11,6.5405
2023-07-12,7.18791
2023-07-13,6.6567
2023-07-14,6.8559
2023-07-15,6.6235
2023-07-16,6.7397
2023-07-17,7.03851
2023-07-18,6.5239
2023-07-19,7.33731
2023-07-20,7.23771
2023-07-21,6.4907
2023-07-22,7.33731
2023-07-23,6.5405
2023-07-24,7.61952
2023-07-25,7.75232
2023-07-26,7.28751
2023-07-27,6.3745
2023-07-28,6.3081
2023-07-29,5.46148
2023-07-30,5.34528
2023-07-31,7.76892
2023-08-01,7.35391
2023-08-02,8.66533
2023-08-03,9.17994
2023-08-04,9.79415
2023-08-05,10.09296
2023-08-06,9.62815
2023-08-07,9.34594
2023-08-08,8.30013
2023-08-09,7.71912
2023-08-10,7.23771
2023-08-11,7.56972
2023-08-12,8.01792
2023-08-13,7.08831
2023-08-14,8.15073
2023-08-15,8.41633
2023-08-16,8.21713
2023-08-17,6.93891
2023-08-18,6.88911
2023-08-19,7.66932
2023-08-20,6.95551
2023-08-21,7.78552
2023-08-22,6.92231
2023-08-23,8.51593
2023-08-24,12.06839
2023-08-25,8.83134
2023-08-26,7.45351
2023-08-27,6.90571
2023-08-28,7.68592
2023-08-29,6.97211
2023-08-30,10.45816
2023-08-31,9.49535
2023-09-01,8.76494
2023-09-02,7.88512
2023-09-03,8.03452
2023-09-04,8.98074
2023-09-05,8.63213
2023-09-06,8.30013
2023-09-07,8.39973
2023-09-08,9.19654
2023-09-09,8.71513
2023-09-10,8.33333
2023-09-11,10.25896
2023-09-12,8.59893
2023-09-13,7.91832
2023-09-14,8.53253
2023-09-15,7.60292
2023-09-16,8.49933
2023-09-17,7.12151
2023-09-18,8.21713
2023-09-19,8.73173
2023-09-20,7.43691
2023-09-21,7.45351
2023-09-22,7.28751
2023-09-23,7.85192
2023-09-24,7.03851
2023-09-25,7.88512
2023-09-26,7.38711
2023-09-27,6.4077
2023-09-28,5.47808
2023-09-29,6.4741
2023-09-30,5.84329
2023-10-01,6.22509
2023-10-02,7.13811
2023-10-03,7.32071
2023-10-04,7.70252
2023-10-05,8.73173
2023-10-06,8.74833
2023-10-07,7.22111
2023-10-08,7.48671
2023-10-09,7.85192
2023-10-10,8.21713
2023-10-11,7.48671
2023-10-12,7.15471
2023-10-13,8.11752
2023-10-14,7.43691
2023-10-15,7.12151
2023-10-16,7.71912
2023-10-17,6.6567
2023-10-18,6.8725
2023-10-19,6.5239
2023-10-20,7.37051
2023-10-21,6.6899
2023-10-22,5.95949
2023-10-23,7.00531
2023-10-24,7.33731
2023-10-25,7.93492
2023-10-26,6.5405
2023-10-27,6.8227
2023-10-28,6.6733
2023-10-29,5.97609
2023-10-30,7.33731
2023-10-31,6.8061
2023-11-01,7.17131
2023-11-02,5.81009
2023-11-03,8.51593
2023-11-04,7.75232
2023-11-05,7.60292
2023-11-06,7.38711
2023-11-07,7.17131
2023-11-08,6.5903
2023-11-09,6.97211
2023-11-10,6.3745
2023-11-11,7.03851
2023-11-12,5.81009
2023-11-13,6.14209
2023-11-14,6.3081
2023-11-15,6.00929
2023-11-16,5.66069
2023-11-17,5.74369
2023-11-18,5.89309
2023-11-19,5.90969
2023-11-20,6.4409
2023-11-21,6.8393
2023-11-22,6.5737
2023-11-23,6.3745
2023-11-24,5.90969
2023-11-25,7.23771
2023-11-26,5.64409
2023-11-27,6.5239
2023-11-28,6.7895
2023-11-29,6.3413
2023-11-30,6.5239
2023-12-01,5.74369
2023-12-02,5.92629
2023-12-03,5.67729
2023-12-04,6.7231
2023-12-05,6.7231
2023-12-06,6.5903
2023-12-07,6.2915
2023-12-08,6.2749
2023-12-09,6.5239
2023-12-10,6.07569
2023-12-11,6.07569
2023-12-12,6.2583
2023-12-13,6.7729
2023-12-14,5.89309
2023-12-15,6.8061
2023-12-16,7.00531
2023-12-17,6.24169
2023-12-18,6.6733
2023-12-19,6.4741
2023-12-20,6.22509
2023-12-21,5.79349
2023-12-22,6.07569
2023-12-23,5.62749
2023-12-24,5.44488
2023-12-25,5.62749
2023-12-26,7.27091
2023-12-27,6.5239
2023-12-28,8.39973
2023-12-29,7.56972
2023-12-30,6.7397
2023-12-31,5.32868
2024-01-01,6.7065
2024-01-02,6.90571
2024-01-03,6.93891
2024-01-04,7.56972
2024-01-05,7.05511
2024-01-06,7.61952
2024-01-07,6.98871
2024-01-08,6.5571
2024-01-09,7.40371
2024-01-10,7.53652
2024-01-11,7.28751
2024-01-12,8.48273
2024-01-13,7.40371
2024-01-14,7.00531
2024-01-15,7.63612
2024-01-16,7.98472
2024-01-17,7.25431
2024-01-18,8.33333
2024-01-19,7.60292
2024-01-20,7.28751
2024-01-21,6.8559
2024-01-22,7.48671
2024-01-23,7.12151
2024-01-24,7.60292
2024-01-25,7.23771
2024-01-26,7.42031
2024-01-27,7.76892
2024-01-28,7.73572
2024-01-29,8.38313
2024-01-30,8.53253
2024-01-31,7.58632
2024-02-01,7.53652
2024-02-02,7.42031
2024-02-03,6.7729
2024-02-04,7.55312
2024-02-05,6.4741
2024-02-06,7.20451
2024-02-07,6.12549
2024-02-08,7.00531
2024-02-09,6.5405
2024-02-10,7.47011
2024-02-11,6.8725
2024-02-12,6.7729
2024-02-13,8.31673
2024-02-14,7.51992
2024-02-15,7.17131
2024-02-16,6.93891
2024-02-17,7.90172
2024-02-18,7.18791
2024-02-19,7.93492
2024-02-20,7.08831
2024-02-21,7.17131
2024-02-22,7.38711
2024-02-23,8.34993
2024-02-24,7.25431
2024-02-25,7.05511
2024-02-26,7.96812
2024-02-27,8.16733
2024-02-28,8.21713
2024-02-29,7.05511
2024-03-01,7.35391
2024-03-02,6.95551
2024-03-03,7.91832
2024-03-04,9.32934
2024-03-05,8.61553
2024-03-06,10.05976
2024-03-07,9.11354
2024-03-08,7.80212
2024-03-09,8.33333
2024-03-10,8.34993
2024-03-11,8.23373
2024-03-12,8.26693
2024-03-13,10.60756
2024-03-14,7.81872
2024-03-15,8.98074
2024-03-16,8.61553
2024-03-17,7.51992
2024-03-18,9.14674
2024-03-19,8.36653
2024-03-20,7.88512
