date,리딩방
2020-03-20,3.29249
2020-03-21,1.83767
2020-03-22,1.37825
2020-03-23,4.44104
2020-03-24,3.36906
2020-03-25,2.83307
2020-03-26,3.82848
2020-03-27,3.90505
2020-03-28,2.60336
2020-03-29,1.45482
2020-03-30,4.97702
2020-03-31,3.59877
2020-04-01,4.36447
2020-04-02,3.13935
2020-04-03,2.83307
2020-04-04,1.45482
2020-04-06,3.29249
2020-04-07,4.74732
2020-04-08,3.36906
2020-04-09,3.82848
2020-04-10,3.29249
2020-04-11,1.07197
2020-04-12,1.37825
2020-04-13,2.98621
2020-04-14,2.90964
2020-04-15,2.14395
2020-04-16,2.14395
2020-04-17,2.52679
2020-04-18,1.30168
2020-04-19,0.76569
2020-04-20,1.37825
2020-04-21,2.29709
2020-04-22,2.37366
2020-04-23,2.60336
2020-04-24,2.29709
2020-04-25,0.91883
2020-04-26,0.61255
2020-04-27,1.22511
2020-04-28,2.22052
2020-04-29,2.7565
2020-04-30,0.61255
2020-05-01,0.45941
2020-05-02,0.38284
2020-05-03,0.45941
2020-05-04,0.9954
2020-05-05,0.76569
2020-05-06,1.7611
2020-05-07,1.30168
2020-05-08,1.99081
2020-05-09,1.60796
2020-05-10,0.84226
2020-05-11,1.7611
2020-05-12,0.61255
2020-05-13,1.7611
2020-05-14,1.91424
2020-05-15,1.53139
2020-05-16,1.30168
2020-05-17,12.63399
2020-05-18,4.13476
2020-05-19,2.98621
2020-05-20,3.21592
2020-05-21,2.29709
2020-05-22,2.83307
2020-05-23,5.35987
2020-05-24,2.60336
2020-05-25,2.22052
2020-05-26,3.21592
2020-05-27,1.60796
2020-05-28,2.22052
2020-05-29,1.7611
2020-05-30,1.37825
2020-05-31,1.30168
2020-06-01,5.66615
2020-06-02,10.94946
2020-06-03,4.05819
2020-06-04,3.21592
2020-06-05,2.52679
2020-06-06,1.14854
2020-06-07,2.37366
2020-06-08,6.43185
2020-06-09,2.60336
2020-06-10,2.90964
2020-06-11,2.90964
2020-06-12,2.83307
2020-06-13,1.45482
2020-06-14,1.7611
2020-06-15,2.29709
2020-06-16,2.7565
2020-06-17,4.44104
2020-06-18,3.29249
2020-06-19,3.29249
2020-06-20,0.38284
2020-06-21,4.44104
2020-06-22,46.17151
2020-06-23,18.91271
2020-06-24,11.63859
2020-06-25,5.43644
2020-06-26,4.74732
2020-06-27,2.06738
2020-06-28,1.60796
2020-06-29,3.98162
2020-06-30,3.13935
2020-07-01,2.14395
2020-07-02,5.81929
2020-07-03,5.05359
2020-07-04,1.7611
2020-07-05,2.14395
2020-07-06,4.51761
2020-07-07,4.13476
2020-07-08,2.83307
2020-07-09,4.21133
2020-07-10,2.67993
2020-07-11,2.14395
2020-07-12,0.91883
2020-07-13,2.90964
2020-07-14,2.83307
2020-07-15,2.7565
2020-07-16,1.68453
2020-07-17,2.60336
2020-07-18,0.76569
2020-07-19,1.60796
2020-07-20,2.90964
2020-07-21,2.67993
2020-07-22,2.14395
2020-07-23,3.44563
2020-07-24,3.29249
2020-07-25,0.45941
2020-07-26,0.84226
2020-07-27,2.14395
2020-07-28,2.29709
2020-07-29,2.90964
2020-07-30,3.06278
2020-07-31,2.52679
2020-08-01,0.76569
2020-08-02,2.29709
2020-08-03,2.29709
2020-08-04,2.83307
2020-08-05,3.36906
2020-08-06,3.29249
2020-08-07,2.83307
2020-08-08,1.53139
2020-08-09,1.14854
2020-08-10,3.29249
2020-08-11,2.29709
2020-08-12,4.05819
2020-08-13,3.06278
2020-08-14,2.60336
2020-08-15,0.84226
2020-08-16,1.60796
2020-08-17,2.06738
2020-08-18,2.98621
2020-08-19,2.14395
2020-08-20,2.60336
2020-08-21,1.30168
2020-08-22,0.45941
2020-08-23,1.53139
2020-08-24,2.45022
2020-08-25,3.13935
2020-08-26,1.99081
2020-08-27,2.60336
2020-08-28,2.90964
2020-08-29,1.14854
2020-08-30,0.68912
2020-08-31,3.21592
2020-09-01,3.82848
2020-09-02,3.44563
2020-09-03,4.59418
2020-09-04,3.21592
2020-09-05,0.9954
2020-09-06,1.30168
2020-09-07,2.83307
2020-09-08,3.36906
2020-09-09,4.2879
2020-09-10,4.51761
2020-09-11,3.75191
2020-09-12,0.76569
2020-09-13,2.14395
2020-09-14,3.06278
2020-09-15,3.29249
2020-09-16,3.75191
2020-09-17,2.98621
2020-09-18,2.37366
2020-09-19,1.91424
2020-09-20,2.22052
2020-09-21,3.67534
2020-09-22,2.98621
2020-09-23,5.35987
2020-09-24,2.83307
2020-09-25,1.83767
2020-09-26,1.83767
2020-09-27,3.13935
2020-09-28,5.35987
2020-09-29,3.75191
2020-09-30,1.7611
2020-10-01,1.83767
2020-10-02,0.9954
2020-10-03,1.22511
2020-10-04,1.45482
2020-10-05,3.29249
2020-10-06,4.51761
2020-10-07,4.13476
2020-10-08,5.43644
2020-10-09,2.29709
2020-10-10,0.84226
2020-10-11,1.99081
2020-10-12,3.67534
2020-10-13,3.98162
2020-10-14,4.05819
2020-10-15,3.36906
2020-10-16,2.7565
2020-10-17,1.37825
2020-10-18,0.45941
2020-10-19,1.37825
2020-10-20,3.90505
2020-10-21,3.82848
2020-10-22,2.83307
2020-10-23,3.06278
2020-10-24,15.00765
2020-10-25,2.90964
2020-10-26,3.98162
2020-10-27,3.5222
2020-10-28,7.12098
2020-10-29,16.23277
2020-10-30,6.50842
2020-10-31,2.90964
2020-11-01,4.82388
2020-11-02,2.98621
2020-11-03,3.44563
2020-11-04,3.75191
2020-11-05,3.82848
2020-11-06,2.22052
2020-11-07,1.91424
2020-11-08,0.91883
2020-11-09,3.67534
2020-11-10,2.45022
2020-11-11,2.83307
2020-11-12,4.05819
2020-11-13,22.74119
2020-11-14,7.42725
2020-11-15,3.82848
2020-11-16,5.66615
2020-11-17,5.89586
2020-11-18,7.27411
2020-11-19,4.74732
2020-11-20,5.35987
2020-11-21,2.60336
2020-11-22,2.52679
2020-11-23,3.44563
2020-11-24,4.67075
2020-11-25,4.05819
2020-11-26,3.59877
2020-11-27,4.13476
2020-11-28,2.45022
2020-11-29,1.60796
2020-11-30,3.29249
2020-12-01,4.51761
2020-12-02,5.13016
2020-12-03,3.90505
2020-12-04,3.44563
2020-12-05,2.22052
2020-12-06,1.30168
2020-12-07,4.05819
2020-12-08,3.13935
2020-12-09,6.20214
2020-12-10,3.29249
2020-12-11,3.82848
2020-12-12,2.90964
2020-12-13,2.45022
2020-12-14,6.73813
2020-12-15,4.44104
2020-12-16,6.35528
2020-12-17,4.74732
2020-12-18,8.11638
2020-12-19,3.36906
2020-12-20,3.36906
2020-12-21,5.43644
2020-12-22,4.51761
2020-12-23,3.44563
2020-12-24,3.98162
2020-12-25,1.91424
2020-12-26,2.60336
2020-12-27,2.37366
2020-12-28,9.11179
2020-12-29,6.89127
2020-12-30,4.97702
2020-12-31,3.06278
2021-01-01,2.29709
2021-01-02,2.37366
2021-01-03,2.06738
2021-01-04,6.73813
2021-01-05,6.73813
2021-01-06,7.12098
2021-01-07,4.82388
2021-01-08,7.58039
2021-01-09,3.98162
2021-01-10,2.52679
2021-01-11,7.58039
2021-01-12,6.8147
2021-01-13,8.34609
2021-01-14,10.64318
2021-01-15,6.35528
2021-01-16,3.59877
2021-01-17,4.82388
2021-01-18,5.20673
2021-01-19,6.8147
2021-01-20,6.8147
2021-01-21,7.88667
2021-01-22,9.87748
2021-01-23,4.51761
2021-01-24,3.06278
2021-01-25,5.74272
2021-01-26,8.72894
2021-01-27,7.12098
2021-01-28,6.12557
2021-01-29,5.97243
2021-01-30,3.75191
2021-01-31,1.45482
2021-02-01,5.13016
2021-02-02,4.90045
2021-02-03,6.049
2021-02-04,9.49464
2021-02-05,6.66156
2021-02-06,3.67534
2021-02-07,3.36906
2021-02-08,5.97243
2021-02-09,5.2833
2021-02-10,5.2833
2021-02-11,2.7565
2021-02-12,2.7565
2021-02-13,2.67993
2021-02-14,3.29249
2021-02-15,26.79938
2021-02-16,45.09954
2021-02-17,9.87748
2021-02-18,8.42266
2021-02-19,10.94946
2021-02-20,5.13016
2021-02-21,5.35987
2021-02-22,10.10719
2021-02-23,17.53445
2021-02-24,7.65696
2021-02-25,7.50382
2021-02-26,28.56049
2021-02-27,11.17917
2021-02-28,6.049
2021-03-01,4.2879
2021-03-02,6.43185
2021-03-03,8.03981
2021-03-04,7.27411
2021-03-05,7.42725
2021-03-06,4.2879
2021-03-07,63.85911
2021-03-08,21.36294
2021-03-09,8.95865
2021-03-10,10.03062
2021-03-11,10.56661
2021-03-12,7.8101
2021-03-13,3.59877
2021-03-14,2.45022
2021-03-15,8.11638
2021-03-16,8.95865
2021-03-17,5.58958
2021-03-18,8.49923
2021-03-19,9.3415
2021-03-20,3.29249
2021-03-21,3.06278
2021-03-22,6.8147
2021-03-23,10.26033
2021-03-24,9.26493
2021-03-25,7.19754
2021-03-26,6.66156
2021-03-27,5.05359
2021-03-28,9.26493
2021-03-29,19.90811
2021-03-30,12.78713
2021-03-31,11.63859
2021-04-01,11.25574
2021-04-02,8.26952
2021-04-03,5.97243
2021-04-04,19.14241
2021-04-05,30.85758
2021-04-06,24.42572
2021-04-07,15.54364
2021-04-08,14.16539
2021-04-09,12.40428
2021-04-10,5.81929
2021-04-11,4.59418
2021-04-12,9.72434
2021-04-13,9.80091
2021-04-14,11.63859
2021-04-15,10.56661
2021-04-16,8.42266
2021-04-17,3.98162
2021-04-18,4.82388
2021-04-19,10.26033
2021-04-20,12.02143
2021-04-21,8.49923
2021-04-22,11.79173
2021-04-23,8.65237
2021-04-24,3.90505
2021-04-25,5.74272
2021-04-26,7.42725
2021-04-27,24.57886
2021-04-28,19.60183
2021-04-29,12.02143
2021-04-30,8.65237
2021-05-01,4.05819
2021-05-02,10.3369
2021-05-03,22.9709
2021-05-04,13.78254
2021-05-05,7.04441
2021-05-06,10.49004
2021-05-07,9.64777
2021-05-08,6.66156
2021-05-09,4.36447
2021-05-10,7.42725
2021-05-11,8.95865
2021-05-12,9.87748
2021-05-13,7.96324
2021-05-14,6.049
2021-05-15,4.36447
2021-05-16,2.90964
2021-05-17,8.72894
2021-05-18,5.66615
2021-05-19,4.59418
2021-05-20,7.58039
2021-05-21,5.51301
2021-05-22,2.14395
2021-05-23,2.98621
2021-05-24,6.12557
2021-05-25,5.51301
2021-05-26,17.68759
2021-05-27,15.08422
2021-05-28,7.19754
2021-05-29,3.82848
2021-05-30,2.90964
2021-05-31,10.18376
2021-06-01,10.49004
2021-06-02,6.66156
2021-06-03,6.89127
2021-06-04,7.88667
2021-06-05,2.45022
2021-06-06,2.90964
2021-06-07,6.73813
2021-06-08,12.63399
2021-06-09,11.40888
2021-06-10,7.73353
2021-06-11,6.8147
2021-06-12,2.83307
2021-06-13,2.90964
2021-06-14,8.72894
2021-06-15,8.5758
2021-06-16,6.12557
2021-06-17,5.81929
2021-06-18,5.20673
2021-06-19,1.99081
2021-06-20,2.29709
2021-06-21,5.97243
2021-06-22,6.96784
2021-06-23,7.35068
2021-06-24,3.90505
2021-06-25,5.51301
2021-06-26,2.90964
2021-06-27,2.14395
2021-06-28,5.81929
2021-06-29,6.96784
2021-06-30,5.05359
2021-07-01,4.44104
2021-07-02,4.90045
2021-07-03,1.7611
2021-07-04,2.14395
2021-07-05,6.27871
2021-07-06,5.2833
2021-07-07,4.36447
2021-07-08,5.81929
2021-07-09,4.05819
2021-07-10,1.83767
2021-07-11,1.37825
2021-07-12,3.59877
2021-07-13,5.74272
2021-07-14,4.90045
2021-07-15,6.20214
2021-07-16,3.98162
2021-07-17,2.67993
2021-07-18,1.14854
2021-07-19,2.7565
2021-07-20,5.2833
2021-07-21,4.36447
2021-07-22,5.43644
2021-07-23,3.21592
2021-07-24,2.52679
2021-07-25,2.22052
2021-07-26,4.2879
2021-07-27,5.05359
2021-07-28,4.90045
2021-07-29,5.51301
2021-07-30,3.44563
2021-07-31,2.22052
2021-08-01,2.45022
2021-08-02,4.97702
2021-08-03,3.98162
2021-08-04,3.59877
2021-08-05,4.74732
2021-08-06,4.82388
2021-08-07,1.68453
2021-08-08,1.83767
2021-08-09,3.75191
2021-08-10,5.58958
2021-08-11,6.50842
2021-08-12,5.74272
2021-08-13,3.98162
2021-08-14,2.29709
2021-08-15,2.98621
2021-08-16,2.29709
2021-08-17,4.44104
2021-08-18,5.2833
2021-08-19,6.66156
2021-08-20,7.88667
2021-08-21,4.2879
2021-08-22,5.74272
2021-08-23,5.43644
2021-08-24,7.04441
2021-08-25,6.35528
2021-08-26,7.73353
2021-08-27,6.27871
2021-08-28,3.13935
2021-08-29,2.14395
2021-08-30,5.89586
2021-08-31,4.74732
2021-09-01,5.13016
2021-09-02,9.11179
2021-09-03,5.74272
2021-09-04,15.77335
2021-09-05,5.43644
2021-09-06,5.97243
2021-09-07,5.81929
2021-09-08,7.65696
2021-09-09,6.20214
2021-09-10,6.20214
2021-09-11,4.05819
2021-09-12,3.75191
2021-09-13,4.59418
2021-09-14,4.97702
2021-09-15,6.27871
2021-09-16,4.44104
2021-09-17,4.2879
2021-09-18,1.83767
2021-09-19,1.60796
2021-09-20,1.83767
2021-09-21,0.76569
2021-09-22,2.98621
2021-09-23,5.2833
2021-09-24,5.05359
2021-09-25,4.21133
2021-09-26,2.29709
2021-09-27,4.21133
2021-09-28,5.13016
2021-09-29,5.97243
2021-09-30,4.74732
2021-10-01,5.43644
2021-10-02,1.91424
2021-10-03,1.14854
2021-10-04,2.52679
2021-10-05,3.90505
2021-10-06,5.51301
2021-10-07,3.5222
2021-10-08,4.74732
2021-10-09,1.68453
2021-10-10,1.68453
2021-10-11,1.83767
2021-10-12,4.2879
2021-10-13,3.98162
2021-10-14,4.90045
2021-10-15,4.67075
2021-10-16,2.06738
2021-10-17,13.85911
2021-10-18,11.33231
2021-10-19,20.06125
2021-10-20,5.20673
2021-10-21,5.51301
2021-10-22,4.21133
2021-10-23,2.37366
2021-10-24,1.60796
2021-10-25,4.90045
2021-10-26,5.66615
2021-10-27,3.67534
2021-10-28,5.35987
2021-10-29,3.36906
2021-10-30,2.29709
2021-10-31,1.68453
2021-11-01,3.13935
2021-11-02,4.59418
2021-11-03,6.27871
2021-11-04,3.75191
2021-11-05,3.98162
2021-11-06,2.29709
2021-11-07,2.37366
2021-11-08,13.32312
2021-11-09,14.54823
2021-11-10,6.43185
2021-11-11,12.55742
2021-11-12,9.95405
2021-11-13,2.22052
2021-11-14,4.82388
2021-11-15,7.04441
2021-11-16,8.11638
2021-11-17,5.66615
2021-11-18,5.81929
2021-11-19,6.50842
2021-11-20,3.21592
2021-11-21,3.5222
2021-11-22,13.55283
2021-11-23,10.3369
2021-11-24,8.11638
2021-11-25,6.35528
2021-11-26,5.20673
2021-11-27,2.67993
2021-11-28,3.21592
2021-11-29,10.87289
2021-11-30,9.87748
2021-12-01,7.27411
2021-12-02,7.73353
2021-12-03,5.66615
2021-12-04,2.29709
2021-12-05,1.99081
2021-12-06,5.81929
2021-12-07,5.05359
2021-12-08,5.2833
2021-12-09,5.05359
2021-12-10,4.67075
2021-12-11,1.22511
2021-12-12,1.83767
2021-12-13,4.05819
2021-12-14,4.05819
2021-12-15,6.89127
2021-12-16,5.43644
2021-12-17,3.29249
2021-12-18,1.53139
2021-12-19,1.91424
2021-12-20,4.90045
2021-12-21,6.43185
2021-12-22,5.13016
2021-12-23,3.13935
2021-12-24,3.29249
2021-12-25,1.22511
2021-12-26,1.22511
2021-12-27,3.5222
2021-12-28,4.67075
2021-12-29,5.51301
2021-12-30,4.05819
2021-12-31,3.29249
2022-01-01,0.91883
2022-01-02,1.60796
2022-01-03,4.21133
2022-01-04,4.97702
2022-01-05,4.36447
2022-01-06,3.36906
2022-01-07,4.36447
2022-01-08,2.67993
2022-01-09,1.68453
2022-01-10,2.90964
2022-01-11,3.90505
2022-01-12,4.21133
2022-01-13,4.74732
2022-01-14,3.59877
2022-01-15,2.45022
2022-01-16,2.14395
2022-01-17,4.13476
2022-01-18,3.59877
2022-01-19,2.90964
2022-01-20,4.82388
2022-01-21,2.67993
2022-01-22,1.22511
2022-01-23,1.37825
2022-01-24,3.44563
2022-01-25,5.43644
2022-01-26,2.90964
2022-01-27,2.83307
2022-01-28,3.82848
2022-01-29,1.53139
2022-01-30,1.60796
2022-01-31,2.37366
2022-02-01,1.14854
2022-02-02,1.53139
2022-02-03,3.29249
2022-02-04,3.29249
2022-02-05,1.22511
2022-02-06,1.7611
2022-02-07,4.36447
2022-02-08,4.97702
2022-02-09,5.35987
2022-02-10,5.13016
2022-02-11,3.75191
2022-02-12,2.22052
2022-02-13,1.37825
2022-02-14,3.82848
2022-02-15,5.35987
2022-02-16,3.13935
2022-02-17,2.98621
2022-02-18,3.67534
2022-02-19,4.59418
2022-02-20,3.36906
2022-02-21,5.05359
2022-02-22,4.90045
2022-02-23,4.13476
2022-02-24,3.67534
2022-02-25,2.7565
2022-02-26,1.68453
2022-02-27,1.07197
2022-02-28,3.06278
2022-03-01,1.30168
2022-03-02,2.83307
2022-03-03,4.21133
2022-03-04,3.13935
2022-03-05,2.7565
2022-03-06,1.60796
2022-03-07,3.75191
2022-03-08,3.59877
2022-03-09,1.68453
2022-03-10,4.51761
2022-03-11,4.36447
2022-03-12,1.45482
2022-03-13,2.22052
2022-03-14,3.21592
2022-03-15,3.67534
2022-03-16,4.44104
2022-03-17,3.36906
2022-03-18,2.45022
2022-03-19,1.07197
2022-03-20,1.7611
2022-03-21,3.36906
2022-03-22,4.74732
2022-03-23,5.89586
2022-03-24,4.21133
2022-03-25,8.95865
2022-03-26,2.7565
2022-03-27,1.60796
2022-03-28,3.75191
2022-03-29,4.36447
2022-03-30,3.98162
2022-03-31,5.2833
2022-04-01,3.90505
2022-04-02,2.60336
2022-04-03,1.07197
2022-04-04,2.37366
2022-04-05,1.83767
2022-04-06,4.59418
2022-04-07,3.82848
2022-04-08,3.13935
2022-04-09,2.06738
2022-04-10,2.14395
2022-04-11,3.36906
2022-04-12,4.21133
