date,카드이벤트
2023-06-27,20.74829
2023-06-28,23.46938
2023-06-29,20.06802
2023-06-30,17.68707
2023-07-01,33.33333
2023-07-02,27.89115
2023-07-03,31.63265
2023-07-04,31.97278
2023-07-05,29.93197
2023-07-06,23.12925
2023-07-07,18.36734
2023-07-08,12.92517
2023-07-09,19.72789
2023-07-10,17.34693
2023-07-11,23.46938
2023-07-12,22.78911
2023-07-13,21.42857
2023-07-14,19.38775
2023-07-15,18.36734
2023-07-16,13.2653
2023-07-17,23.46938
2023-07-18,20.74829
2023-07-19,25.5102
2023-07-20,18.70748
2023-07-21,18.70748
2023-07-22,15.64625
2023-07-23,12.58503
2023-07-24,25.5102
2023-07-25,23.46938
2023-07-26,17.34693
2023-07-27,24.82993
2023-07-28,17.68707
2023-07-29,8.84353
2023-07-30,16.66666
2023-07-31,31.29251
2023-08-01,57.14285
2023-08-02,36.73469
2023-08-03,24.82993
2023-08-04,32.31292
2023-08-05,12.92517
2023-08-06,18.70748
2023-08-07,22.44897
2023-08-08,22.10884
2023-08-09,19.72789
2023-08-10,21.08843
2023-08-11,20.06802
2023-08-12,13.60544
2023-08-13,15.30612
2023-08-14,25.5102
2023-08-15,22.78911
2023-08-16,23.80952
2023-08-17,15.98639
2023-08-18,21.42857
2023-08-19,15.64625
2023-08-20,19.38775
2023-08-21,21.7687
2023-08-22,29.2517
2023-08-23,22.10884
2023-08-24,28.57142
2023-08-25,28.57142
2023-08-26,9.86394
2023-08-27,10.20408
2023-08-28,18.70748
2023-08-29,28.91156
2023-08-30,29.59183
2023-08-31,29.2517
2023-09-01,59.86394
2023-09-02,31.97278
2023-09-03,27.55102
2023-09-04,37.7551
2023-09-05,36.73469
2023-09-06,32.99319
2023-09-07,28.57142
2023-09-08,25.17006
2023-09-09,15.30612
2023-09-10,14.62585
2023-09-11,24.14965
2023-09-12,34.35374
2023-09-13,39.45578
2023-09-14,25.85034
2023-09-15,28.91156
2023-09-16,21.42857
2023-09-17,21.08843
2023-09-18,30.95238
2023-09-19,26.53061
2023-09-20,29.59183
2023-09-21,32.99319
2023-09-22,28.57142
2023-09-23,21.42857
2023-09-24,21.7687
2023-09-25,25.5102
2023-09-26,27.89115
2023-09-27,22.78911
2023-09-28,14.28571
2023-09-29,16.32653
2023-09-30,15.64625
2023-10-01,46.59863
2023-10-02,30.95238
2023-10-03,36.39455
2023-10-04,32.99319
2023-10-05,40.81632
2023-10-06,32.65306
2023-10-07,30.61224
2023-10-08,20.06802
2023-10-09,19.38775
2023-10-10,29.59183
2023-10-11,27.89115
2023-10-12,30.2721
2023-10-13,24.48979
2023-10-14,20.06802
2023-10-15,24.82993
2023-10-16,28.91156
2023-10-17,29.59183
2023-10-18,24.82993
2023-10-19,25.85034
2023-10-20,19.04761
2023-10-21,18.70748
2023-10-22,20.40816
2023-10-23,25.17006
2023-10-24,25.17006
2023-10-25,25.85034
2023-10-26,25.5102
2023-10-27,17.68707
2023-10-28,19.04761
2023-10-29,19.04761
2023-10-30,19.38775
2023-10-31,28.91156
2023-11-01,65.30612
2023-11-02,41.49659
2023-11-03,35.03401
2023-11-04,24.82993
2023-11-05,25.5102
2023-11-06,32.65306
2023-11-07,26.87074
2023-11-08,31.29251
2023-11-09,25.85034
2023-11-10,19.04761
2023-11-11,18.36734
2023-11-12,21.7687
2023-11-13,28.91156
2023-11-14,31.63265
2023-11-15,19.38775
2023-11-16,28.57142
2023-11-17,18.70748
2023-11-18,21.7687
2023-11-19,23.80952
2023-11-20,30.61224
2023-11-21,25.85034
2023-11-22,29.59183
2023-11-23,23.46938
2023-11-24,24.82993
2023-11-25,17.68707
2023-11-26,19.04761
2023-11-27,23.80952
2023-11-28,29.2517
2023-11-29,25.5102
2023-11-30,30.95238
2023-12-01,60.54421
2023-12-02,31.97278
2023-12-03,38.77551
2023-12-04,37.41496
2023-12-05,32.99319
2023-12-06,30.95238
2023-12-07,29.2517
2023-12-08,30.61224
2023-12-09,20.74829
2023-12-10,26.19047
2023-12-11,28.57142
2023-12-12,23.46938
2023-12-13,27.21088
2023-12-14,26.19047
2023-12-15,15.30612
2023-12-16,23.12925
2023-12-17,27.89115
2023-12-18,24.82993
2023-12-19,26.87074
2023-12-20,21.7687
2023-12-21,22.44897
2023-12-22,25.5102
2023-12-23,18.70748
2023-12-24,20.74829
2023-12-25,24.14965
2023-12-26,32.31292
2023-12-27,24.14965
2023-12-28,24.14965
2023-12-29,25.5102
2023-12-30,18.70748
2023-12-31,24.82993
2024-01-01,60.20408
2024-01-02,51.36054
2024-01-03,48.29931
2024-01-04,42.17687
2024-01-05,47.95918
2024-01-06,35.03401
2024-01-07,35.71428
2024-01-08,31.97278
2024-01-09,38.77551
2024-01-10,34.69387
2024-01-11,32.31292
2024-01-12,33.33333
2024-01-13,32.31292
2024-01-14,24.48979
2024-01-15,37.7551
2024-01-16,38.09523
2024-01-17,32.31292
2024-01-18,36.73469
2024-01-19,51.0204
2024-01-20,50.34013
2024-01-21,56.12244
2024-01-22,65.30612
2024-01-23,74.48979
2024-01-24,60.20408
2024-01-25,56.80272
2024-01-26,45.91836
2024-01-27,57.14285
2024-01-28,52.04081
2024-01-29,64.28571
2024-01-30,54.42176
2024-01-31,61.56462
2024-02-01,94.89795
2024-02-02,55.10204
2024-02-03,58.84353
2024-02-04,54.42176
2024-02-05,50.68027
2024-02-06,58.84353
2024-02-07,55.78231
2024-02-08,56.80272
2024-02-09,46.59863
2024-02-10,80.95238
2024-02-11,41.49659
2024-02-12,55.10204
2024-02-13,56.46258
2024-02-14,58.84353
2024-02-15,72.78911
2024-02-16,58.16326
2024-02-17,55.44217
2024-02-18,65.30612
2024-02-19,93.19727
2024-02-20,75.5102
2024-02-21,76.53061
2024-02-22,82.31292
2024-02-23,74.48979
2024-02-24,76.53061
2024-02-25,79.93197
2024-02-26,73.46938
2024-02-27,67.34693
2024-02-28,73.46938
2024-02-29,69.38775
2024-03-01,100.0
2024-03-02,82.99319
2024-03-03,85.03401
2024-03-04,67.34693
2024-03-05,67.68707
2024-03-06,69.72789
2024-03-07,49.31972
2024-03-08,80.61224
2024-03-09,71.08843
2024-03-10,21.08843
2024-03-11,58.16326
2024-03-12,60.54421
2024-03-13,59.86394
2024-03-14,56.46258
2024-03-15,51.70068
2024-03-16,39.11564
2024-03-17,46.2585
2024-03-18,51.36054
2024-03-19,60.20408
2024-03-20,52.72108
