date,CPS
2021-11-23,26.52329
2021-11-24,22.07885
2021-11-25,25.37634
2021-11-26,19.21146
2021-11-27,11.75627
2021-11-28,10.60931
2021-11-29,23.72759
2021-11-30,24.22939
2021-12-01,23.79928
2021-12-02,24.80286
2021-12-03,23.44086
2021-12-04,14.76702
2021-12-05,9.31899
2021-12-06,21.21863
2021-12-07,24.37275
2021-12-08,23.29749
2021-12-09,26.59498
2021-12-10,24.01433
2021-12-11,12.40143
2021-12-12,11.68458
2021-12-13,23.44086
2021-12-14,25.0896
2021-12-15,24.22939
2021-12-16,21.00358
2021-12-17,17.41935
2021-12-18,10.681
2021-12-19,10.681
2021-12-20,25.94982
2021-12-21,22.50896
2021-12-22,20.86021
2021-12-23,19.85663
2021-12-24,14.8387
2021-12-25,8.17204
2021-12-26,12.04301
2021-12-27,23.44086
2021-12-28,22.86738
2021-12-29,18.85304
2021-12-30,19.85663
2021-12-31,12.90322
2022-01-01,6.81003
2022-01-02,7.81362
2022-01-03,19.35483
2022-01-04,23.15412
2022-01-05,22.00716
2022-01-06,23.51254
2022-01-07,21.79211
2022-01-08,12.32974
2022-01-09,9.7491
2022-01-10,23.01075
2022-01-11,23.94265
2022-01-12,21.86379
2022-01-13,20.93189
2022-01-14,21.86379
2022-01-15,9.39068
2022-01-16,10.96774
2022-01-17,24.22939
2022-01-18,22.79569
2022-01-19,22.00716
2022-01-20,27.45519
2022-01-21,20.57347
2022-01-22,14.26523
2022-01-23,11.25448
2022-01-24,23.58422
2022-01-25,21.14695
2022-01-26,22.2939
2022-01-27,20.93189
2022-01-28,17.99283
2022-01-29,10.25089
2022-01-30,7.52688
2022-01-31,7.24014
2022-02-01,7.16845
2022-02-02,9.67741
2022-02-03,20.78853
2022-02-04,18.06451
2022-02-05,10.25089
2022-02-06,9.67741
2022-02-07,22.43727
2022-02-08,25.30465
2022-02-09,22.22222
2022-02-10,22.2939
2022-02-11,20.07168
2022-02-12,9.10394
2022-02-13,8.45878
2022-02-14,23.15412
2022-02-15,20.0
2022-02-16,22.15053
2022-02-17,22.22222
2022-02-18,19.28315
2022-02-19,12.25806
2022-02-20,8.45878
2022-02-21,20.14336
2022-02-22,20.71684
2022-02-23,23.36917
2022-02-24,20.86021
2022-02-25,16.91756
2022-02-26,9.53405
2022-02-27,8.8172
2022-02-28,18.20788
2022-03-01,11.32616
2022-03-02,21.64874
2022-03-03,26.81003
2022-03-04,22.43727
2022-03-05,9.67741
2022-03-06,11.39784
2022-03-07,21.43369
2022-03-08,24.30107
2022-03-09,11.46953
2022-03-10,23.58422
2022-03-11,23.44086
2022-03-12,12.18637
2022-03-13,13.11827
2022-03-14,26.23655
2022-03-15,26.59498
2022-03-16,24.73118
2022-03-17,21.21863
2022-03-18,22.15053
2022-03-19,14.19354
2022-03-20,14.19354
2022-03-21,27.16845
2022-03-22,25.94982
2022-03-23,26.52329
2022-03-24,25.23297
2022-03-25,24.08602
2022-03-26,15.05376
2022-03-27,13.62007
2022-03-28,23.51254
2022-03-29,28.31541
2022-03-30,24.80286
2022-03-31,26.09318
2022-04-01,21.21863
2022-04-02,14.69534
2022-04-03,13.18996
2022-04-04,25.59139
2022-04-05,25.87813
2022-04-06,26.52329
2022-04-07,27.74193
2022-04-08,22.93906
2022-04-09,12.83154
2022-04-10,12.61648
2022-04-11,27.31182
2022-04-12,30.75268
2022-04-13,33.4767
2022-04-14,28.74551
2022-04-15,24.22939
2022-04-16,15.7706
2022-04-17,15.48387
2022-04-18,28.24372
2022-04-19,33.4767
2022-04-20,32.25806
2022-04-21,36.77419
2022-04-22,26.37992
2022-04-23,16.84587
2022-04-24,15.19713
2022-04-25,34.62365
2022-04-26,32.83154
2022-04-27,30.89605
2022-04-28,25.80645
2022-04-29,25.87813
2022-04-30,13.83512
2022-05-01,11.11111
2022-05-02,25.66308
2022-05-03,26.9534
2022-05-04,26.23655
2022-05-05,12.11469
2022-05-06,18.27956
2022-05-07,10.32258
2022-05-08,12.11469
2022-05-09,25.16129
2022-05-10,28.17204
2022-05-11,27.59856
2022-05-12,25.01792
2022-05-13,23.01075
2022-05-14,11.82795
2022-05-15,11.39784
2022-05-16,25.80645
2022-05-17,26.23655
2022-05-18,25.51971
2022-05-19,25.87813
2022-05-20,24.87455
2022-05-21,14.26523
2022-05-22,12.25806
2022-05-23,29.96415
2022-05-24,30.89605
2022-05-25,26.73835
2022-05-26,31.18279
2022-05-27,24.94623
2022-05-28,14.98207
2022-05-29,13.18996
2022-05-30,31.46953
2022-05-31,26.45161
2022-06-01,18.78136
2022-06-02,25.59139
2022-06-03,23.36917
2022-06-04,15.55555
2022-06-05,11.39784
2022-06-06,17.6344
2022-06-07,25.0896
2022-06-08,30.17921
2022-06-09,30.32258
2022-06-10,28.67383
2022-06-11,17.84946
2022-06-12,16.55913
2022-06-13,32.5448
2022-06-14,30.10752
2022-06-15,32.04301
2022-06-16,29.67741
2022-06-17,26.9534
2022-06-18,16.55913
2022-06-19,16.91756
2022-06-20,26.30824
2022-06-21,29.96415
2022-06-22,27.67025
2022-06-23,31.25448
2022-06-24,25.80645
2022-06-25,17.84946
2022-06-26,12.68817
2022-06-27,25.59139
2022-06-28,27.02508
2022-06-29,26.37992
2022-06-30,25.23297
2022-07-01,24.51612
2022-07-02,16.12903
2022-07-03,14.76702
2022-07-04,27.24014
2022-07-05,24.37275
2022-07-06,25.37634
2022-07-07,28.88888
2022-07-08,24.30107
2022-07-09,15.91397
2022-07-10,14.19354
2022-07-11,28.10035
2022-07-12,28.24372
2022-07-13,26.52329
2022-07-14,29.96415
2022-07-15,26.59498
2022-07-16,12.83154
2022-07-17,12.32974
2022-07-18,25.44802
2022-07-19,26.81003
2022-07-20,24.80286
2022-07-21,25.37634
2022-07-22,23.94265
2022-07-23,12.75985
2022-07-24,13.54838
2022-07-25,29.39068
2022-07-26,28.10035
2022-07-27,26.30824
2022-07-28,25.30465
2022-07-29,21.00358
2022-07-30,14.48028
2022-07-31,12.83154
2022-08-01,23.29749
2022-08-02,27.38351
2022-08-03,24.51612
2022-08-04,23.79928
2022-08-05,25.73476
2022-08-06,15.62724
2022-08-07,16.84587
2022-08-08,31.75627
2022-08-09,30.75268
2022-08-10,28.38709
2022-08-11,33.18996
2022-08-12,29.10394
2022-08-13,15.69892
2022-08-14,15.12544
2022-08-15,16.34408
2022-08-16,30.03584
2022-08-17,28.8172
2022-08-18,29.89247
2022-08-19,31.39784
2022-08-20,15.26881
2022-08-21,18.70967
2022-08-22,32.40143
2022-08-23,35.3405
2022-08-24,30.39426
2022-08-25,30.39426
2022-08-26,26.0215
2022-08-27,22.65232
2022-08-28,21.79211
2022-08-29,28.53046
2022-08-30,30.96774
2022-08-31,31.18279
2022-09-01,31.54121
2022-09-02,27.95698
2022-09-03,22.22222
2022-09-04,22.93906
2022-09-05,28.88888
2022-09-06,38.78136
2022-09-07,31.25448
2022-09-08,29.39068
2022-09-09,20.35842
2022-09-10,17.99283
2022-09-11,17.49103
2022-09-12,19.85663
2022-09-13,34.76702
2022-09-14,33.4767
2022-09-15,35.41218
2022-09-16,36.77419
2022-09-17,26.23655
2022-09-18,24.94623
2022-09-19,37.27598
2022-09-20,35.48387
2022-09-21,35.3405
2022-09-22,35.91397
2022-09-23,29.17562
2022-09-24,24.37275
2022-09-25,21.93548
2022-09-26,32.90322
2022-09-27,33.11827
2022-09-28,34.05017
2022-09-29,43.01075
2022-09-30,28.17204
2022-10-01,18.49462
2022-10-02,18.5663
2022-10-03,18.99641
2022-10-04,33.33333
2022-10-05,30.82437
2022-10-06,31.18279
2022-10-07,26.66666
2022-10-08,17.27598
2022-10-09,16.48745
2022-10-10,19.35483
2022-10-11,30.82437
2022-10-12,31.75627
2022-10-13,32.68817
2022-10-14,31.68458
2022-10-15,25.0896
2022-10-16,23.87096
2022-10-17,34.33691
2022-10-18,35.98566
2022-10-19,37.41935
2022-10-20,36.55913
2022-10-21,33.90681
2022-10-22,20.4301
2022-10-23,19.4982
2022-10-24,30.39426
2022-10-25,32.83154
2022-10-26,33.40501
2022-10-27,30.82437
2022-10-28,25.80645
2022-10-29,16.2724
2022-10-30,27.45519
2022-10-31,34.4086
2022-11-01,34.76702
2022-11-02,31.97132
2022-11-03,29.89247
2022-11-04,27.81362
2022-11-05,17.6344
2022-11-06,14.33691
2022-11-07,29.60573
2022-11-08,28.53046
2022-11-09,26.59498
2022-11-10,31.6129
2022-11-11,28.8172
2022-11-12,14.8387
2022-11-13,15.05376
2022-11-14,28.96057
2022-11-15,34.05017
2022-11-16,28.74551
2022-11-17,27.09677
2022-11-18,28.31541
2022-11-19,15.05376
2022-11-20,15.05376
2022-11-21,26.45161
2022-11-22,29.46236
2022-11-23,27.09677
2022-11-24,26.88172
2022-11-25,25.01792
2022-11-26,14.98207
2022-11-27,12.97491
2022-11-28,25.37634
2022-11-29,28.02867
2022-11-30,29.7491
2022-12-01,22.86738
2022-12-02,22.93906
2022-12-03,12.18637
2022-12-04,11.75627
2022-12-05,23.2258
2022-12-06,25.37634
2022-12-07,25.73476
2022-12-08,27.24014
2022-12-09,23.51254
2022-12-10,14.4086
2022-12-11,13.69175
2022-12-12,28.02867
2022-12-13,27.45519
2022-12-14,27.8853
2022-12-15,24.94623
2022-12-16,25.30465
2022-12-17,14.19354
2022-12-18,12.25806
2022-12-19,22.72401
2022-12-20,25.30465
2022-12-21,21.64874
2022-12-22,20.57347
2022-12-23,18.35125
2022-12-24,9.31899
2022-12-25,10.75268
2022-12-26,18.70967
2022-12-27,20.50179
2022-12-28,18.49462
2022-12-29,17.49103
2022-12-30,16.55913
2022-12-31,9.7491
2023-01-01,8.53046
2023-01-02,19.0681
2023-01-03,21.86379
2023-01-04,22.15053
2023-01-05,25.80645
2023-01-06,23.2258
2023-01-07,11.25448
2023-01-08,11.39784
2023-01-09,23.29749
2023-01-10,24.30107
2023-01-11,27.24014
2023-01-12,23.79928
2023-01-13,23.58422
2023-01-14,13.4767
2023-01-15,12.04301
2023-01-16,22.43727
2023-01-17,23.01075
2023-01-18,24.87455
2023-01-19,23.15412
2023-01-20,18.85304
2023-01-21,11.32616
2023-01-22,7.81362
2023-01-23,9.7491
2023-01-24,11.6129
2023-01-25,24.30107
2023-01-26,24.44444
2023-01-27,21.93548
2023-01-28,12.18637
2023-01-29,13.4767
2023-01-30,23.87096
2023-01-31,25.44802
2023-02-01,22.50896
2023-02-02,27.74193
2023-02-03,20.78853
2023-02-04,14.4086
2023-02-05,11.32616
2023-02-06,25.94982
2023-02-07,28.60215
2023-02-08,29.24731
2023-02-09,27.45519
2023-02-10,22.79569
2023-02-11,13.33333
2023-02-12,13.54838
2023-02-13,23.51254
2023-02-14,25.73476
2023-02-15,25.66308
2023-02-16,26.23655
2023-02-17,23.01075
2023-02-18,11.25448
2023-02-19,11.18279
2023-02-20,22.72401
2023-02-21,25.87813
2023-02-22,25.01792
2023-02-23,23.65591
2023-02-24,21.29032
2023-02-25,10.75268
2023-02-26,11.18279
2023-02-27,23.08243
2023-02-28,23.36917
2023-03-01,13.11827
2023-03-02,24.30107
2023-03-03,18.92473
2023-03-04,13.97849
2023-03-05,11.68458
2023-03-06,24.22939
2023-03-07,24.44444
2023-03-08,25.23297
2023-03-09,25.59139
2023-03-10,21.86379
2023-03-11,12.61648
2023-03-12,13.69175
2023-03-13,37.2043
2023-03-14,27.45519
2023-03-15,27.16845
2023-03-16,28.38709
2023-03-17,22.72401
2023-03-18,14.05017
2023-03-19,14.26523
2023-03-20,30.25089
2023-03-21,28.31541
2023-03-22,27.81362
2023-03-23,24.80286
2023-03-24,24.65949
2023-03-25,15.19713
2023-03-26,11.18279
2023-03-27,23.2258
2023-03-28,25.37634
2023-03-29,26.52329
2023-03-30,28.31541
2023-03-31,20.28673
2023-04-01,12.18637
2023-04-02,12.04301
2023-04-03,24.87455
2023-04-04,26.73835
2023-04-05,30.60931
2023-04-06,27.02508
2023-04-07,22.93906
2023-04-08,15.26881
2023-04-09,14.05017
2023-04-10,25.0896
2023-04-11,25.73476
2023-04-12,25.51971
2023-04-13,26.52329
2023-04-14,24.73118
2023-04-15,15.91397
2023-04-16,14.26523
2023-04-17,28.67383
2023-04-18,26.37992
2023-04-19,29.46236
2023-04-20,31.46953
2023-04-21,26.52329
2023-04-22,15.55555
2023-04-23,13.97849
2023-04-24,30.03584
2023-04-25,26.45161
2023-04-26,26.88172
2023-04-27,27.24014
2023-04-28,21.43369
2023-04-29,17.27598
2023-04-30,12.75985
2023-05-01,13.62007
2023-05-02,25.66308
2023-05-03,23.65591
2023-05-04,22.2939
2023-05-05,14.4086
2023-05-06,11.89964
2023-05-07,12.04301
2023-05-08,25.87813
2023-05-09,23.01075
2023-05-10,27.38351
2023-05-11,24.58781
2023-05-12,23.94265
2023-05-13,13.40501
2023-05-14,12.68817
2023-05-15,24.37275
2023-05-16,25.16129
2023-05-17,23.87096
2023-05-18,23.51254
2023-05-19,21.29032
2023-05-20,12.18637
2023-05-21,12.40143
2023-05-22,23.01075
2023-05-23,22.07885
2023-05-24,23.01075
2023-05-25,25.73476
2023-05-26,22.79569
2023-05-27,11.18279
2023-05-28,11.25448
2023-05-29,14.26523
2023-05-30,22.86738
