date,CPS
2020-03-20,22.86738
2020-03-21,13.33333
2020-03-22,12.40143
2020-03-23,30.03584
2020-03-24,28.8172
2020-03-25,28.45878
2020-03-26,27.09677
2020-03-27,26.37992
2020-03-28,11.89964
2020-03-29,11.82795
2020-03-30,28.8172
2020-03-31,22.72401
2020-04-01,21.93548
2020-04-02,25.37634
2020-04-03,23.01075
2020-04-04,10.89605
2020-04-05,10.53763
2020-04-06,25.0896
2020-04-07,26.59498
2020-04-08,28.02867
2020-04-09,27.8853
2020-04-10,22.00716
2020-04-11,12.90322
2020-04-12,12.25806
2020-04-13,25.0896
2020-04-14,26.30824
2020-04-15,11.18279
2020-04-16,26.09318
2020-04-17,24.30107
2020-04-18,11.68458
2020-04-19,13.90681
2020-04-20,23.01075
2020-04-21,26.73835
2020-04-22,24.58781
2020-04-23,25.66308
2020-04-24,23.65591
2020-04-25,11.32616
2020-04-26,10.39426
2020-04-27,26.9534
2020-04-28,26.88172
2020-04-29,46.45161
2020-04-30,19.42652
2020-05-01,17.84946
2020-05-02,10.89605
2020-05-03,10.03584
2020-05-04,23.08243
2020-05-05,13.18996
2020-05-06,31.11111
2020-05-07,26.88172
2020-05-08,22.36559
2020-05-09,10.25089
2020-05-10,11.32616
2020-05-11,25.87813
2020-05-12,25.30465
2020-05-13,26.23655
2020-05-14,28.67383
2020-05-15,22.36559
2020-05-16,9.60573
2020-05-17,11.46953
2020-05-18,26.30824
2020-05-19,26.30824
2020-05-20,25.73476
2020-05-21,25.80645
2020-05-22,23.15412
2020-05-23,12.25806
2020-05-24,11.11111
2020-05-25,28.31541
2020-05-26,26.30824
2020-05-27,27.09677
2020-05-28,30.10752
2020-05-29,23.36917
2020-05-30,12.11469
2020-05-31,12.61648
2020-06-01,28.67383
2020-06-02,26.81003
2020-06-03,26.45161
2020-06-04,28.31541
2020-06-05,25.37634
2020-06-06,13.76344
2020-06-07,16.91756
2020-06-08,29.24731
2020-06-09,26.16487
2020-06-10,27.59856
2020-06-11,32.40143
2020-06-12,31.46953
2020-06-13,13.90681
2020-06-14,14.26523
2020-06-15,27.8853
2020-06-16,25.66308
2020-06-17,28.74551
2020-06-18,25.73476
2020-06-19,25.73476
2020-06-20,12.25806
2020-06-21,13.90681
2020-06-22,26.73835
2020-06-23,28.02867
2020-06-24,26.66666
2020-06-25,29.67741
2020-06-26,21.50537
2020-06-27,14.19354
2020-06-28,11.11111
2020-06-29,26.59498
2020-06-30,25.80645
2020-07-01,27.74193
2020-07-02,24.94623
2020-07-03,21.00358
2020-07-04,10.03584
2020-07-05,11.25448
2020-07-06,24.08602
2020-07-07,25.23297
2020-07-08,22.65232
2020-07-09,22.15053
2020-07-10,18.42293
2020-07-11,10.53763
2020-07-12,10.681
2020-07-13,25.0896
2020-07-14,25.01792
2020-07-15,24.30107
2020-07-16,23.94265
2020-07-17,19.35483
2020-07-18,13.04659
2020-07-19,9.31899
2020-07-20,25.16129
2020-07-21,23.44086
2020-07-22,24.58781
2020-07-23,22.22222
2020-07-24,24.1577
2020-07-25,11.11111
2020-07-26,9.60573
2020-07-27,24.87455
2020-07-28,22.93906
2020-07-29,24.87455
2020-07-30,23.72759
2020-07-31,20.71684
2020-08-01,11.25448
2020-08-02,10.25089
2020-08-03,26.81003
2020-08-04,100.0
2020-08-05,40.50179
2020-08-06,26.81003
2020-08-07,22.65232
2020-08-08,9.89247
2020-08-09,9.67741
2020-08-10,26.23655
2020-08-11,26.66666
2020-08-12,25.51971
2020-08-13,24.44444
2020-08-14,20.78853
2020-08-15,7.52688
2020-08-16,8.38709
2020-08-17,10.681
2020-08-18,21.07526
2020-08-19,26.52329
2020-08-20,21.79211
2020-08-21,20.78853
2020-08-22,10.60931
2020-08-23,8.60215
2020-08-24,27.52688
2020-08-25,26.66666
2020-08-26,26.09318
2020-08-27,25.23297
2020-08-28,21.72043
2020-08-29,8.96057
2020-08-30,14.55197
2020-08-31,23.51254
2020-09-01,34.33691
2020-09-02,34.55197
2020-09-03,68.10035
2020-09-04,46.16487
2020-09-05,13.18996
2020-09-06,13.69175
2020-09-07,35.12544
2020-09-08,33.83512
2020-09-09,30.46594
2020-09-10,29.39068
2020-09-11,24.1577
2020-09-12,11.39784
2020-09-13,14.76702
2020-09-14,30.75268
2020-09-15,33.54838
2020-09-16,31.75627
2020-09-17,26.81003
2020-09-18,30.681
2020-09-19,17.2043
2020-09-20,12.75985
2020-09-21,26.73835
2020-09-22,30.82437
2020-09-23,31.97132
2020-09-24,30.75268
2020-09-25,20.86021
2020-09-26,9.96415
2020-09-27,9.89247
2020-09-28,21.29032
2020-09-29,25.16129
2020-09-30,11.82795
2020-10-01,7.81362
2020-10-02,8.53046
2020-10-03,9.82078
2020-10-04,10.75268
2020-10-05,59.71326
2020-10-06,39.64157
2020-10-07,27.67025
2020-10-08,26.45161
2020-10-09,12.32974
2020-10-10,12.47311
2020-10-11,11.25448
2020-10-12,29.39068
2020-10-13,28.24372
2020-10-14,26.81003
2020-10-15,30.46594
2020-10-16,33.26164
2020-10-17,16.2724
2020-10-18,15.62724
2020-10-19,32.83154
2020-10-20,40.28673
2020-10-21,30.32258
2020-10-22,29.53405
2020-10-23,25.80645
2020-10-24,15.48387
2020-10-25,13.69175
2020-10-26,31.97132
2020-10-27,30.17921
2020-10-28,26.23655
2020-10-29,31.32616
2020-10-30,27.16845
2020-10-31,13.40501
2020-11-01,13.26164
2020-11-02,27.16845
2020-11-03,27.95698
2020-11-04,40.57347
2020-11-05,29.39068
2020-11-06,21.57706
2020-11-07,11.11111
2020-11-08,10.17921
2020-11-09,25.87813
2020-11-10,25.80645
2020-11-11,24.87455
2020-11-12,25.66308
2020-11-13,23.29749
2020-11-14,13.76344
2020-11-15,9.03225
2020-11-16,26.73835
2020-11-17,26.09318
2020-11-18,24.94623
2020-11-19,24.01433
2020-11-20,24.44444
2020-11-21,13.04659
2020-11-22,10.681
2020-11-23,23.36917
2020-11-24,26.81003
2020-11-25,26.52329
2020-11-26,24.37275
2020-11-27,21.72043
2020-11-28,10.53763
2020-11-29,14.26523
2020-11-30,27.8853
2020-12-01,26.45161
2020-12-02,25.80645
2020-12-03,26.16487
2020-12-04,24.30107
2020-12-05,10.96774
2020-12-06,15.12544
2020-12-07,30.25089
2020-12-08,28.88888
2020-12-09,33.18996
2020-12-10,29.46236
2020-12-11,26.81003
2020-12-12,12.83154
2020-12-13,14.76702
2020-12-14,35.19713
2020-12-15,30.681
2020-12-16,27.38351
2020-12-17,25.87813
2020-12-18,23.65591
2020-12-19,10.10752
2020-12-20,8.96057
2020-12-21,26.0215
2020-12-22,25.23297
2020-12-23,21.362
2020-12-24,17.2043
2020-12-25,8.17204
2020-12-26,9.17562
2020-12-27,10.10752
2020-12-28,24.58781
2020-12-29,25.0896
2020-12-30,20.14336
2020-12-31,13.76344
2021-01-01,7.74193
2021-01-02,10.17921
2021-01-03,10.10752
2021-01-04,24.80286
2021-01-05,29.03225
2021-01-06,23.51254
2021-01-07,23.44086
2021-01-08,24.94623
2021-01-09,10.39426
2021-01-10,10.39426
2021-01-11,26.37992
2021-01-12,26.52329
2021-01-13,27.74193
2021-01-14,26.16487
2021-01-15,23.29749
2021-01-16,9.82078
2021-01-17,9.39068
2021-01-18,24.65949
2021-01-19,24.58781
2021-01-20,22.65232
2021-01-21,23.51254
2021-01-22,23.58422
2021-01-23,11.46953
2021-01-24,12.11469
2021-01-25,24.37275
2021-01-26,26.88172
2021-01-27,25.51971
2021-01-28,25.16129
2021-01-29,24.01433
2021-01-30,10.10752
2021-01-31,10.96774
2021-02-01,25.30465
2021-02-02,27.09677
2021-02-03,22.72401
2021-02-04,33.04659
2021-02-05,27.02508
2021-02-06,8.96057
2021-02-07,8.67383
2021-02-08,24.1577
2021-02-09,23.29749
2021-02-10,19.28315
2021-02-11,7.52688
2021-02-12,8.38709
2021-02-13,7.67025
2021-02-14,9.17562
2021-02-15,25.0896
2021-02-16,28.02867
2021-02-17,24.1577
2021-02-18,24.80286
2021-02-19,21.07526
2021-02-20,10.25089
2021-02-21,10.10752
2021-02-22,25.30465
2021-02-23,26.59498
2021-02-24,28.02867
2021-02-25,24.01433
2021-02-26,22.86738
2021-02-27,10.46594
2021-02-28,8.53046
2021-03-01,11.25448
2021-03-02,27.52688
2021-03-03,29.53405
2021-03-04,30.39426
2021-03-05,27.09677
2021-03-06,11.46953
2021-03-07,14.48028
2021-03-08,31.6129
2021-03-09,27.45519
2021-03-10,28.53046
2021-03-11,28.53046
2021-03-12,23.79928
2021-03-13,12.11469
2021-03-14,12.47311
2021-03-15,29.39068
2021-03-16,30.39426
2021-03-17,26.9534
2021-03-18,30.75268
2021-03-19,26.16487
2021-03-20,14.05017
2021-03-21,13.76344
2021-03-22,24.94623
2021-03-23,31.39784
2021-03-24,27.02508
2021-03-25,28.96057
2021-03-26,27.95698
2021-03-27,20.86021
2021-03-28,13.4767
2021-03-29,27.02508
2021-03-30,26.09318
2021-03-31,26.37992
2021-04-01,23.94265
2021-04-02,21.00358
2021-04-03,11.82795
2021-04-04,11.39784
2021-04-05,25.23297
2021-04-06,25.87813
2021-04-07,25.80645
2021-04-08,26.73835
2021-04-09,22.72401
2021-04-10,12.47311
2021-04-11,10.681
2021-04-12,27.52688
2021-04-13,28.67383
2021-04-14,27.31182
2021-04-15,28.17204
2021-04-16,24.94623
2021-04-17,16.55913
2021-04-18,13.18996
2021-04-19,34.55197
2021-04-20,34.26523
2021-04-21,36.34408
2021-04-22,31.18279
2021-04-23,29.31899
2021-04-24,14.55197
2021-04-25,13.76344
2021-04-26,31.39784
2021-04-27,32.25806
2021-04-28,25.01792
2021-04-29,28.96057
2021-04-30,29.24731
2021-05-01,10.39426
2021-05-02,9.96415
2021-05-03,23.15412
2021-05-04,23.29749
2021-05-05,11.68458
2021-05-06,22.93906
2021-05-07,21.43369
2021-05-08,11.68458
2021-05-09,11.68458
2021-05-10,26.45161
2021-05-11,26.09318
2021-05-12,27.95698
2021-05-13,26.16487
2021-05-14,22.86738
2021-05-15,11.82795
2021-05-16,11.6129
2021-05-17,26.45161
2021-05-18,26.52329
2021-05-19,13.83512
2021-05-20,26.88172
2021-05-21,23.51254
2021-05-22,10.82437
2021-05-23,11.39784
2021-05-24,28.60215
2021-05-25,26.52329
2021-05-26,25.51971
2021-05-27,26.52329
2021-05-28,23.44086
2021-05-29,13.11827
2021-05-30,12.32974
2021-05-31,27.95698
2021-06-01,23.51254
2021-06-02,25.23297
2021-06-03,23.65591
2021-06-04,24.37275
2021-06-05,10.25089
2021-06-06,13.62007
2021-06-07,25.51971
2021-06-08,28.24372
2021-06-09,27.09677
2021-06-10,28.17204
2021-06-11,25.23297
2021-06-12,11.18279
2021-06-13,12.90322
2021-06-14,24.87455
2021-06-15,27.8853
2021-06-16,27.8853
2021-06-17,27.16845
2021-06-18,24.80286
2021-06-19,13.90681
2021-06-20,11.54121
2021-06-21,28.45878
2021-06-22,25.51971
2021-06-23,21.14695
2021-06-24,25.44802
2021-06-25,21.29032
2021-06-26,10.96774
2021-06-27,9.82078
2021-06-28,23.01075
2021-06-29,21.79211
2021-06-30,20.86021
2021-07-01,21.07526
2021-07-02,18.63799
2021-07-03,9.03225
2021-07-04,10.17921
2021-07-05,25.23297
2021-07-06,25.37634
2021-07-07,25.0896
2021-07-08,22.50896
2021-07-09,19.78494
2021-07-10,8.02867
2021-07-11,9.53405
2021-07-12,23.29749
2021-07-13,23.94265
2021-07-14,22.50896
2021-07-15,25.16129
2021-07-16,25.87813
2021-07-17,9.67741
2021-07-18,10.32258
2021-07-19,21.86379
2021-07-20,22.15053
2021-07-21,22.00716
2021-07-22,22.86738
2021-07-23,21.362
2021-07-24,8.31541
2021-07-25,8.24372
2021-07-26,22.15053
2021-07-27,23.36917
2021-07-28,20.64516
2021-07-29,20.07168
2021-07-30,18.63799
2021-07-31,7.74193
2021-08-01,8.45878
2021-08-02,17.84946
2021-08-03,21.00358
2021-08-04,21.29032
2021-08-05,20.86021
2021-08-06,20.4301
2021-08-07,7.09677
2021-08-08,7.52688
2021-08-09,22.15053
2021-08-10,20.0
2021-08-11,23.58422
2021-08-12,21.79211
2021-08-13,18.06451
2021-08-14,10.17921
2021-08-15,7.09677
2021-08-16,11.82795
2021-08-17,18.5663
2021-08-18,25.16129
2021-08-19,30.39426
2021-08-20,26.88172
2021-08-21,10.681
2021-08-22,11.82795
2021-08-23,23.01075
2021-08-24,23.79928
2021-08-25,24.73118
2021-08-26,24.51612
2021-08-27,21.72043
2021-08-28,10.32258
2021-08-29,9.17562
2021-08-30,25.23297
2021-08-31,26.23655
2021-09-01,25.30465
2021-09-02,24.30107
2021-09-03,21.43369
2021-09-04,10.17921
2021-09-05,11.03942
2021-09-06,25.30465
2021-09-07,26.30824
2021-09-08,24.80286
2021-09-09,25.01792
2021-09-10,20.86021
2021-09-11,11.82795
2021-09-12,11.97132
2021-09-13,24.01433
2021-09-14,24.44444
2021-09-15,23.65591
2021-09-16,21.64874
2021-09-17,20.0
2021-09-18,9.03225
2021-09-19,7.59856
2021-09-20,7.81362
2021-09-21,7.59856
2021-09-22,11.03942
2021-09-23,20.64516
2021-09-24,22.22222
2021-09-25,11.6129
2021-09-26,10.96774
2021-09-27,24.94623
2021-09-28,33.33333
2021-09-29,27.38351
2021-09-30,25.51971
2021-10-01,22.2939
2021-10-02,14.76702
2021-10-03,9.89247
2021-10-04,13.54838
2021-10-05,23.51254
2021-10-06,24.22939
2021-10-07,25.66308
2021-10-08,21.64874
2021-10-09,13.04659
2021-10-10,12.47311
2021-10-11,15.3405
2021-10-12,29.96415
2021-10-13,26.81003
2021-10-14,27.74193
2021-10-15,27.02508
2021-10-16,11.32616
2021-10-17,13.62007
2021-10-18,23.15412
2021-10-19,26.66666
2021-10-20,28.74551
2021-10-21,27.8853
2021-10-22,21.07526
2021-10-23,13.18996
2021-10-24,14.76702
2021-10-25,26.09318
2021-10-26,27.74193
2021-10-27,23.94265
2021-10-28,22.93906
2021-10-29,22.36559
2021-10-30,12.25806
2021-10-31,12.32974
2021-11-01,24.80286
2021-11-02,26.23655
2021-11-03,25.23297
2021-11-04,22.72401
2021-11-05,18.35125
2021-11-06,11.68458
2021-11-07,10.60931
2021-11-08,21.79211
2021-11-09,25.23297
2021-11-10,21.79211
2021-11-11,21.362
2021-11-12,19.13978
2021-11-13,9.24731
2021-11-14,9.67741
2021-11-15,25.59139
2021-11-16,32.97491
2021-11-17,29.60573
2021-11-18,24.73118
2021-11-19,21.79211
2021-11-20,11.75627
2021-11-21,10.53763
2021-11-22,22.43727
