date,온비드
2020-03-20,10.70679
2020-03-21,5.58877
2020-03-22,5.45044
2020-03-23,13.06055
2020-03-24,12.37785
2020-03-25,12.38677
2020-03-26,13.98197
2020-03-27,11.97403
2020-03-28,6.27816
2020-03-29,6.26701
2020-03-30,12.40239
2020-03-31,12.07219
2020-04-01,11.76208
2020-04-02,12.39792
2020-04-03,12.09896
2020-04-04,5.82303
2020-04-05,5.85203
2020-04-06,13.70755
2020-04-07,12.70804
2020-04-08,13.09624
2020-04-09,13.12301
2020-04-10,12.24175
2020-04-11,7.48739
2020-04-12,8.07416
2020-04-13,17.50033
2020-04-14,15.75119
2020-04-15,9.18075
2020-04-16,22.09182
2020-04-17,23.18281
2020-04-18,11.28686
2020-04-19,16.13939
2020-04-20,100.0
2020-04-21,28.64218
2020-04-22,18.93043
2020-04-23,17.44902
2020-04-24,13.50452
2020-04-25,6.76007
2020-04-26,6.83369
2020-04-27,16.16839
2020-04-28,16.49413
2020-04-29,18.58908
2020-04-30,7.52978
2020-05-01,8.98442
2020-05-02,6.6329
2020-05-03,7.29775
2020-05-04,14.43041
2020-05-05,8.17232
2020-05-06,17.06528
2020-05-07,15.65748
2020-05-08,12.25514
2020-05-09,6.73999
2020-05-10,6.44549
2020-05-11,14.56873
2020-05-12,13.75663
2020-05-13,13.07393
2020-05-14,13.50006
2020-05-15,14.03105
2020-05-16,6.13761
2020-05-17,6.36517
2020-05-18,15.32506
2020-05-19,17.71674
2020-05-20,16.46289
2020-05-21,16.79755
2020-05-22,14.43264
2020-05-23,6.51242
2020-05-24,7.04341
2020-05-25,16.04569
2020-05-26,15.79135
2020-05-27,14.13145
2020-05-28,14.87662
2020-05-29,13.47998
2020-05-30,6.28039
2020-05-31,6.65298
2020-06-01,15.62179
2020-06-02,15.07518
2020-06-03,15.00379
2020-06-04,15.07072
2020-06-05,13.86595
2020-06-06,6.45218
2020-06-07,6.827
2020-06-08,15.90513
2020-06-09,14.49957
2020-06-10,15.00156
2020-06-11,15.42992
2020-06-12,17.95993
2020-06-13,8.14778
2020-06-14,7.89567
2020-06-15,18.13172
2020-06-16,16.1327
2020-06-17,15.10195
2020-06-18,14.59997
2020-06-19,12.87537
2020-06-20,5.95689
2020-06-21,6.40087
2020-06-22,16.92249
2020-06-23,14.46387
2020-06-24,13.89942
2020-06-25,13.9485
2020-06-26,12.87091
2020-06-27,6.28932
2020-06-28,6.19115
2020-06-29,14.84985
2020-06-30,14.38133
2020-07-01,12.96015
2020-07-02,13.23011
2020-07-03,12.50055
2020-07-04,6.22908
2020-07-05,6.22908
2020-07-06,14.57989
2020-07-07,14.11583
2020-07-08,13.38851
2020-07-09,13.97304
2020-07-10,12.89322
2020-07-11,6.53696
2020-07-12,6.71545
2020-07-13,16.25094
2020-07-14,15.05064
2020-07-15,14.24077
2020-07-16,13.41305
2020-07-17,13.4019
2020-07-18,6.4321
2020-07-19,7.1215
2020-07-20,16.36026
2020-07-21,14.4728
2020-07-22,15.2492
2020-07-23,14.8253
2020-07-24,13.85034
2020-07-25,7.37361
2020-07-26,7.44723
2020-07-27,16.48743
2020-07-28,15.00602
2020-07-29,14.65351
2020-07-30,14.20284
2020-07-31,11.67507
2020-08-01,5.8208
2020-08-02,5.47945
2020-08-03,12.8776
2020-08-04,11.91602
2020-08-05,11.63937
2020-08-06,11.65499
2020-08-07,10.9879
2020-08-08,5.58654
2020-08-09,5.44598
2020-08-10,13.46437
2020-08-11,12.25068
2020-08-12,11.95841
2020-08-13,11.71299
2020-08-14,10.55285
2020-08-15,5.18718
2020-08-16,4.37954
2020-08-17,6.44549
2020-08-18,12.37561
2020-08-19,11.87586
2020-08-20,11.02806
2020-08-21,10.66663
2020-08-22,5.10463
2020-08-23,5.04662
2020-08-24,12.69465
2020-08-25,11.80223
2020-08-26,12.27299
2020-08-27,13.00031
2020-08-28,11.18423
2020-08-29,5.29204
2020-08-30,5.29427
2020-08-31,12.27968
2020-09-01,12.15474
2020-09-02,12.63218
2020-09-03,12.36223
2020-09-04,10.3119
2020-09-05,5.37236
2020-09-06,5.35674
2020-09-07,13.47329
2020-09-08,12.33992
2020-09-09,12.24175
2020-09-10,11.89594
2020-09-11,10.8295
2020-09-12,5.65124
2020-09-13,5.34112
2020-09-14,12.52509
2020-09-15,12.05211
2020-09-16,12.23506
2020-09-17,13.27919
2020-09-18,10.65548
2020-09-19,4.66065
2020-09-20,4.69858
2020-09-21,11.8
2020-09-22,11.20655
2020-09-23,10.96782
2020-09-24,10.70902
2020-09-25,8.89741
2020-09-26,4.76105
2020-09-27,4.73874
2020-09-28,10.73356
2020-09-29,8.9108
2020-09-30,3.87086
2020-10-01,5.35897
2020-10-02,5.77618
2020-10-03,5.33889
2020-10-04,5.85426
2020-10-05,16.83548
2020-10-06,36.75427
2020-10-07,33.9253
2020-10-08,31.57824
2020-10-09,11.73084
2020-10-10,9.36593
2020-10-11,11.88925
2020-10-12,30.34001
2020-10-13,21.12801
2020-10-14,12.57864
2020-10-15,13.05385
2020-10-16,11.33595
2020-10-17,5.49283
2020-10-18,5.73156
2020-10-19,13.82356
2020-10-20,13.69193
2020-10-21,14.26308
2020-10-22,13.48221
2020-10-23,12.58756
2020-10-24,5.66239
2020-10-25,5.33666
2020-10-26,13.52907
2020-10-27,13.45098
2020-10-28,12.99361
2020-10-29,13.32827
2020-10-30,10.88304
2020-10-31,5.04662
2020-11-01,5.50176
2020-11-02,12.99808
2020-11-03,12.45816
2020-11-04,11.84462
2020-11-05,12.00526
2020-11-06,10.96559
2020-11-07,5.21395
2020-11-08,5.34112
2020-11-09,13.7254
2020-11-10,12.40462
2020-11-11,12.20159
2020-11-12,12.6478
2020-11-13,11.20878
2020-11-14,5.24072
2020-11-15,5.51068
2020-11-16,13.14979
2020-11-17,12.85306
2020-11-18,13.29927
2020-11-19,14.32778
2020-11-20,11.79554
2020-11-21,5.54638
2020-11-22,5.85203
2020-11-23,13.74325
2020-11-24,12.79951
2020-11-25,12.38454
2020-11-26,13.84141
2020-11-27,11.4118
2020-11-28,5.71371
2020-11-29,5.54192
2020-11-30,13.72317
2020-12-01,12.99585
2020-12-02,13.25465
2020-12-03,12.61211
2020-12-04,11.48989
2020-12-05,5.62893
2020-12-06,6.96756
2020-12-07,14.17384
2020-12-08,13.70086
2020-12-09,13.54022
2020-12-10,13.41751
2020-12-11,11.98964
2020-12-12,6.11976
2020-12-13,6.13091
2020-12-14,13.94181
2020-12-15,13.55361
2020-12-16,14.41256
2020-12-17,14.93463
2020-12-18,13.1654
2020-12-19,7.18843
2020-12-20,7.66587
2020-12-21,15.60617
2020-12-22,16.05015
2020-12-23,15.13542
2020-12-24,14.63343
2020-12-25,8.33742
2020-12-26,9.10936
2020-12-27,9.15621
2020-12-28,18.2455
2020-12-29,16.36696
2020-12-30,14.44826
2020-12-31,12.02311
2021-01-01,7.42269
2021-01-02,8.18125
2021-01-03,8.01169
2021-01-04,15.71549
2021-01-05,15.35852
2021-01-06,14.71598
2021-01-07,13.49114
2021-01-08,12.87314
2021-01-09,7.78858
2021-01-10,7.77296
2021-01-11,15.22912
2021-01-12,14.60666
2021-01-13,14.4081
2021-01-14,14.52411
2021-01-15,13.52683
2021-01-16,7.71942
2021-01-17,8.1277
2021-01-18,14.95694
2021-01-19,14.88108
2021-01-20,13.47329
2021-01-21,13.70978
2021-01-22,13.22118
2021-01-23,7.39145
2021-01-24,7.0858
2021-01-25,14.7606
2021-01-26,15.32952
2021-01-27,14.30101
2021-01-28,13.99312
2021-01-29,14.28316
2021-01-30,6.97648
2021-01-31,7.07241
2021-02-01,14.64682
2021-02-02,14.00428
2021-02-03,12.67681
2021-02-04,12.80174
2021-02-05,12.21052
2021-02-06,6.8627
2021-02-07,6.99433
2021-02-08,13.50006
2021-02-09,12.26629
2021-02-10,10.3052
2021-02-11,5.07563
2021-02-12,5.14925
2021-02-13,6.06175
2021-02-14,6.68644
2021-02-15,16.25541
2021-02-16,14.88554
2021-02-17,13.84811
2021-02-18,13.2658
2021-02-19,12.04319
2021-02-20,6.26031
2021-02-21,6.07291
2021-02-22,13.48668
2021-02-23,13.31042
2021-02-24,11.97626
2021-02-25,12.13689
2021-02-26,10.50377
2021-02-27,5.68693
2021-02-28,5.55307
2021-03-01,7.77966
2021-03-02,13.21226
2021-03-03,12.87314
2021-03-04,13.06055
2021-03-05,11.77992
2021-03-06,6.73106
2021-03-07,6.19338
2021-03-08,13.98643
2021-03-09,13.16987
2021-03-10,13.37066
2021-03-11,13.46883
2021-03-12,14.39694
2021-03-13,6.71545
2021-03-14,6.54589
2021-03-15,14.49288
2021-03-16,13.92619
2021-03-17,13.70978
2021-03-18,12.70135
2021-03-19,12.17259
2021-03-20,6.7266
2021-03-21,6.57489
2021-03-22,14.80746
2021-03-23,14.37463
2021-03-24,13.36397
2021-03-25,13.45098
2021-03-26,12.3243
2021-03-27,6.70429
2021-03-28,6.58158
2021-03-29,14.55312
2021-03-30,14.34117
2021-03-31,13.65177
2021-04-01,13.52907
2021-04-02,11.72638
2021-04-03,6.84485
2021-04-04,6.29155
2021-04-05,13.64508
2021-04-06,13.43982
2021-04-07,12.35553
2021-04-08,13.92619
2021-04-09,11.91379
2021-04-10,5.96358
2021-04-11,6.39641
2021-04-12,15.38976
2021-04-13,14.25639
2021-04-14,13.59377
2021-04-15,13.06501
2021-04-16,12.88429
2021-04-17,6.63067
2021-04-18,6.45665
2021-04-19,15.6441
2021-04-20,16.36919
2021-04-21,15.07741
2021-04-22,14.75837
2021-04-23,12.22167
2021-04-24,5.89665
2021-04-25,6.4388
2021-04-26,13.64062
2021-04-27,13.21449
2021-04-28,13.32158
2021-04-29,12.8419
2021-04-30,11.49212
2021-05-01,6.31386
2021-05-02,6.10637
2021-05-03,13.86595
2021-05-04,13.43536
2021-05-05,6.6619
2021-05-06,13.21003
2021-05-07,12.99361
2021-05-08,5.60662
2021-05-09,5.76056
2021-05-10,14.64905
2021-05-11,13.38851
2021-05-12,12.24175
2021-05-13,12.33546
2021-05-14,12.12351
2021-05-15,6.42095
2021-05-16,6.73999
2021-05-17,15.31167
2021-05-18,13.1364
2021-05-19,6.84039
2021-05-20,14.24746
2021-05-21,13.02262
2021-05-22,5.77171
2021-05-23,5.73379
2021-05-24,14.20953
2021-05-25,14.05336
2021-05-26,12.92668
2021-05-27,13.50452
2021-05-28,12.60764
2021-05-29,5.86542
2021-05-30,6.07291
2021-05-31,15.3853
2021-06-01,13.44429
2021-06-02,13.48444
2021-06-03,13.86372
2021-06-04,12.35553
2021-06-05,5.64231
2021-06-06,5.74048
2021-06-07,14.21846
2021-06-08,13.52014
2021-06-09,13.12971
2021-06-10,12.53625
2021-06-11,12.75712
2021-06-12,5.66016
2021-06-13,5.68693
2021-06-14,14.61782
2021-06-15,14.30324
2021-06-16,13.92619
2021-06-17,13.61161
2021-06-18,12.44924
2021-06-19,5.5263
2021-06-20,5.46829
2021-06-21,14.10468
2021-06-22,15.03056
2021-06-23,13.11186
2021-06-24,12.42024
2021-06-25,11.53674
2021-06-26,5.22288
2021-06-27,7.13935
2021-06-28,13.74102
2021-06-29,13.22564
2021-06-30,15.30721
2021-07-01,14.10914
2021-07-02,11.58136
2021-07-03,6.24247
2021-07-04,5.89665
2021-07-05,13.71424
2021-07-06,14.55981
2021-07-07,13.60269
2021-07-08,13.04716
2021-07-09,12.37561
2021-07-10,6.47003
2021-07-11,6.22685
2021-07-12,15.17558
2021-07-13,15.39199
2021-07-14,14.46387
2021-07-15,14.19169
2021-07-16,13.40413
2021-07-17,6.13984
2021-07-18,6.28262
2021-07-19,15.1265
2021-07-20,14.44826
2021-07-21,13.4019
2021-07-22,13.53576
2021-07-23,12.70358
2021-07-24,5.67355
2021-07-25,5.49283
2021-07-26,13.54914
2021-07-27,13.97527
2021-07-28,13.72763
2021-07-29,13.97081
2021-07-30,12.93784
2021-07-31,6.48119
2021-08-01,6.05952
2021-08-02,13.69416
2021-08-03,13.34835
2021-08-04,12.7482
2021-08-05,13.60269
2021-08-06,13.14533
2021-08-07,6.00821
2021-08-08,6.14653
2021-08-09,15.05956
2021-08-10,15.45
2021-08-11,14.0846
2021-08-12,15.09303
2021-08-13,13.24126
2021-08-14,6.84485
2021-08-15,6.22239
2021-08-16,8.60514
2021-08-17,15.03948
2021-08-18,14.65128
2021-08-19,14.44379
2021-08-20,13.40859
2021-08-21,7.67257
2021-08-22,7.30444
2021-08-23,16.72393
2021-08-24,15.5147
2021-08-25,14.89447
2021-08-26,14.61112
2021-08-27,13.16094
2021-08-28,6.50573
2021-08-29,6.42095
2021-08-30,14.09352
2021-08-31,14.87439
2021-09-01,13.21895
2021-09-02,13.35727
2021-09-03,11.58136
2021-09-04,6.09968
2021-09-05,5.96135
2021-09-06,14.06898
2021-09-07,13.42198
2021-09-08,12.85083
2021-09-09,12.12127
2021-09-10,11.02806
2021-09-11,5.40582
2021-09-12,5.45044
2021-09-13,12.47155
2021-09-14,12.54071
2021-09-15,11.75315
2021-09-16,11.50551
2021-09-17,10.22935
2021-09-18,4.77444
2021-09-19,4.16313
2021-09-20,4.84137
2021-09-21,4.67181
2021-09-22,6.31609
2021-09-23,14.21846
2021-09-24,12.8129
2021-09-25,6.41202
2021-09-26,6.18669
2021-09-27,14.42372
2021-09-28,13.29927
2021-09-29,13.79456
2021-09-30,13.04493
2021-10-01,11.96064
2021-10-02,5.82749
2021-10-03,5.5553
2021-10-04,7.88452
2021-10-05,14.16045
2021-10-06,14.45495
2021-10-07,13.49337
2021-10-08,12.20159
2021-10-09,6.34509
2021-10-10,5.97474
2021-10-11,7.80643
2021-10-12,14.15153
2021-10-13,13.67855
2021-10-14,13.14309
2021-10-15,12.27075
2021-10-16,6.0149
2021-10-17,5.45714
2021-10-18,12.47824
2021-10-19,12.40239
2021-10-20,11.89594
2021-10-21,12.92668
2021-10-22,11.72192
2021-10-23,5.36343
2021-10-24,5.67578
2021-10-25,13.15202
2021-10-26,12.81736
2021-10-27,12.56972
2021-10-28,11.87363
2021-10-29,11.20655
2021-10-30,5.40582
2021-10-31,5.36343
2021-11-01,12.88429
2021-11-02,12.55187
2021-11-03,12.17259
2021-11-04,12.33322
2021-11-05,10.86966
2021-11-06,4.90384
2021-11-07,5.00647
2021-11-08,16.33572
2021-11-09,13.15425
2021-11-10,12.33992
2021-11-11,12.37115
2021-11-12,11.69514
2021-11-13,5.26304
2021-11-14,5.30989
2021-11-15,13.89942
2021-11-16,13.70086
2021-11-17,12.2953
2021-11-18,12.99585
2021-11-19,11.49658
2021-11-20,5.17826
2021-11-21,5.42813
2021-11-22,13.50676
2021-11-23,13.2368
2021-11-24,12.49386
2021-11-25,11.58136
2021-11-26,10.23827
2021-11-27,4.95738
2021-11-28,4.70527
2021-11-29,12.46039
2021-11-30,12.06327
2021-12-01,11.88701
2021-12-02,11.29579
2021-12-03,10.53946
2021-12-04,4.6428
2021-12-05,4.91722
2021-12-06,12.49832
2021-12-07,12.51171
2021-12-08,12.31761
2021-12-09,12.42916
2021-12-10,11.76877
2021-12-11,5.34335
2021-12-12,5.25411
2021-12-13,13.86818
2021-12-14,12.67234
2021-12-15,13.36397
2021-12-16,11.67507
2021-12-17,10.61532
2021-12-18,5.19387
2021-12-19,4.99531
2021-12-20,13.13863
2021-12-21,12.54517
2021-12-22,12.58979
2021-12-23,12.35107
2021-12-24,9.1986
2021-12-25,4.4844
2021-12-26,5.07117
2021-12-27,12.60987
2021-12-28,11.40734
2021-12-29,10.78711
2021-12-30,10.6934
2021-12-31,8.13662
2022-01-01,4.38177
2022-01-02,4.93953
2022-01-03,11.99634
2022-01-04,11.53897
2022-01-05,10.39221
2022-01-06,10.19811
2022-01-07,9.58681
2022-01-08,4.96408
2022-01-09,4.94176
2022-01-10,12.27075
2022-01-11,11.7063
2022-01-12,10.88304
2022-01-13,11.57467
2022-01-14,9.64481
2022-01-15,5.2318
2022-01-16,5.11356
2022-01-17,12.45147
2022-01-18,11.53228
2022-01-19,11.67283
2022-01-20,12.11904
2022-01-21,10.31859
2022-01-22,5.47722
2022-01-23,5.11356
2022-01-24,11.87363
2022-01-25,11.30917
2022-01-26,10.47476
2022-01-27,10.37883
2022-01-28,8.61407
2022-01-29,4.42193
2022-01-30,4.09174
2022-01-31,4.17428
2022-02-01,4.06273
2022-02-02,5.40805
2022-02-03,11.92494
2022-02-04,12.14359
2022-02-05,6.32725
2022-02-06,6.28262
2022-02-07,13.1721
2022-02-08,13.37512
2022-02-09,13.09178
2022-02-10,13.16317
2022-02-11,11.81339
2022-02-12,5.60885
2022-02-13,5.84534
2022-02-14,12.72366
2022-02-15,12.96238
2022-02-16,12.35107
2022-02-17,12.74151
2022-02-18,11.30917
2022-02-19,5.45044
2022-02-20,6.0149
2022-02-21,13.34835
2022-02-22,13.04716
2022-02-23,11.77769
2022-02-24,11.8357
2022-02-25,10.39891
2022-02-26,7.07688
2022-02-27,15.2492
2022-02-28,11.17085
2022-03-01,7.72388
2022-03-02,11.76654
2022-03-03,12.62103
2022-03-04,11.02583
2022-03-05,5.42144
2022-03-06,5.57092
2022-03-07,12.30868
2022-03-08,11.51889
2022-03-09,5.16264
2022-03-10,11.57244
2022-03-11,11.38949
2022-03-12,5.56646
2022-03-13,6.04613
2022-03-14,13.62054
2022-03-15,12.59649
2022-03-16,12.19044
2022-03-17,12.12797
2022-03-18,12.01865
2022-03-19,6.3384
2022-03-20,5.47945
2022-03-21,13.29927
2022-03-22,12.60764
2022-03-23,13.04939
2022-03-24,13.26357
2022-03-25,10.40337
2022-03-26,5.98143
2022-03-27,5.76948
2022-03-28,12.32653
2022-03-29,13.8191
2022-03-30,11.20878
2022-03-31,12.84413
2022-04-01,10.1758
2022-04-02,5.47498
2022-04-03,5.11132
2022-04-04,12.47155
2022-04-05,12.27075
2022-04-06,11.53005
2022-04-07,12.16813
2022-04-08,10.55731
2022-04-09,4.97077
2022-04-10,4.62272
2022-04-11,11.97179
2022-04-12,11.75315
2022-04-13,11.55459
2022-04-14,12.13689
2022-04-15,9.9817
2022-04-16,5.02208
2022-04-17,4.70527
2022-04-18,12.33769
2022-04-19,12.16366
2022-04-20,11.27794
2022-04-21,12.12351
2022-04-22,10.3766
2022-04-23,4.6428
2022-04-24,4.59149
2022-04-25,12.1949
2022-04-26,11.90709
2022-04-27,11.8067
2022-04-28,11.85578
2022-04-29,10.68225
2022-04-30,4.63834
2022-05-01,4.68966
2022-05-02,12.75489
2022-05-03,12.20605
2022-05-04,10.91651
2022-05-05,5.30319
2022-05-06,11.24447
2022-05-07,4.7075
2022-05-08,5.10017
2022-05-09,12.75935
2022-05-10,11.4118
2022-05-11,12.02757
