date,나스닥100선물
2023-05-31,26.02799
2023-06-01,26.34708
2023-06-02,21.47363
2023-06-03,3.96693
2023-06-04,1.37065
2023-06-05,19.56632
2023-06-06,16.94103
2023-06-07,20.8717
2023-06-08,22.14083
2023-06-09,18.89187
2023-06-10,3.6986
2023-06-11,1.42142
2023-06-12,19.59532
2023-06-13,24.70084
2023-06-14,24.17869
2023-06-15,26.27456
2023-06-16,21.61142
2023-06-17,3.76386
2023-06-18,1.06606
2023-06-19,18.26093
2023-06-20,24.56305
2023-06-21,23.95387
2023-06-22,23.555
2023-06-23,19.44303
2023-06-24,3.61157
2023-06-25,1.03705
2023-06-26,19.43578
2023-06-27,21.24156
2023-06-28,21.96678
2023-06-29,21.75647
2023-06-30,17.89107
2023-07-01,3.58256
2023-07-02,0.99354
2023-07-03,16.39712
2023-07-04,14.17071
2023-07-05,19.36326
2023-07-06,23.25766
2023-07-07,22.25687
2023-07-08,3.53905
2023-07-09,1.05156
2023-07-10,20.73391
2023-07-11,19.32699
2023-07-12,22.23511
2023-07-13,21.66944
2023-07-14,21.50989
2023-07-15,4.0467
2023-07-16,1.15309
2023-07-17,19.18195
2023-07-18,19.5083
2023-07-19,19.23272
2023-07-20,21.74196
2023-07-21,19.42127
2023-07-22,3.14743
2023-07-23,1.03705
2023-07-24,16.26658
2023-07-25,17.0063
2023-07-26,18.81934
2023-07-27,22.40191
2023-07-28,19.26173
2023-07-29,3.8944
2023-07-30,1.09507
2023-07-31,16.04902
2023-08-01,19.09493
2023-08-02,27.84828
2023-08-03,31.62665
2023-08-04,22.3584
2023-08-05,3.70585
2023-08-06,1.13133
2023-08-07,21.21981
2023-08-08,22.5252
2023-08-09,21.43737
2023-08-10,23.67104
2023-08-11,19.70411
2023-08-12,3.3795
2023-08-13,0.94278
2023-08-14,20.16825
2023-08-15,18.06512
2023-08-16,26.44861
2023-08-17,26.74595
2023-08-18,25.0562
2023-08-19,3.99593
2023-08-20,1.37065
2023-08-21,21.88701
2023-08-22,22.83704
2023-08-23,24.06991
2023-08-24,25.87569
2023-08-25,24.36724
2023-08-26,4.40205
2023-08-27,1.10958
2023-08-28,19.89266
2023-08-29,20.6904
2023-08-30,23.52599
2023-08-31,21.65494
2023-09-01,19.29799
2023-09-02,3.02414
2023-09-03,0.91377
2023-09-04,15.09173
2023-09-05,22.05381
2023-09-06,20.05946
2023-09-07,23.41721
2023-09-08,20.61063
2023-09-09,3.2127
2023-09-10,1.12408
2023-09-11,19.59532
2023-09-12,20.5236
2023-09-13,23.98288
2023-09-14,20.96598
2023-09-15,17.28914
2023-09-16,3.90891
2023-09-17,1.14584
2023-09-18,19.92167
2023-09-19,19.45753
2023-09-20,19.89992
2023-09-21,27.9208
2023-09-22,22.58321
2023-09-23,4.34404
2023-09-24,1.10232
2023-09-25,21.64043
2023-09-26,24.38175
2023-09-27,17.76778
2023-09-28,11.61795
2023-09-29,11.14656
2023-09-30,3.91616
2023-10-01,1.45043
2023-10-02,14.70012
2023-10-03,17.58648
2023-10-04,33.41794
2023-10-05,27.50018
2023-10-06,24.28747
2023-10-07,4.81543
2023-10-08,1.70425
2023-10-09,29.16817
2023-10-10,28.74755
2023-10-11,23.53325
2023-10-12,26.61541
2023-10-13,25.8902
2023-10-14,4.91696
2023-10-15,1.65349
2023-10-16,26.80397
2023-10-17,24.8894
2023-10-18,26.48487
2023-10-19,31.7862
2023-10-20,24.80237
2023-10-21,4.75741
2023-10-22,1.1821
2023-10-23,25.44782
2023-10-24,23.11987
2023-10-25,24.62832
2023-10-26,37.53716
2023-10-27,27.70324
2023-10-28,4.64138
2023-10-29,1.44317
2023-10-30,22.39466
2023-10-31,27.7395
2023-11-01,24.65733
2023-11-02,23.81608
2023-11-03,22.81528
2023-11-04,4.94597
2023-11-05,1.40691
2023-11-06,23.53325
2023-11-07,23.64928
2023-11-08,22.40191
2023-11-09,20.69765
2023-11-10,19.53006
2023-11-11,4.79367
2023-11-12,1.3779
2023-11-13,22.73551
2023-11-14,23.59852
2023-11-15,24.75161
2023-11-16,24.56305
2023-11-17,19.28348
2023-11-18,3.90166
2023-11-19,1.16759
2023-11-20,18.89187
2023-11-21,21.89426
2023-11-22,22.27137
2023-11-23,17.80404
2023-11-24,14.35201
2023-11-25,3.16194
2023-11-26,1.27637
2023-11-27,17.44143
2023-11-28,18.03611
2023-11-29,19.48654
2023-11-30,19.36326
2023-12-01,17.96359
2023-12-02,4.01769
2023-12-03,1.20385
2023-12-04,17.659
2023-12-05,22.51794
2023-12-06,21.34309
2023-12-07,21.16179
2023-12-08,19.44303
2023-12-09,4.228
2023-12-10,1.33439
2023-12-11,19.10218
2023-12-12,22.32939
2023-12-13,19.8564
2023-12-14,21.40111
2023-12-15,17.97084
2023-12-16,4.07571
2023-12-17,1.15309
2023-12-18,16.13605
2023-12-19,18.20291
2023-12-20,20.16099
2023-12-21,23.49699
2023-12-22,18.94263
2023-12-23,4.32953
2023-12-24,1.06606
2023-12-25,2.48023
2023-12-26,17.26738
2023-12-27,18.05787
2023-12-28,16.78149
2023-12-29,12.87983
2023-12-30,3.56806
2023-12-31,0.75422
2024-01-01,2.13213
2024-01-02,21.89426
2024-01-03,28.82007
2024-01-04,27.63797
2024-01-05,21.0095
2024-01-06,5.062
2024-01-07,1.28363
2024-01-08,19.23997
2024-01-09,23.64928
2024-01-10,22.57596
2024-01-11,23.71455
2024-01-12,20.86445
2024-01-13,4.26426
2024-01-14,1.05156
2024-01-15,15.128
2024-01-16,23.52599
2024-01-17,26.7532
2024-01-18,25.54935
2024-01-19,19.12393
2024-01-20,4.63412
2024-01-21,1.23286
2024-01-22,19.46479
2024-01-23,20.03771
2024-01-24,19.87091
2024-01-25,20.99499
2024-01-26,19.1892
2024-01-27,3.84364
2024-01-28,1.18935
2024-01-29,17.33265
2024-01-30,18.68155
2024-01-31,23.23591
2024-02-01,20.69765
2024-02-02,19.16745
2024-02-03,4.52534
2024-02-04,1.1821
2024-02-05,18.42773
2024-02-06,19.75487
2024-02-07,17.86931
2024-02-08,15.35281
2024-02-09,10.40684
2024-02-10,3.41576
2024-02-11,1.06606
2024-02-12,13.67756
2024-02-13,23.52599
2024-02-14,22.98208
2024-02-15,20.11748
2024-02-16,17.19486
2024-02-17,3.64783
2024-02-18,1.04431
2024-02-19,13.20617
2024-02-20,20.55986
2024-02-21,21.11103
2024-02-22,20.84995
2024-02-23,16.46239
2024-02-24,3.394
2024-02-25,0.80498
2024-02-26,16.23032
2024-02-27,17.18036
2024-02-28,15.42533
2024-02-29,17.07883
2024-03-01,13.02487
2024-03-02,3.51729
2024-03-03,1.29813
2024-03-04,16.90477
2024-03-05,19.19646
2024-03-06,21.13278
2024-03-07,20.53811
2024-03-08,18.08688
2024-03-09,4.23525
2024-03-10,1.45768
2024-03-11,20.18275
2024-03-12,23.38095
2024-03-13,20.18275
2024-03-14,19.8419
2024-03-15,17.70976
2024-03-16,3.20545
2024-03-17,1.05156
2024-03-18,16.02001
2024-03-19,19.0224
2024-03-20,16.75248
