date,QQQ주가
2020-10-14,16.44612
2020-10-15,16.862
2020-10-16,16.37051
2020-10-17,11.49338
2020-10-18,6.46502
2020-10-19,10.5482
2020-10-20,13.91304
2020-10-21,14.51795
2020-10-22,15.99243
2020-10-23,14.02646
2020-10-24,10.69943
2020-10-25,5.86011
2020-10-26,11.45557
2020-10-27,16.63516
2020-10-28,19.16824
2020-10-29,18.56332
2020-10-30,16.29489
2020-10-31,12.58979
2020-11-01,6.31379
2020-11-02,9.79206
2020-11-03,15.99243
2020-11-04,16.89981
2020-11-05,21.85255
2020-11-06,20.90737
2020-11-07,14.2155
2020-11-08,7.3724
2020-11-09,10.51039
2020-11-10,19.05482
2020-11-11,18.26086
2020-11-12,16.25708
2020-11-13,18.48771
2020-11-14,12.43856
2020-11-15,7.10775
2020-11-16,9.41398
2020-11-17,15.53875
2020-11-18,15.53875
2020-11-19,15.2741
2020-11-20,14.44234
2020-11-21,10.88846
2020-11-22,7.03213
2020-11-23,11.37996
2020-11-24,18.03402
2020-11-25,21.70132
2020-11-26,23.25141
2020-11-27,15.3119
2020-11-28,16.10586
2020-11-29,10.13232
2020-11-30,13.04347
2020-12-01,22.30623
2020-12-02,20.98298
2020-12-03,19.09262
2020-12-04,23.40264
2020-12-05,20.64272
2020-12-06,11.64461
2020-12-07,17.35349
2020-12-08,25.74669
2020-12-09,26.8809
2020-12-10,28.54442
2020-12-11,25.293
2020-12-12,17.27788
2020-12-13,11.6068
2020-12-14,16.63516
2020-12-15,22.87334
2020-12-16,25.93572
2020-12-17,26.01134
2020-12-18,26.50283
2020-12-19,22.87334
2020-12-20,11.87145
2020-12-21,21.5879
2020-12-22,29.71644
2020-12-23,27.33459
2020-12-24,27.4102
2020-12-25,18.94139
2020-12-26,13.61058
2020-12-27,11.68241
2020-12-28,17.99621
2020-12-29,29.71644
2020-12-30,29.07372
2020-12-31,25.02835
2021-01-01,16.89981
2021-01-02,10.24574
2021-01-03,10.28355
2021-01-04,20.90737
2021-01-05,32.93005
2021-01-06,31.22873
2021-01-07,33.79962
2021-01-08,36.82419
2021-01-09,28.92249
2021-01-10,16.03024
2021-01-11,23.13799
2021-01-12,34.2155
2021-01-13,35.46313
2021-01-14,33.64839
2021-01-15,29.86767
2021-01-16,24.19659
2021-01-17,13.1947
2021-01-18,15.61436
2021-01-19,24.19659
2021-01-20,31.68241
2021-01-21,37.31568
2021-01-22,35.23629
2021-01-23,30.09451
2021-01-24,12.1361
2021-01-25,23.32703
2021-01-26,38.29867
2021-01-27,37.35349
2021-01-28,36.40831
2021-01-29,34.70699
2021-01-30,26.72967
2021-01-31,11.45557
2021-02-01,17.9206
2021-02-02,33.45935
2021-02-03,33.11909
2021-02-04,32.70321
2021-02-05,33.64839
2021-02-06,26.99432
2021-02-07,14.06427
2021-02-08,18.41209
2021-02-09,32.81663
2021-02-10,30.39697
2021-02-11,28.69565
2021-02-12,28.35538
2021-02-13,23.10018
2021-02-14,13.91304
2021-02-15,21.36105
2021-02-16,24.83931
2021-02-17,35.91682
2021-02-18,33.76181
2021-02-19,27.71266
2021-02-20,20.94517
2021-02-21,10.32136
2021-02-22,17.99621
2021-02-23,32.36294
2021-02-24,35.08506
2021-02-25,31.30434
2021-02-26,31.30434
2021-02-27,25.44423
2021-02-28,15.12287
2021-03-01,16.29489
2021-03-02,29.71644
2021-03-03,23.55387
2021-03-04,27.52362
2021-03-05,29.14933
2021-03-06,26.46502
2021-03-07,10.51039
2021-03-08,16.29489
2021-03-09,32.02268
2021-03-10,30.73724
2021-03-11,33.64839
2021-03-12,31.0775
2021-03-13,22.49527
2021-03-14,10.0189
2021-03-15,17.24007
2021-03-16,28.77126
2021-03-17,25.93572
2021-03-18,28.84688
2021-03-19,27.75047
2021-03-20,21.0586
2021-03-21,8.92249
2021-03-22,15.23629
2021-03-23,23.85633
2021-03-24,23.06238
2021-03-25,25.74669
2021-03-26,23.78071
2021-03-27,17.65595
2021-03-28,7.86389
2021-03-29,12.36294
2021-03-30,23.02457
2021-03-31,22.04158
2021-04-01,22.60869
2021-04-02,21.77693
2021-04-03,11.15311
2021-04-04,7.22117
2021-04-05,14.93383
2021-04-06,26.76748
2021-04-07,25.59546
2021-04-08,25.06616
2021-04-09,23.89413
2021-04-10,18.79017
2021-04-11,8.31758
2021-04-12,13.53497
2021-04-13,26.27599
2021-04-14,28.77126
2021-04-15,30.28355
2021-04-16,30.69943
2021-04-17,22.79773
2021-04-18,9.41398
2021-04-19,15.87901
2021-04-20,28.31758
2021-04-21,25.33081
2021-04-22,25.40642
2021-04-23,24.46124
2021-04-24,18.52551
2021-04-25,5.78449
2021-04-26,14.13988
2021-04-27,24.99054
2021-04-28,22.83553
2021-04-29,23.06238
2021-04-30,23.02457
2021-05-01,14.97164
2021-05-02,6.01134
2021-05-03,12.55198
2021-05-04,22.57088
2021-05-05,25.21739
2021-05-06,22.87334
2021-05-07,22.94896
2021-05-08,16.18147
2021-05-09,9.52741
2021-05-10,17.88279
2021-05-11,32.77882
2021-05-12,30.69943
2021-05-13,34.66918
2021-05-14,26.76748
2021-05-15,19.73534
2021-05-16,11.45557
2021-05-17,16.25708
2021-05-18,20.68052
2021-05-19,18.10964
2021-05-20,22.68431
2021-05-21,24.57466
2021-05-22,15.19848
2021-05-23,6.42722
2021-05-24,12.62759
2021-05-25,20.98298
2021-05-26,20.94517
2021-05-27,21.02079
2021-05-28,19.77315
2021-05-29,14.70699
2021-05-30,6.08695
2021-05-31,10.58601
2021-06-01,15.61436
2021-06-02,19.73534
2021-06-03,21.66351
2021-06-04,19.54631
2021-06-05,14.44234
2021-06-06,6.46502
2021-06-07,12.6654
2021-06-08,22.155
2021-06-09,19.24385
2021-06-10,18.33648
2021-06-11,22.155
2021-06-12,14.51795
2021-06-13,6.8431
2021-06-14,14.63137
2021-06-15,25.14177
2021-06-16,20.98298
2021-06-17,20.07561
2021-06-18,23.21361
2021-06-19,14.85822
2021-06-20,5.59546
2021-06-21,11.6068
2021-06-22,21.0586
2021-06-23,22.87334
2021-06-24,21.96597
2021-06-25,25.40642
2021-06-26,16.03024
2021-06-27,6.72967
2021-06-28,14.44234
2021-06-29,24.95274
2021-06-30,27.78827
2021-07-01,22.38185
2021-07-02,22.6465
2021-07-03,17.65595
2021-07-04,8.24196
2021-07-05,12.40075
2021-07-06,19.88657
2021-07-07,30.17013
2021-07-08,31.41776
2021-07-09,27.25897
2021-07-10,22.6465
2021-07-11,8.88468
2021-07-12,16.03024
2021-07-13,28.431
2021-07-14,28.65784
2021-07-15,27.25897
2021-07-16,26.12476
2021-07-17,18.41209
2021-07-18,9.45179
2021-07-19,16.67296
2021-07-20,28.54442
2021-07-21,26.65406
2021-07-22,27.33459
2021-07-23,25.33081
2021-07-24,19.69754
2021-07-25,8.77126
2021-07-26,14.93383
2021-07-27,27.06994
2021-07-28,25.21739
2021-07-29,24.38563
2021-07-30,23.44045
2021-07-31,17.16446
2021-08-01,7.56143
2021-08-02,12.51417
2021-08-03,24.04536
2021-08-04,26.08695
2021-08-05,29.07372
2021-08-06,28.09073
2021-08-07,27.10775
2021-08-08,14.2155
2021-08-09,21.51228
2021-08-10,31.6068
2021-08-11,28.80907
2021-08-12,29.33837
2021-08-13,29.79206
2021-08-14,20.64272
2021-08-15,9.52741
2021-08-16,16.52173
2021-08-17,30.96408
2021-08-18,31.72022
2021-08-19,31.37996
2021-08-20,30.20793
2021-08-21,22.79773
2021-08-22,8.9603
2021-08-23,21.5879
2021-08-24,46.16257
2021-08-25,40.07561
2021-08-26,40.30245
2021-08-27,35.76559
2021-08-28,30.77504
2021-08-29,14.17769
2021-08-30,25.25519
2021-08-31,47.82608
2021-09-01,43.21361
2021-09-02,42.38185
2021-09-03,42.38185
2021-09-04,30.20793
2021-09-05,13.87523
2021-09-06,19.65973
2021-09-07,31.83364
2021-09-08,39.43289
2021-09-09,37.16446
2021-09-10,35.53875
2021-09-11,26.54064
2021-09-12,13.64839
2021-09-13,23.40264
2021-09-14,36.48393
2021-09-15,34.82041
2021-09-16,34.10207
2021-09-17,32.58979
2021-09-18,23.74291
2021-09-19,10.96408
2021-09-20,15.04725
2021-09-21,34.66918
2021-09-22,38.63894
2021-09-23,40.0378
2021-09-24,36.82419
2021-09-25,25.74669
2021-09-26,13.98865
2021-09-27,23.62948
2021-09-28,37.16446
2021-09-29,45.02835
2021-09-30,37.54253
2021-10-01,38.90359
2021-10-02,26.80529
2021-10-03,10.92627
2021-10-04,18.56332
2021-10-05,45.70888
2021-10-06,40.5671
2021-10-07,35.95463
2021-10-08,33.95085
2021-10-09,20.11342
2021-10-10,10.39697
2021-10-11,16.44612
2021-10-12,34.59357
2021-10-13,32.6654
2021-10-14,33.30812
2021-10-15,35.04725
2021-10-16,28.27977
2021-10-17,10.51039
2021-10-18,16.71077
2021-10-19,35.61436
2021-10-20,34.82041
2021-10-21,33.23251
2021-10-22,32.96786
2021-10-23,23.66729
2021-10-24,11.19092
2021-10-25,20.49149
2021-10-26,39.65973
2021-10-27,37.95841
2021-10-28,37.31568
2021-10-29,39.69754
2021-10-30,28.69565
2021-10-31,13.00567
2021-11-01,26.31379
2021-11-02,41.36105
2021-11-03,41.85255
2021-11-04,45.25519
2021-11-05,50.69943
2021-11-06,32.1361
2021-11-07,12.6654
2021-11-08,26.69187
2021-11-09,48.84688
2021-11-10,41.85255
2021-11-11,40.71833
2021-11-12,38.56332
2021-11-13,29.90548
2021-11-14,14.66918
2021-11-15,22.04158
2021-11-16,39.54631
2021-11-17,39.96219
2021-11-18,43.13799
2021-11-19,45.51984
2021-11-20,36.63516
2021-11-21,16.67296
2021-11-22,28.09073
2021-11-23,57.61814
2021-11-24,49.82986
2021-11-25,43.93194
2021-11-26,32.85444
2021-11-27,38.14744
2021-11-28,16.63516
2021-11-29,28.80907
2021-11-30,50.35916
2021-12-01,50.39697
2021-12-02,51.87145
2021-12-03,44.57466
2021-12-04,41.17202
2021-12-05,15.38752
2021-12-06,25.55765
2021-12-07,45.36862
2021-12-08,47.52362
2021-12-09,43.10018
2021-12-10,40.75614
2021-12-11,32.40075
2021-12-12,14.2533
2021-12-13,23.10018
2021-12-14,38.52551
2021-12-15,39.31947
2021-12-16,43.25141
2021-12-17,40.34026
2021-12-18,33.30812
2021-12-19,11.45557
2021-12-20,18.48771
2021-12-21,40.07561
2021-12-22,39.81096
2021-12-23,38.75236
2021-12-24,35.12287
2021-12-25,15.57655
2021-12-26,10.88846
2021-12-27,17.01323
2021-12-28,40.30245
2021-12-29,34.66918
2021-12-30,34.2155
2021-12-31,29.82986
2022-01-01,20.34026
2022-01-02,11.90926
2022-01-03,20.5671
2022-01-04,40.22684
2022-01-05,40.11342
2022-01-06,50.92627
2022-01-07,42.04158
2022-01-08,35.16068
2022-01-09,14.55576
2022-01-10,25.74669
2022-01-11,48.69565
2022-01-12,39.43289
2022-01-13,38.71455
2022-01-14,42.155
2022-01-15,30.81285
2022-01-16,13.15689
2022-01-17,20.71833
2022-01-18,29.79206
2022-01-19,41.5879
2022-01-20,45.06616
2022-01-21,53.1947
2022-01-22,47.10775
2022-01-23,20.37807
2022-01-24,33.34593
2022-01-25,66.01134
2022-01-26,60.49149
2022-01-27,60.68052
2022-01-28,53.76181
2022-01-29,42.57088
2022-01-30,14.10207
2022-01-31,15.68998
2022-02-01,45.25519
2022-02-02,47.14555
2022-02-03,64.12098
2022-02-04,65.33081
2022-02-05,46.80529
2022-02-06,22.04158
2022-02-07,30.05671
2022-02-08,47.48582
2022-02-09,42.41965
2022-02-10,44.68809
2022-02-11,43.36483
2022-02-12,37.42911
2022-02-13,15.42533
2022-02-14,23.85633
2022-02-15,39.73534
2022-02-16,42.6465
2022-02-17,36.97542
2022-02-18,37.61814
2022-02-19,30.51039
2022-02-20,13.45935
2022-02-21,21.0586
2022-02-22,32.6654
2022-02-23,38.48771
2022-02-24,56.44612
2022-02-25,50.17013
2022-02-26,35.34971
2022-02-27,13.6862
2022-02-28,20.37807
2022-03-01,35.42533
2022-03-02,35.68998
2022-03-03,37.80718
2022-03-04,35.08506
2022-03-05,26.31379
2022-03-06,11.30434
2022-03-07,18.4499
2022-03-08,41.5879
2022-03-09,33.87523
2022-03-10,34.7448
2022-03-11,32.70321
2022-03-12,29.71644
2022-03-13,13.42155
2022-03-14,20.30245
2022-03-15,42.1172
2022-03-16,38.79017
2022-03-17,42.79773
2022-03-18,42.91115
2022-03-19,34.32892
2022-03-20,12.06049
2022-03-21,21.55009
2022-03-22,37.54253
2022-03-23,42.155
2022-03-24,36.862
2022-03-25,42.30623
2022-03-26,27.44801
2022-03-27,10.32136
2022-03-28,18.41209
2022-03-29,44.34782
2022-03-30,44.04536
2022-03-31,36.03024
2022-04-01,32.89224
2022-04-02,24.87712
2022-04-03,9.67863
2022-04-04,17.61814
2022-04-05,40.98298
2022-04-06,29.60302
2022-04-07,29.79206
2022-04-08,28.16635
2022-04-09,20.11342
2022-04-10,7.59924
2022-04-11,14.51795
2022-04-12,31.03969
2022-04-13,29.03591
2022-04-14,28.16635
2022-04-15,25.17958
2022-04-16,13.04347
2022-04-17,7.59924
2022-04-18,14.66918
2022-04-19,29.56521
2022-04-20,28.77126
2022-04-21,26.61625
2022-04-22,28.05293
2022-04-23,25.10396
2022-04-24,10.47258
2022-04-25,17.24007
2022-04-26,30.0189
2022-04-27,42.1172
2022-04-28,34.36672
2022-04-29,33.11909
2022-04-30,27.59924
2022-05-01,10.0189
2022-05-02,21.02079
2022-05-03,35.3119
2022-05-04,28.58223
2022-05-05,33.87523
2022-05-06,42.87334
2022-05-07,24.68809
2022-05-08,9.56521
2022-05-09,20.90737
2022-05-10,43.66729
2022-05-11,37.12665
2022-05-12,45.06616
2022-05-13,35.57655
2022-05-14,22.79773
2022-05-15,8.62003
2022-05-16,16.63516
2022-05-17,28.58223
2022-05-18,29.75425
2022-05-19,37.80718
2022-05-20,29.56521
2022-05-21,25.89792
2022-05-22,8.65784
2022-05-23,16.03024
2022-05-24,30.43478
2022-05-25,31.19092
2022-05-26,28.431
2022-05-27,28.73345
2022-05-28,19.5085
2022-05-29,7.9395
2022-05-30,13.95085
2022-05-31,21.13421
2022-06-01,24.72589
2022-06-02,24.19659
2022-06-03,27.25897
2022-06-04,15.61436
2022-06-05,5.21739
2022-06-06,12.96786
2022-06-07,25.86011
2022-06-08,26.31379
2022-06-09,24.12098
2022-06-10,23.66729
2022-06-11,20.0378
2022-06-12,7.9017
2022-06-13,21.17202
2022-06-14,35.87901
2022-06-15,27.97731
2022-06-16,30.51039
2022-06-17,33.61058
2022-06-18,18.67674
2022-06-19,6.99432
2022-06-20,13.11909
2022-06-21,19.84877
2022-06-22,25.86011
2022-06-23,24.04536
2022-06-24,25.70888
2022-06-25,20.18903
2022-06-26,6.69187
2022-06-27,14.32892
2022-06-28,24.61247
2022-06-29,23.13799
2022-06-30,21.73913
2022-07-01,21.6257
2022-07-02,14.70699
2022-07-03,5.48204
2022-07-04,8.27977
2022-07-05,14.93383
2022-07-06,22.41965
2022-07-07,20.71833
2022-07-08,22.23062
2022-07-09,14.82041
2022-07-10,4.87712
2022-07-11,9.45179
2022-07-12,19.62192
2022-07-13,20.30245
2022-07-14,19.35727
2022-07-15,17.84499
2022-07-16,14.06427
2022-07-17,4.38563
2022-07-18,12.6654
2022-07-19,20.34026
2022-07-20,27.06994
2022-07-21,26.31379
2022-07-22,26.31379
2022-07-23,14.70699
2022-07-24,4.34782
2022-07-25,10.17013
2022-07-26,20.15122
2022-07-27,22.68431
2022-07-28,31.64461
2022-07-29,29.37618
2022-07-30,19.88657
2022-07-31,6.46502
2022-08-01,16.67296
2022-08-02,26.16257
2022-08-03,25.74669
2022-08-04,33.45935
2022-08-05,28.4688
2022-08-06,15.46313
2022-08-07,6.38941
2022-08-08,16.63516
2022-08-09,25.44423
2022-08-10,26.76748
2022-08-11,33.57277
2022-08-12,26.99432
2022-08-13,22.26843
2022-08-14,6.23818
2022-08-15,13.34593
2022-08-16,26.46502
2022-08-17,27.44801
2022-08-18,25.21739
2022-08-19,25.36862
2022-08-20,13.64839
2022-08-21,5.44423
2022-08-22,13.38374
2022-08-23,30.62381
2022-08-24,36.37051
2022-08-25,38.37429
2022-08-26,39.58412
2022-08-27,37.80718
2022-08-28,9.94328
2022-08-29,28.39319
2022-08-30,46.20037
2022-08-31,42.57088
2022-09-01,48.05293
2022-09-02,47.52362
2022-09-03,28.69565
2022-09-04,9.03591
2022-09-05,18.56332
2022-09-06,28.431
2022-09-07,40.64272
2022-09-08,40.11342
2022-09-09,33.91304
2022-09-10,28.24196
2022-09-11,10.81285
2022-09-12,21.28544
2022-09-13,53.57277
2022-09-14,63.10018
2022-09-15,46.08695
2022-09-16,47.97731
2022-09-17,28.9981
2022-09-18,10.66162
2022-09-19,25.89792
2022-09-20,40.11342
2022-09-21,40.49149
2022-09-22,50.39697
2022-09-23,44.95274
2022-09-24,31.56899
2022-09-25,12.09829
2022-09-26,30.73724
2022-09-27,45.06616
2022-09-28,46.38941
2022-09-29,43.59168
2022-09-30,42.75992
2022-10-01,27.9017
2022-10-02,10.77504
2022-10-03,23.36483
2022-10-04,52.47637
2022-10-05,50.0189
2022-10-06,44.08317
2022-10-07,37.08884
2022-10-08,28.09073
2022-10-09,10.69943
2022-10-10,23.36483
2022-10-11,46.16257
2022-10-12,45.89792
2022-10-13,49.41398
2022-10-14,46.3516
2022-10-15,31.45557
2022-10-16,12.28733
2022-10-17,28.20415
2022-10-18,49.33837
2022-10-19,47.3724
2022-10-20,41.47448
2022-10-21,40.68052
2022-10-22,28.20415
2022-10-23,9.14933
2022-10-24,28.84688
2022-10-25,42.94896
2022-10-26,53.64839
2022-10-27,46.04914
2022-10-28,42.30623
2022-10-29,31.87145
2022-10-30,10.43478
2022-10-31,29.90548
2022-11-01,48.12854
2022-11-02,41.70132
2022-11-03,49.33837
2022-11-04,45.48204
2022-11-05,29.52741
2022-11-06,9.64083
2022-11-07,25.67107
2022-11-08,42.155
2022-11-09,46.57844
2022-11-10,47.67485
2022-11-11,84.65028
2022-11-12,46.65406
2022-11-13,12.55198
2022-11-14,30.69943
2022-11-15,53.724
2022-11-16,54.36672
2022-11-17,40.5671
2022-11-18,40.26465
2022-11-19,28.27977
2022-11-20,10.24574
2022-11-21,21.20982
2022-11-22,35.72778
2022-11-23,38.33648
2022-11-24,37.99621
2022-11-25,25.14177
2022-11-26,20.71833
2022-11-27,8.4688
2022-11-28,17.61814
2022-11-29,33.95085
2022-11-30,30.73724
2022-12-01,50.13232
2022-12-02,37.46691
2022-12-03,23.40264
2022-12-04,8.35538
2022-12-05,16.93761
2022-12-06,30.24574
2022-12-07,31.30434
2022-12-08,30.43478
2022-12-09,34.02646
2022-12-10,22.23062
2022-12-11,8.65784
2022-12-12,17.73156
2022-12-13,41.6257
2022-12-14,41.39886
2022-12-15,34.2533
2022-12-16,35.95463
2022-12-17,22.6465
2022-12-18,8.39319
2022-12-19,17.3913
2022-12-20,35.61436
2022-12-21,33.34593
2022-12-22,32.81663
2022-12-23,39.31947
2022-12-24,23.40264
2022-12-25,9.18714
2022-12-26,15.19848
2022-12-27,25.70888
2022-12-28,39.54631
2022-12-29,37.05103
2022-12-30,31.49338
2022-12-31,20.0
2023-01-01,8.80907
2023-01-02,15.53875
2023-01-03,26.57844
2023-01-04,36.10586
2023-01-05,34.66918
2023-01-06,33.49716
2023-01-07,30.96408
2023-01-08,11.72022
2023-01-09,24.49905
2023-01-10,42.53308
2023-01-11,37.42911
2023-01-12,42.91115
2023-01-13,42.53308
2023-01-14,30.39697
2023-01-15,11.49338
2023-01-16,17.12665
2023-01-17,26.01134
2023-01-18,36.52173
2023-01-19,33.08128
2023-01-20,29.60302
2023-01-21,34.55576
2023-01-22,12.51417
2023-01-23,20.79395
2023-01-24,45.36862
2023-01-25,44.68809
2023-01-26,48.39319
2023-01-27,58.82797
2023-01-28,42.45746
2023-01-29,14.44234
2023-01-30,29.22495
2023-01-31,41.73913
2023-02-01,47.9395
2023-02-02,67.10775
2023-02-03,77.80718
2023-02-04,42.41965
2023-02-05,14.44234
2023-02-06,28.12854
2023-02-07,50.47258
2023-02-08,62.26843
2023-02-09,53.00567
2023-02-10,48.58223
2023-02-11,27.06994
2023-02-12,11.0775
2023-02-13,22.79773
2023-02-14,52.06049
2023-02-15,53.53497
2023-02-16,53.61058
2023-02-17,42.07939
2023-02-18,26.08695
2023-02-19,11.11531
2023-02-20,17.80718
2023-02-21,28.92249
2023-02-22,39.13043
2023-02-23,42.19281
2023-02-24,41.55009
2023-02-25,26.23818
2023-02-26,8.88468
2023-02-27,19.65973
2023-02-28,36.48393
2023-03-01,31.90926
2023-03-02,31.90926
2023-03-03,34.7826
2023-03-04,26.8809
2023-03-05,12.58979
2023-03-06,24.34782
2023-03-07,39.73534
2023-03-08,39.01701
2023-03-09,35.42533
2023-03-10,35.68998
2023-03-11,26.12476
2023-03-12,10.17013
2023-03-13,27.97731
2023-03-14,47.63705
2023-03-15,44.15879
2023-03-16,40.75614
2023-03-17,48.65784
2023-03-18,25.17958
2023-03-19,8.69565
2023-03-20,25.33081
2023-03-21,41.28544
2023-03-22,47.59924
2023-03-23,53.00567
2023-03-24,47.44801
2023-03-25,28.39319
2023-03-26,7.71266
2023-03-27,28.4688
2023-03-28,39.39508
2023-03-29,37.65595
2023-03-30,47.97731
2023-03-31,48.80907
2023-04-01,37.08884
2023-04-02,12.62759
2023-04-03,28.9981
2023-04-04,49.67863
2023-04-05,43.44045
2023-04-06,40.68052
2023-04-07,35.76559
2023-04-08,15.42533
2023-04-09,8.69565
2023-04-10,26.76748
2023-04-11,45.67107
2023-04-12,40.68052
2023-04-13,41.24763
2023-04-14,43.25141
2023-04-15,23.13799
2023-04-16,8.31758
2023-04-17,22.45746
2023-04-18,44.42344
2023-04-19,36.93761
2023-04-20,36.37051
2023-04-21,36.82419
2023-04-22,22.6465
2023-04-23,7.82608
2023-04-24,21.66351
2023-04-25,33.1947
2023-04-26,38.86578
2023-04-27,43.36483
2023-04-28,47.71266
2023-04-29,28.431
2023-04-30,9.18714
2023-05-01,20.34026
2023-05-02,42.53308
2023-05-03,37.31568
2023-05-04,52.43856
2023-05-05,36.25708
2023-05-06,29.18714
2023-05-07,10.51039
2023-05-08,22.72211
2023-05-09,39.47069
2023-05-10,37.76937
2023-05-11,42.30623
2023-05-12,40.5671
2023-05-13,20.26465
2023-05-14,8.92249
2023-05-15,18.79017
2023-05-16,41.66351
2023-05-17,45.14177
2023-05-18,53.61058
2023-05-19,62.00378
2023-05-20,25.51984
2023-05-21,9.71644
2023-05-22,26.95652
2023-05-23,54.32892
2023-05-24,38.41209
2023-05-25,59.05482
2023-05-26,66.08695
2023-05-27,48.4688
2023-05-28,16.52173
2023-05-29,22.53308
2023-05-30,61.92816
2023-05-31,61.70132
2023-06-01,51.45557
2023-06-02,62.94896
2023-06-03,38.26086
2023-06-04,13.57277
2023-06-05,38.10964
2023-06-06,50.51039
2023-06-07,52.36294
2023-06-08,45.21739
2023-06-09,57.46691
2023-06-10,32.43856
2023-06-11,13.61058
2023-06-12,32.24952
2023-06-13,68.4688
2023-06-14,64.61247
2023-06-15,100.0
2023-06-16,77.99621
2023-06-17,34.36672
2023-06-18,15.34971
2023-06-19,22.49527
2023-06-20,40.30245
2023-06-21,50.51039
2023-06-22,47.9017
2023-06-23,48.80907
2023-06-24,25.06616
2023-06-25,10.28355
2023-06-26,27.9395
2023-06-27,46.42722
2023-06-28,51.94706
2023-06-29,46.01134
2023-06-30,43.93194
2023-07-01,34.2533
2023-07-02,13.61058
2023-07-03,36.67296
2023-07-04,40.94517
2023-07-05,37.73156
2023-07-06,46.57844
2023-07-07,42.30623
2023-07-08,27.48582
2023-07-09,10.47258
2023-07-10,30.96408
2023-07-11,44.91493
2023-07-12,54.59357
2023-07-13,62.79773
2023-07-14,65.63327
