date,어른이보험
2023-05-30,30.53199
2023-05-31,27.67925
2023-06-01,26.59984
2023-06-02,28.60447
2023-06-03,22.74479
2023-06-04,20.58596
2023-06-05,23.90131
2023-06-06,25.52043
2023-06-07,23.2845
2023-06-08,27.75636
2023-06-09,25.05782
2023-06-10,14.41788
2023-06-11,15.4973
2023-06-12,26.36854
2023-06-13,31.4572
2023-06-14,31.4572
2023-06-15,29.22127
2023-06-16,24.98072
2023-06-17,21.81958
2023-06-18,20.20046
2023-06-19,32.22821
2023-06-20,31.0717
2023-06-21,25.36622
2023-06-22,25.98303
2023-06-23,25.59753
2023-06-24,21.58828
2023-06-25,23.97841
2023-06-26,29.37548
2023-06-27,29.68388
2023-06-28,21.35697
2023-06-29,17.11642
2023-06-30,14.80339
2023-07-01,10.87124
2023-07-02,13.64687
2023-07-03,15.8828
2023-07-04,13.80107
2023-07-05,15.8828
2023-07-06,17.65612
2023-07-07,15.26599
2023-07-08,10.63993
2023-07-09,11.41094
2023-07-10,13.87818
2023-07-11,10.79414
2023-07-12,11.33384
2023-07-13,13.87818
2023-07-14,12.25905
2023-07-15,5.24286
2023-07-16,5.47417
2023-07-17,7.7872
2023-07-18,10.33153
2023-07-19,13.49267
2023-07-20,19.66075
2023-07-21,17.19352
2023-07-22,7.01619
2023-07-23,18.27293
2023-07-24,27.37085
2023-07-25,20.58596
2023-07-26,20.50886
2023-07-27,15.9599
2023-07-28,15.7286
2023-07-29,10.56283
2023-07-30,5.70547
2023-07-31,15.4973
2023-08-01,17.73323
2023-08-02,20.04626
2023-08-03,19.35235
2023-08-04,14.41788
2023-08-05,6.63068
2023-08-06,8.0185
2023-08-07,20.97147
2023-08-08,20.66306
2023-08-09,22.97609
2023-08-10,17.73323
2023-08-11,15.11179
2023-08-12,6.24518
2023-08-13,6.93909
2023-08-14,17.88743
2023-08-15,11.10254
2023-08-16,19.66075
2023-08-17,22.05088
2023-08-18,22.51349
2023-08-19,9.25212
2023-08-20,10.02313
2023-08-21,21.81958
2023-08-22,27.91056
2023-08-23,30.9175
2023-08-24,29.52968
2023-08-25,27.52505
2023-08-26,12.49036
2023-08-27,15.8828
2023-08-28,40.01542
2023-08-29,57.59444
2023-08-30,100.0
2023-08-31,69.468
2023-09-01,19.96915
2023-09-02,8.55821
2023-09-03,8.1727
2023-09-04,15.4202
2023-09-05,13.03006
2023-09-06,11.71935
2023-09-07,11.71935
2023-09-08,9.79182
2023-09-09,4.54895
2023-09-10,5.78257
2023-09-11,10.87124
2023-09-12,13.10717
2023-09-13,10.87124
2023-09-14,10.48573
2023-09-15,8.94371
2023-09-16,5.08866
2023-09-17,5.39707
2023-09-18,12.02775
2023-09-19,9.94602
2023-09-20,9.71472
2023-09-21,9.25212
2023-09-22,8.0956
2023-09-23,4.24055
2023-09-24,5.16576
2023-09-25,7.7872
2023-09-26,8.71241
2023-09-27,6.47648
2023-09-28,2.08172
2023-09-29,2.62143
2023-09-30,3.93215
2023-10-01,2.54433
2023-10-02,4.62606
2023-10-03,5.55127
2023-10-04,9.94602
2023-10-05,8.1727
2023-10-06,8.63531
2023-10-07,3.54664
2023-10-08,3.93215
2023-10-09,4.31765
2023-10-10,8.94371
2023-10-11,9.09791
2023-10-12,8.86661
2023-10-13,9.94602
2023-10-14,4.93446
2023-10-15,4.16345
2023-10-16,9.56052
2023-10-17,10.79414
2023-10-18,11.48804
2023-10-19,7.47879
2023-10-20,8.63531
2023-10-21,5.01156
2023-10-22,7.32459
2023-10-23,9.17501
2023-10-24,8.86661
2023-10-25,10.25443
2023-10-26,9.40632
2023-10-27,8.3269
2023-10-28,5.16576
2023-10-29,4.47185
2023-10-30,9.56052
2023-10-31,10.02313
2023-11-01,6.24518
2023-11-02,6.63068
2023-11-03,7.17039
2023-11-04,4.85736
2023-11-05,5.78257
2023-11-06,8.94371
2023-11-07,6.93909
2023-11-08,7.9414
2023-11-09,8.63531
2023-11-10,7.7872
2023-11-11,3.54664
2023-11-12,5.62837
2023-11-13,9.02081
2023-11-14,7.7101
2023-11-15,9.94602
2023-11-16,9.56052
2023-11-17,6.78488
2023-11-18,4.24055
2023-11-19,3.85505
2023-11-20,10.56283
2023-11-21,14.26368
2023-11-22,9.25212
2023-11-23,11.87355
2023-11-24,9.40632
2023-11-25,3.62374
2023-11-26,4.24055
2023-11-27,8.1727
2023-11-28,7.17039
2023-11-29,7.24749
2023-11-30,10.02313
2023-12-01,5.31996
2023-12-02,3.31534
2023-12-03,4.08635
2023-12-04,9.71472
2023-12-05,7.9414
2023-12-06,10.25443
2023-12-07,8.71241
2023-12-08,7.55589
2023-12-09,2.54433
2023-12-10,4.54895
2023-12-11,7.40169
2023-12-12,10.40863
2023-12-13,10.87124
2023-12-14,9.63762
2023-12-15,7.7872
2023-12-16,4.16345
2023-12-17,4.93446
2023-12-18,8.0185
2023-12-19,9.17501
2023-12-20,7.32459
2023-12-21,11.02544
2023-12-22,8.404
2023-12-23,5.85967
2023-12-24,3.31534
2023-12-25,2.39013
2023-12-26,7.7872
2023-12-27,10.48573
2023-12-28,8.86661
2023-12-29,6.55358
2023-12-30,3.70084
2023-12-31,3.93215
2024-01-01,5.31996
2024-01-02,5.47417
2024-01-03,9.25212
2024-01-04,8.2498
2024-01-05,6.93909
2024-01-06,4.00925
2024-01-07,3.85505
2024-01-08,7.7872
2024-01-09,10.33153
2024-01-10,8.404
2024-01-11,10.02313
2024-01-12,7.24749
2024-01-13,3.46954
2024-01-14,4.47185
2024-01-15,9.63762
2024-01-16,9.02081
2024-01-17,9.25212
2024-01-18,9.56052
2024-01-19,29.14417
2024-01-20,19.89205
2024-01-21,22.59059
2024-01-22,33.46183
2024-01-23,33.77023
2024-01-24,35.31225
2024-01-25,33.23053
2024-01-26,32.15111
2024-01-27,20.43176
2024-01-28,25.75173
2024-01-29,36.23747
2024-01-30,34.23284
2024-01-31,32.30531
2024-02-01,29.68388
2024-02-02,27.98766
2024-02-03,19.27525
2024-02-04,20.50886
2024-02-05,30.8404
2024-02-06,28.83577
2024-02-07,29.06707
2024-02-08,25.90593
2024-02-09,20.43176
2024-02-10,24.51811
2024-02-11,26.52274
2024-02-12,27.21665
2024-02-13,32.53662
2024-02-14,28.68157
2024-02-15,32.92212
2024-02-16,33.07632
2024-02-17,20.58596
2024-02-18,32.76792
2024-02-19,31.84271
2024-02-20,31.0717
2024-02-21,32.84502
2024-02-22,29.22127
2024-02-23,31.3801
2024-02-24,20.89437
2024-02-25,24.13261
2024-02-26,25.98303
2024-02-27,33.30763
2024-02-28,27.83346
2024-02-29,27.06245
2024-03-01,17.34772
2024-03-02,23.67
2024-03-03,23.4387
2024-03-04,31.5343
2024-03-05,33.30763
2024-03-06,32.45952
2024-03-07,32.69082
2024-03-08,32.07401
2024-03-09,20.97147
2024-03-10,23.2074
2024-03-11,31.5343
2024-03-12,22.12798
2024-03-13,20.20046
2024-03-14,30.14649
2024-03-15,27.37085
2024-03-16,13.26137
2024-03-17,23.7471
2024-03-18,24.98072
2024-03-19,26.06013
2024-03-20,28.83577
