date,연금저축연말정산
2023-06-11,2.55102
2023-06-12,3.69897
2023-06-13,4.33673
2023-06-14,3.44387
2023-06-15,4.08163
2023-06-16,3.18877
2023-06-17,1.40306
2023-06-18,2.04081
2023-06-19,4.59183
2023-06-20,5.10204
2023-06-21,4.20918
2023-06-22,4.08163
2023-06-23,4.08163
2023-06-24,1.0204
2023-06-25,2.67857
2023-06-26,4.84693
2023-06-27,4.71938
2023-06-28,2.80612
2023-06-29,4.46428
2023-06-30,5.35714
2023-07-01,1.53061
2023-07-02,2.16836
2023-07-03,5.48469
2023-07-04,4.08163
2023-07-05,3.31632
2023-07-06,4.71938
2023-07-07,3.18877
2023-07-08,2.16836
2023-07-09,1.65816
2023-07-10,4.33673
2023-07-11,3.44387
2023-07-12,4.20918
2023-07-13,3.82653
2023-07-14,3.82653
2023-07-15,1.65816
2023-07-16,2.29591
2023-07-17,3.57142
2023-07-18,3.31632
2023-07-19,5.35714
2023-07-20,2.93367
2023-07-21,3.44387
2023-07-22,2.80612
2023-07-23,1.27551
2023-07-24,3.82653
2023-07-25,5.86734
2023-07-26,4.08163
2023-07-27,4.20918
2023-07-28,4.46428
2023-07-29,1.65816
2023-07-30,1.53061
2023-07-31,4.84693
2023-08-01,5.10204
2023-08-02,3.57142
2023-08-03,2.29591
2023-08-04,3.31632
2023-08-05,1.65816
2023-08-06,1.91326
2023-08-07,2.55102
2023-08-08,2.67857
2023-08-09,4.08163
2023-08-10,3.57142
2023-08-11,4.46428
2023-08-12,2.04081
2023-08-13,1.91326
2023-08-14,3.82653
2023-08-15,2.16836
2023-08-16,3.44387
2023-08-17,5.35714
2023-08-18,4.59183
2023-08-19,2.16836
2023-08-20,2.04081
2023-08-21,4.71938
2023-08-22,6.25
2023-08-23,5.10204
2023-08-24,4.08163
2023-08-25,5.73979
2023-08-26,2.80612
2023-08-27,2.80612
2023-08-28,3.69897
2023-08-29,5.86734
2023-08-30,4.97448
2023-08-31,3.95408
2023-09-01,5.73979
2023-09-02,2.67857
2023-09-03,3.18877
2023-09-04,3.95408
2023-09-05,5.10204
2023-09-06,3.44387
2023-09-07,3.95408
2023-09-08,4.46428
2023-09-09,1.40306
2023-09-10,2.80612
2023-09-11,4.46428
2023-09-12,2.93367
2023-09-13,3.82653
2023-09-14,3.95408
2023-09-15,3.44387
2023-09-16,2.67857
2023-09-17,1.91326
2023-09-18,5.22959
2023-09-19,5.99489
2023-09-20,5.10204
2023-09-21,4.97448
2023-09-22,4.71938
2023-09-23,2.42346
2023-09-24,2.42346
2023-09-25,5.22959
2023-09-26,6.63265
2023-09-27,4.97448
2023-09-28,2.29591
2023-09-29,0.89285
2023-09-30,1.91326
2023-10-01,1.65816
2023-10-02,3.06122
2023-10-03,2.55102
2023-10-04,5.99489
2023-10-05,4.71938
2023-10-06,4.84693
2023-10-07,2.42346
2023-10-08,4.46428
2023-10-09,3.31632
2023-10-10,4.59183
2023-10-11,4.97448
2023-10-12,5.61224
2023-10-13,3.82653
2023-10-14,2.55102
2023-10-15,2.55102
2023-10-16,4.59183
2023-10-17,7.0153
2023-10-18,4.97448
2023-10-19,4.59183
2023-10-20,6.25
2023-10-21,2.93367
2023-10-22,1.27551
2023-10-23,4.84693
2023-10-24,9.31122
2023-10-25,9.69387
2023-10-26,7.39795
2023-10-27,4.59183
2023-10-28,3.31632
2023-10-29,2.55102
2023-10-30,5.48469
2023-10-31,7.65306
2023-11-01,8.03571
2023-11-02,7.39795
2023-11-03,8.67346
2023-11-04,3.44387
2023-11-05,4.84693
2023-11-06,7.78061
2023-11-07,6.88775
2023-11-08,7.2704
2023-11-09,7.65306
2023-11-10,7.0153
2023-11-11,4.20918
2023-11-12,5.86734
2023-11-13,8.41836
2023-11-14,9.94897
2023-11-15,11.35204
2023-11-16,9.31122
2023-11-17,7.78061
2023-11-18,4.97448
2023-11-19,7.0153
2023-11-20,12.24489
2023-11-21,12.37244
2023-11-22,13.90306
2023-11-23,10.84183
2023-11-24,13.5204
2023-11-25,5.61224
2023-11-26,6.7602
2023-11-27,12.37244
2023-11-28,13.5204
2023-11-29,15.81632
2023-11-30,15.30612
2023-12-01,14.79591
2023-12-02,8.16326
2023-12-03,11.22448
2023-12-04,17.72959
2023-12-05,18.75
2023-12-06,19.7704
2023-12-07,15.56122
2023-12-08,15.68877
2023-12-09,9.18367
2023-12-10,9.31122
2023-12-11,21.42857
2023-12-12,21.30102
2023-12-13,18.11224
2023-12-14,17.98469
2023-12-15,17.21938
2023-12-16,10.84183
2023-12-17,8.92857
2023-12-18,19.2602
2023-12-19,27.80612
2023-12-20,27.93367
2023-12-21,27.16836
2023-12-22,36.86224
2023-12-23,14.41326
2023-12-24,13.64795
2023-12-25,19.64285
2023-12-26,52.29591
2023-12-27,56.12244
2023-12-28,59.69387
2023-12-29,57.78061
2023-12-30,23.34183
2023-12-31,26.27551
2024-01-01,6.37755
2024-01-02,9.56632
2024-01-03,8.29081
2024-01-04,8.16326
2024-01-05,7.14285
2024-01-06,3.95408
2024-01-07,4.71938
2024-01-08,7.78061
2024-01-09,8.03571
2024-01-10,10.96938
2024-01-11,10.33163
2024-01-12,11.35204
2024-01-13,6.37755
2024-01-14,6.12244
2024-01-15,55.22959
2024-01-16,48.97959
2024-01-17,41.45408
2024-01-18,49.61734
2024-01-19,37.62755
2024-01-20,25.63775
2024-01-21,27.04081
2024-01-22,100.0
2024-01-23,86.86224
2024-01-24,80.10204
2024-01-25,68.23979
2024-01-26,50.2551
2024-01-27,24.61734
2024-01-28,23.72448
2024-01-29,44.5153
2024-01-30,38.13775
2024-01-31,34.56632
2024-02-01,28.69897
2024-02-02,23.72448
2024-02-03,11.22448
2024-02-04,13.77551
2024-02-05,23.34183
2024-02-06,27.04081
2024-02-07,23.59693
2024-02-08,21.30102
2024-02-09,10.84183
2024-02-10,8.16326
2024-02-11,9.05612
2024-02-12,10.84183
2024-02-13,27.29591
2024-02-14,32.65306
2024-02-15,25.12755
2024-02-16,21.55612
2024-02-17,10.84183
2024-02-18,9.18367
2024-02-19,23.21428
2024-02-20,29.84693
2024-02-21,25.2551
2024-02-22,20.66326
2024-02-23,24.10714
2024-02-24,11.35204
2024-02-25,12.11734
2024-02-26,19.13265
2024-02-27,15.05102
2024-02-28,15.94387
2024-02-29,13.0102
2024-03-01,5.99489
2024-03-02,7.14285
2024-03-03,5.73979
2024-03-04,12.11734
2024-03-05,11.09693
2024-03-06,12.7551
2024-03-07,9.69387
2024-03-08,12.62755
2024-03-09,5.35714
2024-03-10,6.37755
2024-03-11,9.31122
2024-03-12,7.78061
2024-03-13,7.78061
2024-03-14,7.39795
2024-03-15,7.14285
2024-03-16,2.80612
2024-03-17,2.93367
2024-03-18,6.63265
2024-03-19,8.54591
2024-03-20,8.03571
