date,저당권
2020-11-08,27.34693
2020-11-09,49.18367
2020-11-10,48.16326
2020-11-11,46.32653
2020-11-12,45.71428
2020-11-13,43.87755
2020-11-14,29.18367
2020-11-15,27.14285
2020-11-16,46.93877
2020-11-17,63.87755
2020-11-18,53.87755
2020-11-19,55.10204
2020-11-20,48.36734
2020-11-21,37.7551
2020-11-22,35.10204
2020-11-23,52.24489
2020-11-24,43.67346
2020-11-25,45.91836
2020-11-26,45.10204
2020-11-27,45.5102
2020-11-28,33.2653
2020-11-29,30.61224
2020-11-30,49.59183
2020-12-01,55.71428
2020-12-02,55.71428
2020-12-03,48.36734
2020-12-04,50.81632
2020-12-05,40.20408
2020-12-06,45.71428
2020-12-07,62.24489
2020-12-08,66.53061
2020-12-09,56.53061
2020-12-10,55.71428
2020-12-11,52.65306
2020-12-12,41.83673
2020-12-13,37.7551
2020-12-14,64.89795
2020-12-15,54.08163
2020-12-16,62.24489
2020-12-17,55.71428
2020-12-18,49.79591
2020-12-19,36.53061
2020-12-20,26.12244
2020-12-21,44.69387
2020-12-22,42.85714
2020-12-23,37.7551
2020-12-24,27.34693
2020-12-25,23.87755
2020-12-26,29.18367
2020-12-27,27.55102
2020-12-28,44.28571
2020-12-29,42.04081
2020-12-30,43.06122
2020-12-31,28.97959
2021-01-01,24.69387
2021-01-02,33.87755
2021-01-03,34.28571
2021-01-04,50.20408
2021-01-05,50.40816
2021-01-06,53.2653
2021-01-07,51.83673
2021-01-08,44.69387
2021-01-09,32.24489
2021-01-10,34.89795
2021-01-11,55.5102
2021-01-12,55.10204
2021-01-13,53.87755
2021-01-14,56.12244
2021-01-15,57.95918
2021-01-16,44.48979
2021-01-17,42.44897
2021-01-18,72.24489
2021-01-19,74.69387
2021-01-20,72.04081
2021-01-21,67.95918
2021-01-22,57.34693
2021-01-23,36.73469
2021-01-24,39.38775
2021-01-25,79.18367
2021-01-26,74.28571
2021-01-27,63.67346
2021-01-28,67.34693
2021-01-29,52.04081
2021-01-30,40.40816
2021-01-31,39.38775
2021-02-01,58.77551
2021-02-02,59.18367
2021-02-03,54.48979
2021-02-04,57.34693
2021-02-05,49.18367
2021-02-06,32.44897
2021-02-07,36.53061
2021-02-08,54.08163
2021-02-09,53.2653
2021-02-10,44.69387
2021-02-11,24.69387
2021-02-12,26.12244
2021-02-13,29.79591
2021-02-14,35.71428
2021-02-15,56.73469
2021-02-16,60.61224
2021-02-17,62.04081
2021-02-18,61.22448
2021-02-19,51.83673
2021-02-20,34.08163
2021-02-21,31.42857
2021-02-22,56.53061
2021-02-23,57.34693
2021-02-24,47.55102
2021-02-25,46.53061
2021-02-26,43.46938
2021-02-27,32.65306
2021-02-28,33.46938
2021-03-01,44.69387
2021-03-02,51.22448
2021-03-03,49.38775
2021-03-04,60.81632
2021-03-05,58.36734
2021-03-06,41.22448
2021-03-07,42.24489
2021-03-08,56.73469
2021-03-09,59.18367
2021-03-10,67.7551
2021-03-11,58.97959
2021-03-12,55.10204
2021-03-13,43.2653
2021-03-14,41.83673
2021-03-15,64.28571
2021-03-16,57.95918
2021-03-17,59.38775
2021-03-18,66.53061
2021-03-19,51.63265
2021-03-20,35.5102
2021-03-21,38.57142
2021-03-22,53.06122
2021-03-23,58.57142
2021-03-24,59.18367
2021-03-25,60.61224
2021-03-26,50.0
2021-03-27,39.18367
2021-03-28,45.71428
2021-03-29,60.61224
2021-03-30,64.08163
2021-03-31,61.0204
2021-04-01,59.79591
2021-04-02,54.69387
2021-04-03,39.18367
2021-04-04,48.77551
2021-04-05,60.20408
2021-04-06,64.69387
2021-04-07,70.61224
2021-04-08,61.83673
2021-04-09,58.16326
2021-04-10,42.24489
2021-04-11,45.10204
2021-04-12,70.20408
2021-04-13,65.10204
2021-04-14,68.57142
2021-04-15,69.18367
2021-04-16,70.81632
2021-04-17,57.55102
2021-04-18,72.85714
2021-04-19,73.46938
2021-04-20,81.0204
2021-04-21,78.97959
2021-04-22,68.57142
2021-04-23,69.18367
2021-04-24,45.30612
2021-04-25,44.69387
2021-04-26,57.14285
2021-04-27,62.44897
2021-04-28,47.95918
2021-04-29,56.53061
2021-04-30,48.36734
2021-05-01,36.93877
2021-05-02,32.85714
2021-05-03,55.5102
2021-05-04,56.32653
2021-05-05,34.89795
2021-05-06,55.91836
2021-05-07,52.44897
2021-05-08,33.06122
2021-05-09,31.0204
2021-05-10,60.20408
2021-05-11,65.5102
2021-05-12,63.2653
2021-05-13,53.87755
2021-05-14,46.53061
2021-05-15,34.69387
2021-05-16,46.12244
2021-05-17,53.2653
2021-05-18,56.93877
2021-05-19,46.12244
2021-05-20,51.0204
2021-05-21,48.57142
2021-05-22,36.32653
2021-05-23,39.38775
2021-05-24,56.12244
2021-05-25,60.40816
2021-05-26,57.34693
2021-05-27,54.69387
2021-05-28,49.38775
2021-05-29,45.91836
2021-05-30,47.95918
2021-05-31,56.32653
2021-06-01,59.79591
2021-06-02,63.06122
2021-06-03,61.83673
2021-06-04,55.10204
2021-06-05,44.69387
2021-06-06,52.65306
2021-06-07,74.08163
2021-06-08,77.55102
2021-06-09,71.63265
2021-06-10,69.59183
2021-06-11,63.67346
2021-06-12,46.93877
2021-06-13,50.61224
2021-06-14,75.5102
2021-06-15,64.08163
2021-06-16,68.57142
2021-06-17,68.77551
2021-06-18,56.12244
2021-06-19,37.7551
2021-06-20,41.0204
2021-06-21,47.34693
2021-06-22,53.67346
2021-06-23,48.57142
2021-06-24,52.44897
2021-06-25,43.06122
2021-06-26,35.30612
2021-06-27,36.93877
2021-06-28,44.48979
2021-06-29,54.28571
2021-06-30,54.89795
2021-07-01,46.12244
2021-07-02,47.55102
2021-07-03,31.83673
2021-07-04,32.65306
2021-07-05,60.40816
2021-07-06,52.04081
2021-07-07,58.16326
2021-07-08,51.42857
2021-07-09,43.67346
2021-07-10,37.14285
2021-07-11,39.18367
2021-07-12,49.18367
2021-07-13,56.12244
2021-07-14,51.0204
2021-07-15,45.71428
2021-07-16,48.97959
2021-07-17,34.69387
2021-07-18,36.93877
2021-07-19,56.73469
2021-07-20,53.87755
2021-07-21,54.89795
2021-07-22,58.36734
2021-07-23,52.85714
2021-07-24,34.89795
2021-07-25,36.93877
2021-07-26,51.0204
2021-07-27,50.0
2021-07-28,58.77551
2021-07-29,51.22448
2021-07-30,52.65306
2021-07-31,34.69387
2021-08-01,38.16326
2021-08-02,48.57142
2021-08-03,51.42857
2021-08-04,49.38775
2021-08-05,48.97959
2021-08-06,47.34693
2021-08-07,34.08163
2021-08-08,37.55102
2021-08-09,47.55102
2021-08-10,61.83673
2021-08-11,58.36734
2021-08-12,53.46938
2021-08-13,49.59183
2021-08-14,41.22448
2021-08-15,32.04081
2021-08-16,43.87755
2021-08-17,62.65306
2021-08-18,66.12244
2021-08-19,61.63265
2021-08-20,57.7551
2021-08-21,45.91836
2021-08-22,41.42857
2021-08-23,57.14285
2021-08-24,48.36734
2021-08-25,54.08163
2021-08-26,60.81632
2021-08-27,52.24489
2021-08-28,38.36734
2021-08-29,36.12244
2021-08-30,61.0204
2021-08-31,53.67346
2021-09-01,58.77551
2021-09-02,52.44897
2021-09-03,51.0204
2021-09-04,36.73469
2021-09-05,36.93877
2021-09-06,56.32653
2021-09-07,53.87755
2021-09-08,60.40816
2021-09-09,58.36734
2021-09-10,51.0204
2021-09-11,41.83673
2021-09-12,42.85714
2021-09-13,60.0
2021-09-14,77.95918
2021-09-15,69.59183
2021-09-16,53.87755
2021-09-17,44.48979
2021-09-18,34.69387
2021-09-19,36.93877
2021-09-20,39.79591
2021-09-21,28.97959
2021-09-22,45.5102
2021-09-23,55.10204
2021-09-24,54.48979
2021-09-25,44.69387
2021-09-26,45.30612
2021-09-27,65.30612
2021-09-28,64.48979
2021-09-29,64.69387
2021-09-30,61.63265
2021-10-01,57.14285
2021-10-02,50.20408
2021-10-03,50.81632
2021-10-04,59.79591
2021-10-05,66.93877
2021-10-06,73.2653
2021-10-07,66.32653
2021-10-08,65.30612
2021-10-09,50.40816
2021-10-10,47.34693
2021-10-11,52.44897
2021-10-12,62.85714
2021-10-13,72.24489
2021-10-14,80.0
2021-10-15,60.61224
2021-10-16,58.16326
2021-10-17,53.2653
2021-10-18,73.2653
2021-10-19,73.46938
2021-10-20,69.79591
2021-10-21,69.79591
2021-10-22,72.85714
2021-10-23,48.77551
2021-10-24,47.34693
2021-10-25,66.93877
2021-10-26,70.81632
2021-10-27,70.40816
2021-10-28,72.65306
2021-10-29,70.20408
2021-10-30,31.63265
2021-10-31,30.61224
2021-11-01,41.0204
2021-11-02,42.24489
2021-11-03,44.89795
2021-11-04,44.48979
2021-11-05,32.44897
2021-11-06,22.65306
2021-11-07,24.28571
2021-11-08,44.69387
2021-11-09,43.2653
2021-11-10,46.93877
2021-11-11,38.57142
2021-11-12,38.77551
2021-11-13,24.48979
2021-11-14,27.34693
2021-11-15,37.7551
2021-11-16,42.04081
2021-11-17,42.04081
2021-11-18,42.24489
2021-11-19,38.16326
2021-11-20,22.85714
2021-11-21,26.73469
2021-11-22,40.61224
2021-11-23,40.61224
2021-11-24,41.0204
2021-11-25,40.20408
2021-11-26,37.34693
2021-11-27,28.57142
2021-11-28,23.87755
2021-11-29,42.24489
2021-11-30,46.12244
2021-12-01,45.10204
2021-12-02,41.42857
2021-12-03,42.24489
2021-12-04,32.85714
2021-12-05,32.04081
2021-12-06,43.46938
2021-12-07,55.5102
2021-12-08,59.79591
2021-12-09,43.87755
2021-12-10,49.18367
2021-12-11,34.28571
2021-12-12,37.95918
2021-12-13,57.14285
2021-12-14,48.77551
2021-12-15,48.97959
2021-12-16,49.38775
2021-12-17,38.77551
2021-12-18,27.55102
2021-12-19,25.5102
2021-12-20,42.24489
2021-12-21,40.61224
2021-12-22,35.30612
2021-12-23,34.69387
2021-12-24,33.87755
2021-12-25,21.83673
2021-12-26,25.5102
2021-12-27,35.10204
2021-12-28,42.65306
2021-12-29,36.93877
2021-12-30,36.53061
2021-12-31,29.18367
2022-01-01,18.97959
2022-01-02,26.32653
2022-01-03,43.46938
2022-01-04,49.18367
2022-01-05,51.22448
2022-01-06,47.55102
2022-01-07,48.36734
2022-01-08,31.83673
2022-01-09,42.24489
2022-01-10,55.10204
2022-01-11,46.73469
2022-01-12,54.48979
2022-01-13,47.34693
2022-01-14,48.36734
2022-01-15,36.73469
2022-01-16,40.0
2022-01-17,68.97959
2022-01-18,65.91836
2022-01-19,70.81632
2022-01-20,68.77551
2022-01-21,57.34693
2022-01-22,38.57142
2022-01-23,37.95918
2022-01-24,68.97959
2022-01-25,70.0
2022-01-26,67.55102
2022-01-27,68.36734
2022-01-28,48.97959
2022-01-29,33.06122
2022-01-30,31.0204
2022-01-31,25.71428
2022-02-01,27.95918
2022-02-02,31.42857
2022-02-03,61.0204
2022-02-04,61.0204
2022-02-05,35.30612
2022-02-06,39.38775
2022-02-07,60.61224
2022-02-08,64.69387
2022-02-09,62.85714
2022-02-10,61.83673
2022-02-11,50.40816
2022-02-12,36.53061
2022-02-13,38.77551
2022-02-14,56.32653
2022-02-15,60.61224
2022-02-16,55.5102
2022-02-17,57.34693
2022-02-18,48.57142
2022-02-19,32.85714
2022-02-20,33.46938
2022-02-21,59.18367
2022-02-22,47.95918
2022-02-23,53.46938
2022-02-24,45.71428
2022-02-25,38.57142
2022-02-26,29.79591
2022-02-27,31.63265
2022-02-28,37.34693
2022-03-01,34.08163
2022-03-02,41.63265
2022-03-03,48.57142
2022-03-04,40.40816
2022-03-05,31.22448
2022-03-06,34.69387
2022-03-07,51.42857
2022-03-08,42.85714
2022-03-09,39.18367
2022-03-10,48.77551
2022-03-11,52.44897
2022-03-12,36.32653
2022-03-13,34.08163
2022-03-14,50.81632
2022-03-15,45.30612
2022-03-16,48.77551
2022-03-17,50.20408
2022-03-18,44.69387
2022-03-19,40.20408
2022-03-20,37.34693
2022-03-21,45.10204
2022-03-22,50.0
2022-03-23,50.61224
2022-03-24,53.87755
2022-03-25,49.18367
2022-03-26,39.59183
2022-03-27,33.67346
2022-03-28,57.34693
2022-03-29,63.67346
2022-03-30,47.55102
2022-03-31,47.95918
2022-04-01,44.69387
2022-04-02,33.46938
2022-04-03,32.04081
2022-04-04,55.30612
2022-04-05,55.71428
2022-04-06,61.63265
2022-04-07,59.79591
2022-04-08,51.22448
2022-04-09,42.85714
2022-04-10,42.24489
2022-04-11,56.93877
2022-04-12,60.61224
2022-04-13,70.20408
2022-04-14,64.28571
2022-04-15,59.59183
2022-04-16,46.12244
2022-04-17,43.67346
2022-04-18,77.55102
2022-04-19,66.93877
2022-04-20,82.24489
2022-04-21,69.18367
2022-04-22,59.38775
2022-04-23,47.95918
2022-04-24,45.5102
2022-04-25,57.14285
2022-04-26,56.12244
2022-04-27,52.44897
2022-04-28,48.36734
2022-04-29,41.83673
2022-04-30,22.44897
2022-05-01,30.0
2022-05-02,47.55102
2022-05-03,48.77551
2022-05-04,43.06122
2022-05-05,34.08163
2022-05-06,39.18367
2022-05-07,33.46938
2022-05-08,31.42857
2022-05-09,47.95918
2022-05-10,54.08163
2022-05-11,50.81632
2022-05-12,52.24489
2022-05-13,44.28571
2022-05-14,28.16326
2022-05-15,33.87755
2022-05-16,52.04081
2022-05-17,50.81632
2022-05-18,52.65306
2022-05-19,56.73469
2022-05-20,40.61224
2022-05-21,28.16326
2022-05-22,31.42857
2022-05-23,56.32653
2022-05-24,59.18367
2022-05-25,50.40816
2022-05-26,58.16326
2022-05-27,45.10204
2022-05-28,30.61224
2022-05-29,30.40816
2022-05-30,55.91836
2022-05-31,54.48979
2022-06-01,47.7551
2022-06-02,49.59183
2022-06-03,54.48979
2022-06-04,40.81632
2022-06-05,42.04081
2022-06-06,50.0
2022-06-07,58.36734
2022-06-08,64.89795
2022-06-09,66.53061
2022-06-10,55.5102
2022-06-11,46.12244
2022-06-12,51.63265
2022-06-13,66.53061
2022-06-14,68.16326
2022-06-15,73.67346
2022-06-16,63.67346
2022-06-17,49.79591
2022-06-18,37.7551
2022-06-19,41.63265
2022-06-20,56.73469
2022-06-21,47.55102
2022-06-22,45.91836
2022-06-23,47.34693
2022-06-24,46.73469
2022-06-25,34.69387
2022-06-26,34.69387
2022-06-27,61.63265
2022-06-28,62.24489
2022-06-29,61.0204
2022-06-30,55.71428
2022-07-01,46.32653
2022-07-02,37.55102
2022-07-03,34.89795
2022-07-04,59.18367
2022-07-05,55.30612
2022-07-06,52.85714
2022-07-07,51.63265
2022-07-08,48.16326
2022-07-09,31.63265
2022-07-10,34.69387
2022-07-11,56.32653
2022-07-12,60.0
2022-07-13,51.0204
2022-07-14,50.0
2022-07-15,48.36734
2022-07-16,36.53061
2022-07-17,32.24489
2022-07-18,52.44897
2022-07-19,60.40816
2022-07-20,50.20408
2022-07-21,49.38775
2022-07-22,49.38775
2022-07-23,37.7551
2022-07-24,30.40816
2022-07-25,47.55102
2022-07-26,56.93877
2022-07-27,46.12244
2022-07-28,49.38775
2022-07-29,43.46938
2022-07-30,30.61224
2022-07-31,33.87755
2022-08-01,51.42857
2022-08-02,56.73469
2022-08-03,51.83673
2022-08-04,56.12244
2022-08-05,51.83673
2022-08-06,39.59183
2022-08-07,30.40816
2022-08-08,42.24489
2022-08-09,50.81632
2022-08-10,48.77551
2022-08-11,56.93877
2022-08-12,53.67346
2022-08-13,31.22448
2022-08-14,32.85714
2022-08-15,35.30612
2022-08-16,54.69387
2022-08-17,57.7551
2022-08-18,52.85714
2022-08-19,46.93877
2022-08-20,34.89795
2022-08-21,34.89795
2022-08-22,61.22448
2022-08-23,54.08163
2022-08-24,51.83673
2022-08-25,61.83673
2022-08-26,44.69387
2022-08-27,35.30612
2022-08-28,36.12244
2022-08-29,50.0
2022-08-30,60.40816
2022-08-31,54.28571
2022-09-01,51.22448
2022-09-02,47.55102
2022-09-03,27.14285
2022-09-04,33.67346
2022-09-05,50.40816
2022-09-06,57.34693
2022-09-07,52.85714
2022-09-08,40.81632
2022-09-09,27.95918
2022-09-10,25.5102
2022-09-11,27.14285
2022-09-12,38.36734
2022-09-13,63.06122
2022-09-14,62.44897
2022-09-15,65.71428
2022-09-16,47.14285
2022-09-17,38.16326
2022-09-18,45.91836
2022-09-19,72.85714
2022-09-20,65.10204
2022-09-21,62.65306
2022-09-22,55.10204
2022-09-23,58.16326
2022-09-24,44.08163
2022-09-25,36.53061
2022-09-26,53.67346
2022-09-27,62.24489
2022-09-28,69.79591
2022-09-29,67.7551
2022-09-30,59.79591
2022-10-01,44.69387
2022-10-02,44.28571
2022-10-03,51.83673
2022-10-04,54.08163
2022-10-05,54.89795
2022-10-06,66.12244
2022-10-07,61.63265
2022-10-08,40.40816
2022-10-09,43.2653
2022-10-10,55.91836
2022-10-11,61.0204
2022-10-12,72.04081
2022-10-13,78.97959
2022-10-14,64.28571
2022-10-15,61.42857
2022-10-16,61.22448
2022-10-17,83.46938
2022-10-18,74.69387
2022-10-19,85.91836
2022-10-20,91.0204
2022-10-21,77.95918
2022-10-22,62.44897
2022-10-23,66.12244
2022-10-24,69.18367
2022-10-25,77.55102
2022-10-26,81.83673
2022-10-27,72.65306
2022-10-28,60.81632
2022-10-29,38.57142
2022-10-30,24.89795
2022-10-31,40.0
2022-11-01,41.0204
2022-11-02,46.32653
2022-11-03,45.91836
2022-11-04,38.36734
2022-11-05,24.69387
2022-11-06,28.16326
2022-11-07,52.85714
2022-11-08,52.65306
2022-11-09,45.10204
2022-11-10,50.81632
2022-11-11,39.38775
2022-11-12,28.97959
2022-11-13,25.5102
2022-11-14,44.28571
2022-11-15,43.67346
2022-11-16,49.59183
2022-11-17,37.7551
2022-11-18,35.71428
2022-11-19,25.91836
2022-11-20,25.10204
2022-11-21,42.44897
2022-11-22,48.16326
2022-11-23,40.0
2022-11-24,38.97959
2022-11-25,37.14285
2022-11-26,27.34693
2022-11-27,24.69387
2022-11-28,37.7551
2022-11-29,45.5102
2022-11-30,39.18367
2022-12-01,47.34693
2022-12-02,39.38775
2022-12-03,28.97959
2022-12-04,34.28571
2022-12-05,42.24489
2022-12-06,58.97959
2022-12-07,57.95918
2022-12-08,53.06122
2022-12-09,44.89795
2022-12-10,41.0204
2022-12-11,43.67346
2022-12-12,51.83673
2022-12-13,50.0
2022-12-14,52.85714
2022-12-15,47.14285
2022-12-16,44.89795
2022-12-17,34.08163
2022-12-18,28.97959
2022-12-19,43.06122
2022-12-20,38.97959
2022-12-21,35.30612
2022-12-22,32.85714
2022-12-23,29.59183
2022-12-24,15.91836
2022-12-25,15.5102
2022-12-26,34.48979
2022-12-27,37.14285
2022-12-28,28.57142
2022-12-29,28.77551
2022-12-30,26.32653
2022-12-31,21.0204
2023-01-01,20.81632
2023-01-02,40.0
2023-01-03,43.46938
2023-01-04,42.04081
2023-01-05,46.53061
2023-01-06,40.40816
2023-01-07,27.34693
2023-01-08,27.14285
2023-01-09,47.34693
2023-01-10,50.81632
2023-01-11,47.34693
2023-01-12,48.77551
2023-01-13,45.5102
2023-01-14,32.65306
2023-01-15,33.87755
2023-01-16,62.44897
2023-01-17,69.59183
2023-01-18,66.73469
2023-01-19,69.38775
2023-01-20,55.30612
2023-01-21,24.69387
2023-01-22,17.7551
2023-01-23,22.65306
2023-01-24,37.7551
2023-01-25,81.22448
2023-01-26,76.32653
2023-01-27,72.24489
2023-01-28,32.85714
2023-01-29,35.5102
2023-01-30,66.93877
2023-01-31,64.28571
2023-02-01,64.28571
2023-02-02,56.53061
2023-02-03,53.06122
2023-02-04,37.7551
2023-02-05,34.48979
2023-02-06,57.55102
2023-02-07,60.40816
2023-02-08,61.42857
2023-02-09,68.97959
2023-02-10,47.34693
2023-02-11,33.67346
2023-02-12,32.24489
2023-02-13,56.12244
2023-02-14,74.89795
2023-02-15,58.16326
2023-02-16,51.0204
2023-02-17,45.5102
2023-02-18,28.16326
2023-02-19,29.18367
2023-02-20,47.55102
2023-02-21,47.34693
2023-02-22,50.61224
2023-02-23,44.69387
2023-02-24,37.95918
2023-02-25,27.55102
2023-02-26,23.2653
2023-02-27,37.14285
2023-02-28,38.16326
2023-03-01,37.55102
2023-03-02,40.0
2023-03-03,31.22448
2023-03-04,32.65306
2023-03-05,30.0
2023-03-06,45.10204
2023-03-07,46.73469
2023-03-08,46.53061
2023-03-09,56.32653
2023-03-10,41.63265
2023-03-11,30.20408
2023-03-12,25.91836
2023-03-13,42.04081
2023-03-14,49.18367
2023-03-15,55.30612
2023-03-16,49.18367
2023-03-17,46.93877
2023-03-18,34.89795
2023-03-19,30.81632
2023-03-20,55.10204
2023-03-21,54.69387
2023-03-22,47.55102
2023-03-23,58.36734
2023-03-24,46.73469
2023-03-25,43.06122
2023-03-26,33.67346
2023-03-27,56.93877
2023-03-28,53.06122
2023-03-29,52.65306
2023-03-30,51.22448
2023-03-31,43.87755
2023-04-01,30.81632
2023-04-02,33.2653
2023-04-03,54.89795
2023-04-04,52.85714
2023-04-05,61.0204
2023-04-06,64.28571
2023-04-07,40.20408
2023-04-08,42.04081
2023-04-09,54.48979
2023-04-10,62.04081
2023-04-11,58.16326
2023-04-12,60.40816
2023-04-13,62.44897
2023-04-14,57.7551
2023-04-15,53.67346
2023-04-16,53.06122
2023-04-17,68.97959
2023-04-18,80.81632
2023-04-19,100.0
2023-04-20,96.53061
2023-04-21,91.42857
2023-04-22,65.71428
2023-04-23,60.20408
2023-04-24,84.28571
2023-04-25,74.48979
2023-04-26,71.22448
2023-04-27,62.85714
2023-04-28,46.53061
2023-04-29,31.22448
2023-04-30,34.69387
2023-05-01,42.44897
2023-05-02,50.40816
2023-05-03,51.22448
2023-05-04,42.04081
2023-05-05,28.16326
2023-05-06,27.7551
2023-05-07,30.20408
2023-05-08,50.20408
2023-05-09,46.32653
2023-05-10,43.46938
2023-05-11,40.20408
2023-05-12,34.48979
2023-05-13,27.7551
2023-05-14,34.28571
2023-05-15,49.18367
2023-05-16,46.32653
2023-05-17,49.79591
2023-05-18,49.59183
2023-05-19,44.89795
2023-05-20,28.97959
2023-05-21,32.65306
2023-05-22,44.08163
2023-05-23,49.38775
2023-05-24,41.42857
2023-05-25,43.2653
2023-05-26,40.0
2023-05-27,32.85714
2023-05-28,31.63265
2023-05-29,38.36734
2023-05-30,51.22448
