date,인베스트먼트
2020-03-20,11.98465
2020-03-21,5.27325
2020-03-22,7.47842
2020-03-23,14.09395
2020-03-24,15.34036
2020-03-25,20.2301
2020-03-26,27.51677
2020-03-27,17.73729
2020-03-28,7.86193
2020-03-29,6.90316
2020-03-30,16.58676
2020-03-31,13.9022
2020-04-01,12.17641
2020-04-02,14.57334
2020-04-03,11.31351
2020-04-04,7.09491
2020-04-05,7.47842
2020-04-06,15.1486
2020-04-07,14.95685
2020-04-08,14.47746
2020-04-09,14.86097
2020-04-10,11.60115
2020-04-11,6.61553
2020-04-12,5.17737
2020-04-13,11.02588
2020-04-14,9.97123
2020-04-15,4.98561
2020-04-16,10.06711
2020-04-17,12.6558
2020-04-18,6.99904
2020-04-19,6.51965
2020-04-20,16.39501
2020-04-21,14.18983
2020-04-22,15.05273
2020-04-23,12.55992
2020-04-24,10.06711
2020-04-25,6.13614
2020-04-26,4.98561
2020-04-27,16.39501
2020-04-28,13.9022
2020-04-29,9.20421
2020-04-30,4.88974
2020-05-01,6.99904
2020-05-02,3.64333
2020-05-03,6.42377
2020-05-04,7.38255
2020-05-05,5.36912
2020-05-06,8.72483
2020-05-07,11.7929
2020-05-08,12.55992
2020-05-09,5.08149
2020-05-10,4.79386
2020-05-11,8.8207
2020-05-12,10.16299
2020-05-13,10.25886
2020-05-14,11.12176
2020-05-15,9.77948
2020-05-16,4.41035
2020-05-17,4.69798
2020-05-18,11.69702
2020-05-19,9.77948
2020-05-20,9.58772
2020-05-21,10.73825
2020-05-22,10.06711
2020-05-23,4.50623
2020-05-24,6.04026
2020-05-25,9.20421
2020-05-26,12.55992
2020-05-27,11.98465
2020-05-28,10.64237
2020-05-29,10.64237
2020-05-30,3.83509
2020-05-31,4.69798
2020-06-01,9.77948
2020-06-02,12.55992
2020-06-03,9.87535
2020-06-04,7.28667
2020-06-05,9.30009
2020-06-06,5.27325
2020-06-07,8.4372
2020-06-08,13.32694
2020-06-09,15.43624
2020-06-10,17.44966
2020-06-11,10.73825
2020-06-12,10.83413
2020-06-13,6.80728
2020-06-14,6.80728
2020-06-15,14.95685
2020-06-16,12.55992
2020-06-17,11.98465
2020-06-18,11.7929
2020-06-19,14.7651
2020-06-20,8.8207
2020-06-21,5.84851
2020-06-22,10.83413
2020-06-23,10.5465
2020-06-24,10.73825
2020-06-25,11.21764
2020-06-26,11.02588
2020-06-27,5.27325
2020-06-28,5.94439
2020-06-29,10.83413
2020-06-30,9.49185
2020-07-01,9.39597
2020-07-02,14.28571
2020-07-03,11.50527
2020-07-04,5.27325
2020-07-05,4.98561
2020-07-06,11.02588
2020-07-07,13.51869
2020-07-08,13.13518
2020-07-09,10.06711
2020-07-10,8.8207
2020-07-11,6.13614
2020-07-12,6.42377
2020-07-13,10.45062
2020-07-14,36.43336
2020-07-15,26.46212
2020-07-16,16.77852
2020-07-17,12.84755
2020-07-18,7.47842
2020-07-19,11.21764
2020-07-20,14.38159
2020-07-21,14.86097
2020-07-22,13.61457
2020-07-23,11.21764
2020-07-24,8.14956
2020-07-25,6.80728
2020-07-26,5.94439
2020-07-27,9.01246
2020-07-28,9.39597
2020-07-29,10.25886
2020-07-30,11.7929
2020-07-31,8.14956
2020-08-01,6.7114
2020-08-02,5.27325
2020-08-03,12.08053
2020-08-04,16.58676
2020-08-05,12.27229
2020-08-06,9.49185
2020-08-07,10.45062
2020-08-08,4.41035
2020-08-09,5.56088
2020-08-10,10.83413
2020-08-11,9.87535
2020-08-12,9.49185
2020-08-13,10.16299
2020-08-14,8.8207
2020-08-15,6.99904
2020-08-16,6.13614
2020-08-17,7.95781
2020-08-18,7.09491
2020-08-19,16.10738
2020-08-20,15.05273
2020-08-21,10.93
2020-08-22,4.50623
2020-08-23,4.69798
2020-08-24,11.02588
2020-08-25,12.36816
2020-08-26,11.12176
2020-08-27,10.16299
2020-08-28,11.7929
2020-08-29,5.36912
2020-08-30,5.17737
2020-08-31,15.62799
2020-09-01,13.23106
2020-09-02,11.12176
2020-09-03,11.02588
2020-09-04,11.7929
2020-09-05,7.67018
2020-09-06,3.83509
2020-09-07,11.7929
2020-09-08,13.0393
2020-09-09,13.9022
2020-09-10,12.55992
2020-09-11,9.97123
2020-09-12,5.08149
2020-09-13,4.79386
2020-09-14,9.01246
2020-09-15,12.08053
2020-09-16,9.58772
2020-09-17,11.02588
2020-09-18,9.6836
2020-09-19,4.02684
2020-09-20,6.04026
2020-09-21,10.35474
2020-09-22,13.61457
2020-09-23,12.36816
2020-09-24,10.5465
2020-09-25,15.24448
2020-09-26,6.7114
2020-09-27,4.6021
2020-09-28,15.1486
2020-09-29,13.42281
2020-09-30,4.50623
2020-10-01,4.02684
2020-10-02,5.56088
2020-10-03,4.69798
2020-10-04,5.17737
2020-10-05,11.31351
2020-10-06,18.40843
2020-10-07,19.65484
2020-10-08,19.75071
2020-10-09,10.16299
2020-10-10,6.61553
2020-10-11,6.90316
2020-10-12,13.32694
2020-10-13,13.0393
2020-10-14,12.46404
2020-10-15,17.64141
2020-10-16,15.72387
2020-10-17,6.13614
2020-10-18,7.67018
2020-10-19,12.84755
2020-10-20,12.94343
2020-10-21,12.84755
2020-10-22,15.34036
2020-10-23,14.57334
2020-10-24,5.75263
2020-10-25,6.13614
2020-10-26,18.60019
2020-10-27,13.32694
2020-10-28,12.75167
2020-10-29,16.68264
2020-10-30,14.47746
2020-10-31,4.69798
2020-11-01,5.08149
2020-11-02,9.49185
2020-11-03,11.69702
2020-11-04,12.75167
2020-11-05,11.31351
2020-11-06,10.64237
2020-11-07,4.88974
2020-11-08,7.67018
2020-11-09,12.36816
2020-11-10,11.98465
2020-11-11,11.88878
2020-11-12,12.17641
2020-11-13,10.73825
2020-11-14,6.23202
2020-11-15,4.98561
2020-11-16,11.31351
2020-11-17,11.50527
2020-11-18,12.27229
2020-11-19,9.39597
2020-11-20,11.02588
2020-11-21,4.41035
2020-11-22,5.27325
2020-11-23,9.49185
2020-11-24,22.24352
2020-11-25,15.91562
2020-11-26,11.21764
2020-11-27,12.55992
2020-11-28,7.5743
2020-11-29,8.4372
2020-11-30,13.71045
2020-12-01,11.50527
2020-12-02,16.29913
2020-12-03,14.7651
2020-12-04,14.66922
2020-12-05,6.90316
2020-12-06,8.05369
2020-12-07,15.72387
2020-12-08,14.28571
2020-12-09,16.49089
2020-12-10,15.43624
2020-12-11,13.80632
2020-12-12,6.99904
2020-12-13,8.4372
2020-12-14,13.23106
2020-12-15,15.1486
2020-12-16,15.43624
2020-12-17,16.58676
2020-12-18,12.17641
2020-12-19,8.62895
2020-12-20,7.67018
2020-12-21,17.35378
2020-12-22,13.9022
2020-12-23,15.1486
2020-12-24,14.95685
2020-12-25,8.91658
2020-12-26,6.80728
2020-12-27,8.14956
2020-12-28,14.57334
2020-12-29,13.71045
2020-12-30,10.45062
2020-12-31,10.35474
2021-01-01,4.98561
2021-01-02,7.5743
2021-01-03,7.09491
2021-01-04,13.71045
2021-01-05,13.23106
2021-01-06,13.32694
2021-01-07,14.18983
2021-01-08,11.40939
2021-01-09,7.38255
2021-01-10,7.67018
2021-01-11,13.32694
2021-01-12,14.7651
2021-01-13,16.49089
2021-01-14,13.51869
2021-01-15,11.12176
2021-01-16,6.23202
2021-01-17,6.04026
2021-01-18,13.13518
2021-01-19,13.13518
2021-01-20,13.13518
2021-01-21,11.50527
2021-01-22,13.0393
2021-01-23,7.76605
2021-01-24,7.47842
2021-01-25,12.36816
2021-01-26,16.8744
2021-01-27,16.20325
2021-01-28,13.0393
2021-01-29,12.94343
2021-01-30,7.38255
2021-01-31,6.90316
2021-02-01,11.02588
2021-02-02,13.99808
2021-02-03,14.57334
2021-02-04,13.71045
2021-02-05,13.99808
2021-02-06,8.05369
2021-02-07,5.84851
2021-02-08,14.57334
2021-02-09,15.05273
2021-02-10,10.64237
2021-02-11,6.3279
2021-02-12,4.69798
2021-02-13,6.13614
2021-02-14,5.56088
2021-02-15,12.94343
2021-02-16,15.53211
2021-02-17,12.6558
2021-02-18,20.32598
2021-02-19,13.32694
2021-02-20,6.80728
2021-02-21,6.23202
2021-02-22,11.69702
2021-02-23,14.47746
2021-02-24,12.84755
2021-02-25,11.60115
2021-02-26,11.02588
2021-02-27,6.23202
2021-02-28,5.65675
2021-03-01,8.05369
2021-03-02,14.57334
2021-03-03,24.83221
2021-03-04,11.69702
2021-03-05,12.17641
2021-03-06,7.09491
2021-03-07,7.28667
2021-03-08,14.09395
2021-03-09,14.09395
2021-03-10,16.10738
2021-03-11,13.80632
2021-03-12,13.42281
2021-03-13,6.51965
2021-03-14,6.99904
2021-03-15,42.56951
2021-03-16,21.76414
2021-03-17,16.77852
2021-03-18,12.17641
2021-03-19,14.86097
2021-03-20,7.09491
2021-03-21,6.99904
2021-03-22,13.42281
2021-03-23,13.42281
2021-03-24,11.98465
2021-03-25,12.94343
2021-03-26,13.32694
2021-03-27,6.99904
2021-03-28,6.23202
2021-03-29,13.61457
2021-03-30,17.73729
2021-03-31,11.98465
2021-04-01,19.84659
2021-04-02,44.00767
2021-04-03,17.16203
2021-04-04,12.46404
2021-04-05,26.17449
2021-04-06,44.10354
2021-04-07,29.24256
2021-04-08,18.79194
2021-04-09,15.62799
2021-04-10,8.91658
2021-04-11,6.51965
2021-04-12,23.39405
2021-04-13,20.51773
2021-04-14,16.68264
2021-04-15,18.02492
2021-04-16,13.0393
2021-04-17,8.14956
2021-04-18,7.86193
2021-04-19,13.23106
2021-04-20,16.77852
2021-04-21,14.7651
2021-04-22,15.34036
2021-04-23,14.57334
2021-04-24,6.23202
2021-04-25,6.7114
2021-04-26,9.01246
2021-04-27,12.08053
2021-04-28,9.39597
2021-04-29,9.87535
2021-04-30,11.31351
2021-05-01,5.17737
2021-05-02,6.7114
2021-05-03,12.36816
2021-05-04,12.84755
2021-05-05,6.51965
2021-05-06,12.94343
2021-05-07,10.93
2021-05-08,4.2186
2021-05-09,5.56088
2021-05-10,12.36816
2021-05-11,11.60115
2021-05-12,14.7651
2021-05-13,13.42281
2021-05-14,10.93
2021-05-15,6.3279
2021-05-16,5.65675
2021-05-17,11.50527
2021-05-18,12.27229
2021-05-19,6.42377
2021-05-20,8.91658
2021-05-21,10.16299
2021-05-22,5.08149
2021-05-23,3.73921
2021-05-24,9.10834
2021-05-25,12.27229
2021-05-26,10.45062
2021-05-27,11.60115
2021-05-28,10.83413
2021-05-29,5.27325
2021-05-30,4.41035
2021-05-31,8.72483
2021-06-01,10.83413
2021-06-02,11.31351
2021-06-03,12.75167
2021-06-04,9.77948
2021-06-05,7.47842
2021-06-06,4.88974
2021-06-07,10.45062
2021-06-08,10.73825
2021-06-09,11.40939
2021-06-10,12.84755
2021-06-11,9.49185
