date,퇴직금
2021-02-25,50.88227
2021-02-26,50.22386
2021-02-27,27.10034
2021-02-28,23.70292
2021-03-01,27.04766
2021-03-02,48.74901
2021-03-03,48.69633
2021-03-04,43.87674
2021-03-05,46.01
2021-03-06,22.51777
2021-03-07,21.93837
2021-03-08,45.4306
2021-03-09,43.53436
2021-03-10,52.46247
2021-03-11,44.71951
2021-03-12,39.92625
2021-03-13,22.12272
2021-03-14,22.38609
2021-03-15,48.14327
2021-03-16,46.66842
2021-03-17,41.98051
2021-03-18,38.55675
2021-03-19,36.2918
2021-03-20,22.1754
2021-03-21,22.01738
2021-03-22,43.37634
2021-03-23,41.29575
2021-03-24,40.58467
2021-03-25,43.90308
2021-03-26,35.13299
2021-03-27,20.14748
2021-03-28,21.20094
2021-03-29,43.40268
2021-03-30,42.11219
2021-03-31,49.01237
2021-04-01,41.61179
2021-04-02,34.05319
2021-04-03,20.8849
2021-04-04,20.43718
2021-04-05,39.45219
2021-04-06,42.13853
2021-04-07,36.63418
2021-04-08,36.7922
2021-04-09,39.45219
2021-04-10,22.49144
2021-04-11,20.35817
2021-04-12,42.13853
2021-04-13,42.74427
2021-04-14,36.13378
2021-04-15,41.45377
2021-04-16,37.50329
2021-04-17,19.5154
2021-04-18,21.27995
2021-04-19,40.34764
2021-04-20,40.42665
2021-04-21,37.02923
2021-04-22,37.05557
2021-04-23,36.63418
2021-04-24,18.98867
2021-04-25,19.83144
2021-04-26,38.87279
2021-04-27,38.9518
2021-04-28,35.94943
2021-04-29,37.45061
2021-04-30,37.26626
2021-05-01,18.96233
2021-05-02,18.09323
2021-05-03,36.05478
2021-05-04,37.26626
2021-05-05,19.59441
2021-05-06,35.58072
2021-05-07,31.44587
2021-05-08,19.77877
2021-05-09,19.06768
2021-05-10,47.14248
2021-05-11,38.63576
2021-05-12,36.52883
2021-05-13,35.50171
2021-05-14,33.47379
2021-05-15,19.77877
2021-05-16,19.62075
2021-05-17,38.18804
2021-05-18,34.42191
2021-05-19,20.51619
2021-05-20,35.92309
2021-05-21,29.57598
2021-05-22,18.48828
2021-05-23,18.11956
2021-05-24,40.24229
2021-05-25,43.71872
2021-05-26,36.97656
2021-05-27,37.13457
2021-05-28,31.49855
2021-05-29,20.56887
2021-05-30,19.8051
2021-05-31,46.87911
2021-06-01,41.05873
2021-06-02,41.13774
2021-06-03,34.97498
2021-06-04,31.65657
2021-06-05,19.30471
2021-06-06,18.90966
2021-06-07,38.63576
2021-06-08,38.74111
2021-06-09,34.10587
2021-06-10,44.61416
2021-06-11,33.36844
2021-06-12,17.56649
2021-06-13,19.12035
2021-06-14,38.03002
2021-06-15,41.37476
2021-06-16,37.42428
2021-06-17,33.78983
2021-06-18,33.81617
2021-06-19,18.40927
2021-06-20,18.40927
2021-06-21,36.44982
2021-06-22,38.05636
2021-06-23,36.7922
2021-06-24,36.92388
2021-06-25,35.39636
2021-06-26,19.67342
2021-06-27,17.96154
2021-06-28,40.34764
2021-06-29,39.39952
2021-06-30,47.24782
2021-07-01,42.7706
2021-07-02,34.9223
2021-07-03,18.09323
2021-07-04,18.35659
2021-07-05,42.03318
2021-07-06,36.37081
2021-07-07,35.4227
2021-07-08,35.89676
2021-07-09,36.34448
2021-07-10,18.90966
2021-07-11,18.83065
2021-07-12,38.6621
2021-07-13,40.92704
2021-07-14,37.84566
2021-07-15,37.68764
2021-07-16,30.73479
2021-07-17,18.90966
2021-07-18,17.72451
2021-07-19,34.29022
2021-07-20,36.58151
2021-07-21,33.94785
2021-07-22,33.68448
2021-07-23,32.7627
2021-07-24,17.56649
2021-07-25,16.69739
2021-07-26,34.52725
2021-07-27,33.73716
2021-07-28,33.5528
2021-07-29,33.76349
2021-07-30,35.97577
2021-07-31,20.48986
2021-08-01,21.14827
2021-08-02,34.9223
2021-08-03,34.36923
2021-08-04,31.55122
2021-08-05,36.89755
2021-08-06,31.55122
2021-08-07,17.8562
2021-08-08,17.51382
2021-08-09,38.71477
2021-08-10,44.85119
2021-08-11,37.76665
2021-08-12,35.4227
2021-08-13,35.97577
2021-08-14,20.72688
2021-08-15,17.46115
2021-08-16,22.67579
2021-08-17,40.53199
2021-08-18,38.13537
2021-08-19,36.81854
2021-08-20,34.76428
2021-08-21,19.8051
2021-08-22,17.43481
2021-08-23,38.13537
2021-08-24,37.89834
2021-08-25,43.8504
2021-08-26,41.63813
2021-08-27,32.49934
2021-08-28,19.38372
2021-08-29,20.85857
2021-08-30,41.76981
2021-08-31,46.58941
2021-09-01,40.611
2021-09-02,39.7419
2021-09-03,35.87042
2021-09-04,20.09481
2021-09-05,18.75164
2021-09-06,40.21595
2021-09-07,37.21358
2021-09-08,35.18567
2021-09-09,36.13378
2021-09-10,38.63576
2021-09-11,18.88332
2021-09-12,18.01422
2021-09-13,37.05557
2021-09-14,36.37081
2021-09-15,37.00289
2021-09-16,31.3932
2021-09-17,28.46984
2021-09-18,16.7764
2021-09-19,14.24809
2021-09-20,13.2473
2021-09-21,13.22096
2021-09-22,14.95917
2021-09-23,36.84487
2021-09-24,35.84408
2021-09-25,18.11956
2021-09-26,48.19594
2021-09-27,100.0
2021-09-28,58.57255
2021-09-29,49.03871
2021-09-30,55.06979
2021-10-01,41.13774
2021-10-02,22.35975
2021-10-03,23.20252
2021-10-04,26.57361
2021-10-05,48.30129
2021-10-06,43.8504
2021-10-07,38.55675
2021-10-08,41.79615
2021-10-09,21.80668
2021-10-10,20.35817
2021-10-11,24.57203
2021-10-12,44.74585
2021-10-13,42.21754
2021-10-14,42.32288
2021-10-15,38.13537
2021-10-16,18.88332
2021-10-17,18.88332
2021-10-18,35.7124
2021-10-19,36.63418
2021-10-20,37.13457
2021-10-21,35.81775
2021-10-22,31.78825
2021-10-23,18.56728
2021-10-24,18.936
2021-10-25,40.74269
2021-10-26,42.34922
2021-10-27,38.47774
2021-10-28,37.76665
2021-10-29,38.97814
2021-10-30,21.93837
2021-10-31,20.56887
2021-11-01,40.05794
2021-11-02,39.42586
2021-11-03,36.81854
2021-11-04,38.82012
2021-11-05,36.71319
2021-11-06,19.12035
2021-11-07,20.17382
2021-11-08,39.87358
2021-11-09,39.55754
2021-11-10,47.85356
2021-11-11,41.21675
2021-11-12,32.78904
2021-11-13,18.90966
2021-11-14,20.93758
2021-11-15,43.69238
2021-11-16,41.87516
2021-11-17,37.89834
2021-11-18,34.79062
2021-11-19,33.89518
2021-11-20,17.93521
2021-11-21,19.12035
2021-11-22,37.45061
2021-11-23,38.47774
2021-11-24,37.47695
2021-11-25,42.55991
2021-11-26,37.29259
2021-11-27,18.54095
2021-11-28,20.17382
2021-11-29,44.50882
2021-11-30,51.54069
2021-12-01,45.03555
2021-12-02,42.16486
2021-12-03,37.45061
2021-12-04,19.96312
2021-12-05,21.80668
2021-12-06,45.50961
2021-12-07,43.08664
2021-12-08,42.4809
2021-12-09,40.00526
2021-12-10,44.87753
2021-12-11,23.36054
2021-12-12,19.96312
2021-12-13,42.53357
2021-12-14,46.37872
2021-12-15,45.79931
2021-12-16,42.71793
2021-12-17,37.84566
2021-12-18,19.85778
2021-12-19,18.06689
2021-12-20,44.32446
2021-12-21,46.06268
2021-12-22,44.29813
2021-12-23,43.00763
2021-12-24,35.26468
2021-12-25,16.93442
2021-12-26,19.59441
2021-12-27,43.71872
2021-12-28,46.77376
2021-12-29,49.48643
2021-12-30,46.03634
2021-12-31,39.84724
2022-01-01,22.35975
2022-01-02,23.51856
2022-01-03,52.17276
2022-01-04,51.46168
2022-01-05,54.27969
2022-01-06,52.06742
2022-01-07,43.32367
2022-01-08,24.83539
2022-01-09,26.25757
2022-01-10,60.41611
2022-01-11,50.3292
2022-01-12,48.72267
2022-01-13,46.48406
2022-01-14,45.16723
2022-01-15,23.33421
2022-01-16,23.20252
2022-01-17,48.61732
2022-01-18,45.4306
2022-01-19,40.611
2022-01-20,43.50803
2022-01-21,38.63576
2022-01-22,22.30708
2022-01-23,21.51698
2022-01-24,45.11456
2022-01-25,49.59178
2022-01-26,47.48485
2022-01-27,44.32446
2022-01-28,43.50803
2022-01-29,23.30787
2022-01-30,19.43639
2022-01-31,18.27758
2022-02-01,18.38293
2022-02-02,23.20252
2022-02-03,47.51119
2022-02-04,47.35317
2022-02-05,24.54569
2022-02-06,24.38767
2022-02-07,47.90624
2022-02-08,49.11772
2022-02-09,45.79931
2022-02-10,54.96444
2022-02-11,43.8504
2022-02-12,26.25757
2022-02-13,23.46589
2022-02-14,50.80326
2022-02-15,50.77692
2022-02-16,48.56465
2022-02-17,45.58862
2022-02-18,42.4809
2022-02-19,23.36054
2022-02-20,22.59678
2022-02-21,49.35475
2022-02-22,51.25098
2022-02-23,45.03555
2022-02-24,47.80089
2022-02-25,51.409
2022-02-26,26.62628
2022-02-27,24.57203
2022-02-28,53.5686
2022-03-01,34.07953
2022-03-02,51.06663
2022-03-03,46.48406
2022-03-04,44.21912
2022-03-05,24.65104
2022-03-06,24.38767
2022-03-07,49.51277
2022-03-08,43.48169
2022-03-09,23.43955
2022-03-10,51.93573
2022-03-11,48.1696
2022-03-12,24.335
2022-03-13,23.46589
2022-03-14,52.75217
2022-03-15,52.09375
2022-03-16,44.66684
2022-03-17,42.32288
2022-03-18,36.71319
2022-03-19,21.04292
2022-03-20,21.62233
2022-03-21,43.63971
2022-03-22,41.82249
2022-03-23,40.50566
2022-03-24,40.37397
2022-03-25,41.00605
2022-03-26,21.49065
2022-03-27,19.56808
2022-03-28,42.21754
2022-03-29,43.77139
2022-03-30,45.1409
2022-03-31,48.48564
2022-04-01,40.21595
2022-04-02,20.96391
2022-04-03,19.41006
2022-04-04,39.89992
2022-04-05,46.16802
2022-04-06,39.95259
2022-04-07,42.21754
2022-04-08,41.08506
2022-04-09,23.59757
2022-04-10,20.83223
2022-04-11,47.32683
2022-04-12,48.4593
2022-04-13,40.00526
2022-04-14,47.66921
2022-04-15,41.66447
2022-04-16,22.14906
2022-04-17,21.46431
2022-04-18,47.61653
2022-04-19,43.13932
2022-04-20,42.37555
2022-04-21,42.4809
2022-04-22,36.87121
2022-04-23,20.41085
2022-04-24,19.46273
2022-04-25,49.17039
2022-04-26,44.11377
2022-04-27,42.24387
2022-04-28,43.90308
2022-04-29,42.84961
2022-04-30,22.70213
2022-05-01,21.41164
2022-05-02,42.24387
2022-05-03,43.8504
2022-05-04,38.89913
2022-05-05,22.30708
2022-05-06,33.47379
2022-05-07,19.48907
2022-05-08,19.14669
2022-05-09,43.74506
2022-05-10,53.12088
2022-05-11,45.37792
2022-05-12,41.6908
2022-05-13,38.55675
2022-05-14,20.09481
2022-05-15,20.62154
2022-05-16,45.03555
2022-05-17,40.8217
2022-05-18,38.60942
2022-05-19,38.79378
2022-05-20,37.16091
2022-05-21,18.75164
2022-05-22,20.77956
2022-05-23,39.95259
2022-05-24,41.37476
2022-05-25,44.9302
2022-05-26,41.26942
2022-05-27,35.84408
2022-05-28,21.01659
2022-05-29,34.07953
2022-05-30,61.46958
2022-05-31,48.11693
2022-06-01,26.36291
2022-06-02,40.05794
2022-06-03,38.79378
2022-06-04,20.48986
2022-06-05,18.11956
2022-06-06,20.06847
2022-06-07,41.95417
2022-06-08,45.50961
2022-06-09,43.13932
2022-06-10,47.48485
2022-06-11,21.64867
2022-06-12,22.64946
2022-06-13,46.74743
2022-06-14,45.06189
2022-06-15,45.85198
2022-06-16,43.8504
2022-06-17,37.39794
2022-06-18,19.67342
2022-06-19,20.43718
2022-06-20,44.08743
2022-06-21,42.45456
2022-06-22,39.32051
2022-06-23,37.71398
2022-06-24,38.53041
2022-06-25,21.04292
2022-06-26,19.77877
2022-06-27,44.11377
2022-06-28,42.87595
2022-06-29,43.71872
2022-06-30,48.19594
2022-07-01,41.26942
2022-07-02,20.51619
2022-07-03,20.8849
2022-07-04,43.5607
2022-07-05,48.48564
2022-07-06,43.42902
2022-07-07,41.76981
2022-07-08,44.0611
2022-07-09,21.62233
2022-07-10,22.30708
2022-07-11,44.66684
2022-07-12,46.56307
2022-07-13,39.10982
2022-07-14,43.35001
2022-07-15,35.87042
2022-07-16,18.83065
2022-07-17,19.69976
2022-07-18,42.79694
2022-07-19,39.16249
2022-07-20,39.58388
2022-07-21,38.60942
2022-07-22,36.76586
2022-07-23,19.06768
2022-07-24,18.85699
2022-07-25,44.42981
2022-07-26,41.53278
2022-07-27,39.76823
2022-07-28,38.9518
2022-07-29,36.7922
2022-07-30,21.20094
2022-07-31,21.75401
2022-08-01,39.32051
2022-08-02,35.63339
2022-08-03,35.08032
2022-08-04,37.63497
2022-08-05,35.89676
2022-08-06,20.67421
2022-08-07,19.46273
2022-08-08,40.18962
2022-08-09,38.82012
2022-08-10,50.19752
2022-08-11,39.39952
2022-08-12,35.60705
2022-08-13,20.12114
2022-08-14,18.59362
2022-08-15,25.57282
2022-08-16,47.27416
2022-08-17,44.24545
2022-08-18,42.13853
2022-08-19,35.65973
2022-08-20,19.93679
2022-08-21,21.43797
2022-08-22,44.50882
2022-08-23,44.11377
2022-08-24,42.05952
2022-08-25,44.27179
2022-08-26,38.00368
2022-08-27,22.54411
2022-08-28,21.83302
2022-08-29,42.24387
2022-08-30,46.66842
2022-08-31,51.61969
2022-09-01,46.08901
2022-09-02,36.02844
2022-09-03,20.93758
2022-09-04,19.33105
2022-09-05,43.58704
2022-09-06,38.82012
2022-09-07,39.00447
2022-09-08,38.71477
2022-09-09,17.75085
2022-09-10,16.01264
2022-09-11,16.35501
2022-09-12,21.17461
2022-09-13,46.19436
2022-09-14,48.1696
2022-09-15,47.3005
2022-09-16,38.84645
2022-09-17,21.46431
2022-09-18,20.5952
2022-09-19,46.11535
2022-09-20,46.58941
2022-09-21,42.92862
2022-09-22,40.79536
2022-09-23,40.18962
2022-09-24,19.62075
2022-09-25,19.43639
2022-09-26,46.93178
2022-09-27,48.14327
2022-09-28,43.03397
2022-09-29,44.69317
2022-09-30,48.61732
2022-10-01,26.73163
2022-10-02,21.64867
2022-10-03,28.39083
2022-10-04,53.77929
2022-10-05,49.88148
2022-10-06,48.03792
2022-10-07,47.16881
2022-10-08,24.20331
2022-10-09,20.83223
2022-10-10,28.54885
2022-10-11,53.59494
2022-10-12,51.64603
2022-10-13,51.93573
2022-10-14,46.53673
2022-10-15,24.20331
2022-10-16,23.49223
2022-10-17,49.69712
2022-10-18,49.98683
2022-10-19,44.74585
2022-10-20,47.14248
2022-10-21,42.40189
2022-10-22,22.64946
2022-10-23,23.5449
2022-10-24,49.67079
2022-10-25,51.19831
2022-10-26,50.80326
2022-10-27,45.40426
2022-10-28,41.6908
2022-10-29,23.59757
2022-10-30,20.54253
2022-10-31,53.04187
2022-11-01,52.04108
2022-11-02,49.77613
2022-11-03,47.72188
2022-11-04,42.08585
2022-11-05,24.46668
2022-11-06,24.01896
2022-11-07,50.75059
2022-11-08,50.27653
2022-11-09,48.1696
2022-11-10,55.88622
2022-11-11,44.56149
2022-11-12,25.04608
2022-11-13,24.22965
2022-11-14,52.69949
2022-11-15,53.35791
2022-11-16,49.01237
2022-11-17,48.80168
2022-11-18,44.14011
2022-11-19,25.65183
2022-11-20,23.5449
2022-11-21,52.62048
2022-11-22,50.14485
2022-11-23,52.30445
2022-11-24,54.83276
2022-11-25,48.51198
2022-11-26,23.2552
2022-11-27,24.99341
2022-11-28,50.3292
2022-11-29,52.09375
2022-11-30,58.33552
2022-12-01,51.9094
2022-12-02,43.8504
2022-12-03,22.20173
2022-12-04,24.38767
2022-12-05,50.90861
2022-12-06,49.85514
2022-12-07,55.25414
2022-12-08,53.33157
2022-12-09,51.25098
2022-12-10,29.04924
2022-12-11,27.44271
2022-12-12,56.96602
2022-12-13,56.33394
2022-12-14,52.80484
2022-12-15,51.77771
2022-12-16,46.85277
2022-12-17,25.33579
2022-12-18,25.12509
2022-12-19,54.99078
2022-12-20,56.86067
2022-12-21,51.32999
2022-12-22,51.64603
2022-12-23,44.32446
2022-12-24,22.99183
2022-12-25,24.17698
2022-12-26,55.17513
2022-12-27,61.17987
2022-12-28,60.20542
2022-12-29,60.36344
2022-12-30,57.20305
2022-12-31,32.7627
2023-01-01,32.10429
2023-01-02,68.76481
2023-01-03,69.00184
2023-01-04,65.26204
2023-01-05,68.15907
2023-01-06,60.0474
2023-01-07,31.20884
2023-01-08,31.18251
2023-01-09,67.57966
2023-01-10,78.03529
2023-01-11,74.50618
2023-01-12,64.12957
2023-01-13,60.02106
2023-01-14,33.34211
2023-01-15,28.9439
2023-01-16,60.94284
2023-01-17,57.51909
2023-01-18,56.36028
2023-01-19,51.67237
2023-01-20,44.21912
2023-01-21,25.07242
2023-01-22,21.56966
2023-01-23,22.35975
2023-01-24,27.20568
2023-01-25,59.28364
2023-01-26,59.15196
2023-01-27,53.93731
2023-01-28,31.86726
2023-01-29,30.70845
2023-01-30,68.63313
2023-01-31,77.92994
2023-02-01,69.73926
2023-02-02,60.67948
2023-02-03,59.67869
2023-02-04,30.76112
2023-02-05,31.52488
2023-02-06,64.12957
2023-02-07,61.6276
2023-02-08,64.97234
2023-02-09,73.63708
2023-02-10,79.53647
2023-02-11,36.87121
2023-02-12,40.90071
2023-02-13,75.63866
2023-02-14,71.45114
2023-02-15,69.31788
2023-02-16,68.6858
2023-02-17,65.18303
2023-02-18,33.50013
2023-02-19,29.70766
2023-02-20,64.89333
2023-02-21,63.33947
2023-02-22,63.20779
2023-02-23,60.52146
2023-02-24,63.12878
2023-02-25,33.94785
2023-02-26,33.15775
2023-02-27,68.02739
2023-02-28,71.45114
2023-03-01,41.82249
2023-03-02,58.94126
2023-03-03,61.4169
2023-03-04,31.26152
2023-03-05,32.94706
2023-03-06,67.34263
2023-03-07,63.04977
2023-03-08,62.4967
2023-03-09,59.99473
2023-03-10,65.05135
2023-03-11,30.47142
2023-03-12,28.75954
2023-03-13,64.31393
2023-03-14,66.94759
2023-03-15,61.68027
2023-03-16,59.86304
2023-03-17,53.83197
2023-03-18,27.73242
2023-03-19,28.25915
2023-03-20,60.07374
2023-03-21,57.07137
2023-03-22,55.91256
2023-03-23,51.61969
2023-03-24,53.59494
2023-03-25,27.3637
2023-03-26,28.60152
2023-03-27,57.5981
2023-03-28,58.33552
2023-03-29,55.80721
2023-03-30,52.59415
2023-03-31,59.49433
2023-04-01,31.63023
2023-04-02,27.5744
2023-04-03,58.07216
2023-04-04,54.27969
2023-04-05,59.2573
2023-04-06,56.86067
2023-04-07,48.14327
2023-04-08,27.44271
2023-04-09,27.94311
2023-04-10,67.71135
2023-04-11,56.86067
2023-04-12,52.85751
2023-04-13,51.38267
2023-04-14,52.67316
2023-04-15,29.31261
2023-04-16,26.09955
2023-04-17,58.3882
2023-04-18,50.67158
2023-04-19,51.46168
2023-04-20,49.11772
2023-04-21,43.32367
2023-04-22,27.78509
2023-04-23,27.99578
2023-04-24,49.72346
2023-04-25,58.70424
2023-04-26,50.77692
2023-04-27,52.01474
2023-04-28,51.48801
2023-04-29,28.73321
2023-04-30,29.25994
2023-05-01,35.92309
2023-05-02,54.75375
2023-05-03,53.14722
2023-05-04,48.88069
2023-05-05,27.83776
2023-05-06,24.54569
2023-05-07,26.09955
2023-05-08,52.35712
2023-05-09,54.33236
2023-05-10,68.94917
2023-05-11,56.70265
2023-05-12,48.32762
2023-05-13,26.17856
2023-05-14,25.07242
2023-05-15,59.468
2023-05-16,56.09691
2023-05-17,48.9597
2023-05-18,48.22228
2023-05-19,44.71951
2023-05-20,24.6247
2023-05-21,25.65183
2023-05-22,53.17355
2023-05-23,51.46168
2023-05-24,53.2789
2023-05-25,55.54385
2023-05-26,45.08822
2023-05-27,26.04687
2023-05-28,22.59678
2023-05-29,30.78746
