date,개인사업자법인전환
2020-06-25,71.77033
2020-06-26,61.72248
2020-06-27,41.62679
2020-06-28,31.57894
2020-06-29,79.42583
2020-06-30,89.47368
2020-07-01,75.11961
2020-07-02,47.84688
2020-07-03,59.33014
2020-07-04,27.27272
2020-07-05,21.5311
2020-07-06,88.51674
2020-07-07,88.03827
2020-07-08,74.64114
2020-07-09,74.64114
2020-07-10,67.46411
2020-07-11,18.66028
2020-07-12,34.92822
2020-07-13,66.98564
2020-07-14,72.72727
2020-07-15,60.28708
2020-07-16,72.2488
2020-07-17,57.41626
2020-07-18,26.79425
2020-07-19,27.75119
2020-07-20,63.15789
2020-07-21,68.89952
2020-07-22,74.16267
2020-07-23,70.81339
2020-07-24,63.15789
2020-07-25,29.1866
2020-07-26,28.70813
2020-07-27,73.20574
2020-07-28,80.86124
2020-07-29,72.72727
2020-07-30,59.80861
2020-07-31,63.15789
2020-08-01,22.00956
2020-08-02,18.66028
2020-08-03,54.06698
2020-08-04,52.63157
2020-08-05,67.94258
2020-08-06,65.55023
2020-08-07,59.33014
2020-08-08,25.35885
2020-08-09,24.40191
2020-08-10,53.58851
2020-08-11,77.99043
2020-08-12,56.93779
2020-08-13,52.63157
2020-08-14,46.41148
2020-08-15,22.48803
2020-08-16,25.83732
2020-08-17,24.88038
2020-08-18,59.80861
2020-08-19,67.94258
2020-08-20,61.24401
2020-08-21,59.33014
2020-08-22,22.48803
2020-08-23,19.13875
2020-08-24,51.19617
2020-08-25,61.24401
2020-08-26,65.07177
2020-08-27,56.45933
2020-08-28,49.28229
2020-08-29,30.622
2020-08-30,28.70813
2020-08-31,55.50239
2020-09-01,53.58851
2020-09-02,52.63157
2020-09-03,53.58851
2020-09-04,54.06698
2020-09-05,21.05263
2020-09-06,11.00478
2020-09-07,59.33014
2020-09-08,72.2488
2020-09-09,60.76555
2020-09-10,69.85645
2020-09-11,55.02392
2020-09-12,27.27272
2020-09-13,24.40191
2020-09-14,68.89952
2020-09-15,53.11004
2020-09-16,59.33014
2020-09-17,56.93779
2020-09-18,42.58373
2020-09-19,22.48803
2020-09-20,17.70334
2020-09-21,50.7177
2020-09-22,52.15311
2020-09-23,43.54066
2020-09-24,72.2488
2020-09-25,48.80382
2020-09-26,25.83732
2020-09-27,26.79425
2020-09-28,46.41148
2020-09-29,39.23444
2020-09-30,11.48325
2020-10-01,18.18181
2020-10-02,20.57416
2020-10-03,17.70334
2020-10-04,25.83732
2020-10-05,58.3732
2020-10-06,57.89473
2020-10-07,59.33014
2020-10-08,56.93779
2020-10-09,30.14354
2020-10-10,32.53588
2020-10-11,32.53588
2020-10-12,70.33492
2020-10-13,62.20095
2020-10-14,56.45933
2020-10-15,55.02392
2020-10-16,51.67464
2020-10-17,25.35885
2020-10-18,22.00956
2020-10-19,56.93779
2020-10-20,75.59808
2020-10-21,78.46889
2020-10-22,79.42583
2020-10-23,63.15789
2020-10-24,31.10047
2020-10-25,24.40191
2020-10-26,63.63636
2020-10-27,66.98564
2020-10-28,54.54545
2020-10-29,58.85167
2020-10-30,51.19617
2020-10-31,26.79425
2020-11-01,24.40191
2020-11-02,49.76076
2020-11-03,56.45933
2020-11-04,67.46411
2020-11-05,48.32535
2020-11-06,45.45454
2020-11-07,27.27272
2020-11-08,24.40191
2020-11-09,70.33492
2020-11-10,63.15789
2020-11-11,58.85167
2020-11-12,61.24401
2020-11-13,45.45454
2020-11-14,16.74641
2020-11-15,30.14354
2020-11-16,70.81339
2020-11-17,74.16267
2020-11-18,66.98564
2020-11-19,60.28708
2020-11-20,57.89473
2020-11-21,22.9665
2020-11-22,31.57894
2020-11-23,54.54545
2020-11-24,48.32535
2020-11-25,55.50239
2020-11-26,66.50717
2020-11-27,44.97607
2020-11-28,34.92822
2020-11-29,30.622
2020-11-30,74.16267
2020-12-01,76.55502
2020-12-02,68.42105
2020-12-03,63.15789
2020-12-04,56.45933
2020-12-05,21.05263
2020-12-06,27.27272
2020-12-07,78.46889
2020-12-08,65.07177
2020-12-09,68.89952
2020-12-10,76.55502
2020-12-11,55.02392
2020-12-12,25.35885
2020-12-13,26.31578
2020-12-14,58.3732
2020-12-15,69.37799
2020-12-16,76.55502
2020-12-17,63.63636
2020-12-18,69.37799
2020-12-19,37.79904
2020-12-20,27.75119
2020-12-21,53.11004
2020-12-22,67.94258
2020-12-23,67.46411
2020-12-24,51.19617
2020-12-25,24.88038
2020-12-26,28.70813
2020-12-27,36.36363
2020-12-28,83.73205
2020-12-29,77.99043
2020-12-30,62.67942
2020-12-31,57.41626
2021-01-01,32.05741
2021-01-02,27.27272
2021-01-03,35.40669
2021-01-04,84.68899
2021-01-05,93.7799
2021-01-06,90.90909
2021-01-07,82.29665
2021-01-08,78.46889
2021-01-09,33.49282
2021-01-10,35.40669
2021-01-11,81.33971
2021-01-12,77.03349
2021-01-13,71.77033
2021-01-14,72.72727
2021-01-15,63.15789
2021-01-16,37.32057
2021-01-17,26.79425
2021-01-18,72.2488
2021-01-19,75.11961
2021-01-20,72.2488
2021-01-21,68.89952
2021-01-22,65.55023
2021-01-23,32.05741
2021-01-24,33.49282
2021-01-25,74.16267
2021-01-26,78.46889
2021-01-27,66.98564
2021-01-28,58.3732
2021-01-29,58.3732
2021-01-30,31.57894
2021-01-31,27.75119
2021-02-01,65.55023
2021-02-02,63.63636
2021-02-03,63.63636
2021-02-04,64.11483
2021-02-05,61.72248
2021-02-06,33.97129
2021-02-07,28.70813
2021-02-08,80.86124
2021-02-09,54.06698
2021-02-10,44.01913
2021-02-11,30.14354
2021-02-12,16.74641
2021-02-13,25.83732
2021-02-14,29.66507
2021-02-15,58.3732
2021-02-16,77.51196
2021-02-17,76.55502
2021-02-18,86.1244
2021-02-19,71.29186
2021-02-20,27.75119
2021-02-21,37.79904
2021-02-22,63.63636
2021-02-23,66.98564
2021-02-24,59.80861
2021-02-25,51.19617
2021-02-26,56.93779
2021-02-27,23.92344
2021-02-28,25.83732
2021-03-01,28.70813
2021-03-02,62.20095
2021-03-03,64.5933
2021-03-04,56.45933
2021-03-05,52.63157
2021-03-06,27.75119
2021-03-07,19.61722
2021-03-08,49.28229
2021-03-09,55.02392
2021-03-10,60.28708
2021-03-11,65.55023
2021-03-12,57.89473
2021-03-13,24.88038
2021-03-14,27.27272
2021-03-15,66.0287
2021-03-16,61.24401
2021-03-17,51.67464
2021-03-18,55.98086
2021-03-19,66.50717
2021-03-20,19.61722
2021-03-21,22.00956
2021-03-22,62.67942
2021-03-23,63.63636
2021-03-24,56.93779
2021-03-25,54.06698
2021-03-26,46.41148
2021-03-27,31.10047
2021-03-28,28.70813
2021-03-29,58.85167
2021-03-30,64.5933
2021-03-31,64.11483
2021-04-01,59.80861
2021-04-02,48.80382
2021-04-03,19.61722
2021-04-04,31.10047
2021-04-05,59.33014
2021-04-06,57.89473
2021-04-07,55.98086
2021-04-08,60.28708
2021-04-09,50.7177
2021-04-10,19.13875
2021-04-11,19.13875
2021-04-12,57.41626
2021-04-13,67.46411
2021-04-14,65.55023
2021-04-15,58.3732
2021-04-16,61.72248
2021-04-17,27.75119
2021-04-18,26.79425
2021-04-19,74.64114
2021-04-20,74.16267
2021-04-21,74.64114
2021-04-22,72.2488
2021-04-23,51.67464
2021-04-24,21.5311
2021-04-25,25.83732
2021-04-26,68.42105
2021-04-27,67.46411
2021-04-28,57.89473
2021-04-29,56.45933
2021-04-30,55.50239
2021-05-01,22.48803
2021-05-02,22.48803
2021-05-03,54.06698
2021-05-04,43.0622
2021-05-05,27.27272
2021-05-06,60.28708
2021-05-07,42.58373
2021-05-08,27.27272
2021-05-09,20.57416
2021-05-10,59.33014
2021-05-11,76.07655
2021-05-12,60.76555
2021-05-13,63.63636
2021-05-14,59.33014
2021-05-15,31.10047
2021-05-16,29.1866
2021-05-17,77.99043
2021-05-18,67.46411
2021-05-19,36.36363
2021-05-20,77.51196
2021-05-21,70.81339
2021-05-22,36.36363
2021-05-23,37.32057
2021-05-24,81.81818
2021-05-25,85.16746
2021-05-26,81.81818
2021-05-27,68.89952
2021-05-28,66.98564
2021-05-29,24.88038
2021-05-30,33.97129
2021-05-31,71.29186
2021-06-01,68.42105
2021-06-02,69.85645
2021-06-03,77.03349
2021-06-04,63.15789
2021-06-05,26.31578
2021-06-06,23.44497
2021-06-07,57.41626
2021-06-08,66.98564
2021-06-09,79.42583
2021-06-10,74.16267
2021-06-11,64.5933
2021-06-12,27.75119
2021-06-13,29.66507
2021-06-14,57.41626
2021-06-15,87.08133
2021-06-16,82.77511
2021-06-17,78.94736
2021-06-18,64.5933
2021-06-19,20.57416
2021-06-20,23.44497
2021-06-21,80.86124
2021-06-22,88.03827
2021-06-23,84.68899
2021-06-24,79.9043
2021-06-25,51.19617
2021-06-26,24.88038
2021-06-27,31.57894
2021-06-28,75.11961
2021-06-29,69.85645
2021-06-30,63.15789
2021-07-01,73.68421
2021-07-02,65.07177
2021-07-03,32.05741
2021-07-04,33.97129
2021-07-05,74.16267
2021-07-06,64.11483
2021-07-07,58.85167
2021-07-08,60.76555
2021-07-09,68.42105
2021-07-10,27.75119
2021-07-11,17.22488
2021-07-12,78.94736
2021-07-13,60.28708
2021-07-14,77.03349
2021-07-15,68.42105
2021-07-16,62.20095
2021-07-17,30.622
2021-07-18,26.79425
2021-07-19,61.24401
2021-07-20,76.55502
2021-07-21,70.81339
2021-07-22,66.98564
2021-07-23,75.11961
2021-07-24,39.23444
2021-07-25,32.53588
2021-07-26,74.16267
2021-07-27,75.11961
2021-07-28,66.98564
2021-07-29,48.80382
2021-07-30,62.67942
2021-07-31,25.83732
2021-08-01,20.57416
2021-08-02,49.76076
2021-08-03,60.76555
2021-08-04,68.42105
2021-08-05,55.98086
2021-08-06,52.15311
2021-08-07,34.44976
2021-08-08,20.57416
2021-08-09,61.24401
2021-08-10,65.07177
2021-08-11,66.0287
2021-08-12,64.11483
2021-08-13,57.41626
2021-08-14,25.83732
2021-08-15,25.83732
2021-08-16,40.66985
2021-08-17,61.72248
2021-08-18,84.68899
2021-08-19,70.33492
2021-08-20,69.37799
2021-08-21,20.09569
2021-08-22,22.48803
2021-08-23,79.9043
2021-08-24,70.33492
2021-08-25,56.45933
2021-08-26,50.7177
2021-08-27,54.54545
2021-08-28,41.14832
2021-08-29,26.79425
2021-08-30,80.86124
2021-08-31,66.98564
2021-09-01,58.3732
2021-09-02,54.06698
2021-09-03,46.88995
2021-09-04,29.1866
2021-09-05,32.53588
2021-09-06,74.16267
2021-09-07,62.67942
2021-09-08,66.98564
2021-09-09,60.28708
2021-09-10,52.63157
2021-09-11,22.48803
2021-09-12,26.79425
2021-09-13,58.3732
2021-09-14,60.76555
2021-09-15,66.0287
2021-09-16,63.63636
2021-09-17,34.44976
2021-09-18,18.18181
2021-09-19,18.66028
2021-09-20,22.48803
2021-09-21,20.57416
2021-09-22,26.79425
2021-09-23,71.77033
2021-09-24,55.50239
2021-09-25,26.79425
2021-09-26,27.75119
2021-09-27,74.16267
2021-09-28,71.29186
2021-09-29,72.72727
2021-09-30,68.42105
2021-10-01,54.06698
2021-10-02,24.88038
2021-10-03,32.53588
2021-10-04,26.79425
2021-10-05,59.33014
2021-10-06,62.67942
2021-10-07,65.55023
2021-10-08,55.98086
2021-10-09,27.27272
2021-10-10,24.40191
2021-10-11,30.14354
2021-10-12,66.50717
2021-10-13,70.81339
2021-10-14,80.38277
2021-10-15,47.84688
2021-10-16,23.92344
2021-10-17,20.09569
2021-10-18,56.45933
2021-10-19,66.98564
2021-10-20,62.20095
2021-10-21,53.58851
2021-10-22,55.02392
2021-10-23,24.88038
2021-10-24,18.66028
2021-10-25,59.33014
2021-10-26,61.24401
2021-10-27,68.89952
2021-10-28,75.59808
2021-10-29,47.36842
2021-10-30,34.44976
2021-10-31,26.79425
2021-11-01,68.89952
2021-11-02,69.85645
2021-11-03,80.38277
2021-11-04,64.5933
2021-11-05,52.63157
2021-11-06,27.75119
2021-11-07,33.01435
2021-11-08,56.45933
2021-11-09,68.89952
2021-11-10,68.42105
2021-11-11,64.5933
2021-11-12,51.67464
2021-11-13,25.83732
2021-11-14,30.14354
2021-11-15,74.16267
2021-11-16,72.2488
2021-11-17,67.94258
2021-11-18,59.80861
2021-11-19,58.85167
2021-11-20,25.35885
2021-11-21,28.22966
2021-11-22,53.11004
2021-11-23,57.41626
2021-11-24,67.46411
2021-11-25,82.77511
2021-11-26,53.58851
2021-11-27,31.10047
2021-11-28,41.62679
2021-11-29,58.85167
2021-11-30,71.77033
2021-12-01,62.67942
2021-12-02,68.89952
2021-12-03,56.45933
2021-12-04,22.9665
2021-12-05,25.35885
2021-12-06,61.24401
2021-12-07,71.29186
2021-12-08,77.99043
2021-12-09,63.15789
2021-12-10,62.20095
2021-12-11,29.66507
2021-12-12,33.97129
2021-12-13,81.33971
2021-12-14,70.33492
2021-12-15,79.9043
2021-12-16,71.29186
2021-12-17,64.11483
2021-12-18,25.83732
2021-12-19,25.35885
2021-12-20,81.33971
2021-12-21,79.42583
2021-12-22,73.20574
2021-12-23,68.42105
2021-12-24,65.55023
2021-12-25,22.9665
2021-12-26,30.622
2021-12-27,72.72727
2021-12-28,77.03349
2021-12-29,94.73684
2021-12-30,85.64593
2021-12-31,49.76076
2022-01-01,33.97129
2022-01-02,39.23444
2022-01-03,94.25837
2022-01-04,93.30143
2022-01-05,82.77511
2022-01-06,86.1244
2022-01-07,73.20574
2022-01-08,41.62679
2022-01-09,40.66985
2022-01-10,82.29665
2022-01-11,92.34449
2022-01-12,88.99521
2022-01-13,70.81339
2022-01-14,65.55023
2022-01-15,34.44976
2022-01-16,33.97129
2022-01-17,72.2488
2022-01-18,79.9043
2022-01-19,73.68421
2022-01-20,80.86124
2022-01-21,70.33492
2022-01-22,33.49282
2022-01-23,31.57894
2022-01-24,80.38277
2022-01-25,72.72727
2022-01-26,63.15789
2022-01-27,62.20095
2022-01-28,68.89952
2022-01-29,27.75119
2022-01-30,26.79425
2022-01-31,25.35885
2022-02-01,22.00956
2022-02-02,41.14832
2022-02-03,79.42583
2022-02-04,79.9043
2022-02-05,32.05741
2022-02-06,46.41148
2022-02-07,78.94736
2022-02-08,93.30143
2022-02-09,82.77511
2022-02-10,78.46889
2022-02-11,74.64114
2022-02-12,35.40669
2022-02-13,30.622
2022-02-14,67.46411
2022-02-15,97.12918
2022-02-16,70.33492
2022-02-17,64.5933
2022-02-18,48.32535
2022-02-19,39.23444
2022-02-20,37.79904
2022-02-21,77.03349
2022-02-22,63.63636
2022-02-23,66.0287
2022-02-24,77.03349
2022-02-25,59.33014
2022-02-26,26.31578
2022-02-27,28.22966
2022-02-28,62.20095
2022-03-01,38.75598
2022-03-02,75.11961
2022-03-03,64.11483
2022-03-04,75.11961
2022-03-05,21.05263
2022-03-06,25.83732
2022-03-07,51.19617
2022-03-08,55.50239
2022-03-09,34.44976
2022-03-10,70.33492
2022-03-11,58.3732
2022-03-12,24.40191
2022-03-13,28.70813
2022-03-14,64.11483
2022-03-15,64.11483
2022-03-16,77.51196
2022-03-17,58.3732
2022-03-18,54.06698
2022-03-19,32.05741
2022-03-20,27.75119
2022-03-21,65.55023
2022-03-22,56.45933
2022-03-23,68.89952
2022-03-24,62.20095
2022-03-25,51.67464
2022-03-26,32.05741
2022-03-27,28.70813
2022-03-28,61.72248
2022-03-29,63.15789
2022-03-30,71.77033
2022-03-31,56.93779
2022-04-01,58.85167
2022-04-02,36.36363
2022-04-03,32.05741
2022-04-04,76.07655
2022-04-05,66.0287
2022-04-06,80.38277
2022-04-07,64.11483
2022-04-08,60.76555
2022-04-09,26.79425
2022-04-10,31.57894
2022-04-11,86.60287
2022-04-12,71.29186
2022-04-13,71.29186
2022-04-14,67.94258
2022-04-15,62.67942
2022-04-16,36.8421
2022-04-17,33.49282
2022-04-18,100.0
2022-04-19,77.99043
2022-04-20,75.59808
2022-04-21,68.89952
2022-04-22,59.33014
2022-04-23,28.22966
2022-04-24,28.70813
2022-04-25,64.5933
2022-04-26,85.16746
2022-04-27,76.55502
2022-04-28,79.9043
2022-04-29,63.15789
2022-04-30,25.83732
2022-05-01,31.57894
2022-05-02,67.94258
2022-05-03,74.16267
2022-05-04,61.24401
2022-05-05,40.19138
2022-05-06,47.84688
2022-05-07,22.00956
2022-05-08,25.35885
2022-05-09,82.77511
2022-05-10,82.29665
2022-05-11,86.1244
2022-05-12,69.85645
2022-05-13,66.0287
2022-05-14,36.36363
2022-05-15,33.97129
2022-05-16,81.81818
2022-05-17,98.56459
2022-05-18,82.77511
2022-05-19,83.25358
2022-05-20,72.72727
2022-05-21,34.44976
2022-05-22,32.05741
2022-05-23,84.21052
2022-05-24,89.95215
2022-05-25,83.73205
2022-05-26,85.16746
2022-05-27,71.77033
2022-05-28,32.05741
2022-05-29,41.62679
2022-05-30,85.16746
2022-05-31,78.46889
2022-06-01,34.92822
2022-06-02,66.0287
2022-06-03,63.15789
2022-06-04,25.83732
2022-06-05,29.66507
2022-06-06,32.05741
2022-06-07,75.11961
2022-06-08,71.77033
2022-06-09,75.59808
2022-06-10,60.76555
2022-06-11,33.97129
2022-06-12,35.40669
2022-06-13,87.08133
2022-06-14,69.85645
2022-06-15,77.51196
2022-06-16,93.30143
2022-06-17,83.25358
2022-06-18,28.70813
2022-06-19,40.19138
2022-06-20,75.11961
2022-06-21,93.30143
2022-06-22,87.08133
2022-06-23,90.43062
2022-06-24,55.50239
2022-06-25,27.27272
2022-06-26,26.79425
2022-06-27,84.21052
2022-06-28,96.65071
2022-06-29,96.17224
2022-06-30,74.64114
2022-07-01,52.15311
2022-07-02,29.66507
2022-07-03,26.79425
2022-07-04,70.81339
2022-07-05,72.72727
2022-07-06,62.20095
2022-07-07,67.46411
2022-07-08,64.5933
2022-07-09,33.49282
2022-07-10,24.40191
2022-07-11,73.68421
2022-07-12,81.81818
2022-07-13,72.2488
2022-07-14,65.07177
2022-07-15,65.55023
2022-07-16,33.97129
2022-07-17,32.53588
2022-07-18,77.99043
2022-07-19,74.64114
2022-07-20,71.29186
2022-07-21,77.51196
2022-07-22,66.98564
2022-07-23,21.5311
2022-07-24,25.35885
2022-07-25,79.42583
2022-07-26,78.94736
2022-07-27,67.46411
2022-07-28,60.76555
2022-07-29,49.28229
2022-07-30,27.75119
2022-07-31,25.83732
2022-08-01,66.98564
2022-08-02,78.46889
2022-08-03,66.0287
2022-08-04,72.72727
2022-08-05,58.3732
2022-08-06,22.48803
2022-08-07,23.44497
2022-08-08,66.50717
2022-08-09,63.63636
2022-08-10,66.0287
2022-08-11,77.99043
2022-08-12,60.76555
2022-08-13,24.40191
2022-08-14,20.57416
2022-08-15,29.1866
2022-08-16,76.07655
2022-08-17,68.89952
2022-08-18,68.89952
2022-08-19,64.11483
2022-08-20,25.83732
2022-08-21,29.1866
2022-08-22,64.5933
2022-08-23,73.20574
2022-08-24,61.72248
2022-08-25,71.29186
2022-08-26,62.67942
2022-08-27,22.48803
2022-08-28,26.31578
2022-08-29,63.63636
2022-08-30,66.50717
2022-08-31,54.06698
2022-09-01,71.77033
2022-09-02,46.88995
2022-09-03,24.40191
2022-09-04,29.66507
2022-09-05,58.85167
2022-09-06,51.19617
2022-09-07,55.98086
2022-09-08,42.58373
2022-09-09,16.26794
2022-09-10,17.22488
2022-09-11,22.00956
2022-09-12,21.05263
2022-09-13,76.55502
2022-09-14,85.64593
2022-09-15,59.80861
2022-09-16,74.64114
2022-09-17,26.31578
2022-09-18,25.83732
2022-09-19,70.33492
2022-09-20,74.64114
2022-09-21,83.25358
2022-09-22,88.99521
2022-09-23,59.33014
2022-09-24,24.40191
2022-09-25,15.311
2022-09-26,56.45933
2022-09-27,81.81818
2022-09-28,71.77033
2022-09-29,62.67942
2022-09-30,52.63157
2022-10-01,12.44019
2022-10-02,16.74641
2022-10-03,17.22488
2022-10-04,44.01913
2022-10-05,46.88995
2022-10-06,52.15311
2022-10-07,38.75598
2022-10-08,20.57416
2022-10-09,11.48325
2022-10-10,30.622
2022-10-11,46.41148
2022-10-12,66.0287
2022-10-13,51.67464
2022-10-14,51.67464
2022-10-15,16.26794
2022-10-16,27.75119
2022-10-17,58.85167
2022-10-18,61.24401
2022-10-19,58.85167
2022-10-20,49.28229
2022-10-21,43.54066
2022-10-22,19.13875
2022-10-23,20.57416
2022-10-24,56.93779
2022-10-25,54.06698
2022-10-26,46.41148
2022-10-27,55.50239
2022-10-28,44.97607
2022-10-29,27.27272
2022-10-30,7.6555
2022-10-31,55.02392
2022-11-01,51.67464
2022-11-02,57.41626
2022-11-03,60.76555
2022-11-04,84.21052
2022-11-05,22.9665
2022-11-06,28.22966
2022-11-07,69.85645
2022-11-08,54.06698
2022-11-09,63.15789
2022-11-10,68.42105
2022-11-11,48.32535
2022-11-12,24.88038
2022-11-13,12.91866
2022-11-14,59.33014
2022-11-15,68.42105
2022-11-16,61.72248
2022-11-17,65.07177
2022-11-18,48.32535
2022-11-19,22.48803
2022-11-20,20.09569
2022-11-21,53.11004
2022-11-22,49.76076
2022-11-23,55.98086
2022-11-24,52.15311
2022-11-25,38.75598
2022-11-26,30.14354
2022-11-27,25.83732
2022-11-28,49.76076
2022-11-29,66.50717
2022-11-30,58.3732
2022-12-01,56.93779
2022-12-02,45.45454
2022-12-03,20.57416
2022-12-04,21.5311
2022-12-05,55.02392
2022-12-06,50.23923
2022-12-07,49.28229
2022-12-08,57.41626
2022-12-09,50.23923
2022-12-10,21.5311
2022-12-11,35.40669
2022-12-12,60.28708
2022-12-13,55.50239
2022-12-14,55.02392
2022-12-15,51.67464
2022-12-16,57.41626
2022-12-17,19.13875
2022-12-18,17.22488
2022-12-19,46.41148
2022-12-20,49.76076
2022-12-21,62.67942
2022-12-22,59.80861
2022-12-23,60.28708
2022-12-24,21.5311
2022-12-25,33.01435
2022-12-26,59.80861
2022-12-27,63.15789
2022-12-28,66.0287
2022-12-29,77.03349
2022-12-30,44.4976
2022-12-31,22.48803
2023-01-01,23.44497
2023-01-02,66.0287
2023-01-03,67.94258
2023-01-04,70.33492
2023-01-05,58.85167
2023-01-06,55.50239
2023-01-07,27.27272
2023-01-08,38.27751
2023-01-09,62.67942
2023-01-10,78.46889
2023-01-11,63.63636
2023-01-12,63.63636
2023-01-13,57.41626
2023-01-14,23.92344
2023-01-15,23.92344
2023-01-16,60.76555
2023-01-17,64.5933
2023-01-18,68.89952
2023-01-19,60.76555
2023-01-20,46.41148
2023-01-21,24.40191
2023-01-22,13.39712
2023-01-23,27.27272
2023-01-24,28.70813
2023-01-25,65.07177
2023-01-26,64.5933
2023-01-27,68.89952
2023-01-28,25.83732
2023-01-29,30.622
2023-01-30,64.11483
2023-01-31,63.15789
2023-02-01,59.80861
2023-02-02,73.20574
2023-02-03,47.36842
2023-02-04,30.622
2023-02-05,29.1866
2023-02-06,66.50717
2023-02-07,68.89952
2023-02-08,62.20095
2023-02-09,64.11483
2023-02-10,66.50717
2023-02-11,22.9665
2023-02-12,34.44976
2023-02-13,75.59808
2023-02-14,64.5933
2023-02-15,66.0287
2023-02-16,55.02392
2023-02-17,41.14832
2023-02-18,24.40191
2023-02-19,31.10047
2023-02-20,65.55023
2023-02-21,45.45454
2023-02-22,48.32535
2023-02-23,44.97607
2023-02-24,54.06698
2023-02-25,28.70813
2023-02-26,22.48803
2023-02-27,59.33014
2023-02-28,52.63157
2023-03-01,30.622
2023-03-02,56.93779
2023-03-03,60.76555
2023-03-04,15.78947
2023-03-05,21.05263
2023-03-06,64.5933
2023-03-07,54.06698
2023-03-08,52.63157
2023-03-09,66.0287
2023-03-10,48.32535
2023-03-11,23.92344
2023-03-12,28.70813
2023-03-13,51.67464
2023-03-14,60.28708
2023-03-15,64.11483
2023-03-16,62.67942
2023-03-17,52.15311
2023-03-18,21.05263
2023-03-19,29.66507
2023-03-20,54.54545
2023-03-21,49.76076
2023-03-22,59.80861
2023-03-23,65.55023
2023-03-24,41.14832
2023-03-25,33.01435
2023-03-26,37.32057
2023-03-27,57.41626
2023-03-28,60.76555
2023-03-29,40.66985
2023-03-30,51.67464
2023-03-31,48.32535
2023-04-01,23.92344
2023-04-02,26.79425
2023-04-03,54.54545
2023-04-04,66.98564
2023-04-05,66.98564
2023-04-06,66.0287
2023-04-07,49.28229
2023-04-08,19.61722
2023-04-09,20.09569
2023-04-10,56.93779
2023-04-11,55.02392
2023-04-12,55.98086
2023-04-13,48.32535
2023-04-14,46.41148
2023-04-15,17.70334
2023-04-16,26.79425
2023-04-17,55.98086
2023-04-18,60.28708
2023-04-19,54.06698
2023-04-20,46.88995
2023-04-21,52.63157
2023-04-22,24.40191
2023-04-23,20.09569
2023-04-24,48.80382
2023-04-25,52.15311
2023-04-26,43.0622
2023-04-27,39.23444
2023-04-28,45.45454
2023-04-29,24.40191
2023-04-30,16.26794
2023-05-01,19.61722
2023-05-02,56.45933
2023-05-03,53.58851
2023-05-04,56.45933
2023-05-05,20.09569
2023-05-06,24.88038
2023-05-07,22.9665
2023-05-08,64.11483
2023-05-09,59.80861
2023-05-10,68.89952
2023-05-11,55.98086
2023-05-12,50.7177
2023-05-13,29.66507
2023-05-14,26.79425
2023-05-15,60.28708
2023-05-16,63.63636
2023-05-17,69.37799
2023-05-18,58.85167
2023-05-19,52.63157
2023-05-20,24.40191
2023-05-21,29.1866
2023-05-22,71.29186
2023-05-23,68.89952
2023-05-24,68.89952
2023-05-25,72.72727
2023-05-26,49.28229
2023-05-27,25.83732
2023-05-28,23.44497
