date,스타트업투자
2020-08-18,3.32618
2020-08-19,4.56008
2020-08-20,4.07725
2020-08-21,3.70171
2020-08-22,3.48712
2020-08-23,3.11158
2020-08-24,4.61373
2020-08-25,4.07725
2020-08-26,5.90128
2020-08-27,4.93562
2020-08-28,4.50643
2020-08-29,3.96995
2020-08-30,4.07725
2020-08-31,5.20386
2020-09-01,7.51072
2020-09-02,5.90128
2020-09-03,5.68669
2020-09-04,4.39914
2020-09-05,3.32618
2020-09-06,4.07725
2020-09-07,6.27682
2020-09-08,7.08154
2020-09-09,4.34549
2020-09-10,5.52575
2020-09-11,4.50643
2020-09-12,2.73605
2020-09-13,2.95064
2020-09-14,4.45278
2020-09-15,4.34549
2020-09-16,4.56008
2020-09-17,4.18454
2020-09-18,3.59442
2020-09-19,3.16523
2020-09-20,3.70171
2020-09-21,3.64806
2020-09-22,3.00429
2020-09-23,3.16523
2020-09-24,2.6824
2020-09-25,2.95064
2020-09-26,2.30686
2020-09-27,2.03862
2020-09-28,2.5751
2020-09-29,2.6824
2020-09-30,1.66309
2020-10-01,2.03862
2020-10-02,2.36051
2020-10-03,1.82403
2020-10-04,2.6824
2020-10-05,3.16523
2020-10-06,4.29184
2020-10-07,5.09656
2020-10-08,3.37982
2020-10-09,2.5751
2020-10-10,1.87768
2020-10-11,3.48712
2020-10-12,4.23819
2020-10-13,4.61373
2020-10-14,4.23819
2020-10-15,4.18454
2020-10-16,3.37982
2020-10-17,2.5751
2020-10-18,3.75536
2020-10-19,6.59871
2020-10-20,4.88197
2020-10-21,4.45278
2020-10-22,4.45278
2020-10-23,4.07725
2020-10-24,2.41416
2020-10-25,4.66738
2020-10-26,6.38412
2020-10-27,4.72103
2020-10-28,4.77467
2020-10-29,4.18454
2020-10-30,4.1309
2020-10-31,2.36051
2020-11-01,4.0236
2020-11-02,5.04291
2020-11-03,3.9163
2020-11-04,3.80901
2020-11-05,3.9163
2020-11-06,3.70171
2020-11-07,3.05793
2020-11-08,4.82832
2020-11-09,6.00858
2020-11-10,4.50643
2020-11-11,5.84763
2020-11-12,4.45278
2020-11-13,3.96995
2020-11-14,3.16523
2020-11-15,3.64806
2020-11-16,5.57939
2020-11-17,5.20386
2020-11-18,3.21888
2020-11-19,4.39914
2020-11-20,4.39914
2020-11-21,3.00429
2020-11-22,3.9163
2020-11-23,4.88197
2020-11-24,3.70171
2020-11-25,3.70171
2020-11-26,3.21888
2020-11-27,3.32618
2020-11-28,3.70171
2020-11-29,4.0236
2020-11-30,3.80901
2020-12-01,4.50643
2020-12-02,4.98927
2020-12-03,3.59442
2020-12-04,3.80901
2020-12-05,2.78969
2020-12-06,5.04291
2020-12-07,6.38412
2020-12-08,4.61373
2020-12-09,5.09656
2020-12-10,5.04291
2020-12-11,4.1309
2020-12-12,4.07725
2020-12-13,3.43347
2020-12-14,3.70171
2020-12-15,4.45278
2020-12-16,4.18454
2020-12-17,4.0236
2020-12-18,3.96995
2020-12-19,3.64806
2020-12-20,3.37982
2020-12-21,3.86266
2020-12-22,3.96995
2020-12-23,4.61373
2020-12-24,3.05793
2020-12-25,1.82403
2020-12-26,2.62875
2020-12-27,3.96995
2020-12-28,4.66738
2020-12-29,3.75536
2020-12-30,3.75536
2020-12-31,3.48712
2021-01-01,4.07725
2021-01-02,3.96995
2021-01-03,3.43347
2021-01-04,4.34549
2021-01-05,5.41845
2021-01-06,5.15021
2021-01-07,4.34549
2021-01-08,4.93562
2021-01-09,4.93562
2021-01-10,4.77467
2021-01-11,5.95493
2021-01-12,5.09656
2021-01-13,6.75965
2021-01-14,7.88626
2021-01-15,5.57939
2021-01-16,5.79399
2021-01-17,7.02789
2021-01-18,6.11587
2021-01-19,4.77467
2021-01-20,6.59871
2021-01-21,5.52575
2021-01-22,6.16952
2021-01-23,4.18454
2021-01-24,3.05793
2021-01-25,8.95922
2021-01-26,8.95922
2021-01-27,6.8133
2021-01-28,6.97424
2021-01-29,5.4721
2021-01-30,4.93562
2021-01-31,5.31115
2021-02-01,7.13519
2021-02-02,5.95493
2021-02-03,6.65236
2021-02-04,6.59871
2021-02-05,4.29184
2021-02-06,3.05793
2021-02-07,3.37982
2021-02-08,4.56008
2021-02-09,4.61373
2021-02-10,6.00858
2021-02-11,6.16952
2021-02-12,4.1309
2021-02-13,6.706
2021-02-14,8.10085
2021-02-15,8.10085
2021-02-16,7.13519
2021-02-17,6.97424
2021-02-18,8.47639
2021-02-19,6.22317
2021-02-20,6.97424
2021-02-21,6.06223
2021-02-22,8.90557
2021-02-23,6.8133
2021-02-24,7.18884
2021-02-25,8.10085
2021-02-26,6.43776
2021-02-27,5.4721
2021-02-28,4.77467
2021-03-01,8.74463
2021-03-02,8.42274
2021-03-03,7.99356
2021-03-04,9.44206
2021-03-05,6.43776
2021-03-06,5.31115
2021-03-07,5.84763
2021-03-08,6.8133
2021-03-09,5.09656
2021-03-10,7.72532
2021-03-11,6.00858
2021-03-12,6.54506
2021-03-13,4.56008
2021-03-14,5.15021
2021-03-15,6.706
2021-03-16,8.04721
2021-03-17,7.29613
2021-03-18,5.52575
2021-03-19,6.06223
2021-03-20,4.77467
2021-03-21,4.50643
2021-03-22,5.04291
2021-03-23,4.29184
2021-03-24,4.77467
2021-03-25,4.77467
2021-03-26,4.23819
2021-03-27,3.11158
2021-03-28,3.59442
2021-03-29,4.29184
2021-03-30,4.0236
2021-03-31,3.37982
2021-04-01,3.80901
2021-04-02,3.96995
2021-04-03,2.78969
2021-04-04,2.5751
2021-04-05,4.1309
2021-04-06,4.07725
2021-04-07,3.64806
2021-04-08,4.07725
2021-04-09,4.0236
2021-04-10,3.37982
2021-04-11,3.32618
2021-04-12,4.45278
2021-04-13,3.54077
2021-04-14,3.86266
2021-04-15,4.88197
2021-04-16,3.75536
2021-04-17,2.19957
2021-04-18,3.21888
2021-04-19,4.45278
2021-04-20,3.86266
2021-04-21,4.93562
2021-04-22,3.21888
2021-04-23,4.29184
2021-04-24,1.87768
2021-04-25,2.6824
2021-04-26,3.86266
2021-04-27,5.41845
2021-04-28,4.98927
2021-04-29,3.75536
2021-04-30,3.64806
2021-05-01,3.48712
2021-05-02,3.37982
2021-05-03,3.9163
2021-05-04,3.21888
2021-05-05,3.21888
2021-05-06,3.86266
2021-05-07,3.21888
2021-05-08,2.14592
2021-05-09,3.05793
2021-05-10,4.18454
2021-05-11,4.34549
2021-05-12,4.0236
2021-05-13,2.73605
2021-05-14,2.46781
2021-05-15,2.46781
2021-05-16,2.62875
2021-05-17,3.48712
2021-05-18,4.07725
2021-05-19,2.6824
2021-05-20,3.48712
2021-05-21,3.27253
2021-05-22,1.77038
2021-05-23,2.30686
2021-05-24,4.56008
2021-05-25,4.18454
2021-05-26,3.59442
2021-05-27,4.0236
2021-05-28,4.29184
2021-05-29,2.25321
2021-05-30,2.30686
2021-05-31,3.05793
2021-06-01,3.54077
2021-06-02,2.46781
2021-06-03,3.9163
2021-06-04,3.64806
2021-06-05,2.25321
2021-06-06,2.5751
2021-06-07,3.86266
2021-06-08,4.45278
2021-06-09,4.18454
2021-06-10,3.80901
2021-06-11,3.32618
2021-06-12,1.98497
2021-06-13,1.82403
2021-06-14,4.23819
2021-06-15,4.66738
2021-06-16,4.18454
2021-06-17,3.16523
2021-06-18,1.98497
2021-06-19,2.41416
2021-06-20,1.82403
2021-06-21,2.46781
2021-06-22,2.89699
2021-06-23,3.96995
2021-06-24,3.59442
2021-06-25,3.21888
2021-06-26,1.77038
2021-06-27,1.66309
2021-06-28,3.05793
2021-06-29,2.41416
2021-06-30,3.32618
2021-07-01,3.32618
2021-07-02,2.62875
2021-07-03,2.25321
2021-07-04,1.71673
2021-07-05,2.73605
2021-07-06,3.64806
2021-07-07,3.32618
2021-07-08,3.75536
2021-07-09,3.80901
2021-07-10,2.6824
2021-07-11,1.82403
2021-07-12,2.6824
2021-07-13,3.21888
2021-07-14,3.75536
2021-07-15,4.61373
2021-07-16,3.86266
2021-07-17,2.73605
2021-07-18,3.27253
2021-07-19,5.31115
2021-07-20,4.29184
2021-07-21,4.45278
2021-07-22,3.86266
2021-07-23,4.39914
2021-07-24,7.56437
2021-07-25,10.89055
2021-07-26,13.09012
2021-07-27,8.36909
2021-07-28,7.56437
2021-07-29,6.27682
2021-07-30,5.63304
2021-07-31,3.75536
2021-08-01,3.80901
2021-08-02,8.79828
2021-08-03,13.30472
2021-08-04,6.00858
2021-08-05,6.54506
2021-08-06,5.41845
2021-08-07,4.82832
2021-08-08,5.52575
2021-08-09,8.63733
2021-08-10,7.24248
2021-08-11,5.3648
2021-08-12,6.11587
2021-08-13,5.79399
2021-08-14,3.96995
2021-08-15,5.04291
2021-08-16,5.57939
2021-08-17,5.57939
2021-08-18,10.40772
2021-08-19,8.58369
2021-08-20,7.24248
2021-08-21,3.11158
2021-08-22,5.25751
2021-08-23,7.45708
2021-08-24,7.40343
2021-08-25,6.9206
2021-08-26,7.24248
2021-08-27,5.09656
2021-08-28,3.9163
2021-08-29,5.04291
2021-08-30,6.9206
2021-08-31,6.43776
2021-09-01,5.15021
2021-09-02,5.31115
2021-09-03,5.04291
2021-09-04,4.18454
2021-09-05,6.33047
2021-09-06,11.26609
2021-09-07,8.53004
2021-09-08,6.97424
2021-09-09,7.08154
2021-09-10,7.08154
2021-09-11,3.70171
2021-09-12,4.34549
2021-09-13,5.31115
2021-09-14,6.22317
2021-09-15,5.79399
2021-09-16,3.9163
2021-09-17,4.0236
2021-09-18,4.23819
2021-09-19,4.34549
2021-09-20,3.86266
2021-09-21,3.54077
2021-09-22,4.61373
2021-09-23,10.30042
2021-09-24,23.87339
2021-09-25,13.19742
2021-09-26,11.69527
2021-09-27,8.36909
2021-09-28,8.31545
2021-09-29,5.63304
2021-09-30,5.74034
2021-10-01,4.88197
2021-10-02,3.37982
2021-10-03,2.84334
2021-10-04,4.88197
2021-10-05,6.00858
2021-10-06,6.65236
2021-10-07,5.74034
2021-10-08,6.11587
2021-10-09,3.48712
2021-10-10,3.70171
2021-10-11,4.34549
2021-10-12,6.27682
2021-10-13,4.50643
2021-10-14,5.20386
2021-10-15,4.72103
2021-10-16,2.52145
2021-10-17,4.39914
2021-10-18,4.88197
2021-10-19,5.09656
2021-10-20,5.90128
2021-10-21,3.86266
2021-10-22,4.23819
2021-10-23,3.80901
2021-10-24,3.48712
2021-10-25,4.23819
2021-10-26,5.74034
2021-10-27,4.72103
2021-10-28,4.61373
2021-10-29,4.45278
2021-10-30,3.59442
2021-10-31,4.07725
2021-11-01,5.90128
2021-11-02,7.24248
2021-11-03,11.0515
2021-11-04,8.53004
2021-11-05,5.74034
2021-11-06,3.59442
2021-11-07,3.80901
2021-11-08,6.75965
2021-11-09,4.0236
2021-11-10,4.23819
2021-11-11,4.56008
2021-11-12,7.13519
2021-11-13,4.0236
2021-11-14,3.37982
2021-11-15,4.07725
2021-11-16,5.74034
2021-11-17,5.90128
2021-11-18,7.02789
2021-11-19,3.9163
2021-11-20,2.52145
2021-11-21,4.1309
2021-11-22,6.43776
2021-11-23,5.57939
2021-11-24,5.79399
2021-11-25,5.15021
2021-11-26,5.15021
2021-11-27,3.64806
2021-11-28,3.64806
2021-11-29,4.0236
2021-11-30,6.97424
2021-12-01,6.22317
2021-12-02,5.15021
2021-12-03,5.3648
2021-12-04,4.50643
2021-12-05,4.29184
2021-12-06,6.06223
2021-12-07,6.22317
2021-12-08,9.603
2021-12-09,6.49141
2021-12-10,4.34549
2021-12-11,3.86266
2021-12-12,3.75536
2021-12-13,8.2618
2021-12-14,6.65236
2021-12-15,8.90557
2021-12-16,5.68669
2021-12-17,4.18454
2021-12-18,15.82618
2021-12-19,100.0
2021-12-20,17.27467
2021-12-21,13.6266
2021-12-22,21.78111
2021-12-23,20.33261
2021-12-24,10.08583
2021-12-25,6.86695
2021-12-26,7.72532
2021-12-27,9.7103
2021-12-28,10.51502
2021-12-29,9.65665
2021-12-30,8.53004
2021-12-31,6.06223
2022-01-01,6.16952
2022-01-02,10.03218
2022-01-03,8.20815
2022-01-04,7.72532
2022-01-05,7.77896
2022-01-06,8.1545
2022-01-07,29.72103
2022-01-08,36.58798
2022-01-09,46.51287
2022-01-10,33.85193
2022-01-11,20.06437
2022-01-12,16.84549
2022-01-13,15.02145
2022-01-14,12.33905
2022-01-15,9.12017
2022-01-16,11.48068
2022-01-17,10.99785
2022-01-18,12.3927
2022-01-19,10.35407
2022-01-20,8.31545
2022-01-21,7.93991
2022-01-22,6.65236
2022-01-23,7.24248
2022-01-24,8.47639
2022-01-25,9.97854
2022-01-26,8.63733
2022-01-27,8.79828
2022-01-28,9.01287
2022-01-29,6.27682
2022-01-30,7.02789
2022-01-31,5.3648
2022-02-01,5.63304
2022-02-02,7.45708
2022-02-03,18.88412
2022-02-04,11.74892
2022-02-05,6.706
2022-02-06,7.77896
2022-02-07,10.03218
2022-02-08,36.74892
2022-02-09,10.67596
2022-02-10,11.74892
2022-02-11,8.63733
2022-02-12,5.3648
2022-02-13,6.8133
2022-02-14,8.79828
2022-02-15,8.2618
2022-02-16,8.31545
2022-02-17,7.02789
2022-02-18,9.06652
2022-02-19,4.98927
2022-02-20,5.4721
2022-02-21,8.95922
2022-02-22,8.63733
2022-02-23,7.56437
2022-02-24,8.10085
2022-02-25,6.27682
2022-02-26,4.72103
2022-02-27,4.45278
2022-02-28,6.16952
2022-03-01,5.68669
2022-03-02,7.88626
2022-03-03,9.603
2022-03-04,7.83261
2022-03-05,4.88197
2022-03-06,6.86695
2022-03-07,8.20815
2022-03-08,8.36909
2022-03-09,8.36909
2022-03-10,7.72532
2022-03-11,7.02789
2022-03-12,8.04721
2022-03-13,5.68669
2022-03-14,7.77896
2022-03-15,9.38841
2022-03-16,7.72532
2022-03-17,7.67167
2022-03-18,7.83261
2022-03-19,5.3648
2022-03-20,4.77467
2022-03-21,7.93991
2022-03-22,7.83261
2022-03-23,7.88626
2022-03-24,7.02789
2022-03-25,6.8133
2022-03-26,5.4721
2022-03-27,7.83261
2022-03-28,7.45708
2022-03-29,7.67167
2022-03-30,7.51072
2022-03-31,7.67167
2022-04-01,6.59871
2022-04-02,3.86266
2022-04-03,3.32618
2022-04-04,7.61802
2022-04-05,7.02789
2022-04-06,6.9206
2022-04-07,5.52575
2022-04-08,5.52575
2022-04-09,5.4721
2022-04-10,3.96995
2022-04-11,7.40343
2022-04-12,6.65236
2022-04-13,5.4721
2022-04-14,7.24248
2022-04-15,7.99356
2022-04-16,3.9163
2022-04-17,4.50643
2022-04-18,6.33047
2022-04-19,11.48068
2022-04-20,7.13519
2022-04-21,7.18884
2022-04-22,6.22317
2022-04-23,3.37982
2022-04-24,5.25751
2022-04-25,7.18884
2022-04-26,7.77896
2022-04-27,6.706
2022-04-28,7.61802
2022-04-29,5.41845
2022-04-30,3.96995
2022-05-01,4.0236
2022-05-02,6.49141
2022-05-03,7.18884
2022-05-04,6.22317
2022-05-05,4.50643
2022-05-06,5.25751
2022-05-07,3.32618
2022-05-08,4.29184
2022-05-09,6.33047
2022-05-10,6.8133
2022-05-11,6.38412
2022-05-12,5.20386
2022-05-13,6.27682
2022-05-14,3.37982
2022-05-15,7.61802
2022-05-16,9.33476
2022-05-17,8.1545
2022-05-18,6.9206
2022-05-19,6.11587
2022-05-20,6.9206
2022-05-21,4.88197
2022-05-22,4.93562
2022-05-23,6.27682
2022-05-24,7.77896
2022-05-25,7.56437
2022-05-26,9.76394
2022-05-27,21.72746
2022-05-28,14.32403
2022-05-29,12.92918
2022-05-30,13.35836
2022-05-31,7.67167
2022-06-01,6.65236
2022-06-02,6.54506
2022-06-03,6.54506
2022-06-04,5.04291
2022-06-05,5.4721
2022-06-06,6.00858
2022-06-07,6.33047
2022-06-08,8.79828
2022-06-09,6.8133
2022-06-10,7.83261
2022-06-11,4.29184
2022-06-12,4.18454
2022-06-13,8.20815
2022-06-14,7.08154
2022-06-15,6.49141
2022-06-16,7.51072
2022-06-17,6.75965
2022-06-18,3.43347
2022-06-19,3.59442
2022-06-20,7.83261
2022-06-21,7.40343
2022-06-22,5.95493
2022-06-23,6.06223
2022-06-24,6.86695
2022-06-25,3.96995
2022-06-26,3.37982
2022-06-27,6.59871
2022-06-28,6.65236
2022-06-29,6.86695
2022-06-30,4.93562
2022-07-01,5.74034
2022-07-02,3.37982
2022-07-03,3.54077
2022-07-04,6.27682
2022-07-05,5.31115
2022-07-06,6.86695
2022-07-07,6.11587
2022-07-08,5.31115
2022-07-09,3.11158
2022-07-10,4.0236
2022-07-11,6.97424
2022-07-12,6.33047
2022-07-13,5.74034
2022-07-14,5.79399
2022-07-15,5.63304
2022-07-16,2.6824
2022-07-17,2.52145
2022-07-18,5.25751
2022-07-19,6.11587
2022-07-20,6.16952
2022-07-21,5.41845
2022-07-22,5.63304
2022-07-23,2.36051
2022-07-24,3.27253
2022-07-25,5.20386
2022-07-26,5.3648
2022-07-27,10.89055
2022-07-28,7.56437
2022-07-29,5.52575
2022-07-30,3.96995
2022-07-31,5.63304
2022-08-01,7.67167
2022-08-02,6.38412
2022-08-03,6.38412
2022-08-04,7.24248
2022-08-05,5.57939
2022-08-06,4.18454
2022-08-07,5.3648
2022-08-08,6.97424
2022-08-09,6.33047
2022-08-10,4.93562
2022-08-11,5.25751
2022-08-12,5.25751
2022-08-13,2.84334
2022-08-14,3.11158
2022-08-15,4.45278
2022-08-16,5.68669
2022-08-17,6.8133
2022-08-18,6.8133
2022-08-19,6.38412
2022-08-20,5.04291
2022-08-21,4.88197
2022-08-22,6.22317
2022-08-23,5.74034
2022-08-24,5.74034
2022-08-25,6.11587
2022-08-26,4.50643
2022-08-27,2.5751
2022-08-28,3.70171
2022-08-29,4.29184
2022-08-30,5.3648
2022-08-31,4.34549
2022-09-01,5.84763
2022-09-02,4.72103
2022-09-03,3.27253
2022-09-04,3.70171
2022-09-05,6.706
2022-09-06,7.45708
2022-09-07,6.00858
2022-09-08,6.00858
2022-09-09,3.21888
2022-09-10,2.6824
2022-09-11,4.88197
2022-09-12,5.3648
2022-09-13,7.77896
2022-09-14,7.40343
2022-09-15,8.63733
2022-09-16,6.9206
2022-09-17,4.29184
2022-09-18,4.34549
2022-09-19,9.81759
2022-09-20,8.04721
2022-09-21,6.33047
2022-09-22,7.34978
2022-09-23,6.49141
2022-09-24,4.77467
2022-09-25,8.1545
2022-09-26,28.70171
2022-09-27,31.49141
2022-09-28,19.68884
2022-09-29,14.86051
2022-09-30,8.90557
2022-10-01,4.39914
2022-10-02,4.77467
2022-10-03,5.68669
2022-10-04,8.79828
2022-10-05,9.06652
2022-10-06,7.56437
2022-10-07,5.57939
2022-10-08,3.64806
2022-10-09,3.48712
2022-10-10,4.56008
2022-10-11,7.77896
2022-10-12,6.706
2022-10-13,7.02789
2022-10-14,5.63304
2022-10-15,4.88197
2022-10-16,4.0236
2022-10-17,6.54506
2022-10-18,6.9206
2022-10-19,7.13519
2022-10-20,6.75965
2022-10-21,6.06223
2022-10-22,2.95064
2022-10-23,3.64806
2022-10-24,7.18884
2022-10-25,6.33047
2022-10-26,14.16309
2022-10-27,9.65665
2022-10-28,6.97424
2022-10-29,3.80901
2022-10-30,4.39914
2022-10-31,8.10085
2022-11-01,7.18884
2022-11-02,7.40343
2022-11-03,9.76394
2022-11-04,8.42274
2022-11-05,4.45278
2022-11-06,4.1309
2022-11-07,7.45708
2022-11-08,7.08154
2022-11-09,7.93991
2022-11-10,11.80257
2022-11-11,9.65665
2022-11-12,7.83261
2022-11-13,5.79399
2022-11-14,10.72961
2022-11-15,7.67167
2022-11-16,7.67167
2022-11-17,7.24248
2022-11-18,6.706
2022-11-19,4.61373
2022-11-20,4.1309
2022-11-21,7.45708
2022-11-22,7.93991
2022-11-23,6.22317
2022-11-24,6.65236
2022-11-25,5.3648
2022-11-26,3.80901
2022-11-27,4.0236
2022-11-28,8.79828
2022-11-29,8.2618
2022-11-30,8.47639
2022-12-01,6.43776
2022-12-02,6.16952
2022-12-03,3.37982
2022-12-04,3.9163
2022-12-05,5.79399
2022-12-06,7.40343
2022-12-07,6.43776
2022-12-08,7.40343
2022-12-09,5.57939
2022-12-10,3.48712
2022-12-11,5.25751
2022-12-12,7.61802
2022-12-13,6.706
2022-12-14,6.00858
2022-12-15,6.97424
2022-12-16,6.27682
2022-12-17,3.9163
2022-12-18,3.80901
2022-12-19,7.08154
2022-12-20,5.79399
2022-12-21,4.98927
2022-12-22,6.65236
2022-12-23,5.15021
2022-12-24,3.11158
2022-12-25,3.75536
2022-12-26,6.97424
2022-12-27,6.11587
2022-12-28,5.63304
2022-12-29,4.98927
2022-12-30,5.20386
2022-12-31,3.00429
2023-01-01,3.86266
2023-01-02,5.68669
2023-01-03,6.16952
2023-01-04,5.95493
2023-01-05,7.40343
2023-01-06,7.08154
2023-01-07,5.20386
2023-01-08,4.18454
2023-01-09,9.01287
2023-01-10,6.65236
2023-01-11,6.16952
2023-01-12,7.88626
2023-01-13,5.84763
2023-01-14,3.27253
2023-01-15,4.88197
2023-01-16,6.22317
2023-01-17,5.3648
2023-01-18,6.8133
2023-01-19,6.38412
2023-01-20,4.66738
2023-01-21,3.05793
2023-01-22,3.54077
2023-01-23,3.80901
2023-01-24,4.29184
2023-01-25,6.8133
2023-01-26,7.40343
2023-01-27,6.65236
2023-01-28,3.80901
2023-01-29,2.95064
2023-01-30,6.22317
2023-01-31,5.84763
2023-02-01,5.74034
2023-02-02,6.00858
2023-02-03,5.90128
2023-02-04,3.48712
2023-02-05,4.0236
2023-02-06,5.74034
2023-02-07,6.33047
2023-02-08,6.75965
2023-02-09,6.97424
2023-02-10,5.90128
2023-02-11,2.14592
2023-02-12,4.34549
2023-02-13,7.13519
2023-02-14,6.22317
2023-02-15,5.68669
2023-02-16,5.31115
2023-02-17,4.0236
2023-02-18,3.9163
2023-02-19,4.82832
2023-02-20,6.16952
2023-02-21,7.24248
2023-02-22,4.88197
2023-02-23,5.90128
2023-02-24,4.29184
2023-02-25,3.48712
2023-02-26,4.0236
2023-02-27,5.74034
2023-02-28,5.52575
2023-03-01,3.64806
2023-03-02,6.06223
2023-03-03,4.61373
2023-03-04,2.89699
2023-03-05,4.1309
2023-03-06,5.57939
2023-03-07,6.59871
2023-03-08,5.4721
2023-03-09,5.68669
2023-03-10,4.82832
2023-03-11,3.27253
2023-03-12,4.93562
2023-03-13,6.27682
2023-03-14,5.57939
2023-03-15,5.09656
2023-03-16,7.45708
2023-03-17,5.84763
2023-03-18,4.34549
2023-03-19,4.1309
2023-03-20,5.31115
2023-03-21,6.33047
2023-03-22,5.63304
2023-03-23,6.33047
2023-03-24,5.4721
2023-03-25,2.95064
2023-03-26,3.00429
2023-03-27,7.18884
2023-03-28,6.00858
2023-03-29,6.65236
2023-03-30,5.84763
2023-03-31,4.1309
2023-04-01,3.43347
2023-04-02,3.27253
2023-04-03,5.63304
2023-04-04,5.74034
2023-04-05,5.84763
2023-04-06,5.79399
2023-04-07,5.20386
2023-04-08,2.95064
2023-04-09,3.32618
2023-04-10,6.11587
2023-04-11,5.57939
2023-04-12,4.45278
2023-04-13,6.00858
2023-04-14,5.84763
2023-04-15,3.05793
2023-04-16,3.48712
2023-04-17,5.4721
2023-04-18,4.56008
2023-04-19,5.90128
2023-04-20,4.23819
2023-04-21,4.61373
2023-04-22,3.11158
2023-04-23,3.54077
2023-04-24,4.77467
2023-04-25,6.65236
2023-04-26,4.72103
2023-04-27,4.29184
2023-04-28,4.23819
2023-04-29,3.43347
2023-04-30,2.89699
2023-05-01,2.84334
2023-05-02,5.25751
2023-05-03,4.50643
2023-05-04,5.09656
2023-05-05,3.00429
2023-05-06,2.5751
2023-05-07,3.32618
2023-05-08,5.4721
2023-05-09,6.06223
2023-05-10,4.29184
2023-05-11,3.80901
2023-05-12,4.34549
2023-05-13,3.05793
2023-05-14,3.9163
2023-05-15,4.72103
2023-05-16,5.63304
2023-05-17,5.3648
2023-05-18,5.04291
2023-05-19,3.70171
2023-05-20,3.16523
2023-05-21,3.27253
2023-05-22,4.98927
2023-05-23,5.68669
2023-05-24,5.31115
2023-05-25,4.66738
2023-05-26,6.33047
2023-05-27,2.52145
2023-05-28,4.98927
2023-05-29,5.09656
