date,피규어주문제작
2020-08-23,21.27659
2020-08-24,57.4468
2020-08-25,57.4468
2020-08-26,27.65957
2020-08-27,48.93617
2020-08-29,38.29787
2020-08-30,29.78723
2020-08-31,34.04255
2020-09-01,44.68085
2020-09-02,25.53191
2020-09-03,46.80851
2020-09-04,31.91489
2020-09-05,17.02127
2020-09-06,21.27659
2020-09-07,21.27659
2020-09-08,55.31914
2020-09-09,17.02127
2020-09-10,14.89361
2020-09-11,36.17021
2020-09-12,36.17021
2020-09-13,14.89361
2020-09-14,55.31914
2020-09-15,46.80851
2020-09-16,40.42553
2020-09-17,51.06382
2020-09-18,34.04255
2020-09-19,19.14893
2020-09-20,19.14893
2020-09-21,21.27659
2020-09-22,17.02127
2020-09-23,10.63829
2020-09-24,14.89361
2020-09-25,38.29787
2020-09-26,19.14893
2020-09-28,31.91489
2020-09-29,23.40425
2020-09-30,38.29787
2020-10-01,21.27659
2020-10-02,12.76595
2020-10-03,10.63829
2020-10-04,36.17021
2020-10-05,27.65957
2020-10-06,40.42553
2020-10-07,40.42553
2020-10-08,36.17021
2020-10-09,31.91489
2020-10-10,29.78723
2020-10-11,14.89361
2020-10-12,25.53191
2020-10-13,36.17021
2020-10-14,29.78723
2020-10-15,59.57446
2020-10-16,34.04255
2020-10-17,14.89361
2020-10-18,34.04255
2020-10-19,12.76595
2020-10-20,25.53191
2020-10-21,29.78723
2020-10-22,59.57446
2020-10-23,23.40425
2020-10-24,34.04255
2020-10-25,36.17021
2020-10-26,44.68085
2020-10-27,29.78723
2020-10-28,44.68085
2020-10-29,40.42553
2020-10-30,19.14893
2020-10-31,36.17021
2020-11-01,23.40425
2020-11-02,12.76595
2020-11-03,34.04255
2020-11-04,40.42553
2020-11-05,29.78723
2020-11-06,36.17021
2020-11-07,34.04255
2020-11-08,29.78723
2020-11-09,23.40425
2020-11-10,27.65957
2020-11-11,40.42553
2020-11-12,36.17021
2020-11-13,17.02127
2020-11-14,44.68085
2020-11-15,12.76595
2020-11-16,55.31914
2020-11-17,31.91489
2020-11-18,51.06382
2020-11-19,46.80851
2020-11-20,27.65957
2020-11-21,12.76595
2020-11-22,36.17021
2020-11-23,27.65957
2020-11-24,21.27659
2020-11-25,34.04255
2020-11-26,27.65957
2020-11-27,38.29787
2020-11-28,14.89361
2020-11-29,21.27659
2020-11-30,25.53191
2020-12-01,55.31914
2020-12-02,40.42553
2020-12-03,44.68085
2020-12-04,36.17021
2020-12-05,46.80851
2020-12-06,59.57446
2020-12-07,38.29787
2020-12-08,40.42553
2020-12-09,44.68085
2020-12-10,14.89361
2020-12-11,38.29787
2020-12-12,25.53191
2020-12-13,34.04255
2020-12-14,42.55319
2020-12-15,46.80851
2020-12-16,42.55319
2020-12-17,46.80851
2020-12-18,31.91489
2020-12-19,12.76595
2020-12-20,31.91489
2020-12-21,40.42553
2020-12-22,42.55319
2020-12-23,48.93617
2020-12-24,17.02127
2020-12-25,17.02127
2020-12-26,19.14893
2020-12-27,27.65957
2020-12-28,36.17021
2020-12-29,38.29787
2020-12-30,42.55319
2020-12-31,57.4468
2021-01-02,25.53191
2021-01-03,55.31914
2021-01-04,34.04255
2021-01-05,21.27659
2021-01-06,40.42553
2021-01-07,46.80851
2021-01-08,89.3617
2021-01-09,53.19148
2021-01-10,46.80851
2021-01-11,48.93617
2021-01-12,38.29787
2021-01-13,40.42553
2021-01-14,55.31914
2021-01-15,27.65957
2021-01-16,29.78723
2021-01-17,29.78723
2021-01-18,36.17021
2021-01-19,53.19148
2021-01-20,34.04255
2021-01-21,72.34042
2021-01-22,34.04255
2021-01-23,36.17021
2021-01-24,40.42553
2021-01-25,31.91489
2021-01-26,44.68085
2021-01-27,25.53191
2021-01-28,44.68085
2021-01-29,48.93617
2021-01-30,40.42553
2021-01-31,70.21276
2021-02-01,12.76595
2021-02-02,59.57446
2021-02-03,42.55319
2021-02-04,61.70212
2021-02-05,25.53191
2021-02-06,19.14893
2021-02-07,46.80851
2021-02-08,55.31914
2021-02-09,27.65957
2021-02-10,19.14893
2021-02-11,27.65957
2021-02-12,40.42553
2021-02-13,63.82978
2021-02-14,25.53191
2021-02-15,36.17021
2021-02-16,42.55319
2021-02-17,53.19148
2021-02-18,48.93617
2021-02-19,61.70212
2021-02-20,42.55319
2021-02-21,46.80851
2021-02-22,36.17021
2021-02-23,51.06382
2021-02-24,53.19148
2021-02-25,38.29787
2021-02-26,23.40425
2021-02-27,29.78723
2021-02-28,48.93617
2021-03-01,29.78723
2021-03-02,25.53191
2021-03-03,23.40425
2021-03-04,36.17021
2021-03-05,34.04255
2021-03-06,17.02127
2021-03-07,29.78723
2021-03-08,38.29787
2021-03-09,57.4468
2021-03-10,53.19148
2021-03-11,27.65957
2021-03-12,25.53191
2021-03-13,23.40425
2021-03-14,34.04255
2021-03-15,36.17021
2021-03-16,40.42553
2021-03-17,27.65957
2021-03-18,48.93617
2021-03-19,17.02127
2021-03-20,40.42553
2021-03-21,27.65957
2021-03-22,46.80851
2021-03-23,14.89361
2021-03-24,61.70212
2021-03-25,53.19148
2021-03-26,21.27659
2021-03-27,17.02127
2021-03-28,25.53191
2021-03-29,48.93617
2021-03-30,21.27659
2021-03-31,34.04255
2021-04-01,21.27659
2021-04-02,25.53191
2021-04-03,40.42553
2021-04-04,34.04255
2021-04-05,27.65957
2021-04-06,23.40425
2021-04-07,25.53191
2021-04-08,42.55319
2021-04-09,44.68085
2021-04-10,25.53191
2021-04-11,38.29787
2021-04-12,23.40425
2021-04-13,21.27659
2021-04-14,55.31914
2021-04-15,29.78723
2021-04-16,21.27659
2021-04-17,44.68085
2021-04-18,23.40425
2021-04-19,36.17021
2021-04-20,40.42553
2021-04-21,21.27659
2021-04-22,42.55319
2021-04-23,21.27659
2021-04-24,40.42553
2021-04-25,59.57446
2021-04-26,34.04255
2021-04-27,23.40425
2021-04-28,34.04255
2021-04-29,42.55319
2021-04-30,34.04255
2021-05-01,38.29787
2021-05-02,25.53191
2021-05-03,34.04255
2021-05-04,25.53191
2021-05-05,27.65957
2021-05-06,34.04255
2021-05-07,57.4468
2021-05-08,44.68085
2021-05-09,19.14893
2021-05-10,31.91489
2021-05-11,14.89361
2021-05-12,25.53191
2021-05-13,36.17021
2021-05-14,23.40425
2021-05-15,46.80851
2021-05-16,27.65957
2021-05-17,51.06382
2021-05-18,31.91489
2021-05-19,23.40425
2021-05-20,42.55319
2021-05-21,29.78723
2021-05-22,21.27659
2021-05-23,46.80851
2021-05-24,34.04255
2021-05-25,10.63829
2021-05-26,46.80851
2021-05-27,10.63829
2021-05-28,40.42553
2021-05-29,29.78723
2021-05-30,10.63829
2021-05-31,29.78723
2021-06-01,23.40425
2021-06-02,55.31914
2021-06-03,59.57446
2021-06-04,63.82978
2021-06-05,57.4468
2021-06-06,36.17021
2021-06-07,48.93617
2021-06-08,51.06382
2021-06-09,25.53191
2021-06-10,27.65957
2021-06-12,25.53191
2021-06-13,31.91489
2021-06-14,38.29787
2021-06-15,12.76595
2021-06-16,31.91489
2021-06-17,42.55319
2021-06-18,12.76595
2021-06-19,14.89361
2021-06-20,17.02127
2021-06-21,29.78723
2021-06-22,25.53191
2021-06-23,38.29787
2021-06-24,27.65957
2021-06-25,61.70212
2021-06-26,25.53191
2021-06-27,63.82978
2021-06-28,14.89361
2021-06-29,31.91489
2021-06-30,25.53191
2021-07-01,27.65957
2021-07-02,27.65957
2021-07-03,27.65957
2021-07-04,19.14893
2021-07-05,27.65957
2021-07-06,27.65957
2021-07-07,19.14893
2021-07-08,25.53191
2021-07-09,23.40425
2021-07-10,34.04255
2021-07-11,17.02127
2021-07-12,27.65957
2021-07-13,40.42553
2021-07-14,25.53191
2021-07-15,27.65957
2021-07-16,23.40425
2021-07-17,40.42553
2021-07-18,34.04255
2021-07-19,40.42553
2021-07-20,34.04255
2021-07-21,25.53191
2021-07-22,51.06382
2021-07-23,40.42553
2021-07-24,34.04255
2021-07-25,10.63829
2021-07-26,27.65957
2021-07-27,34.04255
2021-07-28,31.91489
2021-07-29,23.40425
2021-07-31,27.65957
2021-08-01,19.14893
2021-08-02,14.89361
2021-08-03,31.91489
2021-08-04,27.65957
2021-08-05,51.06382
2021-08-06,19.14893
2021-08-07,27.65957
2021-08-08,27.65957
2021-08-09,40.42553
2021-08-10,31.91489
2021-08-11,19.14893
2021-08-12,29.78723
2021-08-13,42.55319
2021-08-14,23.40425
2021-08-15,48.93617
2021-08-16,38.29787
2021-08-17,31.91489
2021-08-18,36.17021
2021-08-19,36.17021
2021-08-20,21.27659
2021-08-21,38.29787
2021-08-22,63.82978
2021-08-23,42.55319
2021-08-24,48.93617
2021-08-25,19.14893
2021-08-26,31.91489
2021-08-27,46.80851
2021-08-28,17.02127
2021-08-29,36.17021
2021-08-30,82.97872
2021-08-31,25.53191
2021-09-01,27.65957
2021-09-02,38.29787
2021-09-03,27.65957
2021-09-04,34.04255
2021-09-05,31.91489
2021-09-06,55.31914
2021-09-07,36.17021
2021-09-08,40.42553
2021-09-09,14.89361
2021-09-10,17.02127
2021-09-11,44.68085
2021-09-12,44.68085
2021-09-13,38.29787
2021-09-14,31.91489
2021-09-15,48.93617
2021-09-16,44.68085
2021-09-17,27.65957
2021-09-18,23.40425
2021-09-19,29.78723
2021-09-20,29.78723
2021-09-21,12.76595
2021-09-22,12.76595
2021-09-23,61.70212
2021-09-24,34.04255
2021-09-25,17.02127
2021-09-26,31.91489
2021-09-27,25.53191
2021-09-28,36.17021
2021-09-29,40.42553
2021-09-30,44.68085
2021-10-01,10.63829
2021-10-02,36.17021
2021-10-03,46.80851
2021-10-04,53.19148
2021-10-05,44.68085
2021-10-06,27.65957
2021-10-07,55.31914
2021-10-08,38.29787
2021-10-09,42.55319
2021-10-10,27.65957
2021-10-11,38.29787
2021-10-12,57.4468
2021-10-13,38.29787
2021-10-14,21.27659
2021-10-15,55.31914
2021-10-16,38.29787
2021-10-17,29.78723
2021-10-18,55.31914
2021-10-19,25.53191
2021-10-20,42.55319
2021-10-21,40.42553
2021-10-22,34.04255
2021-10-23,46.80851
2021-10-24,19.14893
2021-10-25,61.70212
2021-10-26,27.65957
2021-10-27,51.06382
2021-10-28,48.93617
2021-10-29,31.91489
2021-10-30,19.14893
2021-10-31,23.40425
2021-11-01,27.65957
2021-11-02,80.85106
2021-11-03,55.31914
2021-11-04,63.82978
2021-11-05,40.42553
2021-11-06,14.89361
2021-11-07,23.40425
2021-11-08,72.34042
2021-11-09,44.68085
2021-11-10,42.55319
2021-11-11,31.91489
2021-11-12,53.19148
2021-11-13,51.06382
2021-11-14,46.80851
2021-11-15,38.29787
2021-11-16,31.91489
2021-11-17,29.78723
2021-11-18,57.4468
2021-11-19,36.17021
2021-11-20,21.27659
2021-11-21,44.68085
2021-11-22,51.06382
2021-11-23,53.19148
2021-11-24,17.02127
2021-11-25,63.82978
2021-11-26,23.40425
2021-11-27,31.91489
2021-11-28,34.04255
2021-11-29,31.91489
2021-11-30,31.91489
2021-12-01,55.31914
2021-12-02,34.04255
2021-12-03,36.17021
2021-12-04,21.27659
2021-12-05,40.42553
2021-12-06,44.68085
2021-12-07,63.82978
2021-12-08,65.95744
2021-12-09,38.29787
2021-12-10,14.89361
2021-12-11,38.29787
2021-12-12,21.27659
2021-12-13,42.55319
2021-12-14,59.57446
2021-12-15,55.31914
2021-12-16,59.57446
2021-12-17,53.19148
2021-12-18,40.42553
2021-12-19,23.40425
2021-12-20,44.68085
2021-12-21,100.0
2021-12-22,42.55319
2021-12-23,25.53191
2021-12-24,17.02127
2021-12-25,38.29787
2021-12-26,36.17021
2021-12-27,55.31914
2021-12-28,55.31914
2021-12-29,19.14893
2021-12-30,38.29787
2021-12-31,34.04255
2022-01-01,25.53191
2022-01-02,17.02127
2022-01-03,55.31914
2022-01-04,25.53191
2022-01-05,14.89361
2022-01-06,51.06382
2022-01-07,42.55319
2022-01-08,14.89361
2022-01-09,17.02127
2022-01-10,29.78723
2022-01-11,42.55319
2022-01-12,63.82978
2022-01-13,46.80851
2022-01-14,44.68085
2022-01-15,23.40425
2022-01-16,21.27659
2022-01-17,31.91489
2022-01-18,36.17021
2022-01-19,46.80851
2022-01-20,25.53191
2022-01-21,34.04255
2022-01-22,34.04255
2022-01-23,53.19148
2022-01-24,44.68085
2022-01-25,46.80851
2022-01-26,63.82978
2022-01-27,34.04255
2022-01-28,53.19148
2022-01-29,25.53191
2022-01-30,29.78723
2022-01-31,17.02127
2022-02-01,29.78723
2022-02-02,23.40425
2022-02-03,59.57446
2022-02-04,65.95744
2022-02-05,29.78723
2022-02-06,53.19148
2022-02-07,59.57446
2022-02-08,42.55319
2022-02-09,46.80851
2022-02-10,38.29787
2022-02-11,40.42553
2022-02-12,42.55319
2022-02-13,40.42553
2022-02-14,34.04255
2022-02-15,55.31914
2022-02-16,25.53191
2022-02-17,40.42553
2022-02-18,34.04255
2022-02-19,25.53191
2022-02-20,55.31914
2022-02-21,36.17021
2022-02-22,29.78723
2022-02-23,48.93617
2022-02-24,23.40425
2022-02-25,23.40425
2022-02-26,44.68085
2022-02-27,38.29787
2022-02-28,29.78723
2022-03-01,48.93617
2022-03-02,44.68085
2022-03-03,51.06382
2022-03-04,31.91489
2022-03-05,29.78723
2022-03-06,40.42553
2022-03-07,27.65957
2022-03-08,38.29787
2022-03-09,40.42553
2022-03-10,63.82978
2022-03-11,51.06382
2022-03-12,44.68085
2022-03-13,25.53191
2022-03-14,51.06382
2022-03-15,42.55319
2022-03-16,42.55319
2022-03-17,40.42553
2022-03-18,46.80851
2022-03-19,44.68085
2022-03-20,27.65957
2022-03-21,59.57446
2022-03-22,68.0851
2022-03-23,78.7234
2022-03-24,27.65957
2022-03-25,21.27659
2022-03-26,40.42553
2022-03-27,42.55319
2022-03-28,65.95744
2022-03-29,40.42553
2022-03-30,27.65957
2022-03-31,40.42553
2022-04-01,36.17021
2022-04-02,72.34042
2022-04-03,34.04255
2022-04-04,12.76595
2022-04-05,31.91489
2022-04-06,40.42553
2022-04-07,44.68085
2022-04-08,42.55319
2022-04-09,31.91489
2022-04-10,38.29787
2022-04-11,70.21276
2022-04-12,40.42553
2022-04-13,21.27659
2022-04-14,36.17021
2022-04-15,36.17021
2022-04-16,25.53191
2022-04-17,31.91489
2022-04-18,36.17021
2022-04-19,42.55319
2022-04-20,44.68085
2022-04-21,42.55319
2022-04-22,48.93617
2022-04-23,46.80851
2022-04-24,25.53191
2022-04-25,34.04255
2022-04-26,34.04255
2022-04-27,38.29787
2022-04-28,55.31914
2022-04-29,23.40425
2022-04-30,42.55319
2022-05-01,48.93617
2022-05-02,34.04255
2022-05-03,31.91489
2022-05-04,68.0851
2022-05-05,21.27659
2022-05-06,44.68085
2022-05-07,17.02127
2022-05-08,31.91489
2022-05-09,70.21276
2022-05-10,51.06382
2022-05-11,51.06382
2022-05-12,25.53191
2022-05-13,46.80851
2022-05-14,40.42553
2022-05-15,36.17021
2022-05-16,19.14893
2022-05-17,17.02127
2022-05-18,31.91489
2022-05-19,31.91489
2022-05-20,31.91489
2022-05-21,44.68085
2022-05-22,10.63829
2022-05-23,21.27659
2022-05-24,40.42553
2022-05-25,51.06382
2022-05-26,40.42553
2022-05-27,51.06382
2022-05-28,42.55319
2022-05-29,31.91489
2022-05-30,48.93617
2022-05-31,40.42553
2022-06-01,29.78723
2022-06-02,27.65957
2022-06-03,51.06382
2022-06-04,34.04255
2022-06-05,74.46808
2022-06-06,34.04255
2022-06-07,51.06382
2022-06-08,36.17021
2022-06-09,38.29787
2022-06-10,23.40425
2022-06-11,55.31914
2022-06-12,31.91489
2022-06-13,17.02127
2022-06-14,42.55319
2022-06-15,23.40425
2022-06-16,48.93617
2022-06-17,17.02127
2022-06-18,40.42553
2022-06-19,36.17021
2022-06-20,46.80851
2022-06-21,44.68085
2022-06-22,46.80851
2022-06-23,29.78723
2022-06-24,23.40425
2022-06-25,38.29787
2022-06-26,55.31914
2022-06-27,34.04255
2022-06-28,59.57446
2022-06-29,34.04255
2022-06-30,36.17021
2022-07-01,38.29787
2022-07-02,34.04255
2022-07-03,12.76595
2022-07-04,38.29787
2022-07-05,10.63829
2022-07-06,53.19148
2022-07-07,25.53191
2022-07-08,27.65957
2022-07-09,23.40425
2022-07-10,25.53191
2022-07-11,19.14893
2022-07-12,21.27659
2022-07-13,72.34042
2022-07-14,44.68085
2022-07-15,23.40425
2022-07-16,31.91489
2022-07-17,23.40425
2022-07-18,38.29787
2022-07-19,31.91489
2022-07-20,44.68085
2022-07-21,44.68085
2022-07-22,46.80851
2022-07-23,42.55319
2022-07-24,36.17021
2022-07-25,29.78723
2022-07-26,61.70212
2022-07-27,51.06382
2022-07-28,21.27659
2022-07-29,29.78723
2022-07-30,36.17021
2022-07-31,48.93617
2022-08-01,27.65957
2022-08-02,27.65957
2022-08-03,57.4468
2022-08-04,65.95744
2022-08-05,48.93617
2022-08-06,46.80851
2022-08-07,21.27659
2022-08-08,59.57446
2022-08-09,57.4468
2022-08-10,53.19148
2022-08-11,17.02127
2022-08-12,40.42553
2022-08-13,19.14893
2022-08-14,27.65957
2022-08-15,46.80851
2022-08-16,61.70212
2022-08-17,57.4468
2022-08-18,44.68085
2022-08-19,29.78723
2022-08-20,29.78723
2022-08-21,27.65957
2022-08-22,42.55319
2022-08-23,51.06382
2022-08-24,48.93617
2022-08-25,31.91489
2022-08-26,44.68085
2022-08-27,27.65957
2022-08-28,36.17021
2022-08-29,38.29787
2022-08-30,29.78723
2022-08-31,36.17021
2022-09-01,48.93617
2022-09-02,63.82978
2022-09-03,42.55319
2022-09-04,25.53191
2022-09-05,40.42553
2022-09-06,29.78723
2022-09-07,31.91489
2022-09-08,21.27659
2022-09-09,27.65957
2022-09-10,12.76595
2022-09-11,38.29787
2022-09-12,29.78723
2022-09-13,44.68085
2022-09-14,21.27659
2022-09-15,63.82978
2022-09-16,51.06382
2022-09-17,40.42553
2022-09-18,27.65957
2022-09-19,42.55319
2022-09-20,76.59574
2022-09-21,46.80851
2022-09-22,42.55319
2022-09-23,31.91489
2022-09-24,31.91489
2022-09-25,27.65957
2022-09-26,57.4468
2022-09-27,42.55319
2022-09-28,53.19148
2022-09-29,82.97872
2022-09-30,40.42553
2022-10-01,29.78723
2022-10-02,46.80851
2022-10-03,46.80851
2022-10-04,29.78723
2022-10-05,19.14893
2022-10-06,31.91489
2022-10-07,19.14893
2022-10-08,12.76595
2022-10-09,27.65957
2022-10-10,36.17021
2022-10-11,25.53191
2022-10-12,34.04255
2022-10-13,31.91489
2022-10-14,17.02127
2022-10-15,31.91489
2022-10-16,36.17021
2022-10-17,57.4468
2022-10-18,29.78723
2022-10-19,14.89361
2022-10-20,38.29787
2022-10-21,34.04255
2022-10-22,27.65957
2022-10-23,29.78723
2022-10-24,38.29787
2022-10-25,55.31914
2022-10-26,53.19148
2022-10-27,40.42553
2022-10-28,23.40425
2022-10-29,27.65957
2022-10-30,12.76595
2022-10-31,29.78723
2022-11-01,36.17021
2022-11-02,36.17021
2022-11-03,42.55319
2022-11-04,36.17021
2022-11-05,23.40425
2022-11-06,38.29787
2022-11-07,23.40425
2022-11-08,46.80851
2022-11-09,38.29787
2022-11-10,40.42553
2022-11-11,40.42553
2022-11-12,40.42553
2022-11-13,21.27659
2022-11-14,21.27659
2022-11-15,42.55319
2022-11-16,38.29787
2022-11-17,29.78723
2022-11-18,21.27659
2022-11-19,10.63829
2022-11-20,29.78723
2022-11-21,51.06382
2022-11-22,53.19148
2022-11-23,14.89361
2022-11-24,48.93617
2022-11-25,48.93617
2022-11-26,17.02127
2022-11-27,31.91489
2022-11-28,36.17021
2022-11-29,55.31914
2022-11-30,38.29787
2022-12-01,46.80851
2022-12-02,27.65957
2022-12-04,36.17021
2022-12-05,31.91489
2022-12-06,29.78723
2022-12-07,21.27659
2022-12-08,48.93617
2022-12-09,46.80851
2022-12-10,29.78723
2022-12-11,27.65957
2022-12-12,17.02127
2022-12-13,65.95744
2022-12-14,27.65957
2022-12-15,27.65957
2022-12-16,36.17021
2022-12-18,25.53191
2022-12-20,61.70212
2022-12-21,31.91489
2022-12-22,48.93617
2022-12-23,31.91489
2022-12-24,21.27659
2022-12-25,31.91489
2022-12-26,51.06382
2022-12-27,31.91489
2022-12-28,42.55319
2022-12-29,10.63829
2022-12-30,25.53191
2023-01-01,17.02127
2023-01-02,23.40425
2023-01-03,38.29787
2023-01-04,23.40425
2023-01-05,55.31914
2023-01-06,55.31914
2023-01-07,17.02127
2023-01-08,25.53191
2023-01-09,36.17021
2023-01-10,21.27659
2023-01-11,25.53191
2023-01-12,42.55319
2023-01-13,27.65957
2023-01-14,12.76595
2023-01-15,46.80851
2023-01-16,27.65957
2023-01-17,57.4468
2023-01-18,19.14893
2023-01-19,27.65957
2023-01-20,42.55319
2023-01-21,36.17021
2023-01-22,36.17021
2023-01-23,27.65957
2023-01-24,34.04255
2023-01-25,51.06382
2023-01-26,38.29787
2023-01-27,42.55319
2023-01-28,21.27659
2023-01-29,23.40425
2023-01-30,48.93617
2023-01-31,36.17021
2023-02-01,44.68085
2023-02-02,25.53191
2023-02-03,27.65957
2023-02-04,42.55319
2023-02-05,31.91489
2023-02-06,36.17021
2023-02-07,70.21276
2023-02-08,38.29787
2023-02-09,61.70212
2023-02-10,27.65957
2023-02-11,34.04255
2023-02-12,48.93617
2023-02-13,44.68085
2023-02-14,27.65957
2023-02-15,36.17021
2023-02-16,74.46808
2023-02-17,40.42553
2023-02-18,29.78723
2023-02-19,29.78723
2023-02-20,46.80851
2023-02-21,48.93617
2023-02-22,44.68085
2023-02-23,38.29787
2023-02-24,48.93617
2023-02-25,34.04255
2023-02-26,31.91489
2023-02-27,46.80851
2023-02-28,48.93617
2023-03-01,23.40425
2023-03-02,21.27659
2023-03-03,23.40425
2023-03-04,23.40425
2023-03-05,42.55319
2023-03-06,36.17021
2023-03-07,27.65957
2023-03-08,42.55319
2023-03-09,19.14893
2023-03-10,36.17021
2023-03-11,19.14893
2023-03-12,48.93617
2023-03-13,51.06382
2023-03-14,36.17021
2023-03-15,51.06382
2023-03-16,29.78723
2023-03-17,23.40425
2023-03-18,36.17021
2023-03-19,36.17021
2023-03-20,51.06382
2023-03-21,36.17021
2023-03-22,36.17021
2023-03-23,21.27659
2023-03-24,27.65957
2023-03-25,51.06382
2023-03-26,27.65957
2023-03-27,44.68085
2023-03-28,21.27659
2023-03-29,25.53191
2023-03-30,19.14893
2023-03-31,27.65957
2023-04-01,17.02127
2023-04-02,31.91489
2023-04-03,44.68085
2023-04-04,29.78723
2023-04-05,17.02127
2023-04-06,42.55319
2023-04-07,14.89361
2023-04-08,17.02127
2023-04-09,34.04255
2023-04-10,12.76595
2023-04-11,42.55319
2023-04-12,55.31914
2023-04-13,57.4468
2023-04-14,42.55319
2023-04-15,27.65957
2023-04-16,31.91489
2023-04-17,27.65957
2023-04-18,31.91489
2023-04-19,31.91489
2023-04-20,34.04255
2023-04-21,21.27659
2023-04-22,31.91489
2023-04-23,19.14893
2023-04-24,48.93617
2023-04-25,51.06382
2023-04-26,65.95744
2023-04-27,65.95744
2023-04-28,25.53191
2023-04-29,29.78723
2023-04-30,34.04255
2023-05-01,34.04255
2023-05-02,51.06382
2023-05-03,42.55319
2023-05-04,31.91489
2023-05-05,25.53191
2023-05-06,34.04255
2023-05-07,36.17021
2023-05-08,57.4468
2023-05-09,46.80851
2023-05-10,36.17021
2023-05-11,42.55319
2023-05-12,40.42553
2023-05-13,17.02127
2023-05-14,40.42553
2023-05-15,40.42553
2023-05-16,27.65957
2023-05-17,29.78723
2023-05-18,14.89361
2023-05-19,19.14893
2023-05-20,21.27659
2023-05-21,27.65957
2023-05-22,23.40425
2023-05-23,31.91489
2023-05-24,27.65957
2023-05-25,36.17021
2023-05-26,34.04255
2023-05-27,46.80851
2023-05-28,31.91489
2023-05-29,25.53191
2023-05-30,23.40425
2023-05-31,36.17021
2023-06-01,17.02127
2023-06-02,42.55319
2023-06-03,21.27659
2023-06-04,38.29787
2023-06-05,44.68085
2023-06-06,31.91489
2023-06-07,17.02127
2023-06-08,29.78723
2023-06-09,40.42553
2023-06-10,14.89361
2023-06-11,38.29787
