date,금1돈중량
2020-09-24,3.01992
2020-09-25,2.08592
2020-09-26,1.52552
2020-09-27,2.08592
2020-09-28,2.80199
2020-09-29,1.96139
2020-09-30,1.80572
2020-10-01,2.39726
2020-10-02,1.99252
2020-10-03,1.61892
2020-10-04,1.83686
2020-10-05,2.17932
2020-10-06,2.11706
2020-10-07,2.55292
2020-10-08,2.33499
2020-10-09,1.65006
2020-10-10,1.49439
2020-10-11,0.37359
2020-10-12,0.62266
2020-10-13,0.34246
2020-10-14,0.71606
2020-10-15,1.52552
2020-10-16,1.55666
2020-10-17,1.02739
2020-10-18,1.24533
2020-10-19,1.65006
2020-10-20,1.71232
2020-10-21,2.27272
2020-10-22,2.14819
2020-10-23,2.11706
2020-10-24,2.02366
2020-10-25,1.36986
2020-10-26,2.30386
2020-10-27,1.86799
2020-10-28,2.05479
2020-10-29,2.02366
2020-10-30,2.24159
2020-10-31,0.40473
2020-11-01,0.93399
2020-11-02,1.27646
2020-11-03,0.56039
2020-11-04,0.56039
2020-11-05,0.21793
2020-11-06,0.34246
2020-11-07,0.49813
2020-11-08,0.65379
2020-11-09,0.71606
2020-11-10,0.65379
2020-11-11,1.12079
2020-11-12,1.27646
2020-11-13,1.21419
2020-11-14,1.36986
2020-11-15,1.21419
2020-11-16,1.61892
2020-11-17,1.33872
2020-11-18,1.33872
2020-11-19,2.02366
2020-11-20,1.58779
2020-11-21,1.71232
2020-11-22,1.65006
2020-11-23,1.43212
2020-11-24,1.77459
2020-11-25,2.02366
2020-11-26,1.99252
2020-11-27,1.55666
2020-11-28,1.27646
2020-11-29,1.33872
2020-11-30,1.80572
2020-12-01,1.71232
2020-12-02,2.58405
2020-12-03,1.52552
2020-12-04,0.80946
2020-12-05,1.27646
2020-12-06,1.40099
2020-12-07,0.37359
2020-12-08,0.68493
2020-12-09,0.28019
2020-12-10,0.52926
2020-12-11,0.43586
2020-12-12,0.49813
2020-12-13,0.46699
2020-12-14,1.68119
2020-12-15,1.80572
2020-12-16,2.52179
2020-12-17,1.89912
2020-12-18,2.36612
2020-12-19,1.61892
2020-12-20,1.86799
2020-12-21,2.30386
2020-12-22,2.17932
2020-12-23,2.49066
2020-12-24,2.73972
2020-12-25,2.39726
2020-12-26,2.52179
2020-12-27,1.74346
2020-12-28,1.89912
2020-12-29,4.07845
2020-12-30,3.67372
2020-12-31,2.98879
2021-01-01,5.41718
2021-01-02,4.82565
2021-01-03,3.17559
2021-01-04,3.11332
2021-01-05,3.51805
2021-01-06,4.54545
2021-01-07,3.33125
2021-01-08,3.54919
2021-01-09,6.63138
2021-01-10,8.15691
2021-01-11,5.13698
2021-01-12,4.98132
2021-01-13,4.82565
2021-01-14,4.26525
2021-01-15,4.38978
2021-01-16,4.32752
2021-01-17,5.57285
2021-01-18,4.63885
2021-01-19,5.29265
2021-01-20,6.60024
2021-01-21,5.72851
2021-01-22,3.73599
2021-01-23,4.54545
2021-01-24,5.57285
2021-01-25,3.33125
2021-01-26,4.98132
2021-01-27,4.26525
2021-01-28,3.48692
2021-01-29,5.13698
2021-01-30,4.23412
2021-01-31,5.57285
2021-02-01,4.32752
2021-02-02,4.38978
2021-02-03,4.45205
2021-02-04,4.14072
2021-02-05,5.26151
2021-02-06,5.26151
2021-02-07,3.98505
2021-02-08,4.91905
2021-02-09,4.01618
2021-02-10,5.38605
2021-02-11,4.01618
2021-02-12,5.51058
2021-02-13,5.04358
2021-02-14,6.56911
2021-02-15,5.10585
2021-02-16,5.29265
2021-02-17,5.26151
2021-02-18,4.60772
2021-02-19,8.74844
2021-02-20,5.94645
2021-02-21,6.41344
2021-02-22,4.45205
2021-02-23,5.97758
2021-02-24,4.63885
2021-02-25,4.70112
2021-02-26,3.33125
2021-02-27,5.07471
2021-02-28,4.95018
2021-03-01,3.39352
2021-03-02,4.23412
2021-03-03,4.29638
2021-03-04,6.81818
2021-03-05,5.44831
2021-03-06,5.91531
2021-03-07,5.91531
2021-03-08,5.10585
2021-03-09,5.41718
2021-03-10,3.89165
2021-03-11,4.60772
2021-03-12,5.23038
2021-03-13,4.51432
2021-03-14,4.60772
2021-03-15,4.26525
2021-03-16,3.89165
2021-03-17,4.17185
2021-03-18,4.35865
2021-03-19,3.45579
2021-03-20,4.17185
2021-03-21,5.38605
2021-03-22,2.98879
2021-03-23,2.58405
2021-03-24,3.61145
2021-03-25,3.05105
2021-03-26,3.33125
2021-03-27,3.39352
2021-03-28,3.33125
2021-03-29,3.86052
2021-03-30,3.86052
2021-03-31,4.17185
2021-04-01,3.70485
2021-04-02,4.10958
2021-04-03,4.60772
2021-04-04,3.42465
2021-04-05,4.45205
2021-04-06,3.82938
2021-04-07,3.98505
2021-04-08,2.92652
2021-04-09,3.39352
2021-04-10,3.79825
2021-04-11,3.79825
2021-04-12,3.58032
2021-04-13,4.01618
2021-04-14,3.48692
2021-04-15,4.17185
2021-04-16,4.14072
2021-04-17,4.66998
2021-04-18,2.30386
2021-04-19,3.70485
2021-04-20,4.01618
2021-04-21,3.79825
2021-04-22,3.45579
2021-04-23,3.92278
2021-04-24,3.20672
2021-04-25,2.77085
2021-04-26,3.92278
2021-04-27,3.45579
2021-04-28,5.13698
2021-04-29,4.66998
2021-04-30,4.60772
2021-05-01,7.90784
2021-05-02,6.60024
2021-05-03,5.85305
2021-05-04,5.66625
2021-05-05,5.19925
2021-05-06,6.35118
2021-05-07,4.38978
2021-05-08,5.35491
2021-05-09,5.38605
2021-05-10,4.48318
2021-05-11,4.91905
2021-05-12,4.26525
2021-05-13,3.05105
2021-05-14,3.26899
2021-05-15,3.76712
2021-05-16,3.98505
2021-05-17,3.79825
2021-05-18,3.33125
2021-05-19,5.47945
2021-05-20,4.63885
2021-05-21,5.10585
2021-05-22,4.79452
2021-05-23,3.86052
2021-05-24,3.42465
2021-05-25,2.89539
2021-05-26,3.86052
2021-05-27,4.57658
2021-05-28,3.89165
2021-05-29,3.89165
2021-05-30,2.61519
2021-05-31,4.07845
2021-06-01,3.98505
2021-06-02,4.26525
2021-06-03,3.64259
2021-06-04,3.79825
2021-06-05,3.64259
2021-06-06,4.73225
2021-06-07,3.39352
2021-06-08,3.51805
2021-06-09,3.67372
2021-06-10,3.54919
2021-06-11,3.39352
2021-06-12,3.86052
2021-06-13,3.70485
2021-06-14,3.73599
2021-06-15,3.05105
2021-06-16,4.23412
2021-06-17,3.70485
2021-06-18,4.04732
2021-06-19,3.23785
2021-06-20,2.67745
2021-06-21,4.07845
2021-06-22,3.33125
2021-06-23,4.45205
2021-06-24,4.60772
2021-06-25,3.89165
2021-06-26,3.30012
2021-06-27,3.36239
2021-06-28,3.64259
2021-06-29,3.48692
2021-06-30,3.98505
2021-07-01,3.92278
2021-07-02,4.48318
2021-07-03,5.51058
2021-07-04,4.10958
2021-07-05,5.26151
2021-07-06,3.67372
2021-07-07,3.73599
2021-07-08,3.73599
2021-07-09,2.98879
2021-07-10,4.66998
2021-07-11,5.26151
2021-07-12,3.11332
2021-07-13,3.89165
2021-07-14,2.92652
2021-07-15,4.48318
2021-07-16,5.16811
2021-07-17,5.85305
2021-07-18,4.29638
2021-07-19,3.54919
2021-07-20,3.48692
2021-07-21,3.36239
2021-07-22,4.88792
2021-07-23,3.82938
2021-07-24,4.38978
2021-07-25,3.42465
2021-07-26,3.26899
2021-07-27,3.51805
2021-07-28,3.26899
2021-07-29,3.95392
2021-07-30,4.42092
2021-07-31,3.64259
2021-08-01,3.95392
2021-08-02,3.98505
2021-08-03,4.51432
2021-08-04,3.42465
2021-08-05,4.51432
2021-08-06,4.04732
2021-08-07,5.01245
2021-08-08,1.99252
2021-08-09,1.89912
2021-08-10,1.61892
2021-08-11,2.27272
2021-08-12,1.96139
2021-08-13,1.77459
2021-08-14,1.89912
2021-08-15,2.11706
2021-08-16,1.52552
2021-08-17,2.95765
2021-08-18,3.82938
2021-08-19,2.80199
2021-08-20,3.61145
2021-08-21,3.82938
2021-08-22,3.73599
2021-08-23,3.86052
2021-08-24,4.35865
2021-08-25,3.70485
2021-08-26,4.10958
2021-08-27,4.82565
2021-08-28,4.88792
2021-08-29,4.88792
2021-08-30,5.10585
2021-08-31,4.54545
2021-09-01,4.23412
2021-09-02,4.48318
2021-09-03,4.85678
2021-09-04,4.98132
2021-09-05,3.76712
2021-09-06,3.17559
2021-09-07,3.86052
2021-09-08,3.54919
2021-09-09,4.01618
2021-09-10,2.86425
2021-09-11,4.26525
2021-09-12,3.48692
2021-09-13,3.45579
2021-09-14,3.14445
2021-09-15,3.61145
2021-09-16,4.63885
2021-09-17,4.23412
2021-09-18,4.20298
2021-09-19,5.04358
2021-09-20,3.01992
2021-09-21,4.45205
2021-09-22,5.13698
2021-09-23,3.95392
2021-09-24,4.54545
2021-09-25,5.57285
2021-09-26,3.92278
2021-09-27,4.20298
2021-09-28,4.32752
2021-09-29,3.23785
2021-09-30,4.35865
2021-10-01,3.89165
2021-10-02,4.20298
2021-10-03,3.70485
2021-10-04,4.63885
2021-10-05,4.35865
2021-10-06,4.01618
2021-10-07,3.58032
2021-10-08,3.33125
2021-10-09,4.70112
2021-10-10,3.92278
2021-10-11,3.20672
2021-10-12,3.89165
2021-10-13,3.92278
2021-10-14,4.17185
2021-10-15,3.11332
2021-10-16,3.61145
2021-10-17,3.30012
2021-10-18,3.89165
2021-10-19,3.58032
2021-10-20,2.89539
2021-10-21,3.58032
2021-10-22,3.76712
2021-10-23,3.26899
2021-10-24,4.10958
2021-10-25,3.82938
2021-10-26,3.36239
2021-10-27,3.36239
2021-10-28,4.32752
2021-10-29,3.36239
2021-10-30,2.86425
2021-10-31,2.89539
2021-11-01,3.08219
2021-11-02,2.89539
2021-11-03,2.64632
2021-11-04,3.05105
2021-11-05,2.58405
2021-11-06,2.30386
2021-11-07,3.01992
2021-11-08,2.95765
2021-11-09,2.36612
2021-11-10,2.45952
2021-11-11,2.64632
2021-11-12,2.86425
2021-11-13,3.54919
2021-11-14,2.83312
2021-11-15,2.64632
2021-11-16,2.95765
2021-11-17,2.02366
2021-11-18,2.49066
2021-11-19,2.49066
2021-11-20,3.23785
2021-11-21,3.01992
2021-11-22,3.51805
2021-11-23,1.93026
2021-11-24,2.45952
2021-11-25,2.21046
2021-11-26,2.14819
2021-11-27,2.70859
2021-11-28,2.49066
2021-11-29,2.80199
2021-11-30,2.92652
2021-12-01,3.51805
2021-12-02,3.33125
2021-12-03,3.01992
2021-12-04,3.23785
2021-12-05,2.24159
2021-12-06,2.30386
2021-12-07,2.45952
2021-12-08,2.45952
2021-12-09,2.33499
2021-12-10,2.64632
2021-12-11,2.27272
2021-12-12,3.51805
2021-12-13,1.96139
2021-12-14,2.45952
2021-12-15,2.95765
2021-12-16,3.11332
2021-12-17,2.77085
2021-12-18,2.08592
2021-12-19,2.64632
2021-12-20,3.92278
2021-12-21,2.42839
2021-12-22,2.67745
2021-12-23,2.83312
2021-12-24,2.05479
2021-12-25,2.49066
2021-12-26,2.08592
2021-12-27,1.33872
2021-12-28,1.18306
2021-12-29,1.46326
2021-12-30,1.27646
2021-12-31,1.46326
2022-01-01,2.21046
2022-01-02,1.86799
2022-01-03,1.68119
2022-01-04,1.55666
2022-01-05,1.71232
2022-01-06,2.17932
2022-01-07,2.17932
2022-01-08,1.61892
2022-01-09,1.77459
2022-01-10,1.55666
2022-01-11,2.80199
2022-01-12,2.14819
2022-01-13,1.24533
2022-01-14,1.05853
2022-01-15,3.98505
2022-01-16,3.23785
2022-01-17,3.30012
2022-01-18,2.95765
2022-01-19,3.11332
2022-01-20,2.83312
2022-01-21,3.23785
2022-01-22,4.35865
2022-01-23,3.58032
2022-01-24,4.04732
2022-01-25,3.36239
2022-01-26,2.30386
2022-01-27,1.55666
2022-01-28,2.24159
2022-01-29,2.27272
2022-01-30,3.17559
2022-01-31,2.08592
2022-02-01,3.11332
2022-02-02,2.92652
2022-02-03,3.67372
2022-02-04,2.58405
2022-02-05,3.30012
2022-02-06,4.07845
2022-02-07,2.70859
2022-02-08,2.89539
2022-02-09,2.39726
2022-02-10,2.49066
2022-02-11,2.24159
2022-02-12,2.67745
2022-02-13,2.14819
2022-02-14,2.92652
2022-02-15,3.36239
2022-02-16,2.52179
2022-02-17,2.08592
2022-02-18,1.77459
2022-02-19,1.30759
2022-02-20,1.61892
2022-02-21,1.80572
2022-02-22,1.71232
2022-02-23,2.42839
2022-02-24,2.49066
2022-02-25,2.05479
2022-02-26,2.17932
2022-02-27,2.73972
2022-02-28,2.49066
2022-03-01,2.89539
2022-03-02,2.95765
2022-03-03,2.77085
2022-03-04,2.02366
2022-03-05,2.30386
2022-03-06,3.42465
2022-03-07,3.42465
2022-03-08,2.42839
2022-03-09,2.30386
2022-03-10,2.08592
2022-03-11,1.86799
2022-03-12,2.33499
2022-03-13,1.83686
2022-03-14,1.40099
2022-03-15,0.52926
2022-03-16,1.77459
2022-03-17,1.68119
2022-03-18,2.52179
2022-03-19,1.52552
2022-03-20,1.80572
2022-03-21,1.33872
2022-03-22,1.83686
2022-03-23,2.58405
2022-03-24,2.14819
2022-03-25,2.86425
2022-03-26,2.17932
2022-03-27,1.43212
2022-03-28,1.55666
2022-03-29,1.99252
2022-03-30,0.59153
2022-03-31,1.05853
2022-04-01,1.71232
2022-04-02,1.96139
2022-04-03,1.52552
2022-04-04,1.77459
2022-04-05,1.83686
2022-04-06,2.08592
2022-04-07,0.46699
2022-04-08,0.37359
2022-04-09,0.40473
2022-04-10,0.40473
2022-04-11,0.18679
2022-04-12,0.28019
2022-04-13,0.21793
2022-04-14,0.21793
2022-04-15,0.28019
2022-04-16,0.24906
2022-04-17,0.31133
2022-04-18,0.18679
2022-04-19,0.31133
2022-04-20,0.31133
2022-04-21,0.18679
2022-04-22,0.99626
2022-04-23,1.05853
2022-04-24,0.80946
2022-04-25,0.90286
2022-04-26,1.24533
2022-04-27,1.43212
2022-04-28,1.12079
2022-04-29,0.90286
2022-04-30,1.18306
2022-05-01,1.05853
2022-05-02,1.02739
2022-05-03,1.52552
2022-05-04,1.40099
2022-05-05,0.93399
2022-05-06,1.15193
2022-05-07,1.40099
2022-05-08,0.71606
2022-05-09,0.93399
2022-05-10,1.65006
2022-05-11,1.33872
2022-05-12,1.49439
2022-05-13,0.37359
2022-05-14,0.24906
2022-05-15,0.15566
2022-05-16,0.21793
2022-05-17,0.34246
2022-05-18,0.43586
2022-05-19,0.43586
2022-05-20,0.34246
2022-05-21,0.40473
2022-05-22,1.08966
2022-05-23,1.30759
2022-05-24,0.99626
2022-05-25,1.52552
2022-05-26,1.12079
2022-05-27,1.05853
2022-05-28,1.08966
2022-05-29,0.84059
2022-05-30,1.12079
2022-05-31,0.87173
2022-06-01,1.21419
2022-06-02,0.99626
2022-06-03,0.96513
2022-06-04,1.12079
2022-06-05,1.21419
2022-06-06,1.93026
2022-06-07,1.40099
2022-06-08,1.71232
2022-06-09,2.05479
2022-06-10,1.46326
2022-06-11,1.15193
2022-06-12,1.18306
2022-06-13,1.65006
2022-06-14,1.83686
2022-06-15,1.74346
2022-06-16,1.71232
2022-06-17,1.36986
2022-06-18,1.43212
2022-06-19,1.02739
2022-06-20,1.08966
2022-06-21,0.99626
2022-06-22,1.61892
2022-06-23,1.52552
2022-06-24,1.77459
2022-06-25,1.68119
2022-06-26,1.15193
2022-06-27,2.08592
2022-06-28,1.93026
2022-06-29,2.36612
2022-06-30,2.49066
2022-07-01,2.33499
2022-07-02,2.80199
2022-07-03,1.80572
2022-07-04,2.05479
2022-07-05,1.96139
2022-07-06,2.45952
2022-07-07,2.24159
2022-07-08,0.46699
2022-07-09,1.46326
2022-07-10,0.96513
2022-07-11,0.84059
2022-07-12,1.36986
2022-07-13,1.18306
2022-07-14,0.99626
2022-07-15,1.30759
2022-07-16,1.65006
2022-07-17,1.77459
2022-07-18,1.55666
2022-07-19,1.40099
2022-07-20,1.43212
2022-07-21,1.36986
2022-07-22,1.65006
2022-07-23,1.18306
2022-07-24,1.30759
2022-07-25,1.55666
2022-07-26,1.89912
2022-07-27,1.49439
2022-07-28,1.33872
2022-07-29,0.96513
2022-07-30,1.61892
2022-07-31,0.96513
2022-08-01,1.21419
2022-08-02,1.43212
2022-08-03,1.55666
2022-08-04,0.77833
2022-08-05,1.33872
2022-08-06,1.89912
2022-08-07,1.27646
2022-08-08,1.27646
2022-08-09,1.77459
2022-08-10,1.80572
2022-08-11,1.46326
2022-08-12,1.43212
2022-08-13,1.74346
2022-08-14,1.68119
2022-08-15,1.30759
2022-08-16,1.40099
2022-08-17,1.27646
2022-08-18,1.46326
2022-08-19,1.55666
2022-08-20,0.99626
2022-08-21,1.86799
2022-08-22,1.74346
2022-08-23,1.86799
2022-08-24,2.24159
2022-08-25,1.86799
2022-08-26,0.96513
2022-08-27,1.27646
2022-08-28,1.40099
2022-08-29,1.30759
2022-08-30,1.15193
2022-08-31,1.33872
2022-09-01,1.21419
2022-09-02,1.02739
2022-09-03,1.05853
2022-09-04,1.18306
2022-09-05,0.80946
2022-09-06,1.40099
2022-09-07,1.80572
2022-09-08,0.77833
2022-09-09,1.05853
2022-09-10,1.05853
2022-09-11,0.43586
2022-09-12,0.52926
2022-09-13,0.59153
2022-09-14,0.24906
2022-09-15,0.52926
2022-09-16,0.31133
2022-09-17,0.43586
2022-09-18,0.28019
2022-09-19,0.21793
2022-09-20,0.18679
2022-09-21,0.43586
2022-09-22,0.21793
2022-09-23,1.12079
2022-09-24,1.02739
2022-09-25,1.08966
2022-09-26,1.02739
2022-09-27,1.30759
2022-09-28,0.96513
2022-09-29,1.18306
2022-09-30,2.70859
2022-10-01,3.14445
2022-10-02,4.91905
2022-10-03,6.00871
2022-10-04,5.88418
2022-10-05,6.16438
2022-10-06,4.73225
2022-10-07,4.73225
2022-10-08,4.42092
2022-10-09,4.79452
2022-10-10,4.91905
2022-10-11,5.75965
2022-10-12,5.60398
2022-10-13,4.82565
2022-10-14,4.63885
2022-10-15,4.63885
2022-10-16,4.60772
2022-10-17,5.72851
2022-10-18,5.60398
2022-10-19,4.79452
2022-10-20,5.75965
2022-10-21,6.16438
2022-10-22,5.47945
2022-10-23,4.63885
2022-10-24,6.22665
2022-10-25,6.13325
2022-10-26,5.23038
2022-10-27,6.25778
2022-10-28,6.56911
2022-10-29,6.32004
2022-10-30,5.10585
2022-10-31,7.12951
2022-11-01,5.07471
2022-11-02,5.72851
2022-11-03,6.28891
2022-11-04,7.03611
2022-11-05,6.81818
2022-11-06,5.94645
2022-11-07,4.35865
2022-11-08,5.79078
2022-11-09,6.56911
2022-11-10,6.13325
2022-11-11,5.60398
2022-11-12,6.00871
2022-11-13,5.23038
2022-11-14,6.44458
2022-11-15,5.38605
2022-11-16,5.88418
2022-11-17,5.47945
2022-11-18,6.66251
2022-11-19,5.66625
2022-11-20,5.41718
2022-11-21,5.97758
2022-11-22,5.82191
2022-11-23,5.94645
2022-11-24,6.28891
2022-11-25,6.63138
2022-11-26,6.78704
2022-11-27,6.25778
2022-11-28,7.28518
2022-11-29,6.16438
2022-11-30,6.81818
2022-12-01,12.54669
2022-12-02,9.05977
2022-12-03,7.53424
2022-12-04,6.97384
2022-12-05,8.15691
2022-12-06,6.41344
2022-12-07,7.75217
2022-12-08,8.84184
2022-12-09,8.28144
2022-12-10,6.78704
2022-12-11,7.22291
2022-12-12,7.68991
2022-12-13,8.09464
2022-12-14,8.34371
2022-12-15,7.68991
2022-12-16,10.64757
2022-12-17,6.72478
2022-12-18,7.53424
2022-12-19,8.77957
2022-12-20,8.53051
2022-12-21,8.96637
2022-12-22,9.33997
2022-12-23,10.3051
2022-12-24,8.53051
2022-12-25,7.87671
2022-12-26,8.18804
2022-12-27,9.71357
2022-12-28,10.36737
2022-12-29,9.90037
2022-12-30,10.42963
2022-12-31,8.53051
2023-01-01,10.52303
2023-01-02,11.30136
2023-01-03,10.55417
2023-01-04,10.7721
2023-01-05,8.56164
2023-01-06,8.71731
2023-01-07,14.57036
2023-01-08,10.92777
2023-01-09,8.65504
2023-01-10,9.49564
2023-01-11,10.55417
2023-01-12,9.43337
2023-01-13,8.18804
2023-01-14,9.21544
2023-01-15,9.33997
2023-01-16,8.18804
2023-01-17,8.62391
2023-01-18,9.5579
2023-01-19,9.5579
2023-01-20,10.55417
2023-01-21,10.6787
2023-01-22,10.80323
2023-01-23,12.79576
2023-01-24,14.41469
2023-01-25,12.4533
2023-01-26,11.39476
2023-01-27,10.74097
2023-01-28,10.42963
2023-01-29,10.27397
2023-01-30,8.77957
2023-01-31,9.40224
2023-02-01,10.1183
2023-02-02,11.11457
2023-02-03,8.77957
2023-02-04,11.36363
2023-02-05,7.25404
2023-02-06,8.74844
2023-02-07,8.77957
2023-02-08,9.7447
2023-02-09,8.43711
2023-02-10,9.40224
2023-02-11,8.43711
2023-02-12,8.21917
2023-02-13,9.15317
2023-02-14,8.03237
2023-02-15,7.87671
2023-02-16,7.37858
2023-02-17,9.90037
2023-02-18,8.53051
2023-02-19,9.52677
2023-02-20,8.18804
2023-02-21,7.93897
2023-02-22,9.2777
2023-02-23,8.37484
2023-02-24,9.7447
2023-02-25,8.49937
2023-02-26,7.37858
2023-02-27,6.91158
2023-02-28,7.90784
2023-03-01,12.0797
2023-03-02,7.40971
2023-03-03,7.00498
2023-03-04,7.65877
2023-03-05,7.34744
2023-03-06,8.21917
2023-03-07,6.07098
2023-03-08,6.19551
2023-03-09,6.78704
2023-03-10,5.10585
2023-03-11,7.59651
2023-03-12,5.94645
2023-03-13,7.31631
2023-03-14,9.49564
2023-03-15,7.59651
2023-03-16,7.59651
2023-03-17,8.37484
2023-03-18,8.43711
2023-03-19,6.88044
2023-03-20,8.37484
2023-03-21,9.90037
2023-03-22,10.05603
2023-03-23,9.21544
2023-03-24,8.28144
2023-03-25,7.31631
2023-03-26,9.21544
2023-03-27,8.34371
2023-03-28,10.0249
2023-03-29,11.95516
2023-03-30,10.64757
2023-03-31,10.2117
2023-04-01,8.9041
2023-04-02,10.3051
2023-04-03,9.58904
2023-04-04,8.68617
2023-04-05,12.82689
2023-04-06,22.78953
2023-04-07,10.92777
2023-04-08,9.12204
2023-04-09,14.94396
2023-04-10,13.23163
2023-04-11,11.17683
2023-04-12,11.3325
2023-04-13,10.33623
2023-04-14,11.76836
2023-04-15,11.83063
2023-04-16,11.0523
2023-04-17,15.69115
2023-04-18,10.46077
2023-04-19,10.4919
2023-04-20,9.9315
2023-04-21,9.40224
2023-04-22,9.40224
2023-04-23,9.2777
2023-04-24,9.24657
2023-04-25,8.28144
2023-04-26,8.43711
2023-04-27,9.52677
2023-04-28,9.40224
2023-04-29,9.80697
2023-04-30,9.96264
2023-05-01,10.27397
2023-05-02,9.6513
2023-05-03,9.3711
2023-05-04,9.15317
2023-05-05,10.6787
2023-05-06,10.92777
2023-05-07,8.93524
2023-05-08,10.24283
2023-05-09,9.71357
2023-05-10,9.40224
2023-05-11,9.0909
2023-05-12,8.06351
2023-05-13,8.34371
2023-05-14,7.40971
2023-05-15,9.12204
2023-05-16,8.03237
2023-05-17,7.22291
2023-05-18,8.84184
2023-05-19,7.81444
2023-05-20,9.58904
2023-05-21,6.97384
2023-05-22,7.22291
2023-05-23,9.05977
2023-05-24,8.43711
2023-05-25,7.97011
2023-05-26,6.60024
2023-05-27,7.22291
2023-05-28,5.88418
