date,HLB주가
2020-07-26,0.15506
2020-07-27,0.33505
2020-07-28,0.34335
2020-07-29,0.39596
2020-07-30,0.37658
2020-07-31,0.2409
2020-08-01,0.26582
2020-08-02,0.1246
2020-08-03,0.26859
2020-08-04,0.32951
2020-08-05,0.41258
2020-08-06,0.40704
2020-08-07,0.6341
2020-08-08,0.14952
2020-08-09,0.14121
2020-08-10,0.35166
2020-08-11,0.3655
2020-08-12,0.46242
2020-08-13,3.20374
2020-08-14,1.58664
2020-08-15,0.44304
2020-08-16,0.3572
2020-08-17,0.34058
2020-08-18,0.58149
2020-08-19,0.60364
2020-08-20,0.54826
2020-08-21,0.4015
2020-08-22,0.26582
2020-08-23,0.17444
2020-08-24,0.42088
2020-08-25,0.40981
2020-08-26,0.43196
2020-08-27,0.36827
2020-08-28,0.37104
2020-08-29,0.20213
2020-08-30,0.19383
2020-08-31,0.39319
2020-09-01,0.55933
2020-09-02,1.32081
2020-09-03,1.0716
2020-09-04,0.62302
2020-09-05,0.32674
2020-09-06,0.25474
2020-09-07,1.19067
2020-09-08,0.911
2020-09-09,0.78086
2020-09-10,0.58702
2020-09-11,0.5178
2020-09-12,0.30736
2020-09-13,0.28243
2020-09-14,0.75593
2020-09-15,0.89715
2020-09-16,0.839
2020-09-17,0.91377
2020-09-18,1.03007
2020-09-19,0.48457
2020-09-20,0.58702
2020-09-21,1.87738
2020-09-22,1.20728
2020-09-23,0.87777
2020-09-24,0.78362
2020-09-25,0.68394
2020-09-26,0.34335
2020-09-27,0.33781
2020-09-28,0.61472
2020-09-29,0.46519
2020-09-30,0.28243
2020-10-01,0.22428
2020-10-02,0.22152
2020-10-03,0.22428
2020-10-04,0.20767
2020-10-05,0.46519
2020-10-06,0.4375
2020-10-07,0.34612
2020-10-08,0.40704
2020-10-09,0.19936
2020-10-10,0.1689
2020-10-11,0.15506
2020-10-12,0.39043
2020-10-13,0.42642
2020-10-14,0.31843
2020-10-15,0.35997
2020-10-16,0.40427
2020-10-17,0.17167
2020-10-18,0.19106
2020-10-19,0.3572
2020-10-20,0.34612
2020-10-21,0.60641
2020-10-22,0.50672
2020-10-23,0.29905
2020-10-24,0.11629
2020-10-25,0.12737
2020-10-26,0.28797
2020-10-27,0.22705
2020-10-28,0.24644
2020-10-29,0.2769
2020-10-30,0.2409
2020-10-31,0.10799
2020-11-01,0.12737
2020-11-02,0.21598
2020-11-03,0.2049
2020-11-04,0.27413
2020-11-05,0.30459
2020-11-06,0.22428
2020-11-07,0.09691
2020-11-08,0.1246
2020-11-09,0.29074
2020-11-10,0.30182
2020-11-11,0.2769
2020-11-12,0.35997
2020-11-13,0.30182
2020-11-14,0.13014
2020-11-15,0.13568
2020-11-16,0.35166
2020-11-17,0.29628
2020-11-18,0.25197
2020-11-19,0.32397
2020-11-20,0.34889
2020-11-21,0.19936
2020-11-22,0.17444
2020-11-23,0.52057
2020-11-24,0.45411
2020-11-25,0.40704
2020-11-26,0.39043
2020-11-27,0.32951
2020-11-28,0.22152
2020-11-29,0.1689
2020-11-30,0.37381
2020-12-01,0.27966
2020-12-02,0.44304
2020-12-03,0.56764
2020-12-04,0.53441
2020-12-05,0.30459
2020-12-06,0.30736
2020-12-07,1.39558
2020-12-08,0.86116
2020-12-09,0.71717
2020-12-10,0.69502
2020-12-11,0.5178
2020-12-12,0.29074
2020-12-13,0.29628
2020-12-14,0.47903
2020-12-15,0.40981
2020-12-16,0.34058
2020-12-17,0.30459
2020-12-18,0.41535
2020-12-19,0.22428
2020-12-20,0.17444
2020-12-21,0.45134
2020-12-22,0.38489
2020-12-23,0.4375
2020-12-24,0.53441
2020-12-25,0.24921
2020-12-26,0.19383
2020-12-27,0.34058
2020-12-28,0.61195
2020-12-29,0.61472
2020-12-30,0.63687
2020-12-31,0.4015
2021-01-01,0.29628
2021-01-02,0.40427
2021-01-03,0.39319
2021-01-04,0.86116
2021-01-05,2.19305
2021-01-06,1.68355
2021-01-07,0.88608
2021-01-08,1.16298
2021-01-09,0.56764
2021-01-10,0.60087
2021-01-11,1.08822
2021-01-12,0.77255
2021-01-13,0.62579
2021-01-14,0.72548
2021-01-15,0.60087
2021-01-16,0.35443
2021-01-17,0.26305
2021-01-18,0.60087
2021-01-19,0.50672
2021-01-20,0.53995
2021-01-21,0.49842
2021-01-22,0.43473
2021-01-23,0.34889
2021-01-24,0.24921
2021-01-25,1.83862
2021-01-26,2.40626
2021-01-27,1.79431
2021-01-28,1.61156
2021-01-29,1.65586
2021-01-30,1.08268
2021-01-31,1.67525
2021-02-01,5.01744
2021-02-02,3.0376
2021-02-03,1.94107
2021-02-04,1.26266
2021-02-05,0.96638
2021-02-06,0.68394
2021-02-07,0.87223
2021-02-08,0.86393
2021-02-09,0.85008
2021-02-10,0.67563
2021-02-11,1.21836
2021-02-12,1.09929
2021-02-13,1.16021
2021-02-14,1.54787
2021-02-15,1.29035
2021-02-16,39.87373
2021-02-17,24.18175
2021-02-18,10.54715
2021-02-19,9.1045
2021-02-20,2.72193
2021-02-21,2.0989
2021-02-22,7.97197
2021-02-23,5.754
2021-02-24,4.99529
2021-02-25,4.63809
2021-02-26,7.66738
2021-02-27,1.5811
2021-02-28,1.28205
2021-03-01,1.1436
2021-03-02,4.79315
2021-03-03,3.99844
2021-03-04,4.23104
2021-03-05,5.19466
2021-03-06,1.28758
2021-03-07,1.02176
2021-03-08,4.32519
2021-03-09,3.84615
2021-03-10,4.82638
2021-03-11,4.38334
2021-03-12,4.40549
2021-03-13,0.947
2021-03-14,0.85839
2021-03-15,6.14996
2021-03-16,4.00398
2021-03-17,4.16735
2021-03-18,5.53801
2021-03-19,4.36672
2021-03-20,1.01345
2021-03-21,0.68394
2021-03-22,3.69385
2021-03-23,3.07083
2021-03-24,2.97114
2021-03-25,2.86038
2021-03-26,2.83546
2021-03-27,0.65902
2021-03-28,0.52611
2021-03-29,2.60009
2021-03-30,2.91022
2021-03-31,2.67209
2021-04-01,3.48341
2021-04-02,3.32281
2021-04-03,0.85562
2021-04-04,0.80024
2021-04-05,3.28958
2021-04-06,2.84654
2021-04-07,2.8853
2021-04-08,2.94068
2021-04-09,2.60563
2021-04-10,0.51503
2021-04-11,0.53718
2021-04-12,2.48657
2021-04-13,2.56964
2021-04-14,2.35642
2021-04-15,2.30104
2021-04-16,2.15428
2021-04-17,0.58702
2021-04-18,0.25751
2021-04-19,2.36196
2021-04-20,2.31212
2021-04-21,2.08229
2021-04-22,1.98814
2021-04-23,1.93276
2021-04-24,0.45688
2021-04-25,0.38212
2021-04-26,3.17328
2021-04-27,2.59733
2021-04-28,2.2512
2021-04-29,2.08506
2021-04-30,1.85246
2021-05-01,0.43196
2021-05-02,0.36827
2021-05-03,2.37304
2021-05-04,2.48933
2021-05-05,0.57318
2021-05-06,2.15152
2021-05-07,2.00199
2021-05-08,0.39596
2021-05-09,0.37935
2021-05-10,2.22628
2021-05-11,2.17921
2021-05-12,2.00476
2021-05-13,1.70017
2021-05-14,1.96322
2021-05-15,0.50395
2021-05-16,0.39596
2021-05-17,1.75001
2021-05-18,1.72786
2021-05-19,0.44581
2021-05-20,1.5811
2021-05-21,1.66971
2021-05-22,0.50672
2021-05-23,0.37104
2021-05-24,1.99091
2021-05-25,1.88292
2021-05-26,1.65863
2021-05-27,1.71955
2021-05-28,1.99368
2021-05-29,0.39043
2021-05-30,0.3572
2021-05-31,2.26781
2021-06-01,2.69701
2021-06-02,2.44226
2021-06-03,2.04352
2021-06-04,1.91338
2021-06-05,0.31012
2021-06-06,0.31843
2021-06-07,1.92999
2021-06-08,2.04629
2021-06-09,1.9743
2021-06-10,1.96322
2021-06-11,1.7777
2021-06-12,0.31289
2021-06-13,0.37381
2021-06-14,1.78601
2021-06-15,1.59218
2021-06-16,1.52572
2021-06-17,1.86354
2021-06-18,3.17605
2021-06-19,0.83347
2021-06-20,0.46242
2021-06-21,2.16813
2021-06-22,1.88015
2021-06-23,1.88015
2021-06-24,1.78047
2021-06-25,1.52018
2021-06-26,0.37658
2021-06-27,0.34335
2021-06-28,1.40388
2021-06-29,1.40942
2021-06-30,1.83862
2021-07-01,1.65863
2021-07-02,1.48695
2021-07-03,0.28243
2021-07-04,0.3572
2021-07-05,1.92723
2021-07-06,1.87461
2021-07-07,1.7777
2021-07-08,1.67801
2021-07-09,1.75832
2021-07-10,0.33781
2021-07-11,0.25197
2021-07-12,1.37342
2021-07-13,2.19028
2021-07-14,2.01306
2021-07-15,7.34064
2021-07-16,4.51071
2021-07-17,0.48457
2021-07-18,0.3572
2021-07-19,2.23182
2021-07-20,1.99922
2021-07-21,1.84416
2021-07-22,1.78601
2021-07-23,1.76662
2021-07-24,0.2852
2021-07-25,0.23536
2021-07-26,1.62817
2021-07-27,1.45096
2021-07-28,1.84416
2021-07-29,1.70847
2021-07-30,1.83031
2021-07-31,0.26582
2021-08-01,0.34889
2021-08-02,1.60602
2021-08-03,1.7417
2021-08-04,1.50911
2021-08-05,1.65586
2021-08-06,1.48141
2021-08-07,0.26859
2021-08-08,0.14952
2021-08-09,1.87461
2021-08-10,1.50357
2021-08-11,1.56172
2021-08-12,1.81647
2021-08-13,1.82477
2021-08-14,0.22705
2021-08-15,0.19106
2021-08-16,0.36274
2021-08-17,1.39281
2021-08-18,3.14836
2021-08-19,3.0376
2021-08-20,2.91853
2021-08-21,0.5178
2021-08-22,0.42919
2021-08-23,2.90469
2021-08-24,5.49371
2021-08-25,6.39087
2021-08-26,6.5044
2021-08-27,6.2275
2021-08-28,1.29866
2021-08-29,0.85008
2021-08-30,12.34701
2021-08-31,9.80783
2021-09-01,9.27064
2021-09-02,10.58038
2021-09-03,9.55308
2021-09-04,1.93553
2021-09-05,1.45096
2021-09-06,8.61715
2021-09-07,8.75006
2021-09-08,8.4427
2021-09-09,8.54239
2021-09-10,7.37664
2021-09-11,1.11037
2021-09-12,0.80855
2021-09-13,7.01113
2021-09-14,6.82006
2021-09-15,6.45456
2021-09-16,7.63415
2021-09-17,6.56808
2021-09-18,1.00238
2021-09-19,0.88331
2021-09-20,0.72824
2021-09-21,0.69779
2021-09-22,0.78086
2021-09-23,6.24411
2021-09-24,6.19981
2021-09-25,0.82516
2021-09-26,0.56764
2021-09-27,5.7983
2021-09-28,5.78999
2021-09-29,6.09458
2021-09-30,4.94545
2021-10-01,5.04236
2021-10-02,0.70332
2021-10-03,0.52057
2021-10-04,0.98022
2021-10-05,5.82045
2021-10-06,5.90906
2021-10-07,5.72908
2021-10-08,5.37464
2021-10-09,0.77255
2021-10-10,0.5981
2021-10-11,0.947
2021-10-12,5.29157
2021-10-13,5.1642
2021-10-14,6.13889
2021-10-15,5.56847
2021-10-16,0.73932
2021-10-17,0.4015
2021-10-18,4.31965
2021-10-19,5.00359
2021-10-20,4.68793
2021-10-21,4.62147
2021-10-22,4.21997
2021-10-23,0.60918
2021-10-24,0.49011
2021-10-25,3.61078
2021-10-26,3.85999
2021-10-27,3.9486
2021-10-28,4.13413
2021-10-29,3.90984
2021-10-30,0.66179
2021-10-31,0.45134
2021-11-01,4.52733
2021-11-02,3.70493
2021-11-03,3.36157
2021-11-04,3.54156
2021-11-05,3.62186
2021-11-06,0.56764
2021-11-07,0.47626
2021-11-08,4.30027
2021-11-09,3.39757
2021-11-10,3.23974
2021-11-11,3.45849
2021-11-12,3.20097
2021-11-13,0.50949
2021-11-14,0.47073
2021-11-15,3.38649
2021-11-16,3.7077
2021-11-17,3.49448
2021-11-18,2.91853
2021-11-19,3.60248
2021-11-20,0.62025
2021-11-21,0.48457
2021-11-22,3.58863
2021-11-23,3.27019
2021-11-24,3.07083
2021-11-25,3.01545
2021-11-26,2.94622
2021-11-27,0.52611
2021-11-28,0.4375
2021-11-29,2.95176
2021-11-30,2.82162
2021-12-01,2.70255
2021-12-02,2.57794
2021-12-03,2.88807
2021-12-04,0.46796
2021-12-05,0.3572
2021-12-06,2.62502
2021-12-07,2.69147
2021-12-08,2.58348
2021-12-09,2.77177
2021-12-10,2.38411
2021-12-11,0.40427
2021-12-12,0.30182
2021-12-13,2.53641
2021-12-14,2.64994
2021-12-15,2.4035
2021-12-16,2.32596
2021-12-17,2.17367
2021-12-18,0.36827
2021-12-19,0.22982
2021-12-20,3.34773
2021-12-21,3.20097
2021-12-22,3.04591
2021-12-23,2.85207
2021-12-24,2.66655
2021-12-25,0.34612
2021-12-26,0.30459
2021-12-27,2.67486
2021-12-28,2.92407
2021-12-29,3.90984
2021-12-30,2.92961
2021-12-31,1.11037
2022-01-01,0.36827
2022-01-02,0.3212
2022-01-03,3.65232
2022-01-04,3.26743
2022-01-05,3.16774
2022-01-06,2.8853
2022-01-07,3.10405
2022-01-08,0.41812
2022-01-09,0.34058
2022-01-10,2.94899
2022-01-11,3.12067
2022-01-12,3.0736
2022-01-13,2.87976
2022-01-14,4.58271
2022-01-15,0.92208
2022-01-16,0.76978
2022-01-17,4.13966
2022-01-18,3.99291
2022-01-19,4.13413
2022-01-20,5.31649
2022-01-21,3.90984
2022-01-22,0.77809
2022-01-23,0.65071
2022-01-24,3.92922
2022-01-25,3.89876
2022-01-26,4.07598
2022-01-27,4.42764
2022-01-28,5.03128
2022-01-29,0.93592
2022-01-30,0.68394
2022-01-31,0.60641
2022-02-01,0.65071
2022-02-02,0.74209
2022-02-03,4.6907
2022-02-04,4.03721
2022-02-05,0.75317
2022-02-06,0.69225
2022-02-07,3.67447
2022-02-08,3.13728
2022-02-09,3.1982
2022-02-10,3.26743
2022-02-11,3.1982
2022-02-12,0.62302
2022-02-13,0.42919
2022-02-14,3.32004
2022-02-15,3.79908
2022-02-16,4.25319
2022-02-17,4.25319
2022-02-18,3.61909
2022-02-19,0.72824
2022-02-20,0.53995
2022-02-21,3.1179
2022-02-22,3.26466
2022-02-23,3.22589
2022-02-24,3.31727
2022-02-25,4.46087
2022-02-26,0.85839
2022-02-27,0.56764
2022-02-28,3.63294
2022-03-01,0.94977
2022-03-02,3.38649
2022-03-03,3.25081
2022-03-04,2.73024
2022-03-05,0.46242
2022-03-06,0.47903
2022-03-07,2.7247
2022-03-08,2.77731
2022-03-09,0.49565
2022-03-10,2.95176
2022-03-11,2.69701
2022-03-12,0.62302
2022-03-13,0.49288
2022-03-14,2.86315
2022-03-15,10.7659
2022-03-16,5.0119
2022-03-17,7.1385
2022-03-18,4.51902
2022-03-19,0.79747
2022-03-20,0.57041
2022-03-21,3.9486
2022-03-22,3.38372
2022-03-23,3.16774
2022-03-24,2.94345
2022-03-25,3.22866
2022-03-26,0.65625
2022-03-27,0.42365
2022-03-28,3.13451
2022-03-29,3.6357
2022-03-30,3.33665
2022-03-31,4.80146
2022-04-01,3.5471
2022-04-02,0.67563
2022-04-03,0.68117
2022-04-04,3.4751
2022-04-05,3.38926
2022-04-06,3.18989
2022-04-07,3.22589
2022-04-08,2.97114
2022-04-09,0.50119
2022-04-10,0.39873
2022-04-11,3.14559
2022-04-12,3.69939
2022-04-13,4.84576
2022-04-14,3.86553
2022-04-15,3.10959
2022-04-16,3.34773
2022-04-17,0.69225
2022-04-18,3.87384
2022-04-19,3.99568
2022-04-20,3.30619
2022-04-21,3.54156
2022-04-22,3.02652
2022-04-23,0.57041
2022-04-24,0.42642
2022-04-25,4.08705
2022-04-26,3.77139
2022-04-27,3.2785
2022-04-28,3.27296
2022-04-29,3.75477
2022-04-30,0.75593
2022-05-01,0.54826
2022-05-02,3.12344
2022-05-03,3.09575
2022-05-04,2.77454
2022-05-05,0.93869
2022-05-06,3.51387
2022-05-07,0.58702
2022-05-08,0.47903
2022-05-09,3.26466
2022-05-10,2.98499
2022-05-11,5.81215
2022-05-12,22.93016
2022-05-13,61.77659
2022-05-14,15.50091
2022-05-15,12.84266
2022-05-16,39.96234
2022-05-17,25.14814
2022-05-18,52.34258
2022-05-19,35.72852
2022-05-20,26.0093
2022-05-21,8.19903
2022-05-22,6.60962
2022-05-23,22.27944
2022-05-24,16.3593
2022-05-25,20.23315
2022-05-26,15.46768
2022-05-27,17.22877
2022-05-28,3.7437
2022-05-29,3.05975
2022-05-30,17.4586
2022-05-31,14.14686
2022-06-01,3.97075
2022-06-02,11.7129
2022-06-03,10.10688
2022-06-04,3.84892
2022-06-05,3.88768
2022-06-06,4.40272
2022-06-07,12.79559
2022-06-08,15.14094
2022-06-09,18.15085
2022-06-10,11.18679
2022-06-11,3.53879
2022-06-12,3.11513
2022-06-13,8.76668
2022-06-14,7.57324
2022-06-15,6.29672
2022-06-16,6.56808
2022-06-17,5.90906
2022-06-18,1.45096
2022-06-19,1.30974
2022-06-20,5.37464
2022-06-21,6.02259
2022-06-22,5.46879
2022-06-23,5.65154
2022-06-24,6.88652
2022-06-25,1.67248
2022-06-26,1.43434
2022-06-27,6.34103
2022-06-28,5.41341
2022-06-29,5.59893
2022-06-30,7.83906
2022-07-01,5.56017
2022-07-02,1.45649
2022-07-03,1.31804
2022-07-04,6.83391
2022-07-05,5.86753
2022-07-06,5.21681
2022-07-07,5.21958
2022-07-08,20.44913
2022-07-09,6.41302
2022-07-10,5.72354
2022-07-11,11.49969
2022-07-12,10.25641
2022-07-13,14.95264
2022-07-14,10.04319
2022-07-15,7.32402
2022-07-16,1.08268
2022-07-17,0.85285
2022-07-18,11.34186
2022-07-19,6.28011
2022-07-20,8.56177
2022-07-21,6.57362
2022-07-22,5.88414
2022-07-23,0.96638
2022-07-24,0.82239
2022-07-25,4.8873
2022-07-26,4.97314
2022-07-27,4.70731
2022-07-28,4.89007
2022-07-29,5.61831
2022-07-30,0.84454
2022-07-31,0.80855
2022-08-01,5.05897
2022-08-02,8.36517
2022-08-03,8.27656
2022-08-04,16.95741
2022-08-05,11.46646
2022-08-06,2.84654
2022-08-07,2.70809
2022-08-08,9.05189
2022-08-09,18.04009
2022-08-10,14.61206
2022-08-11,8.83037
2022-08-12,9.88813
2022-08-13,6.48225
2022-08-14,4.735
2022-08-15,4.01783
2022-08-16,15.5729
2022-08-17,8.34579
2022-08-18,13.84781
2022-08-19,11.85135
2022-08-20,3.01268
2022-08-21,3.42803
2022-08-22,8.86636
2022-08-23,6.629
2022-08-24,8.60054
2022-08-25,8.28764
2022-08-26,8.17688
2022-08-27,1.39834
2022-08-28,1.57002
2022-08-29,5.89245
2022-08-30,5.72077
2022-08-31,15.09386
2022-09-01,10.71606
2022-09-02,7.38494
2022-09-03,1.72786
2022-09-04,1.63648
2022-09-05,12.46054
2022-09-06,7.78645
2022-09-07,9.15434
2022-09-08,30.26804
2022-09-09,8.15473
2022-09-10,9.3454
2022-09-11,9.90474
2022-09-12,13.08079
2022-09-13,33.14227
2022-09-14,23.51165
2022-09-15,19.23907
2022-09-16,12.0978
2022-09-17,2.63055
2022-09-18,2.27058
2022-09-19,7.48186
2022-09-20,10.27856
2022-09-21,7.13019
2022-09-22,5.91737
2022-09-23,9.91582
2022-09-24,2.50318
2022-09-25,2.32873
2022-09-26,6.20811
2022-09-27,5.14205
2022-09-28,5.41341
2022-09-29,5.57678
2022-09-30,5.42172
2022-10-01,0.85839
2022-10-02,1.20175
2022-10-03,2.17367
2022-10-04,7.60093
2022-10-05,5.45494
2022-10-06,4.66024
2022-10-07,4.28919
2022-10-08,0.5981
2022-10-09,0.35997
2022-10-10,0.52888
2022-10-11,4.61316
2022-10-12,4.87899
2022-10-13,4.47194
2022-10-14,4.08705
2022-10-15,0.58702
2022-10-16,0.41812
2022-10-17,4.67962
2022-10-18,5.77338
2022-10-19,4.75438
2022-10-20,3.77692
2022-10-21,3.73816
2022-10-22,0.54272
2022-10-23,0.52888
2022-10-24,5.40787
2022-10-25,4.36672
2022-10-26,3.93753
2022-10-27,3.57479
2022-10-28,3.93476
2022-10-29,0.55933
2022-10-30,0.44857
2022-10-31,4.19781
2022-11-01,4.2255
2022-11-02,3.752
2022-11-03,3.25635
2022-11-04,3.20097
2022-11-05,0.47626
2022-11-06,0.40427
2022-11-07,3.57202
2022-11-08,3.788
2022-11-09,3.752
2022-11-10,3.15113
2022-11-11,4.79315
2022-11-12,0.71163
2022-11-13,0.77532
2022-11-14,4.4941
2022-11-15,4.28642
2022-11-16,3.8683
2022-11-17,3.14836
2022-11-18,3.04591
2022-11-19,0.51503
2022-11-20,0.42365
2022-11-21,2.80777
2022-11-22,3.27573
2022-11-23,3.10405
2022-11-24,2.91022
2022-11-25,2.79116
2022-11-26,0.48457
2022-11-27,0.3572
2022-11-28,3.87661
2022-11-29,4.45256
2022-11-30,3.33942
2022-12-01,4.13413
2022-12-02,3.05698
2022-12-03,0.39319
2022-12-04,0.3212
2022-12-05,3.08467
2022-12-06,2.79669
2022-12-07,3.20651
2022-12-08,2.69978
2022-12-09,3.31727
2022-12-10,0.41812
2022-12-11,0.37381
2022-12-12,2.84654
2022-12-13,2.81331
2022-12-14,2.97668
2022-12-15,3.12621
2022-12-16,2.78562
2022-12-17,0.41258
2022-12-18,0.25751
2022-12-19,2.26781
2022-12-20,2.18751
2022-12-21,2.24843
2022-12-22,3.38649
2022-12-23,3.28127
2022-12-24,0.40704
2022-12-25,0.26028
2022-12-26,2.58625
2022-12-27,4.46918
2022-12-28,3.27573
2022-12-29,4.48856
2022-12-30,2.70532
2022-12-31,0.89162
2023-01-01,1.09929
2023-01-02,3.30896
2023-01-03,3.39757
2023-01-04,2.77177
2023-01-05,2.85761
2023-01-06,19.09508
2023-01-07,9.21803
2023-01-08,6.59301
2023-01-09,6.33826
2023-01-10,4.28642
2023-01-11,3.788
2023-01-12,3.21758
2023-01-13,2.72193
2023-01-14,0.53995
2023-01-15,0.4735
2023-01-16,3.00714
2023-01-17,2.60286
2023-01-18,2.46718
2023-01-19,2.63055
2023-01-20,2.27612
2023-01-21,0.27413
2023-01-22,0.19659
2023-01-23,0.34612
2023-01-24,0.40981
2023-01-25,2.74685
2023-01-26,2.70532
2023-01-27,2.71639
2023-01-28,0.42088
2023-01-29,0.37104
2023-01-30,2.36196
2023-01-31,2.2955
2023-02-01,5.21681
2023-02-02,3.84892
2023-02-03,3.00714
2023-02-04,0.49842
2023-02-05,0.46242
2023-02-06,2.5724
2023-02-07,2.65824
2023-02-08,2.93791
2023-02-09,2.48657
2023-02-10,2.63886
2023-02-11,0.41258
2023-02-12,0.38766
2023-02-13,2.9656
2023-02-14,2.81054
2023-02-15,2.90192
2023-02-16,3.12898
2023-02-17,2.46995
2023-02-18,0.52888
2023-02-19,0.41535
2023-02-20,68.4499
2023-02-21,26.85662
2023-02-22,10.45024
2023-02-23,7.81691
2023-02-24,6.68161
2023-02-25,0.98299
2023-02-26,0.98576
2023-02-27,5.03405
2023-02-28,5.52971
2023-03-01,1.1879
2023-03-02,4.05659
2023-03-03,4.3778
2023-03-04,0.81408
2023-03-05,0.72548
2023-03-06,4.18674
2023-03-07,11.63814
2023-03-08,7.3794
2023-03-09,13.73705
2023-03-10,8.21288
2023-03-11,0.94423
2023-03-12,1.06053
2023-03-13,6.69823
2023-03-14,6.24411
2023-03-15,5.93675
2023-03-16,4.50794
2023-03-17,6.31057
2023-03-18,1.03837
2023-03-19,1.04668
2023-03-20,6.36872
2023-03-21,10.86836
2023-03-22,6.95021
2023-03-23,5.58786
2023-03-24,4.48025
2023-03-25,0.80578
2023-03-26,0.70332
2023-03-27,4.43872
2023-03-28,4.11474
2023-03-29,4.28088
2023-03-30,5.03682
2023-03-31,6.6207
2023-04-01,1.14083
2023-04-02,0.99961
2023-04-03,4.43595
2023-04-04,4.81807
2023-04-05,7.49847
2023-04-06,10.47793
2023-04-07,5.77338
2023-04-08,1.27928
2023-04-09,1.26543
2023-04-10,5.67646
2023-04-11,6.05028
2023-04-12,6.92806
2023-04-13,6.5044
2023-04-14,7.01666
2023-04-15,1.13529
2023-04-16,1.17682
2023-04-17,5.67923
2023-04-18,4.74331
2023-04-19,4.29196
2023-04-20,4.58547
2023-04-21,3.72708
2023-04-22,0.50949
2023-04-23,0.57595
2023-04-24,3.46956
2023-04-25,4.3058
2023-04-26,3.41695
2023-04-27,3.90153
2023-04-28,3.89599
2023-04-29,0.60364
2023-04-30,0.49011
2023-05-01,0.91654
2023-05-02,3.81292
2023-05-03,3.17605
2023-05-04,4.35842
2023-05-05,0.60641
2023-05-06,0.50949
2023-05-07,0.49011
2023-05-08,4.15074
2023-05-09,4.00121
2023-05-10,3.40034
2023-05-11,4.08982
2023-05-12,3.82123
2023-05-13,0.51503
2023-05-14,0.39873
2023-05-15,3.30619
2023-05-16,3.10129
2023-05-17,23.5698
2023-05-18,22.89416
2023-05-19,7.94705
2023-05-20,0.90269
2023-05-21,0.64794
2023-05-22,4.87345
2023-05-23,7.87783
2023-05-24,4.8873
2023-05-25,4.08982
2023-05-26,6.10012
2023-05-27,0.74486
2023-05-28,0.99407
2023-05-29,2.2512
