date,앱테크추천
2021-04-14,26.66666
2021-04-15,22.30936
2021-04-16,18.69281
2021-04-17,16.81917
2021-04-18,21.00217
2021-04-19,17.42919
2021-04-20,16.29629
2021-04-21,17.69063
2021-04-22,16.47058
2021-04-23,15.90413
2021-04-24,12.46187
2021-04-25,15.77342
2021-04-26,13.63834
2021-04-27,14.42265
2021-04-28,16.122
2021-04-29,14.24836
2021-04-30,12.54901
2021-05-01,18.30065
2021-05-02,14.9891
2021-05-03,12.11328
2021-05-04,11.59041
2021-05-05,13.07189
2021-05-06,15.25054
2021-05-07,12.76688
2021-05-08,10.67538
2021-05-09,15.20697
2021-05-10,12.54901
2021-05-11,11.37254
2021-05-12,14.37908
2021-05-13,12.81045
2021-05-14,11.37254
2021-05-15,11.15468
2021-05-16,15.99128
2021-05-17,13.20261
2021-05-18,13.24618
2021-05-19,13.76906
2021-05-20,14.24836
2021-05-21,10.93681
2021-05-22,12.28758
2021-05-23,13.72549
2021-05-24,14.0305
2021-05-25,13.55119
2021-05-26,13.59477
2021-05-27,12.06971
2021-05-28,11.2854
2021-05-29,13.59477
2021-05-30,15.20697
2021-05-31,12.37472
2021-06-01,14.9891
2021-06-02,10.84967
2021-06-03,12.33115
2021-06-04,10.6318
2021-06-05,10.76252
2021-06-06,11.02396
2021-06-07,13.15904
2021-06-08,13.3769
2021-06-09,10.19607
2021-06-10,11.85185
2021-06-11,10.37037
2021-06-12,9.89106
2021-06-13,12.28758
2021-06-14,10.50108
2021-06-15,9.49891
2021-06-16,10.93681
2021-06-17,10.28322
2021-06-18,10.19607
2021-06-19,9.58605
2021-06-20,10.19607
2021-06-21,9.32461
2021-06-22,10.84967
2021-06-23,11.50326
2021-06-24,11.98257
2021-06-25,19.43355
2021-06-26,13.55119
2021-06-27,11.24183
2021-06-28,12.50544
2021-06-29,13.11546
2021-06-30,11.85185
2021-07-01,14.59694
2021-07-02,10.84967
2021-07-03,11.63398
2021-07-04,12.4183
2021-07-05,11.32897
2021-07-06,11.32897
2021-07-07,10.84967
2021-07-08,11.45969
2021-07-09,8.84531
2021-07-10,8.97603
2021-07-11,9.6732
2021-07-12,7.75599
2021-07-13,9.6732
2021-07-14,7.97385
2021-07-15,10.98039
2021-07-16,8.62745
2021-07-17,9.76034
2021-07-18,9.32461
2021-07-19,8.84531
2021-07-20,9.6732
2021-07-21,9.58605
2021-07-22,8.67102
2021-07-23,6.49237
2021-07-24,7.75599
2021-07-25,9.89106
2021-07-26,7.88671
2021-07-27,10.76252
2021-07-28,8.93246
2021-07-29,9.41176
2021-07-30,9.28104
2021-07-31,10.45751
2021-08-01,12.37472
2021-08-02,8.80174
2021-08-03,9.45533
2021-08-04,8.97603
2021-08-05,8.97603
2021-08-06,9.54248
2021-08-07,9.89106
2021-08-08,12.4183
2021-08-09,11.98257
2021-08-10,10.76252
2021-08-11,11.32897
2021-08-12,11.50326
2021-08-13,8.10457
2021-08-14,8.62745
2021-08-15,10.8061
2021-08-16,11.54684
2021-08-17,8.97603
2021-08-18,10.76252
2021-08-19,9.76034
2021-08-20,8.84531
2021-08-21,9.49891
2021-08-22,9.58605
2021-08-23,12.15686
2021-08-24,11.45969
2021-08-25,11.24183
2021-08-26,9.36819
2021-08-27,8.32244
2021-08-28,9.23747
2021-08-29,10.76252
2021-08-30,9.89106
2021-08-31,10.19607
2021-09-01,14.16122
2021-09-02,9.54248
2021-09-03,9.76034
2021-09-04,9.23747
2021-09-05,9.80392
2021-09-06,7.88671
2021-09-07,9.80392
2021-09-08,9.76034
2021-09-09,8.84531
2021-09-10,8.71459
2021-09-11,7.32026
2021-09-12,9.6732
2021-09-13,7.27668
2021-09-14,8.75816
2021-09-15,9.0196
2021-09-16,7.66884
2021-09-17,6.18736
2021-09-18,6.10021
2021-09-19,6.05664
2021-09-20,6.66666
2021-09-21,6.57952
2021-09-22,7.18954
2021-09-23,8.36601
2021-09-24,9.58605
2021-09-25,11.02396
2021-09-26,11.41612
2021-09-27,10.19607
2021-09-28,8.23529
2021-09-29,9.15032
2021-09-30,12.20043
2021-10-01,12.72331
2021-10-02,8.36601
2021-10-03,8.67102
2021-10-04,11.89542
2021-10-05,8.49673
2021-10-06,10.67538
2021-10-07,12.59259
2021-10-08,8.14814
2021-10-09,22.70152
2021-10-10,12.46187
2021-10-11,13.76906
2021-10-12,11.2854
2021-10-13,10.19607
2021-10-14,8.27886
2021-10-15,7.79956
2021-10-16,7.79956
2021-10-17,8.23529
2021-10-18,6.66666
2021-10-19,8.75816
2021-10-20,8.80174
2021-10-21,7.62527
2021-10-22,8.93246
2021-10-23,7.10239
2021-10-24,6.31808
2021-10-25,7.75599
2021-10-26,11.24183
2021-10-27,9.80392
2021-10-28,8.27886
2021-10-29,5.92592
2021-10-30,7.53812
2021-10-31,11.2854
2021-11-01,11.06753
2021-11-02,8.32244
2021-11-03,6.40522
2021-11-04,8.23529
2021-11-05,6.53594
2021-11-06,7.01525
2021-11-07,9.23747
2021-11-08,8.80174
2021-11-09,8.80174
2021-11-10,7.88671
2021-11-11,8.58387
2021-11-12,7.84313
2021-11-13,7.53812
2021-11-14,8.32244
2021-11-15,9.93464
2021-11-16,8.36601
2021-11-17,8.10457
2021-11-18,8.93246
2021-11-19,8.75816
2021-11-20,8.97603
2021-11-21,9.10675
2021-11-22,7.36383
2021-11-23,8.23529
2021-11-24,9.49891
2021-11-25,6.49237
2021-11-26,9.62962
2021-11-27,7.32026
2021-11-28,9.71677
2021-11-29,9.80392
2021-11-30,10.6318
2021-12-01,13.24618
2021-12-02,10.84967
2021-12-03,10.37037
2021-12-04,7.75599
2021-12-05,9.71677
2021-12-06,12.37472
2021-12-07,10.37037
2021-12-08,10.41394
2021-12-09,8.23529
2021-12-10,9.84749
2021-12-11,9.45533
2021-12-12,11.15468
2021-12-13,8.45315
2021-12-14,8.67102
2021-12-15,8.80174
2021-12-16,9.28104
2021-12-17,7.97385
2021-12-18,8.23529
2021-12-19,9.89106
2021-12-20,8.49673
2021-12-21,8.23529
2021-12-22,9.0196
2021-12-23,9.32461
2021-12-24,7.05882
2021-12-25,6.66666
2021-12-26,9.23747
2021-12-27,9.76034
2021-12-28,11.2854
2021-12-29,10.23965
2021-12-30,10.02178
2021-12-31,8.93246
2022-01-01,14.29193
2022-01-02,12.11328
2022-01-03,11.41612
2022-01-04,11.45969
2022-01-05,10.50108
2022-01-06,11.85185
2022-01-07,11.15468
2022-01-08,11.63398
2022-01-09,11.93899
2022-01-10,12.28758
2022-01-11,10.93681
2022-01-12,11.37254
2022-01-13,11.50326
2022-01-14,10.54466
2022-01-15,14.20479
2022-01-16,14.68409
2022-01-17,12.4183
2022-01-18,11.11111
2022-01-19,12.46187
2022-01-20,11.85185
2022-01-21,11.24183
2022-01-22,10.54466
2022-01-23,11.54684
2022-01-24,11.50326
2022-01-25,12.28758
2022-01-26,8.97603
2022-01-27,12.02614
2022-01-28,8.75816
2022-01-29,11.89542
2022-01-30,10.8061
2022-01-31,10.58823
2022-02-01,14.90196
2022-02-02,12.59259
2022-02-03,11.89542
2022-02-04,11.11111
2022-02-05,12.59259
2022-02-06,13.24618
2022-02-07,11.02396
2022-02-08,9.80392
2022-02-09,11.24183
2022-02-10,10.45751
2022-02-11,9.28104
2022-02-12,8.71459
2022-02-13,11.15468
2022-02-14,9.6732
2022-02-15,14.68409
2022-02-16,13.72549
2022-02-17,12.4183
2022-02-18,10.98039
2022-02-19,11.15468
2022-02-20,12.85403
2022-02-21,12.244
2022-02-22,12.33115
2022-02-23,13.02832
2022-02-24,14.81481
2022-02-25,13.33333
2022-02-26,13.46405
2022-02-27,15.11982
2022-02-28,21.6122
2022-03-01,23.31154
2022-03-02,13.15904
2022-03-03,10.58823
2022-03-04,11.50326
2022-03-05,13.3769
2022-03-06,11.24183
2022-03-07,14.11764
2022-03-08,11.59041
2022-03-09,9.84749
2022-03-10,8.19172
2022-03-11,11.67755
2022-03-12,10.45751
2022-03-13,13.07189
2022-03-14,14.20479
2022-03-15,11.19825
2022-03-16,12.11328
2022-03-17,12.15686
2022-03-18,12.06971
2022-03-19,12.72331
2022-03-20,13.68191
2022-03-21,9.80392
2022-03-22,11.32897
2022-03-23,9.45533
2022-03-24,8.88888
2022-03-25,8.19172
2022-03-26,10.28322
2022-03-27,11.06753
2022-03-28,8.67102
2022-03-29,8.49673
2022-03-30,8.75816
2022-03-31,10.50108
2022-04-01,12.20043
2022-04-02,9.19389
2022-04-03,8.58387
2022-04-04,7.58169
2022-04-05,7.62527
2022-04-06,8.14814
2022-04-07,8.67102
2022-04-08,7.18954
2022-04-09,7.62527
2022-04-10,9.06318
2022-04-11,7.97385
2022-04-12,8.80174
2022-04-13,9.54248
2022-04-14,8.27886
2022-04-15,6.88453
2022-04-16,7.14596
2022-04-17,7.75599
2022-04-18,9.15032
2022-04-19,8.97603
2022-04-20,9.76034
2022-04-21,7.58169
2022-04-22,7.93028
2022-04-23,8.71459
2022-04-24,9.32461
2022-04-25,9.89106
2022-04-26,12.28758
2022-04-27,10.50108
2022-04-28,10.02178
2022-04-29,8.19172
2022-04-30,7.97385
2022-05-01,12.85403
2022-05-02,8.67102
2022-05-03,10.06535
2022-05-04,9.10675
2022-05-05,8.36601
2022-05-06,8.40958
2022-05-07,8.01742
2022-05-08,9.19389
2022-05-09,10.10893
2022-05-10,8.62745
2022-05-11,9.28104
2022-05-12,10.28322
2022-05-13,7.45098
2022-05-14,6.4488
2022-05-15,7.79956
2022-05-16,10.23965
2022-05-17,9.84749
2022-05-18,9.23747
2022-05-19,9.15032
2022-05-20,7.45098
2022-05-21,7.88671
2022-05-22,9.6732
2022-05-23,13.11546
2022-05-24,9.62962
2022-05-25,9.0196
2022-05-26,8.32244
2022-05-27,7.97385
2022-05-28,7.97385
2022-05-29,9.6732
2022-05-30,13.81263
2022-05-31,8.67102
2022-06-01,13.8562
2022-06-02,9.45533
2022-06-03,7.53812
2022-06-04,7.88671
2022-06-05,9.71677
2022-06-06,10.1525
2022-06-07,9.97821
2022-06-08,10.54466
2022-06-09,9.19389
2022-06-10,8.10457
2022-06-11,8.88888
2022-06-12,10.37037
2022-06-13,9.89106
2022-06-14,10.10893
2022-06-15,9.15032
2022-06-16,10.23965
2022-06-17,8.23529
2022-06-18,8.88888
2022-06-19,9.45533
2022-06-20,11.02396
2022-06-21,8.061
2022-06-22,8.93246
2022-06-23,8.061
2022-06-24,10.89324
2022-06-25,11.98257
2022-06-26,15.4684
2022-06-27,15.16339
2022-06-28,15.38126
2022-06-29,16.42701
2022-06-30,19.08496
2022-07-01,20.91503
2022-07-02,12.76688
2022-07-03,16.38344
2022-07-04,16.77559
2022-07-05,14.11764
2022-07-06,12.02614
2022-07-07,10.8061
2022-07-08,10.37037
2022-07-09,9.93464
2022-07-10,11.89542
2022-07-11,12.20043
2022-07-12,12.8976
2022-07-13,12.20043
2022-07-14,13.20261
2022-07-15,11.41612
2022-07-16,10.71895
2022-07-17,12.81045
2022-07-18,15.77342
2022-07-19,24.22657
2022-07-20,41.04575
2022-07-21,22.48366
2022-07-22,19.21568
2022-07-23,16.29629
2022-07-24,17.47276
2022-07-25,15.99128
2022-07-26,18.64923
2022-07-27,21.6122
2022-07-28,20.30501
2022-07-29,15.42483
2022-07-30,16.122
2022-07-31,17.99564
2022-08-01,18.73638
2022-08-02,17.08061
2022-08-03,15.07625
2022-08-04,15.68627
2022-08-05,16.122
2022-08-06,13.50762
2022-08-07,35.03267
2022-08-08,18.12636
2022-08-09,17.29847
2022-08-10,37.38562
2022-08-11,17.16775
2022-08-12,13.3769
2022-08-13,13.89978
2022-08-14,14.64052
2022-08-15,15.42483
2022-08-16,16.07843
2022-08-17,16.42701
2022-08-18,17.08061
2022-08-19,14.20479
2022-08-20,14.55337
2022-08-21,16.94989
2022-08-22,17.7342
2022-08-23,16.81917
2022-08-24,16.07843
2022-08-25,14.11764
2022-08-26,14.94553
2022-08-27,13.42047
2022-08-28,13.24618
2022-08-29,15.11982
2022-08-30,15.11982
2022-08-31,15.4684
2022-09-01,16.6013
2022-09-02,11.85185
2022-09-03,12.4183
2022-09-04,13.59477
2022-09-05,11.67755
2022-09-06,12.8976
2022-09-07,11.85185
2022-09-08,9.97821
2022-09-09,7.93028
2022-09-10,10.32679
2022-09-11,11.98257
2022-09-12,15.42483
2022-09-13,15.16339
2022-09-14,13.81263
2022-09-15,15.4684
2022-09-16,15.4684
2022-09-17,29.84749
2022-09-18,21.26361
2022-09-19,17.95206
2022-09-20,23.61655
2022-09-21,21.08932
2022-09-22,19.12854
2022-09-23,21.22004
2022-09-24,21.35076
2022-09-25,22.74509
2022-09-26,22.96296
2022-09-27,19.78213
2022-09-28,23.13725
2022-09-29,22.96296
2022-09-30,18.8671
2022-10-01,21.04575
2022-10-02,16.38344
2022-10-03,24.09586
2022-10-04,63.00653
2022-10-05,25.7952
2022-10-06,20.61002
2022-10-07,15.25054
2022-10-08,12.20043
2022-10-09,15.07625
2022-10-10,17.95206
2022-10-11,21.17647
2022-10-12,16.55773
2022-10-13,16.42701
2022-10-14,15.4684
2022-10-15,16.03485
2022-10-16,15.77342
2022-10-17,16.20915
2022-10-18,16.64488
2022-10-19,16.25272
2022-10-20,15.86056
2022-10-21,15.38126
2022-10-22,12.20043
2022-10-23,26.14379
2022-10-24,24.57516
2022-10-25,27.27668
2022-10-26,17.47276
2022-10-27,16.73202
2022-10-28,14.72766
2022-10-29,13.63834
2022-10-30,13.3769
2022-10-31,15.55555
2022-11-01,16.47058
2022-11-02,15.72984
2022-11-03,14.11764
2022-11-04,13.76906
2022-11-05,11.85185
2022-11-06,13.33333
2022-11-07,17.82135
2022-11-08,13.94335
2022-11-09,14.16122
2022-11-10,13.59477
2022-11-11,11.2854
2022-11-12,11.19825
2022-11-13,14.33551
2022-11-14,13.63834
2022-11-15,14.46623
2022-11-16,12.85403
2022-11-17,14.29193
2022-11-18,13.11546
2022-11-19,9.15032
2022-11-20,10.67538
2022-11-21,12.59259
2022-11-22,14.42265
2022-11-23,12.15686
2022-11-24,11.15468
2022-11-25,11.93899
2022-11-26,12.63616
2022-11-27,13.15904
2022-11-28,13.3769
2022-11-29,14.0305
2022-11-30,14.16122
2022-12-01,12.81045
2022-12-02,10.93681
2022-12-03,7.93028
2022-12-04,11.32897
2022-12-05,10.76252
2022-12-06,13.20261
2022-12-07,11.67755
2022-12-08,12.54901
2022-12-09,11.45969
2022-12-10,11.93899
2022-12-11,13.76906
2022-12-12,28.5403
2022-12-13,14.55337
2022-12-14,15.38126
2022-12-15,14.24836
2022-12-16,11.59041
2022-12-17,12.4183
2022-12-18,15.38126
2022-12-19,13.15904
2022-12-20,12.4183
2022-12-21,17.08061
2022-12-22,12.81045
2022-12-23,11.72113
2022-12-24,10.89324
2022-12-25,12.81045
2022-12-26,15.33769
2022-12-27,16.16557
2022-12-28,14.24836
2022-12-29,11.98257
2022-12-30,10.93681
2022-12-31,13.63834
2023-01-01,22.83224
2023-01-02,18.64923
2023-01-03,17.34204
2023-01-04,15.55555
2023-01-05,16.03485
2023-01-06,15.86056
2023-01-07,15.94771
2023-01-08,16.47058
2023-01-09,15.16339
2023-01-10,14.59694
2023-01-11,16.6013
2023-01-12,14.59694
2023-01-13,16.68845
2023-01-14,15.29411
2023-01-15,16.16557
2023-01-16,14.42265
2023-01-17,16.99346
2023-01-18,15.6427
2023-01-19,15.72984
2023-01-20,13.94335
2023-01-21,12.81045
2023-01-22,45.3159
2023-01-23,14.94553
2023-01-24,18.60566
2023-01-25,16.68845
2023-01-26,27.88671
2023-01-27,22.74509
2023-01-28,16.77559
2023-01-29,21.4379
2023-01-30,20.34858
2023-01-31,20.61002
2023-02-01,23.74727
2023-02-02,19.08496
2023-02-03,17.08061
2023-02-04,15.94771
2023-02-05,18.51851
2023-02-06,16.99346
2023-02-07,18.73638
2023-02-08,24.00871
2023-02-09,22.17864
2023-02-10,15.90413
2023-02-11,16.99346
2023-02-12,18.77995
2023-02-13,18.91067
2023-02-14,18.95424
2023-02-15,17.21132
2023-02-16,19.43355
2023-02-17,18.47494
2023-02-18,16.33986
2023-02-19,20.61002
2023-02-20,18.82352
2023-02-21,19.91285
2023-02-22,31.45969
2023-02-23,19.3464
2023-02-24,26.23093
2023-02-25,17.47276
2023-02-26,18.38779
2023-02-27,16.38344
2023-02-28,26.01307
2023-03-01,25.35947
2023-03-02,17.16775
2023-03-03,15.16339
2023-03-04,16.99346
2023-03-05,18.73638
2023-03-06,17.90849
2023-03-07,16.99346
2023-03-08,15.94771
2023-03-09,16.38344
2023-03-10,13.59477
2023-03-11,16.20915
2023-03-12,24.53159
2023-03-13,20.87145
2023-03-14,20.30501
2023-03-15,26.18736
2023-03-16,18.8671
2023-03-17,13.46405
2023-03-18,14.42265
2023-03-19,16.122
2023-03-20,16.25272
2023-03-21,16.25272
2023-03-22,16.47058
2023-03-23,12.54901
2023-03-24,14.0305
2023-03-25,11.98257
2023-03-26,12.94117
2023-03-27,12.67973
2023-03-28,12.4183
2023-03-29,13.20261
2023-03-30,11.54684
2023-03-31,11.11111
2023-04-01,13.81263
2023-04-02,11.67755
2023-04-03,11.45969
2023-04-04,14.07407
2023-04-05,13.72549
2023-04-06,15.51198
2023-04-07,12.244
2023-04-08,11.93899
2023-04-09,13.72549
2023-04-10,12.59259
2023-04-11,12.94117
2023-04-12,12.15686
2023-04-13,12.50544
2023-04-14,12.59259
2023-04-15,12.81045
2023-04-16,13.55119
2023-04-17,19.08496
2023-04-18,14.11764
2023-04-19,13.50762
2023-04-20,12.98474
2023-04-21,12.46187
2023-04-22,11.32897
2023-04-23,12.76688
2023-04-24,13.59477
2023-04-25,13.24618
2023-04-26,12.8976
2023-04-27,13.46405
2023-04-28,11.32897
2023-04-29,11.2854
2023-04-30,12.94117
2023-05-01,17.12418
2023-05-02,13.98692
2023-05-03,11.7647
2023-05-04,13.33333
2023-05-05,12.15686
2023-05-06,11.80827
2023-05-07,12.8976
2023-05-08,11.19825
2023-05-09,12.28758
2023-05-10,13.24618
2023-05-11,13.46405
2023-05-12,12.20043
2023-05-13,11.67755
2023-05-14,17.51633
2023-05-15,15.11982
2023-05-16,12.50544
2023-05-17,12.4183
2023-05-18,13.42047
2023-05-19,11.72113
2023-05-20,11.72113
2023-05-21,13.28976
2023-05-22,13.72549
2023-05-23,14.37908
2023-05-24,13.07189
2023-05-25,12.59259
2023-05-26,11.59041
2023-05-27,11.59041
2023-05-28,12.81045
2023-05-29,13.50762
