date,사회초년생적금
2021-04-29,29.92518
2021-04-30,29.67581
2021-05-01,23.94014
2021-05-02,27.93017
2021-05-03,28.92768
2021-05-04,23.94014
2021-05-05,32.41895
2021-05-06,36.1596
2021-05-07,32.16957
2021-05-08,29.42643
2021-05-09,30.42394
2021-05-10,33.16708
2021-05-11,31.42144
2021-05-12,36.1596
2021-05-13,27.18204
2021-05-14,24.4389
2021-05-15,17.95511
2021-05-16,27.43142
2021-05-17,26.43391
2021-05-18,22.44389
2021-05-19,21.44638
2021-05-20,33.91521
2021-05-21,32.16957
2021-05-22,18.45386
2021-05-23,24.4389
2021-05-24,33.16708
2021-05-25,48.62842
2021-05-26,37.40648
2021-05-27,32.16957
2021-05-28,26.68329
2021-05-29,16.9576
2021-05-30,27.93017
2021-05-31,36.90773
2021-06-01,30.42394
2021-06-02,33.16708
2021-06-03,28.17955
2021-06-04,23.94014
2021-06-05,20.1995
2021-06-06,25.68578
2021-06-07,30.92269
2021-06-08,31.92019
2021-06-09,30.67331
2021-06-10,35.66084
2021-06-11,29.67581
2021-06-12,15.46134
2021-06-13,26.43391
2021-06-14,29.42643
2021-06-15,30.17456
2021-06-16,26.68329
2021-06-17,29.42643
2021-06-18,28.42892
2021-06-19,21.69576
2021-06-20,30.42394
2021-06-21,30.92269
2021-06-22,29.42643
2021-06-23,24.4389
2021-06-24,21.69576
2021-06-25,28.42892
2021-06-26,20.69825
2021-06-27,27.68079
2021-06-28,38.15461
2021-06-29,31.92019
2021-06-30,33.41645
2021-07-01,30.67331
2021-07-02,29.42643
2021-07-03,27.93017
2021-07-04,24.18952
2021-07-05,33.41645
2021-07-06,32.66832
2021-07-07,30.92269
2021-07-08,21.197
2021-07-09,29.92518
2021-07-10,18.95261
2021-07-11,28.17955
2021-07-12,26.43391
2021-07-13,33.16708
2021-07-14,24.18952
2021-07-15,36.65835
2021-07-16,25.18703
2021-07-17,23.19201
2021-07-18,26.43391
2021-07-19,35.16209
2021-07-20,31.92019
2021-07-21,30.92269
2021-07-22,30.92269
2021-07-23,40.399
2021-07-24,27.43142
2021-07-25,42.14463
2021-07-26,44.6384
2021-07-27,36.65835
2021-07-28,34.41396
2021-07-29,24.93765
2021-07-30,32.16957
2021-07-31,27.43142
2021-08-01,33.91521
2021-08-02,42.39401
2021-08-03,34.66334
2021-08-04,34.16458
2021-08-05,33.41645
2021-08-06,35.91022
2021-08-07,28.42892
2021-08-08,31.17206
2021-08-09,40.64837
2021-08-10,49.12718
2021-08-11,36.90773
2021-08-12,36.40897
2021-08-13,24.18952
2021-08-14,20.69825
2021-08-15,22.44389
2021-08-16,27.68079
2021-08-17,39.40149
2021-08-18,34.16458
2021-08-19,35.66084
2021-08-20,32.66832
2021-08-21,22.19451
2021-08-22,35.16209
2021-08-23,34.16458
2021-08-24,35.16209
2021-08-25,40.89775
2021-08-26,43.14214
2021-08-27,29.67581
2021-08-28,24.68827
2021-08-29,29.17705
2021-08-30,42.64339
2021-08-31,37.90523
2021-09-01,34.41396
2021-09-02,31.67082
2021-09-03,36.1596
2021-09-04,21.44638
2021-09-05,29.42643
2021-09-06,27.68079
2021-09-07,31.42144
2021-09-08,32.16957
2021-09-09,36.40897
2021-09-10,38.40399
2021-09-11,27.18204
2021-09-12,23.94014
2021-09-13,29.17705
2021-09-14,29.92518
2021-09-15,28.17955
2021-09-16,30.42394
2021-09-17,32.16957
2021-09-18,25.68578
2021-09-19,21.69576
2021-09-20,16.70822
2021-09-21,19.20199
2021-09-22,28.92768
2021-09-23,43.89027
2021-09-24,50.87281
2021-09-25,41.64588
2021-09-26,36.90773
2021-09-27,36.90773
2021-09-28,36.1596
2021-09-29,29.17705
2021-09-30,36.90773
2021-10-01,30.67331
2021-10-02,23.69077
2021-10-03,25.4364
2021-10-04,30.17456
2021-10-05,35.41147
2021-10-06,26.93266
2021-10-07,26.93266
2021-10-08,28.92768
2021-10-09,23.94014
2021-10-10,19.20199
2021-10-11,33.66583
2021-10-12,32.9177
2021-10-13,25.93516
2021-10-14,25.4364
2021-10-15,25.93516
2021-10-16,22.19451
2021-10-17,21.69576
2021-10-18,25.68578
2021-10-19,23.69077
2021-10-20,28.17955
2021-10-21,31.42144
2021-10-22,23.94014
2021-10-23,15.71072
2021-10-24,24.93765
2021-10-25,35.16209
2021-10-26,36.90773
2021-10-27,26.93266
2021-10-28,23.94014
2021-10-29,29.92518
2021-10-30,18.95261
2021-10-31,27.68079
2021-11-01,26.18453
2021-11-02,34.66334
2021-11-03,24.93765
2021-11-04,25.4364
2021-11-05,26.93266
2021-11-06,19.45137
2021-11-07,26.43391
2021-11-08,31.17206
2021-11-09,21.69576
2021-11-10,32.9177
2021-11-11,26.93266
2021-11-12,19.45137
2021-11-13,19.70074
2021-11-14,24.68827
2021-11-15,29.17705
2021-11-16,29.17705
2021-11-17,23.44139
2021-11-18,26.18453
2021-11-19,24.93765
2021-11-20,19.70074
2021-11-21,33.91521
2021-11-22,36.1596
2021-11-23,35.41147
2021-11-24,30.92269
2021-11-25,35.66084
2021-11-26,32.66832
2021-11-27,16.70822
2021-11-28,26.68329
2021-11-29,29.67581
2021-11-30,32.66832
2021-12-01,33.41645
2021-12-02,32.41895
2021-12-03,23.69077
2021-12-04,24.68827
2021-12-05,30.17456
2021-12-06,30.67331
2021-12-07,31.67082
2021-12-08,30.67331
2021-12-09,32.66832
2021-12-10,37.90523
2021-12-11,29.67581
2021-12-12,28.17955
2021-12-13,29.42643
2021-12-14,30.17456
2021-12-15,29.42643
2021-12-16,26.43391
2021-12-17,32.16957
2021-12-18,23.19201
2021-12-19,26.68329
2021-12-20,45.63591
2021-12-21,32.66832
2021-12-22,33.41645
2021-12-23,30.67331
2021-12-24,31.92019
2021-12-25,27.68079
2021-12-26,35.41147
2021-12-27,50.37406
2021-12-28,39.90024
2021-12-29,42.14463
2021-12-30,45.88528
2021-12-31,40.399
2022-01-01,35.66084
2022-01-02,48.37905
2022-01-03,47.13216
2022-01-04,47.13216
2022-01-05,51.12219
2022-01-06,44.88778
2022-01-07,37.40648
2022-01-08,31.42144
2022-01-09,40.64837
2022-01-10,54.36408
2022-01-11,45.88528
2022-01-12,42.64339
2022-01-13,37.90523
2022-01-14,32.41895
2022-01-15,35.16209
2022-01-16,48.62842
2022-01-17,51.87032
2022-01-18,52.86783
2022-01-19,37.90523
2022-01-20,46.63341
2022-01-21,48.8778
2022-01-22,39.65087
2022-01-23,44.88778
2022-01-24,55.11221
2022-01-25,63.09226
2022-01-26,59.10224
2022-01-27,46.38403
2022-01-28,49.87531
2022-01-29,44.13965
2022-01-30,41.64588
2022-01-31,44.6384
2022-02-01,62.59351
2022-02-02,57.10723
2022-02-03,68.32917
2022-02-04,49.62593
2022-02-05,41.14713
2022-02-06,48.8778
2022-02-07,68.0798
2022-02-08,50.37406
2022-02-09,47.38154
2022-02-10,57.60598
2022-02-11,56.3591
2022-02-12,31.42144
2022-02-13,30.17456
2022-02-14,40.14962
2022-02-15,46.88279
2022-02-16,36.90773
2022-02-17,43.89027
2022-02-18,45.38653
2022-02-19,39.40149
2022-02-20,46.63341
2022-02-21,100.0
2022-02-22,92.01995
2022-02-23,93.76558
2022-02-24,94.76309
2022-02-25,86.03491
2022-02-26,47.13216
2022-02-27,46.13466
2022-02-28,80.29925
2022-03-01,56.3591
2022-03-02,58.85286
2022-03-03,58.85286
2022-03-04,45.63591
2022-03-05,43.89027
2022-03-06,48.8778
2022-03-07,41.14713
2022-03-08,35.16209
2022-03-09,24.18952
2022-03-10,35.66084
2022-03-11,31.92019
2022-03-12,22.19451
2022-03-13,35.66084
2022-03-14,31.67082
2022-03-15,32.41895
2022-03-16,32.66832
2022-03-17,39.40149
2022-03-18,28.6783
2022-03-19,28.6783
2022-03-20,31.17206
2022-03-21,39.40149
2022-03-22,40.14962
2022-03-23,33.16708
2022-03-24,28.17955
2022-03-25,43.64089
2022-03-26,38.65336
2022-03-27,40.399
2022-03-28,34.66334
2022-03-29,28.6783
2022-03-30,28.92768
2022-03-31,27.93017
2022-04-01,26.43391
2022-04-02,25.4364
2022-04-03,30.42394
2022-04-04,32.66832
2022-04-05,34.91271
2022-04-06,28.42892
2022-04-07,21.69576
2022-04-08,30.67331
2022-04-09,21.69576
2022-04-10,28.42892
2022-04-11,27.18204
2022-04-12,25.68578
2022-04-13,32.16957
2022-04-14,25.18703
2022-04-15,22.69326
2022-04-16,19.95012
2022-04-17,26.43391
2022-04-18,31.42144
2022-04-19,30.67331
2022-04-20,29.92518
2022-04-21,33.91521
2022-04-22,25.93516
2022-04-23,20.44887
2022-04-24,33.66583
2022-04-25,42.89276
2022-04-26,36.65835
2022-04-27,33.41645
2022-04-28,27.18204
2022-04-29,27.68079
2022-04-30,23.94014
2022-05-01,27.43142
2022-05-02,31.42144
2022-05-03,24.4389
2022-05-04,25.68578
2022-05-05,24.18952
2022-05-06,28.42892
2022-05-07,20.1995
2022-05-08,23.94014
2022-05-09,32.16957
2022-05-10,34.66334
2022-05-11,30.42394
2022-05-12,18.70324
2022-05-13,22.19451
2022-05-14,18.45386
2022-05-15,26.18453
2022-05-16,29.42643
2022-05-17,28.42892
2022-05-18,20.94763
2022-05-19,28.42892
2022-05-20,30.92269
2022-05-21,17.95511
2022-05-22,24.68827
2022-05-23,29.67581
2022-05-24,30.92269
2022-05-25,45.38653
2022-05-26,37.90523
2022-05-27,38.40399
2022-05-28,22.69326
2022-05-29,24.4389
2022-05-30,28.6783
2022-05-31,33.66583
2022-06-01,20.94763
2022-06-02,32.9177
2022-06-03,35.66084
2022-06-04,17.45635
2022-06-05,26.18453
2022-06-06,26.93266
2022-06-07,29.92518
2022-06-08,27.68079
2022-06-09,25.18703
2022-06-10,26.43391
2022-06-11,21.94513
2022-06-12,29.67581
2022-06-13,30.17456
2022-06-14,24.4389
2022-06-15,31.92019
2022-06-16,27.68079
2022-06-17,26.68329
2022-06-18,19.95012
2022-06-19,21.197
2022-06-20,33.91521
2022-06-21,34.91271
2022-06-22,33.41645
2022-06-23,26.18453
2022-06-24,41.3965
2022-06-25,24.93765
2022-06-26,29.17705
2022-06-27,29.17705
2022-06-28,35.41147
2022-06-29,26.68329
2022-06-30,35.16209
2022-07-01,30.67331
2022-07-02,22.94264
2022-07-03,29.17705
2022-07-04,24.4389
2022-07-05,37.40648
2022-07-06,31.67082
2022-07-07,31.42144
2022-07-08,27.68079
2022-07-09,21.44638
2022-07-10,25.68578
2022-07-11,33.16708
2022-07-12,30.67331
2022-07-13,27.93017
2022-07-14,23.94014
2022-07-15,24.68827
2022-07-16,20.1995
2022-07-17,20.94763
2022-07-18,33.16708
2022-07-19,28.92768
2022-07-20,30.67331
2022-07-21,28.42892
2022-07-22,25.93516
2022-07-23,21.197
2022-07-24,27.18204
2022-07-25,42.89276
2022-07-26,41.64588
2022-07-27,28.6783
2022-07-28,22.44389
2022-07-29,28.17955
2022-07-30,22.69326
2022-07-31,29.17705
2022-08-01,31.17206
2022-08-02,33.16708
2022-08-03,34.16458
2022-08-04,21.44638
2022-08-05,31.92019
2022-08-06,20.44887
2022-08-07,31.17206
2022-08-08,29.92518
2022-08-09,28.92768
2022-08-10,40.399
2022-08-11,31.67082
2022-08-12,26.18453
2022-08-13,21.44638
2022-08-14,24.93765
2022-08-15,26.43391
2022-08-16,28.92768
2022-08-17,28.6783
2022-08-18,28.42892
2022-08-19,28.6783
2022-08-20,21.197
2022-08-21,29.42643
2022-08-22,36.40897
2022-08-23,30.17456
2022-08-24,25.68578
2022-08-25,41.14713
2022-08-26,28.6783
2022-08-27,20.1995
2022-08-28,22.94264
2022-08-29,31.92019
2022-08-30,29.92518
2022-08-31,26.43391
2022-09-01,24.4389
2022-09-02,20.1995
2022-09-03,15.46134
2022-09-04,22.69326
2022-09-05,32.9177
2022-09-06,29.67581
2022-09-07,20.69825
2022-09-08,28.17955
2022-09-09,19.95012
2022-09-10,16.70822
2022-09-11,17.20698
2022-09-12,29.42643
2022-09-13,31.92019
2022-09-14,29.92518
2022-09-15,31.42144
2022-09-16,23.19201
2022-09-17,17.45635
2022-09-18,18.20448
2022-09-19,28.42892
2022-09-20,31.17206
2022-09-21,28.6783
2022-09-22,27.93017
2022-09-23,31.67082
2022-09-24,18.95261
2022-09-25,23.69077
2022-09-26,34.91271
2022-09-27,32.66832
2022-09-28,21.94513
2022-09-29,24.18952
2022-09-30,28.42892
2022-10-01,19.70074
2022-10-02,15.96009
2022-10-03,25.18703
2022-10-04,29.42643
2022-10-05,34.66334
2022-10-06,29.42643
2022-10-07,22.69326
2022-10-08,17.95511
2022-10-09,20.44887
2022-10-10,27.68079
2022-10-11,23.94014
2022-10-12,32.41895
2022-10-13,23.69077
2022-10-14,20.94763
2022-10-15,20.94763
2022-10-16,19.20199
2022-10-17,29.67581
2022-10-18,33.66583
2022-10-19,29.92518
2022-10-20,24.18952
2022-10-21,25.68578
2022-10-22,20.69825
2022-10-23,23.44139
2022-10-24,26.68329
2022-10-25,44.13965
2022-10-26,26.68329
2022-10-27,26.93266
2022-10-28,20.44887
2022-10-29,17.45635
2022-10-30,19.20199
2022-10-31,25.4364
2022-11-01,24.18952
2022-11-02,22.44389
2022-11-03,19.95012
2022-11-04,17.70573
2022-11-05,17.95511
2022-11-06,16.20947
2022-11-07,25.18703
2022-11-08,24.68827
2022-11-09,25.4364
2022-11-10,23.44139
2022-11-11,22.94264
2022-11-12,15.46134
2022-11-13,19.70074
2022-11-14,24.93765
2022-11-15,27.68079
2022-11-16,20.44887
2022-11-17,22.94264
2022-11-18,19.95012
2022-11-19,12.96758
2022-11-20,18.70324
2022-11-21,27.93017
2022-11-22,26.18453
2022-11-23,21.44638
2022-11-24,18.70324
2022-11-25,21.44638
2022-11-26,13.21695
2022-11-27,20.69825
2022-11-28,19.95012
2022-11-29,24.93765
2022-11-30,19.95012
2022-12-01,19.20199
2022-12-02,17.20698
2022-12-03,12.7182
2022-12-04,18.70324
2022-12-05,30.17456
2022-12-06,25.93516
2022-12-07,24.18952
2022-12-08,21.94513
2022-12-09,22.69326
2022-12-10,16.20947
2022-12-11,22.69326
2022-12-12,26.43391
2022-12-13,25.93516
2022-12-14,20.94763
2022-12-15,21.197
2022-12-16,21.94513
2022-12-17,18.20448
2022-12-18,23.19201
2022-12-19,24.4389
2022-12-20,30.67331
2022-12-21,30.42394
2022-12-22,25.18703
2022-12-23,31.17206
2022-12-24,23.44139
2022-12-25,24.18952
2022-12-26,35.41147
2022-12-27,30.92269
2022-12-28,30.42394
2022-12-29,30.42394
2022-12-30,27.68079
2022-12-31,24.18952
2023-01-01,31.17206
2023-01-02,44.13965
2023-01-03,33.41645
2023-01-04,36.1596
2023-01-05,35.16209
2023-01-06,36.90773
2023-01-07,27.93017
2023-01-08,36.90773
2023-01-09,37.65586
2023-01-10,45.38653
2023-01-11,39.90024
2023-01-12,29.92518
2023-01-13,35.66084
2023-01-14,29.92518
2023-01-15,27.43142
2023-01-16,32.41895
2023-01-17,34.41396
2023-01-18,37.1571
2023-01-19,35.16209
2023-01-20,42.89276
2023-01-21,26.68329
2023-01-22,34.41396
2023-01-23,35.16209
2023-01-24,36.90773
2023-01-25,62.34413
2023-01-26,47.63092
2023-01-27,35.91022
2023-01-28,28.17955
2023-01-29,35.16209
2023-01-30,33.41645
2023-01-31,37.65586
2023-02-01,39.40149
2023-02-02,34.16458
2023-02-03,36.65835
2023-02-04,23.44139
2023-02-05,27.43142
2023-02-06,29.17705
2023-02-07,29.67581
2023-02-08,23.94014
2023-02-09,25.18703
2023-02-10,34.66334
2023-02-11,23.94014
2023-02-12,22.44389
2023-02-13,34.66334
2023-02-14,29.17705
2023-02-15,28.17955
2023-02-16,27.18204
2023-02-17,25.18703
2023-02-18,21.44638
2023-02-19,32.41895
2023-02-20,36.65835
2023-02-21,36.65835
2023-02-22,37.40648
2023-02-23,34.41396
2023-02-24,32.16957
2023-02-25,25.18703
2023-02-26,34.41396
2023-02-27,36.65835
2023-02-28,27.18204
2023-03-01,32.66832
2023-03-02,29.92518
2023-03-03,28.17955
2023-03-04,22.69326
2023-03-05,30.42394
2023-03-06,36.90773
2023-03-07,30.17456
2023-03-08,27.18204
2023-03-09,23.44139
2023-03-10,24.93765
2023-03-11,15.96009
2023-03-12,22.19451
2023-03-13,27.68079
2023-03-14,23.94014
2023-03-15,24.68827
2023-03-16,20.1995
2023-03-17,22.19451
2023-03-18,21.197
2023-03-19,21.94513
2023-03-20,23.19201
2023-03-21,27.68079
2023-03-22,23.94014
2023-03-23,26.68329
2023-03-24,30.67331
2023-03-25,27.68079
2023-03-26,26.68329
2023-03-27,32.41895
2023-03-28,32.41895
2023-03-29,20.69825
2023-03-30,23.19201
2023-03-31,28.17955
2023-04-01,14.96259
2023-04-02,22.69326
2023-04-03,28.17955
2023-04-04,23.19201
2023-04-05,22.94264
2023-04-06,20.94763
2023-04-07,19.95012
2023-04-08,13.96508
2023-04-09,22.44389
2023-04-10,32.9177
2023-04-11,25.18703
2023-04-12,22.69326
2023-04-13,23.44139
2023-04-14,21.69576
2023-04-15,16.9576
2023-04-16,18.70324
2023-04-17,26.68329
2023-04-18,22.69326
2023-04-19,20.1995
2023-04-20,22.19451
2023-04-21,16.20947
2023-04-22,17.95511
2023-04-23,19.20199
2023-04-24,20.94763
2023-04-25,35.66084
2023-04-26,24.93765
2023-04-27,21.94513
2023-04-28,20.94763
2023-04-29,18.20448
2023-04-30,19.70074
2023-05-01,26.93266
2023-05-02,23.44139
2023-05-03,20.69825
2023-05-04,20.44887
2023-05-05,20.1995
2023-05-06,16.45885
2023-05-07,17.20698
2023-05-08,24.93765
2023-05-09,23.19201
2023-05-10,26.18453
2023-05-11,22.19451
2023-05-12,12.7182
2023-05-13,12.46882
2023-05-14,13.71571
2023-05-15,18.20448
2023-05-16,20.94763
2023-05-17,20.94763
2023-05-18,15.21197
2023-05-19,15.96009
2023-05-20,12.96758
2023-05-21,17.20698
2023-05-22,19.95012
2023-05-23,16.70822
2023-05-24,19.45137
2023-05-25,24.68827
2023-05-26,20.1995
2023-05-27,15.71072
2023-05-28,18.45386
2023-05-29,18.45386
