date,실손보험비교
2020-10-13,9.96916
2020-10-14,11.40801
2020-10-15,10.99691
2020-10-16,9.55806
2020-10-17,3.28879
2020-10-18,3.54573
2020-10-19,6.42343
2020-10-20,8.37615
2020-10-21,10.79136
2020-10-22,10.48304
2020-10-23,6.88591
2020-10-24,4.41932
2020-10-25,3.28879
2020-10-26,6.9373
2020-10-27,10.58581
2020-10-28,9.50668
2020-10-29,8.73586
2020-10-30,7.39979
2020-10-31,3.18602
2020-11-01,5.13874
2020-11-02,7.29701
2020-11-03,9.86639
2020-11-04,9.66084
2020-11-05,9.4039
2020-11-06,7.39979
2020-11-07,4.21377
2020-11-08,5.96094
2020-11-09,12.38437
2020-11-10,12.48715
2020-11-11,10.38026
2020-11-12,13.66906
2020-11-13,8.1706
2020-11-14,5.704
2020-11-15,5.34429
2020-11-16,10.6372
2020-11-17,10.73997
2020-11-18,8.94141
2020-11-19,10.32887
2020-11-20,6.9373
2020-11-21,4.21377
2020-11-22,4.8818
2020-11-23,9.24974
2020-11-24,10.27749
2020-11-25,10.2261
2020-11-26,9.35251
2020-11-27,8.73586
2020-11-28,5.85817
2020-11-29,4.31654
2020-11-30,9.35251
2020-12-01,11.66495
2020-12-02,12.79547
2020-12-03,13.25796
2020-12-04,10.43165
2020-12-05,5.03597
2020-12-06,8.37615
2020-12-07,11.76772
2020-12-08,13.1038
2020-12-09,23.48406
2020-12-10,25.3854
2020-12-11,17.93422
2020-12-12,7.7595
2020-12-13,11.56217
2020-12-14,17.16341
2020-12-15,14.18293
2020-12-16,15.41623
2020-12-17,12.53854
2020-12-18,13.00102
2020-12-19,6.01233
2020-12-20,6.88591
2020-12-21,13.30935
2020-12-22,13.41212
2020-12-23,18.13977
2020-12-24,14.08016
2020-12-25,8.22199
2020-12-26,7.3484
2020-12-27,7.7595
2020-12-28,17.31757
2020-12-29,17.31757
2020-12-30,17.72867
2020-12-31,14.59403
2021-01-01,5.49845
2021-01-02,5.90955
2021-01-03,4.67625
2021-01-04,9.09558
2021-01-05,9.04419
2021-01-06,10.68859
2021-01-07,11.15107
2021-01-08,8.73586
2021-01-09,4.21377
2021-01-10,5.39568
2021-01-11,10.27749
2021-01-12,11.0483
2021-01-13,9.50668
2021-01-14,11.09969
2021-01-15,10.48304
2021-01-16,4.67625
2021-01-17,3.95683
2021-01-18,11.66495
2021-01-19,14.90236
2021-01-20,12.2816
2021-01-21,12.17882
2021-01-22,10.89414
2021-01-23,6.06372
2021-01-24,6.21788
2021-01-25,12.38437
2021-01-26,17.47173
2021-01-27,12.64131
2021-01-28,11.09969
2021-01-29,8.63309
2021-01-30,5.2929
2021-01-31,5.44707
2021-02-01,10.32887
2021-02-02,10.84275
2021-02-03,11.56217
2021-02-04,9.86639
2021-02-05,8.94141
2021-02-06,4.83042
2021-02-07,5.60123
2021-02-08,10.12332
2021-02-09,8.9928
2021-02-10,8.89003
2021-02-11,3.44295
2021-02-12,4.62487
2021-02-13,3.69989
2021-02-14,5.2929
2021-02-15,11.81911
2021-02-16,12.94964
2021-02-17,11.09969
2021-02-18,11.97327
2021-02-19,17.88283
2021-02-20,11.25385
2021-02-21,6.62898
2021-02-22,13.46351
2021-02-23,23.94655
2021-02-24,21.73689
2021-02-25,16.64953
2021-02-26,14.90236
2021-02-27,7.09146
2021-02-28,8.53031
2021-03-01,14.13155
2021-03-02,17.31757
2021-03-03,13.1038
2021-03-04,12.84686
2021-03-05,11.09969
2021-03-06,6.88591
2021-03-07,8.47893
2021-03-08,12.58992
2021-03-09,14.13155
2021-03-10,13.30935
2021-03-11,15.26207
2021-03-12,10.32887
2021-03-13,6.06372
2021-03-14,5.65262
2021-03-15,12.89825
2021-03-16,13.66906
2021-03-17,11.81911
2021-03-18,13.20657
2021-03-19,9.96916
2021-03-20,5.75539
2021-03-21,5.85817
2021-03-22,11.56217
2021-03-23,14.59403
2021-03-24,15.1593
2021-03-25,12.33299
2021-03-26,10.99691
2021-03-27,6.32065
2021-03-28,6.73175
2021-03-29,13.20657
2021-03-30,11.4594
2021-03-31,10.84275
2021-04-01,8.73586
2021-04-02,8.27338
2021-04-03,4.57348
2021-04-04,4.21377
2021-04-05,8.37615
2021-04-06,8.37615
2021-04-07,10.38026
2021-04-08,9.30113
2021-04-09,10.07194
2021-04-10,4.00822
2021-04-11,3.69989
2021-04-12,8.73586
2021-04-13,9.45529
2021-04-14,9.91778
2021-04-15,9.86639
2021-04-16,8.11921
2021-04-17,3.80267
2021-04-18,3.49434
2021-04-19,9.66084
2021-04-20,9.76361
2021-04-21,9.09558
2021-04-22,10.6372
2021-04-23,8.37615
2021-04-24,3.85405
2021-04-25,3.69989
2021-04-26,8.83864
2021-04-27,10.43165
2021-04-28,8.9928
2021-04-29,8.73586
2021-04-30,9.09558
2021-05-01,4.72764
2021-05-02,3.54573
2021-05-03,7.91366
2021-05-04,9.96916
2021-05-05,5.60123
2021-05-06,10.84275
2021-05-07,9.19835
2021-05-08,4.62487
2021-05-09,3.90544
2021-05-10,9.96916
2021-05-11,12.53854
2021-05-12,9.76361
2021-05-13,10.27749
2021-05-14,10.43165
2021-05-15,4.93319
2021-05-16,4.52209
2021-05-17,9.815
2021-05-18,12.64131
2021-05-19,5.03597
2021-05-20,11.0483
2021-05-21,9.66084
2021-05-22,4.36793
2021-05-23,4.4707
2021-05-24,11.76772
2021-05-25,11.71634
2021-05-26,13.66906
2021-05-27,11.61356
2021-05-28,10.6372
2021-05-29,5.54984
2021-05-30,9.86639
2021-05-31,15.26207
2021-06-01,12.53854
2021-06-02,15.36485
2021-06-03,15.31346
2021-06-04,14.08016
2021-06-05,5.80678
2021-06-06,5.96094
2021-06-07,15.46762
2021-06-08,17.52312
2021-06-09,15.77595
2021-06-10,18.29393
2021-06-11,19.63001
2021-06-12,9.14696
2021-06-13,10.17471
2021-06-14,24.92291
2021-06-15,22.14799
2021-06-16,22.71325
2021-06-17,18.60226
2021-06-18,17.72867
2021-06-19,9.04419
2021-06-20,12.48715
2021-06-21,23.17574
2021-06-22,27.74922
2021-06-23,32.63103
2021-06-24,32.42548
2021-06-25,32.68242
2021-06-26,14.64542
2021-06-27,16.70092
2021-06-28,41.778
2021-06-29,72.55909
2021-06-30,100.0
2021-07-01,21.2744
2021-07-02,12.12744
2021-07-03,6.5262
2021-07-04,6.73175
2021-07-05,13.97738
2021-07-06,11.51079
2021-07-07,10.48304
2021-07-08,8.1706
2021-07-09,7.81089
2021-07-10,4.77903
2021-07-11,5.39568
2021-07-12,10.68859
2021-07-13,8.47893
2021-07-14,9.45529
2021-07-15,8.06783
2021-07-16,8.94141
2021-07-17,4.21377
2021-07-18,4.57348
2021-07-19,9.60945
2021-07-20,11.25385
2021-07-21,10.38026
2021-07-22,8.9928
2021-07-23,8.06783
2021-07-24,5.65262
2021-07-25,3.85405
2021-07-26,7.81089
2021-07-27,8.63309
2021-07-28,9.66084
2021-07-29,9.45529
2021-07-30,9.55806
2021-07-31,4.83042
2021-08-01,6.16649
2021-08-02,10.48304
2021-08-03,10.12332
2021-08-04,9.86639
2021-08-05,9.30113
2021-08-06,9.55806
2021-08-07,5.2929
2021-08-08,4.36793
2021-08-09,8.78725
2021-08-10,12.79547
2021-08-11,11.71634
2021-08-12,10.38026
2021-08-13,9.19835
2021-08-14,5.96094
2021-08-15,3.49434
2021-08-16,5.75539
2021-08-17,8.94141
2021-08-18,10.68859
2021-08-19,9.4039
2021-08-20,10.17471
2021-08-21,7.45118
2021-08-22,4.31654
2021-08-23,10.53442
2021-08-24,10.07194
2021-08-25,13.82322
2021-08-26,10.68859
2021-08-27,9.09558
2021-08-28,4.8818
2021-08-29,4.00822
2021-08-30,11.09969
2021-08-31,10.07194
2021-09-01,9.14696
2021-09-02,9.91778
2021-09-03,8.01644
2021-09-04,5.54984
2021-09-05,3.59712
2021-09-06,9.4039
2021-09-07,9.19835
2021-09-08,8.5817
2021-09-09,7.55395
2021-09-10,8.9928
2021-09-11,5.96094
2021-09-12,4.93319
2021-09-13,8.94141
2021-09-14,8.94141
2021-09-15,8.89003
2021-09-16,7.96505
2021-09-17,5.08735
2021-09-18,3.95683
2021-09-19,2.92908
2021-09-20,3.39157
2021-09-21,3.85405
2021-09-22,5.34429
2021-09-23,12.74409
2021-09-24,12.48715
2021-09-25,5.96094
2021-09-26,6.21788
2021-09-27,10.2261
2021-09-28,11.66495
2021-09-29,11.40801
2021-09-30,11.71634
2021-10-01,7.45118
2021-10-02,3.90544
2021-10-03,4.36793
2021-10-04,6.16649
2021-10-05,10.58581
2021-10-06,10.02055
2021-10-07,11.0483
2021-10-08,10.43165
2021-10-09,4.52209
2021-10-10,2.87769
2021-10-11,4.36793
2021-10-12,12.6927
2021-10-13,11.25385
2021-10-14,10.43165
2021-10-15,9.71223
2021-10-16,4.4707
2021-10-17,4.11099
2021-10-18,7.14285
2021-10-19,7.60534
2021-10-20,8.83864
2021-10-21,10.02055
2021-10-22,8.83864
2021-10-23,6.78314
2021-10-24,4.57348
2021-10-25,10.68859
2021-10-26,11.30524
2021-10-27,9.60945
2021-10-28,7.7595
2021-10-29,9.09558
2021-10-30,3.54573
2021-10-31,6.9373
2021-11-01,8.5817
2021-11-02,8.89003
2021-11-03,8.73586
2021-11-04,8.5817
2021-11-05,8.1706
2021-11-06,4.52209
2021-11-07,4.26515
2021-11-08,9.09558
2021-11-09,12.12744
2021-11-10,10.43165
2021-11-11,9.19835
2021-11-12,7.65673
2021-11-13,3.34018
2021-11-14,4.31654
2021-11-15,9.14696
2021-11-16,10.38026
2021-11-17,7.70811
2021-11-18,8.83864
2021-11-19,7.19424
2021-11-20,4.26515
2021-11-21,3.80267
2021-11-22,8.94141
2021-11-23,10.6372
2021-11-24,9.50668
2021-11-25,10.68859
2021-11-26,7.91366
2021-11-27,8.06783
2021-11-28,5.96094
2021-11-29,9.09558
2021-11-30,10.6372
2021-12-01,8.73586
2021-12-02,9.24974
2021-12-03,8.37615
2021-12-04,4.11099
2021-12-05,4.36793
2021-12-06,9.71223
2021-12-07,8.9928
2021-12-08,10.79136
2021-12-09,11.40801
2021-12-10,10.68859
2021-12-11,5.60123
2021-12-12,4.36793
2021-12-13,10.2261
2021-12-14,17.11202
2021-12-15,19.01336
2021-12-16,19.57862
2021-12-17,11.20246
2021-12-18,5.34429
2021-12-19,6.57759
2021-12-20,16.70092
2021-12-21,13.46351
2021-12-22,12.17882
2021-12-23,13.82322
2021-12-24,11.25385
2021-12-25,10.38026
2021-12-26,13.41212
2021-12-27,24.04933
2021-12-28,29.59917
2021-12-29,31.39773
2021-12-30,26.6187
2021-12-31,22.45632
2022-01-01,16.28982
2022-01-02,11.76772
2022-01-03,18.13977
2022-01-04,16.70092
2022-01-05,15.62178
2022-01-06,12.94964
2022-01-07,13.77183
2022-01-08,9.14696
2022-01-09,13.61767
2022-01-10,22.76464
2022-01-11,17.00924
2022-01-12,13.77183
2022-01-13,14.7482
2022-01-14,11.97327
2022-01-15,6.16649
2022-01-16,5.44707
2022-01-17,13.25796
2022-01-18,12.48715
2022-01-19,12.79547
2022-01-20,15.05652
2022-01-21,11.92189
2022-01-22,5.96094
2022-01-23,4.93319
2022-01-24,11.15107
2022-01-25,16.49537
2022-01-26,13.5149
2022-01-27,10.79136
2022-01-28,8.1706
2022-01-29,5.65262
2022-01-30,4.11099
2022-01-31,2.56937
2022-02-01,5.65262
2022-02-02,6.88591
2022-02-03,13.72045
2022-02-04,10.99691
2022-02-05,5.34429
2022-02-06,5.24152
2022-02-07,13.15519
2022-02-08,14.28571
2022-02-09,12.79547
2022-02-10,13.87461
2022-02-11,12.43576
2022-02-12,6.16649
2022-02-13,5.24152
2022-02-14,10.27749
2022-02-15,10.07194
2022-02-16,9.30113
2022-02-17,10.6372
2022-02-18,9.19835
2022-02-19,3.95683
2022-02-20,5.96094
2022-02-21,13.15519
2022-02-22,11.8705
2022-02-23,12.48715
2022-02-24,9.815
2022-02-25,9.4039
2022-02-26,8.06783
2022-02-27,5.85817
2022-02-28,8.78725
2022-03-01,5.54984
2022-03-02,7.96505
2022-03-03,9.30113
2022-03-04,9.19835
2022-03-05,4.4707
2022-03-06,4.36793
2022-03-07,7.3484
2022-03-08,9.04419
2022-03-09,5.03597
2022-03-10,9.60945
2022-03-11,7.24563
2022-03-12,6.16649
2022-03-13,5.03597
2022-03-14,9.71223
2022-03-15,11.40801
2022-03-16,9.96916
2022-03-17,9.09558
2022-03-18,8.01644
2022-03-19,4.00822
2022-03-20,4.11099
2022-03-21,9.24974
2022-03-22,11.51079
2022-03-23,11.4594
2022-03-24,9.50668
2022-03-25,10.6372
2022-03-26,10.68859
2022-03-27,6.21788
2022-03-28,8.78725
2022-03-29,9.96916
2022-03-30,10.58581
2022-03-31,8.1706
2022-04-01,7.60534
2022-04-02,3.59712
2022-04-03,4.41932
2022-04-04,7.91366
2022-04-05,7.60534
2022-04-06,8.32476
2022-04-07,7.91366
2022-04-08,9.71223
2022-04-09,4.72764
2022-04-10,4.0596
2022-04-11,8.32476
2022-04-12,10.07194
2022-04-13,9.24974
2022-04-14,9.19835
2022-04-15,6.06372
2022-04-16,3.39157
2022-04-17,3.54573
2022-04-18,7.7595
2022-04-19,9.14696
2022-04-20,11.30524
2022-04-21,9.91778
2022-04-22,7.45118
2022-04-23,5.60123
2022-04-24,4.57348
2022-04-25,9.76361
2022-04-26,9.60945
2022-04-27,10.94552
2022-04-28,9.91778
2022-04-29,7.09146
2022-04-30,3.44295
2022-05-01,4.4707
2022-05-02,9.30113
2022-05-03,9.45529
2022-05-04,9.4039
2022-05-05,3.80267
2022-05-06,8.73586
2022-05-07,3.44295
2022-05-08,4.8818
2022-05-09,10.99691
2022-05-10,9.04419
2022-05-11,9.50668
2022-05-12,9.4039
2022-05-13,7.91366
2022-05-14,4.31654
2022-05-15,4.77903
2022-05-16,8.68448
2022-05-17,8.5817
2022-05-18,10.73997
2022-05-19,8.9928
2022-05-20,7.55395
2022-05-21,4.00822
2022-05-22,3.6485
2022-05-23,10.17471
2022-05-24,11.66495
2022-05-25,8.22199
2022-05-26,9.04419
2022-05-27,6.78314
2022-05-28,5.85817
2022-05-29,4.0596
2022-05-30,9.50668
2022-05-31,10.48304
2022-06-01,3.85405
2022-06-02,6.26927
2022-06-03,7.29701
2022-06-04,4.26515
2022-06-05,3.23741
2022-06-06,5.80678
2022-06-07,9.4039
2022-06-08,8.47893
2022-06-09,8.68448
2022-06-10,9.09558
2022-06-11,5.24152
2022-06-12,3.13463
2022-06-13,9.09558
2022-06-14,10.17471
2022-06-15,9.96916
2022-06-16,8.22199
2022-06-17,8.78725
2022-06-18,2.77492
2022-06-19,2.92908
2022-06-20,10.48304
2022-06-21,8.68448
2022-06-22,12.17882
2022-06-23,8.06783
2022-06-24,8.9928
2022-06-25,3.90544
2022-06-26,4.11099
2022-06-27,7.91366
2022-06-28,14.54265
2022-06-29,10.53442
2022-06-30,9.50668
2022-07-01,6.01233
2022-07-02,3.49434
2022-07-03,3.03186
2022-07-04,8.42754
2022-07-05,8.89003
2022-07-06,6.73175
2022-07-07,8.01644
2022-07-08,5.65262
2022-07-09,4.11099
2022-07-10,3.23741
2022-07-11,8.78725
2022-07-12,9.24974
2022-07-13,6.98869
2022-07-14,7.7595
2022-07-15,6.06372
2022-07-16,2.46659
2022-07-17,2.92908
2022-07-18,7.45118
2022-07-19,7.45118
2022-07-20,7.60534
2022-07-21,9.14696
2022-07-22,5.54984
2022-07-23,3.85405
2022-07-24,3.54573
2022-07-25,5.44707
2022-07-26,6.62898
2022-07-27,7.14285
2022-07-28,6.9373
2022-07-29,4.26515
2022-07-30,3.08324
2022-07-31,3.34018
2022-08-01,6.42343
2022-08-02,6.42343
2022-08-03,7.24563
2022-08-04,7.24563
2022-08-05,5.54984
2022-08-06,3.34018
2022-08-07,2.36382
2022-08-08,5.2929
2022-08-09,5.85817
2022-08-10,5.85817
2022-08-11,5.39568
2022-08-12,5.80678
2022-08-13,2.51798
2022-08-14,1.84994
2022-08-15,3.85405
2022-08-16,7.91366
2022-08-17,7.96505
2022-08-18,6.37204
2022-08-19,4.83042
2022-08-20,3.44295
2022-08-21,2.87769
2022-08-22,6.78314
2022-08-23,8.22199
2022-08-24,6.5262
2022-08-25,7.24563
2022-08-26,6.62898
2022-08-27,3.03186
2022-08-28,2.56937
2022-08-29,6.42343
2022-08-30,6.5262
2022-08-31,7.96505
2022-09-01,6.32065
2022-09-02,6.32065
2022-09-03,3.28879
2022-09-04,3.90544
2022-09-05,7.09146
2022-09-06,5.13874
2022-09-07,5.65262
2022-09-08,4.4707
2022-09-09,1.74717
2022-09-10,2.67214
2022-09-11,2.31243
2022-09-12,1.79856
2022-09-13,8.89003
2022-09-14,8.06783
2022-09-15,6.68036
2022-09-16,6.5262
2022-09-17,3.49434
2022-09-18,3.08324
2022-09-19,6.98869
2022-09-20,7.39979
2022-09-21,7.50256
2022-09-22,7.29701
2022-09-23,5.75539
2022-09-24,2.77492
2022-09-25,3.69989
2022-09-26,7.29701
2022-09-27,7.60534
2022-09-28,6.73175
2022-09-29,6.42343
2022-09-30,6.32065
2022-10-01,2.77492
2022-10-02,1.74717
2022-10-03,3.23741
2022-10-04,7.09146
2022-10-05,6.42343
2022-10-06,6.9373
2022-10-07,6.68036
2022-10-08,2.77492
2022-10-09,2.56937
2022-10-10,2.92908
2022-10-11,6.16649
2022-10-12,6.21788
2022-10-13,7.55395
2022-10-14,6.21788
2022-10-15,3.34018
2022-10-16,3.28879
2022-10-17,7.81089
2022-10-18,7.14285
2022-10-19,6.9373
2022-10-20,6.9373
2022-10-21,7.60534
2022-10-22,4.83042
2022-10-23,3.6485
2022-10-24,6.57759
2022-10-25,9.815
2022-10-26,7.81089
2022-10-27,8.01644
2022-10-28,6.68036
2022-10-29,3.28879
2022-10-30,3.28879
2022-10-31,7.7595
2022-11-01,6.42343
2022-11-02,8.37615
2022-11-03,6.37204
2022-11-04,6.57759
2022-11-05,2.98047
2022-11-06,3.69989
2022-11-07,7.04008
2022-11-08,7.55395
2022-11-09,6.73175
2022-11-10,7.86228
2022-11-11,6.47482
2022-11-12,2.98047
2022-11-13,2.77492
2022-11-14,6.47482
2022-11-15,9.71223
2022-11-16,7.29701
2022-11-17,7.04008
2022-11-18,6.88591
2022-11-19,3.23741
2022-11-20,4.62487
2022-11-21,7.29701
2022-11-22,8.06783
2022-11-23,8.11921
2022-11-24,6.9373
2022-11-25,5.19013
2022-11-26,3.34018
2022-11-27,2.72353
2022-11-28,8.53031
2022-11-29,10.6372
2022-11-30,7.91366
2022-12-01,7.45118
2022-12-02,9.14696
2022-12-03,4.21377
2022-12-04,6.83453
2022-12-05,8.68448
2022-12-06,9.14696
2022-12-07,9.66084
2022-12-08,9.76361
2022-12-09,11.15107
2022-12-10,6.47482
2022-12-11,5.24152
2022-12-12,11.20246
2022-12-13,12.84686
2022-12-14,11.66495
2022-12-15,10.6372
2022-12-16,11.35662
2022-12-17,4.36793
2022-12-18,10.2261
2022-12-19,13.56628
2022-12-20,16.80369
2022-12-21,16.90647
2022-12-22,23.38129
2022-12-23,12.58992
2022-12-24,7.7595
2022-12-25,6.68036
2022-12-26,12.84686
2022-12-27,14.79958
2022-12-28,13.1038
2022-12-29,10.68859
2022-12-30,9.24974
2022-12-31,4.83042
2023-01-01,4.57348
2023-01-02,9.45529
2023-01-03,9.04419
2023-01-04,10.38026
2023-01-05,9.60945
2023-01-06,8.37615
2023-01-07,3.28879
2023-01-08,3.44295
2023-01-09,10.12332
2023-01-10,9.55806
2023-01-11,9.66084
2023-01-12,8.06783
2023-01-13,7.65673
2023-01-14,3.75128
2023-01-15,5.34429
2023-01-16,8.73586
2023-01-17,7.70811
2023-01-18,8.47893
2023-01-19,8.73586
2023-01-20,9.66084
2023-01-21,4.0596
2023-01-22,4.62487
2023-01-23,5.08735
2023-01-24,6.47482
2023-01-25,11.35662
2023-01-26,11.35662
2023-01-27,10.32887
2023-01-28,6.1151
2023-01-29,4.62487
2023-01-30,9.04419
2023-01-31,10.32887
2023-02-01,8.42754
2023-02-02,8.89003
2023-02-03,7.55395
2023-02-04,4.72764
2023-02-05,4.83042
2023-02-06,8.89003
2023-02-07,9.45529
2023-02-08,8.22199
2023-02-09,8.94141
2023-02-10,9.24974
2023-02-11,4.36793
2023-02-12,4.21377
2023-02-13,8.78725
2023-02-14,7.45118
2023-02-15,9.04419
2023-02-16,8.01644
2023-02-17,7.65673
2023-02-18,3.54573
2023-02-19,3.39157
2023-02-20,9.09558
2023-02-21,11.35662
2023-02-22,7.91366
2023-02-23,9.24974
2023-02-24,7.39979
2023-02-25,4.57348
2023-02-26,4.36793
2023-02-27,9.35251
2023-02-28,7.29701
2023-03-01,4.8818
2023-03-02,7.81089
2023-03-03,6.5262
2023-03-04,4.21377
2023-03-05,4.93319
2023-03-06,6.83453
2023-03-07,8.11921
2023-03-08,7.86228
2023-03-09,7.04008
2023-03-10,7.04008
2023-03-11,3.03186
2023-03-12,3.90544
2023-03-13,8.42754
2023-03-14,8.06783
2023-03-15,8.1706
2023-03-16,8.83864
2023-03-17,6.83453
2023-03-18,4.31654
2023-03-19,4.36793
2023-03-20,8.78725
2023-03-21,10.79136
2023-03-22,9.30113
2023-03-23,8.01644
2023-03-24,7.04008
2023-03-25,4.0596
2023-03-26,3.80267
2023-03-27,9.45529
2023-03-28,9.45529
2023-03-29,8.68448
2023-03-30,7.70811
2023-03-31,6.01233
2023-04-01,2.98047
2023-04-02,2.98047
2023-04-03,5.704
2023-04-04,6.5262
2023-04-05,7.09146
2023-04-06,7.55395
2023-04-07,6.83453
2023-04-08,3.54573
2023-04-09,3.18602
2023-04-10,7.65673
2023-04-11,8.1706
2023-04-12,7.7595
2023-04-13,7.14285
2023-04-14,6.16649
2023-04-15,2.56937
2023-04-16,2.51798
2023-04-17,7.29701
2023-04-18,7.70811
2023-04-19,7.65673
2023-04-20,6.88591
2023-04-21,7.96505
2023-04-22,4.36793
2023-04-23,2.62076
2023-04-24,8.1706
2023-04-25,7.86228
2023-04-26,6.9373
2023-04-27,7.60534
2023-04-28,6.26927
2023-04-29,2.87769
2023-04-30,2.92908
2023-05-01,4.52209
2023-05-02,5.96094
2023-05-03,5.704
2023-05-04,4.77903
2023-05-05,3.54573
2023-05-06,3.13463
2023-05-07,2.98047
2023-05-08,6.57759
2023-05-09,8.47893
2023-05-10,8.5817
2023-05-11,7.60534
2023-05-12,6.47482
2023-05-13,2.92908
2023-05-14,3.34018
2023-05-15,6.98869
2023-05-16,9.14696
2023-05-17,9.91778
2023-05-18,10.2261
2023-05-19,8.01644
2023-05-20,5.08735
2023-05-21,3.95683
2023-05-22,9.14696
2023-05-23,10.99691
2023-05-24,10.48304
2023-05-25,9.45529
2023-05-26,8.1706
2023-05-27,4.11099
2023-05-28,4.41932
