date,프랜차이즈창업
2023-05-30,72.6708
2023-05-31,53.00207
2023-06-01,55.90062
2023-06-02,46.99792
2023-06-03,29.81366
2023-06-04,36.02484
2023-06-05,42.6501
2023-06-06,39.75155
2023-06-07,52.58799
2023-06-08,55.2795
2023-06-09,49.06832
2023-06-10,28.57142
2023-06-11,43.6853
2023-06-12,56.72877
2023-06-13,56.52173
2023-06-14,64.59627
2023-06-15,54.65838
2023-06-16,45.54865
2023-06-17,32.91925
2023-06-18,32.29813
2023-06-19,58.38509
2023-06-20,63.14699
2023-06-21,61.28364
2023-06-22,52.17391
2023-06-23,49.68944
2023-06-24,32.50517
2023-06-25,34.16149
2023-06-26,59.42028
2023-06-27,61.69772
2023-06-28,66.66666
2023-06-29,59.62732
2023-06-30,49.06832
2023-07-01,27.12215
2023-07-02,35.8178
2023-07-03,53.2091
2023-07-04,59.00621
2023-07-05,60.24844
2023-07-06,60.45548
2023-07-07,45.13457
2023-07-08,30.43478
2023-07-09,31.67701
2023-07-10,57.97101
2023-07-11,51.34575
2023-07-12,53.41614
2023-07-13,47.82608
2023-07-14,47.82608
2023-07-15,30.64182
2023-07-16,37.68115
2023-07-17,61.69772
2023-07-18,54.65838
2023-07-19,49.4824
2023-07-20,42.6501
2023-07-21,48.24016
2023-07-22,30.84886
2023-07-23,36.02484
2023-07-24,55.90062
2023-07-25,45.13457
2023-07-26,46.79089
2023-07-27,44.09937
2023-07-28,46.99792
2023-07-29,27.12215
2023-07-30,32.91925
2023-07-31,49.06832
2023-08-01,54.03726
2023-08-02,62.52587
2023-08-03,58.38509
2023-08-04,49.27536
2023-08-05,28.9855
2023-08-06,39.13043
2023-08-07,54.45134
2023-08-08,57.55693
2023-08-09,61.69772
2023-08-10,77.43271
2023-08-11,65.63146
2023-08-12,36.02484
2023-08-13,31.26293
2023-08-14,57.14285
2023-08-15,30.22774
2023-08-16,64.80331
2023-08-17,60.86956
2023-08-18,53.41614
2023-08-19,26.29399
2023-08-20,34.98964
2023-08-21,62.31884
2023-08-22,72.46376
2023-08-23,63.56107
2023-08-24,46.99792
2023-08-25,46.79089
2023-08-26,26.70807
2023-08-27,31.88405
2023-08-28,56.72877
2023-08-29,53.83022
2023-08-30,52.58799
2023-08-31,53.62318
2023-09-01,41.20082
2023-09-02,34.98964
2023-09-03,32.91925
2023-09-04,54.45134
2023-09-05,53.2091
2023-09-06,54.2443
2023-09-07,45.75569
2023-09-08,50.93167
2023-09-09,28.57142
2023-09-10,34.7826
2023-09-11,53.62318
2023-09-12,52.58799
2023-09-13,56.93581
2023-09-14,51.13871
2023-09-15,40.37267
2023-09-16,26.29399
2023-09-17,28.57142
2023-09-18,53.00207
2023-09-19,46.79089
2023-09-20,45.13457
2023-09-21,46.16977
2023-09-22,45.54865
2023-09-23,22.77432
2023-09-24,25.87991
2023-09-25,50.51759
2023-09-26,46.58385
2023-09-27,34.36853
2023-09-28,24.2236
2023-09-29,17.3913
2023-09-30,20.08281
2023-10-01,25.46583
2023-10-02,28.57142
2023-10-03,31.26293
2023-10-04,54.45134
2023-10-05,54.86542
2023-10-06,43.06418
2023-10-07,29.39958
2023-10-08,28.15734
2023-10-09,29.60662
2023-10-10,54.45134
2023-10-11,54.03726
2023-10-12,50.31055
2023-10-13,43.06418
2023-10-14,30.64182
2023-10-15,29.19254
2023-10-16,48.86128
2023-10-17,45.54865
2023-10-18,51.96687
2023-10-19,49.06832
2023-10-20,47.412
2023-10-21,23.80952
2023-10-22,28.36438
2023-10-23,50.51759
2023-10-24,42.6501
2023-10-25,49.68944
2023-10-26,54.65838
2023-10-27,44.51345
2023-10-28,26.50103
2023-10-29,34.16149
2023-10-30,56.31469
2023-10-31,42.23602
2023-11-01,54.45134
2023-11-02,49.89648
2023-11-03,47.82608
2023-11-04,31.88405
2023-11-05,32.50517
2023-11-06,53.2091
2023-11-07,47.82608
2023-11-08,49.06832
2023-11-09,53.00207
2023-11-10,36.64596
2023-11-11,24.2236
2023-11-12,28.9855
2023-11-13,51.34575
2023-11-14,48.86128
2023-11-15,49.68944
2023-11-16,42.23602
2023-11-17,40.78674
2023-11-18,21.32505
2023-11-19,27.12215
2023-11-20,51.55279
2023-11-21,52.38095
2023-11-22,45.75569
2023-11-23,38.92339
2023-11-24,46.37681
2023-11-25,25.46583
2023-11-26,27.53623
2023-11-27,51.96687
2023-11-28,50.93167
2023-11-29,45.34161
2023-11-30,55.90062
2023-12-01,41.82194
2023-12-02,26.50103
2023-12-03,34.7826
2023-12-04,47.20496
2023-12-05,40.37267
2023-12-06,45.54865
2023-12-07,39.33747
2023-12-08,38.09523
2023-12-09,28.15734
2023-12-10,30.22774
2023-12-11,43.47826
2023-12-12,46.79089
2023-12-13,49.27536
2023-12-14,43.47826
2023-12-15,36.02484
2023-12-16,18.63354
2023-12-17,22.98136
2023-12-18,48.24016
2023-12-19,42.23602
2023-12-20,45.75569
2023-12-21,47.82608
2023-12-22,39.13043
2023-12-23,18.21946
2023-12-24,21.73913
2023-12-25,20.49689
2023-12-26,36.64596
2023-12-27,39.95859
2023-12-28,37.06004
2023-12-29,26.29399
2023-12-30,15.11387
2023-12-31,16.3561
2024-01-01,18.4265
2024-01-02,40.57971
2024-01-03,38.71635
2024-01-04,42.6501
2024-01-05,36.23188
2024-01-06,16.77018
2024-01-07,24.01656
2024-01-08,35.61076
2024-01-09,34.57556
2024-01-10,38.92339
2024-01-11,46.58385
2024-01-12,41.40786
2024-01-13,21.53209
2024-01-14,23.39544
2024-01-15,43.6853
2024-01-16,34.7826
2024-01-17,35.61076
2024-01-18,43.06418
2024-01-19,36.43892
2024-01-20,20.70393
2024-01-21,24.84472
2024-01-22,48.4472
2024-01-23,37.68115
2024-01-24,40.37267
2024-01-25,50.93167
2024-01-26,35.40372
2024-01-27,23.60248
2024-01-28,27.53623
2024-01-29,50.51759
2024-01-30,51.34575
2024-01-31,42.6501
2024-02-01,36.853
2024-02-02,49.4824
2024-02-03,30.0207
2024-02-04,22.77432
2024-02-05,38.09523
2024-02-06,43.27122
2024-02-07,39.13043
2024-02-08,35.8178
2024-02-09,24.43064
2024-02-10,20.49689
2024-02-11,21.94616
2024-02-12,25.67287
2024-02-13,50.93167
2024-02-14,51.55279
2024-02-15,44.09937
2024-02-16,43.89233
2024-02-17,20.70393
2024-02-18,27.32919
2024-02-19,52.17391
2024-02-20,45.96273
2024-02-21,44.09937
2024-02-22,42.6501
2024-02-23,36.02484
2024-02-24,21.11801
2024-02-25,22.77432
2024-02-26,38.30227
2024-02-27,39.54451
2024-02-28,57.97101
2024-02-29,46.16977
2024-03-01,24.43064
2024-03-02,24.2236
2024-03-03,34.16149
2024-03-04,43.6853
2024-03-05,63.76811
2024-03-06,62.93995
2024-03-07,45.34161
2024-03-08,35.40372
2024-03-09,29.60662
2024-03-10,63.97515
2024-03-11,64.18219
2024-03-12,79.91718
2024-03-13,86.12836
2024-03-14,92.1325
2024-03-15,68.32298
2024-03-16,57.76397
2024-03-17,50.31055
2024-03-18,95.03105
2024-03-19,93.1677
2024-03-20,81.57349
