date,신규상장종목
2020-12-15,46.7926
2020-12-16,43.43873
2020-12-17,42.74169
2020-12-18,40.46873
2020-12-19,25.8814
2020-12-20,23.54783
2020-12-21,52.71239
2020-12-22,61.79412
2020-12-23,59.26861
2020-12-24,49.80301
2020-12-25,25.14395
2020-12-26,20.58793
2020-12-27,25.98242
2020-12-28,52.70229
2020-12-29,49.33831
2020-12-30,57.47045
2020-12-31,35.18537
2021-01-01,26.01272
2021-01-02,27.41691
2021-01-03,30.892
2021-01-04,76.51277
2021-01-05,80.39195
2021-01-06,82.31134
2021-01-07,83.6145
2021-01-08,93.43368
2021-01-09,55.46014
2021-01-10,48.00484
2021-01-11,100.0
2021-01-12,89.16052
2021-01-13,79.22012
2021-01-14,78.03818
2021-01-15,73.09829
2021-01-16,38.04424
2021-01-17,35.38741
2021-01-18,72.01737
2021-01-19,74.76512
2021-01-20,71.72441
2021-01-21,76.58349
2021-01-22,69.1686
2021-01-23,38.64026
2021-01-24,35.54904
2021-01-25,72.85584
2021-01-26,77.1391
2021-01-27,68.7039
2021-01-28,79.55349
2021-01-29,76.54308
2021-01-30,35.94302
2021-01-31,30.3869
2021-02-01,59.67269
2021-02-02,60.11718
2021-02-03,85.91776
2021-02-04,67.87554
2021-02-05,56.10667
2021-02-06,31.48802
2021-02-07,29.28578
2021-02-08,60.53136
2021-02-09,60.2283
2021-02-10,51.2779
2021-02-11,26.70976
2021-02-12,28.46752
2021-02-13,30.29598
2021-02-14,33.23568
2021-02-15,69.93635
2021-02-16,70.48186
2021-02-17,70.37074
2021-02-18,70.97686
2021-02-19,58.54126
2021-02-20,27.84119
2021-02-21,35.58945
2021-02-22,63.96605
2021-02-23,69.83533
2021-02-24,80.70512
2021-02-25,68.59278
2021-02-26,64.43075
2021-02-27,28.3665
2021-02-28,42.93362
2021-03-01,36.04404
2021-03-02,55.89453
2021-03-03,52.52045
2021-03-04,53.05586
2021-03-05,49.93433
2021-03-06,26.4168
2021-03-07,30.51823
2021-03-08,53.05586
2021-03-09,55.58137
2021-03-10,50.94453
2021-03-11,53.7327
2021-03-12,50.92433
2021-03-13,30.25558
2021-03-14,29.50803
2021-03-15,52.84372
2021-03-16,50.96474
2021-03-17,50.99505
2021-03-18,58.37963
2021-03-19,54.91463
2021-03-20,26.72997
2021-03-21,24.23477
2021-03-22,47.37852
2021-03-23,47.49974
2021-03-24,47.10576
2021-03-25,43.37811
2021-03-26,39.59995
2021-03-27,21.71936
2021-03-28,19.97171
2021-03-29,41.47893
2021-03-30,39.42822
2021-03-31,37.822
2021-04-01,39.20598
2021-04-02,37.07445
2021-04-03,21.96181
2021-04-04,19.12314
2021-04-05,38.62006
2021-04-06,40.98393
2021-04-07,38.67057
2021-04-08,36.95322
2021-04-09,35.47833
2021-04-10,17.51692
2021-04-11,16.57743
2021-04-12,38.94332
2021-04-13,39.3373
2021-04-14,41.60016
2021-04-15,41.72138
2021-04-16,38.10485
2021-04-17,22.16385
2021-04-18,20.17375
2021-04-19,37.42802
2021-04-20,37.18557
2021-04-21,45.38842
2021-04-22,36.8421
2021-04-23,35.28639
2021-04-24,19.49691
2021-04-25,18.52712
2021-04-26,35.53894
2021-04-27,37.24618
2021-04-28,41.26679
2021-04-29,36.69057
2021-04-30,31.28598
2021-05-01,19.57773
2021-05-02,19.08273
2021-05-03,36.95322
2021-05-04,32.00323
2021-05-05,17.80987
2021-05-06,29.12415
2021-05-07,26.12385
2021-05-08,15.41569
2021-05-09,15.30457
2021-05-10,36.24608
2021-05-11,45.04495
2021-05-12,40.97383
2021-05-13,41.25669
2021-05-14,32.22547
2021-05-15,16.11273
2021-05-16,16.07233
2021-05-17,34.16506
2021-05-18,28.97262
2021-05-19,14.62774
2021-05-20,31.59915
2021-05-21,30.92231
2021-05-22,14.39539
2021-05-23,14.22365
2021-05-24,31.21527
2021-05-25,32.28608
2021-05-26,31.98302
2021-05-27,33.71047
2021-05-28,30.78088
2021-05-29,14.86008
2021-05-30,13.10233
2021-05-31,32.05374
2021-06-01,30.73037
2021-06-02,31.60925
2021-06-03,34.3469
2021-06-04,31.16476
2021-06-05,16.00161
2021-06-06,14.76916
2021-06-07,33.90241
2021-06-08,32.91241
2021-06-09,31.83149
2021-06-10,31.47792
2021-06-11,31.49813
2021-06-12,13.77916
2021-06-13,13.24376
2021-06-14,32.06384
2021-06-15,36.07435
2021-06-16,34.82169
2021-06-17,35.53894
2021-06-18,33.15486
2021-06-19,16.21375
2021-06-20,15.87028
2021-06-21,31.3567
2021-06-22,29.62925
2021-06-23,38.09475
2021-06-24,35.81169
2021-06-25,30.63945
2021-06-26,16.97141
2021-06-27,13.17304
2021-06-28,28.3968
2021-06-29,27.06333
2021-06-30,29.26558
2021-07-01,24.60854
2021-07-02,24.4065
2021-07-03,13.18314
2021-07-04,12.42549
2021-07-05,27.80078
2021-07-06,27.09364
2021-07-07,27.4068
2021-07-08,31.58904
2021-07-09,31.92241
2021-07-10,12.02141
2021-07-11,11.59713
2021-07-12,23.3963
2021-07-13,28.19476
2021-07-14,27.25527
2021-07-15,24.87119
2021-07-16,25.86119
2021-07-17,11.13243
2021-07-18,10.13233
2021-07-19,26.29558
2021-07-20,28.34629
2021-07-21,26.24507
2021-07-22,28.03313
2021-07-23,24.35599
2021-07-24,11.72845
2021-07-25,10.67784
2021-07-26,24.32568
2021-07-27,24.85099
2021-07-28,26.3764
2021-07-29,26.27538
2021-07-30,25.16415
2021-07-31,9.72825
2021-08-01,9.18274
2021-08-02,21.38599
2021-08-03,22.59824
2021-08-04,24.54793
2021-08-05,25.55813
2021-08-06,44.41862
2021-08-07,15.4258
2021-08-08,14.36508
2021-08-09,41.54965
2021-08-10,43.84281
2021-08-11,39.29689
2021-08-12,41.95373
2021-08-13,39.70097
2021-08-14,15.4662
2021-08-15,12.11233
2021-08-16,16.4461
2021-08-17,40.28689
2021-08-18,36.78149
2021-08-19,45.90362
2021-08-20,41.75169
2021-08-21,16.23396
2021-08-22,13.80947
2021-08-23,34.76108
2021-08-24,33.45792
2021-08-25,33.23568
2021-08-26,32.21537
2021-08-27,29.73027
2021-08-28,11.66784
2021-08-29,10.74856
2021-08-30,28.83119
2021-08-31,28.95241
2021-09-01,32.8619
2021-09-02,30.64956
2021-09-03,27.41691
2021-09-04,12.50631
2021-09-05,11.04151
2021-09-06,25.16415
2021-09-07,26.28548
2021-09-08,27.42701
2021-09-09,29.50803
2021-09-10,24.3964
2021-09-11,10.37478
2021-09-12,8.62713
2021-09-13,22.71946
2021-09-14,23.07303
2021-09-15,22.23456
2021-09-16,21.07283
2021-09-17,25.4066
2021-09-18,9.33427
2021-09-19,6.61682
2021-09-20,6.55621
2021-09-21,8.4958
2021-09-22,9.67774
2021-09-23,29.19486
2021-09-24,23.53773
2021-09-25,10.08182
2021-09-26,8.41499
2021-09-27,24.23477
2021-09-28,25.82078
2021-09-29,33.06394
2021-09-30,23.71956
2021-10-01,23.71956
2021-10-02,8.95039
2021-10-03,7.4856
2021-10-04,10.19294
2021-10-05,35.68037
2021-10-06,32.48813
2021-10-07,27.94221
2021-10-08,21.75977
2021-10-09,8.39478
2021-10-10,6.73805
2021-10-11,8.21295
2021-10-12,23.81048
2021-10-13,21.57793
2021-10-14,20.50712
2021-10-15,18.97161
2021-10-16,8.63723
2021-10-17,7.51591
2021-10-18,17.37549
2021-10-19,17.63814
2021-10-20,18.12304
2021-10-21,19.65855
2021-10-22,17.87049
2021-10-23,6.73805
2021-10-24,6.4855
2021-10-25,17.15324
2021-10-26,19.29487
2021-10-27,17.426
2021-10-28,19.28477
2021-10-29,17.9412
2021-10-30,7.94019
2021-10-31,6.44509
2021-11-01,18.39579
2021-11-02,19.72926
2021-11-03,28.3968
2021-11-04,21.85069
2021-11-05,18.4261
2021-11-06,7.66744
2021-11-07,6.85927
2021-11-08,19.52722
2021-11-09,19.21406
2021-11-10,23.15385
2021-11-11,22.75987
2021-11-12,17.86038
2021-11-13,8.03111
2021-11-14,7.80886
2021-11-15,18.86049
2021-11-16,21.01222
2021-11-17,22.20426
2021-11-18,25.8713
2021-11-19,16.67845
2021-11-20,7.16233
2021-11-21,7.21284
2021-11-22,20.13334
2021-11-23,19.406
2021-11-24,17.9109
2021-11-25,16.74916
2021-11-26,16.20365
2021-11-27,8.27356
2021-11-28,7.82907
2021-11-29,19.20395
2021-11-30,24.73987
2021-12-01,20.01212
2021-12-02,18.46651
2021-12-03,15.75916
2021-12-04,7.65733
2021-12-05,6.11172
2021-12-06,16.27437
2021-12-07,16.58753
2021-12-08,16.67845
2021-12-09,15.49651
2021-12-10,15.51671
2021-12-11,7.08152
2021-12-12,7.06131
2021-12-13,15.73896
2021-12-14,14.39539
2021-12-15,15.08233
2021-12-16,15.55712
2021-12-17,12.21335
2021-12-18,6.09152
2021-12-19,5.95009
2021-12-20,14.65804
2021-12-21,14.29437
2021-12-22,13.05182
2021-12-23,13.29427
2021-12-24,11.80927
2021-12-25,6.35417
2021-12-26,6.20264
2021-12-27,11.79917
2021-12-28,13.36498
2021-12-29,13.74886
2021-12-30,12.80937
2021-12-31,8.34427
2022-01-01,4.63683
2022-01-02,6.13193
2022-01-03,17.9311
2022-01-04,14.70855
2022-01-05,15.67835
2022-01-06,17.30477
2022-01-07,14.14284
2022-01-08,6.91989
2022-01-09,8.23315
2022-01-10,17.80987
2022-01-11,18.01192
2022-01-12,16.19355
2022-01-13,15.99151
2022-01-14,16.28447
2022-01-15,8.4756
2022-01-16,8.81907
2022-01-17,17.426
2022-01-18,21.60824
2022-01-19,21.70926
2022-01-20,23.37609
2022-01-21,19.73936
2022-01-22,10.60713
2022-01-23,8.42509
2022-01-24,26.74007
2022-01-25,30.11415
2022-01-26,25.95211
2022-01-27,64.58228
2022-01-28,27.52803
2022-01-29,10.4758
2022-01-30,7.57652
2022-01-31,8.24325
2022-02-01,11.10213
2022-02-02,11.90019
2022-02-03,25.28538
2022-02-04,26.4168
2022-02-05,10.20305
2022-02-06,9.25345
2022-02-07,22.11334
2022-02-08,20.73946
2022-02-09,18.48671
2022-02-10,18.66855
2022-02-11,15.80967
2022-02-12,8.83927
2022-02-13,6.05111
2022-02-14,17.60783
2022-02-15,17.68865
2022-02-16,19.19385
2022-02-17,18.31498
2022-02-18,15.446
2022-02-19,6.91989
2022-02-20,6.54611
2022-02-21,16.52692
2022-02-22,18.68875
2022-02-23,18.16345
2022-02-24,27.09364
2022-02-25,20.54753
2022-02-26,8.12203
2022-02-27,6.77846
2022-02-28,15.67835
2022-03-01,8.67764
2022-03-02,14.9308
2022-03-03,16.4663
2022-03-04,13.99131
2022-03-05,6.33397
2022-03-06,6.0006
2022-03-07,16.02182
2022-03-08,14.9308
2022-03-09,6.13193
2022-03-10,14.40549
2022-03-11,13.20335
2022-03-12,6.46529
2022-03-13,5.55611
2022-03-14,14.86008
2022-03-15,14.90049
2022-03-16,14.55702
2022-03-17,15.83998
2022-03-18,15.80967
2022-03-19,7.94019
2022-03-20,6.30366
2022-03-21,14.22365
2022-03-22,14.4661
2022-03-23,15.29447
2022-03-24,15.31467
2022-03-25,14.15294
2022-03-26,6.4956
2022-03-27,5.58642
2022-03-28,14.4661
2022-03-29,14.456
2022-03-30,14.08223
2022-03-31,14.72876
2022-04-01,14.57723
2022-04-02,6.14203
2022-04-03,4.9904
2022-04-04,13.34478
2022-04-05,13.21345
2022-04-06,13.74886
2022-04-07,14.71865
2022-04-08,12.22345
2022-04-09,5.31366
2022-04-10,4.4853
2022-04-11,11.9608
2022-04-12,13.32457
2022-04-13,12.60733
2022-04-14,12.16284
2022-04-15,11.486
2022-04-16,4.63683
2022-04-17,4.74795
2022-04-18,11.4658
2022-04-19,11.55672
2022-04-20,12.09213
2022-04-21,12.85988
2022-04-22,12.49621
2022-04-23,5.40458
2022-04-24,4.93989
2022-04-25,13.23365
2022-04-26,12.54672
2022-04-27,15.64804
2022-04-28,14.4459
2022-04-29,12.17294
2022-04-30,5.20254
2022-05-01,4.41458
2022-05-02,11.32437
2022-05-03,11.981
2022-05-04,10.11213
2022-05-05,4.88938
2022-05-06,11.981
2022-05-07,5.0005
2022-05-08,4.10142
2022-05-09,12.9407
2022-05-10,14.69845
2022-05-11,11.4658
2022-05-12,15.05202
2022-05-13,11.72845
2022-05-14,4.57621
2022-05-15,3.97009
2022-05-16,11.41529
2022-05-17,11.83957
2022-05-18,11.84968
2022-05-19,12.88008
2022-05-20,12.4659
2022-05-21,3.95999
2022-05-22,3.54581
2022-05-23,9.07162
2022-05-24,10.66774
2022-05-25,8.9605
2022-05-26,9.16254
2022-05-27,7.72805
2022-05-28,3.5054
2022-05-29,2.43458
2022-05-30,7.95029
2022-05-31,8.55641
2022-06-01,4.26305
2022-06-02,7.80886
2022-06-03,8.87968
2022-06-04,3.05081
2022-06-05,2.71744
2022-06-06,3.45489
2022-06-07,8.9807
2022-06-08,8.53621
2022-06-09,8.08162
2022-06-10,9.24335
2022-06-11,4.12162
2022-06-12,3.90948
2022-06-13,18.23416
2022-06-14,18.9211
2022-06-15,15.37529
2022-06-16,14.37518
2022-06-17,15.04192
2022-06-18,4.68734
2022-06-19,4.0206
2022-06-20,14.63784
2022-06-21,11.63753
2022-06-22,13.56702
2022-06-23,14.52671
2022-06-24,12.27396
2022-06-25,4.16203
2022-06-26,3.4852
2022-06-27,11.07182
2022-06-28,10.64754
2022-06-29,10.15254
2022-06-30,11.13243
2022-07-01,11.15264
2022-07-02,3.76805
2022-07-03,2.93969
2022-07-04,9.64743
2022-07-05,10.32427
2022-07-06,11.04151
2022-07-07,10.32427
2022-07-08,8.78876
2022-07-09,3.0104
2022-07-10,2.67703
2022-07-11,8.34427
2022-07-12,9.59692
2022-07-13,8.65744
2022-07-14,8.85948
2022-07-15,9.25345
2022-07-16,3.0205
2022-07-17,2.47499
2022-07-18,8.52611
2022-07-19,9.34437
2022-07-20,8.72815
2022-07-21,9.18274
2022-07-22,7.56642
2022-07-23,3.0205
2022-07-24,2.33356
2022-07-25,7.4856
2022-07-26,6.83907
2022-07-27,7.58662
2022-07-28,10.73845
2022-07-29,8.74835
2022-07-30,3.28315
2022-07-31,2.4952
2022-08-01,9.12213
2022-08-02,8.60692
2022-08-03,8.22305
2022-08-04,10.23335
2022-08-05,7.93009
2022-08-06,2.77805
2022-08-07,2.20224
2022-08-08,7.06131
2022-08-09,8.19274
2022-08-10,7.73815
2022-08-11,8.29376
2022-08-12,7.4654
2022-08-13,2.93969
2022-08-14,1.92948
2022-08-15,2.86897
2022-08-16,8.72815
2022-08-17,8.09172
2022-08-18,7.76846
2022-08-19,6.92999
2022-08-20,3.05081
2022-08-21,2.56591
2022-08-22,9.31407
2022-08-23,8.4655
2022-08-24,7.75835
2022-08-25,7.73815
2022-08-26,7.10172
2022-08-27,2.94979
2022-08-28,2.47499
2022-08-29,9.59692
2022-08-30,8.63723
2022-08-31,7.4856
2022-09-01,8.70795
2022-09-02,6.5057
2022-09-03,2.57601
2022-09-04,1.85877
2022-09-05,6.96029
2022-09-06,6.38448
2022-09-07,7.72805
2022-09-08,6.03091
2022-09-09,2.21234
2022-09-10,1.96989
2022-09-11,2.0305
2022-09-12,2.92958
2022-09-13,8.34427
2022-09-14,10.54651
2022-09-15,8.25335
2022-09-16,6.9906
2022-09-17,2.80836
2022-09-18,2.36387
2022-09-19,7.42499
2022-09-20,6.95019
2022-09-21,7.66744
2022-09-22,7.88968
2022-09-23,7.95029
2022-09-24,2.90938
2022-09-25,2.55581
2022-09-26,13.17304
2022-09-27,10.34447
2022-09-28,11.4658
2022-09-29,10.54651
2022-09-30,9.86968
2022-10-01,2.88918
2022-10-02,2.47499
2022-10-03,2.91948
2022-10-04,8.02101
2022-10-05,8.54631
2022-10-06,7.52601
2022-10-07,8.51601
2022-10-08,3.05081
2022-10-09,2.40428
2022-10-10,3.42458
2022-10-11,9.36458
2022-10-12,8.15233
2022-10-13,8.63723
2022-10-14,8.14223
2022-10-15,7.9806
2022-10-16,4.59642
2022-10-17,14.34488
2022-10-18,13.05182
2022-10-19,10.28386
2022-10-20,8.58672
2022-10-21,7.9604
2022-10-22,2.87907
2022-10-23,2.69724
2022-10-24,7.82907
2022-10-25,7.03101
2022-10-26,8.21295
2022-10-27,8.54631
2022-10-28,7.17244
2022-10-29,2.55581
2022-10-30,1.91938
2022-10-31,6.33397
2022-11-01,7.25325
2022-11-02,7.41489
2022-11-03,7.71795
2022-11-04,6.91989
2022-11-05,3.04071
2022-11-06,2.31336
2022-11-07,7.0108
2022-11-08,7.40478
2022-11-09,8.11193
2022-11-10,7.42499
2022-11-11,11.21325
2022-11-12,4.0004
2022-11-13,2.74775
2022-11-14,9.38478
2022-11-15,8.4655
2022-11-16,8.17254
2022-11-17,11.32437
2022-11-18,7.56642
2022-11-19,2.61642
2022-11-20,2.20224
2022-11-21,6.4855
2022-11-22,7.16233
2022-11-23,6.41478
2022-11-24,6.22285
2022-11-25,5.80866
2022-11-26,2.37397
2022-11-27,2.25275
2022-11-28,6.03091
2022-11-29,5.71774
2022-11-30,6.04101
2022-12-01,5.70764
2022-12-02,4.89948
2022-12-03,1.88907
2022-12-04,2.14163
2022-12-05,5.35407
2022-12-06,6.72795
2022-12-07,6.65723
2022-12-08,6.58652
2022-12-09,5.63693
2022-12-10,2.27295
2022-12-11,2.76795
2022-12-12,5.84907
2022-12-13,6.16223
2022-12-14,5.78846
2022-12-15,6.17234
2022-12-16,5.63693
2022-12-17,2.59622
2022-12-18,2.57601
2022-12-19,5.5056
2022-12-20,5.75815
2022-12-21,5.56621
2022-12-22,5.80866
2022-12-23,7.60682
2022-12-24,2.64673
2022-12-25,2.0204
2022-12-26,5.88948
2022-12-27,5.93999
2022-12-28,6.36427
2022-12-29,6.72795
2022-12-30,4.82877
2022-12-31,2.07091
2023-01-01,2.72754
2023-01-02,8.28366
2023-01-03,7.85937
2023-01-04,6.94009
2023-01-05,6.45519
2023-01-06,6.22285
2023-01-07,2.98009
2023-01-08,2.76795
2023-01-09,6.9906
2023-01-10,7.64723
2023-01-11,7.31387
2023-01-12,6.87948
2023-01-13,5.85917
2023-01-14,2.88918
2023-01-15,2.71744
2023-01-16,6.5057
2023-01-17,6.44509
2023-01-18,5.81876
2023-01-19,7.07142
2023-01-20,5.39448
2023-01-21,2.78816
2023-01-22,2.33356
2023-01-23,2.60632
2023-01-24,3.19224
2023-01-25,7.66744
2023-01-26,8.44529
2023-01-27,9.0009
2023-01-28,4.10142
2023-01-29,3.43469
2023-01-30,9.19284
2023-01-31,9.26356
2023-02-01,9.4656
2023-02-02,9.16254
2023-02-03,10.26366
2023-02-04,4.47519
2023-02-05,4.11152
2023-02-06,9.58682
2023-02-07,11.49611
2023-02-08,10.82937
2023-02-09,10.52631
2023-02-10,9.34437
2023-02-11,3.85897
2023-02-12,3.31346
2023-02-13,8.21295
2023-02-14,8.57662
2023-02-15,9.80907
2023-02-16,10.11213
2023-02-17,7.94019
2023-02-18,3.5054
2023-02-19,3.26295
2023-02-20,9.08172
2023-02-21,8.63723
2023-02-22,8.52611
2023-02-23,7.56642
2023-02-24,6.96029
2023-02-25,3.26295
2023-02-26,3.25285
2023-02-27,7.40478
2023-02-28,7.55631
2023-03-01,3.0003
2023-03-02,8.13213
2023-03-03,8.85948
2023-03-04,3.57611
2023-03-05,3.12152
2023-03-06,8.4857
2023-03-07,9.11203
2023-03-08,8.39478
2023-03-09,7.59672
2023-03-10,7.13203
2023-03-11,3.16193
2023-03-12,2.91948
2023-03-13,8.95039
2023-03-14,10.02121
2023-03-15,9.43529
2023-03-16,9.39488
2023-03-17,8.0008
2023-03-18,3.14173
2023-03-19,2.66693
2023-03-20,7.81897
2023-03-21,8.12203
2023-03-22,7.56642
2023-03-23,9.14233
2023-03-24,7.57652
2023-03-25,3.57611
2023-03-26,2.88918
2023-03-27,8.31397
2023-03-28,8.63723
2023-03-29,9.38478
2023-03-30,10.4556
2023-03-31,8.76856
2023-04-01,3.47509
2023-04-02,2.86897
2023-04-03,8.20284
2023-04-04,8.74835
2023-04-05,9.72825
2023-04-06,8.86958
2023-04-07,8.4857
2023-04-08,3.75795
2023-04-09,3.24275
2023-04-10,10.52631
2023-04-11,10.4859
2023-04-12,9.86968
2023-04-13,10.31417
2023-04-14,8.69784
2023-04-15,3.85897
2023-04-16,3.44479
2023-04-17,8.82917
2023-04-18,9.11203
2023-04-19,8.24325
2023-04-20,9.02111
2023-04-21,7.86948
2023-04-22,3.31346
2023-04-23,2.88918
2023-04-24,8.31397
2023-04-25,11.40519
2023-04-26,12.35478
2023-04-27,10.08182
2023-04-28,7.66744
2023-04-29,3.12152
2023-04-30,2.55581
2023-05-01,4.97019
2023-05-02,6.96029
2023-05-03,7.5058
2023-05-04,7.11182
2023-05-05,2.72754
2023-05-06,2.43458
2023-05-07,2.5356
2023-05-08,7.06131
2023-05-09,6.76836
2023-05-10,6.84917
2023-05-11,6.69764
2023-05-12,5.9905
2023-05-13,2.29316
2023-05-14,2.30326
2023-05-15,6.09152
2023-05-16,6.5158
2023-05-17,7.07142
2023-05-18,6.62693
2023-05-19,7.21284
2023-05-20,2.67703
2023-05-21,2.10122
2023-05-22,6.61682
2023-05-23,7.17244
2023-05-24,8.41499
2023-05-25,6.80876
2023-05-26,5.96019
2023-05-27,2.4952
2023-05-28,1.95979
2023-05-29,2.82856
