date,배당기준일
2020-03-20,0.74851
2020-03-21,0.28391
2020-03-22,0.38716
2020-03-23,0.79153
2020-03-24,0.90338
2020-03-25,1.30775
2020-03-26,1.56586
2020-03-27,1.84978
2020-03-28,0.42157
2020-03-29,0.47319
2020-03-30,1.23031
2020-03-31,0.93779
2020-04-01,0.80013
2020-04-02,0.66247
2020-04-03,0.61946
2020-04-04,0.28391
2020-04-05,0.21509
2020-04-06,0.61085
2020-04-07,0.77432
2020-04-08,0.64527
2020-04-09,0.52482
2020-04-10,0.59365
2020-04-11,0.35274
2020-04-12,0.14626
2020-04-13,0.54202
2020-04-14,0.60225
2020-04-15,0.27531
2020-04-16,0.55063
2020-04-17,0.55923
2020-04-18,0.36135
2020-04-19,0.32693
2020-04-20,0.53342
2020-04-21,0.61085
2020-04-22,0.67968
2020-04-23,0.70549
2020-04-24,0.60225
2020-04-25,0.36995
2020-04-26,0.14626
2020-04-27,0.4818
2020-04-28,0.4904
2020-04-29,0.39576
2020-04-30,0.2581
2020-05-01,0.23229
2020-05-02,0.08603
2020-05-03,0.12905
2020-05-04,0.2581
2020-05-05,0.16346
2020-05-06,0.30973
2020-05-07,0.37855
2020-05-08,0.39576
2020-05-09,0.27531
2020-05-10,0.21509
2020-05-11,0.34414
2020-05-12,0.33554
2020-05-13,0.36135
2020-05-14,0.30973
2020-05-15,0.34414
2020-05-16,0.16346
2020-05-17,0.14626
2020-05-18,0.37855
2020-05-19,0.50761
2020-05-20,0.36995
2020-05-21,0.41297
2020-05-22,0.30973
2020-05-23,0.16346
2020-05-24,0.2581
2020-05-25,0.41297
2020-05-26,0.46459
2020-05-27,0.30973
2020-05-28,0.47319
2020-05-29,0.37855
2020-05-30,0.21509
2020-05-31,0.18067
2020-06-01,2.43482
2020-06-02,2.21113
2020-06-03,2.6155
2020-06-04,1.30775
2020-06-05,0.87757
2020-06-06,0.61946
2020-06-07,0.67108
2020-06-08,1.23892
2020-06-09,1.60887
2020-06-10,1.61748
2020-06-11,2.50365
2020-06-12,2.34879
2020-06-13,0.77432
2020-06-14,0.54202
2020-06-15,1.84978
2020-06-16,1.16149
2020-06-17,0.88617
2020-06-18,0.7141
2020-06-19,0.78293
2020-06-20,0.40437
2020-06-21,0.45599
2020-06-22,0.92919
2020-06-23,0.83455
2020-06-24,1.12707
2020-06-25,1.38518
2020-06-26,2.04766
2020-06-27,0.46459
2020-06-28,0.44738
2020-06-29,1.35937
2020-06-30,1.54004
2020-07-01,0.51621
2020-07-02,0.38716
2020-07-03,0.43018
2020-07-04,0.26671
2020-07-05,0.2495
2020-07-06,0.44738
2020-07-07,0.59365
2020-07-08,0.47319
2020-07-09,0.43018
2020-07-10,0.30112
2020-07-11,0.22369
2020-07-12,0.13765
2020-07-13,0.40437
2020-07-14,0.34414
2020-07-15,0.43018
2020-07-16,0.43018
2020-07-17,0.36135
2020-07-18,0.18927
2020-07-19,0.21509
2020-07-20,0.35274
2020-07-21,0.77432
2020-07-22,0.43878
2020-07-23,0.45599
2020-07-24,0.47319
2020-07-25,0.2581
2020-07-26,0.28391
2020-07-27,0.59365
2020-07-28,0.53342
2020-07-29,0.47319
2020-07-30,0.7227
2020-07-31,0.41297
2020-08-01,0.21509
2020-08-02,0.28391
2020-08-03,0.37855
2020-08-04,0.56783
2020-08-05,0.4818
2020-08-06,0.50761
2020-08-07,0.57644
2020-08-08,0.29252
2020-08-09,0.28391
2020-08-10,0.59365
2020-08-11,0.61085
2020-08-12,0.67968
2020-08-13,0.92919
2020-08-14,0.74851
2020-08-15,0.35274
2020-08-16,0.2409
2020-08-17,0.37855
2020-08-18,0.58504
2020-08-19,0.67108
2020-08-20,0.40437
2020-08-21,0.30973
2020-08-22,0.26671
2020-08-23,0.2495
2020-08-24,0.45599
2020-08-25,0.50761
2020-08-26,0.67968
2020-08-27,1.47122
2020-08-28,0.91198
2020-08-29,0.27531
2020-08-30,0.2495
2020-08-31,0.54202
2020-09-01,0.4818
2020-09-02,0.63666
2020-09-03,0.7313
2020-09-04,0.45599
2020-09-05,0.42157
2020-09-06,0.40437
2020-09-07,0.70549
2020-09-08,0.86896
2020-09-09,0.82594
2020-09-10,0.70549
2020-09-11,0.67968
2020-09-12,0.37855
2020-09-13,0.42157
2020-09-14,0.73991
2020-09-15,0.75711
2020-09-16,0.68829
2020-09-17,0.73991
2020-09-18,0.52482
2020-09-19,0.46459
2020-09-20,0.46459
2020-09-21,0.86896
2020-09-22,0.88617
2020-09-23,1.08405
2020-09-24,1.17869
2020-09-25,1.33356
2020-09-26,0.65387
2020-09-27,0.41297
2020-09-28,1.55725
2020-09-29,1.64329
2020-09-30,0.55923
2020-10-01,0.33554
2020-10-02,0.32693
2020-10-03,0.4904
2020-10-04,0.43878
2020-10-05,1.16149
2020-10-06,1.29914
2020-10-07,1.4368
2020-10-08,1.28194
2020-10-09,0.61946
2020-10-10,0.54202
2020-10-11,0.65387
2020-10-12,1.29914
2020-10-13,1.29914
2020-10-14,1.47982
2020-10-15,0.98941
2020-10-16,0.66247
2020-10-17,0.40437
2020-10-18,0.50761
2020-10-19,1.08405
2020-10-20,0.88617
2020-10-21,1.11847
2020-10-22,1.15288
2020-10-23,1.4282
2020-10-24,0.47319
2020-10-25,0.60225
2020-10-26,0.93779
2020-10-27,0.9636
2020-10-28,0.92058
2020-10-29,1.01522
2020-10-30,0.93779
2020-10-31,0.43018
2020-11-01,0.40437
2020-11-02,0.83455
2020-11-03,0.94639
2020-11-04,0.80874
2020-11-05,1.14428
2020-11-06,1.10986
2020-11-07,0.38716
2020-11-08,0.51621
2020-11-09,1.02383
2020-11-10,1.38518
2020-11-11,1.62608
2020-11-12,1.38518
2020-11-13,1.54865
2020-11-14,0.7313
2020-11-15,0.56783
2020-11-16,1.38518
2020-11-17,1.9186
2020-11-18,1.75514
2020-11-19,1.48842
2020-11-20,1.58306
2020-11-21,0.68829
2020-11-22,0.55923
2020-11-23,1.49703
2020-11-24,1.75514
2020-11-25,1.65189
2020-11-26,1.70351
2020-11-27,1.97883
2020-11-28,0.97221
2020-11-29,0.93779
2020-11-30,2.09928
2020-12-01,2.20252
2020-12-02,2.57248
2020-12-03,2.75316
2020-12-04,2.71874
2020-12-05,1.56586
2020-12-06,1.65189
2020-12-07,3.04568
2020-12-08,3.10591
2020-12-09,3.13172
2020-12-10,3.67375
2020-12-11,3.94906
2020-12-12,1.46261
2020-12-13,1.63468
2020-12-14,4.93848
2020-12-15,4.276
2020-12-16,5.34285
2020-12-17,5.30844
2020-12-18,5.08474
2020-12-19,2.08207
2020-12-20,2.28856
2020-12-21,6.80547
2020-12-22,8.51759
2020-12-23,13.0431
2020-12-24,20.64871
2020-12-25,5.16217
2020-12-26,4.25019
2020-12-27,4.71478
2020-12-28,26.60242
2020-12-29,17.08681
2020-12-30,7.32168
2020-12-31,1.38518
2021-01-01,0.55063
2021-01-02,0.30973
2021-01-03,0.43878
2021-01-04,1.17009
2021-01-05,0.68829
2021-01-06,0.62806
2021-01-07,0.62806
2021-01-08,0.52482
2021-01-09,0.29252
2021-01-10,0.32693
2021-01-11,0.61946
2021-01-12,0.49901
2021-01-13,0.58504
2021-01-14,0.66247
2021-01-15,0.41297
2021-01-16,0.2495
2021-01-17,0.21509
2021-01-18,0.4904
2021-01-19,0.37855
2021-01-20,0.49901
2021-01-21,0.58504
2021-01-22,0.54202
2021-01-23,0.33554
2021-01-24,0.29252
2021-01-25,0.67108
2021-01-26,0.81734
2021-01-27,0.955
2021-01-28,3.36401
2021-01-29,1.32495
2021-01-30,0.36135
2021-01-31,0.38716
2021-02-01,0.7313
2021-02-02,0.75711
2021-02-03,0.94639
2021-02-04,0.99802
2021-02-05,1.13567
2021-02-06,0.49901
2021-02-07,0.43018
2021-02-08,1.29914
2021-02-09,2.22834
2021-02-10,1.76374
2021-02-11,0.47319
2021-02-12,0.42157
2021-02-13,0.26671
2021-02-14,0.36135
2021-02-15,0.99802
2021-02-16,1.40239
2021-02-17,1.17009
2021-02-18,0.79153
2021-02-19,1.04103
2021-02-20,0.44738
2021-02-21,0.41297
2021-02-22,1.1873
2021-02-23,0.98941
2021-02-24,1.23892
2021-02-25,1.4282
2021-02-26,1.64329
2021-02-27,0.35274
2021-02-28,0.40437
2021-03-01,0.40437
2021-03-02,1.23892
2021-03-03,1.50563
2021-03-04,1.40239
2021-03-05,1.39378
2021-03-06,0.59365
2021-03-07,0.60225
2021-03-08,1.10986
2021-03-09,1.59167
2021-03-10,1.37658
2021-03-11,1.78955
2021-03-12,1.35937
2021-03-13,0.61085
2021-03-14,0.69689
2021-03-15,1.2045
2021-03-16,1.60027
2021-03-17,1.35937
2021-03-18,1.39378
2021-03-19,1.07545
2021-03-20,0.43878
2021-03-21,0.44738
2021-03-22,1.00662
2021-03-23,1.37658
2021-03-24,1.16149
2021-03-25,1.36797
2021-03-26,1.72932
2021-03-27,1.04964
2021-03-28,0.80874
2021-03-29,2.27135
2021-03-30,2.29716
2021-03-31,2.06487
2021-04-01,1.24752
2021-04-02,0.98081
2021-04-03,0.4818
2021-04-04,0.47319
2021-04-05,0.7227
2021-04-06,1.09266
2021-04-07,1.17869
2021-04-08,1.26473
2021-04-09,1.40239
2021-04-10,0.67968
2021-04-11,0.31833
2021-04-12,0.86036
2021-04-13,1.37658
2021-04-14,1.60887
2021-04-15,1.24752
2021-04-16,2.12509
2021-04-17,0.74851
2021-04-18,0.55063
2021-04-19,1.09266
2021-04-20,1.25613
2021-04-21,1.17869
2021-04-22,1.14428
2021-04-23,1.14428
2021-04-24,0.51621
2021-04-25,0.33554
2021-04-26,0.67968
2021-04-27,0.77432
2021-04-28,0.77432
2021-04-29,0.7313
2021-04-30,0.41297
2021-05-01,0.33554
2021-05-02,0.18927
2021-05-03,0.35274
2021-05-04,0.7227
2021-05-05,0.37855
2021-05-06,0.46459
2021-05-07,0.41297
2021-05-08,0.22369
2021-05-09,0.12905
2021-05-10,0.47319
2021-05-11,0.43878
2021-05-12,0.4904
2021-05-13,0.37855
2021-05-14,0.52482
2021-05-15,0.43018
2021-05-16,0.19788
2021-05-17,0.34414
2021-05-18,0.61085
2021-05-19,0.18927
2021-05-20,0.39576
2021-05-21,0.52482
2021-05-22,0.33554
2021-05-23,0.17207
2021-05-24,0.42157
2021-05-25,0.37855
2021-05-26,0.41297
2021-05-27,0.45599
2021-05-28,0.38716
2021-05-29,0.30112
2021-05-30,0.19788
2021-05-31,0.30973
2021-06-01,0.49901
2021-06-02,0.55063
2021-06-03,0.52482
2021-06-04,0.47319
2021-06-05,0.2495
2021-06-06,0.19788
2021-06-07,0.89477
2021-06-08,0.58504
2021-06-09,0.69689
2021-06-10,0.56783
2021-06-11,0.66247
2021-06-12,0.23229
2021-06-13,0.22369
2021-06-14,0.55063
2021-06-15,0.80874
2021-06-16,0.66247
2021-06-17,0.51621
2021-06-18,0.62806
2021-06-19,0.28391
2021-06-20,0.21509
2021-06-21,0.49901
2021-06-22,0.7313
2021-06-23,0.67968
2021-06-24,0.85175
2021-06-25,1.56586
2021-06-26,0.4904
2021-06-27,0.54202
2021-06-28,3.0887
2021-06-29,2.30577
2021-06-30,1.31635
2021-07-01,0.36135
2021-07-02,0.2495
2021-07-03,0.10324
2021-07-04,0.21509
2021-07-05,0.20648
2021-07-06,0.32693
2021-07-07,0.51621
2021-07-08,0.49901
2021-07-09,0.30112
2021-07-10,0.13765
2021-07-11,0.08603
2021-07-12,0.2409
2021-07-13,0.19788
2021-07-14,0.32693
2021-07-15,0.2581
