date,자동차다이렉트보험비교견적사이트
2021-01-31,9.62343
2021-02-01,19.66527
2021-02-02,19.03765
2021-02-03,17.15481
2021-02-04,17.15481
2021-02-05,20.29288
2021-02-06,11.29707
2021-02-07,6.90376
2021-02-08,21.1297
2021-02-09,19.45606
2021-02-10,14.22594
2021-02-11,6.48535
2021-02-12,5.85774
2021-02-13,6.69456
2021-02-14,11.92468
2021-02-15,31.58995
2021-02-16,19.87447
2021-02-17,23.84937
2021-02-18,24.47698
2021-02-19,24.68619
2021-02-20,12.34309
2021-02-21,6.90376
2021-02-22,21.54811
2021-02-23,21.75732
2021-02-24,17.57322
2021-02-25,21.1297
2021-02-26,20.9205
2021-02-27,7.32217
2021-02-28,11.08786
2021-03-01,13.80753
2021-03-02,24.26778
2021-03-03,27.40585
2021-03-04,26.35983
2021-03-05,21.33891
2021-03-06,9.62343
2021-03-07,11.50627
2021-03-08,24.89539
2021-03-09,22.59414
2021-03-10,28.03347
2021-03-11,25.52301
2021-03-12,26.98744
2021-03-13,11.92468
2021-03-14,14.01673
2021-03-15,26.98744
2021-03-16,20.50209
2021-03-17,21.54811
2021-03-18,17.78242
2021-03-19,17.99163
2021-03-20,12.5523
2021-03-21,10.25104
2021-03-22,31.58995
2021-03-23,22.38493
2021-03-24,15.69037
2021-03-25,17.57322
2021-03-26,19.03765
2021-03-27,6.06694
2021-03-28,12.13389
2021-03-29,24.05857
2021-03-30,18.20083
2021-03-31,13.59832
2021-04-01,10.04184
2021-04-02,12.7615
2021-04-03,7.32217
2021-04-04,8.99581
2021-04-05,16.7364
2021-04-06,19.87447
2021-04-07,14.64435
2021-04-08,14.85355
2021-04-09,16.9456
2021-04-10,9.83263
2021-04-11,8.99581
2021-04-12,27.19665
2021-04-13,20.29288
2021-04-14,18.61924
2021-04-15,18.41004
2021-04-16,14.22594
2021-04-17,9.41422
2021-04-18,9.83263
2021-04-19,20.50209
2021-04-20,21.1297
2021-04-21,11.71548
2021-04-22,14.64435
2021-04-23,13.80753
2021-04-24,7.32217
2021-04-25,5.02092
2021-04-26,18.41004
2021-04-27,14.22594
2021-04-28,14.43514
2021-04-29,21.33891
2021-04-30,18.61924
2021-05-01,7.74058
2021-05-02,7.74058
2021-05-03,18.41004
2021-05-04,17.15481
2021-05-05,9.41422
2021-05-06,20.08368
2021-05-07,13.17991
2021-05-08,7.74058
2021-05-09,8.5774
2021-05-10,22.80334
2021-05-11,19.03765
2021-05-12,17.15481
2021-05-13,15.89958
2021-05-14,15.48117
2021-05-15,7.32217
2021-05-16,9.62343
2021-05-17,25.1046
2021-05-18,13.17991
2021-05-19,9.62343
2021-05-20,21.54811
2021-05-21,14.01673
2021-05-22,6.27615
2021-05-23,7.32217
2021-05-24,24.47698
2021-05-25,17.57322
2021-05-26,17.78242
2021-05-27,22.59414
2021-05-28,15.48117
2021-05-29,10.46025
2021-05-30,11.29707
2021-05-31,27.19665
2021-06-01,32.21757
2021-06-02,22.80334
2021-06-03,21.33891
2021-06-04,17.36401
2021-06-05,4.60251
2021-06-06,5.02092
2021-06-07,18.41004
2021-06-08,14.85355
2021-06-09,17.57322
2021-06-10,18.20083
2021-06-11,13.59832
2021-06-12,8.5774
2021-06-13,10.25104
2021-06-14,21.75732
2021-06-15,21.96652
2021-06-16,19.87447
2021-06-17,15.48117
2021-06-18,16.7364
2021-06-19,6.90376
2021-06-20,11.50627
2021-06-21,29.4979
2021-06-22,16.9456
2021-06-23,21.96652
2021-06-24,17.57322
2021-06-25,14.01673
2021-06-26,6.69456
2021-06-27,8.78661
2021-06-28,19.24686
2021-06-29,18.61924
2021-06-30,16.10878
2021-07-01,14.64435
2021-07-02,13.80753
2021-07-03,9.41422
2021-07-04,12.97071
2021-07-05,19.45606
2021-07-06,16.7364
2021-07-07,18.82845
2021-07-08,19.87447
2021-07-09,14.64435
2021-07-10,9.20502
2021-07-11,12.5523
2021-07-12,26.15062
2021-07-13,23.64016
2021-07-14,23.64016
2021-07-15,17.99163
2021-07-16,12.5523
2021-07-17,8.15899
2021-07-18,9.62343
2021-07-19,26.15062
2021-07-20,20.71129
2021-07-21,22.80334
2021-07-22,21.75732
2021-07-23,15.48117
2021-07-24,9.62343
2021-07-25,8.99581
2021-07-26,24.89539
2021-07-27,17.15481
2021-07-28,14.01673
2021-07-29,16.31799
2021-07-30,11.92468
2021-07-31,5.43933
2021-08-01,7.94979
2021-08-02,20.71129
2021-08-03,16.10878
2021-08-04,16.9456
2021-08-05,18.20083
2021-08-06,17.78242
2021-08-07,4.60251
2021-08-08,6.69456
2021-08-09,17.57322
2021-08-10,17.36401
2021-08-11,18.41004
2021-08-12,13.80753
2021-08-13,12.7615
2021-08-14,8.78661
2021-08-15,7.32217
2021-08-16,9.20502
2021-08-17,19.24686
2021-08-18,16.31799
2021-08-19,12.97071
2021-08-20,12.97071
2021-08-21,9.41422
2021-08-22,6.06694
2021-08-23,16.7364
2021-08-24,16.52719
2021-08-25,15.06276
2021-08-26,14.43514
2021-08-27,15.69037
2021-08-28,5.85774
2021-08-29,8.3682
2021-08-30,15.27196
2021-08-31,12.7615
2021-09-01,13.17991
2021-09-02,11.50627
2021-09-03,8.5774
2021-09-04,6.69456
2021-09-05,4.81171
2021-09-06,18.20083
2021-09-07,12.5523
2021-09-08,12.7615
2021-09-09,10.04184
2021-09-10,11.92468
2021-09-11,7.94979
2021-09-12,3.76569
2021-09-13,18.20083
2021-09-14,16.31799
2021-09-15,17.15481
2021-09-16,17.36401
2021-09-17,15.06276
2021-09-18,4.3933
2021-09-19,4.60251
2021-09-20,5.85774
2021-09-21,6.27615
2021-09-22,7.94979
2021-09-23,15.06276
2021-09-24,14.01673
2021-09-25,8.78661
2021-09-26,8.78661
2021-09-27,23.22175
2021-09-28,14.22594
2021-09-29,13.17991
2021-09-30,17.15481
2021-10-01,16.9456
2021-10-02,8.15899
2021-10-03,10.04184
2021-10-04,7.94979
2021-10-05,18.82845
2021-10-06,16.10878
2021-10-07,14.01673
2021-10-08,15.69037
2021-10-09,6.06694
2021-10-10,10.87866
2021-10-11,11.71548
2021-10-12,23.84937
2021-10-13,17.57322
2021-10-14,17.57322
2021-10-15,15.27196
2021-10-16,8.5774
2021-10-17,9.20502
2021-10-18,17.57322
2021-10-19,18.20083
2021-10-20,11.92468
2021-10-21,12.34309
2021-10-22,15.89958
2021-10-23,6.90376
2021-10-24,6.69456
2021-10-25,15.48117
2021-10-26,19.45606
2021-10-27,13.17991
2021-10-28,10.46025
2021-10-29,11.50627
2021-10-30,8.3682
2021-10-31,7.53138
2021-11-01,14.22594
2021-11-02,16.7364
2021-11-03,14.43514
2021-11-04,17.78242
2021-11-05,10.87866
2021-11-06,3.76569
2021-11-07,5.64853
2021-11-08,15.48117
2021-11-09,15.06276
2021-11-10,11.50627
2021-11-11,12.13389
2021-11-12,11.08786
2021-11-13,5.85774
2021-11-14,6.06694
2021-11-15,14.43514
2021-11-16,9.41422
2021-11-17,12.97071
2021-11-18,13.17991
2021-11-19,7.74058
2021-11-20,5.85774
2021-11-21,7.32217
2021-11-22,15.69037
2021-11-23,12.97071
2021-11-24,15.06276
2021-11-25,10.66945
2021-11-26,7.74058
2021-11-27,3.97489
2021-11-28,3.97489
2021-11-29,14.22594
2021-11-30,11.92468
2021-12-01,14.01673
2021-12-02,11.71548
2021-12-03,10.25104
2021-12-04,4.81171
2021-12-05,7.11297
2021-12-06,16.31799
2021-12-07,10.04184
2021-12-08,14.43514
2021-12-09,10.46025
2021-12-10,8.99581
2021-12-11,4.1841
2021-12-12,4.81171
2021-12-13,18.41004
2021-12-14,10.66945
2021-12-15,12.34309
2021-12-16,11.92468
2021-12-17,8.3682
2021-12-18,4.81171
2021-12-19,7.11297
2021-12-20,17.36401
2021-12-21,12.7615
2021-12-22,15.48117
2021-12-23,11.50627
2021-12-24,9.83263
2021-12-25,3.76569
2021-12-26,5.02092
2021-12-27,17.36401
2021-12-28,14.85355
2021-12-29,10.46025
2021-12-30,10.25104
2021-12-31,9.20502
2022-01-01,9.83263
2022-01-02,5.85774
2022-01-03,16.10878
2022-01-04,14.22594
2022-01-05,13.59832
2022-01-06,14.22594
2022-01-07,13.59832
2022-01-08,8.78661
2022-01-09,7.32217
2022-01-10,18.41004
2022-01-11,15.89958
2022-01-12,15.06276
2022-01-13,16.10878
2022-01-14,12.13389
2022-01-15,7.11297
2022-01-16,8.15899
2022-01-17,15.06276
2022-01-18,13.80753
2022-01-19,14.01673
2022-01-20,17.36401
2022-01-21,15.48117
2022-01-22,4.1841
2022-01-23,9.20502
2022-01-24,16.52719
2022-01-25,16.7364
2022-01-26,18.82845
2022-01-27,12.34309
2022-01-28,8.78661
2022-01-29,3.55648
2022-01-30,5.02092
2022-01-31,4.81171
2022-02-01,4.81171
2022-02-02,6.69456
2022-02-03,23.64016
2022-02-04,18.20083
2022-02-05,6.48535
2022-02-06,5.23012
2022-02-07,19.45606
2022-02-08,15.89958
2022-02-09,15.89958
2022-02-10,17.36401
2022-02-11,18.20083
2022-02-12,8.3682
2022-02-13,6.27615
2022-02-14,22.38493
2022-02-15,11.50627
2022-02-16,11.29707
2022-02-17,12.34309
2022-02-18,13.80753
2022-02-19,8.5774
2022-02-20,8.5774
2022-02-21,18.41004
2022-02-22,16.31799
2022-02-23,17.57322
2022-02-24,15.27196
2022-02-25,14.43514
2022-02-26,7.94979
2022-02-27,7.74058
2022-02-28,16.7364
2022-03-01,9.83263
2022-03-02,14.64435
2022-03-03,17.36401
2022-03-04,15.89958
2022-03-05,8.99581
2022-03-06,6.27615
2022-03-07,18.20083
2022-03-08,15.27196
2022-03-09,7.94979
2022-03-10,14.22594
2022-03-11,18.41004
2022-03-12,7.11297
2022-03-13,8.15899
2022-03-14,15.69037
2022-03-15,17.36401
2022-03-16,10.66945
2022-03-17,14.43514
2022-03-18,14.01673
2022-03-19,6.90376
2022-03-20,6.06694
2022-03-21,15.27196
2022-03-22,15.69037
2022-03-23,14.22594
2022-03-24,12.13389
2022-03-25,10.66945
2022-03-26,7.11297
2022-03-27,6.90376
2022-03-28,22.80334
2022-03-29,16.10878
2022-03-30,16.9456
2022-03-31,13.38912
2022-04-01,9.41422
2022-04-02,4.81171
2022-04-03,8.15899
2022-04-04,14.64435
2022-04-05,17.15481
2022-04-06,11.29707
2022-04-07,17.36401
2022-04-08,10.46025
2022-04-09,3.13807
2022-04-10,8.3682
2022-04-11,14.85355
2022-04-12,14.85355
2022-04-13,13.17991
2022-04-14,10.87866
2022-04-15,10.25104
2022-04-16,6.27615
2022-04-17,7.11297
2022-04-18,14.85355
2022-04-19,9.62343
2022-04-20,11.50627
2022-04-21,11.08786
2022-04-22,12.13389
2022-04-23,3.34728
2022-04-24,7.74058
2022-04-25,13.17991
2022-04-26,12.97071
2022-04-27,9.62343
2022-04-28,11.50627
2022-04-29,14.22594
2022-04-30,5.43933
2022-05-01,6.48535
2022-05-02,16.9456
2022-05-03,17.78242
2022-05-04,8.78661
2022-05-05,5.23012
2022-05-06,10.25104
2022-05-07,5.85774
2022-05-08,6.90376
2022-05-09,11.08786
2022-05-10,11.92468
2022-05-11,13.17991
2022-05-12,12.34309
2022-05-13,15.06276
2022-05-14,4.81171
2022-05-15,5.23012
2022-05-16,12.97071
2022-05-17,13.80753
2022-05-18,14.43514
2022-05-19,16.10878
2022-05-20,15.69037
2022-05-21,7.32217
2022-05-22,7.53138
2022-05-23,17.57322
2022-05-24,16.7364
2022-05-25,10.04184
2022-05-26,17.99163
2022-05-27,8.5774
2022-05-28,5.43933
2022-05-29,3.97489
2022-05-30,17.99163
2022-05-31,14.01673
2022-06-01,10.87866
2022-06-02,16.9456
2022-06-03,12.97071
2022-06-04,3.76569
2022-06-05,6.48535
2022-06-06,8.5774
2022-06-07,13.38912
2022-06-08,17.99163
2022-06-09,12.7615
2022-06-10,16.52719
2022-06-11,5.02092
2022-06-12,6.69456
2022-06-13,14.85355
2022-06-14,17.15481
2022-06-15,26.56903
2022-06-16,15.27196
2022-06-17,12.34309
2022-06-18,6.48535
2022-06-19,4.1841
2022-06-20,20.29288
2022-06-21,13.59832
2022-06-22,15.48117
2022-06-23,14.85355
2022-06-24,14.64435
2022-06-25,5.43933
2022-06-26,4.1841
2022-06-27,21.96652
2022-06-28,13.17991
2022-06-29,17.78242
2022-06-30,17.36401
2022-07-01,10.66945
2022-07-02,7.53138
2022-07-03,8.78661
2022-07-04,17.57322
2022-07-05,15.69037
2022-07-06,14.85355
2022-07-07,16.9456
2022-07-08,14.64435
2022-07-09,6.69456
2022-07-10,7.53138
2022-07-11,14.85355
2022-07-12,13.38912
2022-07-13,19.45606
2022-07-14,15.06276
2022-07-15,16.52719
2022-07-16,7.74058
2022-07-17,5.85774
2022-07-18,18.82845
2022-07-19,15.48117
2022-07-20,14.64435
2022-07-21,15.69037
2022-07-22,15.48117
2022-07-23,8.15899
2022-07-24,6.69456
2022-07-25,15.89958
2022-07-26,14.01673
2022-07-27,13.59832
2022-07-28,13.80753
2022-07-29,11.50627
2022-07-30,7.94979
2022-07-31,5.43933
2022-08-01,21.33891
2022-08-02,16.10878
2022-08-03,14.22594
2022-08-04,14.01673
2022-08-05,9.83263
2022-08-06,5.02092
2022-08-07,8.99581
2022-08-08,17.15481
2022-08-09,12.97071
2022-08-10,10.87866
2022-08-11,16.10878
2022-08-12,14.85355
2022-08-13,4.60251
2022-08-14,6.90376
2022-08-15,8.15899
2022-08-16,22.38493
2022-08-17,20.71129
2022-08-18,16.7364
2022-08-19,8.15899
2022-08-20,7.74058
2022-08-21,5.64853
2022-08-22,19.45606
2022-08-23,12.97071
2022-08-24,14.22594
2022-08-25,20.9205
2022-08-26,14.22594
2022-08-27,7.32217
2022-08-28,4.81171
2022-08-29,13.59832
2022-08-30,17.57322
2022-08-31,14.43514
2022-09-01,13.59832
2022-09-02,13.59832
2022-09-03,5.64853
2022-09-04,4.81171
2022-09-05,15.89958
2022-09-06,15.69037
2022-09-07,11.92468
2022-09-08,11.08786
2022-09-09,5.64853
2022-09-10,7.32217
2022-09-11,4.60251
2022-09-12,6.48535
2022-09-13,17.57322
2022-09-14,17.78242
2022-09-15,13.80753
2022-09-16,11.08786
2022-09-17,7.11297
2022-09-18,6.27615
2022-09-19,15.27196
2022-09-20,14.43514
2022-09-21,16.7364
2022-09-22,13.80753
2022-09-23,10.25104
2022-09-24,6.48535
2022-09-25,6.69456
2022-09-26,14.22594
2022-09-27,12.34309
2022-09-28,19.45606
2022-09-29,17.15481
2022-09-30,10.04184
2022-10-01,5.23012
2022-10-02,8.3682
2022-10-03,13.17991
2022-10-04,27.40585
2022-10-05,17.36401
2022-10-06,16.10878
2022-10-07,18.82845
2022-10-08,4.60251
2022-10-09,7.74058
2022-10-10,9.83263
2022-10-11,20.9205
2022-10-12,20.08368
2022-10-13,17.15481
2022-10-14,12.7615
2022-10-15,7.53138
2022-10-16,11.50627
2022-10-17,19.24686
2022-10-18,18.61924
2022-10-19,13.38912
2022-10-20,15.69037
2022-10-21,15.69037
2022-10-22,6.90376
2022-10-23,8.3682
2022-10-24,18.20083
2022-10-25,17.78242
2022-10-26,21.54811
2022-10-27,17.36401
2022-10-28,15.06276
2022-10-29,5.64853
2022-10-30,7.94979
2022-10-31,24.68619
2022-11-01,14.43514
2022-11-02,14.43514
2022-11-03,18.41004
2022-11-04,15.27196
2022-11-05,10.87866
2022-11-06,7.11297
2022-11-07,20.71129
2022-11-08,24.26778
2022-11-09,19.87447
2022-11-10,20.08368
2022-11-11,13.38912
2022-11-12,9.20502
2022-11-13,9.62343
2022-11-14,21.75732
2022-11-15,17.15481
2022-11-16,20.08368
2022-11-17,16.52719
2022-11-18,17.57322
2022-11-19,7.94979
2022-11-20,11.29707
2022-11-21,15.48117
2022-11-22,22.59414
2022-11-23,20.71129
2022-11-24,13.38912
2022-11-25,13.38912
2022-11-26,7.32217
2022-11-27,11.08786
2022-11-28,17.99163
2022-11-29,18.82845
2022-11-30,15.06276
2022-12-01,19.87447
2022-12-02,13.38912
2022-12-03,7.32217
2022-12-04,14.01673
2022-12-05,15.48117
2022-12-06,16.9456
2022-12-07,15.89958
2022-12-08,18.41004
2022-12-09,10.87866
2022-12-10,7.11297
2022-12-11,11.08786
2022-12-12,18.61924
2022-12-13,18.41004
2022-12-14,20.08368
2022-12-15,18.20083
2022-12-16,14.85355
2022-12-17,6.06694
2022-12-18,9.20502
2022-12-19,17.57322
2022-12-20,19.24686
2022-12-21,17.57322
2022-12-22,17.78242
2022-12-23,18.41004
2022-12-24,7.74058
2022-12-25,7.74058
2022-12-26,18.41004
2022-12-27,21.96652
2022-12-28,23.01255
2022-12-29,21.33891
2022-12-30,15.27196
2022-12-31,8.78661
2023-01-01,8.15899
2023-01-02,25.3138
2023-01-03,20.71129
2023-01-04,20.71129
2023-01-05,21.75732
2023-01-06,17.15481
2023-01-07,10.87866
2023-01-08,8.99581
2023-01-09,23.43096
2023-01-10,20.9205
2023-01-11,71.75732
2023-01-12,48.32635
2023-01-13,15.48117
2023-01-14,8.78661
2023-01-15,9.41422
2023-01-16,19.45606
2023-01-17,16.7364
2023-01-18,18.41004
2023-01-19,14.43514
2023-01-20,8.5774
2023-01-21,3.76569
2023-01-22,3.13807
2023-01-23,1.88284
2023-01-24,5.85774
2023-01-25,16.9456
2023-01-26,16.9456
2023-01-27,15.06276
2023-01-28,8.5774
2023-01-29,8.15899
2023-01-30,19.24686
2023-01-31,21.75732
2023-02-01,22.17573
2023-02-02,17.15481
2023-02-03,16.52719
2023-02-04,7.11297
2023-02-05,8.99581
2023-02-06,22.80334
2023-02-07,21.1297
2023-02-08,23.01255
2023-02-09,20.9205
2023-02-10,25.1046
2023-02-11,11.29707
2023-02-12,12.13389
2023-02-13,24.26778
2023-02-14,25.1046
2023-02-15,26.35983
2023-02-16,19.45606
2023-02-17,17.78242
2023-02-18,10.04184
2023-02-19,9.62343
2023-02-20,22.80334
2023-02-21,20.9205
2023-02-22,21.1297
2023-02-23,21.54811
2023-02-24,18.61924
2023-02-25,8.78661
2023-02-26,10.04184
2023-02-27,26.77824
2023-02-28,21.96652
2023-03-01,9.41422
2023-03-02,24.89539
2023-03-03,16.52719
2023-03-04,9.41422
2023-03-05,9.20502
2023-03-06,27.61506
2023-03-07,28.66108
2023-03-08,23.64016
2023-03-09,21.33891
2023-03-10,18.41004
2023-03-11,9.41422
2023-03-12,7.53138
2023-03-13,22.80334
2023-03-14,23.22175
2023-03-15,19.45606
2023-03-16,20.9205
2023-03-17,20.71129
2023-03-18,10.46025
2023-03-19,8.99581
2023-03-20,19.24686
2023-03-21,19.45606
2023-03-22,17.57322
2023-03-23,20.71129
2023-03-24,18.82845
2023-03-25,10.25104
2023-03-26,8.99581
2023-03-27,30.54393
2023-03-28,25.73221
2023-03-29,21.1297
2023-03-30,19.03765
2023-03-31,16.31799
2023-04-01,9.20502
2023-04-02,8.15899
2023-04-03,20.9205
2023-04-04,17.36401
2023-04-05,23.84937
2023-04-06,21.75732
2023-04-07,18.41004
2023-04-08,6.27615
2023-04-09,7.32217
2023-04-10,16.9456
2023-04-11,16.7364
2023-04-12,16.52719
2023-04-13,17.99163
2023-04-14,17.99163
2023-04-15,7.32217
2023-04-16,7.74058
2023-04-17,14.64435
2023-04-18,20.08368
2023-04-19,21.96652
2023-04-20,17.57322
2023-04-21,16.9456
2023-04-22,9.20502
2023-04-23,7.32217
2023-04-24,19.87447
2023-04-25,21.54811
2023-04-26,21.54811
2023-04-27,19.87447
2023-04-28,19.45606
2023-04-29,10.25104
2023-04-30,4.81171
2023-05-01,11.71548
2023-05-02,20.71129
2023-05-03,17.57322
2023-05-04,12.97071
2023-05-05,7.94979
2023-05-06,7.11297
2023-05-07,10.66945
2023-05-08,19.66527
2023-05-09,20.9205
2023-05-10,21.54811
2023-05-11,29.70711
2023-05-12,27.19665
2023-05-13,15.06276
2023-05-14,20.71129
2023-05-15,38.70292
2023-05-16,35.56485
2023-05-17,31.79916
2023-05-18,37.02928
2023-05-19,28.66108
2023-05-20,7.94979
2023-05-21,7.32217
2023-05-22,18.82845
2023-05-23,15.89958
2023-05-24,10.25104
2023-05-25,18.20083
2023-05-26,15.27196
