date,ART
2020-08-28,13.15487
2020-08-29,9.82791
2020-08-30,9.36902
2020-08-31,14.26386
2020-09-01,14.60803
2020-09-02,15.67877
2020-09-03,15.1434
2020-09-04,13.07839
2020-09-05,8.87189
2020-09-06,10.97514
2020-09-07,15.29636
2020-09-08,15.64053
2020-09-09,15.48757
2020-09-10,14.99043
2020-09-11,17.05544
2020-09-12,13.07839
2020-09-13,13.00191
2020-09-14,15.44933
2020-09-15,14.87571
2020-09-16,16.74952
2020-09-17,14.11089
2020-09-18,12.65774
2020-09-19,10.17208
2020-09-20,11.28107
2020-09-21,12.73422
2020-09-22,18.27915
2020-09-23,14.07265
2020-09-24,14.41682
2020-09-25,11.31931
2020-09-26,8.79541
2020-09-27,11.39579
2020-09-28,13.26959
2020-09-29,11.31931
2020-09-30,8.22179
2020-10-01,7.22753
2020-10-02,9.21606
2020-10-03,7.7629
2020-10-04,23.05927
2020-10-05,13.34608
2020-10-06,15.60229
2020-10-07,15.06692
2020-10-08,21.0325
2020-10-09,16.826
2020-10-10,9.29254
2020-10-11,11.54875
2020-10-12,13.23135
2020-10-13,13.30783
2020-10-14,14.83747
2020-10-15,14.56978
2020-10-16,11.70172
2020-10-17,10.36328
2020-10-18,11.93116
2020-10-19,13.99617
2020-10-20,14.83747
2020-10-21,13.72848
2020-10-22,13.15487
2020-10-23,13.07839
2020-10-24,12.35181
2020-10-25,10.13384
2020-10-26,12.42829
2020-10-27,13.49904
2020-10-28,14.11089
2020-10-29,13.69024
2020-10-30,11.08986
2020-10-31,9.33078
2020-11-01,9.94263
2020-11-02,14.07265
2020-11-03,12.88718
2020-11-04,15.02868
2020-11-05,13.38432
2020-11-06,12.8107
2020-11-07,8.83365
2020-11-08,10.32504
2020-11-09,14.3021
2020-11-10,14.34034
2020-11-11,11.93116
2020-11-12,13.69024
2020-11-13,12.54302
2020-11-14,8.45124
2020-11-15,9.82791
2020-11-16,12.84894
2020-11-17,15.29636
2020-11-18,14.14913
2020-11-19,15.56405
2020-11-20,13.95793
2020-11-21,10.86042
2020-11-22,10.24856
2020-11-23,11.39579
2020-11-24,14.22562
2020-11-25,14.14913
2020-11-26,12.35181
2020-11-27,12.84894
2020-11-28,10.97514
2020-11-29,11.70172
2020-11-30,13.23135
2020-12-01,15.75525
2020-12-02,15.83173
2020-12-03,15.02868
2020-12-04,15.67877
2020-12-05,19.92351
2020-12-06,10.2868
2020-12-07,11.73996
2020-12-08,13.53728
2020-12-09,14.3021
2020-12-10,12.6195
2020-12-11,12.27533
2020-12-12,9.86615
2020-12-13,10.78393
2020-12-14,14.79923
2020-12-15,13.84321
2020-12-16,15.37284
2020-12-17,14.3021
2020-12-18,11.54875
2020-12-19,9.40726
2020-12-20,11.20458
2020-12-21,12.65774
2020-12-22,11.54875
2020-12-23,12.08413
2020-12-24,11.62523
2020-12-25,7.38049
2020-12-26,8.68068
2020-12-27,8.68068
2020-12-28,13.4608
2020-12-29,14.11089
2020-12-30,11.43403
2020-12-31,10.47801
2021-01-01,9.10133
2021-01-02,10.40152
2021-01-03,9.71319
2021-01-04,14.41682
2021-01-05,14.91395
2021-01-06,20.15296
2021-01-07,28.22179
2021-01-08,14.3021
2021-01-09,11.47227
2021-01-10,11.24282
2021-01-11,13.53728
2021-01-12,21.2237
2021-01-13,24.28298
2021-01-14,22.63862
2021-01-15,16.67304
2021-01-16,11.39579
2021-01-17,10.55449
2021-01-18,16.13766
2021-01-19,16.1759
2021-01-20,14.34034
2021-01-21,14.79923
2021-01-22,16.78776
2021-01-23,9.4455
2021-01-24,10.47801
2021-01-25,13.99617
2021-01-26,16.21414
2021-01-27,17.8585
2021-01-28,15.9847
2021-01-29,13.00191
2021-01-30,10.0956
2021-01-31,10.66921
2021-02-01,14.26386
2021-02-02,15.25812
2021-02-03,15.02868
2021-02-04,17.39961
2021-02-05,13.42256
2021-02-06,10.05736
2021-02-07,11.73996
2021-02-08,13.80497
2021-02-09,14.45506
2021-02-10,17.62906
2021-02-11,8.83365
2021-02-12,8.91013
2021-02-13,8.79541
2021-02-14,11.66347
2021-02-15,20.53537
2021-02-16,19.77055
2021-02-17,22.5239
2021-02-18,29.59847
2021-02-19,21.14722
2021-02-20,18.04971
2021-02-21,15.86998
2021-02-22,16.90248
2021-02-23,18.16443
2021-02-24,18.43212
2021-02-25,16.63479
2021-02-26,13.11663
2021-02-27,10.63097
2021-02-28,11.24282
2021-03-01,12.69598
2021-03-02,14.03441
2021-03-03,16.06118
2021-03-04,19.00573
2021-03-05,15.37284
2021-03-06,11.16634
2021-03-07,13.88145
2021-03-08,16.59655
2021-03-09,18.96749
2021-03-10,18.04971
2021-03-11,21.64435
2021-03-12,17.09369
2021-03-13,10.97514
2021-03-14,13.652
2021-03-15,17.28489
2021-03-16,17.59082
2021-03-17,17.51434
2021-03-18,15.9847
2021-03-19,13.652
2021-03-20,12.54302
2021-03-21,12.54302
2021-03-22,14.60803
2021-03-23,14.34034
2021-03-24,16.90248
2021-03-25,15.3346
2021-03-26,13.57552
2021-03-27,11.28107
2021-03-28,13.53728
2021-03-29,18.24091
2021-03-30,18.35564
2021-03-31,15.71701
2021-04-01,16.71128
2021-04-02,13.00191
2021-04-03,11.85468
2021-04-04,11.73996
2021-04-05,16.40535
2021-04-06,13.95793
2021-04-07,16.02294
2021-04-08,15.18164
2021-04-09,14.53154
2021-04-10,10.32504
2021-04-11,12.08413
2021-04-12,15.56405
2021-04-13,16.44359
2021-04-14,15.10516
2021-04-15,13.19311
2021-04-16,13.49904
2021-04-17,10.70745
2021-04-18,100.0
2021-04-19,18.62332
2021-04-20,16.40535
2021-04-21,17.13193
2021-04-22,30.74569
2021-04-23,18.20267
2021-04-24,10.36328
2021-04-25,13.84321
2021-04-26,16.826
2021-04-27,17.93499
2021-04-28,19.31166
2021-04-29,17.0172
2021-04-30,14.03441
2021-05-01,10.13384
2021-05-02,10.70745
2021-05-03,14.53154
2021-05-04,15.1434
2021-05-05,11.35755
2021-05-06,16.826
2021-05-07,12.69598
2021-05-08,9.52198
2021-05-09,10.55449
2021-05-10,14.53154
2021-05-11,14.79923
2021-05-12,21.14722
2021-05-13,15.60229
2021-05-14,12.6195
2021-05-15,11.85468
2021-05-16,10.66921
2021-05-17,15.3346
2021-05-18,23.28871
2021-05-19,12.42829
2021-05-20,17.8585
2021-05-21,14.53154
2021-05-22,9.94263
2021-05-23,12.04588
2021-05-24,12.77246
2021-05-25,18.62332
2021-05-26,19.57934
2021-05-27,16.44359
2021-05-28,12.50478
2021-05-29,11.39579
2021-05-30,10.43977
2021-05-31,13.42256
2021-06-01,16.48183
2021-06-02,24.13001
2021-06-03,18.58508
2021-06-04,13.07839
2021-06-05,12.00764
2021-06-06,10.36328
2021-06-07,13.99617
2021-06-08,13.53728
2021-06-09,13.61376
2021-06-10,16.29063
2021-06-11,13.00191
2021-06-12,9.4455
2021-06-13,9.94263
2021-06-14,13.42256
2021-06-15,13.84321
2021-06-16,13.19311
2021-06-17,13.23135
2021-06-18,12.12237
2021-06-19,12.04588
2021-06-20,10.82217
2021-06-21,15.60229
2021-06-22,12.16061
2021-06-23,12.8107
2021-06-24,14.37858
2021-06-25,11.39579
2021-06-26,10.55449
2021-06-27,10.63097
2021-06-28,13.15487
2021-06-29,13.04015
2021-06-30,11.73996
2021-07-01,11.54875
2021-07-02,11.73996
2021-07-03,8.71892
2021-07-04,10.13384
2021-07-05,12.58126
2021-07-06,13.61376
2021-07-07,12.16061
2021-07-08,11.47227
2021-07-09,13.84321
2021-07-10,9.90439
2021-07-11,9.71319
2021-07-12,12.84894
2021-07-13,13.34608
2021-07-14,13.19311
2021-07-15,12.31357
2021-07-16,10.86042
2021-07-17,8.68068
2021-07-18,8.56596
2021-07-19,13.88145
2021-07-20,13.00191
2021-07-21,12.84894
2021-07-22,13.19311
2021-07-23,11.35755
2021-07-24,8.6042
2021-07-25,8.94837
2021-07-26,11.43403
2021-07-27,17.74378
2021-07-28,12.6195
2021-07-29,12.84894
2021-07-30,12.27533
2021-07-31,7.99235
2021-08-01,10.17208
2021-08-02,18.85277
2021-08-03,15.71701
2021-08-04,15.94646
2021-08-05,13.42256
2021-08-06,11.66347
2021-08-07,8.26003
2021-08-08,9.36902
2021-08-09,14.22562
2021-08-10,13.84321
2021-08-11,15.21988
2021-08-12,12.77246
2021-08-13,13.15487
2021-08-14,9.98087
2021-08-15,10.24856
2021-08-16,10.55449
2021-08-17,13.57552
2021-08-18,14.11089
2021-08-19,14.4933
2021-08-20,13.4608
2021-08-21,11.7782
2021-08-22,10.97514
2021-08-23,14.3021
2021-08-24,14.4933
2021-08-25,14.26386
2021-08-26,13.15487
2021-08-27,13.15487
2021-08-28,11.1281
2021-08-29,11.54875
2021-08-30,26.69216
2021-08-31,16.13766
2021-09-01,17.70554
2021-09-02,15.60229
2021-09-03,12.27533
2021-09-04,10.89866
2021-09-05,11.54875
2021-09-06,16.826
2021-09-07,14.26386
2021-09-08,14.95219
2021-09-09,13.30783
2021-09-10,12.6195
2021-09-11,9.75143
2021-09-12,10.74569
2021-09-13,14.34034
2021-09-14,13.76673
2021-09-15,15.29636
2021-09-16,14.56978
2021-09-17,10.97514
2021-09-18,9.2543
2021-09-19,8.413
2021-09-20,7.45697
2021-09-21,8.29827
2021-09-22,9.36902
2021-09-23,13.61376
2021-09-24,13.57552
2021-09-25,9.13957
2021-09-26,10.97514
2021-09-27,15.41108
2021-09-28,14.22562
2021-09-29,15.06692
2021-09-30,12.54302
2021-10-01,10.78393
2021-10-02,9.02485
2021-10-03,9.52198
2021-10-04,12.73422
2021-10-05,13.26959
2021-10-06,13.95793
2021-10-07,14.4933
2021-10-08,12.35181
2021-10-09,9.78967
2021-10-10,10.32504
2021-10-11,11.81644
2021-10-12,15.06692
2021-10-13,14.87571
2021-10-14,14.11089
2021-10-15,12.42829
2021-10-16,9.33078
2021-10-17,9.78967
2021-10-18,15.75525
2021-10-19,13.53728
2021-10-20,14.03441
2021-10-21,14.60803
2021-10-22,11.05162
2021-10-23,9.67495
2021-10-24,10.86042
2021-10-25,13.4608
2021-10-26,21.83556
2021-10-27,15.1434
2021-10-28,16.63479
2021-10-29,12.31357
2021-10-30,9.90439
2021-10-31,11.43403
2021-11-01,12.27533
2021-11-02,12.35181
2021-11-03,13.652
2021-11-04,13.34608
2021-11-05,12.27533
2021-11-06,8.48948
2021-11-07,10.05736
2021-11-08,14.72275
2021-11-09,13.91969
2021-11-10,16.13766
2021-11-11,13.88145
2021-11-12,13.15487
2021-11-13,9.67495
2021-11-14,9.33078
2021-11-15,14.37858
2021-11-16,13.84321
2021-11-17,13.69024
2021-11-18,12.6195
2021-11-19,20.34416
2021-11-20,10.70745
2021-11-21,10.51625
2021-11-22,20.34416
2021-11-23,19.3499
2021-11-24,16.826
2021-11-25,16.06118
2021-11-26,11.93116
2021-11-27,11.28107
2021-11-28,11.85468
2021-11-29,14.68451
2021-11-30,14.72275
2021-12-01,15.06692
2021-12-02,13.99617
2021-12-03,13.11663
2021-12-04,11.43403
2021-12-05,11.73996
2021-12-06,14.34034
2021-12-07,15.56405
2021-12-08,13.42256
2021-12-09,14.3021
2021-12-10,13.23135
2021-12-11,11.35755
2021-12-12,10.43977
2021-12-13,16.40535
2021-12-14,15.60229
2021-12-15,14.99043
2021-12-16,17.24665
2021-12-17,16.36711
2021-12-18,10.66921
2021-12-19,11.24282
2021-12-20,19.5411
2021-12-21,17.17017
2021-12-22,16.63479
2021-12-23,13.95793
2021-12-24,11.85468
2021-12-25,7.5717
2021-12-26,8.6042
2021-12-27,12.8107
2021-12-28,13.53728
2021-12-29,10.89866
2021-12-30,10.9369
2021-12-31,9.36902
2022-01-01,6.65391
2022-01-02,9.63671
2022-01-03,13.95793
2022-01-04,13.53728
2022-01-05,13.4608
2022-01-06,15.06692
2022-01-07,13.57552
2022-01-08,10.51625
2022-01-09,10.43977
2022-01-10,14.60803
2022-01-11,16.36711
2022-01-12,17.59082
2022-01-13,15.25812
2022-01-14,12.12237
2022-01-15,11.31931
2022-01-16,11.20458
2022-01-17,26.00382
2022-01-18,14.76099
2022-01-19,14.18738
2022-01-20,15.48757
2022-01-21,13.23135
2022-01-22,11.1281
2022-01-23,11.05162
2022-01-24,17.0172
2022-01-25,16.02294
2022-01-26,15.56405
2022-01-27,12.6195
2022-01-28,12.27533
2022-01-29,10.9369
2022-01-30,9.2543
2022-01-31,7.38049
2022-02-01,8.18355
2022-02-02,11.70172
2022-02-03,15.86998
2022-02-04,13.69024
2022-02-05,10.17208
2022-02-06,12.08413
2022-02-07,16.90248
2022-02-08,26.7304
2022-02-09,21.2237
2022-02-10,17.82026
2022-02-11,13.23135
2022-02-12,13.38432
2022-02-13,12.35181
2022-02-14,21.33843
2022-02-15,17.43785
2022-02-16,15.71701
2022-02-17,17.62906
2022-02-18,22.82982
2022-02-19,14.34034
2022-02-20,12.00764
2022-02-21,16.09942
2022-02-22,19.38814
2022-02-23,18.39388
2022-02-24,19.08221
2022-02-25,15.9847
2022-02-26,12.88718
2022-02-27,11.51051
2022-02-28,13.04015
2022-03-01,12.88718
2022-03-02,15.37284
2022-03-03,17.6673
2022-03-04,15.64053
2022-03-05,11.08986
2022-03-06,12.23709
2022-03-07,20.68833
2022-03-08,17.43785
2022-03-09,11.73996
2022-03-10,15.06692
2022-03-11,14.56978
2022-03-12,11.89292
2022-03-13,13.34608
2022-03-14,17.32313
2022-03-15,16.97896
2022-03-16,24.89483
2022-03-17,18.73804
2022-03-18,15.79349
2022-03-19,11.7782
2022-03-20,13.42256
2022-03-21,16.21414
2022-03-22,16.13766
2022-03-23,17.6673
2022-03-24,16.36711
2022-03-25,13.95793
2022-03-26,12.00764
2022-03-27,12.19885
2022-03-28,17.74378
2022-03-29,17.97323
2022-03-30,18.16443
2022-03-31,15.71701
2022-04-01,12.46653
2022-04-02,11.28107
2022-04-03,10.36328
2022-04-04,13.91969
2022-04-05,14.3021
2022-04-06,15.52581
2022-04-07,13.91969
2022-04-08,14.22562
2022-04-09,10.43977
2022-04-10,12.50478
2022-04-11,14.64627
2022-04-12,14.95219
2022-04-13,20.03824
2022-04-14,16.78776
2022-04-15,14.14913
2022-04-16,11.47227
2022-04-17,10.66921
2022-04-18,16.25239
2022-04-19,14.4933
2022-04-20,16.94072
2022-04-21,14.60803
2022-04-22,14.3021
2022-04-23,10.59273
2022-04-24,11.35755
2022-04-25,15.25812
2022-04-26,17.55258
2022-04-27,13.07839
2022-04-28,12.08413
2022-04-29,12.08413
2022-04-30,9.40726
2022-05-01,10.0956
2022-05-02,15.02868
2022-05-03,13.19311
2022-05-04,11.16634
2022-05-05,9.59847
2022-05-06,10.43977
2022-05-07,9.06309
2022-05-08,8.37476
2022-05-09,14.4933
2022-05-10,14.37858
2022-05-11,14.87571
2022-05-12,13.88145
2022-05-13,13.42256
2022-05-14,9.78967
2022-05-15,11.16634
2022-05-16,16.59655
2022-05-17,16.13766
2022-05-18,15.18164
2022-05-19,13.91969
2022-05-20,13.42256
2022-05-21,9.86615
2022-05-22,10.89866
2022-05-23,14.22562
2022-05-24,15.44933
2022-05-25,17.6673
2022-05-26,14.3021
2022-05-27,11.85468
2022-05-28,9.82791
2022-05-29,10.01912
2022-05-30,13.57552
2022-05-31,13.15487
2022-06-01,11.1281
2022-06-02,13.652
2022-06-03,13.38432
2022-06-04,11.20458
2022-06-05,9.52198
2022-06-06,10.59273
2022-06-07,13.42256
2022-06-08,14.76099
2022-06-09,15.37284
2022-06-10,12.08413
2022-06-11,10.01912
2022-06-12,11.24282
2022-06-13,14.18738
2022-06-14,15.3346
2022-06-15,13.61376
2022-06-16,13.26959
2022-06-17,11.85468
2022-06-18,9.86615
2022-06-19,9.02485
2022-06-20,14.14913
2022-06-21,12.84894
2022-06-22,11.39579
2022-06-23,13.95793
2022-06-24,11.51051
2022-06-25,9.63671
2022-06-26,9.36902
2022-06-27,11.66347
2022-06-28,15.83173
2022-06-29,12.46653
2022-06-30,12.92543
2022-07-01,14.07265
2022-07-02,9.94263
2022-07-03,10.2868
2022-07-04,13.04015
2022-07-05,13.34608
2022-07-06,13.88145
2022-07-07,13.99617
2022-07-08,12.46653
2022-07-09,9.2543
2022-07-10,10.24856
2022-07-11,12.65774
2022-07-12,13.34608
2022-07-13,13.4608
2022-07-14,12.88718
2022-07-15,12.12237
2022-07-16,8.79541
2022-07-17,9.52198
2022-07-18,12.16061
2022-07-19,13.61376
2022-07-20,13.38432
2022-07-21,13.26959
2022-07-22,13.23135
2022-07-23,9.36902
2022-07-24,10.47801
2022-07-25,14.72275
2022-07-26,13.15487
2022-07-27,12.88718
2022-07-28,14.11089
2022-07-29,10.86042
2022-07-30,7.11281
2022-07-31,9.13957
2022-08-01,11.70172
2022-08-02,13.95793
2022-08-03,11.62523
2022-08-04,12.23709
2022-08-05,12.50478
2022-08-06,9.13957
2022-08-07,10.55449
2022-08-08,12.35181
2022-08-09,13.30783
2022-08-10,15.71701
2022-08-11,15.18164
2022-08-12,12.46653
2022-08-13,8.68068
2022-08-14,10.24856
2022-08-15,12.08413
2022-08-16,15.06692
2022-08-17,14.68451
2022-08-18,15.37284
2022-08-19,13.88145
2022-08-20,10.59273
2022-08-21,10.17208
2022-08-22,16.13766
2022-08-23,15.18164
2022-08-24,18.5086
2022-08-25,16.55831
2022-08-26,13.57552
2022-08-27,9.63671
2022-08-28,10.66921
2022-08-29,14.3021
2022-08-30,12.96367
2022-08-31,14.14913
2022-09-01,12.46653
2022-09-02,12.19885
2022-09-03,11.01338
2022-09-04,10.24856
2022-09-05,12.39005
2022-09-06,13.11663
2022-09-07,13.11663
2022-09-08,10.17208
2022-09-09,7.5717
2022-09-10,7.49521
2022-09-11,9.2543
2022-09-12,9.59847
2022-09-13,12.39005
2022-09-14,13.49904
2022-09-15,13.00191
2022-09-16,12.12237
2022-09-17,9.36902
2022-09-18,9.63671
2022-09-19,12.35181
2022-09-20,13.61376
2022-09-21,14.91395
2022-09-22,12.88718
2022-09-23,11.62523
2022-09-24,9.06309
2022-09-25,12.73422
2022-09-26,13.00191
2022-09-27,14.03441
2022-09-28,13.38432
2022-09-29,14.41682
2022-09-30,12.46653
2022-10-01,9.33078
2022-10-02,10.43977
2022-10-03,11.93116
2022-10-04,13.15487
2022-10-05,13.80497
2022-10-06,12.88718
2022-10-07,11.7782
2022-10-08,10.82217
2022-10-09,9.98087
2022-10-10,9.98087
2022-10-11,13.72848
2022-10-12,14.87571
2022-10-13,13.95793
2022-10-14,12.19885
2022-10-15,11.31931
2022-10-16,14.03441
2022-10-17,14.53154
2022-10-18,15.18164
2022-10-19,12.84894
2022-10-20,15.44933
2022-10-21,12.04588
2022-10-22,10.43977
2022-10-23,11.7782
2022-10-24,13.57552
2022-10-25,15.48757
2022-10-26,13.38432
2022-10-27,13.34608
2022-10-28,12.46653
2022-10-29,9.36902
2022-10-30,8.75717
2022-10-31,14.76099
2022-11-01,14.91395
2022-11-02,14.76099
2022-11-03,14.53154
2022-11-04,12.73422
2022-11-05,12.04588
2022-11-06,12.23709
2022-11-07,13.42256
2022-11-08,14.64627
2022-11-09,13.61376
2022-11-10,13.57552
2022-11-11,12.54302
2022-11-12,11.16634
2022-11-13,10.43977
2022-11-14,14.87571
2022-11-15,16.71128
2022-11-16,16.86424
2022-11-17,13.34608
2022-11-18,15.25812
2022-11-19,12.12237
2022-11-20,11.51051
2022-11-21,14.56978
2022-11-22,14.03441
2022-11-23,13.23135
2022-11-24,11.43403
2022-11-25,11.9694
2022-11-26,10.32504
2022-11-27,10.2868
2022-11-28,12.69598
2022-11-29,12.50478
2022-11-30,13.49904
2022-12-01,12.73422
2022-12-02,11.7782
2022-12-03,9.2543
2022-12-04,13.00191
2022-12-05,12.73422
2022-12-06,13.26959
2022-12-07,13.4608
2022-12-08,12.77246
2022-12-09,13.00191
2022-12-10,9.40726
2022-12-11,10.89866
2022-12-12,12.31357
2022-12-13,13.11663
2022-12-14,11.66347
2022-12-15,14.83747
2022-12-16,12.92543
2022-12-17,9.10133
2022-12-18,9.63671
2022-12-19,12.04588
2022-12-20,12.50478
2022-12-21,11.20458
2022-12-22,11.16634
2022-12-23,9.75143
2022-12-24,8.413
2022-12-25,7.49521
2022-12-26,10.86042
2022-12-27,10.43977
2022-12-28,11.39579
2022-12-29,11.01338
2022-12-30,8.79541
2022-12-31,8.94837
2023-01-01,9.48374
2023-01-02,13.00191
2023-01-03,12.35181
2023-01-04,12.8107
2023-01-05,12.12237
2023-01-06,12.16061
2023-01-07,10.13384
2023-01-08,9.98087
2023-01-09,14.18738
2023-01-10,12.84894
2023-01-11,15.64053
2023-01-12,15.52581
2023-01-13,12.35181
2023-01-14,10.74569
2023-01-15,11.35755
2023-01-16,14.76099
2023-01-17,13.23135
2023-01-18,14.22562
2023-01-19,13.26959
2023-01-20,11.31931
2023-01-21,7.30401
2023-01-22,7.22753
2023-01-23,7.34225
2023-01-24,9.59847
2023-01-25,13.04015
2023-01-26,13.84321
2023-01-27,14.37858
2023-01-28,11.47227
2023-01-29,11.51051
2023-01-30,13.4608
2023-01-31,14.18738
2023-02-01,13.76673
2023-02-02,14.4933
2023-02-03,13.80497
2023-02-04,11.08986
2023-02-05,11.28107
2023-02-06,12.54302
2023-02-07,12.50478
2023-02-08,13.11663
2023-02-09,13.69024
2023-02-10,12.39005
2023-02-11,10.40152
2023-02-12,9.59847
2023-02-13,14.3021
2023-02-14,13.15487
2023-02-15,13.07839
2023-02-16,13.38432
2023-02-17,12.27533
2023-02-18,10.01912
2023-02-19,11.39579
2023-02-20,11.89292
2023-02-21,13.34608
2023-02-22,13.69024
2023-02-23,12.54302
2023-02-24,12.88718
2023-02-25,10.0956
2023-02-26,10.97514
2023-02-27,12.65774
2023-02-28,14.26386
2023-03-01,9.21606
2023-03-02,13.34608
2023-03-03,13.23135
2023-03-04,11.1281
2023-03-05,12.77246
2023-03-06,13.61376
2023-03-07,15.90822
2023-03-08,13.69024
2023-03-09,14.68451
2023-03-10,12.50478
2023-03-11,9.4455
2023-03-12,11.58699
2023-03-13,13.04015
2023-03-14,13.61376
2023-03-15,14.72275
2023-03-16,14.41682
2023-03-17,12.73422
2023-03-18,10.43977
2023-03-19,11.58699
2023-03-20,15.29636
2023-03-21,14.56978
2023-03-22,14.26386
2023-03-23,13.26959
2023-03-24,12.27533
2023-03-25,10.32504
2023-03-26,10.63097
2023-03-27,12.54302
2023-03-28,13.34608
2023-03-29,14.37858
2023-03-30,13.38432
2023-03-31,11.01338
2023-04-01,10.05736
2023-04-02,10.63097
2023-04-03,12.35181
2023-04-04,14.41682
2023-04-05,12.42829
2023-04-06,13.95793
2023-04-07,11.54875
2023-04-08,9.56022
2023-04-09,9.2543
2023-04-10,12.04588
2023-04-11,13.61376
2023-04-12,13.19311
2023-04-13,13.00191
2023-04-14,12.58126
2023-04-15,7.87762
2023-04-16,10.43977
2023-04-17,12.92543
2023-04-18,12.6195
2023-04-19,14.18738
2023-04-20,13.69024
2023-04-21,11.51051
2023-04-22,10.17208
2023-04-23,10.24856
2023-04-24,11.47227
2023-04-25,12.65774
2023-04-26,12.58126
2023-04-27,13.99617
2023-04-28,10.21032
2023-04-29,8.68068
2023-04-30,9.98087
2023-05-01,11.31931
2023-05-02,11.62523
2023-05-03,11.9694
2023-05-04,11.43403
2023-05-05,9.56022
2023-05-06,9.13957
2023-05-07,9.86615
2023-05-08,13.19311
2023-05-09,11.81644
2023-05-10,13.15487
2023-05-11,11.70172
2023-05-12,11.39579
2023-05-13,9.06309
2023-05-14,9.78967
2023-05-15,13.07839
2023-05-16,13.69024
2023-05-17,13.91969
2023-05-18,13.30783
2023-05-19,11.66347
2023-05-20,7.99235
2023-05-21,11.20458
2023-05-22,13.00191
2023-05-23,13.15487
2023-05-24,13.23135
2023-05-25,12.46653
2023-05-26,10.17208
2023-05-27,8.52772
2023-05-28,9.48374
2023-05-29,10.9369
