date,후견인
2020-06-30,19.2799
2020-07-01,18.35075
2020-07-02,17.77003
2020-07-03,19.97677
2020-07-04,12.4274
2020-07-05,13.00813
2020-07-06,19.16376
2020-07-07,22.41579
2020-07-08,19.39605
2020-07-09,17.18931
2020-07-10,16.72473
2020-07-11,15.56329
2020-07-12,12.65969
2020-07-13,22.64808
2020-07-14,19.2799
2020-07-15,21.60278
2020-07-16,19.39605
2020-07-17,17.4216
2020-07-18,13.93728
2020-07-19,16.3763
2020-07-20,22.53193
2020-07-21,23.80952
2020-07-22,22.99651
2020-07-23,24.62253
2020-07-24,21.02206
2020-07-25,14.63414
2020-07-26,12.77584
2020-07-27,23.2288
2020-07-28,26.48083
2020-07-29,24.50638
2020-07-30,19.97677
2020-07-31,25.20325
2020-08-01,16.02787
2020-08-02,14.86643
2020-08-03,22.99651
2020-08-04,21.02206
2020-08-05,23.34494
2020-08-06,19.51219
2020-08-07,18.23461
2020-08-08,14.63414
2020-08-09,14.75029
2020-08-10,21.02206
2020-08-11,21.60278
2020-08-12,20.44134
2020-08-13,19.51219
2020-08-14,18.69918
2020-08-15,12.4274
2020-08-16,13.82113
2020-08-17,12.65969
2020-08-18,26.01626
2020-08-19,19.2799
2020-08-20,22.06736
2020-08-21,18.46689
2020-08-22,15.67944
2020-08-23,18.11846
2020-08-24,26.01626
2020-08-25,23.11265
2020-08-26,23.46109
2020-08-27,22.53193
2020-08-28,18.35075
2020-08-29,12.77584
2020-08-30,11.26596
2020-08-31,22.76422
2020-09-01,23.2288
2020-09-02,24.27409
2020-09-03,23.34494
2020-09-04,21.83507
2020-09-05,16.84088
2020-09-06,15.09872
2020-09-07,23.2288
2020-09-08,24.50638
2020-09-09,23.57723
2020-09-10,21.02206
2020-09-11,19.16376
2020-09-12,17.53774
2020-09-13,20.67363
2020-09-14,22.88037
2020-09-15,23.57723
2020-09-16,22.06736
2020-09-17,26.94541
2020-09-18,22.06736
2020-09-19,13.24041
2020-09-20,15.91173
2020-09-21,22.64808
2020-09-22,22.29965
2020-09-23,22.53193
2020-09-24,26.48083
2020-09-25,19.16376
2020-09-26,14.40185
2020-09-27,15.09872
2020-09-28,25.0871
2020-09-29,22.1835
2020-09-30,13.82113
2020-10-01,15.44715
2020-10-02,12.19512
2020-10-03,16.14401
2020-10-04,18.81533
2020-10-05,29.036
2020-10-06,24.15795
2020-10-07,24.15795
2020-10-08,25.66782
2020-10-09,22.64808
2020-10-10,18.81533
2020-10-11,24.97096
2020-10-12,28.68757
2020-10-13,29.26829
2020-10-14,27.87456
2020-10-15,55.51684
2020-10-16,22.99651
2020-10-17,20.3252
2020-10-18,18.93147
2020-10-19,29.73286
2020-10-20,29.84901
2020-10-21,28.68757
2020-10-22,24.27409
2020-10-23,20.67363
2020-10-24,15.21486
2020-10-25,16.49245
2020-10-26,27.29384
2020-10-27,23.11265
2020-10-28,23.57723
2020-10-29,23.80952
2020-10-30,23.46109
2020-10-31,12.77584
2020-11-01,13.82113
2020-11-02,22.88037
2020-11-03,18.23461
2020-11-04,22.29965
2020-11-05,24.85481
2020-11-06,21.95121
2020-11-07,13.24041
2020-11-08,15.21486
2020-11-09,24.73867
2020-11-10,22.64808
2020-11-11,21.95121
2020-11-12,24.04181
2020-11-13,19.2799
2020-11-14,13.12427
2020-11-15,18.46689
2020-11-16,23.2288
2020-11-17,21.02206
2020-11-18,21.13821
2020-11-19,22.64808
2020-11-20,24.62253
2020-11-21,19.16376
2020-11-22,19.51219
2020-11-23,20.67363
2020-11-24,23.80952
2020-11-25,20.90592
2020-11-26,21.83507
2020-11-27,22.76422
2020-11-28,14.98257
2020-11-29,16.26016
2020-11-30,22.76422
2020-12-01,20.90592
2020-12-02,22.88037
2020-12-03,22.88037
2020-12-04,22.76422
2020-12-05,14.75029
2020-12-06,19.2799
2020-12-07,35.42392
2020-12-08,30.42973
2020-12-09,29.61672
2020-12-10,31.24274
2020-12-11,32.28803
2020-12-12,35.07549
2020-12-13,30.42973
2020-12-14,33.21718
2020-12-15,31.9396
2020-12-16,41.34727
2020-12-17,33.33333
2020-12-18,30.31358
2020-12-19,24.27409
2020-12-20,27.1777
2020-12-21,30.19744
2020-12-22,29.26829
2020-12-23,31.82346
2020-12-24,31.70731
2020-12-25,21.60278
2020-12-26,23.80952
2020-12-27,28.10685
2020-12-28,35.65621
2020-12-29,34.14634
2020-12-30,30.31358
2020-12-31,25.31939
2021-01-01,23.11265
2021-01-02,28.10685
2021-01-03,21.95121
2021-01-04,30.0813
2021-01-05,32.05574
2021-01-06,28.80371
2021-01-07,31.47502
2021-01-08,26.71312
2021-01-09,25.43554
2021-01-10,24.73867
2021-01-11,29.26829
2021-01-12,29.73286
2021-01-13,29.73286
2021-01-14,29.61672
2021-01-15,23.11265
2021-01-16,20.55749
2021-01-17,24.85481
2021-01-18,28.22299
2021-01-19,31.01045
2021-01-20,32.9849
2021-01-21,28.45528
2021-01-22,25.66782
2021-01-23,23.11265
2021-01-24,24.97096
2021-01-25,32.28803
2021-01-26,29.15214
2021-01-27,30.31358
2021-01-28,26.94541
2021-01-29,32.86875
2021-01-30,22.76422
2021-01-31,21.60278
2021-02-01,24.85481
2021-02-02,27.75842
2021-02-03,26.59698
2021-02-04,27.40998
2021-02-05,28.68757
2021-02-06,17.18931
2021-02-07,34.49477
2021-02-08,93.61207
2021-02-09,52.72938
2021-02-10,36.93379
2021-02-11,24.27409
2021-02-12,22.53193
2021-02-13,23.46109
2021-02-14,24.97096
2021-02-15,38.55981
2021-02-16,30.42973
2021-02-17,32.9849
2021-02-18,33.44947
2021-02-19,27.52613
2021-02-20,19.51219
2021-02-21,17.18931
2021-02-22,37.86295
2021-02-23,31.47502
2021-02-24,29.50058
2021-02-25,25.20325
2021-02-26,25.43554
2021-02-27,19.39605
2021-02-28,12.89198
2021-03-01,16.84088
2021-03-02,26.24854
2021-03-03,21.48664
2021-03-04,23.34494
2021-03-05,21.25435
2021-03-06,15.21486
2021-03-07,17.65389
2021-03-08,22.41579
2021-03-09,25.0871
2021-03-10,23.57723
2021-03-11,28.80371
2021-03-12,25.90011
2021-03-13,18.00232
2021-03-14,18.46689
2021-03-15,30.42973
2021-03-16,23.80952
2021-03-17,21.25435
2021-03-18,24.15795
2021-03-19,25.0871
2021-03-20,15.21486
2021-03-21,14.98257
2021-03-22,24.04181
2021-03-23,24.27409
2021-03-24,22.41579
2021-03-25,24.73867
2021-03-26,20.09291
2021-03-27,16.95702
2021-03-28,17.4216
2021-03-29,22.41579
2021-03-30,21.71893
2021-03-31,24.50638
2021-04-01,24.97096
2021-04-02,24.73867
2021-04-03,18.69918
2021-04-04,12.77584
2021-04-05,19.39605
2021-04-06,22.1835
2021-04-07,22.41579
2021-04-08,21.02206
2021-04-09,22.64808
2021-04-10,15.67944
2021-04-11,18.58304
2021-04-12,23.57723
2021-04-13,24.15795
2021-04-14,22.99651
2021-04-15,27.40998
2021-04-16,22.1835
2021-04-17,18.93147
2021-04-18,17.53774
2021-04-19,30.42973
2021-04-20,27.9907
2021-04-21,24.04181
2021-04-22,22.1835
2021-04-23,23.11265
2021-04-24,15.56329
2021-04-25,17.18931
2021-04-26,25.0871
2021-04-27,26.01626
2021-04-28,26.01626
2021-04-29,25.31939
2021-04-30,18.58304
2021-05-01,16.14401
2021-05-02,17.88617
2021-05-03,26.71312
2021-05-04,23.34494
2021-05-05,24.97096
2021-05-06,24.50638
2021-05-07,26.71312
2021-05-08,20.78977
2021-05-09,27.9907
2021-05-10,28.68757
2021-05-11,26.24854
2021-05-12,23.80952
2021-05-13,25.31939
2021-05-14,25.43554
2021-05-15,32.75261
2021-05-16,32.28803
2021-05-17,40.6504
2021-05-18,30.19744
2021-05-19,27.52613
2021-05-20,34.37862
2021-05-21,28.22299
2021-05-22,24.97096
2021-05-23,22.88037
2021-05-24,27.9907
2021-05-25,34.72706
2021-05-26,32.05574
2021-05-27,27.75842
2021-05-28,22.88037
2021-05-29,19.16376
2021-05-30,22.53193
2021-05-31,32.40418
2021-06-01,24.97096
2021-06-02,28.45528
2021-06-03,31.24274
2021-06-04,24.04181
2021-06-05,17.4216
2021-06-06,23.57723
2021-06-07,27.52613
2021-06-08,26.48083
2021-06-09,26.1324
2021-06-10,31.35888
2021-06-11,25.90011
2021-06-12,19.39605
2021-06-13,17.18931
2021-06-14,26.48083
2021-06-15,30.0813
2021-06-16,26.59698
2021-06-17,28.80371
2021-06-18,30.31358
2021-06-19,25.31939
2021-06-20,27.40998
2021-06-21,29.38443
2021-06-22,27.06155
2021-06-23,29.84901
2021-06-24,100.0
2021-06-25,58.072
2021-06-26,31.47502
2021-06-27,25.66782
2021-06-28,34.03019
2021-06-29,27.75842
2021-06-30,27.29384
2021-07-01,29.61672
2021-07-02,30.66202
2021-07-03,18.69918
2021-07-04,24.50638
2021-07-05,30.66202
2021-07-06,29.61672
2021-07-07,32.52032
2021-07-08,32.86875
2021-07-09,24.97096
2021-07-10,17.30545
2021-07-11,16.49245
2021-07-12,24.73867
2021-07-13,20.55749
2021-07-14,21.13821
2021-07-15,23.46109
2021-07-16,28.80371
2021-07-17,17.53774
2021-07-18,19.2799
2021-07-19,27.06155
2021-07-20,23.11265
2021-07-21,23.11265
2021-07-22,23.80952
2021-07-23,19.86062
2021-07-24,15.21486
2021-07-25,13.70499
2021-07-26,24.27409
2021-07-27,23.11265
2021-07-28,23.80952
2021-07-29,23.80952
2021-07-30,24.73867
2021-07-31,18.35075
2021-08-01,16.02787
2021-08-02,26.36469
2021-08-03,24.50638
2021-08-04,26.59698
2021-08-05,24.04181
2021-08-06,22.1835
2021-08-07,14.98257
2021-08-08,15.33101
2021-08-09,23.69337
2021-08-10,25.31939
2021-08-11,24.62253
2021-08-12,23.46109
2021-08-13,27.9907
2021-08-14,19.51219
2021-08-15,17.18931
2021-08-16,16.84088
2021-08-17,26.36469
2021-08-18,22.99651
2021-08-19,24.62253
2021-08-20,23.11265
2021-08-21,15.33101
2021-08-22,18.11846
2021-08-23,24.97096
2021-08-24,24.50638
2021-08-25,22.99651
2021-08-26,22.06736
2021-08-27,22.99651
2021-08-28,16.72473
2021-08-29,16.84088
2021-08-30,24.15795
2021-08-31,22.99651
2021-09-01,28.91986
2021-09-02,35.07549
2021-09-03,35.07549
2021-09-04,19.86062
2021-09-05,17.65389
2021-09-06,27.87456
2021-09-07,73.28687
2021-09-08,57.49128
2021-09-09,35.54006
2021-09-10,26.36469
2021-09-11,19.62833
2021-09-12,19.16376
2021-09-13,29.38443
2021-09-14,30.19744
2021-09-15,33.56562
2021-09-16,23.57723
2021-09-17,21.95121
2021-09-18,17.4216
2021-09-19,15.79558
2021-09-20,15.44715
2021-09-21,18.00232
2021-09-22,20.78977
2021-09-23,28.68757
2021-09-24,28.57142
2021-09-25,18.81533
2021-09-26,22.76422
2021-09-27,32.63646
2021-09-28,31.9396
2021-09-29,30.77816
2021-09-30,31.35888
2021-10-01,32.86875
2021-10-02,31.9396
2021-10-03,22.41579
2021-10-04,26.48083
2021-10-05,30.77816
2021-10-06,32.17189
2021-10-07,33.10104
2021-10-08,24.73867
2021-10-09,19.86062
2021-10-10,22.76422
2021-10-11,23.92566
2021-10-12,34.49477
2021-10-13,36.35307
2021-10-14,29.38443
2021-10-15,32.75261
2021-10-16,18.58304
2021-10-17,18.58304
2021-10-18,29.84901
2021-10-19,32.17189
2021-10-20,29.73286
2021-10-21,28.80371
2021-10-22,24.50638
2021-10-23,17.07317
2021-10-24,18.81533
2021-10-25,25.66782
2021-10-26,24.62253
2021-10-27,27.87456
2021-10-28,25.78397
2021-10-29,24.85481
2021-10-30,13.58885
2021-10-31,17.65389
2021-11-01,32.05574
2021-11-02,24.73867
2021-11-03,26.94541
2021-11-04,23.92566
2021-11-05,29.15214
2021-11-06,18.69918
2021-11-07,19.39605
2021-11-08,26.1324
2021-11-09,24.27409
2021-11-10,24.39024
2021-11-11,24.73867
2021-11-12,20.09291
2021-11-13,25.78397
2021-11-14,26.01626
2021-11-15,27.87456
2021-11-16,25.20325
2021-11-17,25.90011
2021-11-18,23.34494
2021-11-19,25.90011
2021-11-20,18.00232
2021-11-21,19.51219
2021-11-22,28.68757
2021-11-23,24.97096
2021-11-24,24.15795
2021-11-25,27.29384
2021-11-26,23.34494
2021-11-27,15.44715
2021-11-28,19.51219
2021-11-29,26.59698
2021-11-30,31.47502
2021-12-01,26.1324
2021-12-02,28.91986
2021-12-03,28.91986
2021-12-04,19.62833
2021-12-05,21.25435
2021-12-06,28.33914
2021-12-07,29.61672
2021-12-08,27.52613
2021-12-09,31.01045
2021-12-10,26.71312
2021-12-11,23.69337
2021-12-12,18.69918
2021-12-13,24.39024
2021-12-14,29.26829
2021-12-15,28.45528
2021-12-16,25.90011
2021-12-17,27.75842
2021-12-18,15.21486
2021-12-19,18.58304
2021-12-20,31.70731
2021-12-21,28.91986
2021-12-22,25.78397
2021-12-23,25.43554
2021-12-24,21.48664
2021-12-25,15.44715
2021-12-26,18.00232
2021-12-27,26.94541
2021-12-28,29.38443
2021-12-29,25.66782
2021-12-30,30.66202
2021-12-31,19.97677
2022-01-01,16.49245
2022-01-02,17.4216
2022-01-03,24.97096
2022-01-04,30.19744
2022-01-05,26.48083
2022-01-06,26.1324
2022-01-07,27.06155
2022-01-08,15.67944
2022-01-09,18.46689
2022-01-10,28.10685
2022-01-11,30.66202
2022-01-12,26.1324
2022-01-13,29.50058
2022-01-14,28.22299
2022-01-15,15.67944
2022-01-16,18.58304
2022-01-17,25.20325
2022-01-18,28.57142
2022-01-19,28.33914
2022-01-20,25.66782
2022-01-21,22.53193
2022-01-22,18.11846
2022-01-23,16.95702
2022-01-24,25.55168
2022-01-25,33.44947
2022-01-26,28.45528
2022-01-27,24.50638
2022-01-28,23.92566
2022-01-29,15.09872
2022-01-30,15.79558
2022-01-31,13.4727
2022-02-01,14.518
2022-02-02,17.07317
2022-02-03,23.80952
2022-02-04,22.41579
2022-02-05,17.18931
2022-02-06,16.14401
2022-02-07,25.43554
2022-02-08,27.29384
2022-02-09,25.20325
2022-02-10,22.88037
2022-02-11,21.95121
2022-02-12,20.78977
2022-02-13,15.56329
2022-02-14,28.91986
2022-02-15,24.39024
2022-02-16,22.99651
2022-02-17,25.43554
2022-02-18,28.45528
2022-02-19,16.95702
2022-02-20,15.91173
2022-02-21,25.31939
2022-02-22,26.59698
2022-02-23,27.52613
2022-02-24,22.29965
2022-02-25,21.13821
2022-02-26,17.77003
2022-02-27,13.35656
2022-02-28,20.78977
2022-03-01,16.3763
2022-03-02,26.1324
2022-03-03,23.11265
2022-03-04,23.57723
2022-03-05,14.05342
2022-03-06,18.58304
2022-03-07,27.87456
2022-03-08,20.09291
2022-03-09,16.26016
2022-03-10,23.11265
2022-03-11,22.76422
2022-03-12,14.86643
2022-03-13,18.69918
2022-03-14,26.94541
2022-03-15,28.57142
2022-03-16,27.1777
2022-03-17,23.92566
2022-03-18,27.06155
2022-03-19,16.95702
2022-03-20,18.35075
2022-03-21,27.52613
2022-03-22,26.71312
2022-03-23,27.29384
2022-03-24,30.0813
2022-03-25,29.15214
2022-03-26,18.81533
2022-03-27,17.53774
2022-03-28,24.27409
2022-03-29,27.64227
2022-03-30,29.38443
2022-03-31,23.92566
2022-04-01,23.46109
2022-04-02,14.98257
2022-04-03,19.51219
2022-04-04,24.62253
2022-04-05,27.75842
2022-04-06,28.68757
2022-04-07,23.92566
2022-04-08,21.95121
2022-04-09,18.81533
2022-04-10,19.2799
2022-04-11,26.59698
2022-04-12,29.50058
2022-04-13,28.91986
2022-04-14,28.10685
2022-04-15,26.71312
2022-04-16,17.53774
2022-04-17,20.3252
2022-04-18,29.26829
2022-04-19,30.31358
2022-04-20,34.26248
2022-04-21,25.20325
2022-04-22,26.01626
2022-04-23,16.49245
2022-04-24,20.44134
2022-04-25,30.54587
2022-04-26,26.71312
2022-04-27,25.66782
2022-04-28,21.83507
2022-04-29,25.20325
2022-04-30,16.14401
2022-05-01,20.55749
2022-05-02,26.36469
2022-05-03,23.11265
2022-05-04,26.36469
2022-05-05,15.67944
2022-05-06,23.69337
2022-05-07,15.09872
2022-05-08,15.21486
2022-05-09,33.21718
2022-05-10,34.72706
2022-05-11,34.14634
2022-05-12,24.62253
2022-05-13,26.71312
2022-05-14,18.69918
2022-05-15,17.18931
2022-05-16,26.59698
2022-05-17,29.84901
2022-05-18,23.34494
2022-05-19,23.69337
2022-05-20,23.69337
2022-05-21,13.00813
2022-05-22,15.67944
2022-05-23,25.31939
2022-05-24,31.24274
2022-05-25,28.10685
2022-05-26,24.15795
2022-05-27,23.80952
2022-05-28,16.02787
2022-05-29,15.09872
2022-05-30,25.43554
2022-05-31,26.94541
2022-06-01,19.86062
2022-06-02,25.20325
2022-06-03,23.80952
2022-06-04,16.95702
2022-06-05,18.81533
2022-06-06,22.29965
2022-06-07,24.85481
2022-06-08,29.50058
2022-06-09,27.75842
2022-06-10,28.80371
2022-06-11,20.20905
2022-06-12,22.41579
2022-06-13,32.28803
2022-06-14,28.80371
2022-06-15,27.52613
2022-06-16,29.61672
2022-06-17,24.04181
2022-06-18,19.39605
2022-06-19,19.04761
2022-06-20,26.71312
2022-06-21,27.87456
2022-06-22,25.0871
2022-06-23,30.8943
2022-06-24,25.90011
2022-06-25,17.4216
2022-06-26,19.2799
2022-06-27,23.69337
2022-06-28,30.0813
2022-06-29,31.59117
2022-06-30,24.39024
2022-07-01,22.99651
2022-07-02,18.35075
2022-07-03,16.84088
2022-07-04,22.53193
2022-07-05,23.2288
2022-07-06,22.1835
2022-07-07,23.34494
2022-07-08,20.09291
2022-07-09,14.98257
2022-07-10,13.00813
2022-07-11,23.11265
2022-07-12,25.20325
2022-07-13,23.69337
2022-07-14,23.11265
2022-07-15,25.0871
2022-07-16,12.19512
2022-07-17,16.14401
2022-07-18,24.73867
2022-07-19,23.57723
2022-07-20,27.52613
2022-07-21,23.46109
2022-07-22,25.78397
2022-07-23,17.88617
2022-07-24,15.91173
2022-07-25,28.68757
2022-07-26,23.80952
2022-07-27,30.0813
2022-07-28,27.9907
2022-07-29,21.37049
2022-07-30,16.3763
2022-07-31,16.26016
2022-08-01,24.50638
2022-08-02,27.52613
2022-08-03,26.36469
2022-08-04,27.1777
2022-08-05,22.06736
2022-08-06,14.16957
2022-08-07,15.56329
2022-08-08,25.20325
2022-08-09,26.94541
2022-08-10,26.48083
2022-08-11,23.69337
2022-08-12,23.80952
2022-08-13,16.3763
2022-08-14,16.14401
2022-08-15,14.28571
2022-08-16,31.24274
2022-08-17,27.9907
2022-08-18,24.27409
2022-08-19,24.62253
2022-08-20,19.86062
2022-08-21,17.4216
2022-08-22,29.036
2022-08-23,29.61672
2022-08-24,27.06155
2022-08-25,24.27409
2022-08-26,23.46109
2022-08-27,16.84088
2022-08-28,11.84668
2022-08-29,27.64227
2022-08-30,28.57142
2022-08-31,21.83507
2022-09-01,24.04181
2022-09-02,23.80952
2022-09-03,15.09872
2022-09-04,16.14401
2022-09-05,24.62253
2022-09-06,22.53193
2022-09-07,26.48083
2022-09-08,23.11265
2022-09-09,14.75029
2022-09-10,16.95702
2022-09-11,14.16957
2022-09-12,19.74448
2022-09-13,31.59117
2022-09-14,28.10685
2022-09-15,27.40998
2022-09-16,22.99651
2022-09-17,17.07317
2022-09-18,21.02206
2022-09-19,29.73286
2022-09-20,25.0871
2022-09-21,30.77816
2022-09-22,26.94541
2022-09-23,25.20325
2022-09-24,16.60859
2022-09-25,17.18931
2022-09-26,29.38443
2022-09-27,25.20325
2022-09-28,28.22299
2022-09-29,28.22299
2022-09-30,19.97677
2022-10-01,16.60859
2022-10-02,18.46689
2022-10-03,19.39605
2022-10-04,29.96515
2022-10-05,25.90011
2022-10-06,31.35888
2022-10-07,29.84901
2022-10-08,18.93147
2022-10-09,26.1324
2022-10-10,18.46689
2022-10-11,27.06155
2022-10-12,26.82926
2022-10-13,26.01626
2022-10-14,22.29965
2022-10-15,17.65389
2022-10-16,19.62833
2022-10-17,30.77816
2022-10-18,29.61672
2022-10-19,29.15214
2022-10-20,27.1777
2022-10-21,25.31939
2022-10-22,15.91173
2022-10-23,19.97677
2022-10-24,27.75842
2022-10-25,24.85481
2022-10-26,23.57723
2022-10-27,18.69918
2022-10-28,19.39605
2022-10-29,15.91173
2022-10-30,13.00813
2022-10-31,21.83507
2022-11-01,22.64808
2022-11-02,21.71893
2022-11-03,18.58304
2022-11-04,18.00232
2022-11-05,14.28571
2022-11-06,16.02787
2022-11-07,21.25435
2022-11-08,20.44134
2022-11-09,21.83507
2022-11-10,24.39024
2022-11-11,19.39605
2022-11-12,14.63414
2022-11-13,18.00232
2022-11-14,26.48083
2022-11-15,25.20325
2022-11-16,23.80952
2022-11-17,22.76422
2022-11-18,18.23461
2022-11-19,13.82113
2022-11-20,17.18931
2022-11-21,28.22299
2022-11-22,24.62253
2022-11-23,23.80952
2022-11-24,21.95121
2022-11-25,21.48664
2022-11-26,12.89198
2022-11-27,16.95702
2022-11-28,19.16376
2022-11-29,25.20325
2022-11-30,22.76422
2022-12-01,25.66782
2022-12-02,22.99651
2022-12-03,13.70499
2022-12-04,13.00813
2022-12-05,23.2288
2022-12-06,24.04181
2022-12-07,21.95121
2022-12-08,26.82926
2022-12-09,22.41579
2022-12-10,18.58304
2022-12-11,18.11846
2022-12-12,25.0871
2022-12-13,24.15795
2022-12-14,25.55168
2022-12-15,25.43554
2022-12-16,22.1835
2022-12-17,15.56329
2022-12-18,17.30545
2022-12-19,21.95121
2022-12-20,23.92566
2022-12-21,22.99651
2022-12-22,20.55749
2022-12-23,16.95702
2022-12-24,10.45296
2022-12-25,12.54355
2022-12-26,22.64808
2022-12-27,21.95121
2022-12-28,21.13821
2022-12-29,20.44134
2022-12-30,18.58304
2022-12-31,11.14982
2023-01-01,12.4274
2023-01-02,21.48664
2023-01-03,22.1835
2023-01-04,22.06736
2023-01-05,26.24854
2023-01-06,21.95121
2023-01-07,13.70499
2023-01-08,13.82113
2023-01-09,27.64227
2023-01-10,24.15795
2023-01-11,24.50638
2023-01-12,25.0871
2023-01-13,24.97096
2023-01-14,18.35075
2023-01-15,15.09872
2023-01-16,23.80952
2023-01-17,33.91405
2023-01-18,32.75261
2023-01-19,22.06736
2023-01-20,28.45528
2023-01-21,16.60859
2023-01-22,16.84088
2023-01-23,18.00232
2023-01-24,16.95702
2023-01-25,24.97096
2023-01-26,25.43554
2023-01-27,23.2288
2023-01-28,15.21486
2023-01-29,18.69918
2023-01-30,29.96515
2023-01-31,27.1777
2023-02-01,26.01626
2023-02-02,26.82926
2023-02-03,24.27409
2023-02-04,16.3763
2023-02-05,15.56329
2023-02-06,30.54587
2023-02-07,27.1777
2023-02-08,31.9396
2023-02-09,79.79094
2023-02-10,39.60511
2023-02-11,19.04761
2023-02-12,20.90592
2023-02-13,28.10685
2023-02-14,27.75842
2023-02-15,26.94541
2023-02-16,23.80952
2023-02-17,23.2288
2023-02-18,54.70383
2023-02-19,31.01045
2023-02-20,28.80371
2023-02-21,27.52613
2023-02-22,26.36469
2023-02-23,24.85481
2023-02-24,20.55749
2023-02-25,15.79558
2023-02-26,13.4727
2023-02-27,23.11265
2023-02-28,28.22299
2023-03-01,17.88617
2023-03-02,27.40998
2023-03-03,26.01626
2023-03-04,16.3763
2023-03-05,15.21486
2023-03-06,27.06155
2023-03-07,27.87456
2023-03-08,29.26829
2023-03-09,23.46109
2023-03-10,21.71893
2023-03-11,14.05342
2023-03-12,13.93728
2023-03-13,29.84901
2023-03-14,24.73867
2023-03-15,22.88037
2023-03-16,25.66782
2023-03-17,26.71312
2023-03-18,14.86643
2023-03-19,16.95702
2023-03-20,28.57142
2023-03-21,30.8943
2023-03-22,27.64227
2023-03-23,24.04181
2023-03-24,23.92566
2023-03-25,15.67944
2023-03-26,15.67944
2023-03-27,25.0871
2023-03-28,24.85481
2023-03-29,22.64808
2023-03-30,24.97096
2023-03-31,23.2288
2023-04-01,11.26596
2023-04-02,14.05342
2023-04-03,19.51219
2023-04-04,23.69337
2023-04-05,27.29384
2023-04-06,26.36469
2023-04-07,24.85481
2023-04-08,15.44715
2023-04-09,22.06736
2023-04-10,39.72125
2023-04-11,31.01045
2023-04-12,27.52613
2023-04-13,25.78397
2023-04-14,27.1777
2023-04-15,17.53774
2023-04-16,19.39605
2023-04-17,30.31358
2023-04-18,34.03019
2023-04-19,31.59117
2023-04-20,25.43554
2023-04-21,29.15214
2023-04-22,23.11265
2023-04-23,21.37049
2023-04-24,27.75842
2023-04-25,28.45528
2023-04-26,29.96515
2023-04-27,24.73867
2023-04-28,23.80952
2023-04-29,17.30545
2023-04-30,20.44134
2023-05-01,24.27409
2023-05-02,26.01626
2023-05-03,24.15795
2023-05-04,21.60278
2023-05-05,15.44715
2023-05-06,17.4216
2023-05-07,14.86643
2023-05-08,25.43554
2023-05-09,23.34494
2023-05-10,24.73867
2023-05-11,21.13821
2023-05-12,23.57723
2023-05-13,13.93728
2023-05-14,16.3763
2023-05-15,28.57142
2023-05-16,26.59698
2023-05-17,25.78397
2023-05-18,24.27409
2023-05-19,22.88037
2023-05-20,14.63414
2023-05-21,16.84088
2023-05-22,24.39024
2023-05-23,27.06155
2023-05-24,22.99651
2023-05-25,25.31939
2023-05-26,23.2288
2023-05-27,18.35075
2023-05-28,15.91173
2023-05-29,17.4216
