date,오피스텔투자
2020-06-16,77.58241
2020-06-17,100.0
2020-06-18,82.85714
2020-06-19,82.63736
2020-06-20,74.50549
2020-06-21,76.48351
2020-06-22,92.96703
2020-06-23,94.06593
2020-06-24,75.38461
2020-06-25,57.58241
2020-06-26,64.83516
2020-06-27,62.1978
2020-06-28,71.20879
2020-06-29,75.60439
2020-06-30,61.75824
2020-07-01,67.47252
2020-07-02,75.60439
2020-07-03,54.72527
2020-07-04,56.70329
2020-07-05,73.62637
2020-07-06,79.12087
2020-07-07,76.92307
2020-07-08,70.54945
2020-07-09,66.37362
2020-07-10,70.10989
2020-07-11,69.01098
2020-07-12,82.41758
2020-07-13,97.14285
2020-07-14,90.98901
2020-07-15,82.41758
2020-07-16,79.56043
2020-07-17,84.17582
2020-07-18,76.48351
2020-07-19,83.95604
2020-07-20,82.63736
2020-07-21,83.07692
2020-07-22,69.67032
2020-07-23,71.42857
2020-07-24,73.40659
2020-07-25,62.85714
2020-07-26,68.7912
2020-07-27,72.74725
2020-07-28,78.24175
2020-07-29,64.17582
2020-07-30,66.5934
2020-07-31,64.61538
2020-08-01,69.67032
2020-08-02,67.47252
2020-08-03,66.81318
2020-08-04,75.82417
2020-08-05,62.85714
2020-08-06,61.97802
2020-08-07,58.46153
2020-08-08,55.82417
2020-08-09,69.45054
2020-08-10,78.68131
2020-08-11,76.48351
2020-08-12,65.05494
2020-08-13,66.15384
2020-08-14,58.90109
2020-08-15,53.18681
2020-08-16,42.41758
2020-08-17,49.8901
2020-08-18,46.81318
2020-08-19,57.80219
2020-08-20,48.57142
2020-08-21,40.65934
2020-08-22,41.97802
2020-08-23,43.95604
2020-08-24,49.45054
2020-08-25,56.04395
2020-08-26,53.40659
2020-08-27,48.57142
2020-08-28,42.85714
2020-08-29,40.87912
2020-08-30,40.87912
2020-08-31,46.37362
2020-09-01,42.85714
2020-09-02,52.96703
2020-09-03,57.80219
2020-09-04,60.65934
2020-09-05,45.05494
2020-09-06,46.15384
2020-09-07,55.38461
2020-09-08,50.32967
2020-09-09,39.78021
2020-09-10,44.3956
2020-09-11,37.36263
2020-09-12,40.43956
2020-09-13,41.53846
2020-09-14,56.48351
2020-09-15,52.52747
2020-09-16,56.48351
2020-09-17,47.6923
2020-09-18,37.80219
2020-09-19,38.90109
2020-09-20,36.70329
2020-09-21,51.20879
2020-09-22,43.2967
2020-09-23,33.62637
2020-09-24,39.56043
2020-09-25,34.28571
2020-09-26,28.35164
2020-09-27,38.02197
2020-09-28,47.25274
2020-09-29,32.52747
2020-09-30,29.45054
2020-10-01,25.4945
2020-10-02,33.84615
2020-10-03,37.36263
2020-10-04,48.35164
2020-10-05,54.06593
2020-10-06,57.80219
2020-10-07,50.76923
2020-10-08,42.1978
2020-10-09,49.01098
2020-10-10,47.03296
2020-10-11,51.64835
2020-10-12,47.6923
2020-10-13,56.70329
2020-10-14,43.73626
2020-10-15,42.63736
2020-10-16,39.56043
2020-10-17,48.57142
2020-10-18,49.01098
2020-10-19,55.60439
2020-10-20,54.72527
2020-10-21,50.98901
2020-10-22,39.56043
2020-10-23,43.73626
2020-10-24,34.28571
2020-10-25,44.61538
2020-10-26,52.08791
2020-10-27,45.93406
2020-10-28,46.5934
2020-10-29,48.13186
2020-10-30,40.0
2020-10-31,34.72527
2020-11-01,39.78021
2020-11-02,47.03296
2020-11-03,40.65934
2020-11-04,38.46153
2020-11-05,49.67032
2020-11-06,40.21978
2020-11-07,36.48351
2020-11-08,45.93406
2020-11-09,52.08791
2020-11-10,41.53846
2020-11-11,39.78021
2020-11-12,41.97802
2020-11-13,44.17582
2020-11-14,47.6923
2020-11-15,45.27472
2020-11-16,54.28571
2020-11-17,50.98901
2020-11-18,54.28571
2020-11-19,54.72527
2020-11-20,46.37362
2020-11-21,39.56043
2020-11-22,43.07692
2020-11-23,57.14285
2020-11-24,49.45054
2020-11-25,56.26373
2020-11-26,48.13186
2020-11-27,50.54945
2020-11-28,41.0989
2020-11-29,51.64835
2020-11-30,45.05494
2020-12-01,49.45054
2020-12-02,43.95604
2020-12-03,54.94505
2020-12-04,49.23076
2020-12-05,46.81318
2020-12-06,52.96703
2020-12-07,46.15384
2020-12-08,54.28571
2020-12-09,49.23076
2020-12-10,46.15384
2020-12-11,35.38461
2020-12-12,46.15384
2020-12-13,46.81318
2020-12-14,48.7912
2020-12-15,48.13186
2020-12-16,38.68131
2020-12-17,43.73626
2020-12-18,44.83516
2020-12-19,47.91208
2020-12-20,49.45054
2020-12-21,49.45054
2020-12-22,56.70329
2020-12-23,48.7912
2020-12-24,52.08791
2020-12-25,45.27472
2020-12-26,48.13186
2020-12-27,66.37362
2020-12-28,55.82417
2020-12-29,62.63736
2020-12-30,43.2967
2020-12-31,38.68131
2021-01-01,38.90109
2021-01-02,55.16483
2021-01-03,59.78021
2021-01-04,55.60439
2021-01-05,60.87912
2021-01-06,44.83516
2021-01-07,35.60439
2021-01-08,45.4945
2021-01-09,45.93406
2021-01-10,58.46153
2021-01-11,56.04395
2021-01-12,47.03296
2021-01-13,46.5934
2021-01-14,44.17582
2021-01-15,43.73626
2021-01-16,48.57142
2021-01-17,58.24175
2021-01-18,58.68131
2021-01-19,53.40659
2021-01-20,50.98901
2021-01-21,59.12087
2021-01-22,51.64835
2021-01-23,52.30769
2021-01-24,60.87912
2021-01-25,49.8901
2021-01-26,51.64835
2021-01-27,53.62637
2021-01-28,48.13186
2021-01-29,46.37362
2021-01-30,48.57142
2021-01-31,57.58241
2021-02-01,50.54945
2021-02-02,54.28571
2021-02-03,54.72527
2021-02-04,50.10989
2021-02-05,43.07692
2021-02-06,47.03296
2021-02-07,61.53846
2021-02-08,52.30769
2021-02-09,54.50549
2021-02-10,49.67032
2021-02-11,46.15384
2021-02-12,39.34065
2021-02-13,41.97802
2021-02-14,55.16483
2021-02-15,58.24175
2021-02-16,65.71428
2021-02-17,53.40659
2021-02-18,56.70329
2021-02-19,60.87912
2021-02-20,58.46153
2021-02-21,59.56043
2021-02-22,57.80219
2021-02-23,48.57142
2021-02-24,49.01098
2021-02-25,51.42857
2021-02-26,41.97802
2021-02-27,43.51648
2021-02-28,56.04395
2021-03-01,48.57142
2021-03-02,46.37362
2021-03-03,56.48351
2021-03-04,45.4945
2021-03-05,53.84615
2021-03-06,49.45054
2021-03-07,55.82417
2021-03-08,53.62637
2021-03-09,48.7912
2021-03-10,50.54945
2021-03-11,46.81318
2021-03-12,49.67032
2021-03-13,52.96703
2021-03-14,59.78021
2021-03-15,55.16483
2021-03-16,68.57142
2021-03-17,56.04395
2021-03-18,57.14285
2021-03-19,48.35164
2021-03-20,44.83516
2021-03-21,57.14285
2021-03-22,64.61538
2021-03-23,74.06593
2021-03-24,73.84615
2021-03-25,60.0
2021-03-26,59.34065
2021-03-27,56.70329
2021-03-28,61.31868
2021-03-29,63.73626
2021-03-30,54.28571
2021-03-31,48.7912
2021-04-01,44.61538
2021-04-02,54.06593
2021-04-03,43.95604
2021-04-04,49.45054
2021-04-05,57.14285
2021-04-06,49.45054
2021-04-07,44.83516
2021-04-08,47.03296
2021-04-09,50.54945
2021-04-10,43.73626
2021-04-11,54.94505
2021-04-12,54.28571
2021-04-13,50.76923
2021-04-14,52.74725
2021-04-15,49.45054
2021-04-16,49.23076
2021-04-17,47.03296
2021-04-18,54.06593
2021-04-19,52.74725
2021-04-20,43.2967
2021-04-21,60.43956
2021-04-22,41.97802
2021-04-23,50.98901
2021-04-24,48.7912
2021-04-25,56.48351
2021-04-26,57.58241
2021-04-27,54.72527
2021-04-28,53.84615
2021-04-29,45.4945
2021-04-30,44.17582
2021-05-01,37.58241
2021-05-02,46.81318
2021-05-03,45.4945
2021-05-04,46.37362
2021-05-05,45.27472
2021-05-06,47.03296
2021-05-07,40.65934
2021-05-08,41.75824
2021-05-09,45.71428
2021-05-10,49.8901
2021-05-11,48.7912
2021-05-12,50.98901
2021-05-13,41.97802
2021-05-14,40.43956
2021-05-15,43.51648
2021-05-16,43.07692
2021-05-17,53.84615
2021-05-18,50.10989
2021-05-19,56.70329
2021-05-20,44.3956
2021-05-21,51.20879
2021-05-22,52.74725
2021-05-23,47.6923
2021-05-24,50.98901
2021-05-25,48.57142
2021-05-26,41.31868
2021-05-27,45.05494
2021-05-28,40.87912
2021-05-29,48.35164
2021-05-30,49.8901
2021-05-31,56.92307
2021-06-01,42.85714
2021-06-02,41.75824
2021-06-03,39.34065
2021-06-04,39.12087
2021-06-05,43.07692
2021-06-06,53.62637
2021-06-07,47.91208
2021-06-08,49.23076
2021-06-09,56.26373
2021-06-10,54.28571
2021-06-11,36.70329
2021-06-12,41.97802
2021-06-13,49.45054
2021-06-14,56.04395
2021-06-15,46.37362
2021-06-16,53.62637
2021-06-17,49.01098
2021-06-18,50.54945
2021-06-19,47.47252
2021-06-20,49.01098
2021-06-21,53.18681
2021-06-22,52.08791
2021-06-23,50.54945
2021-06-24,40.87912
2021-06-25,42.85714
2021-06-26,42.63736
2021-06-27,57.14285
2021-06-28,61.31868
2021-06-29,43.95604
2021-06-30,54.28571
2021-07-01,53.18681
2021-07-02,47.47252
2021-07-03,46.81318
2021-07-04,44.83516
2021-07-05,54.94505
2021-07-06,50.98901
2021-07-07,46.5934
2021-07-08,48.35164
2021-07-09,57.14285
2021-07-10,49.8901
2021-07-11,62.85714
2021-07-12,59.12087
2021-07-13,48.7912
2021-07-14,63.95604
2021-07-15,59.34065
2021-07-16,50.10989
2021-07-17,52.08791
2021-07-18,45.93406
2021-07-19,62.63736
2021-07-20,48.57142
2021-07-21,47.91208
2021-07-22,51.64835
2021-07-23,44.61538
2021-07-24,45.05494
2021-07-25,46.37362
2021-07-26,58.68131
2021-07-27,52.08791
2021-07-28,51.20879
2021-07-29,53.18681
2021-07-30,46.15384
2021-07-31,44.17582
2021-08-01,54.28571
2021-08-02,46.5934
2021-08-03,62.1978
2021-08-04,56.92307
2021-08-05,51.20879
2021-08-06,51.86813
2021-08-07,52.52747
2021-08-08,52.52747
2021-08-09,50.10989
2021-08-10,57.36263
2021-08-11,61.97802
2021-08-12,58.68131
2021-08-13,43.2967
2021-08-14,42.1978
2021-08-15,49.67032
2021-08-16,65.05494
2021-08-17,59.56043
2021-08-18,51.20879
2021-08-19,56.04395
2021-08-20,48.7912
2021-08-21,53.18681
2021-08-22,49.8901
2021-08-23,54.94505
2021-08-24,57.58241
2021-08-25,59.56043
2021-08-26,51.42857
2021-08-27,52.74725
2021-08-28,46.15384
2021-08-29,60.21978
2021-08-30,57.80219
2021-08-31,59.34065
2021-09-01,52.96703
2021-09-02,58.46153
2021-09-03,56.70329
2021-09-04,55.16483
2021-09-05,50.10989
2021-09-06,52.74725
2021-09-07,61.0989
2021-09-08,56.26373
2021-09-09,51.86813
2021-09-10,40.43956
2021-09-11,44.61538
2021-09-12,47.6923
2021-09-13,54.94505
2021-09-14,58.90109
2021-09-15,52.08791
2021-09-16,65.05494
2021-09-17,49.67032
2021-09-18,40.65934
2021-09-19,32.74725
2021-09-20,36.92307
2021-09-21,44.3956
2021-09-22,56.92307
2021-09-23,75.60439
2021-09-24,57.36263
2021-09-25,52.08791
2021-09-26,54.28571
2021-09-27,68.13186
2021-09-28,58.90109
2021-09-29,49.01098
2021-09-30,60.43956
2021-10-01,42.85714
2021-10-02,44.61538
2021-10-03,45.93406
2021-10-04,63.2967
2021-10-05,45.05494
2021-10-06,52.08791
2021-10-07,50.76923
2021-10-08,45.71428
2021-10-09,47.25274
2021-10-10,51.64835
2021-10-11,63.2967
2021-10-12,54.94505
2021-10-13,46.5934
2021-10-14,53.62637
2021-10-15,47.47252
2021-10-16,41.97802
2021-10-17,45.93406
2021-10-18,44.83516
2021-10-19,45.93406
2021-10-20,48.35164
2021-10-21,45.27472
2021-10-22,40.87912
2021-10-23,40.65934
2021-10-24,54.06593
2021-10-25,45.71428
2021-10-26,33.62637
2021-10-27,51.86813
2021-10-28,50.76923
2021-10-29,43.07692
2021-10-30,38.68131
2021-10-31,45.27472
2021-11-01,44.83516
2021-11-02,53.40659
2021-11-03,63.95604
2021-11-04,62.63736
2021-11-05,44.83516
2021-11-06,41.75824
2021-11-07,38.02197
2021-11-08,54.06593
2021-11-09,41.75824
2021-11-10,38.68131
2021-11-11,45.05494
2021-11-12,41.97802
2021-11-13,32.96703
2021-11-14,44.61538
2021-11-15,47.91208
2021-11-16,48.35164
2021-11-17,42.41758
2021-11-18,47.25274
2021-11-19,52.74725
2021-11-20,44.17582
2021-11-21,55.38461
2021-11-22,49.23076
2021-11-23,47.25274
2021-11-24,46.81318
2021-11-25,44.83516
2021-11-26,52.30769
2021-11-27,40.65934
2021-11-28,48.57142
2021-11-29,60.65934
2021-11-30,67.47252
2021-12-01,40.0
2021-12-02,37.58241
2021-12-03,37.58241
2021-12-04,37.80219
2021-12-05,46.5934
2021-12-06,43.95604
2021-12-07,44.83516
2021-12-08,47.03296
2021-12-09,38.02197
2021-12-10,36.48351
2021-12-11,38.46153
2021-12-12,47.47252
2021-12-13,45.27472
2021-12-14,39.34065
2021-12-15,45.05494
2021-12-16,36.04395
2021-12-17,33.84615
2021-12-18,38.90109
2021-12-19,38.90109
2021-12-20,36.26373
2021-12-21,32.30769
2021-12-22,43.95604
2021-12-23,33.62637
2021-12-24,27.91208
2021-12-25,27.03296
2021-12-26,34.72527
2021-12-27,33.40659
2021-12-28,34.28571
2021-12-29,33.18681
2021-12-30,38.02197
2021-12-31,29.01098
2022-01-01,24.83516
2022-01-02,33.84615
2022-01-03,40.43956
2022-01-04,42.1978
2022-01-05,46.81318
2022-01-06,37.14285
2022-01-07,37.58241
2022-01-08,37.14285
2022-01-09,45.4945
2022-01-10,42.85714
2022-01-11,39.56043
2022-01-12,41.31868
2022-01-13,37.14285
2022-01-14,40.0
2022-01-15,37.58241
2022-01-16,34.94505
2022-01-17,43.95604
2022-01-18,43.51648
2022-01-19,37.80219
2022-01-20,38.68131
2022-01-21,41.75824
2022-01-22,41.53846
2022-01-23,46.37362
2022-01-24,48.13186
2022-01-25,43.95604
2022-01-26,36.26373
2022-01-27,34.72527
2022-01-28,29.01098
2022-01-29,30.76923
2022-01-30,33.62637
2022-01-31,29.8901
2022-02-01,28.35164
2022-02-02,43.73626
2022-02-03,44.3956
2022-02-04,48.57142
2022-02-05,39.12087
2022-02-06,45.71428
2022-02-07,49.8901
2022-02-08,39.12087
2022-02-09,42.1978
2022-02-10,45.71428
2022-02-11,43.2967
2022-02-12,40.87912
2022-02-13,46.15384
2022-02-14,38.02197
2022-02-15,50.54945
2022-02-16,46.81318
2022-02-17,44.3956
2022-02-18,37.36263
2022-02-19,39.78021
2022-02-20,41.75824
2022-02-21,43.07692
2022-02-22,38.68131
2022-02-23,35.38461
2022-02-24,32.08791
2022-02-25,33.40659
2022-02-26,30.98901
2022-02-27,40.43956
2022-02-28,34.94505
2022-03-01,36.70329
2022-03-02,33.18681
2022-03-03,30.32967
2022-03-04,27.6923
2022-03-05,33.40659
2022-03-06,31.42857
2022-03-07,30.76923
2022-03-08,30.10989
2022-03-09,29.45054
2022-03-10,36.04395
2022-03-11,30.76923
2022-03-12,40.21978
2022-03-13,41.75824
2022-03-14,38.68131
2022-03-15,41.97802
2022-03-16,34.72527
2022-03-17,38.02197
2022-03-18,36.48351
2022-03-19,42.41758
2022-03-20,42.63736
2022-03-21,39.78021
2022-03-22,40.0
2022-03-23,43.51648
2022-03-24,37.36263
2022-03-25,37.80219
2022-03-26,41.0989
2022-03-27,38.24175
2022-03-28,48.57142
2022-03-29,41.31868
2022-03-30,39.34065
2022-03-31,45.05494
2022-04-01,36.04395
2022-04-02,38.24175
2022-04-03,38.02197
2022-04-04,48.7912
2022-04-05,46.81318
2022-04-06,42.63736
2022-04-07,40.65934
2022-04-08,39.56043
2022-04-09,42.63736
2022-04-10,40.87912
2022-04-11,37.14285
2022-04-12,29.23076
2022-04-13,39.34065
2022-04-14,41.97802
2022-04-15,34.06593
2022-04-16,34.50549
2022-04-17,43.51648
2022-04-18,47.03296
2022-04-19,37.80219
2022-04-20,35.38461
2022-04-21,39.34065
2022-04-22,41.31868
2022-04-23,38.02197
2022-04-24,46.37362
2022-04-25,40.0
2022-04-26,38.68131
2022-04-27,43.2967
2022-04-28,39.12087
2022-04-29,37.14285
2022-04-30,32.74725
2022-05-01,35.60439
2022-05-02,37.36263
2022-05-03,47.47252
2022-05-04,30.54945
2022-05-05,36.04395
2022-05-06,37.80219
2022-05-07,29.8901
2022-05-08,38.46153
2022-05-09,42.1978
2022-05-10,43.73626
2022-05-11,36.70329
2022-05-12,37.14285
2022-05-13,39.12087
2022-05-14,35.38461
2022-05-15,42.63736
2022-05-16,46.5934
2022-05-17,39.56043
2022-05-18,36.26373
2022-05-19,34.72527
2022-05-20,37.36263
2022-05-21,38.90109
2022-05-22,34.50549
2022-05-23,45.93406
2022-05-24,41.31868
2022-05-25,40.87912
2022-05-26,36.92307
2022-05-27,35.38461
2022-05-28,34.72527
2022-05-29,45.71428
2022-05-30,43.95604
2022-05-31,43.51648
2022-06-01,37.36263
2022-06-02,36.70329
2022-06-03,37.58241
2022-06-04,27.91208
2022-06-05,28.7912
2022-06-06,46.5934
2022-06-07,43.07692
2022-06-08,39.78021
2022-06-09,39.34065
2022-06-10,32.74725
2022-06-11,31.20879
2022-06-12,37.14285
2022-06-13,39.56043
2022-06-14,34.50549
2022-06-15,33.40659
2022-06-16,36.26373
2022-06-17,29.67032
2022-06-18,28.57142
2022-06-19,31.42857
2022-06-20,38.68131
2022-06-21,36.48351
2022-06-22,29.01098
2022-06-23,29.67032
2022-06-24,36.04395
2022-06-25,28.35164
2022-06-26,27.91208
2022-06-27,41.31868
2022-06-28,33.40659
2022-06-29,33.84615
2022-06-30,27.91208
2022-07-01,28.13186
2022-07-02,21.97802
2022-07-03,31.64835
2022-07-04,35.60439
2022-07-05,33.84615
2022-07-06,30.54945
2022-07-07,31.86813
2022-07-08,29.67032
2022-07-09,20.65934
2022-07-10,28.13186
2022-07-11,33.62637
2022-07-12,27.6923
2022-07-13,27.47252
2022-07-14,28.7912
2022-07-15,28.7912
2022-07-16,24.17582
2022-07-17,27.6923
2022-07-18,30.76923
2022-07-19,28.35164
2022-07-20,23.51648
2022-07-21,26.37362
2022-07-22,26.15384
2022-07-23,28.13186
2022-07-24,24.61538
2022-07-25,29.67032
2022-07-26,32.30769
2022-07-27,24.83516
2022-07-28,30.98901
2022-07-29,19.34065
2022-07-30,33.40659
2022-07-31,24.3956
2022-08-01,30.32967
2022-08-02,28.7912
2022-08-03,26.15384
2022-08-04,26.15384
2022-08-05,25.93406
2022-08-06,23.2967
2022-08-07,27.03296
2022-08-08,34.06593
2022-08-09,25.71428
2022-08-10,30.54945
2022-08-11,20.43956
2022-08-12,26.5934
2022-08-13,23.2967
2022-08-14,27.6923
2022-08-15,36.48351
2022-08-16,37.14285
2022-08-17,34.28571
2022-08-18,31.42857
2022-08-19,27.6923
2022-08-20,30.32967
2022-08-21,30.98901
2022-08-22,30.10989
2022-08-23,31.42857
2022-08-24,34.72527
2022-08-25,24.61538
2022-08-26,29.23076
2022-08-27,22.63736
2022-08-28,21.0989
2022-08-29,29.45054
2022-08-30,19.12087
2022-08-31,27.6923
2022-09-01,20.21978
2022-09-02,25.27472
2022-09-03,22.41758
2022-09-04,22.85714
2022-09-05,22.85714
2022-09-06,24.3956
2022-09-07,22.1978
2022-09-08,13.84615
2022-09-09,17.14285
2022-09-10,15.82417
2022-09-11,19.34065
2022-09-12,21.75824
2022-09-13,27.03296
2022-09-14,25.05494
2022-09-15,26.81318
2022-09-16,22.1978
2022-09-17,18.46153
2022-09-18,23.2967
2022-09-19,26.81318
2022-09-20,25.27472
2022-09-21,17.14285
2022-09-22,21.75824
2022-09-23,17.36263
2022-09-24,18.90109
2022-09-25,17.36263
2022-09-26,22.85714
2022-09-27,19.34065
2022-09-28,20.0
2022-09-29,22.85714
2022-09-30,19.78021
2022-10-01,18.46153
2022-10-02,16.26373
2022-10-03,22.41758
2022-10-04,17.36263
2022-10-05,19.56043
2022-10-06,23.73626
2022-10-07,15.60439
2022-10-08,12.52747
2022-10-09,16.92307
2022-10-10,23.2967
2022-10-11,26.37362
2022-10-12,18.24175
2022-10-13,18.68131
2022-10-14,21.31868
2022-10-15,18.24175
2022-10-16,18.90109
2022-10-17,25.05494
2022-10-18,22.63736
2022-10-19,18.24175
2022-10-20,14.06593
2022-10-21,12.52747
2022-10-22,15.16483
2022-10-23,19.78021
2022-10-24,20.87912
2022-10-25,17.14285
2022-10-26,18.68131
2022-10-27,21.75824
2022-10-28,13.18681
2022-10-29,12.52747
2022-10-30,10.10989
2022-10-31,13.84615
2022-11-01,20.65934
2022-11-02,16.48351
2022-11-03,13.18681
2022-11-04,16.48351
2022-11-05,14.28571
2022-11-06,18.90109
2022-11-07,19.78021
2022-11-08,16.04395
2022-11-09,16.48351
2022-11-10,17.14285
2022-11-11,21.31868
2022-11-12,14.06593
2022-11-13,15.38461
2022-11-14,19.34065
2022-11-15,16.48351
2022-11-16,21.97802
2022-11-17,13.18681
2022-11-18,15.60439
2022-11-19,16.48351
2022-11-20,18.68131
2022-11-21,18.68131
2022-11-22,17.36263
2022-11-23,16.26373
2022-11-24,14.94505
2022-11-25,16.92307
2022-11-26,15.38461
2022-11-27,13.40659
2022-11-28,15.16483
2022-11-29,16.70329
2022-11-30,14.72527
2022-12-01,12.52747
2022-12-02,13.62637
2022-12-03,9.23076
2022-12-04,16.26373
2022-12-05,20.0
2022-12-06,20.65934
2022-12-07,15.60439
2022-12-08,14.72527
2022-12-09,16.70329
2022-12-10,11.20879
2022-12-11,14.72527
2022-12-12,23.95604
2022-12-13,21.53846
2022-12-14,19.78021
2022-12-15,17.58241
2022-12-16,12.96703
2022-12-17,13.84615
2022-12-18,19.78021
2022-12-19,18.02197
2022-12-20,16.92307
2022-12-21,17.36263
2022-12-22,21.0989
2022-12-23,14.06593
2022-12-24,15.38461
2022-12-25,16.70329
2022-12-26,20.43956
2022-12-27,13.84615
2022-12-28,16.48351
2022-12-29,18.46153
2022-12-30,12.96703
2022-12-31,12.30769
2023-01-01,12.74725
2023-01-02,14.94505
2023-01-03,15.60439
2023-01-04,16.48351
2023-01-05,14.06593
2023-01-06,18.68131
2023-01-07,14.94505
2023-01-08,16.92307
2023-01-09,21.53846
2023-01-10,17.58241
2023-01-11,20.65934
2023-01-12,22.41758
2023-01-13,15.38461
2023-01-14,18.02197
2023-01-15,18.46153
2023-01-16,27.91208
2023-01-17,18.68131
2023-01-18,20.87912
2023-01-19,22.85714
2023-01-20,17.14285
2023-01-21,16.26373
2023-01-22,16.26373
2023-01-23,23.2967
2023-01-24,27.47252
2023-01-25,25.05494
2023-01-26,21.75824
2023-01-27,20.0
2023-01-28,21.31868
2023-01-29,22.85714
2023-01-30,23.95604
2023-01-31,20.65934
2023-02-01,21.53846
2023-02-02,23.51648
2023-02-03,24.61538
2023-02-04,20.87912
2023-02-05,29.23076
2023-02-06,26.5934
2023-02-07,26.15384
2023-02-08,19.78021
2023-02-09,32.30769
2023-02-10,24.3956
2023-02-11,26.81318
2023-02-12,28.7912
2023-02-13,27.6923
2023-02-14,26.81318
2023-02-15,22.63736
2023-02-16,23.2967
2023-02-17,26.5934
2023-02-18,24.17582
2023-02-19,26.37362
2023-02-20,30.54945
2023-02-21,26.15384
2023-02-22,26.5934
2023-02-23,27.47252
2023-02-24,23.07692
2023-02-25,21.31868
2023-02-26,28.13186
2023-02-27,27.25274
2023-02-28,23.2967
2023-03-01,24.3956
2023-03-02,20.65934
2023-03-03,25.27472
2023-03-04,19.12087
2023-03-05,31.86813
2023-03-06,24.83516
2023-03-07,22.1978
2023-03-08,18.90109
2023-03-09,18.24175
2023-03-10,17.80219
2023-03-11,13.62637
2023-03-12,18.90109
2023-03-13,19.78021
2023-03-14,20.65934
2023-03-15,20.21978
2023-03-16,22.85714
2023-03-17,18.68131
2023-03-18,19.12087
2023-03-19,26.37362
2023-03-20,25.93406
2023-03-21,18.46153
2023-03-22,23.51648
2023-03-23,25.4945
2023-03-24,21.53846
2023-03-25,16.92307
2023-03-26,24.17582
2023-03-27,26.81318
2023-03-28,26.81318
2023-03-29,27.6923
2023-03-30,20.65934
2023-03-31,24.3956
2023-04-01,19.56043
2023-04-02,27.91208
2023-04-03,21.75824
2023-04-04,26.15384
2023-04-05,27.25274
2023-04-06,24.17582
2023-04-07,23.73626
2023-04-08,21.31868
2023-04-09,23.95604
2023-04-10,23.07692
2023-04-11,19.56043
2023-04-12,24.61538
2023-04-13,24.61538
2023-04-14,23.51648
2023-04-15,19.78021
2023-04-16,26.37362
2023-04-17,32.08791
2023-04-18,22.1978
2023-04-19,21.75824
2023-04-20,22.63736
2023-04-21,19.12087
2023-04-22,14.06593
2023-04-23,21.53846
2023-04-24,23.07692
2023-04-25,20.65934
2023-04-26,16.92307
2023-04-27,20.87912
2023-04-28,13.84615
2023-04-29,15.16483
2023-04-30,20.21978
2023-05-01,20.0
2023-05-02,21.31868
2023-05-03,16.26373
2023-05-04,18.24175
2023-05-05,13.40659
2023-05-06,14.72527
2023-05-07,21.0989
2023-05-08,24.17582
2023-05-09,18.68131
2023-05-10,20.87912
2023-05-11,18.68131
2023-05-12,18.68131
2023-05-13,16.48351
2023-05-14,19.56043
2023-05-15,18.46153
2023-05-16,21.75824
2023-05-17,22.63736
2023-05-18,18.68131
2023-05-19,19.56043
2023-05-20,14.06593
2023-05-21,17.14285
2023-05-22,24.17582
2023-05-23,24.17582
2023-05-24,22.63736
2023-05-25,21.31868
2023-05-26,14.72527
2023-05-27,19.78021
2023-05-28,12.74725
